,BGS US Equity
2021-05-04,2.23
2021-05-05,2.23
2021-05-06,2.23
2021-05-07,2.23
2021-05-08,2.23
2021-05-09,2.23
2021-05-10,2.23
2021-05-11,2.23
2021-05-12,2.23
2021-05-13,2.23
2021-05-14,2.23
2021-05-15,2.23
2021-05-16,2.23
2021-05-17,2.23
2021-05-18,2.23
2021-05-19,2.23
2021-05-20,2.23
2021-05-21,2.23
2021-05-22,2.23
2021-05-23,2.23
2021-05-24,2.23
2021-05-25,2.23
2021-05-26,2.23
2021-05-27,2.23
2021-05-28,2.23
2021-05-29,2.23
2021-05-30,2.23
2021-05-31,2.23
2021-06-01,2.23
2021-06-02,2.23
2021-06-03,2.23
2021-06-04,2.23
2021-06-05,2.23
2021-06-06,2.23
2021-06-07,2.23
2021-06-08,2.23
2021-06-09,2.23
2021-06-10,2.23
2021-06-11,2.23
2021-06-12,2.23
2021-06-13,2.23
2021-06-14,2.23
2021-06-15,2.23
2021-06-16,2.23
2021-06-17,2.23
2021-06-18,2.23
2021-06-19,2.23
2021-06-20,2.23
2021-06-21,2.23
2021-06-22,2.23
2021-06-23,2.23
2021-06-24,2.23
2021-06-25,2.23
2021-06-26,2.23
2021-06-27,2.23
2021-06-28,2.23
2021-06-29,2.23
2021-06-30,2.23
2021-07-01,2.23
2021-07-02,2.23
2021-07-03,2.23
2021-07-04,2.23
2021-07-05,2.23
2021-07-06,2.23
2021-07-07,2.23
2021-07-08,2.23
2021-07-09,2.23
2021-07-10,2.23
2021-07-11,2.23
2021-07-12,2.23
2021-07-13,2.23
2021-07-14,2.23
2021-07-15,2.23
2021-07-16,2.23
2021-07-17,2.23
2021-07-18,2.23
2021-07-19,2.23
2021-07-20,2.23
2021-07-21,2.23
2021-07-22,2.23
2021-07-23,2.23
2021-07-24,2.23
2021-07-25,2.23
2021-07-26,2.23
2021-07-27,2.23
2021-07-28,2.23
2021-07-29,2.23
2021-07-30,2.23
2021-07-31,2.23
2021-08-01,2.23
2021-08-02,2.23
2021-08-03,2.23
2021-08-04,2.23
2021-08-05,2.23
2021-08-06,2.23
2021-08-07,2.23
2021-08-08,2.23
2021-08-09,2.09
2021-08-10,2.09
2021-08-11,2.09
2021-08-12,2.09
2021-08-13,2.09
2021-08-14,2.09
2021-08-15,2.09
2021-08-16,2.09
2021-08-17,2.09
2021-08-18,2.09
2021-08-19,2.09
2021-08-20,2.09
2021-08-21,2.09
2021-08-22,2.09
2021-08-23,2.09
2021-08-24,2.09
2021-08-25,2.09
2021-08-26,2.09
2021-08-27,2.09
2021-08-28,2.09
2021-08-29,2.09
2021-08-30,2.09
2021-08-31,2.09
2021-09-01,2.09
2021-09-02,2.09
2021-09-03,2.09
2021-09-04,2.09
2021-09-05,2.09
2021-09-06,2.09
2021-09-07,2.09
2021-09-08,2.09
2021-09-09,2.09
2021-09-10,2.09
2021-09-11,2.09
2021-09-12,2.09
2021-09-13,2.09
2021-09-14,2.09
2021-09-15,2.09
2021-09-16,2.09
2021-09-17,2.09
2021-09-18,2.09
2021-09-19,2.09
2021-09-20,2.09
2021-09-21,2.09
2021-09-22,2.09
2021-09-23,2.09
2021-09-24,2.09
2021-09-25,2.09
2021-09-26,2.09
2021-09-27,2.09
2021-09-28,2.09
2021-09-29,2.09
2021-09-30,2.09
2021-10-01,2.09
2021-10-02,2.09
2021-10-03,2.09
2021-10-04,2.215
2021-10-05,2.215
2021-10-06,2.215
2021-10-07,2.215
2021-10-08,2.215
2021-10-09,2.215
2021-10-10,2.215
2021-10-11,2.215
2021-10-12,2.215
2021-10-13,2.215
2021-10-14,2.215
2021-10-15,2.215
2021-10-16,2.215
2021-10-17,2.215
2021-10-18,2.215
2021-10-19,2.215
2021-10-20,2.215
2021-10-21,2.215
2021-10-22,2.215
2021-10-23,2.215
2021-10-24,2.215
2021-10-25,2.215
2021-10-26,2.215
2021-10-27,2.215
2021-10-28,2.215
2021-10-29,2.215
2021-10-30,2.215
2021-10-31,2.215
2021-11-01,2.215
2021-11-02,2.215
2021-11-03,2.215
2021-11-04,2.19
2021-11-05,2.165
2021-11-06,2.165
2021-11-07,2.165
2021-11-08,2.165
2021-11-09,2.165
2021-11-10,2.165
2021-11-11,2.165
2021-11-12,2.165
2021-11-13,2.165
2021-11-14,2.165
2021-11-15,2.165
2021-11-16,2.165
2021-11-17,2.165
2021-11-18,2.165
2021-11-19,2.165
2021-11-20,2.165
2021-11-21,2.165
2021-11-22,2.165
2021-11-23,2.165
2021-11-24,2.165
2021-11-25,2.165
2021-11-26,2.165
2021-11-27,2.165
2021-11-28,2.165
2021-11-29,2.165
2021-11-30,2.165
2021-12-01,2.165
2021-12-02,2.165
2021-12-03,2.165
2021-12-04,2.165
2021-12-05,2.165
2021-12-06,2.165
2021-12-07,2.165
2021-12-08,2.165
2021-12-09,2.165
2021-12-10,2.165
2021-12-11,2.165
2021-12-12,2.165
2021-12-13,2.165
2021-12-14,2.165
2021-12-15,2.165
2021-12-16,2.165
2021-12-17,2.165
2021-12-18,2.165
2021-12-19,2.165
2021-12-20,2.165
2021-12-21,2.165
2021-12-22,2.165
2021-12-23,2.165
2021-12-24,2.165
2021-12-25,2.165
2021-12-26,2.165
2021-12-27,2.165
2021-12-28,2.165
2021-12-29,2.165
2021-12-30,2.165
2021-12-31,2.165
2022-01-01,2.165
2022-01-02,2.165
2022-01-03,2.165
2022-01-04,2.165
2022-01-05,2.165
2022-01-06,2.165
2022-01-07,2.165
2022-01-08,2.165
2022-01-09,2.165
2022-01-10,2.165
2022-01-11,2.165
2022-01-12,2.125
2022-01-13,2.125
2022-01-14,2.125
2022-01-15,2.125
2022-01-16,2.125
2022-01-17,2.125
2022-01-18,2.125
2022-01-19,2.125
2022-01-20,2.125
2022-01-21,2.125
2022-01-22,2.125
2022-01-23,2.125
2022-01-24,2.125
2022-01-25,2.125
2022-01-26,2.125
2022-01-27,2.125
2022-01-28,2.125
2022-01-29,2.125
2022-01-30,2.125
2022-01-31,2.125
2022-02-01,2.125
2022-02-02,2.125
2022-02-03,2.125
2022-02-04,2.125
2022-02-05,2.125
2022-02-06,2.125
2022-02-07,2.125
2022-02-08,2.125
2022-02-09,2.125
2022-02-10,2.125
2022-02-11,2.125
2022-02-12,2.125
2022-02-13,2.125
2022-02-14,2.125
2022-02-15,2.125
2022-02-16,2.125
2022-02-17,2.125
2022-02-18,2.125
2022-02-19,2.125
2022-02-20,2.125
2022-02-21,2.125
2022-02-22,2.125
2022-02-23,2.125
2022-02-24,2.125
2022-02-25,2.125
2022-02-26,2.125
2022-02-27,2.125
2022-02-28,2.125
2022-03-01,2.075
2022-03-02,2.048
2022-03-03,2.048
2022-03-04,2.048
2022-03-05,2.048
2022-03-06,2.048
2022-03-07,2.048
2022-03-08,2.048
2022-03-09,2.048
2022-03-10,2.048
2022-03-11,2.048
2022-03-12,2.048
2022-03-13,2.048
2022-03-14,2.048
2022-03-15,2.048
2022-03-16,2.048
2022-03-17,2.048
2022-03-18,2.048
2022-03-19,2.048
2022-03-20,2.048
2022-03-21,2.048
2022-03-22,2.048
2022-03-23,2.048
2022-03-24,2.048
2022-03-25,2.048
2022-03-26,2.048
2022-03-27,2.048
2022-03-28,2.048
2022-03-29,2.048
2022-03-30,2.048
2022-03-31,2.095
2022-04-01,1.995
2022-04-02,1.995
2022-04-03,1.995
2022-04-04,1.995
2022-04-05,1.995
2022-04-06,1.995
2022-04-07,1.995
2022-04-08,1.995
2022-04-09,1.995
2022-04-10,1.995
2022-04-11,1.995
2022-04-12,1.995
2022-04-13,1.995
2022-04-14,1.995
2022-04-15,1.995
2022-04-16,1.995
2022-04-17,1.995
2022-04-18,1.995
2022-04-19,1.995
2022-04-20,1.995
2022-04-21,2.054
2022-04-22,2.054
2022-04-23,2.054
2022-04-24,2.054
2022-04-25,2.054
2022-04-26,2.054
2022-04-27,2.054
2022-04-28,2.054
2022-04-29,2.054
2022-04-30,2.054
2022-05-01,2.054
2022-05-02,2.054
2022-05-03,2.054
2022-05-04,2.054
2022-05-05,2.031
2022-05-06,1.983
2022-05-07,1.983
2022-05-08,1.983
2022-05-09,1.983
2022-05-10,1.983
2022-05-11,1.983
2022-05-12,1.983
2022-05-13,1.983
2022-05-14,1.983
2022-05-15,1.983
2022-05-16,1.954
2022-05-17,1.954
2022-05-18,1.954
2022-05-19,1.954
2022-05-20,1.954
2022-05-21,1.954
2022-05-22,1.954
2022-05-23,1.954
2022-05-24,1.954
2022-05-25,1.954
2022-05-26,1.954
2022-05-27,1.954
2022-05-28,1.954
2022-05-29,1.954
2022-05-30,1.954
2022-05-31,1.954
2022-06-01,1.954
2022-06-02,1.954
2022-06-03,1.954
2022-06-04,1.954
2022-06-05,1.954
2022-06-06,1.954
2022-06-07,1.954
2022-06-08,1.954
2022-06-09,1.954
2022-06-10,1.954
2022-06-11,1.954
2022-06-12,1.954
2022-06-13,1.946
2022-06-14,1.946
2022-06-15,1.946
2022-06-16,1.946
2022-06-17,1.946
2022-06-18,1.946
2022-06-19,1.946
2022-06-20,1.946
2022-06-21,1.946
2022-06-22,1.946
2022-06-23,1.946
2022-06-24,1.946
2022-06-25,1.946
2022-06-26,1.946
2022-06-27,1.946
2022-06-28,1.946
2022-06-29,1.946
2022-06-30,1.928
2022-07-01,1.928
2022-07-02,1.928
2022-07-03,1.928
2022-07-04,1.928
2022-07-05,1.928
2022-07-06,1.928
2022-07-07,1.913
2022-07-08,1.913
2022-07-09,1.913
2022-07-10,1.913
2022-07-11,1.913
2022-07-12,1.913
2022-07-13,1.913
2022-07-14,1.913
2022-07-15,1.913
2022-07-16,1.913
2022-07-17,1.913
2022-07-18,1.913
2022-07-19,1.913
2022-07-20,1.913
2022-07-21,1.913
2022-07-22,1.913
2022-07-23,1.913
2022-07-24,1.913
2022-07-25,1.913
2022-07-26,1.913
2022-07-27,1.913
2022-07-28,1.913
2022-07-29,1.913
2022-07-30,1.913
2022-07-31,1.913
2022-08-01,1.948
2022-08-02,1.948
2022-08-03,1.948
2022-08-04,1.891
2022-08-05,1.715
2022-08-06,1.715
2022-08-07,1.715
2022-08-08,1.715
2022-08-09,1.715
2022-08-10,1.715
2022-08-11,1.715
2022-08-12,1.715
2022-08-13,1.715
2022-08-14,1.715
2022-08-15,1.715
2022-08-16,1.715
2022-08-17,1.715
2022-08-18,1.715
2022-08-19,1.715
2022-08-20,1.715
2022-08-21,1.715
2022-08-22,1.715
2022-08-23,1.715
2022-08-24,1.715
2022-08-25,1.715
2022-08-26,1.715
2022-08-27,1.715
2022-08-28,1.715
2022-08-29,1.715
2022-08-30,1.715
2022-08-31,1.715
2022-09-01,1.715
2022-09-02,1.715
2022-09-03,1.715
2022-09-04,1.715
2022-09-05,1.715
2022-09-06,1.715
2022-09-07,1.715
2022-09-08,1.715
2022-09-09,1.715
2022-09-10,1.715
2022-09-11,1.715
2022-09-12,1.715
2022-09-13,1.715
2022-09-14,1.715
2022-09-15,1.666
2022-09-16,1.653
2022-09-17,1.653
2022-09-18,1.653
2022-09-19,1.653
2022-09-20,1.653
2022-09-21,1.653
2022-09-22,1.653
2022-09-23,1.653
2022-09-24,1.653
2022-09-25,1.653
2022-09-26,1.653
2022-09-27,1.651
2022-09-28,1.651
2022-09-29,1.651
2022-09-30,1.651
2022-10-01,1.651
2022-10-02,1.651
2022-10-03,1.651
2022-10-04,1.651
2022-10-05,1.651
2022-10-06,1.651
2022-10-07,1.651
2022-10-08,1.651
2022-10-09,1.651
2022-10-10,1.651
2022-10-11,1.651
2022-10-12,1.651
2022-10-13,1.651
2022-10-14,1.651
2022-10-15,1.651
2022-10-16,1.651
2022-10-17,1.651
2022-10-18,1.651
2022-10-19,1.651
2022-10-20,1.628
2022-10-21,1.566
2022-10-22,1.566
2022-10-23,1.566
2022-10-24,1.548
2022-10-25,1.548
2022-10-26,1.548
2022-10-27,1.548
2022-10-28,1.548
2022-10-29,1.548
2022-10-30,1.548
2022-10-31,1.548
2022-11-01,1.548
2022-11-02,1.548
2022-11-03,1.548
2022-11-04,1.548
2022-11-05,1.548
2022-11-06,1.548
2022-11-07,1.548
2022-11-08,1.548
2022-11-09,1.481
2022-11-10,1.39
2022-11-11,1.363
2022-11-12,1.363
2022-11-13,1.363
2022-11-14,1.363
2022-11-15,1.363
2022-11-16,1.363
2022-11-17,1.363
2022-11-18,1.363
2022-11-19,1.363
2022-11-20,1.363
2022-11-21,1.363
2022-11-22,1.363
2022-11-23,1.286
2022-11-24,1.286
2022-11-25,1.286
2022-11-26,1.286
2022-11-27,1.286
2022-11-28,1.286
2022-11-29,1.286
2022-11-30,1.286
2022-12-01,1.286
2022-12-02,1.286
2022-12-03,1.286
2022-12-04,1.286
2022-12-05,1.286
2022-12-06,1.286
2022-12-07,1.286
2022-12-08,1.286
2022-12-09,1.286
2022-12-10,1.286
2022-12-11,1.286
2022-12-12,1.286
2022-12-13,1.286
2022-12-14,1.286
2022-12-15,1.286
2022-12-16,1.286
2022-12-17,1.286
2022-12-18,1.286
2022-12-19,1.286
2022-12-20,1.286
2022-12-21,1.286
2022-12-22,1.288
2022-12-23,1.288
2022-12-24,1.288
2022-12-25,1.288
2022-12-26,1.288
2022-12-27,1.288
2022-12-28,1.288
2022-12-29,1.249
2022-12-30,1.249
2022-12-31,1.249
2023-01-01,1.249
2023-01-02,1.249
2023-01-03,1.249
2023-01-04,1.249
2023-01-05,1.249
2023-01-06,1.25
2023-01-07,1.25
2023-01-08,1.25
2023-01-09,1.25
2023-01-10,1.25
2023-01-11,1.25
2023-01-12,1.261
2023-01-13,1.261
2023-01-14,1.261
2023-01-15,1.261
2023-01-16,1.261
2023-01-17,1.261
2023-01-18,1.261
2023-01-19,1.183
2023-01-20,1.183
2023-01-21,1.183
2023-01-22,1.183
2023-01-23,1.183
2023-01-24,1.183
2023-01-25,1.183
2023-01-26,1.183
2023-01-27,1.183
2023-01-28,1.183
2023-01-29,1.183
2023-01-30,1.183
2023-01-31,1.183
2023-02-01,1.183
2023-02-02,1.183
2023-02-03,1.183
2023-02-04,1.183
2023-02-05,1.183
2023-02-06,1.183
2023-02-07,1.183
2023-02-08,1.183
2023-02-09,1.183
2023-02-10,1.183
2023-02-11,1.183
2023-02-12,1.183
2023-02-13,1.177
2023-02-14,1.177
2023-02-15,1.177
2023-02-16,1.177
2023-02-17,1.177
2023-02-18,1.177
2023-02-19,1.177
2023-02-20,1.177
2023-02-21,1.177
2023-02-22,1.177
2023-02-23,1.177
2023-02-24,1.177
2023-02-25,1.177
2023-02-26,1.177
2023-02-27,1.177
2023-02-28,1.19
2023-03-01,1.17
2023-03-02,1.2
2023-03-03,1.2
2023-03-04,1.2
2023-03-05,1.2
2023-03-06,1.2
2023-03-07,1.2
2023-03-08,1.2
2023-03-09,1.2
2023-03-10,1.2
2023-03-11,1.2
2023-03-12,1.2
2023-03-13,1.2
2023-03-14,1.173
2023-03-15,1.173
2023-03-16,1.173
2023-03-17,1.173
2023-03-18,1.173
2023-03-19,1.173
2023-03-20,1.173
2023-03-21,1.173
2023-03-22,1.173
2023-03-23,1.173
2023-03-24,1.173
2023-03-25,1.173
2023-03-26,1.173
2023-03-27,1.173
2023-03-28,1.173
2023-03-29,1.17
2023-03-30,1.17
2023-03-31,1.17
2023-04-01,1.17
2023-04-02,1.17
2023-04-03,1.17
2023-04-04,1.217
2023-04-05,1.217
2023-04-06,1.217
2023-04-07,1.217
2023-04-08,1.217
2023-04-09,1.217
2023-04-10,1.217
2023-04-11,1.217
2023-04-12,1.217
2023-04-13,1.217
2023-04-14,1.217
2023-04-15,1.217
2023-04-16,1.217
2023-04-17,1.217
2023-04-18,1.213
2023-04-19,1.213
2023-04-20,1.213
2023-04-21,1.213
2023-04-22,1.213
2023-04-23,1.213
2023-04-24,1.213
2023-04-25,1.213
2023-04-26,1.213
2023-04-27,1.213
2023-04-28,1.213
2023-04-29,1.213
2023-04-30,1.213
2023-05-01,1.213
2023-05-02,1.216
2023-05-03,1.216
2023-05-04,1.216
2023-05-05,1.204
2023-05-06,1.204
2023-05-07,1.204
2023-05-08,1.194
2023-05-09,1.194
2023-05-10,1.194
2023-05-11,1.194
2023-05-12,1.187
2023-05-13,1.187
2023-05-14,1.187
2023-05-15,1.187
2023-05-16,1.187
2023-05-17,1.187
2023-05-18,1.187
2023-05-19,1.187
2023-05-20,1.187
2023-05-21,1.187
2023-05-22,1.187
2023-05-23,1.187
2023-05-24,1.187
2023-05-25,1.187
2023-05-26,1.187
2023-05-27,1.187
2023-05-28,1.187
2023-05-29,1.187
2023-05-30,1.173
2023-05-31,1.173
2023-06-01,1.173
2023-06-02,1.173
2023-06-03,1.173
2023-06-04,1.173
2023-06-05,1.173
2023-06-06,1.173
2023-06-07,1.173
2023-06-08,1.173
2023-06-09,1.173
2023-06-10,1.173
2023-06-11,1.173
2023-06-12,1.173
2023-06-13,1.173
2023-06-14,1.173
2023-06-15,1.173
2023-06-16,1.173
2023-06-17,1.173
2023-06-18,1.173
2023-06-19,1.173
2023-06-20,1.173
2023-06-21,1.173
2023-06-22,1.173
2023-06-23,1.173
2023-06-24,1.173
2023-06-25,1.173
2023-06-26,1.173
2023-06-27,1.169
2023-06-28,1.169
2023-06-29,1.169
2023-06-30,1.169
2023-07-01,1.169
2023-07-02,1.169
2023-07-03,1.169
2023-07-04,1.169
2023-07-05,1.169
2023-07-06,1.169
2023-07-07,1.169
2023-07-08,1.169
2023-07-09,1.169
2023-07-10,1.164
2023-07-11,1.164
2023-07-12,1.164
2023-07-13,1.164
2023-07-14,1.164
2023-07-15,1.164
2023-07-16,1.164
2023-07-17,1.164
2023-07-18,1.164
2023-07-19,1.164
2023-07-20,1.164
2023-07-21,1.164
2023-07-22,1.164
2023-07-23,1.164
2023-07-24,1.164
2023-07-25,1.164
2023-07-26,1.164
2023-07-27,1.153
2023-07-28,1.153
2023-07-29,1.153
2023-07-30,1.153
2023-07-31,1.153
2023-08-01,1.153
2023-08-02,1.153
2023-08-03,1.156
2023-08-04,1.167
2023-08-05,1.167
2023-08-06,1.167
