,TRGP US Equity
2021-06-14,4.49
2021-06-15,4.49
2021-06-16,4.49
2021-06-17,4.49
2021-06-18,4.49
2021-06-19,4.49
2021-06-20,4.49
2021-06-21,4.49
2021-06-22,4.49
2021-06-23,4.49
2021-06-24,4.49
2021-06-25,4.49
2021-06-26,4.49
2021-06-27,4.49
2021-06-28,4.49
2021-06-29,4.49
2021-06-30,4.49
2021-07-01,4.49
2021-07-02,4.49
2021-07-03,4.49
2021-07-04,4.49
2021-07-05,4.49
2021-07-06,4.49
2021-07-07,4.49
2021-07-08,4.71
2021-07-09,4.71
2021-07-10,4.71
2021-07-11,4.71
2021-07-12,4.71
2021-07-13,4.71
2021-07-14,4.71
2021-07-15,4.71
2021-07-16,4.71
2021-07-17,4.71
2021-07-18,4.71
2021-07-19,4.71
2021-07-20,4.71
2021-07-21,4.71
2021-07-22,4.71
2021-07-23,4.71
2021-07-24,4.71
2021-07-25,4.71
2021-07-26,4.71
2021-07-27,4.71
2021-07-28,4.71
2021-07-29,4.71
2021-07-30,4.71
2021-07-31,4.71
2021-08-01,4.71
2021-08-02,4.71
2021-08-03,4.71
2021-08-04,4.71
2021-08-05,4.71
2021-08-06,4.71
2021-08-07,4.71
2021-08-08,4.71
2021-08-09,4.71
2021-08-10,4.71
2021-08-11,4.71
2021-08-12,4.71
2021-08-13,4.71
2021-08-14,4.71
2021-08-15,4.71
2021-08-16,4.71
2021-08-17,4.71
2021-08-18,4.71
2021-08-19,4.71
2021-08-20,4.71
2021-08-21,4.71
2021-08-22,4.71
2021-08-23,4.71
2021-08-24,4.71
2021-08-25,4.71
2021-08-26,4.71
2021-08-27,4.71
2021-08-28,4.71
2021-08-29,4.71
2021-08-30,4.71
2021-08-31,4.71
2021-09-01,4.71
2021-09-02,4.71
2021-09-03,4.71
2021-09-04,4.71
2021-09-05,4.71
2021-09-06,4.71
2021-09-07,4.71
2021-09-08,4.71
2021-09-09,4.71
2021-09-10,4.71
2021-09-11,4.71
2021-09-12,4.71
2021-09-13,4.71
2021-09-14,4.71
2021-09-15,4.71
2021-09-16,4.71
2021-09-17,4.71
2021-09-18,4.71
2021-09-19,4.71
2021-09-20,4.71
2021-09-21,4.71
2021-09-22,4.71
2021-09-23,4.71
2021-09-24,4.71
2021-09-25,4.71
2021-09-26,4.71
2021-09-27,4.71
2021-09-28,4.71
2021-09-29,4.71
2021-09-30,4.71
2021-10-01,4.71
2021-10-02,4.71
2021-10-03,4.71
2021-10-04,4.71
2021-10-05,4.71
2021-10-06,4.71
2021-10-07,4.71
2021-10-08,4.71
2021-10-09,4.71
2021-10-10,4.71
2021-10-11,4.71
2021-10-12,4.71
2021-10-13,4.71
2021-10-14,4.71
2021-10-15,4.71
2021-10-16,4.71
2021-10-17,4.71
2021-10-18,4.71
2021-10-19,4.71
2021-10-20,4.71
2021-10-21,4.71
2021-10-22,4.71
2021-10-23,4.71
2021-10-24,4.71
2021-10-25,4.71
2021-10-26,4.71
2021-10-27,4.71
2021-10-28,4.71
2021-10-29,4.71
2021-10-30,4.71
2021-10-31,4.71
2021-11-01,4.71
2021-11-02,4.71
2021-11-03,4.71
2021-11-04,4.71
2021-11-05,4.71
2021-11-06,4.71
2021-11-07,4.71
2021-11-08,4.71
2021-11-09,4.71
2021-11-10,4.71
2021-11-11,4.71
2021-11-12,4.71
2021-11-13,4.71
2021-11-14,4.71
2021-11-15,4.71
2021-11-16,4.71
2021-11-17,4.71
2021-11-18,4.71
2021-11-19,4.71
2021-11-20,4.71
2021-11-21,4.71
2021-11-22,4.71
2021-11-23,4.71
2021-11-24,4.71
2021-11-25,4.71
2021-11-26,4.71
2021-11-27,4.71
2021-11-28,4.71
2021-11-29,4.71
2021-11-30,4.71
2021-12-01,4.71
2021-12-02,4.71
2021-12-03,4.71
2021-12-04,4.71
2021-12-05,4.71
2021-12-06,4.71
2021-12-07,4.71
2021-12-08,4.71
2021-12-09,4.71
2021-12-10,4.71
2021-12-11,4.71
2021-12-12,4.71
2021-12-13,4.71
2021-12-14,4.71
2021-12-15,4.71
2021-12-16,4.71
2021-12-17,4.71
2021-12-18,4.71
2021-12-19,4.71
2021-12-20,4.71
2021-12-21,4.71
2021-12-22,4.71
2021-12-23,4.71
2021-12-24,4.71
2021-12-25,4.71
2021-12-26,4.71
2021-12-27,4.71
2021-12-28,4.71
2021-12-29,4.71
2021-12-30,4.71
2021-12-31,4.71
2022-01-01,4.71
2022-01-02,4.71
2022-01-03,4.71
2022-01-04,4.71
2022-01-05,4.71
2022-01-06,4.71
2022-01-07,4.71
2022-01-08,4.71
2022-01-09,4.71
2022-01-10,4.71
2022-01-11,4.71
2022-01-12,4.71
2022-01-13,4.71
2022-01-14,4.71
2022-01-15,4.71
2022-01-16,4.71
2022-01-17,4.71
2022-01-18,4.71
2022-01-19,4.71
2022-01-20,4.71
2022-01-21,4.71
2022-01-22,4.71
2022-01-23,4.71
2022-01-24,4.71
2022-01-25,4.71
2022-01-26,4.71
2022-01-27,4.71
2022-01-28,4.71
2022-01-29,4.71
2022-01-30,4.71
2022-01-31,4.71
2022-02-01,4.71
2022-02-02,4.71
2022-02-03,4.71
2022-02-04,4.71
2022-02-05,4.71
2022-02-06,4.71
2022-02-07,9.31
2022-02-08,9.31
2022-02-09,9.31
2022-02-10,9.31
2022-02-11,9.31
2022-02-12,9.31
2022-02-13,9.31
2022-02-14,9.31
2022-02-15,9.31
2022-02-16,9.31
2022-02-17,9.31
2022-02-18,9.31
2022-02-19,9.31
2022-02-20,9.31
2022-02-21,9.31
2022-02-22,9.31
2022-02-23,9.31
2022-02-24,9.31
2022-02-25,6.84
2022-02-26,6.84
2022-02-27,6.84
2022-02-28,6.84
2022-03-01,6.84
2022-03-02,6.84
2022-03-03,6.84
2022-03-04,6.84
2022-03-05,6.84
2022-03-06,6.84
2022-03-07,6.37
2022-03-08,6.37
2022-03-09,6.37
2022-03-10,5.895
2022-03-11,5.895
2022-03-12,5.895
2022-03-13,5.895
2022-03-14,5.806
2022-03-15,5.806
2022-03-16,5.806
2022-03-17,5.877
2022-03-18,5.877
2022-03-19,5.877
2022-03-20,5.877
2022-03-21,5.877
2022-03-22,5.877
2022-03-23,5.877
2022-03-24,5.66
2022-03-25,5.66
2022-03-26,5.66
2022-03-27,5.66
2022-03-28,5.66
2022-03-29,5.66
2022-03-30,4.848
2022-03-31,4.848
2022-04-01,4.848
2022-04-02,4.848
2022-04-03,4.848
2022-04-04,4.848
2022-04-05,4.848
2022-04-06,4.83
2022-04-07,4.83
2022-04-08,5.151
2022-04-09,5.151
2022-04-10,5.151
2022-04-11,5.239
2022-04-12,5.239
2022-04-13,5.239
2022-04-14,5.269
2022-04-15,5.269
2022-04-16,5.269
2022-04-17,5.269
2022-04-18,5.269
2022-04-19,5.601
2022-04-20,5.497
2022-04-21,5.497
2022-04-22,5.497
2022-04-23,5.497
2022-04-24,5.497
2022-04-25,5.355
2022-04-26,5.495
2022-04-27,5.495
2022-04-28,5.798
2022-04-29,5.798
2022-04-30,5.798
2022-05-01,5.798
2022-05-02,5.798
2022-05-03,5.798
2022-05-04,5.798
2022-05-05,5.837
2022-05-06,5.855
2022-05-07,5.855
2022-05-08,5.882
2022-05-09,5.882
2022-05-10,5.91
2022-05-11,5.91
2022-05-12,5.902
2022-05-13,5.922
2022-05-14,5.945
2022-05-15,5.945
2022-05-16,5.945
2022-05-17,5.819
2022-05-18,5.819
2022-05-19,5.819
2022-05-20,5.819
2022-05-21,5.819
2022-05-22,5.819
2022-05-23,5.819
2022-05-24,5.858
2022-05-25,5.857
2022-05-26,5.857
2022-05-27,5.857
2022-05-28,5.857
2022-05-29,5.857
2022-05-30,5.857
2022-05-31,5.857
2022-06-01,5.857
2022-06-02,5.857
2022-06-03,5.857
2022-06-04,5.857
2022-06-05,5.857
2022-06-06,5.544
2022-06-07,5.544
2022-06-08,5.544
2022-06-09,5.544
2022-06-10,5.544
2022-06-11,5.544
2022-06-12,5.544
2022-06-13,5.544
2022-06-14,5.544
2022-06-15,5.544
2022-06-16,5.629
2022-06-17,5.472
2022-06-18,5.472
2022-06-19,5.472
2022-06-20,5.472
2022-06-21,5.493
2022-06-22,5.493
2022-06-23,5.493
2022-06-24,5.493
2022-06-25,5.493
2022-06-26,5.493
2022-06-27,5.491
2022-06-28,5.635
2022-06-29,5.635
2022-06-30,5.635
2022-07-01,5.635
2022-07-02,5.635
2022-07-03,5.635
2022-07-04,5.635
2022-07-05,5.635
2022-07-06,5.635
2022-07-07,5.635
2022-07-08,5.556
2022-07-09,5.556
2022-07-10,5.556
2022-07-11,5.556
2022-07-12,5.556
2022-07-13,5.565
2022-07-14,5.565
2022-07-15,5.549
2022-07-16,5.549
2022-07-17,5.549
2022-07-18,5.549
2022-07-19,5.549
2022-07-20,5.614
2022-07-21,5.589
2022-07-22,5.589
2022-07-23,5.589
2022-07-24,5.589
2022-07-25,5.685
2022-07-26,5.685
2022-07-27,5.685
2022-07-28,5.685
2022-07-29,5.685
2022-07-30,5.685
2022-07-31,6.254
2022-08-01,6.254
2022-08-02,6.254
2022-08-03,6.254
2022-08-04,6.233
2022-08-05,6.179
2022-08-06,6.179
2022-08-07,6.179
2022-08-08,6.179
2022-08-09,6.179
2022-08-10,6.179
2022-08-11,6.179
2022-08-12,6.187
2022-08-13,6.187
2022-08-14,6.187
2022-08-15,6.24
2022-08-16,6.24
2022-08-17,6.24
2022-08-18,6.24
2022-08-19,6.182
2022-08-20,6.182
2022-08-21,6.182
2022-08-22,6.155
2022-08-23,6.155
2022-08-24,6.155
2022-08-25,6.155
2022-08-26,6.155
2022-08-27,6.155
2022-08-28,6.155
2022-08-29,6.195
2022-08-30,6.195
2022-08-31,6.195
2022-09-01,6.195
2022-09-02,6.402
2022-09-03,6.402
2022-09-04,6.402
2022-09-05,6.402
2022-09-06,6.402
2022-09-07,6.402
2022-09-08,6.546
2022-09-09,6.546
2022-09-10,6.546
2022-09-11,6.546
2022-09-12,6.546
2022-09-13,6.546
2022-09-14,6.546
2022-09-15,6.546
2022-09-16,6.546
2022-09-17,6.546
2022-09-18,6.546
2022-09-19,6.546
2022-09-20,6.546
2022-09-21,6.546
2022-09-22,6.546
2022-09-23,6.546
2022-09-24,6.546
2022-09-25,6.546
2022-09-26,6.546
2022-09-27,6.546
2022-09-28,6.546
2022-09-29,6.546
2022-09-30,6.546
2022-10-01,6.546
2022-10-02,6.546
2022-10-03,6.546
2022-10-04,6.546
2022-10-05,6.546
2022-10-06,6.546
2022-10-07,6.546
2022-10-08,6.546
2022-10-09,6.546
2022-10-10,6.546
2022-10-11,6.696
2022-10-12,6.696
2022-10-13,6.696
2022-10-14,6.696
2022-10-15,6.696
2022-10-16,6.696
2022-10-17,6.552
2022-10-18,6.552
2022-10-19,6.496
2022-10-20,6.496
2022-10-21,6.496
2022-10-22,6.496
2022-10-23,6.496
2022-10-24,6.493
2022-10-25,6.493
2022-10-26,6.495
2022-10-27,6.094
2022-10-28,6.476
2022-10-29,6.476
2022-10-30,6.476
2022-10-31,6.443
2022-11-01,6.443
2022-11-02,6.443
2022-11-03,6.29
2022-11-04,6.203
2022-11-05,6.203
2022-11-06,6.203
2022-11-07,6.244
2022-11-08,6.244
2022-11-09,6.291
2022-11-10,6.291
2022-11-11,6.291
2022-11-12,6.334
2022-11-13,6.334
2022-11-14,6.334
2022-11-15,6.334
2022-11-16,6.334
2022-11-17,6.334
2022-11-18,6.319
2022-11-19,6.319
2022-11-20,6.319
2022-11-21,6.183
2022-11-22,6.183
2022-11-23,6.183
2022-11-24,6.183
2022-11-25,6.183
2022-11-26,6.183
2022-11-27,6.183
2022-11-28,6.183
2022-11-29,6.183
2022-11-30,6.183
2022-12-01,6.183
2022-12-02,6.183
2022-12-03,6.183
2022-12-04,6.183
2022-12-05,6.183
2022-12-06,6.183
2022-12-07,5.97
2022-12-08,6.06
2022-12-09,6.06
2022-12-10,6.06
2022-12-11,6.06
2022-12-12,6.06
2022-12-13,6.06
2022-12-14,6.06
2022-12-15,6.055
2022-12-16,6.055
2022-12-17,6.055
2022-12-18,6.055
2022-12-19,6.343
2022-12-20,6.343
2022-12-21,6.343
2022-12-22,6.343
2022-12-23,6.343
2022-12-24,6.343
2022-12-25,6.343
2022-12-26,6.343
2022-12-27,6.343
2022-12-28,6.343
2022-12-29,6.343
2022-12-30,6.343
2022-12-31,6.343
2023-01-01,6.343
2023-01-02,6.343
2023-01-03,6.508
2023-01-04,6.515
2023-01-05,6.515
2023-01-06,6.492
2023-01-07,6.492
2023-01-08,6.492
2023-01-09,6.469
2023-01-10,6.469
2023-01-11,6.469
2023-01-12,6.469
2023-01-13,6.469
2023-01-14,6.469
2023-01-15,6.469
2023-01-16,6.469
2023-01-17,6.469
2023-01-18,6.459
2023-01-19,6.519
2023-01-20,6.519
2023-01-21,6.519
2023-01-22,6.521
2023-01-23,6.546
2023-01-24,6.546
2023-01-25,6.546
2023-01-26,6.518
2023-01-27,6.518
2023-01-28,6.518
2023-01-29,6.514
2023-01-30,6.501
2023-01-31,6.514
2023-02-01,6.522
2023-02-02,6.522
2023-02-03,6.522
2023-02-04,6.522
2023-02-05,6.522
2023-02-06,6.521
2023-02-07,6.521
2023-02-08,6.521
2023-02-09,6.521
2023-02-10,6.521
2023-02-11,6.521
2023-02-12,6.521
2023-02-13,6.521
2023-02-14,6.521
2023-02-15,6.521
2023-02-16,6.887
2023-02-17,6.887
2023-02-18,6.887
2023-02-19,6.887
2023-02-20,6.887
2023-02-21,6.887
2023-02-22,6.718
2023-02-23,6.721
2023-02-24,6.721
2023-02-25,6.722
2023-02-26,6.72
2023-02-27,6.781
2023-02-28,6.774
2023-03-01,6.843
2023-03-02,6.801
2023-03-03,6.801
2023-03-04,6.777
2023-03-05,6.785
2023-03-06,6.785
2023-03-07,6.785
2023-03-08,6.785
2023-03-09,6.783
2023-03-10,6.783
2023-03-11,6.783
2023-03-12,6.783
2023-03-13,6.829
2023-03-14,6.825
2023-03-15,6.821
2023-03-16,6.821
2023-03-17,6.821
2023-03-18,6.821
2023-03-19,6.821
2023-03-20,6.821
2023-03-21,6.821
2023-03-22,6.821
2023-03-23,6.821
2023-03-24,6.821
2023-03-25,6.821
2023-03-26,6.821
2023-03-27,6.821
2023-03-28,6.821
2023-03-29,6.821
2023-03-30,6.821
2023-03-31,6.235
2023-04-01,6.235
2023-04-02,6.235
2023-04-03,6.277
2023-04-04,6.277
2023-04-05,6.277
2023-04-06,6.308
2023-04-07,6.308
2023-04-08,6.308
2023-04-09,6.308
2023-04-10,6.337
2023-04-11,6.34
2023-04-12,6.34
2023-04-13,6.379
2023-04-14,6.379
2023-04-15,6.379
2023-04-16,6.379
2023-04-17,6.379
2023-04-18,6.394
2023-04-19,6.408
2023-04-20,6.433
2023-04-21,6.433
2023-04-22,6.433
2023-04-23,6.433
2023-04-24,6.5
2023-04-25,6.507
2023-04-26,6.507
2023-04-27,6.507
2023-04-28,6.541
2023-04-29,6.541
2023-04-30,6.541
2023-05-01,6.545
2023-05-02,6.545
2023-05-03,6.545
2023-05-04,6.54
2023-05-05,6.527
2023-05-06,6.527
2023-05-07,6.527
2023-05-08,6.527
2023-05-09,6.603
2023-05-10,6.649
2023-05-11,6.649
2023-05-12,6.689
2023-05-13,6.689
2023-05-14,6.697
2023-05-15,6.697
2023-05-16,6.697
2023-05-17,6.697
2023-05-18,6.697
2023-05-19,6.613
2023-05-20,6.613
2023-05-21,6.613
2023-05-22,6.613
2023-05-23,6.613
2023-05-24,6.597
2023-05-25,6.597
2023-05-26,6.597
2023-05-27,6.597
2023-05-28,6.597
2023-05-29,6.597
2023-05-30,6.597
2023-05-31,6.597
2023-06-01,6.597
2023-06-02,6.597
2023-06-03,6.597
2023-06-04,6.597
2023-06-05,6.597
2023-06-06,6.398
2023-06-07,6.398
2023-06-08,6.398
2023-06-09,6.398
2023-06-10,6.398
2023-06-11,6.398
2023-06-12,6.398
2023-06-13,6.398
2023-06-14,6.398
2023-06-15,6.398
2023-06-16,6.398
2023-06-17,6.38
2023-06-18,6.38
2023-06-19,6.38
2023-06-20,6.38
2023-06-21,6.38
2023-06-22,6.38
2023-06-23,6.38
2023-06-24,6.38
2023-06-25,6.38
2023-06-26,6.38
2023-06-27,6.38
2023-06-28,6.38
2023-06-29,6.38
2023-06-30,6.38
2023-07-01,6.38
2023-07-02,6.38
2023-07-03,6.38
2023-07-04,6.38
2023-07-05,6.38
2023-07-06,6.409
2023-07-07,6.4
2023-07-08,6.4
2023-07-09,6.4
2023-07-10,6.415
2023-07-11,6.439
2023-07-12,6.439
2023-07-13,6.44
2023-07-14,6.44
2023-07-15,6.44
2023-07-16,6.44
2023-07-17,6.44
2023-07-18,6.375
2023-07-19,6.372
2023-07-20,6.439
2023-07-21,6.459
2023-07-22,6.459
2023-07-23,6.459
2023-07-24,6.459
2023-07-25,6.459
2023-07-26,6.459
2023-07-27,6.452
2023-07-28,6.452
2023-07-29,6.452
2023-07-30,6.452
2023-07-31,6.452
2023-08-01,6.452
2023-08-02,6.452
2023-08-03,6.467
2023-08-04,6.4
2023-08-05,6.4
2023-08-06,6.4
2023-08-07,6.434
2023-08-08,6.267
2023-08-09,6.267
2023-08-10,6.251
2023-08-11,6.168
2023-08-12,6.168
2023-08-13,6.168
2023-08-14,6.168
2023-08-15,6.168
2023-08-16,6.168
2023-08-17,6.154
2023-08-18,6.154
2023-08-19,6.154
2023-08-20,6.154
2023-08-21,6.154
2023-08-22,6.154
2023-08-23,6.154
2023-08-24,6.154
2023-08-25,6.154
2023-08-26,6.154
2023-08-27,6.154
2023-08-28,6.15
2023-08-29,6.15
2023-08-30,6.15
2023-08-31,6.15
2023-09-01,6.15
2023-09-02,6.15
2023-09-03,6.15
2023-09-04,6.15
2023-09-05,6.15
2023-09-06,6.15
2023-09-07,6.15
2023-09-08,6.15
2023-09-09,6.161
2023-09-10,6.161
2023-09-11,6.161
2023-09-12,6.161
2023-09-13,6.161
2023-09-14,6.161
2023-09-15,6.161
