,PGR US Equity
2021-04-07,6.15
2021-04-08,6.15
2021-04-09,6.15
2021-04-10,6.15
2021-04-11,6.15
2021-04-12,6.15
2021-04-13,6.15
2021-04-14,6.15
2021-04-15,6.15
2021-04-16,6.15
2021-04-17,6.15
2021-04-18,6.15
2021-04-19,6.15
2021-04-20,6.15
2021-04-21,6.15
2021-04-22,6.15
2021-04-23,6.15
2021-04-24,6.15
2021-04-25,6.15
2021-04-26,6.15
2021-04-27,6.15
2021-04-28,6.15
2021-04-29,6.15
2021-04-30,6.15
2021-05-01,6.15
2021-05-02,6.15
2021-05-03,6.15
2021-05-04,6.15
2021-05-05,6.15
2021-05-06,6.15
2021-05-07,6.15
2021-05-08,6.15
2021-05-09,6.15
2021-05-10,6.15
2021-05-11,6.15
2021-05-12,6.15
2021-05-13,6.15
2021-05-14,6.15
2021-05-15,6.15
2021-05-16,6.15
2021-05-17,6.15
2021-05-18,6.15
2021-05-19,6.15
2021-05-20,6.15
2021-05-21,6.15
2021-05-22,6.15
2021-05-23,6.15
2021-05-24,6.15
2021-05-25,6.15
2021-05-26,6.15
2021-05-27,6.15
2021-05-28,6.15
2021-05-29,6.15
2021-05-30,6.15
2021-05-31,6.15
2021-06-01,6.15
2021-06-02,6.15
2021-06-03,6.15
2021-06-04,6.15
2021-06-05,6.15
2021-06-06,6.15
2021-06-07,6.15
2021-06-08,6.15
2021-06-09,6.15
2021-06-10,6.15
2021-06-11,6.15
2021-06-12,6.15
2021-06-13,6.15
2021-06-14,6.15
2021-06-15,6.15
2021-06-16,6.15
2021-06-17,6.15
2021-06-18,6.15
2021-06-19,6.15
2021-06-20,6.15
2021-06-21,6.15
2021-06-22,6.15
2021-06-23,6.15
2021-06-24,6.15
2021-06-25,6.15
2021-06-26,6.15
2021-06-27,6.15
2021-06-28,6.15
2021-06-29,6.15
2021-06-30,6.15
2021-07-01,6.15
2021-07-02,6.15
2021-07-03,6.15
2021-07-04,6.15
2021-07-05,6.15
2021-07-06,6.15
2021-07-07,6.15
2021-07-08,6.15
2021-07-09,6.15
2021-07-10,6.15
2021-07-11,6.15
2021-07-12,6.15
2021-07-13,6.15
2021-07-14,6.15
2021-07-15,6.15
2021-07-16,6.15
2021-07-17,6.15
2021-07-18,6.15
2021-07-19,7.21
2021-07-20,7.21
2021-07-21,7.21
2021-07-22,7.21
2021-07-23,7.21
2021-07-24,7.21
2021-07-25,7.21
2021-07-26,7.21
2021-07-27,7.21
2021-07-28,7.21
2021-07-29,7.21
2021-07-30,7.21
2021-07-31,7.21
2021-08-01,7.21
2021-08-02,7.21
2021-08-03,7.21
2021-08-04,7.21
2021-08-05,7.21
2021-08-06,7.21
2021-08-07,7.21
2021-08-08,7.21
2021-08-09,7.21
2021-08-10,7.21
2021-08-11,7.21
2021-08-12,7.21
2021-08-13,6.33
2021-08-14,6.33
2021-08-15,6.33
2021-08-16,6.33
2021-08-17,6.33
2021-08-18,6.33
2021-08-19,6.18
2021-08-20,6.18
2021-08-21,6.18
2021-08-22,6.18
2021-08-23,6.18
2021-08-24,6.18
2021-08-25,6.18
2021-08-26,6.18
2021-08-27,6.18
2021-08-28,6.18
2021-08-29,6.18
2021-08-30,6.18
2021-08-31,6.18
2021-09-01,6.18
2021-09-02,6.18
2021-09-03,6.18
2021-09-04,6.18
2021-09-05,6.18
2021-09-06,6.18
2021-09-07,6.18
2021-09-08,6.18
2021-09-09,6.18
2021-09-10,6.18
2021-09-11,6.18
2021-09-12,6.18
2021-09-13,6.18
2021-09-14,6.18
2021-09-15,6.18
2021-09-16,6.18
2021-09-17,6.18
2021-09-18,6.18
2021-09-19,6.18
2021-09-20,5.96
2021-09-21,5.96
2021-09-22,5.96
2021-09-23,5.96
2021-09-24,5.96
2021-09-25,5.96
2021-09-26,5.96
2021-09-27,5.96
2021-09-28,5.96
2021-09-29,5.96
2021-09-30,5.96
2021-10-01,5.96
2021-10-02,5.96
2021-10-03,6.195
2021-10-04,6.195
2021-10-05,6.195
2021-10-06,6.195
2021-10-07,6.195
2021-10-08,6.195
2021-10-09,6.195
2021-10-10,6.195
2021-10-11,6.195
2021-10-12,6.195
2021-10-13,6.195
2021-10-14,6.2
2021-10-15,6.2
2021-10-16,6.2
2021-10-17,6.2
2021-10-18,6.2
2021-10-19,6.2
2021-10-20,6.2
2021-10-21,6.2
2021-10-22,6.2
2021-10-23,6.2
2021-10-24,6.2
2021-10-25,6.2
2021-10-26,6.2
2021-10-27,6.2
2021-10-28,6.2
2021-10-29,6.2
2021-10-30,6.2
2021-10-31,6.2
2021-11-01,6.2
2021-11-02,6.2
2021-11-03,6.2
2021-11-04,6.2
2021-11-05,6.2
2021-11-06,6.2
2021-11-07,6.2
2021-11-08,6.2
2021-11-09,6.2
2021-11-10,6.2
2021-11-11,6.2
2021-11-12,6.2
2021-11-13,6.2
2021-11-14,6.2
2021-11-15,6.2
2021-11-16,6.2
2021-11-17,6.2
2021-11-18,6.2
2021-11-19,6.2
2021-11-20,6.2
2021-11-21,6.2
2021-11-22,6.2
2021-11-23,6.2
2021-11-24,6.2
2021-11-25,6.357
2021-11-26,6.37
2021-11-27,6.37
2021-11-28,6.37
2021-11-29,6.37
2021-11-30,6.37
2021-12-01,6.37
2021-12-02,6.37
2021-12-03,6.37
2021-12-04,6.37
2021-12-05,6.37
2021-12-06,6.37
2021-12-07,6.37
2021-12-08,6.37
2021-12-09,6.37
2021-12-10,6.37
2021-12-11,6.37
2021-12-12,6.37
2021-12-13,6.37
2021-12-14,6.37
2021-12-15,6.37
2021-12-16,6.37
2021-12-17,6.37
2021-12-18,6.37
2021-12-19,6.37
2021-12-20,6.37
2021-12-21,6.37
2021-12-22,6.37
2021-12-23,6.37
2021-12-24,6.37
2021-12-25,6.37
2021-12-26,6.37
2021-12-27,6.37
2021-12-28,6.37
2021-12-29,6.37
2021-12-30,6.37
2021-12-31,6.37
2022-01-01,6.37
2022-01-02,6.37
2022-01-03,6.37
2022-01-04,6.37
2022-01-05,6.38
2022-01-06,6.38
2022-01-07,6.38
2022-01-08,6.38
2022-01-09,6.38
2022-01-10,6.38
2022-01-11,6.38
2022-01-12,6.38
2022-01-13,6.38
2022-01-14,6.38
2022-01-15,6.38
2022-01-16,6.38
2022-01-17,6.38
2022-01-18,6.38
2022-01-19,6.38
2022-01-20,6.38
2022-01-21,6.38
2022-01-22,6.38
2022-01-23,6.38
2022-01-24,6.38
2022-01-25,6.38
2022-01-26,6.748
2022-01-27,6.881
2022-01-28,6.881
2022-01-29,6.881
2022-01-30,6.881
2022-01-31,6.881
2022-02-01,6.881
2022-02-02,6.881
2022-02-03,6.881
2022-02-04,6.881
2022-02-05,6.881
2022-02-06,6.881
2022-02-07,6.881
2022-02-08,6.881
2022-02-09,6.872
2022-02-10,6.872
2022-02-11,6.872
2022-02-12,6.872
2022-02-13,6.872
2022-02-14,6.906
2022-02-15,6.906
2022-02-16,6.923
2022-02-17,6.801
2022-02-18,6.806
2022-02-19,6.806
2022-02-20,6.806
2022-02-21,6.765
2022-02-22,6.765
2022-02-23,6.799
2022-02-24,6.799
2022-02-25,6.799
2022-02-26,6.799
2022-02-27,6.799
2022-02-28,6.799
2022-03-01,6.812
2022-03-02,6.851
2022-03-03,6.851
2022-03-04,6.851
2022-03-05,6.851
2022-03-06,6.851
2022-03-07,6.851
2022-03-08,6.851
2022-03-09,6.851
2022-03-10,6.851
2022-03-11,6.851
2022-03-12,6.882
2022-03-13,6.882
2022-03-14,6.882
2022-03-15,6.882
2022-03-16,6.897
2022-03-17,6.888
2022-03-18,6.888
2022-03-19,6.888
2022-03-20,6.888
2022-03-21,6.888
2022-03-22,6.888
2022-03-23,6.888
2022-03-24,6.92
2022-03-25,6.92
2022-03-26,6.92
2022-03-27,6.92
2022-03-28,6.92
2022-03-29,6.92
2022-03-30,6.92
2022-03-31,6.934
2022-04-01,6.934
2022-04-02,6.934
2022-04-03,6.934
2022-04-04,6.944
2022-04-05,6.95
2022-04-06,6.95
2022-04-07,6.95
2022-04-08,6.95
2022-04-09,6.95
2022-04-10,6.95
2022-04-11,6.964
2022-04-12,7.005
2022-04-13,7.005
2022-04-14,6.999
2022-04-15,6.94
2022-04-16,6.94
2022-04-17,6.94
2022-04-18,6.94
2022-04-19,6.958
2022-04-20,6.958
2022-04-21,6.958
2022-04-22,6.958
2022-04-23,6.958
2022-04-24,6.958
2022-04-25,7.085
2022-04-26,7.085
2022-04-27,7.085
2022-04-28,7.198
2022-04-29,7.198
2022-04-30,7.198
2022-05-01,7.198
2022-05-02,7.198
2022-05-03,7.198
2022-05-04,7.198
2022-05-05,7.198
2022-05-06,7.198
2022-05-07,7.198
2022-05-08,7.198
2022-05-09,7.324
2022-05-10,7.384
2022-05-11,7.384
2022-05-12,7.384
2022-05-13,7.384
2022-05-14,7.384
2022-05-15,7.384
2022-05-16,7.423
2022-05-17,7.423
2022-05-18,7.41
2022-05-19,7.41
2022-05-20,7.415
2022-05-21,7.415
2022-05-22,7.415
2022-05-23,7.247
2022-05-24,7.272
2022-05-25,7.31
2022-05-26,7.31
2022-05-27,7.31
2022-05-28,7.31
2022-05-29,7.31
2022-05-30,7.31
2022-05-31,7.31
2022-06-01,7.31
2022-06-02,7.31
2022-06-03,7.31
2022-06-04,7.31
2022-06-05,7.31
2022-06-06,7.31
2022-06-07,7.31
2022-06-08,7.31
2022-06-09,7.31
2022-06-10,7.31
2022-06-11,7.31
2022-06-12,7.31
2022-06-13,7.31
2022-06-14,7.31
2022-06-15,7.31
2022-06-16,7.31
2022-06-17,7.31
2022-06-18,7.31
2022-06-19,7.31
2022-06-20,7.31
2022-06-21,7.345
2022-06-22,7.373
2022-06-23,7.307
2022-06-24,7.307
2022-06-25,7.307
2022-06-26,7.307
2022-06-27,7.311
2022-06-28,7.311
2022-06-29,7.311
2022-06-30,7.321
2022-07-01,7.321
2022-07-02,7.321
2022-07-03,7.321
2022-07-04,7.321
2022-07-05,7.334
2022-07-06,7.334
2022-07-07,7.334
2022-07-08,7.334
2022-07-09,7.334
2022-07-10,7.334
2022-07-11,7.334
2022-07-12,7.33
2022-07-13,7.33
2022-07-14,7.336
2022-07-15,7.396
2022-07-16,7.396
2022-07-17,7.343
2022-07-18,7.343
2022-07-19,7.346
2022-07-20,7.346
2022-07-21,7.346
2022-07-22,7.346
2022-07-23,7.346
2022-07-24,7.346
2022-07-25,7.346
2022-07-26,7.346
2022-07-27,7.346
2022-07-28,7.342
2022-07-29,7.315
2022-07-30,7.315
2022-07-31,7.315
2022-08-01,7.309
2022-08-02,7.265
2022-08-03,7.265
2022-08-04,7.265
2022-08-05,7.265
2022-08-06,7.265
2022-08-07,7.273
2022-08-08,7.273
2022-08-09,7.273
2022-08-10,7.273
2022-08-11,7.273
2022-08-12,7.273
2022-08-13,7.273
2022-08-14,7.273
2022-08-15,7.273
2022-08-16,7.273
2022-08-17,7.292
2022-08-18,7.292
2022-08-19,7.361
2022-08-20,7.361
2022-08-21,7.361
2022-08-22,7.361
2022-08-23,7.361
2022-08-24,7.361
2022-08-25,7.38
2022-08-26,7.38
2022-08-27,7.38
2022-08-28,7.38
2022-08-29,7.38
2022-08-30,7.38
2022-08-31,7.38
2022-09-01,7.38
2022-09-02,7.38
2022-09-03,7.38
2022-09-04,7.38
2022-09-05,7.38
2022-09-06,7.388
2022-09-07,7.382
2022-09-08,7.382
2022-09-09,7.382
2022-09-10,7.38
2022-09-11,7.38
2022-09-12,7.38
2022-09-13,7.374
2022-09-14,7.374
2022-09-15,7.379
2022-09-16,7.387
2022-09-17,7.384
2022-09-18,7.418
2022-09-19,7.392
2022-09-20,7.395
2022-09-21,7.395
2022-09-22,7.395
2022-09-23,7.395
2022-09-24,7.395
2022-09-25,7.395
2022-09-26,7.395
2022-09-27,7.395
2022-09-28,7.395
2022-09-29,7.395
2022-09-30,7.395
2022-10-01,7.416
2022-10-02,7.416
2022-10-03,7.419
2022-10-04,7.419
2022-10-05,7.419
2022-10-06,7.451
2022-10-07,7.448
2022-10-08,7.448
2022-10-09,7.448
2022-10-10,7.465
2022-10-11,7.465
2022-10-12,7.458
2022-10-13,7.368
2022-10-14,7.338
2022-10-15,7.339
2022-10-16,7.339
2022-10-17,7.344
2022-10-18,7.344
2022-10-19,7.344
2022-10-20,7.344
2022-10-21,7.347
2022-10-22,7.347
2022-10-23,7.347
2022-10-24,7.347
2022-10-25,7.347
2022-10-26,7.288
2022-10-27,7.288
2022-10-28,7.288
2022-10-29,7.288
2022-10-30,7.288
2022-10-31,7.288
2022-11-01,7.288
2022-11-02,7.285
2022-11-03,7.335
2022-11-04,7.338
2022-11-05,7.338
2022-11-06,7.338
2022-11-07,7.338
2022-11-08,7.338
2022-11-09,7.343
2022-11-10,7.343
2022-11-11,7.343
2022-11-12,7.343
2022-11-13,7.343
2022-11-14,7.343
2022-11-15,7.343
2022-11-16,7.397
2022-11-17,7.397
2022-11-18,7.418
2022-11-19,7.418
2022-11-20,7.421
2022-11-21,7.424
2022-11-22,7.424
2022-11-23,7.424
2022-11-24,7.424
2022-11-25,7.424
2022-11-26,7.424
2022-11-27,7.424
2022-11-28,7.424
2022-11-29,7.424
2022-11-30,7.404
2022-12-01,7.417
2022-12-02,7.417
2022-12-03,7.417
2022-12-04,7.417
2022-12-05,7.417
2022-12-06,7.417
2022-12-07,7.388
2022-12-08,7.388
2022-12-09,7.385
2022-12-10,7.385
2022-12-11,7.385
2022-12-12,7.385
2022-12-13,7.388
2022-12-14,7.399
2022-12-15,7.399
2022-12-16,7.399
2022-12-17,7.399
2022-12-18,7.399
2022-12-19,7.421
2022-12-20,7.421
2022-12-21,7.421
2022-12-22,7.421
2022-12-23,7.421
2022-12-24,7.421
2022-12-25,7.421
2022-12-26,7.421
2022-12-27,7.421
2022-12-28,7.421
2022-12-29,7.421
2022-12-30,7.421
2022-12-31,7.421
2023-01-01,7.421
2023-01-02,7.421
2023-01-03,7.437
2023-01-04,7.437
2023-01-05,7.437
2023-01-06,7.437
2023-01-07,7.437
2023-01-08,7.437
2023-01-09,7.434
2023-01-10,7.414
2023-01-11,7.414
2023-01-12,7.414
2023-01-13,7.414
2023-01-14,7.414
2023-01-15,7.414
2023-01-16,7.414
2023-01-17,7.436
2023-01-18,7.571
2023-01-19,7.615
2023-01-20,7.615
2023-01-21,7.615
2023-01-22,7.615
2023-01-23,7.615
2023-01-24,7.615
2023-01-25,7.829
2023-01-26,7.836
2023-01-27,7.836
2023-01-28,7.836
2023-01-29,7.836
2023-01-30,7.836
2023-01-31,7.846
2023-02-01,7.846
2023-02-02,7.846
2023-02-03,7.846
2023-02-04,7.846
2023-02-05,7.846
2023-02-06,7.846
2023-02-07,7.824
2023-02-08,7.824
2023-02-09,7.824
2023-02-10,7.824
2023-02-11,7.824
2023-02-12,7.824
2023-02-13,7.863
2023-02-14,7.886
2023-02-15,7.894
2023-02-16,7.902
2023-02-17,7.902
2023-02-18,7.902
2023-02-19,7.902
2023-02-20,7.902
2023-02-21,7.909
2023-02-22,7.909
2023-02-23,7.909
2023-02-24,7.909
2023-02-25,7.909
2023-02-26,7.909
2023-02-27,7.909
2023-02-28,7.918
2023-03-01,7.918
2023-03-02,7.918
2023-03-03,7.938
2023-03-04,7.938
2023-03-05,7.938
2023-03-06,7.938
2023-03-07,7.938
2023-03-08,7.938
2023-03-09,7.938
2023-03-10,7.938
2023-03-11,7.938
2023-03-12,7.938
2023-03-13,7.938
2023-03-14,7.938
2023-03-15,7.994
2023-03-16,8.002
2023-03-17,7.994
2023-03-18,7.994
2023-03-19,7.994
2023-03-20,7.994
2023-03-21,7.994
2023-03-22,7.994
2023-03-23,7.994
2023-03-24,7.994
2023-03-25,7.994
2023-03-26,7.994
2023-03-27,7.994
2023-03-28,8.018
2023-03-29,8.018
2023-03-30,8.009
2023-03-31,8.009
2023-04-01,8.009
2023-04-02,8.009
2023-04-03,8.009
2023-04-04,7.996
2023-04-05,7.996
2023-04-06,7.996
2023-04-07,7.996
2023-04-08,8.018
2023-04-09,8.018
2023-04-10,7.996
2023-04-11,7.996
2023-04-12,7.996
2023-04-13,7.967
2023-04-14,7.962
2023-04-15,7.967
2023-04-16,7.967
2023-04-17,7.965
2023-04-18,7.991
2023-04-19,7.991
2023-04-20,7.991
2023-04-21,7.991
2023-04-22,7.991
2023-04-23,7.991
2023-04-24,7.991
2023-04-25,7.988
2023-04-26,8.003
2023-04-27,8.003
2023-04-28,8.003
2023-04-29,8.003
2023-04-30,8.003
2023-05-01,8.003
2023-05-02,8.002
2023-05-03,7.944
2023-05-04,7.913
2023-05-05,7.913
2023-05-06,7.913
2023-05-07,7.913
2023-05-08,7.894
2023-05-09,7.894
2023-05-10,7.892
2023-05-11,7.892
2023-05-12,7.898
2023-05-13,7.898
2023-05-14,7.847
2023-05-15,7.866
2023-05-16,7.862
2023-05-17,7.914
2023-05-18,7.922
2023-05-19,7.93
2023-05-20,7.93
2023-05-21,7.93
2023-05-22,7.925
2023-05-23,7.926
2023-05-24,7.926
2023-05-25,7.926
2023-05-26,7.926
2023-05-27,7.926
2023-05-28,7.926
2023-05-29,7.926
2023-05-30,7.926
2023-05-31,7.914
2023-06-01,7.914
2023-06-02,7.914
2023-06-03,7.914
2023-06-04,7.914
2023-06-05,7.914
2023-06-06,7.914
2023-06-07,7.914
2023-06-08,7.914
2023-06-09,7.914
2023-06-10,7.914
2023-06-11,7.914
2023-06-12,7.914
2023-06-13,7.914
2023-06-14,7.893
2023-06-15,7.884
2023-06-16,7.884
2023-06-17,7.884
2023-06-18,7.884
2023-06-19,7.884
2023-06-20,7.894
2023-06-21,7.894
2023-06-22,7.894
2023-06-23,7.892
2023-06-24,7.892
2023-06-25,7.892
2023-06-26,7.884
2023-06-27,7.884
2023-06-28,7.884
2023-06-29,7.884
2023-06-30,7.884
2023-07-01,7.884
2023-07-02,7.884
2023-07-03,7.884
2023-07-04,7.884
2023-07-05,7.883
2023-07-06,7.883
2023-07-07,7.876
2023-07-08,7.876
2023-07-09,7.876
2023-07-10,7.945
