,AAPL US Equity
2020-06-21,4.64
2020-06-22,4.64
2020-06-23,4.64
2020-06-24,4.64
2020-06-25,4.64
2020-06-26,4.64
2020-06-27,4.64
2020-06-28,4.64
2020-06-29,4.64
2020-06-30,4.64
2020-07-01,4.64
2020-07-02,4.64
2020-07-03,4.64
2020-07-04,4.64
2020-07-05,4.64
2020-07-06,4.64
2020-07-07,4.64
2020-07-08,4.64
2020-07-09,4.64
2020-07-10,4.64
2020-07-11,4.64
2020-07-12,4.64
2020-07-13,4.64
2020-07-14,4.64
2020-07-15,4.64
2020-07-16,4.64
2020-07-17,4.64
2020-07-18,4.64
2020-07-19,4.64
2020-07-20,4.64
2020-07-21,4.64
2020-07-22,4.64
2020-07-23,4.64
2020-07-24,4.64
2020-07-25,4.64
2020-07-26,4.64
2020-07-27,4.64
2020-07-28,4.64
2020-07-29,4.64
2020-07-30,4.635
2020-07-31,4.76
2020-08-01,4.76
2020-08-02,4.76
2020-08-03,4.76
2020-08-04,4.76
2020-08-05,4.76
2020-08-06,4.76
2020-08-07,4.76
2020-08-08,4.76
2020-08-09,4.76
2020-08-10,4.76
2020-08-11,4.76
2020-08-12,4.76
2020-08-13,4.76
2020-08-14,4.76
2020-08-15,4.76
2020-08-16,4.76
2020-08-17,4.76
2020-08-18,4.76
2020-08-19,4.76
2020-08-20,4.76
2020-08-21,4.76
2020-08-22,4.76
2020-08-23,4.76
2020-08-24,4.76
2020-08-25,4.76
2020-08-26,4.76
2020-08-27,4.76
2020-08-28,4.76
2020-08-29,4.76
2020-08-30,4.76
2020-08-31,4.76
2020-09-01,4.315
2020-09-02,4.315
2020-09-03,4.315
2020-09-04,4.315
2020-09-05,4.315
2020-09-06,4.315
2020-09-07,4.315
2020-09-08,4.315
2020-09-09,4.315
2020-09-10,4.315
2020-09-11,4.315
2020-09-12,4.315
2020-09-13,4.315
2020-09-14,4.315
2020-09-15,4.315
2020-09-16,4.315
2020-09-17,4.315
2020-09-18,4.315
2020-09-19,4.315
2020-09-20,4.315
2020-09-21,4.315
2020-09-22,4.315
2020-09-23,4.315
2020-09-24,4.315
2020-09-25,4.315
2020-09-26,4.315
2020-09-27,4.315
2020-09-28,4.315
2020-09-29,4.315
2020-09-30,4.315
2020-10-01,4.315
2020-10-02,4.315
2020-10-03,4.315
2020-10-04,4.315
2020-10-05,4.315
2020-10-06,4.315
2020-10-07,4.315
2020-10-08,4.315
2020-10-09,4.315
2020-10-10,4.315
2020-10-11,4.315
2020-10-12,4.315
2020-10-13,4.315
2020-10-14,4.315
2020-10-15,4.315
2020-10-16,4.315
2020-10-17,4.315
2020-10-18,4.315
2020-10-19,4.315
2020-10-20,4.315
2020-10-21,4.315
2020-10-22,4.3
2020-10-23,4.3
2020-10-24,4.3
2020-10-25,4.3
2020-10-26,4.3
2020-10-27,4.3
2020-10-28,4.3
2020-10-29,4.66
2020-10-30,4.545
2020-10-31,4.545
2020-11-01,4.545
2020-11-02,4.545
2020-11-03,4.545
2020-11-04,4.545
2020-11-05,4.53
2020-11-06,4.53
2020-11-07,4.53
2020-11-08,4.53
2020-11-09,4.53
2020-11-10,4.53
2020-11-11,4.53
2020-11-12,4.53
2020-11-13,4.53
2020-11-14,4.53
2020-11-15,4.53
2020-11-16,4.53
2020-11-17,4.53
2020-11-18,4.53
2020-11-19,4.53
2020-11-20,4.53
2020-11-21,4.53
2020-11-22,4.53
2020-11-23,4.53
2020-11-24,4.53
2020-11-25,4.53
2020-11-26,4.53
2020-11-27,4.53
2020-11-28,4.53
2020-11-29,4.53
2020-11-30,4.53
2020-12-01,4.53
2020-12-02,4.53
2020-12-03,4.53
2020-12-04,4.53
2020-12-05,4.53
2020-12-06,4.53
2020-12-07,4.53
2020-12-08,4.53
2020-12-09,4.53
2020-12-10,4.53
2020-12-11,4.53
2020-12-12,4.53
2020-12-13,4.53
2020-12-14,4.53
2020-12-15,4.53
2020-12-16,4.53
2020-12-17,4.53
2020-12-18,4.53
2020-12-19,4.53
2020-12-20,4.53
2020-12-21,4.53
2020-12-22,4.53
2020-12-23,4.53
2020-12-24,4.53
2020-12-25,4.53
2020-12-26,4.53
2020-12-27,4.53
2020-12-28,4.53
2020-12-29,4.53
2020-12-30,4.53
2020-12-31,4.53
2021-01-01,4.53
2021-01-02,4.53
2021-01-03,4.53
2021-01-04,4.53
2021-01-05,4.53
2021-01-06,4.53
2021-01-07,4.53
2021-01-08,4.53
2021-01-09,4.53
2021-01-10,4.53
2021-01-11,4.53
2021-01-12,4.53
2021-01-13,4.53
2021-01-14,4.53
2021-01-15,4.53
2021-01-16,4.53
2021-01-17,4.53
2021-01-18,4.53
2021-01-19,4.53
2021-01-20,4.53
2021-01-21,4.53
2021-01-22,4.53
2021-01-23,4.53
2021-01-24,4.53
2021-01-25,4.53
2021-01-26,4.53
2021-01-27,4.53
2021-01-28,4.92
2021-01-29,4.92
2021-01-30,4.92
2021-01-31,4.92
2021-02-01,4.92
2021-02-02,4.92
2021-02-03,4.92
2021-02-04,4.975
2021-02-05,4.975
2021-02-06,4.975
2021-02-07,4.975
2021-02-08,4.975
2021-02-09,4.975
2021-02-10,4.975
2021-02-11,4.975
2021-02-12,4.975
2021-02-13,4.975
2021-02-14,4.975
2021-02-15,4.975
2021-02-16,4.975
2021-02-17,4.975
2021-02-18,4.975
2021-02-19,4.975
2021-02-20,4.975
2021-02-21,4.975
2021-02-22,4.975
2021-02-23,4.975
2021-02-24,4.975
2021-02-25,4.975
2021-02-26,4.975
2021-02-27,4.975
2021-02-28,4.975
2021-03-01,4.975
2021-03-02,4.975
2021-03-03,4.975
2021-03-04,4.975
2021-03-05,4.975
2021-03-06,4.975
2021-03-07,4.975
2021-03-08,4.975
2021-03-09,4.975
2021-03-10,4.975
2021-03-11,4.975
2021-03-12,4.975
2021-03-13,4.975
2021-03-14,4.975
2021-03-15,4.975
2021-03-16,4.975
2021-03-17,4.975
2021-03-18,4.975
2021-03-19,4.975
2021-03-20,4.975
2021-03-21,4.975
2021-03-22,4.975
2021-03-23,4.975
2021-03-24,4.975
2021-03-25,5.097
2021-03-26,5.097
2021-03-27,5.097
2021-03-28,5.097
2021-03-29,5.097
2021-03-30,5.097
2021-03-31,5.097
2021-04-01,5.097
2021-04-02,5.097
2021-04-03,5.097
2021-04-04,5.097
2021-04-05,5.097
2021-04-06,5.097
2021-04-07,5.097
2021-04-08,5.097
2021-04-09,5.097
2021-04-10,5.097
2021-04-11,5.097
2021-04-12,5.097
2021-04-13,5.097
2021-04-14,5.097
2021-04-15,5.097
2021-04-16,5.097
2021-04-17,5.097
2021-04-18,5.097
2021-04-19,5.097
2021-04-20,5.097
2021-04-21,5.097
2021-04-22,5.097
2021-04-23,5.097
2021-04-24,5.097
2021-04-25,5.097
2021-04-26,5.097
2021-04-27,5.097
2021-04-28,5.097
2021-04-29,5.923
2021-04-30,5.923
2021-05-01,5.923
2021-05-02,5.923
2021-05-03,5.923
2021-05-04,5.923
2021-05-05,5.923
2021-05-06,5.923
2021-05-07,5.923
2021-05-08,5.923
2021-05-09,5.923
2021-05-10,5.923
2021-05-11,5.923
2021-05-12,5.923
2021-05-13,5.923
2021-05-14,5.923
2021-05-15,5.923
2021-05-16,5.923
2021-05-17,5.923
2021-05-18,5.923
2021-05-19,5.923
2021-05-20,5.923
2021-05-21,5.923
2021-05-22,5.923
2021-05-23,5.923
2021-05-24,5.923
2021-05-25,5.923
2021-05-26,5.923
2021-05-27,5.923
2021-05-28,5.923
2021-05-29,5.923
2021-05-30,5.923
2021-05-31,5.923
2021-06-01,5.923
2021-06-02,5.923
2021-06-03,5.923
2021-06-04,5.923
2021-06-05,5.923
2021-06-06,5.923
2021-06-07,5.923
2021-06-08,5.923
2021-06-09,5.923
2021-06-10,5.923
2021-06-11,5.923
2021-06-12,5.923
2021-06-13,5.923
2021-06-14,5.923
2021-06-15,5.923
2021-06-16,5.923
2021-06-17,5.923
2021-06-18,5.923
2021-06-19,5.923
2021-06-20,5.923
2021-06-21,5.923
2021-06-22,5.923
2021-06-23,5.923
2021-06-24,5.923
2021-06-25,5.923
2021-06-26,5.923
2021-06-27,5.923
2021-06-28,5.923
2021-06-29,5.923
2021-06-30,5.923
2021-07-01,5.923
2021-07-02,5.923
2021-07-03,5.923
2021-07-04,5.923
2021-07-05,5.923
2021-07-06,5.923
2021-07-07,5.923
2021-07-08,5.923
2021-07-09,5.923
2021-07-10,5.923
2021-07-11,5.923
2021-07-12,5.923
2021-07-13,5.923
2021-07-14,5.923
2021-07-15,5.923
2021-07-16,5.923
2021-07-17,5.923
2021-07-18,5.923
2021-07-19,5.923
2021-07-20,5.923
2021-07-21,5.923
2021-07-22,5.923
2021-07-23,5.923
2021-07-24,5.923
2021-07-25,5.923
2021-07-26,5.923
2021-07-27,6.058
2021-07-28,6.105
2021-07-29,6.105
2021-07-30,6.105
2021-07-31,6.105
2021-08-01,6.105
2021-08-02,6.105
2021-08-03,6.105
2021-08-04,6.105
2021-08-05,6.105
2021-08-06,6.105
2021-08-07,6.105
2021-08-08,6.105
2021-08-09,6.105
2021-08-10,6.105
2021-08-11,6.105
2021-08-12,6.105
2021-08-13,6.105
2021-08-14,6.105
2021-08-15,6.105
2021-08-16,6.105
2021-08-17,6.105
2021-08-18,6.105
2021-08-19,6.105
2021-08-20,6.105
2021-08-21,6.105
2021-08-22,6.105
2021-08-23,6.105
2021-08-24,6.105
2021-08-25,6.105
2021-08-26,6.105
2021-08-27,6.105
2021-08-28,6.105
2021-08-29,6.105
2021-08-30,6.105
2021-08-31,6.105
2021-09-01,6.105
2021-09-02,6.105
2021-09-03,6.105
2021-09-04,6.105
2021-09-05,6.105
2021-09-06,6.105
2021-09-07,6.105
2021-09-08,6.105
2021-09-09,6.105
2021-09-10,6.105
2021-09-11,6.105
2021-09-12,6.105
2021-09-13,6.105
2021-09-14,6.105
2021-09-15,6.105
2021-09-16,6.105
2021-09-17,6.105
2021-09-18,6.105
2021-09-19,6.105
2021-09-20,6.105
2021-09-21,6.105
2021-09-22,6.105
2021-09-23,6.105
2021-09-24,6.105
2021-09-25,6.105
2021-09-26,6.105
2021-09-27,6.105
2021-09-28,6.105
2021-09-29,6.105
2021-09-30,6.105
2021-10-01,6.105
2021-10-02,6.105
2021-10-03,6.105
2021-10-04,6.105
2021-10-05,6.105
2021-10-06,6.105
2021-10-07,6.105
2021-10-08,6.105
2021-10-09,6.105
2021-10-10,6.105
2021-10-11,6.105
2021-10-12,6.105
2021-10-13,6.105
2021-10-14,6.105
2021-10-15,6.105
2021-10-16,6.105
2021-10-17,6.105
2021-10-18,6.105
2021-10-19,6.314
2021-10-20,6.314
2021-10-21,6.318
2021-10-22,6.318
2021-10-23,6.318
2021-10-24,6.318
2021-10-25,6.318
2021-10-26,6.318
2021-10-27,6.318
2021-10-28,6.372
2021-10-29,6.393
2021-10-30,6.424
2021-10-31,6.424
2021-11-01,6.407
2021-11-02,6.407
2021-11-03,6.407
2021-11-04,6.407
2021-11-05,6.407
2021-11-06,6.407
2021-11-07,6.407
2021-11-08,6.407
2021-11-09,6.543
2021-11-10,6.543
2021-11-11,6.543
2021-11-12,6.543
2021-11-13,6.543
2021-11-14,6.543
2021-11-15,6.543
2021-11-16,6.543
2021-11-17,6.543
2021-11-18,6.543
2021-11-19,6.543
2021-11-20,6.543
2021-11-21,6.543
2021-11-22,6.543
2021-11-23,6.543
2021-11-24,6.543
2021-11-25,6.543
2021-11-26,6.543
2021-11-27,6.543
2021-11-28,6.538
2021-11-29,6.538
2021-11-30,6.528
2021-12-01,6.528
2021-12-02,6.528
2021-12-03,6.528
2021-12-04,6.528
2021-12-05,6.524
2021-12-06,6.524
2021-12-07,6.524
2021-12-08,6.524
2021-12-09,6.524
2021-12-10,6.524
2021-12-11,6.524
2021-12-12,6.524
2021-12-13,6.551
2021-12-14,6.551
2021-12-15,6.551
2021-12-16,6.551
2021-12-17,6.551
2021-12-18,6.551
2021-12-19,6.551
2021-12-20,6.551
2021-12-21,6.551
2021-12-22,6.55
2021-12-23,6.55
2021-12-24,6.55
2021-12-25,6.55
2021-12-26,6.55
2021-12-27,6.55
2021-12-28,6.55
2021-12-29,6.55
2021-12-30,6.55
2021-12-31,6.55
2022-01-01,6.55
2022-01-02,6.55
2022-01-03,6.55
2022-01-04,6.55
2022-01-05,6.55
2022-01-06,6.55
2022-01-07,6.55
2022-01-08,6.55
2022-01-09,6.55
2022-01-10,6.55
2022-01-11,6.55
2022-01-12,6.55
2022-01-13,6.557
2022-01-14,6.557
2022-01-15,6.557
2022-01-16,6.557
2022-01-17,6.566
2022-01-18,6.566
2022-01-19,6.562
2022-01-20,6.562
2022-01-21,6.562
2022-01-22,6.562
2022-01-23,6.562
2022-01-24,6.562
2022-01-25,6.562
2022-01-26,6.562
2022-01-27,6.651
2022-01-28,6.811
2022-01-29,6.823
2022-01-30,6.823
2022-01-31,6.841
2022-02-01,6.841
2022-02-02,6.821
2022-02-03,6.841
2022-02-04,6.911
2022-02-05,6.911
2022-02-06,6.911
2022-02-07,6.911
2022-02-08,6.911
2022-02-09,6.911
2022-02-10,6.911
2022-02-11,6.911
2022-02-12,6.911
2022-02-13,6.911
2022-02-14,6.911
2022-02-15,6.911
2022-02-16,6.911
2022-02-17,6.911
2022-02-18,6.911
2022-02-19,6.911
2022-02-20,6.911
2022-02-21,6.911
2022-02-22,6.911
2022-02-23,6.911
2022-02-24,6.911
2022-02-25,6.911
2022-02-26,6.911
2022-02-27,6.911
2022-02-28,6.882
2022-03-01,6.881
2022-03-02,6.881
2022-03-03,6.881
2022-03-04,6.881
2022-03-05,6.933
2022-03-06,6.933
2022-03-07,6.933
2022-03-08,6.933
2022-03-09,6.933
2022-03-10,6.933
2022-03-11,6.933
2022-03-12,6.933
2022-03-13,6.933
2022-03-14,6.933
2022-03-15,6.933
2022-03-16,6.933
2022-03-17,6.933
2022-03-18,6.933
2022-03-19,6.933
2022-03-20,6.933
2022-03-21,6.933
2022-03-22,6.933
2022-03-23,6.933
2022-03-24,6.942
2022-03-25,6.942
2022-03-26,6.942
2022-03-27,6.942
2022-03-28,6.942
2022-03-29,6.942
2022-03-30,6.942
2022-03-31,6.942
2022-04-01,6.942
2022-04-02,6.942
2022-04-03,6.942
2022-04-04,6.942
2022-04-05,6.942
2022-04-06,6.942
2022-04-07,6.939
2022-04-08,6.939
2022-04-09,6.939
2022-04-10,6.939
2022-04-11,6.939
2022-04-12,6.943
2022-04-13,6.959
2022-04-14,6.959
2022-04-15,6.959
2022-04-16,6.959
2022-04-17,6.959
2022-04-18,6.959
2022-04-19,6.959
2022-04-20,6.959
2022-04-21,6.959
2022-04-22,6.959
2022-04-23,6.959
2022-04-24,6.953
2022-04-25,6.953
2022-04-26,6.953
2022-04-27,6.953
2022-04-28,6.921
2022-04-29,6.988
2022-04-30,6.983
2022-05-01,6.983
2022-05-02,6.982
2022-05-03,6.982
2022-05-04,6.982
2022-05-05,6.982
2022-05-06,6.982
2022-05-07,6.982
2022-05-08,6.982
2022-05-09,7.0
2022-05-10,7.0
2022-05-11,7.012
2022-05-12,7.012
2022-05-13,7.012
2022-05-14,7.012
2022-05-15,7.012
2022-05-16,7.012
2022-05-17,7.012
2022-05-18,7.012
2022-05-19,7.012
2022-05-20,7.012
2022-05-21,7.012
2022-05-22,7.012
2022-05-23,7.012
2022-05-24,7.012
2022-05-25,7.012
2022-05-26,7.012
2022-05-27,7.012
2022-05-28,7.012
2022-05-29,7.012
2022-05-30,7.012
2022-05-31,7.012
2022-06-01,7.012
2022-06-02,7.012
2022-06-03,7.012
2022-06-04,7.012
2022-06-05,7.012
2022-06-06,7.012
2022-06-07,7.012
2022-06-08,6.956
2022-06-09,6.956
2022-06-10,6.956
2022-06-11,6.956
2022-06-12,6.956
2022-06-13,6.956
2022-06-14,6.94
2022-06-15,6.94
2022-06-16,6.94
2022-06-17,6.94
2022-06-18,6.94
2022-06-19,6.94
2022-06-20,6.94
2022-06-21,6.94
2022-06-22,6.94
2022-06-23,6.94
2022-06-24,6.94
2022-06-25,6.94
2022-06-26,6.94
2022-06-27,6.94
2022-06-28,6.94
2022-06-29,6.94
2022-06-30,6.94
2022-07-01,6.919
2022-07-02,6.919
2022-07-03,6.919
2022-07-04,6.919
2022-07-05,6.919
2022-07-06,6.911
2022-07-07,6.911
2022-07-08,6.911
2022-07-09,6.911
2022-07-10,6.911
2022-07-11,6.911
2022-07-12,6.891
2022-07-13,6.863
2022-07-14,6.863
2022-07-15,6.863
2022-07-16,6.863
2022-07-17,6.863
2022-07-18,6.863
2022-07-19,6.864
2022-07-20,6.864
2022-07-21,6.868
2022-07-22,6.868
2022-07-23,6.868
2022-07-24,6.868
2022-07-25,6.868
2022-07-26,6.915
2022-07-27,6.915
2022-07-28,6.874
2022-07-29,6.896
2022-07-30,6.9
2022-07-31,6.9
2022-08-01,6.899
2022-08-02,6.899
2022-08-03,6.899
2022-08-04,6.899
2022-08-05,6.899
2022-08-06,6.899
2022-08-07,6.899
2022-08-08,6.899
2022-08-09,6.899
2022-08-10,6.894
2022-08-11,6.894
2022-08-12,6.894
2022-08-13,6.894
2022-08-14,6.894
2022-08-15,6.894
2022-08-16,6.894
2022-08-17,6.894
2022-08-18,6.897
2022-08-19,6.897
2022-08-20,6.897
2022-08-21,6.897
2022-08-22,6.897
2022-08-23,6.9
2022-08-24,6.9
2022-08-25,6.9
2022-08-26,6.9
2022-08-27,6.9
2022-08-28,6.9
2022-08-29,6.9
2022-08-30,6.9
2022-08-31,6.9
2022-09-01,6.9
2022-09-02,6.9
2022-09-03,6.9
2022-09-04,6.9
2022-09-05,6.9
2022-09-06,6.848
2022-09-07,6.854
2022-09-08,6.854
2022-09-09,6.854
2022-09-10,6.854
2022-09-11,6.799
2022-09-12,6.799
2022-09-13,6.799
2022-09-14,6.799
2022-09-15,6.799
2022-09-16,6.799
2022-09-17,6.799
2022-09-18,6.799
2022-09-19,6.794
2022-09-20,6.794
2022-09-21,6.794
2022-09-22,6.794
2022-09-23,6.794
2022-09-24,6.794
2022-09-25,6.794
2022-09-26,6.83
2022-09-27,6.83
2022-09-28,6.833
2022-09-29,6.862
2022-09-30,6.862
2022-10-01,6.862
2022-10-02,6.862
2022-10-03,6.862
2022-10-04,6.862
2022-10-05,6.862
2022-10-06,6.862
2022-10-07,6.862
2022-10-08,6.862
2022-10-09,6.862
2022-10-10,6.88
2022-10-11,6.88
2022-10-12,6.875
2022-10-13,6.856
2022-10-14,6.856
2022-10-15,6.856
2022-10-16,6.856
2022-10-17,6.87
2022-10-18,6.87
2022-10-19,6.87
2022-10-20,6.87
2022-10-21,6.87
2022-10-22,6.87
2022-10-23,6.87
2022-10-24,6.87
2022-10-25,6.87
2022-10-26,6.87
2022-10-27,6.847
2022-10-28,6.799
2022-10-29,6.816
2022-10-30,6.816
2022-10-31,6.832
2022-11-01,6.832
2022-11-02,6.832
2022-11-03,6.828
2022-11-04,6.824
2022-11-05,6.824
2022-11-06,6.825
2022-11-07,6.827
2022-11-08,6.827
2022-11-09,6.827
2022-11-10,6.807
2022-11-11,6.807
2022-11-12,6.807
2022-11-13,6.807
2022-11-14,6.783
2022-11-15,6.783
2022-11-16,6.786
2022-11-17,6.786
2022-11-18,6.786
2022-11-19,6.786
2022-11-20,6.786
2022-11-21,6.78
2022-11-22,6.78
2022-11-23,6.781
2022-11-24,6.781
2022-11-25,6.781
2022-11-26,6.781
2022-11-27,6.781
2022-11-28,6.781
2022-11-29,6.778
2022-11-30,6.772
2022-12-01,6.772
2022-12-02,6.772
2022-12-03,6.772
2022-12-04,6.772
2022-12-05,6.772
2022-12-06,6.772
2022-12-07,6.769
2022-12-08,6.765
2022-12-09,6.764
2022-12-10,6.764
2022-12-11,6.764
2022-12-12,6.755
2022-12-13,6.755
2022-12-14,6.755
2022-12-15,6.755
2022-12-16,6.755
2022-12-17,6.755
2022-12-18,6.755
2022-12-19,6.754
2022-12-20,6.754
2022-12-21,6.754
2022-12-22,6.754
2022-12-23,6.754
2022-12-24,6.754
2022-12-25,6.754
2022-12-26,6.754
2022-12-27,6.754
2022-12-28,6.755
2022-12-29,6.755
2022-12-30,6.755
2022-12-31,6.755
2023-01-01,6.755
2023-01-02,6.755
2023-01-03,6.765
2023-01-04,6.763
2023-01-05,6.763
2023-01-06,6.763
2023-01-07,6.763
2023-01-08,6.763
2023-01-09,6.763
2023-01-10,6.757
2023-01-11,6.757
2023-01-12,6.742
2023-01-13,6.742
2023-01-14,6.742
2023-01-15,6.742
2023-01-16,6.742
2023-01-17,6.735
2023-01-18,6.735
2023-01-19,6.731
2023-01-20,6.75
2023-01-21,6.75
2023-01-22,6.745
2023-01-23,6.745
2023-01-24,6.737
2023-01-25,6.737
2023-01-26,6.737
2023-01-27,6.73
2023-01-28,6.73
2023-01-29,6.73
2023-01-30,6.703
2023-01-31,6.704
2023-02-01,6.704
2023-02-02,6.68
2023-02-03,6.665
2023-02-04,6.661
2023-02-05,6.659
2023-02-06,6.659
2023-02-07,6.659
2023-02-08,6.648
2023-02-09,6.648
2023-02-10,6.648
2023-02-11,6.648
2023-02-12,6.648
2023-02-13,6.648
2023-02-14,6.643
2023-02-15,6.643
2023-02-16,6.648
2023-02-17,6.648
2023-02-18,6.648
2023-02-19,6.648
2023-02-20,6.648
2023-02-21,6.644
2023-02-22,6.644
2023-02-23,6.644
2023-02-24,6.644
2023-02-25,6.644
2023-02-26,6.644
2023-02-27,6.644
2023-02-28,6.644
2023-03-01,6.644
2023-03-02,6.644
2023-03-03,6.651
2023-03-04,6.651
2023-03-05,6.627
2023-03-06,6.627
2023-03-07,6.627
2023-03-08,6.626
2023-03-09,6.627
2023-03-10,6.627
2023-03-11,6.622
2023-03-12,6.622
2023-03-13,6.629
2023-03-14,6.629
2023-03-15,6.629
2023-03-16,6.629
2023-03-17,6.612
2023-03-18,6.612
2023-03-19,6.612
2023-03-20,6.612
2023-03-21,6.612
2023-03-22,6.612
2023-03-23,6.612
2023-03-24,6.612
2023-03-25,6.612
2023-03-26,6.612
2023-03-27,6.612
2023-03-28,6.612
2023-03-29,6.612
2023-03-30,6.612
2023-03-31,6.612
2023-04-01,6.612
2023-04-02,6.612
2023-04-03,6.612
2023-04-04,6.612
2023-04-05,6.616
2023-04-06,6.616
2023-04-07,6.616
2023-04-08,6.616
2023-04-09,6.616
2023-04-10,6.611
2023-04-11,6.611
2023-04-12,6.621
2023-04-13,6.624
2023-04-14,6.624
2023-04-15,6.624
2023-04-16,6.624
2023-04-17,6.624
2023-04-18,6.624
2023-04-19,6.617
2023-04-20,6.617
2023-04-21,6.616
2023-04-22,6.616
2023-04-23,6.616
2023-04-24,6.608
2023-04-25,6.608
2023-04-26,6.583
2023-04-27,6.583
2023-04-28,6.583
2023-04-29,6.583
2023-04-30,6.583
2023-05-01,6.583
2023-05-02,6.604
2023-05-03,6.604
2023-05-04,6.555
2023-05-05,6.562
2023-05-06,6.562
2023-05-07,6.562
2023-05-08,6.555
2023-05-09,6.549
2023-05-10,6.547
2023-05-11,6.547
2023-05-12,6.547
2023-05-13,6.547
2023-05-14,6.547
2023-05-15,6.547
2023-05-16,6.547
2023-05-17,6.547
2023-05-18,6.547
2023-05-19,6.547
2023-05-20,6.547
2023-05-21,6.547
2023-05-22,6.547
2023-05-23,6.547
2023-05-24,6.547
2023-05-25,6.547
2023-05-26,6.553
2023-05-27,6.553
2023-05-28,6.553
2023-05-29,6.553
2023-05-30,6.553
2023-05-31,6.554
2023-06-01,6.554
2023-06-02,6.553
2023-06-03,6.553
2023-06-04,6.57
2023-06-05,6.571
2023-06-06,6.565
2023-06-07,6.565
2023-06-08,6.565
2023-06-09,6.565
2023-06-10,6.565
2023-06-11,6.565
2023-06-12,6.565
2023-06-13,6.566
2023-06-14,6.566
2023-06-15,6.566
2023-06-16,6.566
2023-06-17,6.566
2023-06-18,6.566
2023-06-19,6.566
2023-06-20,6.566
2023-06-21,6.566
2023-06-22,6.566
2023-06-23,6.566
