,D US Equity
2023-06-29,3.764
2023-06-30,3.761
2023-07-01,3.761
2023-07-02,3.761
2023-07-03,3.761
2023-07-04,3.76
2023-07-05,3.76
2023-07-06,3.76
2023-07-07,3.76
2023-07-08,3.76
2023-07-09,3.76
2023-07-10,3.752
2023-07-11,3.714
2023-07-12,3.714
2023-07-13,3.698
2023-07-14,3.698
2023-07-15,3.698
2023-07-16,3.698
2023-07-17,3.698
2023-07-18,3.695
2023-07-19,3.695
2023-07-20,3.695
2023-07-21,3.689
2023-07-22,3.689
2023-07-23,3.689
2023-07-24,3.689
2023-07-25,3.689
2023-07-26,3.689
2023-07-27,3.689
2023-07-28,3.689
2023-07-29,3.689
2023-07-30,3.638
2023-07-31,3.638
2023-08-01,3.638
2023-08-02,3.638
2023-08-03,3.638
2023-08-04,3.636
2023-08-05,3.625
2023-08-06,3.625
2023-08-07,3.625
2023-08-08,3.614
2023-08-09,3.61
2023-08-10,3.61
2023-08-11,3.61
2023-08-12,3.61
2023-08-13,3.61
2023-08-14,3.599
2023-08-15,3.599
2023-08-16,3.599
2023-08-17,3.589
2023-08-18,3.576
2023-08-19,3.576
2023-08-20,3.576
2023-08-21,3.576
2023-08-22,3.574
2023-08-23,3.571
2023-08-24,3.573
2023-08-25,3.573
2023-08-26,3.573
2023-08-27,3.573
2023-08-28,3.573
2023-08-29,3.573
2023-08-30,3.573
2023-08-31,3.573
2023-09-01,3.579
2023-09-02,3.579
2023-09-03,3.579
2023-09-04,3.579
2023-09-05,3.49
2023-09-06,3.49
2023-09-07,3.453
2023-09-08,3.44
2023-09-09,3.44
2023-09-10,3.44
2023-09-11,3.451
2023-09-12,3.429
2023-09-13,3.384
2023-09-14,3.371
2023-09-15,3.371
2023-09-16,3.407
2023-09-17,3.407
2023-09-18,3.407
2023-09-19,3.407
2023-09-20,3.407
2023-09-21,3.397
2023-09-22,3.397
2023-09-23,3.397
2023-09-24,3.397
2023-09-25,3.397
2023-09-26,3.397
2023-09-27,3.397
2023-09-28,3.397
2023-09-29,3.397
2023-09-30,3.365
2023-10-01,3.365
2023-10-02,3.365
2023-10-03,3.365
2023-10-04,3.365
2023-10-05,3.365
2023-10-06,3.365
2023-10-07,3.365
2023-10-08,3.365
2023-10-09,3.365
2023-10-10,3.365
2023-10-11,3.365
2023-10-12,3.352
2023-10-13,3.352
2023-10-14,3.352
2023-10-15,3.352
2023-10-16,3.347
2023-10-17,3.298
2023-10-18,3.298
2023-10-19,3.211
2023-10-20,3.211
2023-10-21,3.211
2023-10-22,3.172
2023-10-23,3.172
2023-10-24,3.172
2023-10-25,3.172
2023-10-26,3.172
2023-10-27,3.172
2023-10-28,3.172
2023-10-29,3.172
2023-10-30,3.172
2023-10-31,3.158
2023-11-01,3.158
2023-11-02,3.158
2023-11-03,3.155
2023-11-04,3.148
2023-11-05,3.148
2023-11-06,3.147
2023-11-07,3.147
2023-11-08,3.147
2023-11-09,3.147
2023-11-10,3.147
2023-11-11,3.147
2023-11-12,3.147
2023-11-13,3.147
2023-11-14,3.147
2023-11-15,3.147
2023-11-16,3.146
2023-11-17,3.146
2023-11-18,3.146
2023-11-19,3.146
2023-11-20,3.146
2023-11-21,3.146
2023-11-22,3.146
2023-11-23,3.15
2023-11-24,3.15
2023-11-25,3.15
2023-11-26,3.15
2023-11-27,3.15
2023-11-28,3.15
2023-11-29,3.129
2023-11-30,3.129
2023-12-01,3.129
2023-12-02,3.129
2023-12-03,3.129
2023-12-04,3.129
2023-12-05,3.129
2023-12-06,3.129
2023-12-07,3.129
2023-12-08,3.129
2023-12-09,3.129
2023-12-10,3.117
2023-12-11,3.117
2023-12-12,3.117
2023-12-13,3.117
2023-12-14,3.121
2023-12-15,3.121
2023-12-16,3.121
2023-12-17,3.121
2023-12-18,3.121
2023-12-19,3.118
2023-12-20,3.118
2023-12-21,3.118
2023-12-22,3.118
2023-12-23,3.118
2023-12-24,3.118
2023-12-25,3.118
2023-12-26,3.118
2023-12-27,3.118
2023-12-28,3.132
2023-12-29,3.132
2023-12-30,3.132
2023-12-31,3.132
2024-01-01,3.132
2024-01-02,3.141
2024-01-03,3.141
2024-01-04,3.141
2024-01-05,3.141
2024-01-06,3.141
2024-01-07,3.113
2024-01-08,3.113
2024-01-09,3.114
2024-01-10,3.114
2024-01-11,3.114
2024-01-12,3.114
2024-01-13,3.114
2024-01-14,3.114
2024-01-15,3.114
2024-01-16,3.114
2024-01-17,3.114
2024-01-18,3.114
2024-01-19,3.114
2024-01-20,3.116
2024-01-21,3.116
2024-01-22,3.116
2024-01-23,3.071
2024-01-24,3.071
2024-01-25,3.071
2024-01-26,3.071
2024-01-27,3.071
2024-01-28,3.071
2024-01-29,3.07
2024-01-30,3.07
2024-01-31,3.07
2024-02-01,3.07
2024-02-02,3.07
2024-02-03,3.07
2024-02-04,3.07
2024-02-05,3.07
2024-02-06,3.07
2024-02-07,3.07
2024-02-08,3.07
2024-02-09,3.07
2024-02-10,3.07
2024-02-11,3.07
2024-02-12,3.07
2024-02-13,3.07
2024-02-14,3.07
2024-02-15,3.07
2024-02-16,3.07
2024-02-17,3.07
2024-02-18,3.07
2024-02-19,3.07
2024-02-20,3.07
2024-02-21,3.07
2024-02-22,3.044
2024-02-23,3.039
2024-02-24,3.039
2024-02-25,3.039
2024-02-26,3.039
2024-02-27,3.039
2024-02-28,3.039
2024-02-29,3.039
2024-03-01,3.017
2024-03-02,3.017
2024-03-03,2.98
2024-03-04,2.98
2024-03-05,2.98
2024-03-06,2.949
2024-03-07,2.949
2024-03-08,2.949
2024-03-09,2.949
2024-03-10,2.933
2024-03-11,2.933
2024-03-12,2.946
2024-03-13,2.938
2024-03-14,2.938
2024-03-15,2.916
2024-03-16,2.916
2024-03-17,2.916
2024-03-18,2.916
2024-03-19,2.916
2024-03-20,2.916
2024-03-21,2.916
2024-03-22,2.916
2024-03-23,2.916
2024-03-24,2.916
2024-03-25,2.872
2024-03-26,2.872
2024-03-27,2.862
2024-03-28,2.862
2024-03-29,2.862
2024-03-30,2.862
2024-03-31,2.862
2024-04-01,2.862
2024-04-02,2.862
2024-04-03,2.862
2024-04-04,2.862
2024-04-05,2.862
2024-04-06,2.862
2024-04-07,2.862
2024-04-08,2.862
