,USB US Equity
2021-04-19,4.35
2021-04-20,4.35
2021-04-21,4.35
2021-04-22,4.35
2021-04-23,4.35
2021-04-24,4.35
2021-04-25,4.35
2021-04-26,4.35
2021-04-27,4.35
2021-04-28,4.35
2021-04-29,4.35
2021-04-30,4.35
2021-05-01,4.35
2021-05-02,4.35
2021-05-03,4.35
2021-05-04,4.35
2021-05-05,4.35
2021-05-06,4.35
2021-05-07,4.35
2021-05-08,4.35
2021-05-09,4.35
2021-05-10,4.35
2021-05-11,4.35
2021-05-12,4.35
2021-05-13,4.35
2021-05-14,4.35
2021-05-15,4.35
2021-05-16,4.35
2021-05-17,4.35
2021-05-18,4.35
2021-05-19,4.35
2021-05-20,4.35
2021-05-21,4.35
2021-05-22,4.35
2021-05-23,4.35
2021-05-24,4.35
2021-05-25,4.35
2021-05-26,4.35
2021-05-27,4.35
2021-05-28,4.35
2021-05-29,4.35
2021-05-30,4.35
2021-05-31,4.35
2021-06-01,4.35
2021-06-02,4.35
2021-06-03,4.35
2021-06-04,4.35
2021-06-05,4.35
2021-06-06,4.35
2021-06-07,4.35
2021-06-08,4.35
2021-06-09,4.35
2021-06-10,4.35
2021-06-11,4.35
2021-06-12,4.35
2021-06-13,4.35
2021-06-14,4.35
2021-06-15,4.35
2021-06-16,4.35
2021-06-17,4.35
2021-06-18,4.35
2021-06-19,4.35
2021-06-20,4.35
2021-06-21,4.35
2021-06-22,4.35
2021-06-23,4.35
2021-06-24,4.35
2021-06-25,4.35
2021-06-26,4.35
2021-06-27,4.35
2021-06-28,4.35
2021-06-29,4.35
2021-06-30,4.35
2021-07-01,4.35
2021-07-02,4.35
2021-07-03,4.35
2021-07-04,4.35
2021-07-05,4.35
2021-07-06,4.35
2021-07-07,4.35
2021-07-08,4.35
2021-07-09,4.35
2021-07-10,4.35
2021-07-11,4.35
2021-07-12,4.35
2021-07-13,4.35
2021-07-14,4.35
2021-07-15,4.35
2021-07-16,4.35
2021-07-17,4.35
2021-07-18,4.35
2021-07-19,4.35
2021-07-20,4.4
2021-07-21,4.4
2021-07-22,4.4
2021-07-23,4.4
2021-07-24,4.4
2021-07-25,4.4
2021-07-26,4.4
2021-07-27,4.4
2021-07-28,4.4
2021-07-29,4.4
2021-07-30,4.4
2021-07-31,4.4
2021-08-01,4.4
2021-08-02,4.4
2021-08-03,4.4
2021-08-04,4.4
2021-08-05,4.4
2021-08-06,4.4
2021-08-07,4.4
2021-08-08,4.4
2021-08-09,4.4
2021-08-10,4.4
2021-08-11,4.4
2021-08-12,4.4
2021-08-13,4.4
2021-08-14,4.4
2021-08-15,4.4
2021-08-16,4.4
2021-08-17,4.4
2021-08-18,4.4
2021-08-19,4.4
2021-08-20,4.4
2021-08-21,4.4
2021-08-22,4.4
2021-08-23,4.4
2021-08-24,4.4
2021-08-25,4.4
2021-08-26,4.4
2021-08-27,4.4
2021-08-28,4.4
2021-08-29,4.4
2021-08-30,4.4
2021-08-31,4.4
2021-09-01,4.4
2021-09-02,4.4
2021-09-03,4.4
2021-09-04,4.4
2021-09-05,4.4
2021-09-06,4.4
2021-09-07,4.4
2021-09-08,4.4
2021-09-09,4.4
2021-09-10,4.4
2021-09-11,4.4
2021-09-12,4.4
2021-09-13,4.4
2021-09-14,4.4
2021-09-15,4.4
2021-09-16,4.4
2021-09-17,4.4
2021-09-18,4.4
2021-09-19,4.4
2021-09-20,4.4
2021-09-21,5.205
2021-09-22,5.205
2021-09-23,5.205
2021-09-24,5.205
2021-09-25,5.205
2021-09-26,5.205
2021-09-27,5.205
2021-09-28,5.205
2021-09-29,5.205
2021-09-30,5.39
2021-10-01,5.39
2021-10-02,5.39
2021-10-03,5.39
2021-10-04,5.39
2021-10-05,5.39
2021-10-06,5.39
2021-10-07,5.39
2021-10-08,5.39
2021-10-09,5.39
2021-10-10,5.39
2021-10-11,5.39
2021-10-12,5.39
2021-10-13,5.39
2021-10-14,5.39
2021-10-15,5.39
2021-10-16,5.39
2021-10-17,5.39
2021-10-18,5.39
2021-10-19,5.39
2021-10-20,5.39
2021-10-21,5.39
2021-10-22,5.39
2021-10-23,5.39
2021-10-24,5.39
2021-10-25,5.39
2021-10-26,5.39
2021-10-27,5.39
2021-10-28,5.39
2021-10-29,5.39
2021-10-30,5.39
2021-10-31,5.39
2021-11-01,5.39
2021-11-02,5.39
2021-11-03,5.39
2021-11-04,5.39
2021-11-05,5.39
2021-11-06,5.39
2021-11-07,5.39
2021-11-08,5.39
2021-11-09,5.39
2021-11-10,5.39
2021-11-11,5.39
2021-11-12,5.39
2021-11-13,5.39
2021-11-14,5.39
2021-11-15,5.39
2021-11-16,5.39
2021-11-17,5.39
2021-11-18,5.39
2021-11-19,5.39
2021-11-20,5.39
2021-11-21,5.39
2021-11-22,5.39
2021-11-23,5.39
2021-11-24,5.39
2021-11-25,5.39
2021-11-26,5.39
2021-11-27,5.39
2021-11-28,5.39
2021-11-29,5.39
2021-11-30,5.39
2021-12-01,5.253
2021-12-02,5.253
2021-12-03,5.253
2021-12-04,5.253
2021-12-05,5.31
2021-12-06,5.31
2021-12-07,5.31
2021-12-08,5.31
2021-12-09,5.31
2021-12-10,5.31
2021-12-11,5.31
2021-12-12,5.31
2021-12-13,5.31
2021-12-14,5.31
2021-12-15,5.31
2021-12-16,5.31
2021-12-17,5.31
2021-12-18,5.31
2021-12-19,5.31
2021-12-20,5.31
2021-12-21,5.31
2021-12-22,5.31
2021-12-23,5.31
2021-12-24,5.31
2021-12-25,5.31
2021-12-26,5.31
2021-12-27,5.31
2021-12-28,5.31
2021-12-29,5.31
2021-12-30,5.31
2021-12-31,5.31
2022-01-01,5.31
2022-01-02,5.31
2022-01-03,5.31
2022-01-04,5.323
2022-01-05,5.323
2022-01-06,5.323
2022-01-07,5.323
2022-01-08,5.323
2022-01-09,5.323
2022-01-10,5.323
2022-01-11,5.323
2022-01-12,5.323
2022-01-13,5.323
2022-01-14,5.323
2022-01-15,5.323
2022-01-16,5.323
2022-01-17,5.323
2022-01-18,5.323
2022-01-19,5.348
2022-01-20,5.563
2022-01-21,5.563
2022-01-22,5.563
2022-01-23,5.561
2022-01-24,5.561
2022-01-25,5.6
2022-01-26,5.6
2022-01-27,5.6
2022-01-28,5.6
2022-01-29,5.6
2022-01-30,5.6
2022-01-31,5.6
2022-02-01,5.6
2022-02-02,5.6
2022-02-03,5.631
2022-02-04,5.631
2022-02-05,5.631
2022-02-06,5.631
2022-02-07,5.631
2022-02-08,5.631
2022-02-09,5.631
2022-02-10,5.63
2022-02-11,5.63
2022-02-12,5.63
2022-02-13,5.63
2022-02-14,5.63
2022-02-15,5.63
2022-02-16,5.63
2022-02-17,5.63
2022-02-18,5.63
2022-02-19,5.63
2022-02-20,5.63
2022-02-21,5.63
2022-02-22,5.63
2022-02-23,5.63
2022-02-24,5.63
2022-02-25,5.63
2022-02-26,5.63
2022-02-27,5.63
2022-02-28,5.657
2022-03-01,5.67
2022-03-02,5.67
2022-03-03,5.67
2022-03-04,5.67
2022-03-05,5.67
2022-03-06,5.67
2022-03-07,5.67
2022-03-08,5.67
2022-03-09,5.67
2022-03-10,5.67
2022-03-11,5.67
2022-03-12,5.67
2022-03-13,5.67
2022-03-14,5.67
2022-03-15,5.67
2022-03-16,5.67
2022-03-17,5.67
2022-03-18,5.67
2022-03-19,5.67
2022-03-20,5.67
2022-03-21,5.67
2022-03-22,5.67
2022-03-23,5.67
2022-03-24,5.67
2022-03-25,5.693
2022-03-26,5.693
2022-03-27,5.693
2022-03-28,5.663
2022-03-29,5.663
2022-03-30,5.724
2022-03-31,5.724
2022-04-01,5.724
2022-04-02,5.724
2022-04-03,5.724
2022-04-04,5.724
2022-04-05,5.724
2022-04-06,5.724
2022-04-07,5.724
2022-04-08,5.724
2022-04-09,5.724
2022-04-10,5.759
2022-04-11,5.759
2022-04-12,5.678
2022-04-13,5.678
2022-04-14,5.724
2022-04-15,5.724
2022-04-16,5.724
2022-04-17,5.73
2022-04-18,5.7
2022-04-19,5.7
2022-04-20,5.7
2022-04-21,5.694
2022-04-22,5.694
2022-04-23,5.694
2022-04-24,5.694
2022-04-25,5.694
2022-04-26,5.644
2022-04-27,5.644
2022-04-28,5.622
2022-04-29,5.622
2022-04-30,5.622
2022-05-01,5.622
2022-05-02,5.65
2022-05-03,5.65
2022-05-04,5.65
2022-05-05,5.655
2022-05-06,5.655
2022-05-07,5.655
2022-05-08,5.655
2022-05-09,5.655
2022-05-10,5.655
2022-05-11,5.655
2022-05-12,5.655
2022-05-13,5.655
2022-05-14,5.655
2022-05-15,5.655
2022-05-16,5.655
2022-05-17,5.653
2022-05-18,5.653
2022-05-19,5.653
2022-05-20,5.653
2022-05-21,5.653
2022-05-22,5.653
2022-05-23,5.653
2022-05-24,5.653
2022-05-25,5.653
2022-05-26,5.653
2022-05-27,5.653
2022-05-28,5.653
2022-05-29,5.653
2022-05-30,5.653
2022-05-31,5.653
2022-06-01,5.653
2022-06-02,5.653
2022-06-03,5.653
2022-06-04,5.653
2022-06-05,5.653
2022-06-06,5.653
2022-06-07,5.653
2022-06-08,5.649
2022-06-09,5.649
2022-06-10,5.649
2022-06-11,5.649
2022-06-12,5.649
2022-06-13,5.649
2022-06-14,5.649
2022-06-15,5.64
2022-06-16,5.64
2022-06-17,5.64
2022-06-18,5.64
2022-06-19,5.64
2022-06-20,5.64
2022-06-21,5.64
2022-06-22,5.64
2022-06-23,5.64
2022-06-24,5.64
2022-06-25,5.64
2022-06-26,5.64
2022-06-27,5.58
2022-06-28,5.58
2022-06-29,5.577
2022-06-30,5.597
2022-07-01,5.572
2022-07-02,5.572
2022-07-03,5.572
2022-07-04,5.572
2022-07-05,5.592
2022-07-06,5.587
2022-07-07,5.587
2022-07-08,5.587
2022-07-09,5.587
2022-07-10,5.587
2022-07-11,5.587
2022-07-12,5.601
2022-07-13,5.601
2022-07-14,5.602
2022-07-15,5.622
2022-07-16,5.622
2022-07-17,5.617
2022-07-18,5.597
2022-07-19,5.597
2022-07-20,5.616
2022-07-21,5.616
2022-07-22,5.616
2022-07-23,5.616
2022-07-24,5.616
2022-07-25,5.625
2022-07-26,5.625
2022-07-27,5.625
2022-07-28,5.624
2022-07-29,5.624
2022-07-30,5.624
2022-07-31,5.624
2022-08-01,5.624
2022-08-02,5.624
2022-08-03,5.624
2022-08-04,5.624
2022-08-05,5.624
2022-08-06,5.624
2022-08-07,5.624
2022-08-08,5.624
2022-08-09,5.624
2022-08-10,5.624
2022-08-11,5.624
2022-08-12,5.624
2022-08-13,5.624
2022-08-14,5.624
2022-08-15,5.624
2022-08-16,5.624
2022-08-17,5.624
2022-08-18,5.624
2022-08-19,5.624
2022-08-20,5.624
2022-08-21,5.624
2022-08-22,5.624
2022-08-23,5.624
2022-08-24,5.624
2022-08-25,5.624
2022-08-26,5.624
2022-08-27,5.624
2022-08-28,5.624
2022-08-29,5.624
2022-08-30,5.624
2022-08-31,5.624
2022-09-01,5.624
2022-09-02,5.624
2022-09-03,5.624
2022-09-04,5.624
2022-09-05,5.624
2022-09-06,5.624
2022-09-07,5.624
2022-09-08,5.624
2022-09-09,5.554
2022-09-10,5.554
2022-09-11,5.554
2022-09-12,5.554
2022-09-13,5.554
2022-09-14,5.554
2022-09-15,5.539
2022-09-16,5.539
2022-09-17,5.539
2022-09-18,5.539
2022-09-19,5.539
2022-09-20,5.537
2022-09-21,5.537
2022-09-22,5.497
2022-09-23,5.497
2022-09-24,5.497
2022-09-25,5.487
2022-09-26,5.445
2022-09-27,5.445
2022-09-28,5.438
2022-09-29,5.392
2022-09-30,5.392
2022-10-01,5.392
2022-10-02,5.392
2022-10-03,5.357
2022-10-04,5.343
2022-10-05,5.341
2022-10-06,5.342
2022-10-07,5.342
2022-10-08,5.342
2022-10-09,5.342
2022-10-10,5.342
2022-10-11,5.356
2022-10-12,5.356
2022-10-13,5.356
2022-10-14,5.355
2022-10-15,5.355
2022-10-16,5.391
2022-10-17,5.398
2022-10-18,5.371
2022-10-19,5.371
2022-10-20,5.371
2022-10-21,5.371
2022-10-22,5.371
2022-10-23,5.371
2022-10-24,5.371
2022-10-25,5.371
2022-10-26,5.371
2022-10-27,5.371
2022-10-28,5.371
2022-10-29,5.368
2022-10-30,5.368
2022-10-31,5.368
2022-11-01,5.368
2022-11-02,5.362
2022-11-03,5.362
2022-11-04,5.362
2022-11-05,5.362
2022-11-06,5.362
2022-11-07,5.362
2022-11-08,5.362
2022-11-09,5.377
2022-11-10,5.377
2022-11-11,5.388
2022-11-12,5.388
2022-11-13,5.388
2022-11-14,5.388
2022-11-15,5.388
2022-11-16,5.404
2022-11-17,5.404
2022-11-18,5.404
2022-11-19,5.404
2022-11-20,5.404
2022-11-21,5.404
2022-11-22,5.404
2022-11-23,5.404
2022-11-24,5.404
2022-11-25,5.404
2022-11-26,5.404
2022-11-27,5.404
2022-11-28,5.404
2022-11-29,5.404
2022-11-30,5.404
2022-12-01,5.45
2022-12-02,5.45
2022-12-03,5.45
2022-12-04,5.45
2022-12-05,5.45
2022-12-06,5.492
2022-12-07,5.492
2022-12-08,5.492
2022-12-09,5.501
2022-12-10,5.501
2022-12-11,5.492
2022-12-12,5.497
2022-12-13,5.497
2022-12-14,5.534
2022-12-15,5.541
2022-12-16,5.541
2022-12-17,5.541
2022-12-18,5.541
2022-12-19,5.541
2022-12-20,5.534
2022-12-21,5.575
2022-12-22,5.566
2022-12-23,5.566
2022-12-24,5.566
2022-12-25,5.566
2022-12-26,5.566
2022-12-27,5.566
2022-12-28,5.566
2022-12-29,5.566
2022-12-30,5.566
2022-12-31,5.566
2023-01-01,5.566
2023-01-02,5.561
2023-01-03,5.593
2023-01-04,5.593
2023-01-05,5.55
2023-01-06,5.572
2023-01-07,5.572
2023-01-08,5.572
2023-01-09,5.561
2023-01-10,5.546
2023-01-11,5.546
2023-01-12,5.546
2023-01-13,5.546
2023-01-14,5.546
2023-01-15,5.546
2023-01-16,5.546
2023-01-17,5.546
2023-01-18,5.546
2023-01-19,5.546
2023-01-20,5.546
2023-01-21,5.546
2023-01-22,5.546
2023-01-23,5.546
2023-01-24,5.546
2023-01-25,5.524
2023-01-26,5.472
2023-01-27,5.466
2023-01-28,5.466
2023-01-29,5.466
2023-01-30,5.457
2023-01-31,5.457
2023-02-01,5.44
2023-02-02,5.44
2023-02-03,5.442
2023-02-04,5.442
2023-02-05,5.442
2023-02-06,5.453
2023-02-07,5.447
2023-02-08,5.469
2023-02-09,5.469
2023-02-10,5.469
2023-02-11,5.469
2023-02-12,5.469
2023-02-13,5.469
2023-02-14,5.469
2023-02-15,5.469
2023-02-16,5.469
2023-02-17,5.469
2023-02-18,5.469
2023-02-19,5.469
2023-02-20,5.469
2023-02-21,5.469
2023-02-22,5.469
2023-02-23,5.469
2023-02-24,5.469
2023-02-25,5.469
2023-02-26,5.473
2023-02-27,5.473
2023-02-28,5.473
2023-03-01,5.473
2023-03-02,5.473
2023-03-03,5.473
2023-03-04,5.473
2023-03-05,5.473
2023-03-06,5.473
2023-03-07,5.473
2023-03-08,5.473
2023-03-09,5.479
2023-03-10,5.479
2023-03-11,5.479
2023-03-12,5.479
2023-03-13,5.488
2023-03-14,5.415
2023-03-15,5.415
2023-03-16,5.415
2023-03-17,5.415
2023-03-18,5.415
2023-03-19,5.415
2023-03-20,5.415
2023-03-21,5.415
2023-03-22,5.409
2023-03-23,5.401
2023-03-24,5.383
2023-03-25,5.383
2023-03-26,5.367
2023-03-27,5.367
2023-03-28,5.369
2023-03-29,5.368
2023-03-30,5.368
2023-03-31,5.337
2023-04-01,5.337
2023-04-02,5.337
2023-04-03,5.295
2023-04-04,5.287
2023-04-05,5.233
2023-04-06,5.233
2023-04-07,5.233
2023-04-08,5.233
2023-04-09,5.233
2023-04-10,5.173
2023-04-11,5.127
2023-04-12,5.11
2023-04-13,5.11
2023-04-14,5.11
2023-04-15,5.11
2023-04-16,5.11
2023-04-17,5.11
2023-04-18,5.11
2023-04-19,4.998
2023-04-20,4.862
2023-04-21,4.859
2023-04-22,4.859
2023-04-23,4.859
2023-04-24,4.82
2023-04-25,4.82
2023-04-26,4.82
2023-04-27,4.8
2023-04-28,4.8
2023-04-29,4.8
2023-04-30,4.8
2023-05-01,4.8
2023-05-02,4.8
2023-05-03,4.78
2023-05-04,4.784
2023-05-05,4.784
2023-05-06,4.784
2023-05-07,4.785
2023-05-08,4.785
2023-05-09,4.785
2023-05-10,4.785
2023-05-11,4.765
2023-05-12,4.765
2023-05-13,4.765
2023-05-14,4.765
2023-05-15,4.765
2023-05-16,4.765
2023-05-17,4.765
2023-05-18,4.765
2023-05-19,4.765
2023-05-20,4.765
2023-05-21,4.765
2023-05-22,4.771
2023-05-23,4.771
2023-05-24,4.771
2023-05-25,4.771
2023-05-26,4.771
2023-05-27,4.771
2023-05-28,4.771
2023-05-29,4.771
2023-05-30,4.771
2023-05-31,4.771
2023-06-01,4.771
2023-06-02,4.771
2023-06-03,4.771
2023-06-04,4.771
2023-06-05,4.765
2023-06-06,4.765
2023-06-07,4.765
2023-06-08,4.765
2023-06-09,4.751
2023-06-10,4.751
2023-06-11,4.751
2023-06-12,4.72
2023-06-13,4.715
2023-06-14,4.712
2023-06-15,4.712
2023-06-16,4.699
2023-06-17,4.699
2023-06-18,4.699
2023-06-19,4.699
2023-06-20,4.701
2023-06-21,4.701
2023-06-22,4.701
2023-06-23,4.686
2023-06-24,4.686
2023-06-25,4.686
2023-06-26,4.64
2023-06-27,4.608
2023-06-28,4.608
2023-06-29,4.605
2023-06-30,4.605
2023-07-01,4.605
2023-07-02,4.605
2023-07-03,4.595
2023-07-04,4.595
2023-07-05,4.581
2023-07-06,4.568
2023-07-07,4.556
2023-07-08,4.556
2023-07-09,4.556
2023-07-10,4.534
2023-07-11,4.507
2023-07-12,4.507
2023-07-13,4.507
2023-07-14,4.507
2023-07-15,4.507
2023-07-16,4.507
2023-07-17,4.52
2023-07-18,4.52
2023-07-19,4.438
2023-07-20,4.403
2023-07-21,4.382
2023-07-22,4.382
