,AVNT US Equity
2021-03-29,3.5
2021-03-30,3.5
2021-03-31,3.5
2021-04-01,3.5
2021-04-02,3.5
2021-04-03,3.5
2021-04-04,3.5
2021-04-05,3.5
2021-04-06,3.5
2021-04-07,3.5
2021-04-08,3.5
2021-04-09,3.5
2021-04-10,3.5
2021-04-11,3.5
2021-04-12,3.5
2021-04-13,3.5
2021-04-14,3.5
2021-04-15,3.5
2021-04-16,3.5
2021-04-17,3.5
2021-04-18,3.5
2021-04-19,3.5
2021-04-20,3.5
2021-04-21,3.5
2021-04-22,3.5
2021-04-23,3.5
2021-04-24,3.5
2021-04-25,3.5
2021-04-26,3.5
2021-04-27,3.5
2021-04-28,3.5
2021-04-29,3.5
2021-04-30,3.5
2021-05-01,3.5
2021-05-02,4.15
2021-05-03,4.15
2021-05-04,4.15
2021-05-05,4.15
2021-05-06,4.15
2021-05-07,4.15
2021-05-08,4.15
2021-05-09,4.15
2021-05-10,4.15
2021-05-11,4.15
2021-05-12,4.15
2021-05-13,4.15
2021-05-14,4.15
2021-05-15,4.15
2021-05-16,4.15
2021-05-17,4.15
2021-05-18,4.15
2021-05-19,4.15
2021-05-20,4.15
2021-05-21,4.05
2021-05-22,4.05
2021-05-23,4.05
2021-05-24,4.05
2021-05-25,4.05
2021-05-26,4.05
2021-05-27,4.05
2021-05-28,4.05
2021-05-29,4.05
2021-05-30,4.05
2021-05-31,4.05
2021-06-01,4.05
2021-06-02,4.15
2021-06-03,4.15
2021-06-04,4.15
2021-06-05,4.15
2021-06-06,4.15
2021-06-07,4.15
2021-06-08,4.15
2021-06-09,4.15
2021-06-10,4.15
2021-06-11,4.15
2021-06-12,4.15
2021-06-13,4.15
2021-06-14,5.2
2021-06-15,5.2
2021-06-16,5.2
2021-06-17,5.2
2021-06-18,5.2
2021-06-19,5.2
2021-06-20,5.2
2021-06-21,5.2
2021-06-22,5.2
2021-06-23,5.2
2021-06-24,5.2
2021-06-25,5.2
2021-06-26,5.2
2021-06-27,5.2
2021-06-28,5.2
2021-06-29,5.2
2021-06-30,5.2
2021-07-01,5.2
2021-07-02,5.2
2021-07-03,5.2
2021-07-04,5.2
2021-07-05,5.2
2021-07-06,5.2
2021-07-07,5.2
2021-07-08,5.2
2021-07-09,5.2
2021-07-10,5.2
2021-07-11,5.2
2021-07-12,5.2
2021-07-13,5.2
2021-07-14,5.2
2021-07-15,5.2
2021-07-16,5.2
2021-07-17,5.2
2021-07-18,5.2
2021-07-19,5.2
2021-07-20,5.2
2021-07-21,5.2
2021-07-22,5.2
2021-07-23,5.2
2021-07-24,5.2
2021-07-25,5.2
2021-07-26,5.2
2021-07-27,5.2
2021-07-28,5.2
2021-07-29,5.2
2021-07-30,5.2
2021-07-31,5.2
2021-08-01,5.2
2021-08-02,4.85
2021-08-03,4.85
2021-08-04,4.85
2021-08-05,4.85
2021-08-06,4.85
2021-08-07,4.85
2021-08-08,4.85
2021-08-09,4.85
2021-08-10,4.85
2021-08-11,4.85
2021-08-12,4.85
2021-08-13,4.85
2021-08-14,4.85
2021-08-15,4.85
2021-08-16,4.85
2021-08-17,4.85
2021-08-18,4.85
2021-08-19,4.85
2021-08-20,4.85
2021-08-21,4.85
2021-08-22,4.85
2021-08-23,4.85
2021-08-24,4.85
2021-08-25,4.85
2021-08-26,4.85
2021-08-27,4.85
2021-08-28,4.85
2021-08-29,4.85
2021-08-30,4.85
2021-08-31,4.85
2021-09-01,4.85
2021-09-02,4.85
2021-09-03,4.85
2021-09-04,4.85
2021-09-05,4.85
2021-09-06,4.85
2021-09-07,4.85
2021-09-08,4.85
2021-09-09,4.85
2021-09-10,4.85
2021-09-11,4.85
2021-09-12,4.85
2021-09-13,4.85
2021-09-14,4.85
2021-09-15,4.85
2021-09-16,4.85
2021-09-17,4.85
2021-09-18,4.85
2021-09-19,4.85
2021-09-20,4.85
2021-09-21,4.85
2021-09-22,4.85
2021-09-23,4.85
2021-09-24,4.85
2021-09-25,4.85
2021-09-26,4.85
2021-09-27,4.85
2021-09-28,4.85
2021-09-29,4.85
2021-09-30,4.85
2021-10-01,4.85
2021-10-02,4.85
2021-10-03,4.85
2021-10-04,4.85
2021-10-05,4.85
2021-10-06,4.85
2021-10-07,4.85
2021-10-08,4.85
2021-10-09,4.85
2021-10-10,4.85
2021-10-11,4.85
2021-10-12,4.85
2021-10-13,4.85
2021-10-14,4.85
2021-10-15,4.85
2021-10-16,4.85
2021-10-17,4.85
2021-10-18,4.85
2021-10-19,4.85
2021-10-20,4.85
2021-10-21,4.85
2021-10-22,4.85
2021-10-23,4.85
2021-10-24,4.85
2021-10-25,4.85
2021-10-26,4.85
2021-10-27,4.85
2021-10-28,4.85
2021-10-29,4.85
2021-10-30,4.85
2021-10-31,4.85
2021-11-01,4.8
2021-11-02,4.8
2021-11-03,4.8
2021-11-04,4.8
2021-11-05,4.8
2021-11-06,4.8
2021-11-07,4.8
2021-11-08,4.8
2021-11-09,4.8
2021-11-10,4.8
2021-11-11,4.8
2021-11-12,4.8
2021-11-13,4.8
2021-11-14,4.8
2021-11-15,4.8
2021-11-16,4.8
2021-11-17,4.8
2021-11-18,4.8
2021-11-19,4.8
2021-11-20,4.8
2021-11-21,4.8
2021-11-22,4.8
2021-11-23,4.8
2021-11-24,4.8
2021-11-25,4.8
2021-11-26,4.8
2021-11-27,4.8
2021-11-28,4.8
2021-11-29,4.8
2021-11-30,4.8
2021-12-01,4.8
2021-12-02,4.8
2021-12-03,4.8
2021-12-04,4.8
2021-12-05,4.8
2021-12-06,4.8
2021-12-07,4.8
2021-12-08,4.8
2021-12-09,4.8
2021-12-10,4.8
2021-12-11,4.8
2021-12-12,4.8
2021-12-13,4.8
2021-12-14,4.8
2021-12-15,4.8
2021-12-16,4.8
2021-12-17,4.8
2021-12-18,4.8
2021-12-19,4.8
2021-12-20,4.8
2021-12-21,4.8
2021-12-22,4.8
2021-12-23,4.8
2021-12-24,4.8
2021-12-25,4.8
2021-12-26,4.8
2021-12-27,4.8
2021-12-28,4.8
2021-12-29,4.8
2021-12-30,4.8
2021-12-31,4.8
2022-01-01,4.8
2022-01-02,4.8
2022-01-03,4.8
2022-01-04,4.8
2022-01-05,4.8
2022-01-06,4.8
2022-01-07,4.8
2022-01-08,4.8
2022-01-09,4.8
2022-01-10,4.8
2022-01-11,4.8
2022-01-12,4.8
2022-01-13,4.8
2022-01-14,4.8
2022-01-15,4.8
2022-01-16,4.8
2022-01-17,4.8
2022-01-18,4.8
2022-01-19,4.8
2022-01-20,4.8
2022-01-21,4.8
2022-01-22,4.8
2022-01-23,4.8
2022-01-24,4.8
2022-01-25,4.8
2022-01-26,4.8
2022-01-27,4.8
2022-01-28,4.8
2022-01-29,4.8
2022-01-30,4.8
2022-01-31,4.8
2022-02-01,4.8
2022-02-02,4.8
2022-02-03,4.8
2022-02-04,4.8
2022-02-05,4.8
2022-02-06,4.8
2022-02-07,4.8
2022-02-08,4.8
2022-02-09,4.62
2022-02-10,4.62
2022-02-11,4.62
2022-02-12,4.62
2022-02-13,4.62
2022-02-14,4.62
2022-02-15,4.62
2022-02-16,4.62
2022-02-17,4.62
2022-02-18,4.62
2022-02-19,4.62
2022-02-20,4.62
2022-02-21,4.62
2022-02-22,4.62
2022-02-23,4.62
2022-02-24,4.62
2022-02-25,4.62
2022-02-26,4.62
2022-02-27,4.62
2022-02-28,4.575
2022-03-01,4.575
2022-03-02,4.575
2022-03-03,4.575
2022-03-04,4.575
2022-03-05,4.575
2022-03-06,4.575
2022-03-07,4.575
2022-03-08,4.575
2022-03-09,4.575
2022-03-10,4.575
2022-03-11,4.62
2022-03-12,4.62
2022-03-13,4.62
2022-03-14,4.62
2022-03-15,4.62
2022-03-16,4.62
2022-03-17,4.62
2022-03-18,4.62
2022-03-19,4.62
2022-03-20,4.62
2022-03-21,4.62
2022-03-22,4.62
2022-03-23,4.62
2022-03-24,4.62
2022-03-25,4.62
2022-03-26,4.62
2022-03-27,4.62
2022-03-28,4.62
2022-03-29,4.62
2022-03-30,4.62
2022-03-31,4.62
2022-04-01,4.62
2022-04-02,4.62
2022-04-03,4.62
2022-04-04,4.62
2022-04-05,4.62
2022-04-06,4.62
2022-04-07,4.62
2022-04-08,4.62
2022-04-09,4.62
2022-04-10,4.62
2022-04-11,4.62
2022-04-12,4.62
2022-04-13,4.62
2022-04-14,4.62
2022-04-15,4.62
2022-04-16,4.62
2022-04-17,4.62
2022-04-18,4.637
2022-04-19,4.637
2022-04-20,4.637
2022-04-21,4.15
2022-04-22,4.15
2022-04-23,4.15
2022-04-24,4.15
2022-04-25,4.15
2022-04-26,4.15
2022-04-27,4.15
2022-04-28,4.15
2022-04-29,4.15
2022-04-30,4.15
2022-05-01,4.15
2022-05-02,4.15
2022-05-03,4.15
2022-05-04,4.15
2022-05-05,4.15
2022-05-06,4.15
2022-05-07,4.15
2022-05-08,4.15
2022-05-09,4.15
2022-05-10,4.15
2022-05-11,4.15
2022-05-12,4.15
2022-05-13,4.15
2022-05-14,4.15
2022-05-15,4.15
2022-05-16,4.15
2022-05-17,4.15
2022-05-18,4.15
2022-05-19,4.15
2022-05-20,4.15
2022-05-21,4.15
2022-05-22,4.15
2022-05-23,4.15
2022-05-24,4.15
2022-05-25,4.15
2022-05-26,4.15
2022-05-27,4.15
2022-05-28,4.15
2022-05-29,4.15
2022-05-30,4.15
2022-05-31,4.15
2022-06-01,4.15
2022-06-02,4.15
2022-06-03,4.15
2022-06-04,4.15
2022-06-05,4.15
2022-06-06,4.15
2022-06-07,4.15
2022-06-08,4.15
2022-06-09,4.15
2022-06-10,4.15
2022-06-11,4.15
2022-06-12,4.15
2022-06-13,4.15
2022-06-14,4.15
2022-06-15,4.15
2022-06-16,4.15
2022-06-17,4.15
2022-06-18,4.15
2022-06-19,4.15
2022-06-20,4.15
2022-06-21,4.15
2022-06-22,4.15
2022-06-23,4.15
2022-06-24,4.15
2022-06-25,4.15
2022-06-26,4.15
2022-06-27,4.2
2022-06-28,4.2
2022-06-29,4.2
2022-06-30,4.2
2022-07-01,4.2
2022-07-02,4.2
2022-07-03,4.2
2022-07-04,4.2
2022-07-05,4.2
2022-07-06,4.2
2022-07-07,4.2
2022-07-08,4.053
2022-07-09,4.053
2022-07-10,4.053
2022-07-11,4.053
2022-07-12,4.053
2022-07-13,4.053
2022-07-14,4.053
2022-07-15,4.053
2022-07-16,4.053
2022-07-17,4.053
2022-07-18,4.053
2022-07-19,4.053
2022-07-20,4.053
2022-07-21,4.053
2022-07-22,4.053
2022-07-23,4.053
2022-07-24,4.053
2022-07-25,4.053
2022-07-26,4.053
2022-07-27,3.963
2022-07-28,3.963
2022-07-29,3.907
2022-07-30,3.907
2022-07-31,3.907
2022-08-01,3.907
2022-08-02,3.907
2022-08-03,3.907
2022-08-04,3.907
2022-08-05,3.907
2022-08-06,3.907
2022-08-07,3.907
2022-08-08,3.907
2022-08-09,3.907
2022-08-10,3.907
2022-08-11,3.907
2022-08-12,3.94
2022-08-13,3.94
2022-08-14,3.94
2022-08-15,3.94
2022-08-16,3.94
2022-08-17,3.94
2022-08-18,3.94
2022-08-19,3.94
2022-08-20,3.94
2022-08-21,3.94
2022-08-22,3.94
2022-08-23,3.94
2022-08-24,3.94
2022-08-25,3.94
2022-08-26,3.94
2022-08-27,3.94
2022-08-28,3.94
2022-08-29,3.94
2022-08-30,3.94
2022-08-31,3.94
2022-09-01,3.94
2022-09-02,3.94
2022-09-03,3.94
2022-09-04,3.94
2022-09-05,3.94
2022-09-06,3.94
2022-09-07,3.94
2022-09-08,3.94
2022-09-09,3.94
2022-09-10,3.94
2022-09-11,3.94
2022-09-12,3.94
2022-09-13,3.94
2022-09-14,3.94
2022-09-15,3.94
2022-09-16,3.94
2022-09-17,3.94
2022-09-18,3.94
2022-09-19,3.94
2022-09-20,3.94
2022-09-21,3.94
2022-09-22,3.94
2022-09-23,3.94
2022-09-24,3.94
2022-09-25,3.94
2022-09-26,3.94
2022-09-27,3.79
2022-09-28,3.79
2022-09-29,3.79
2022-09-30,3.79
2022-10-01,3.79
2022-10-02,3.79
2022-10-03,3.79
2022-10-04,3.62
2022-10-05,3.62
2022-10-06,3.62
2022-10-07,3.62
2022-10-08,3.62
2022-10-09,3.62
2022-10-10,3.62
2022-10-11,3.62
2022-10-12,3.62
2022-10-13,3.62
2022-10-14,3.62
2022-10-15,3.62
2022-10-16,3.443
2022-10-17,3.63
2022-10-18,3.63
2022-10-19,3.63
2022-10-20,3.63
2022-10-21,3.63
2022-10-22,3.63
2022-10-23,3.63
2022-10-24,3.744
2022-10-25,3.554
2022-10-26,3.554
2022-10-27,3.554
2022-10-28,3.554
2022-10-29,3.554
2022-10-30,3.554
2022-10-31,3.554
2022-11-01,3.554
2022-11-02,3.342
2022-11-03,3.465
2022-11-04,3.297
2022-11-05,3.297
2022-11-06,3.297
2022-11-07,3.034
2022-11-08,3.034
2022-11-09,3.034
2022-11-10,3.034
2022-11-11,3.034
2022-11-12,3.034
2022-11-13,3.034
2022-11-14,3.034
2022-11-15,3.034
2022-11-16,3.034
2022-11-17,3.034
2022-11-18,3.034
2022-11-19,3.034
2022-11-20,3.034
2022-11-21,3.034
2022-11-22,3.034
2022-11-23,3.034
2022-11-24,3.034
2022-11-25,3.034
2022-11-26,3.034
2022-11-27,3.034
2022-11-28,3.034
2022-11-29,3.034
2022-11-30,3.034
2022-12-01,3.034
2022-12-02,3.034
2022-12-03,3.034
2022-12-04,3.034
2022-12-05,3.034
2022-12-06,3.034
2022-12-07,3.034
2022-12-08,3.034
2022-12-09,3.034
2022-12-10,3.034
2022-12-11,3.034
2022-12-12,3.034
2022-12-13,3.034
2022-12-14,3.034
2022-12-15,3.034
2022-12-16,3.034
2022-12-17,3.034
2022-12-18,3.034
2022-12-19,3.034
2022-12-20,2.933
2022-12-21,2.933
2022-12-22,2.933
2022-12-23,2.933
2022-12-24,2.933
2022-12-25,2.933
2022-12-26,2.933
2022-12-27,2.933
2022-12-28,2.933
2022-12-29,2.933
2022-12-30,2.933
2022-12-31,2.933
2023-01-01,2.933
2023-01-02,2.933
2023-01-03,2.933
2023-01-04,2.933
2023-01-05,2.933
2023-01-06,2.933
2023-01-07,2.933
2023-01-08,2.933
2023-01-09,2.933
2023-01-10,2.943
2023-01-11,2.943
2023-01-12,2.943
2023-01-13,2.943
2023-01-14,2.943
2023-01-15,2.943
2023-01-16,2.943
2023-01-17,2.943
2023-01-18,2.952
2023-01-19,2.952
2023-01-20,3.159
2023-01-21,3.159
2023-01-22,3.159
2023-01-23,3.159
2023-01-24,3.139
2023-01-25,3.139
2023-01-26,3.139
2023-01-27,3.139
2023-01-28,3.139
2023-01-29,3.139
2023-01-30,3.107
2023-01-31,3.107
2023-02-01,3.107
2023-02-02,3.107
2023-02-03,3.107
2023-02-04,3.107
2023-02-05,3.107
2023-02-06,3.107
2023-02-07,3.107
2023-02-08,3.107
2023-02-09,3.107
2023-02-10,3.107
2023-02-11,3.107
2023-02-12,3.107
2023-02-13,3.107
2023-02-14,3.107
2023-02-15,2.992
2023-02-16,2.984
2023-02-17,2.984
2023-02-18,2.984
2023-02-19,2.984
2023-02-20,2.984
2023-02-21,2.984
2023-02-22,2.984
2023-02-23,2.847
2023-02-24,2.847
2023-02-25,2.847
2023-02-26,2.847
2023-02-27,2.919
2023-02-28,2.919
2023-03-01,2.919
2023-03-02,2.919
2023-03-03,2.919
2023-03-04,2.919
2023-03-05,2.919
2023-03-06,2.919
2023-03-07,2.919
2023-03-08,2.919
2023-03-09,2.919
2023-03-10,2.919
2023-03-11,2.919
2023-03-12,2.919
2023-03-13,2.909
2023-03-14,2.909
2023-03-15,2.909
2023-03-16,2.909
2023-03-17,2.909
2023-03-18,2.909
2023-03-19,2.909
2023-03-20,2.909
2023-03-21,2.909
2023-03-22,2.909
2023-03-23,2.909
2023-03-24,2.909
2023-03-25,2.909
2023-03-26,2.909
2023-03-27,2.909
2023-03-28,2.909
2023-03-29,2.909
2023-03-30,2.909
2023-03-31,2.909
2023-04-01,2.909
2023-04-02,2.909
2023-04-03,2.909
2023-04-04,2.909
2023-04-05,2.909
2023-04-06,2.909
2023-04-07,2.909
2023-04-08,2.909
2023-04-09,2.909
2023-04-10,2.909
2023-04-11,2.909
2023-04-12,2.844
2023-04-13,2.909
2023-04-14,2.909
2023-04-15,2.909
2023-04-16,2.98
2023-04-17,2.979
2023-04-18,2.979
2023-04-19,2.979
2023-04-20,2.979
2023-04-21,2.979
2023-04-22,2.979
2023-04-23,2.979
2023-04-24,2.979
2023-04-25,2.979
2023-04-26,2.979
2023-04-27,2.979
2023-04-28,2.979
2023-04-29,2.979
2023-04-30,2.979
2023-05-01,2.979
2023-05-02,2.979
2023-05-03,2.717
2023-05-04,2.79
2023-05-05,2.79
2023-05-06,2.79
2023-05-07,2.79
2023-05-08,2.797
2023-05-09,2.797
2023-05-10,2.797
2023-05-11,2.797
2023-05-12,2.797
2023-05-13,2.797
2023-05-14,2.797
2023-05-15,2.797
2023-05-16,2.797
2023-05-17,2.797
2023-05-18,2.797
2023-05-19,2.797
2023-05-20,2.797
2023-05-21,2.797
2023-05-22,2.797
2023-05-23,2.797
2023-05-24,2.797
2023-05-25,2.797
2023-05-26,2.797
2023-05-27,2.797
2023-05-28,2.797
2023-05-29,2.797
2023-05-30,2.797
2023-05-31,2.797
2023-06-01,2.797
2023-06-02,2.797
2023-06-03,2.797
2023-06-04,2.797
2023-06-05,2.797
2023-06-06,2.797
2023-06-07,2.868
2023-06-08,2.868
2023-06-09,2.868
2023-06-10,2.868
2023-06-11,2.868
2023-06-12,2.868
2023-06-13,2.868
2023-06-14,2.683
2023-06-15,2.683
2023-06-16,2.646
2023-06-17,2.646
2023-06-18,2.646
2023-06-19,2.646
2023-06-20,2.646
2023-06-21,2.646
2023-06-22,2.646
2023-06-23,2.646
2023-06-24,2.646
2023-06-25,2.646
2023-06-26,2.646
2023-06-27,2.646
2023-06-28,2.646
2023-06-29,2.646
2023-06-30,2.646
