,FE US Equity
2021-04-19,2.838
2021-04-20,2.743
2021-04-21,2.743
2021-04-22,2.743
2021-04-23,2.765
2021-04-24,2.755
2021-04-25,2.755
2021-04-26,2.758
2021-04-27,2.758
2021-04-28,2.758
2021-04-29,2.758
2021-04-30,2.758
2021-05-01,2.758
2021-05-02,2.758
2021-05-03,2.758
2021-05-04,2.758
2021-05-05,2.758
2021-05-06,2.758
2021-05-07,2.758
2021-05-08,2.758
2021-05-09,2.758
2021-05-10,2.758
2021-05-11,2.758
2021-05-12,2.758
2021-05-13,2.758
2021-05-14,2.758
2021-05-15,2.758
2021-05-16,2.758
2021-05-17,2.758
2021-05-18,2.748
2021-05-19,2.748
2021-05-20,2.748
2021-05-21,2.748
2021-05-22,2.748
2021-05-23,2.748
2021-05-24,2.753
2021-05-25,2.753
2021-05-26,2.753
2021-05-27,2.753
2021-05-28,2.753
2021-05-29,2.753
2021-05-30,2.753
2021-05-31,2.753
2021-06-01,2.753
2021-06-02,2.753
2021-06-03,2.753
2021-06-04,2.753
2021-06-05,2.753
2021-06-06,2.753
2021-06-07,2.753
2021-06-08,2.753
2021-06-09,2.753
2021-06-10,2.753
2021-06-11,2.753
2021-06-12,2.753
2021-06-13,2.753
2021-06-14,2.753
2021-06-15,2.753
2021-06-16,2.753
2021-06-17,2.753
2021-06-18,2.753
2021-06-19,2.753
2021-06-20,2.753
2021-06-21,2.753
2021-06-22,2.753
2021-06-23,2.753
2021-06-24,2.753
2021-06-25,2.734
2021-06-26,2.734
2021-06-27,2.734
2021-06-28,2.734
2021-06-29,2.734
2021-06-30,2.734
2021-07-01,2.734
2021-07-02,2.734
2021-07-03,2.734
2021-07-04,2.734
2021-07-05,2.734
2021-07-06,2.734
2021-07-07,2.734
2021-07-08,2.734
2021-07-09,2.734
2021-07-10,2.734
2021-07-11,2.734
2021-07-12,2.734
2021-07-13,2.734
2021-07-14,2.734
2021-07-15,2.734
2021-07-16,2.734
2021-07-17,2.734
2021-07-18,2.734
2021-07-19,2.734
2021-07-20,2.768
2021-07-21,2.763
2021-07-22,2.782
2021-07-23,2.753
2021-07-24,2.753
2021-07-25,2.76
2021-07-26,2.76
2021-07-27,2.76
2021-07-28,2.76
2021-07-29,2.76
2021-07-30,2.76
2021-07-31,2.76
2021-08-01,2.76
2021-08-02,2.76
2021-08-03,2.76
2021-08-04,2.76
2021-08-05,2.76
2021-08-06,2.759
2021-08-07,2.759
2021-08-08,2.759
2021-08-09,2.759
2021-08-10,2.759
2021-08-11,2.759
2021-08-12,2.759
2021-08-13,2.759
2021-08-14,2.759
2021-08-15,2.759
2021-08-16,2.759
2021-08-17,2.759
2021-08-18,2.759
2021-08-19,2.759
2021-08-20,2.761
2021-08-21,2.761
2021-08-22,2.761
2021-08-23,2.761
2021-08-24,2.761
2021-08-25,2.761
2021-08-26,2.761
2021-08-27,2.761
2021-08-28,2.761
2021-08-29,2.761
2021-08-30,2.761
2021-08-31,2.761
2021-09-01,2.761
2021-09-02,2.761
2021-09-03,2.761
2021-09-04,2.761
2021-09-05,2.761
2021-09-06,2.761
2021-09-07,2.761
2021-09-08,2.766
2021-09-09,2.766
2021-09-10,2.766
2021-09-11,2.766
2021-09-12,2.766
2021-09-13,2.766
2021-09-14,2.766
2021-09-15,2.766
2021-09-16,2.766
2021-09-17,2.766
2021-09-18,2.766
2021-09-19,2.766
2021-09-20,2.766
2021-09-21,2.766
2021-09-22,2.766
2021-09-23,2.766
2021-09-24,2.766
2021-09-25,2.766
2021-09-26,2.766
2021-09-27,2.766
2021-09-28,2.766
2021-09-29,2.766
2021-09-30,2.766
2021-10-01,2.757
2021-10-02,2.757
2021-10-03,2.757
2021-10-04,2.757
2021-10-05,2.757
2021-10-06,2.753
2021-10-07,2.753
2021-10-08,2.753
2021-10-09,2.753
2021-10-10,2.753
2021-10-11,2.753
2021-10-12,2.753
2021-10-13,2.753
2021-10-14,2.753
2021-10-15,2.753
2021-10-16,2.753
2021-10-17,2.753
2021-10-18,2.755
2021-10-19,2.755
2021-10-20,2.75
2021-10-21,2.75
2021-10-22,2.75
2021-10-23,2.75
2021-10-24,2.75
2021-10-25,2.75
2021-10-26,2.75
2021-10-27,2.75
2021-10-28,2.75
2021-10-29,2.75
2021-10-30,2.75
2021-10-31,2.75
2021-11-01,2.784
2021-11-02,2.794
2021-11-03,2.794
2021-11-04,2.794
2021-11-05,2.794
2021-11-06,2.794
2021-11-07,2.802
2021-11-08,2.802
2021-11-09,2.802
2021-11-10,2.802
2021-11-11,2.797
2021-11-12,2.797
2021-11-13,2.797
2021-11-14,2.797
2021-11-15,2.797
2021-11-16,2.792
2021-11-17,2.792
2021-11-18,2.792
2021-11-19,2.792
2021-11-20,2.792
2021-11-21,2.792
2021-11-22,2.792
2021-11-23,2.792
2021-11-24,2.792
2021-11-25,2.792
2021-11-26,2.792
2021-11-27,2.792
2021-11-28,2.792
2021-11-29,2.792
2021-11-30,2.792
2021-12-01,2.792
2021-12-02,2.792
2021-12-03,2.792
2021-12-04,2.792
2021-12-05,2.792
2021-12-06,2.781
2021-12-07,2.781
2021-12-08,2.803
2021-12-09,2.803
2021-12-10,2.803
2021-12-11,2.803
2021-12-12,2.803
2021-12-13,2.803
2021-12-14,2.803
2021-12-15,2.803
2021-12-16,2.78
2021-12-17,2.78
2021-12-18,2.78
2021-12-19,2.78
2021-12-20,2.78
2021-12-21,2.78
2021-12-22,2.78
2021-12-23,2.761
2021-12-24,2.761
2021-12-25,2.761
2021-12-26,2.761
2021-12-27,2.761
2021-12-28,2.761
2021-12-29,2.761
2021-12-30,2.761
2021-12-31,2.761
2022-01-01,2.761
2022-01-02,2.761
2022-01-03,2.761
2022-01-04,2.761
2022-01-05,2.761
2022-01-06,2.761
2022-01-07,2.75
2022-01-08,2.75
2022-01-09,2.75
2022-01-10,2.75
2022-01-11,2.75
2022-01-12,2.752
2022-01-13,2.752
2022-01-14,2.752
2022-01-15,2.752
2022-01-16,2.752
2022-01-17,2.752
2022-01-18,2.752
2022-01-19,2.752
2022-01-20,2.752
2022-01-21,2.752
2022-01-22,2.752
2022-01-23,2.752
2022-01-24,2.745
2022-01-25,2.748
2022-01-26,2.748
2022-01-27,2.748
2022-01-28,2.748
2022-01-29,2.748
2022-01-30,2.748
2022-01-31,2.748
2022-02-01,2.748
2022-02-02,2.748
2022-02-03,2.748
2022-02-04,2.748
2022-02-05,2.748
2022-02-06,2.748
2022-02-07,2.748
2022-02-08,2.748
2022-02-09,2.748
2022-02-10,2.748
2022-02-11,2.748
2022-02-12,2.755
2022-02-13,2.755
2022-02-14,2.755
2022-02-15,2.772
2022-02-16,2.772
2022-02-17,2.772
2022-02-18,2.772
2022-02-19,2.772
2022-02-20,2.772
2022-02-21,2.772
2022-02-22,2.772
2022-02-23,2.772
2022-02-24,2.771
2022-02-25,2.771
2022-02-26,2.771
2022-02-27,2.771
2022-02-28,2.771
2022-03-01,2.771
2022-03-02,2.771
2022-03-03,2.771
2022-03-04,2.771
2022-03-05,2.771
2022-03-06,2.771
2022-03-07,2.771
2022-03-08,2.762
2022-03-09,2.762
2022-03-10,2.762
2022-03-11,2.762
2022-03-12,2.762
2022-03-13,2.753
2022-03-14,2.753
2022-03-15,2.753
2022-03-16,2.753
2022-03-17,2.746
2022-03-18,2.746
2022-03-19,2.746
2022-03-20,2.747
2022-03-21,2.754
2022-03-22,2.754
2022-03-23,2.752
2022-03-24,2.75
2022-03-25,2.75
2022-03-26,2.75
2022-03-27,2.75
2022-03-28,2.75
2022-03-29,2.75
2022-03-30,2.75
2022-03-31,2.75
2022-04-01,2.75
2022-04-02,2.75
2022-04-03,2.75
2022-04-04,2.75
2022-04-05,2.75
2022-04-06,2.75
2022-04-07,2.75
2022-04-08,2.75
2022-04-09,2.75
2022-04-10,2.75
2022-04-11,2.75
2022-04-12,2.75
2022-04-13,2.75
2022-04-14,2.75
2022-04-15,2.75
2022-04-16,2.75
2022-04-17,2.75
2022-04-18,2.75
2022-04-19,2.749
2022-04-20,2.748
2022-04-21,2.748
2022-04-22,2.748
2022-04-23,2.748
2022-04-24,2.748
2022-04-25,2.746
2022-04-26,2.746
2022-04-27,2.746
2022-04-28,2.746
2022-04-29,2.746
2022-04-30,2.746
2022-05-01,2.746
2022-05-02,2.746
2022-05-03,2.746
2022-05-04,2.746
2022-05-05,2.746
2022-05-06,2.746
2022-05-07,2.746
2022-05-08,2.746
2022-05-09,2.746
2022-05-10,2.746
2022-05-11,2.746
2022-05-12,2.746
2022-05-13,2.748
2022-05-14,2.748
2022-05-15,2.748
2022-05-16,2.748
2022-05-17,2.748
2022-05-18,2.748
2022-05-19,2.748
2022-05-20,2.747
2022-05-21,2.747
2022-05-22,2.738
2022-05-23,2.738
2022-05-24,2.738
2022-05-25,2.738
2022-05-26,2.738
2022-05-27,2.738
2022-05-28,2.738
2022-05-29,2.738
2022-05-30,2.738
2022-05-31,2.738
2022-06-01,2.738
2022-06-02,2.738
2022-06-03,2.738
2022-06-04,2.738
2022-06-05,2.739
2022-06-06,2.735
2022-06-07,2.735
2022-06-08,2.735
2022-06-09,2.735
2022-06-10,2.735
2022-06-11,2.735
2022-06-12,2.735
2022-06-13,2.735
2022-06-14,2.735
2022-06-15,2.735
2022-06-16,2.735
2022-06-17,2.735
2022-06-18,2.735
2022-06-19,2.735
2022-06-20,2.735
2022-06-21,2.735
2022-06-22,2.735
2022-06-23,2.735
2022-06-24,2.735
2022-06-25,2.735
2022-06-26,2.735
2022-06-27,2.735
2022-06-28,2.735
2022-06-29,2.735
2022-06-30,2.735
2022-07-01,2.735
2022-07-02,2.735
2022-07-03,2.735
2022-07-04,2.735
2022-07-05,2.735
2022-07-06,2.735
2022-07-07,2.735
2022-07-08,2.735
2022-07-09,2.735
2022-07-10,2.735
2022-07-11,2.733
2022-07-12,2.733
2022-07-13,2.733
2022-07-14,2.733
2022-07-15,2.733
2022-07-16,2.733
2022-07-17,2.733
2022-07-18,2.728
2022-07-19,2.728
2022-07-20,2.728
2022-07-21,2.728
2022-07-22,2.73
2022-07-23,2.73
2022-07-24,2.73
2022-07-25,2.73
2022-07-26,2.73
2022-07-27,2.722
2022-07-28,2.718
2022-07-29,2.714
2022-07-30,2.714
2022-07-31,2.714
2022-08-01,2.714
2022-08-02,2.715
2022-08-03,2.715
2022-08-04,2.715
2022-08-05,2.715
2022-08-06,2.715
2022-08-07,2.715
2022-08-08,2.715
2022-08-09,2.715
2022-08-10,2.715
2022-08-11,2.715
2022-08-12,2.715
2022-08-13,2.715
2022-08-14,2.715
2022-08-15,2.715
2022-08-16,2.715
2022-08-17,2.715
2022-08-18,2.715
2022-08-19,2.715
2022-08-20,2.715
2022-08-21,2.715
2022-08-22,2.715
2022-08-23,2.714
2022-08-24,2.714
2022-08-25,2.714
2022-08-26,2.714
2022-08-27,2.714
2022-08-28,2.718
2022-08-29,2.719
2022-08-30,2.719
2022-08-31,2.719
2022-09-01,2.719
2022-09-02,2.719
2022-09-03,2.719
2022-09-04,2.719
2022-09-05,2.719
2022-09-06,2.719
2022-09-07,2.719
2022-09-08,2.719
2022-09-09,2.743
2022-09-10,2.743
2022-09-11,2.743
2022-09-12,2.743
2022-09-13,2.743
2022-09-14,2.743
2022-09-15,2.744
2022-09-16,2.744
2022-09-17,2.744
2022-09-18,2.744
2022-09-19,2.744
2022-09-20,2.744
2022-09-21,2.744
2022-09-22,2.742
2022-09-23,2.742
2022-09-24,2.742
2022-09-25,2.742
2022-09-26,2.742
2022-09-27,2.742
2022-09-28,2.742
2022-09-29,2.742
2022-09-30,2.742
2022-10-01,2.742
2022-10-02,2.742
2022-10-03,2.742
2022-10-04,2.742
2022-10-05,2.742
2022-10-06,2.742
2022-10-07,2.742
2022-10-08,2.742
2022-10-09,2.742
2022-10-10,2.742
2022-10-11,2.742
2022-10-12,2.742
2022-10-13,2.742
2022-10-14,2.742
2022-10-15,2.742
2022-10-16,2.742
2022-10-17,2.742
2022-10-18,2.742
2022-10-19,2.741
2022-10-20,2.741
2022-10-21,2.741
2022-10-22,2.741
2022-10-23,2.741
2022-10-24,2.741
2022-10-25,2.741
2022-10-26,2.741
2022-10-27,2.735
2022-10-28,2.735
2022-10-29,2.735
2022-10-30,2.735
2022-10-31,2.739
2022-11-01,2.739
2022-11-02,2.739
2022-11-03,2.739
2022-11-04,2.739
2022-11-05,2.739
2022-11-06,2.739
2022-11-07,2.739
2022-11-08,2.739
2022-11-09,2.739
2022-11-10,2.737
2022-11-11,2.737
2022-11-12,2.737
2022-11-13,2.737
2022-11-14,2.737
2022-11-15,2.737
2022-11-16,2.737
2022-11-17,2.727
2022-11-18,2.727
2022-11-19,2.727
2022-11-20,2.727
2022-11-21,2.727
2022-11-22,2.727
2022-11-23,2.727
2022-11-24,2.727
2022-11-25,2.727
2022-11-26,2.727
2022-11-27,2.727
2022-11-28,2.727
2022-11-29,2.727
2022-11-30,2.727
2022-12-01,2.727
2022-12-02,2.727
2022-12-03,2.727
2022-12-04,2.727
2022-12-05,2.702
2022-12-06,2.702
2022-12-07,2.702
2022-12-08,2.702
2022-12-09,2.702
2022-12-10,2.702
2022-12-11,2.702
2022-12-12,2.702
2022-12-13,2.679
2022-12-14,2.679
2022-12-15,2.682
2022-12-16,2.682
2022-12-17,2.682
2022-12-18,2.682
2022-12-19,2.682
2022-12-20,2.682
2022-12-21,2.682
2022-12-22,2.682
2022-12-23,2.682
2022-12-24,2.682
2022-12-25,2.682
2022-12-26,2.682
2022-12-27,2.681
2022-12-28,2.681
2022-12-29,2.681
2022-12-30,2.681
2022-12-31,2.681
2023-01-01,2.681
2023-01-02,2.681
2023-01-03,2.681
2023-01-04,2.681
2023-01-05,2.681
2023-01-06,2.681
2023-01-07,2.681
2023-01-08,2.681
2023-01-09,2.677
2023-01-10,2.677
2023-01-11,2.677
2023-01-12,2.677
2023-01-13,2.677
2023-01-14,2.677
2023-01-15,2.677
2023-01-16,2.673
2023-01-17,2.675
2023-01-18,2.675
2023-01-19,2.675
2023-01-20,2.675
2023-01-21,2.675
2023-01-22,2.677
2023-01-23,2.677
2023-01-24,2.674
2023-01-25,2.674
2023-01-26,2.674
2023-01-27,2.674
2023-01-28,2.674
2023-01-29,2.674
2023-01-30,2.674
2023-01-31,2.667
2023-02-01,2.667
2023-02-02,2.667
2023-02-03,2.668
2023-02-04,2.668
2023-02-05,2.668
2023-02-06,2.668
2023-02-07,2.668
2023-02-08,2.668
2023-02-09,2.668
2023-02-10,2.668
2023-02-11,2.666
2023-02-12,2.666
2023-02-13,2.666
2023-02-14,2.673
2023-02-15,2.681
2023-02-16,2.681
2023-02-17,2.681
2023-02-18,2.681
2023-02-19,2.678
2023-02-20,2.678
2023-02-21,2.675
2023-02-22,2.675
2023-02-23,2.675
2023-02-24,2.674
2023-02-25,2.674
2023-02-26,2.674
2023-02-27,2.674
2023-02-28,2.674
2023-03-01,2.674
2023-03-02,2.674
2023-03-03,2.674
2023-03-04,2.674
2023-03-05,2.674
2023-03-06,2.674
2023-03-07,2.672
2023-03-08,2.672
2023-03-09,2.671
2023-03-10,2.671
2023-03-11,2.671
2023-03-12,2.671
2023-03-13,2.671
2023-03-14,2.671
2023-03-15,2.671
2023-03-16,2.671
2023-03-17,2.671
2023-03-18,2.671
2023-03-19,2.671
2023-03-20,2.671
2023-03-21,2.674
2023-03-22,2.674
2023-03-23,2.675
2023-03-24,2.676
2023-03-25,2.676
2023-03-26,2.676
2023-03-27,2.673
2023-03-28,2.673
2023-03-29,2.673
2023-03-30,2.673
2023-03-31,2.673
2023-04-01,2.673
2023-04-02,2.673
2023-04-03,2.673
2023-04-04,2.673
2023-04-05,2.673
2023-04-06,2.673
2023-04-07,2.673
2023-04-08,2.673
2023-04-09,2.673
2023-04-10,2.673
2023-04-11,2.673
2023-04-12,2.673
2023-04-13,2.665
2023-04-14,2.665
2023-04-15,2.665
2023-04-16,2.665
2023-04-17,2.665
2023-04-18,2.664
2023-04-19,2.664
2023-04-20,2.654
2023-04-21,2.654
2023-04-22,2.654
2023-04-23,2.663
2023-04-24,2.663
2023-04-25,2.663
2023-04-26,2.663
2023-04-27,2.663
2023-04-28,2.662
2023-04-29,2.662
2023-04-30,2.662
2023-05-01,2.662
2023-05-02,2.671
2023-05-03,2.662
2023-05-04,2.662
2023-05-05,2.662
2023-05-06,2.662
2023-05-07,2.662
2023-05-08,2.662
2023-05-09,2.662
2023-05-10,2.663
2023-05-11,2.659
2023-05-12,2.659
2023-05-13,2.659
2023-05-14,2.659
2023-05-15,2.659
2023-05-16,2.659
2023-05-17,2.659
2023-05-18,2.659
2023-05-19,2.659
2023-05-20,2.659
2023-05-21,2.665
2023-05-22,2.665
2023-05-23,2.665
2023-05-24,2.665
2023-05-25,2.665
2023-05-26,2.665
2023-05-27,2.665
2023-05-28,2.665
2023-05-29,2.665
2023-05-30,2.665
2023-05-31,2.665
2023-06-01,2.672
2023-06-02,2.672
2023-06-03,2.672
2023-06-04,2.672
2023-06-05,2.672
2023-06-06,2.673
2023-06-07,2.673
2023-06-08,2.673
2023-06-09,2.673
2023-06-10,2.673
2023-06-11,2.673
2023-06-12,2.673
2023-06-13,2.673
2023-06-14,2.673
2023-06-15,2.673
2023-06-16,2.681
2023-06-17,2.681
2023-06-18,2.683
2023-06-19,2.683
2023-06-20,2.683
2023-06-21,2.683
2023-06-22,2.683
2023-06-23,2.683
