,MKC/V US Equity
2020-09-01,2.95
2020-09-02,2.95
2020-09-03,2.95
2020-09-04,2.95
2020-09-05,2.95
2020-09-06,2.95
2020-09-07,2.95
2020-09-08,2.95
2020-09-09,2.95
2020-09-10,2.95
2020-09-11,2.95
2020-09-12,2.95
2020-09-13,2.95
2020-09-14,2.95
2020-09-15,2.95
2020-09-16,2.95
2020-09-17,2.95
2020-09-18,2.95
2020-09-19,2.95
2020-09-20,2.95
2020-09-21,2.95
2020-09-22,2.95
2020-09-23,2.95
2020-09-24,2.95
2020-09-25,2.947
2020-09-26,2.947
2020-09-27,2.947
2020-09-28,2.947
2020-09-29,2.947
2020-09-30,2.91
2020-10-01,2.91
2020-10-02,2.91
2020-10-03,2.91
2020-10-04,2.91
2020-10-05,2.91
2020-10-06,2.91
2020-10-07,2.91
2020-10-08,2.91
2020-10-09,2.91
2020-10-10,2.91
2020-10-11,2.91
2020-10-12,2.91
2020-10-13,2.91
2020-10-14,2.91
2020-10-15,2.91
2020-10-16,2.91
2020-10-17,2.91
2020-10-18,2.91
2020-10-19,2.91
2020-10-20,2.91
2020-10-21,2.91
2020-10-22,2.91
2020-10-23,2.91
2020-10-24,2.91
2020-10-25,2.91
2020-10-26,2.91
2020-10-27,2.91
2020-10-28,2.91
2020-10-29,2.91
2020-10-30,2.91
2020-10-31,2.91
2020-11-01,2.91
2020-11-02,2.91
2020-11-03,2.91
2020-11-04,2.91
2020-11-05,2.91
2020-11-06,2.91
2020-11-07,2.91
2020-11-08,2.91
2020-11-09,2.91
2020-11-10,2.91
2020-11-11,2.91
2020-11-12,2.91
2020-11-13,2.91
2020-11-14,2.91
2020-11-15,2.91
2020-11-16,2.91
2020-11-17,2.91
2020-11-18,2.91
2020-11-19,2.91
2020-11-20,2.91
2020-11-21,2.91
2020-11-22,2.91
2020-11-23,2.91
2020-11-24,2.93
2020-11-25,2.93
2020-11-26,2.93
2020-11-27,2.93
2020-11-28,2.93
2020-11-29,2.93
2020-11-30,2.93
2020-12-01,2.93
2020-12-02,3.103
2020-12-03,3.103
2020-12-04,3.103
2020-12-05,3.103
2020-12-06,3.103
2020-12-07,3.103
2020-12-08,3.103
2020-12-09,3.103
2020-12-10,3.103
2020-12-11,3.103
2020-12-12,3.103
2020-12-13,3.103
2020-12-14,3.103
2020-12-15,3.103
2020-12-16,3.11
2020-12-17,3.11
2020-12-18,3.11
2020-12-19,3.11
2020-12-20,3.11
2020-12-21,3.11
2020-12-22,3.11
2020-12-23,3.11
2020-12-24,3.11
2020-12-25,3.11
2020-12-26,3.11
2020-12-27,3.11
2020-12-28,3.11
2020-12-29,3.11
2020-12-30,3.11
2020-12-31,3.103
2021-01-01,3.103
2021-01-02,3.103
2021-01-03,3.103
2021-01-04,3.103
2021-01-05,3.103
2021-01-06,3.103
2021-01-07,3.103
2021-01-08,3.103
2021-01-09,3.103
2021-01-10,3.103
2021-01-11,3.103
2021-01-12,3.103
2021-01-13,3.103
2021-01-14,3.103
2021-01-15,3.103
2021-01-16,3.103
2021-01-17,3.103
2021-01-18,3.103
2021-01-19,3.103
2021-01-20,3.103
2021-01-21,3.118
2021-01-22,3.118
2021-01-23,3.118
2021-01-24,3.118
2021-01-25,3.118
2021-01-26,3.118
2021-01-27,3.118
2021-01-28,3.118
2021-01-29,2.937
2021-01-30,2.937
2021-01-31,2.937
2021-02-01,2.937
2021-02-02,2.937
2021-02-03,2.937
2021-02-04,2.937
2021-02-05,2.937
2021-02-06,2.937
2021-02-07,2.937
2021-02-08,2.937
2021-02-09,2.937
2021-02-10,2.937
2021-02-11,2.937
2021-02-12,2.937
2021-02-13,2.937
2021-02-14,2.937
2021-02-15,2.937
2021-02-16,2.937
2021-02-17,2.937
2021-02-18,2.937
2021-02-19,2.937
2021-02-20,2.937
2021-02-21,2.937
2021-02-22,2.937
2021-02-23,2.937
2021-02-24,2.937
2021-02-25,2.973
2021-02-26,2.973
2021-02-27,2.973
2021-02-28,2.973
2021-03-01,2.973
2021-03-02,2.973
2021-03-03,2.973
2021-03-04,2.973
2021-03-05,2.973
2021-03-06,2.973
2021-03-07,2.973
2021-03-08,2.973
2021-03-09,2.973
2021-03-10,2.973
2021-03-11,2.973
2021-03-12,2.973
2021-03-13,2.973
2021-03-14,2.973
2021-03-15,2.973
2021-03-16,2.973
2021-03-17,2.973
2021-03-18,2.973
2021-03-19,2.973
2021-03-20,2.973
2021-03-21,2.973
2021-03-22,2.973
2021-03-23,2.973
2021-03-24,2.973
2021-03-25,2.973
2021-03-26,2.973
2021-03-27,2.973
2021-03-28,2.973
2021-03-29,2.973
2021-03-30,3.007
2021-03-31,3.007
2021-04-01,3.007
2021-04-02,3.007
2021-04-03,3.007
2021-04-04,3.007
2021-04-05,3.007
2021-04-06,3.007
2021-04-07,3.007
2021-04-08,3.007
2021-04-09,3.007
2021-04-10,3.007
2021-04-11,3.007
2021-04-12,3.007
2021-04-13,3.007
2021-04-14,3.007
2021-04-15,3.007
2021-04-16,3.007
2021-04-17,3.007
2021-04-18,3.007
2021-04-19,3.007
2021-04-20,3.007
2021-04-21,3.007
2021-04-22,2.69
2021-04-23,2.69
2021-04-24,2.69
2021-04-25,2.69
2021-04-26,2.69
2021-04-27,2.69
2021-04-28,2.69
2021-04-29,2.69
2021-04-30,2.69
2021-05-01,2.69
2021-05-02,2.69
2021-05-03,2.69
2021-05-04,2.69
2021-05-05,2.69
2021-05-06,2.69
2021-05-07,2.69
2021-05-08,2.69
2021-05-09,2.69
2021-05-10,2.69
2021-05-11,2.69
2021-05-12,2.69
2021-05-13,2.69
2021-05-14,2.69
2021-05-15,2.69
2021-05-16,2.69
2021-05-17,2.69
2021-05-18,2.69
2021-05-19,2.69
2021-05-20,2.69
2021-05-21,2.69
2021-05-22,2.69
2021-05-23,2.69
2021-05-24,2.69
2021-05-25,2.69
2021-05-26,2.69
2021-05-27,2.69
2021-05-28,2.69
2021-05-29,2.69
2021-05-30,2.69
2021-05-31,2.69
2021-06-01,2.69
2021-06-02,2.69
2021-06-03,2.69
2021-06-04,2.69
2021-06-05,2.69
2021-06-06,2.69
2021-06-07,2.69
2021-06-08,2.69
2021-06-09,2.69
2021-06-10,2.69
2021-06-11,2.69
2021-06-12,2.69
2021-06-13,2.69
2021-06-14,2.69
2021-06-15,2.69
2021-06-16,2.69
2021-06-17,2.69
2021-06-18,2.69
2021-06-19,2.69
2021-06-20,2.69
2021-06-21,2.67
2021-06-22,2.67
2021-06-23,2.67
2021-06-24,2.67
2021-06-25,2.67
2021-06-26,2.67
2021-06-27,2.67
2021-06-28,2.67
2021-06-29,2.67
2021-06-30,2.67
2021-07-01,2.66
2021-07-02,3.12
2021-07-03,3.12
2021-07-04,3.12
2021-07-05,3.12
2021-07-06,3.12
2021-07-07,3.12
2021-07-08,3.12
2021-07-09,3.12
2021-07-10,3.12
2021-07-11,3.12
2021-07-12,3.12
2021-07-13,3.12
2021-07-14,3.228
2021-07-15,3.228
2021-07-16,3.228
2021-07-17,3.228
2021-07-18,3.228
2021-07-19,3.255
2021-07-20,3.255
2021-07-21,3.255
2021-07-22,3.255
2021-07-23,3.255
2021-07-24,3.255
2021-07-25,3.255
2021-07-26,3.255
2021-07-27,3.255
2021-07-28,3.255
2021-07-29,3.255
2021-07-30,3.255
2021-07-31,3.255
2021-08-01,3.255
2021-08-02,3.255
2021-08-03,3.255
2021-08-04,3.255
2021-08-05,3.255
2021-08-06,3.255
2021-08-07,3.255
2021-08-08,3.255
2021-08-09,3.255
2021-08-10,3.255
2021-08-11,3.255
2021-08-12,3.255
2021-08-13,3.255
2021-08-14,3.255
2021-08-15,3.255
2021-08-16,3.255
2021-08-17,3.255
2021-08-18,3.255
2021-08-19,3.255
2021-08-20,3.255
2021-08-21,3.255
2021-08-22,3.255
2021-08-23,3.255
2021-08-24,3.255
2021-08-25,3.255
2021-08-26,3.255
2021-08-27,3.255
2021-08-28,3.255
2021-08-29,3.255
2021-08-30,3.255
2021-08-31,3.255
2021-09-01,3.255
2021-09-02,3.255
2021-09-03,3.255
2021-09-04,3.255
2021-09-05,3.255
2021-09-06,3.255
2021-09-07,3.255
2021-09-08,3.255
2021-09-09,3.255
2021-09-10,3.255
2021-09-11,3.255
2021-09-12,3.255
2021-09-13,3.228
2021-09-14,3.228
2021-09-15,3.228
2021-09-16,3.24
2021-09-17,3.24
2021-09-18,3.24
2021-09-19,3.24
2021-09-20,3.24
2021-09-21,3.24
2021-09-22,3.24
2021-09-23,3.24
2021-09-24,3.24
2021-09-25,3.24
2021-09-26,3.24
2021-09-27,3.24
2021-09-28,3.24
2021-09-29,3.24
2021-09-30,3.2
2021-10-01,3.2
2021-10-02,3.2
2021-10-03,3.2
2021-10-04,3.2
2021-10-05,3.2
2021-10-06,3.2
2021-10-07,3.2
2021-10-08,3.2
2021-10-09,3.2
2021-10-10,3.2
2021-10-11,3.2
2021-10-12,3.2
2021-10-13,3.2
2021-10-14,3.2
2021-10-15,3.2
2021-10-16,3.2
2021-10-17,3.2
2021-10-18,3.2
2021-10-19,3.2
2021-10-20,3.2
2021-10-21,3.2
2021-10-22,3.2
2021-10-23,3.2
2021-10-24,3.2
2021-10-25,3.2
2021-10-26,3.2
2021-10-27,3.2
2021-10-28,3.2
2021-10-29,3.2
2021-10-30,3.2
2021-10-31,3.2
2021-11-01,3.2
2021-11-02,3.2
2021-11-03,3.2
2021-11-04,3.2
2021-11-05,3.2
2021-11-06,3.2
2021-11-07,3.2
2021-11-08,3.2
2021-11-09,3.2
2021-11-10,3.2
2021-11-11,3.2
2021-11-12,3.24
2021-11-13,3.24
2021-11-14,3.24
2021-11-15,3.24
2021-11-16,3.24
2021-11-17,3.24
2021-11-18,3.24
2021-11-19,3.24
2021-11-20,3.24
2021-11-21,3.24
2021-11-22,3.24
2021-11-23,3.24
2021-11-24,3.24
2021-11-25,3.24
2021-11-26,3.24
2021-11-27,3.24
2021-11-28,3.24
2021-11-29,3.24
2021-11-30,3.24
2021-12-01,3.24
2021-12-02,3.24
2021-12-03,3.24
2021-12-04,3.24
2021-12-05,3.24
2021-12-06,3.24
2021-12-07,3.24
2021-12-08,3.24
2021-12-09,3.24
2021-12-10,3.24
2021-12-11,3.24
2021-12-12,3.24
2021-12-13,3.24
2021-12-14,3.254
2021-12-15,3.254
2021-12-16,3.254
2021-12-17,3.254
2021-12-18,3.254
2021-12-19,3.254
2021-12-20,3.254
2021-12-21,3.254
2021-12-22,3.254
2021-12-23,3.254
2021-12-24,3.254
2021-12-25,3.254
2021-12-26,3.254
2021-12-27,3.254
2021-12-28,3.254
2021-12-29,3.254
2021-12-30,3.254
2021-12-31,3.254
2022-01-01,3.254
2022-01-02,3.254
2022-01-03,3.254
2022-01-04,3.254
2022-01-05,3.254
2022-01-06,3.254
2022-01-07,3.254
2022-01-08,3.254
2022-01-09,3.254
2022-01-10,3.254
2022-01-11,3.254
2022-01-12,3.254
2022-01-13,3.254
2022-01-14,3.254
2022-01-15,3.254
2022-01-16,3.254
2022-01-17,3.254
2022-01-18,3.252
2022-01-19,3.252
2022-01-20,3.252
2022-01-21,3.252
2022-01-22,3.252
2022-01-23,3.252
2022-01-24,3.252
2022-01-25,3.252
2022-01-26,3.252
2022-01-27,3.656
2022-01-28,3.658
2022-01-29,3.658
2022-01-30,3.658
2022-01-31,3.658
2022-02-01,3.658
2022-02-02,3.658
2022-02-03,3.658
2022-02-04,3.658
2022-02-05,3.658
2022-02-06,3.658
2022-02-07,3.658
2022-02-08,3.658
2022-02-09,3.658
2022-02-10,3.691
2022-02-11,3.691
2022-02-12,3.691
2022-02-13,3.691
2022-02-14,3.691
2022-02-15,3.691
2022-02-16,3.691
2022-02-17,3.691
2022-02-18,3.691
2022-02-19,3.691
2022-02-20,3.691
2022-02-21,3.691
2022-02-22,3.691
2022-02-23,3.691
2022-02-24,3.691
2022-02-25,3.691
2022-02-26,3.691
2022-02-27,3.691
2022-02-28,3.691
2022-03-01,3.691
2022-03-02,3.691
2022-03-03,3.691
2022-03-04,3.691
2022-03-05,3.691
2022-03-06,3.691
2022-03-07,3.691
2022-03-08,3.691
2022-03-09,3.691
2022-03-10,3.691
2022-03-11,3.691
2022-03-12,3.691
2022-03-13,3.691
2022-03-14,3.691
2022-03-15,3.659
2022-03-16,3.659
2022-03-17,3.659
2022-03-18,3.656
2022-03-19,3.656
2022-03-20,3.656
2022-03-21,3.656
2022-03-22,3.656
2022-03-23,3.656
2022-03-24,3.656
2022-03-25,3.656
2022-03-26,3.656
2022-03-27,3.656
2022-03-28,3.656
2022-03-29,3.666
2022-03-30,3.657
2022-03-31,3.657
2022-04-01,3.657
2022-04-02,3.657
2022-04-03,3.657
2022-04-04,3.657
2022-04-05,3.657
2022-04-06,3.657
2022-04-07,3.657
2022-04-08,3.657
2022-04-09,3.657
2022-04-10,3.657
2022-04-11,3.657
2022-04-12,3.657
2022-04-13,3.657
2022-04-14,3.657
2022-04-15,3.657
2022-04-16,3.657
2022-04-17,3.657
2022-04-18,3.657
2022-04-19,3.657
2022-04-20,3.657
2022-04-21,3.657
2022-04-22,3.657
2022-04-23,3.657
2022-04-24,3.657
2022-04-25,3.657
2022-04-26,3.657
2022-04-27,3.657
2022-04-28,3.657
2022-04-29,3.657
2022-04-30,3.657
2022-05-01,3.657
2022-05-02,3.657
2022-05-03,3.657
2022-05-04,3.657
2022-05-05,3.657
2022-05-06,3.657
2022-05-07,3.657
2022-05-08,3.657
2022-05-09,3.657
2022-05-10,3.657
2022-05-11,3.657
2022-05-12,3.657
2022-05-13,3.657
2022-05-14,3.657
2022-05-15,3.657
2022-05-16,3.657
2022-05-17,3.657
2022-05-18,3.657
2022-05-19,3.657
2022-05-20,3.657
2022-05-21,3.657
2022-05-22,3.657
2022-05-23,3.657
2022-05-24,3.657
2022-05-25,3.657
2022-05-26,3.657
2022-05-27,3.657
2022-05-28,3.657
2022-05-29,3.657
2022-05-30,3.657
2022-05-31,3.657
2022-06-01,3.657
2022-06-02,3.657
2022-06-03,3.657
2022-06-04,3.657
2022-06-05,3.657
2022-06-06,3.657
2022-06-07,3.657
2022-06-08,3.657
2022-06-09,3.657
2022-06-10,3.657
2022-06-11,3.657
2022-06-12,3.657
2022-06-13,3.657
2022-06-14,3.657
2022-06-15,3.657
2022-06-16,3.657
2022-06-17,3.657
2022-06-18,3.657
2022-06-19,3.657
2022-06-20,3.65
2022-06-21,3.65
2022-06-22,3.65
2022-06-23,3.65
2022-06-24,3.65
2022-06-25,3.65
2022-06-26,3.65
2022-06-27,3.65
2022-06-28,3.65
2022-06-29,3.596
2022-06-30,3.586
2022-07-01,3.586
2022-07-02,3.586
2022-07-03,3.586
2022-07-04,3.586
2022-07-05,3.586
2022-07-06,3.586
2022-07-07,3.586
2022-07-08,3.586
2022-07-09,3.586
2022-07-10,3.586
2022-07-11,3.586
2022-07-12,3.586
2022-07-13,3.586
2022-07-14,3.586
2022-07-15,3.586
2022-07-16,3.586
2022-07-17,3.586
2022-07-18,3.586
2022-07-19,3.586
2022-07-20,3.564
2022-07-21,3.564
2022-07-22,3.564
2022-07-23,3.564
2022-07-24,3.564
2022-07-25,3.564
2022-07-26,3.564
2022-07-27,3.564
2022-07-28,3.564
2022-07-29,3.564
2022-07-30,3.564
2022-07-31,3.564
2022-08-01,3.564
2022-08-02,3.564
2022-08-03,3.564
2022-08-04,3.564
2022-08-05,3.564
2022-08-06,3.564
2022-08-07,3.564
2022-08-08,3.564
2022-08-09,3.564
2022-08-10,3.564
2022-08-11,3.564
2022-08-12,3.533
2022-08-13,3.533
2022-08-14,3.533
2022-08-15,3.533
2022-08-16,3.533
2022-08-17,3.533
2022-08-18,3.534
2022-08-19,3.534
2022-08-20,3.534
2022-08-21,3.534
2022-08-22,3.534
2022-08-23,3.534
2022-08-24,3.534
2022-08-25,3.534
2022-08-26,3.534
2022-08-27,3.534
2022-08-28,3.534
2022-08-29,3.534
2022-08-30,3.534
2022-08-31,3.534
2022-09-01,3.534
2022-09-02,3.534
2022-09-03,3.534
2022-09-04,3.534
2022-09-05,3.534
2022-09-06,3.534
2022-09-07,3.537
2022-09-08,3.44
2022-09-09,3.36
2022-09-10,3.36
2022-09-11,3.36
2022-09-12,3.36
2022-09-13,3.36
2022-09-14,3.36
2022-09-15,3.36
2022-09-16,3.36
2022-09-17,3.36
2022-09-18,3.36
2022-09-19,3.36
2022-09-20,3.36
2022-09-21,3.36
2022-09-22,3.36
2022-09-23,3.36
2022-09-24,3.36
2022-09-25,3.36
2022-09-26,3.36
2022-09-27,3.36
2022-09-28,3.36
2022-09-29,3.36
2022-09-30,3.36
2022-10-01,3.36
2022-10-02,3.36
2022-10-03,3.36
2022-10-04,3.36
2022-10-05,3.36
2022-10-06,3.272
2022-10-07,3.259
2022-10-08,3.259
2022-10-09,3.259
2022-10-10,3.259
2022-10-11,3.259
2022-10-12,3.259
2022-10-13,3.259
2022-10-14,3.259
2022-10-15,3.259
2022-10-16,3.259
2022-10-17,3.259
2022-10-18,3.259
2022-10-19,3.259
2022-10-20,3.259
2022-10-21,3.259
2022-10-22,3.259
2022-10-23,3.259
2022-10-24,3.259
2022-10-25,3.259
2022-10-26,3.259
2022-10-27,3.259
2022-10-28,3.259
2022-10-29,3.259
2022-10-30,3.259
2022-10-31,3.259
2022-11-01,3.259
2022-11-02,3.259
2022-11-03,3.259
2022-11-04,3.259
2022-11-05,3.259
2022-11-06,3.259
2022-11-07,3.259
2022-11-08,3.259
2022-11-09,3.259
2022-11-10,3.259
2022-11-11,3.259
2022-11-12,3.259
2022-11-13,3.259
2022-11-14,3.259
2022-11-15,3.174
2022-11-16,3.174
2022-11-17,3.174
2022-11-18,3.174
2022-11-19,3.174
2022-11-20,3.174
2022-11-21,3.174
2022-11-22,3.174
2022-11-23,3.174
2022-11-24,3.174
2022-11-25,3.174
2022-11-26,3.174
2022-11-27,3.174
2022-11-28,3.174
2022-11-29,3.174
2022-11-30,3.174
2022-12-01,3.174
2022-12-02,3.174
2022-12-03,3.174
2022-12-04,3.174
2022-12-05,3.185
2022-12-06,3.185
2022-12-07,3.185
2022-12-08,3.185
2022-12-09,3.185
2022-12-10,3.185
2022-12-11,3.185
2022-12-12,3.185
2022-12-13,3.161
2022-12-14,3.161
2022-12-15,3.161
2022-12-16,3.161
2022-12-17,3.161
2022-12-18,3.161
2022-12-19,3.161
2022-12-20,3.161
2022-12-21,3.161
2022-12-22,3.161
2022-12-23,3.161
2022-12-24,3.161
2022-12-25,3.161
2022-12-26,3.161
2022-12-27,3.161
2022-12-28,3.161
2022-12-29,3.161
2022-12-30,3.161
2022-12-31,3.161
2023-01-01,3.161
2023-01-02,3.161
2023-01-03,3.161
2023-01-04,3.161
2023-01-05,3.161
2023-01-06,3.166
2023-01-07,3.166
2023-01-08,3.166
2023-01-09,3.166
2023-01-10,3.166
2023-01-11,3.156
2023-01-12,3.149
2023-01-13,3.149
2023-01-14,3.149
2023-01-15,3.149
2023-01-16,3.146
2023-01-17,3.132
2023-01-18,3.132
2023-01-19,3.14
2023-01-20,3.133
2023-01-21,3.133
2023-01-22,3.133
2023-01-23,3.133
2023-01-24,3.135
2023-01-25,3.135
2023-01-26,2.977
2023-01-27,2.907
2023-01-28,2.907
2023-01-29,2.907
2023-01-30,2.878
2023-01-31,2.878
2023-02-01,2.878
2023-02-02,2.878
2023-02-03,2.878
2023-02-04,2.878
2023-02-05,2.878
2023-02-06,2.878
2023-02-07,2.878
2023-02-08,2.878
2023-02-09,2.878
2023-02-10,2.878
2023-02-11,2.878
2023-02-12,2.878
2023-02-13,2.878
2023-02-14,2.878
2023-02-15,2.878
2023-02-16,2.878
2023-02-17,2.878
2023-02-18,2.878
2023-02-19,2.878
2023-02-20,2.878
2023-02-21,2.878
2023-02-22,2.878
2023-02-23,2.878
2023-02-24,2.878
2023-02-25,2.878
2023-02-26,2.878
2023-02-27,2.878
2023-02-28,2.878
2023-03-01,2.878
2023-03-02,2.878
2023-03-03,2.878
2023-03-04,2.878
2023-03-05,2.878
2023-03-06,2.878
2023-03-07,2.878
2023-03-08,2.878
2023-03-09,2.878
2023-03-10,2.865
2023-03-11,2.865
2023-03-12,2.865
2023-03-13,2.865
2023-03-14,2.865
2023-03-15,2.865
2023-03-16,2.865
2023-03-17,2.865
2023-03-18,2.865
2023-03-19,2.865
2023-03-20,2.865
2023-03-21,2.863
2023-03-22,2.863
2023-03-23,2.863
2023-03-24,2.863
2023-03-25,2.863
2023-03-26,2.863
2023-03-27,2.863
2023-03-28,2.903
2023-03-29,2.915
2023-03-30,2.918
2023-03-31,2.918
2023-04-01,2.918
2023-04-02,2.918
2023-04-03,2.918
2023-04-04,2.918
2023-04-05,2.918
2023-04-06,2.918
2023-04-07,2.918
2023-04-08,2.918
2023-04-09,2.918
2023-04-10,2.927
2023-04-11,2.927
2023-04-12,2.927
2023-04-13,2.927
2023-04-14,2.927
2023-04-15,2.927
2023-04-16,2.927
2023-04-17,2.927
2023-04-18,2.931
2023-04-19,2.931
2023-04-20,2.931
2023-04-21,2.931
2023-04-22,2.931
2023-04-23,2.931
2023-04-24,2.931
2023-04-25,2.931
2023-04-26,2.931
2023-04-27,2.931
2023-04-28,2.931
2023-04-29,2.931
2023-04-30,2.931
2023-05-01,2.931
2023-05-02,2.931
2023-05-03,2.897
2023-05-04,2.897
2023-05-05,2.897
2023-05-06,2.897
2023-05-07,2.897
2023-05-08,2.897
2023-05-09,2.897
2023-05-10,2.897
2023-05-11,2.897
2023-05-12,2.897
2023-05-13,2.897
2023-05-14,2.897
2023-05-15,2.897
2023-05-16,2.897
2023-05-17,2.897
2023-05-18,2.897
2023-05-19,2.897
2023-05-20,2.897
2023-05-21,2.897
2023-05-22,2.897
2023-05-23,2.897
2023-05-24,2.897
2023-05-25,2.897
2023-05-26,2.897
2023-05-27,2.897
2023-05-28,2.897
2023-05-29,2.897
2023-05-30,2.897
2023-05-31,2.897
2023-06-01,2.897
2023-06-02,2.897
2023-06-03,2.897
2023-06-04,2.897
2023-06-05,2.897
2023-06-06,2.907
2023-06-07,2.907
2023-06-08,2.907
2023-06-09,2.907
2023-06-10,2.907
2023-06-11,2.908
2023-06-12,2.908
2023-06-13,2.908
2023-06-14,2.908
2023-06-15,2.908
2023-06-16,2.908
2023-06-17,2.908
2023-06-18,2.908
2023-06-19,2.908
2023-06-20,2.911
2023-06-21,2.911
2023-06-22,2.911
