,CG US Equity
2021-03-04,5.15
2021-03-05,5.15
2021-03-06,5.15
2021-03-07,5.15
2021-03-08,5.15
2021-03-09,5.15
2021-03-10,5.15
2021-03-11,5.15
2021-03-12,5.15
2021-03-13,5.15
2021-03-14,5.15
2021-03-15,5.15
2021-03-16,5.15
2021-03-17,5.15
2021-03-18,5.15
2021-03-19,5.15
2021-03-20,5.15
2021-03-21,5.15
2021-03-22,5.15
2021-03-23,5.15
2021-03-24,5.15
2021-03-25,5.15
2021-03-26,5.15
2021-03-27,5.15
2021-03-28,5.15
2021-03-29,5.15
2021-03-30,5.15
2021-03-31,5.15
2021-04-01,5.15
2021-04-02,5.15
2021-04-03,5.15
2021-04-04,5.15
2021-04-05,5.15
2021-04-06,5.15
2021-04-07,5.15
2021-04-08,5.15
2021-04-09,5.15
2021-04-10,5.15
2021-04-11,5.15
2021-04-12,5.15
2021-04-13,5.15
2021-04-14,5.15
2021-04-15,5.15
2021-04-16,5.15
2021-04-17,5.15
2021-04-18,5.15
2021-04-19,5.15
2021-04-20,5.15
2021-04-21,5.15
2021-04-22,5.15
2021-04-23,5.15
2021-04-24,5.15
2021-04-25,5.15
2021-04-26,5.15
2021-04-27,5.15
2021-04-28,5.15
2021-04-29,5.15
2021-04-30,5.15
2021-05-01,5.15
2021-05-02,5.15
2021-05-03,5.15
2021-05-04,5.15
2021-05-05,5.15
2021-05-06,5.15
2021-05-07,5.15
2021-05-08,5.15
2021-05-09,5.15
2021-05-10,5.15
2021-05-11,5.15
2021-05-12,5.15
2021-05-13,5.15
2021-05-14,5.15
2021-05-15,5.15
2021-05-16,5.15
2021-05-17,5.15
2021-05-18,5.15
2021-05-19,5.15
2021-05-20,5.15
2021-05-21,5.15
2021-05-22,5.15
2021-05-23,5.15
2021-05-24,5.15
2021-05-25,5.15
2021-05-26,5.15
2021-05-27,5.15
2021-05-28,5.15
2021-05-29,5.15
2021-05-30,5.15
2021-05-31,5.15
2021-06-01,5.15
2021-06-02,5.15
2021-06-03,5.15
2021-06-04,5.15
2021-06-05,5.15
2021-06-06,5.15
2021-06-07,5.15
2021-06-08,5.15
2021-06-09,5.15
2021-06-10,5.15
2021-06-11,5.15
2021-06-12,5.15
2021-06-13,5.15
2021-06-14,5.15
2021-06-15,5.15
2021-06-16,5.15
2021-06-17,5.15
2021-06-18,5.15
2021-06-19,5.15
2021-06-20,5.15
2021-06-21,5.15
2021-06-22,5.15
2021-06-23,5.15
2021-06-24,5.15
2021-06-25,5.15
2021-06-26,5.15
2021-06-27,5.15
2021-06-28,5.15
2021-06-29,5.15
2021-06-30,5.15
2021-07-01,5.15
2021-07-02,5.15
2021-07-03,5.15
2021-07-04,5.15
2021-07-05,5.15
2021-07-06,5.15
2021-07-07,5.15
2021-07-08,5.15
2021-07-09,5.15
2021-07-10,5.15
2021-07-11,5.15
2021-07-12,5.15
2021-07-13,5.15
2021-07-14,5.15
2021-07-15,5.15
2021-07-16,5.15
2021-07-17,5.15
2021-07-18,5.15
2021-07-19,5.15
2021-07-20,5.15
2021-07-21,5.15
2021-07-22,5.15
2021-07-23,5.15
2021-07-24,5.15
2021-07-25,5.15
2021-07-26,5.15
2021-07-27,5.15
2021-07-28,5.15
2021-07-29,5.15
2021-07-30,5.15
2021-07-31,5.15
2021-08-01,5.15
2021-08-02,5.15
2021-08-03,5.15
2021-08-04,5.15
2021-08-05,5.15
2021-08-06,5.15
2021-08-07,5.15
2021-08-08,5.15
2021-08-09,5.15
2021-08-10,5.15
2021-08-11,5.15
2021-08-12,5.15
2021-08-13,5.15
2021-08-14,5.15
2021-08-15,5.15
2021-08-16,5.15
2021-08-17,5.15
2021-08-18,5.15
2021-08-19,5.15
2021-08-20,5.15
2021-08-21,5.15
2021-08-22,5.15
2021-08-23,5.15
2021-08-24,5.15
2021-08-25,5.15
2021-08-26,5.15
2021-08-27,5.15
2021-08-28,5.15
2021-08-29,5.15
2021-08-30,5.15
2021-08-31,5.15
2021-09-01,5.15
2021-09-02,5.15
2021-09-03,5.15
2021-09-04,5.15
2021-09-05,5.15
2021-09-06,5.15
2021-09-07,5.15
2021-09-08,5.15
2021-09-09,5.15
2021-09-10,5.15
2021-09-11,5.15
2021-09-12,5.15
2021-09-13,5.15
2021-09-14,5.15
2021-09-15,5.15
2021-09-16,5.15
2021-09-17,5.15
2021-09-18,5.15
2021-09-19,5.15
2021-09-20,5.15
2021-09-21,5.15
2021-09-22,5.15
2021-09-23,5.15
2021-09-24,5.15
2021-09-25,5.15
2021-09-26,5.15
2021-09-27,5.15
2021-09-28,5.15
2021-09-29,5.15
2021-09-30,5.15
2021-10-01,5.15
2021-10-02,5.15
2021-10-03,5.15
2021-10-04,5.15
2021-10-05,5.15
2021-10-06,5.15
2021-10-07,5.15
2021-10-08,5.15
2021-10-09,5.15
2021-10-10,5.15
2021-10-11,5.15
2021-10-12,5.15
2021-10-13,5.15
2021-10-14,5.15
2021-10-15,5.15
2021-10-16,5.15
2021-10-17,5.15
2021-10-18,5.15
2021-10-19,5.15
2021-10-20,5.15
2021-10-21,5.15
2021-10-22,5.15
2021-10-23,5.15
2021-10-24,5.15
2021-10-25,5.15
2021-10-26,5.15
2021-10-27,5.15
2021-10-28,5.15
2021-10-29,5.15
2021-10-30,5.15
2021-10-31,5.15
2021-11-01,5.15
2021-11-02,5.15
2021-11-03,5.15
2021-11-04,5.15
2021-11-05,5.15
2021-11-06,5.15
2021-11-07,5.15
2021-11-08,5.15
2021-11-09,5.15
2021-11-10,5.15
2021-11-11,5.15
2021-11-12,5.15
2021-11-13,5.15
2021-11-14,5.15
2021-11-15,5.15
2021-11-16,5.15
2021-11-17,5.15
2021-11-18,5.15
2021-11-19,5.15
2021-11-20,5.15
2021-11-21,5.15
2021-11-22,5.15
2021-11-23,5.15
2021-11-24,5.15
2021-11-25,5.15
2021-11-26,5.15
2021-11-27,5.15
2021-11-28,5.15
2021-11-29,5.15
2021-11-30,5.15
2021-12-01,5.15
2021-12-02,5.15
2021-12-03,5.15
2021-12-04,5.15
2021-12-05,5.15
2021-12-06,5.15
2021-12-07,5.15
2021-12-08,5.15
2021-12-09,5.15
2021-12-10,5.15
2021-12-11,5.15
2021-12-12,5.15
2021-12-13,5.15
2021-12-14,5.15
2021-12-15,5.15
2021-12-16,5.09
2021-12-17,5.09
2021-12-18,5.09
2021-12-19,5.09
2021-12-20,5.09
2021-12-21,5.09
2021-12-22,5.09
2021-12-23,5.09
2021-12-24,5.09
2021-12-25,5.09
2021-12-26,5.09
2021-12-27,5.09
2021-12-28,5.09
2021-12-29,5.09
2021-12-30,5.09
2021-12-31,5.09
2022-01-01,5.09
2022-01-02,5.09
2022-01-03,5.09
2022-01-04,5.09
2022-01-05,5.09
2022-01-06,5.09
2022-01-07,5.09
2022-01-08,5.09
2022-01-09,5.09
2022-01-10,5.09
2022-01-11,5.09
2022-01-12,5.36
2022-01-13,5.36
2022-01-14,5.36
2022-01-15,5.36
2022-01-16,5.36
2022-01-17,5.36
2022-01-18,5.36
2022-01-19,5.36
2022-01-20,5.36
2022-01-21,5.36
2022-01-22,5.36
2022-01-23,5.36
2022-01-24,5.36
2022-01-25,5.36
2022-01-26,5.36
2022-01-27,5.36
2022-01-28,5.36
2022-01-29,5.36
2022-01-30,5.36
2022-01-31,5.36
2022-02-01,5.36
2022-02-02,5.36
2022-02-03,5.36
2022-02-04,5.107
2022-02-05,5.107
2022-02-06,5.107
2022-02-07,5.107
2022-02-08,4.95
2022-02-09,4.95
2022-02-10,4.95
2022-02-11,4.95
2022-02-12,4.95
2022-02-13,4.95
2022-02-14,4.95
2022-02-15,4.95
2022-02-16,4.95
2022-02-17,4.95
2022-02-18,4.95
2022-02-19,4.95
2022-02-20,4.95
2022-02-21,4.95
2022-02-22,4.95
2022-02-23,4.95
2022-02-24,4.95
2022-02-25,4.95
2022-02-26,4.95
2022-02-27,4.95
2022-02-28,4.95
2022-03-01,4.95
2022-03-02,4.95
2022-03-03,4.95
2022-03-04,4.95
2022-03-05,4.95
2022-03-06,4.95
2022-03-07,4.95
2022-03-08,4.95
2022-03-09,4.95
2022-03-10,4.95
2022-03-11,4.95
2022-03-12,4.95
2022-03-13,4.95
2022-03-14,4.838
2022-03-15,4.838
2022-03-16,4.838
2022-03-17,4.838
2022-03-18,4.838
2022-03-19,4.838
2022-03-20,4.838
2022-03-21,4.838
2022-03-22,4.838
2022-03-23,4.838
2022-03-24,4.838
2022-03-25,4.838
2022-03-26,4.838
2022-03-27,4.838
2022-03-28,4.838
2022-03-29,4.838
2022-03-30,4.824
2022-03-31,4.802
2022-04-01,4.842
2022-04-02,4.842
2022-04-03,4.842
2022-04-04,4.791
2022-04-05,4.791
2022-04-06,4.791
2022-04-07,4.747
2022-04-08,4.747
2022-04-09,4.747
2022-04-10,4.747
2022-04-11,4.747
2022-04-12,4.747
2022-04-13,4.779
2022-04-14,4.779
2022-04-15,4.779
2022-04-16,4.779
2022-04-17,4.779
2022-04-18,4.858
2022-04-19,4.858
2022-04-20,4.965
2022-04-21,4.995
2022-04-22,4.995
2022-04-23,4.995
2022-04-24,4.995
2022-04-25,4.844
2022-04-26,4.844
2022-04-27,4.844
2022-04-28,4.751
2022-04-29,4.774
2022-04-30,4.82
2022-05-01,4.82
2022-05-02,5.007
2022-05-03,5.007
2022-05-04,5.021
2022-05-05,5.021
2022-05-06,5.021
2022-05-07,5.021
2022-05-08,5.021
2022-05-09,5.021
2022-05-10,4.965
2022-05-11,4.965
2022-05-12,4.965
2022-05-13,4.965
2022-05-14,4.965
2022-05-15,4.965
2022-05-16,4.965
2022-05-17,4.965
2022-05-18,4.965
2022-05-19,4.937
2022-05-20,4.937
2022-05-21,4.937
2022-05-22,4.937
2022-05-23,4.937
2022-05-24,4.937
2022-05-25,4.937
2022-05-26,4.937
2022-05-27,4.937
2022-05-28,4.937
2022-05-29,4.937
2022-05-30,4.937
2022-05-31,4.937
2022-06-01,4.937
2022-06-02,4.937
2022-06-03,4.912
2022-06-04,4.912
2022-06-05,4.912
2022-06-06,4.912
2022-06-07,4.912
2022-06-08,4.912
2022-06-09,4.912
2022-06-10,4.912
2022-06-11,4.912
2022-06-12,4.912
2022-06-13,4.912
2022-06-14,4.912
2022-06-15,4.912
2022-06-16,4.912
2022-06-17,4.912
2022-06-18,4.912
2022-06-19,4.912
2022-06-20,4.912
2022-06-21,4.912
2022-06-22,4.912
2022-06-23,4.912
2022-06-24,4.912
2022-06-25,4.912
2022-06-26,4.912
2022-06-27,4.912
2022-06-28,4.897
2022-06-29,4.897
2022-06-30,4.897
2022-07-01,4.897
2022-07-02,4.897
2022-07-03,4.897
2022-07-04,4.897
2022-07-05,4.897
2022-07-06,4.897
2022-07-07,4.897
2022-07-08,4.897
2022-07-09,4.897
2022-07-10,4.897
2022-07-11,4.902
2022-07-12,4.82
2022-07-13,4.833
2022-07-14,4.833
2022-07-15,4.833
2022-07-16,4.833
2022-07-17,4.833
2022-07-18,4.833
2022-07-19,4.613
2022-07-20,4.609
2022-07-21,4.609
2022-07-22,4.609
2022-07-23,4.609
2022-07-24,4.609
2022-07-25,4.609
2022-07-26,4.609
2022-07-27,4.609
2022-07-28,4.69
2022-07-29,4.709
2022-07-30,4.709
2022-07-31,4.709
2022-08-01,4.758
2022-08-02,4.847
2022-08-03,4.847
2022-08-04,4.847
2022-08-05,4.847
2022-08-06,4.847
2022-08-07,4.847
2022-08-08,4.847
2022-08-09,4.818
2022-08-10,4.818
2022-08-11,4.818
2022-08-12,4.78
2022-08-13,4.78
2022-08-14,4.78
2022-08-15,4.78
2022-08-16,4.799
2022-08-17,4.799
2022-08-18,4.799
2022-08-19,4.799
2022-08-20,4.799
2022-08-21,4.799
2022-08-22,4.799
2022-08-23,4.799
2022-08-24,4.799
2022-08-25,4.799
2022-08-26,4.799
2022-08-27,4.799
2022-08-28,4.799
2022-08-29,4.799
2022-08-30,4.799
2022-08-31,4.799
2022-09-01,4.799
2022-09-02,4.799
2022-09-03,4.799
2022-09-04,4.799
2022-09-05,4.799
2022-09-06,4.799
2022-09-07,4.799
2022-09-08,4.799
2022-09-09,4.799
2022-09-10,4.799
2022-09-11,4.799
2022-09-12,4.799
2022-09-13,4.799
2022-09-14,4.799
2022-09-15,4.799
2022-09-16,4.799
2022-09-17,4.799
2022-09-18,4.799
2022-09-19,4.799
2022-09-20,4.799
2022-09-21,4.799
2022-09-22,4.799
2022-09-23,4.799
2022-09-24,4.799
2022-09-25,4.799
2022-09-26,4.799
2022-09-27,4.799
2022-09-28,4.799
2022-09-29,4.799
2022-09-30,4.757
2022-10-01,4.757
2022-10-02,4.757
2022-10-03,4.752
2022-10-04,4.752
2022-10-05,4.752
2022-10-06,4.752
2022-10-07,4.752
2022-10-08,4.752
2022-10-09,4.752
2022-10-10,4.752
2022-10-11,4.752
2022-10-12,4.726
2022-10-13,4.726
2022-10-14,4.726
2022-10-15,4.726
2022-10-16,4.726
2022-10-17,4.698
2022-10-18,4.613
2022-10-19,4.613
2022-10-20,4.613
2022-10-21,4.613
2022-10-22,4.613
2022-10-23,4.613
2022-10-24,4.613
2022-10-25,4.613
2022-10-26,4.613
2022-10-27,4.613
2022-10-28,4.613
2022-10-29,4.613
2022-10-30,4.613
2022-10-31,4.584
2022-11-01,4.584
2022-11-02,4.584
2022-11-03,4.584
2022-11-04,4.584
2022-11-05,4.584
2022-11-06,4.584
2022-11-07,4.584
2022-11-08,4.534
2022-11-09,4.492
2022-11-10,4.492
2022-11-11,4.49
2022-11-12,4.494
2022-11-13,4.494
2022-11-14,4.494
2022-11-15,4.432
2022-11-16,4.432
2022-11-17,4.432
2022-11-18,4.432
2022-11-19,4.432
2022-11-20,4.432
2022-11-21,4.432
2022-11-22,4.432
2022-11-23,4.432
2022-11-24,4.432
2022-11-25,4.432
2022-11-26,4.432
2022-11-27,4.432
2022-11-28,4.432
2022-11-29,4.432
2022-11-30,4.432
2022-12-01,4.432
2022-12-02,4.432
2022-12-03,4.432
2022-12-04,4.432
2022-12-05,4.432
2022-12-06,4.432
2022-12-07,4.432
2022-12-08,4.432
2022-12-09,4.432
2022-12-10,4.432
2022-12-11,4.432
2022-12-12,4.432
2022-12-13,4.48
2022-12-14,4.48
2022-12-15,4.48
2022-12-16,4.395
2022-12-17,4.395
2022-12-18,4.395
2022-12-19,4.395
2022-12-20,4.395
2022-12-21,4.395
2022-12-22,4.395
2022-12-23,4.395
2022-12-24,4.395
2022-12-25,4.395
2022-12-26,4.395
2022-12-27,4.395
2022-12-28,4.395
2022-12-29,4.395
2022-12-30,4.381
2022-12-31,4.381
2023-01-01,4.381
2023-01-02,4.381
2023-01-03,4.381
2023-01-04,4.377
2023-01-05,4.377
2023-01-06,4.377
2023-01-07,4.377
2023-01-08,4.377
2023-01-09,4.372
2023-01-10,4.354
2023-01-11,4.394
2023-01-12,4.394
2023-01-13,4.394
2023-01-14,4.394
2023-01-15,4.394
2023-01-16,4.394
2023-01-17,4.394
2023-01-18,4.391
2023-01-19,4.391
2023-01-20,4.391
2023-01-21,4.391
2023-01-22,4.391
2023-01-23,4.408
2023-01-24,4.413
2023-01-25,4.408
2023-01-26,4.408
2023-01-27,4.408
2023-01-28,4.408
2023-01-29,4.408
2023-01-30,4.408
2023-01-31,4.408
2023-02-01,4.408
2023-02-02,4.408
2023-02-03,4.408
2023-02-04,4.408
2023-02-05,4.408
2023-02-06,4.408
2023-02-07,4.437
2023-02-08,4.439
2023-02-09,4.439
2023-02-10,4.485
2023-02-11,4.479
2023-02-12,4.479
2023-02-13,4.49
2023-02-14,4.49
2023-02-15,4.49
2023-02-16,4.49
2023-02-17,4.492
2023-02-18,4.492
2023-02-19,4.492
2023-02-20,4.492
2023-02-21,4.492
2023-02-22,4.457
2023-02-23,4.457
2023-02-24,4.457
2023-02-25,4.457
2023-02-26,4.457
2023-02-27,4.457
2023-02-28,4.457
2023-03-01,4.457
2023-03-02,4.458
2023-03-03,4.458
2023-03-04,4.458
2023-03-05,4.458
2023-03-06,4.458
2023-03-07,4.458
2023-03-08,4.458
2023-03-09,4.458
2023-03-10,4.458
2023-03-11,4.458
2023-03-12,4.458
2023-03-13,4.458
2023-03-14,4.458
2023-03-15,4.458
2023-03-16,4.458
2023-03-17,4.458
2023-03-18,4.458
2023-03-19,4.458
2023-03-20,4.458
2023-03-21,4.458
2023-03-22,4.458
2023-03-23,4.458
2023-03-24,4.458
2023-03-25,4.458
2023-03-26,4.458
2023-03-27,4.458
2023-03-28,4.438
2023-03-29,4.438
2023-03-30,4.438
2023-03-31,4.431
2023-04-01,4.431
2023-04-02,4.431
2023-04-03,4.421
2023-04-04,4.421
2023-04-05,4.421
2023-04-06,4.418
2023-04-07,4.418
2023-04-08,4.418
2023-04-09,4.416
2023-04-10,4.419
2023-04-11,4.419
2023-04-12,4.421
2023-04-13,4.421
2023-04-14,4.421
2023-04-15,4.406
2023-04-16,4.406
2023-04-17,4.405
2023-04-18,4.394
2023-04-19,4.386
2023-04-20,4.386
2023-04-21,4.386
2023-04-22,4.386
2023-04-23,4.386
2023-04-24,4.369
2023-04-25,4.369
2023-04-26,4.369
2023-04-27,4.369
2023-04-28,4.369
2023-04-29,4.369
2023-04-30,4.369
2023-05-01,4.369
2023-05-02,4.369
2023-05-03,4.369
2023-05-04,4.148
2023-05-05,4.151
2023-05-06,4.151
2023-05-07,4.151
2023-05-08,4.099
2023-05-09,4.099
2023-05-10,4.099
2023-05-11,4.099
2023-05-12,4.099
2023-05-13,4.099
2023-05-14,4.139
2023-05-15,4.124
2023-05-16,4.124
2023-05-17,4.029
2023-05-18,3.957
2023-05-19,3.957
2023-05-20,3.957
2023-05-21,3.957
2023-05-22,3.957
2023-05-23,3.957
2023-05-24,3.957
2023-05-25,3.957
2023-05-26,3.967
2023-05-27,3.967
2023-05-28,3.967
2023-05-29,3.967
2023-05-30,3.967
2023-05-31,3.967
2023-06-01,3.967
2023-06-02,3.967
2023-06-03,3.967
2023-06-04,3.967
2023-06-05,3.967
2023-06-06,3.967
2023-06-07,3.967
2023-06-08,3.967
2023-06-09,3.967
2023-06-10,3.967
2023-06-11,3.967
2023-06-12,3.967
2023-06-13,3.967
2023-06-14,3.967
2023-06-15,3.967
2023-06-16,3.967
2023-06-17,3.967
2023-06-18,3.967
2023-06-19,3.967
2023-06-20,3.967
2023-06-21,3.967
2023-06-22,3.967
2023-06-23,3.967
