,RHI US Equity
2020-05-18,5.298
2020-05-19,5.298
2020-05-20,5.298
2020-05-21,5.298
2020-05-22,5.298
2020-05-23,5.298
2020-05-24,5.298
2020-05-25,5.298
2020-05-26,5.298
2020-05-27,5.298
2020-05-28,5.298
2020-05-29,5.298
2020-05-30,5.298
2020-05-31,5.298
2020-06-01,5.298
2020-06-02,5.298
2020-06-03,5.298
2020-06-04,5.298
2020-06-05,5.298
2020-06-06,5.298
2020-06-07,5.298
2020-06-08,5.298
2020-06-09,5.298
2020-06-10,5.298
2020-06-11,5.298
2020-06-12,5.298
2020-06-13,5.298
2020-06-14,5.298
2020-06-15,5.298
2020-06-16,5.298
2020-06-17,5.298
2020-06-18,5.298
2020-06-19,5.298
2020-06-20,5.298
2020-06-21,5.298
2020-06-22,5.298
2020-06-23,5.298
2020-06-24,5.298
2020-06-25,5.298
2020-06-26,5.298
2020-06-27,5.298
2020-06-28,5.298
2020-06-29,5.298
2020-06-30,5.298
2020-07-01,5.298
2020-07-02,5.298
2020-07-03,5.298
2020-07-04,5.298
2020-07-05,5.298
2020-07-06,5.298
2020-07-07,5.298
2020-07-08,5.298
2020-07-09,5.298
2020-07-10,5.298
2020-07-11,5.298
2020-07-12,5.298
2020-07-13,5.298
2020-07-14,5.298
2020-07-15,5.298
2020-07-16,5.298
2020-07-17,5.298
2020-07-18,5.298
2020-07-19,5.298
2020-07-20,5.298
2020-07-21,5.298
2020-07-22,5.298
2020-07-23,5.298
2020-07-24,5.805
2020-07-25,5.805
2020-07-26,5.805
2020-07-27,5.805
2020-07-28,5.805
2020-07-29,5.805
2020-07-30,5.805
2020-07-31,5.805
2020-08-01,5.805
2020-08-02,5.805
2020-08-03,5.805
2020-08-04,5.805
2020-08-05,5.805
2020-08-06,5.805
2020-08-07,5.805
2020-08-08,5.805
2020-08-09,5.805
2020-08-10,5.805
2020-08-11,5.805
2020-08-12,5.805
2020-08-13,5.805
2020-08-14,5.805
2020-08-15,5.805
2020-08-16,5.805
2020-08-17,5.805
2020-08-18,5.805
2020-08-19,5.805
2020-08-20,5.805
2020-08-21,5.805
2020-08-22,5.805
2020-08-23,5.805
2020-08-24,5.805
2020-08-25,5.805
2020-08-26,5.805
2020-08-27,5.805
2020-08-28,5.805
2020-08-29,5.805
2020-08-30,5.805
2020-08-31,5.805
2020-09-01,5.805
2020-09-02,5.805
2020-09-03,5.805
2020-09-04,5.805
2020-09-05,5.805
2020-09-06,5.805
2020-09-07,5.805
2020-09-08,5.805
2020-09-09,5.805
2020-09-10,5.805
2020-09-11,5.805
2020-09-12,5.805
2020-09-13,5.805
2020-09-14,5.805
2020-09-15,5.805
2020-09-16,5.805
2020-09-17,5.805
2020-09-18,5.805
2020-09-19,5.805
2020-09-20,5.805
2020-09-21,5.805
2020-09-22,5.805
2020-09-23,5.805
2020-09-24,5.805
2020-09-25,5.805
2020-09-26,5.805
2020-09-27,5.805
2020-09-28,5.805
2020-09-29,5.805
2020-09-30,5.805
2020-10-01,5.805
2020-10-02,5.805
2020-10-03,5.805
2020-10-04,5.805
2020-10-05,5.805
2020-10-06,5.805
2020-10-07,5.805
2020-10-08,5.805
2020-10-09,5.805
2020-10-10,5.805
2020-10-11,5.805
2020-10-12,5.805
2020-10-13,5.805
2020-10-14,5.805
2020-10-15,5.805
2020-10-16,5.805
2020-10-17,5.805
2020-10-18,5.805
2020-10-19,5.805
2020-10-20,5.805
2020-10-21,5.805
2020-10-22,5.805
2020-10-23,5.518
2020-10-24,5.518
2020-10-25,5.518
2020-10-26,5.533
2020-10-27,5.533
2020-10-28,5.533
2020-10-29,5.533
2020-10-30,5.533
2020-10-31,5.533
2020-11-01,5.533
2020-11-02,5.533
2020-11-03,5.533
2020-11-04,5.533
2020-11-05,5.533
2020-11-06,5.533
2020-11-07,5.533
2020-11-08,5.533
2020-11-09,5.533
2020-11-10,5.533
2020-11-11,5.533
2020-11-12,5.533
2020-11-13,5.533
2020-11-14,5.533
2020-11-15,5.533
2020-11-16,5.533
2020-11-17,5.533
2020-11-18,5.533
2020-11-19,5.533
2020-11-20,5.533
2020-11-21,5.533
2020-11-22,5.533
2020-11-23,5.533
2020-11-24,5.533
2020-11-25,5.533
2020-11-26,5.533
2020-11-27,5.533
2020-11-28,5.533
2020-11-29,5.533
2020-11-30,5.533
2020-12-01,5.533
2020-12-02,5.533
2020-12-03,5.533
2020-12-04,5.533
2020-12-05,5.533
2020-12-06,5.533
2020-12-07,5.533
2020-12-08,5.533
2020-12-09,5.533
2020-12-10,5.533
2020-12-11,5.533
2020-12-12,5.533
2020-12-13,5.533
2020-12-14,5.533
2020-12-15,5.533
2020-12-16,5.533
2020-12-17,5.533
2020-12-18,5.533
2020-12-19,5.533
2020-12-20,5.533
2020-12-21,5.533
2020-12-22,5.533
2020-12-23,5.533
2020-12-24,5.533
2020-12-25,5.533
2020-12-26,5.533
2020-12-27,5.533
2020-12-28,5.533
2020-12-29,5.533
2020-12-30,5.533
2020-12-31,5.533
2021-01-01,5.533
2021-01-02,5.533
2021-01-03,5.533
2021-01-04,5.533
2021-01-05,5.533
2021-01-06,5.533
2021-01-07,5.533
2021-01-08,5.533
2021-01-09,5.533
2021-01-10,5.533
2021-01-11,5.533
2021-01-12,5.533
2021-01-13,5.533
2021-01-14,5.533
2021-01-15,5.533
2021-01-16,5.533
2021-01-17,5.533
2021-01-18,5.533
2021-01-19,5.533
2021-01-20,5.533
2021-01-21,5.533
2021-01-22,5.533
2021-01-23,5.533
2021-01-24,5.533
2021-01-25,5.533
2021-01-26,5.533
2021-01-27,5.533
2021-01-28,5.533
2021-01-29,5.733
2021-01-30,5.768
2021-01-31,5.768
2021-02-01,5.768
2021-02-02,5.768
2021-02-03,5.768
2021-02-04,5.768
2021-02-05,5.768
2021-02-06,5.768
2021-02-07,5.768
2021-02-08,5.768
2021-02-09,5.768
2021-02-10,5.768
2021-02-11,5.768
2021-02-12,5.768
2021-02-13,5.768
2021-02-14,5.768
2021-02-15,5.768
2021-02-16,5.768
2021-02-17,5.768
2021-02-18,5.768
2021-02-19,5.768
2021-02-20,5.768
2021-02-21,5.768
2021-02-22,5.768
2021-02-23,5.768
2021-02-24,5.768
2021-02-25,5.768
2021-02-26,5.768
2021-02-27,5.768
2021-02-28,5.768
2021-03-01,5.768
2021-03-02,5.768
2021-03-03,5.768
2021-03-04,5.768
2021-03-05,5.768
2021-03-06,5.768
2021-03-07,5.768
2021-03-08,5.768
2021-03-09,5.768
2021-03-10,5.768
2021-03-11,5.768
2021-03-12,5.768
2021-03-13,5.768
2021-03-14,5.768
2021-03-15,5.768
2021-03-16,5.768
2021-03-17,5.768
2021-03-18,5.768
2021-03-19,5.768
2021-03-20,5.768
2021-03-21,5.768
2021-03-22,5.768
2021-03-23,5.768
2021-03-24,5.768
2021-03-25,5.768
2021-03-26,5.768
2021-03-27,5.768
2021-03-28,5.768
2021-03-29,5.768
2021-03-30,5.768
2021-03-31,5.768
2021-04-01,5.768
2021-04-02,5.768
2021-04-03,5.768
2021-04-04,5.768
2021-04-05,5.768
2021-04-06,5.768
2021-04-07,5.768
2021-04-08,5.768
2021-04-09,5.768
2021-04-10,5.768
2021-04-11,5.768
2021-04-12,5.768
2021-04-13,5.768
2021-04-14,5.768
2021-04-15,5.768
2021-04-16,5.768
2021-04-17,5.768
2021-04-18,5.768
2021-04-19,5.768
2021-04-20,5.768
2021-04-21,5.768
2021-04-22,6.183
2021-04-23,6.183
2021-04-24,6.238
2021-04-25,6.238
2021-04-26,6.238
2021-04-27,6.238
2021-04-28,6.238
2021-04-29,6.238
2021-04-30,6.238
2021-05-01,6.238
2021-05-02,6.238
2021-05-03,6.238
2021-05-04,6.238
2021-05-05,6.238
2021-05-06,6.238
2021-05-07,6.212
2021-05-08,6.212
2021-05-09,6.212
2021-05-10,6.212
2021-05-11,6.212
2021-05-12,6.212
2021-05-13,6.212
2021-05-14,6.212
2021-05-15,6.212
2021-05-16,6.212
2021-05-17,6.212
2021-05-18,6.212
2021-05-19,6.212
2021-05-20,6.212
2021-05-21,6.212
2021-05-22,6.212
2021-05-23,6.212
2021-05-24,6.212
2021-05-25,6.212
2021-05-26,6.212
2021-05-27,6.212
2021-05-28,6.212
2021-05-29,6.212
2021-05-30,6.212
2021-05-31,6.212
2021-06-01,6.212
2021-06-02,6.212
2021-06-03,6.212
2021-06-04,6.212
2021-06-05,6.212
2021-06-06,6.212
2021-06-07,6.212
2021-06-08,6.212
2021-06-09,6.212
2021-06-10,6.212
2021-06-11,6.212
2021-06-12,6.212
2021-06-13,6.212
2021-06-14,6.212
2021-06-15,6.212
2021-06-16,6.212
2021-06-17,6.212
2021-06-18,6.212
2021-06-19,6.212
2021-06-20,6.212
2021-06-21,6.212
2021-06-22,6.212
2021-06-23,6.212
2021-06-24,6.212
2021-06-25,6.212
2021-06-26,6.212
2021-06-27,6.212
2021-06-28,6.212
2021-06-29,6.212
2021-06-30,6.212
2021-07-01,6.212
2021-07-02,6.212
2021-07-03,6.212
2021-07-04,6.212
2021-07-05,6.212
2021-07-06,6.212
2021-07-07,6.212
2021-07-08,6.212
2021-07-09,6.212
2021-07-10,6.212
2021-07-11,6.212
2021-07-12,6.212
2021-07-13,6.212
2021-07-14,6.212
2021-07-15,6.212
2021-07-16,6.212
2021-07-17,6.212
2021-07-18,6.212
2021-07-19,6.212
2021-07-20,6.212
2021-07-21,6.212
2021-07-22,6.296
2021-07-23,6.642
2021-07-24,6.642
2021-07-25,6.642
2021-07-26,6.642
2021-07-27,6.75
2021-07-28,6.75
2021-07-29,6.75
2021-07-30,6.75
2021-07-31,6.75
2021-08-01,6.75
2021-08-02,6.75
2021-08-03,6.75
2021-08-04,6.75
2021-08-05,6.75
2021-08-06,6.75
2021-08-07,6.75
2021-08-08,6.75
2021-08-09,6.75
2021-08-10,6.75
2021-08-11,6.75
2021-08-12,6.75
2021-08-13,6.75
2021-08-14,6.75
2021-08-15,6.75
2021-08-16,6.75
2021-08-17,6.75
2021-08-18,6.75
2021-08-19,6.75
2021-08-20,6.75
2021-08-21,6.75
2021-08-22,6.75
2021-08-23,6.75
2021-08-24,6.75
2021-08-25,6.75
2021-08-26,6.75
2021-08-27,6.75
2021-08-28,6.75
2021-08-29,6.75
2021-08-30,6.75
2021-08-31,6.75
2021-09-01,6.75
2021-09-02,6.75
2021-09-03,6.75
2021-09-04,6.75
2021-09-05,6.75
2021-09-06,6.75
2021-09-07,6.75
2021-09-08,6.75
2021-09-09,6.75
2021-09-10,6.75
2021-09-11,6.75
2021-09-12,6.75
2021-09-13,6.75
2021-09-14,6.75
2021-09-15,6.75
2021-09-16,6.75
2021-09-17,6.75
2021-09-18,6.75
2021-09-19,6.75
2021-09-20,6.75
2021-09-21,6.75
2021-09-22,6.75
2021-09-23,6.75
2021-09-24,6.75
2021-09-25,6.75
2021-09-26,6.75
2021-09-27,6.75
2021-09-28,6.75
2021-09-29,6.75
2021-09-30,6.75
2021-10-01,6.75
2021-10-02,6.75
2021-10-03,6.75
2021-10-04,6.75
2021-10-05,6.75
2021-10-06,6.75
2021-10-07,6.75
2021-10-08,6.75
2021-10-09,6.75
2021-10-10,6.75
2021-10-11,6.75
2021-10-12,6.75
2021-10-13,6.75
2021-10-14,6.75
2021-10-15,6.75
2021-10-16,6.75
2021-10-17,6.75
2021-10-18,6.75
2021-10-19,6.75
2021-10-20,6.75
2021-10-21,6.842
2021-10-22,6.794
2021-10-23,6.794
2021-10-24,6.794
2021-10-25,6.794
2021-10-26,6.794
2021-10-27,6.794
2021-10-28,6.794
2021-10-29,6.794
2021-10-30,6.794
2021-10-31,6.794
2021-11-01,6.794
2021-11-02,6.794
2021-11-03,6.794
2021-11-04,6.794
2021-11-05,6.794
2021-11-06,6.794
2021-11-07,6.794
2021-11-08,6.794
2021-11-09,6.794
2021-11-10,6.794
2021-11-11,6.794
2021-11-12,6.794
2021-11-13,6.794
2021-11-14,6.794
2021-11-15,6.794
2021-11-16,6.794
2021-11-17,6.794
2021-11-18,6.794
2021-11-19,6.794
2021-11-20,6.794
2021-11-21,6.794
2021-11-22,6.794
2021-11-23,6.794
2021-11-24,6.794
2021-11-25,6.794
2021-11-26,6.794
2021-11-27,6.794
2021-11-28,6.794
2021-11-29,6.794
2021-11-30,6.794
2021-12-01,6.794
2021-12-02,6.794
2021-12-03,6.794
2021-12-04,6.794
2021-12-05,6.794
2021-12-06,6.794
2021-12-07,6.794
2021-12-08,6.794
2021-12-09,6.794
2021-12-10,6.794
2021-12-11,6.794
2021-12-12,6.794
2021-12-13,6.794
2021-12-14,6.794
2021-12-15,6.794
2021-12-16,6.794
2021-12-17,6.794
2021-12-18,6.794
2021-12-19,6.794
2021-12-20,6.794
2021-12-21,6.794
2021-12-22,6.794
2021-12-23,6.794
2021-12-24,6.794
2021-12-25,6.794
2021-12-26,6.794
2021-12-27,6.794
2021-12-28,6.794
2021-12-29,6.794
2021-12-30,6.794
2021-12-31,6.794
2022-01-01,6.794
2022-01-02,6.794
2022-01-03,6.794
2022-01-04,6.794
2022-01-05,6.794
2022-01-06,6.794
2022-01-07,6.794
2022-01-08,6.794
2022-01-09,6.794
2022-01-10,6.794
2022-01-11,6.794
2022-01-12,6.794
2022-01-13,6.794
2022-01-14,6.723
2022-01-15,6.723
2022-01-16,6.723
2022-01-17,6.723
2022-01-18,6.723
2022-01-19,6.723
2022-01-20,6.723
2022-01-21,6.723
2022-01-22,6.723
2022-01-23,6.723
2022-01-24,6.723
2022-01-25,6.723
2022-01-26,6.723
2022-01-27,6.788
2022-01-28,6.727
2022-01-29,6.733
2022-01-30,6.733
2022-01-31,6.733
2022-02-01,6.733
2022-02-02,6.733
2022-02-03,6.778
2022-02-04,6.778
2022-02-05,6.778
2022-02-06,6.778
2022-02-07,6.778
2022-02-08,6.778
2022-02-09,6.778
2022-02-10,6.778
2022-02-11,6.778
2022-02-12,6.778
2022-02-13,6.778
2022-02-14,6.778
2022-02-15,6.778
2022-02-16,6.778
2022-02-17,6.778
2022-02-18,6.778
2022-02-19,6.778
2022-02-20,6.778
2022-02-21,6.778
2022-02-22,6.778
2022-02-23,6.778
2022-02-24,6.778
2022-02-25,6.778
2022-02-26,6.778
2022-02-27,6.778
2022-02-28,6.778
2022-03-01,6.778
2022-03-02,6.778
2022-03-03,6.778
2022-03-04,6.778
2022-03-05,6.778
2022-03-06,6.778
2022-03-07,6.778
2022-03-08,6.778
2022-03-09,6.778
2022-03-10,6.778
2022-03-11,6.778
2022-03-12,6.778
2022-03-13,6.778
2022-03-14,6.778
2022-03-15,6.778
2022-03-16,6.778
2022-03-17,6.778
2022-03-18,6.778
2022-03-19,6.778
2022-03-20,6.778
2022-03-21,6.778
2022-03-22,6.778
2022-03-23,6.778
2022-03-24,6.778
2022-03-25,6.778
2022-03-26,6.778
2022-03-27,6.778
2022-03-28,6.778
2022-03-29,6.778
2022-03-30,6.778
2022-03-31,6.778
2022-04-01,6.778
2022-04-02,6.778
2022-04-03,6.778
2022-04-04,6.778
2022-04-05,6.778
2022-04-06,6.778
2022-04-07,6.869
2022-04-08,6.869
2022-04-09,6.869
2022-04-10,6.869
2022-04-11,6.869
2022-04-12,6.869
2022-04-13,6.869
2022-04-14,6.869
2022-04-15,6.869
2022-04-16,6.869
2022-04-17,6.869
2022-04-18,6.869
2022-04-19,6.869
2022-04-20,6.869
2022-04-21,6.869
2022-04-22,6.869
2022-04-23,6.869
2022-04-24,6.869
2022-04-25,6.869
2022-04-26,6.869
2022-04-27,7.091
2022-04-28,7.09
2022-04-29,7.09
2022-04-30,7.09
2022-05-01,7.09
2022-05-02,7.09
2022-05-03,7.09
2022-05-04,7.09
2022-05-05,7.09
2022-05-06,7.09
2022-05-07,7.09
2022-05-08,7.09
2022-05-09,7.09
2022-05-10,7.09
2022-05-11,7.09
2022-05-12,7.09
2022-05-13,7.09
2022-05-14,7.09
2022-05-15,7.09
2022-05-16,7.09
2022-05-17,7.09
2022-05-18,7.09
2022-05-19,7.09
2022-05-20,7.09
2022-05-21,7.09
2022-05-22,7.09
2022-05-23,7.09
2022-05-24,7.09
2022-05-25,6.953
2022-05-26,6.953
2022-05-27,6.953
2022-05-28,6.953
2022-05-29,6.953
2022-05-30,6.953
2022-05-31,6.953
2022-06-01,6.873
2022-06-02,6.873
2022-06-03,6.873
2022-06-04,6.873
2022-06-05,6.873
2022-06-06,6.873
2022-06-07,6.873
2022-06-08,6.873
2022-06-09,6.873
2022-06-10,6.873
2022-06-11,6.873
2022-06-12,6.873
2022-06-13,6.873
2022-06-14,6.873
2022-06-15,6.873
2022-06-16,6.873
2022-06-17,6.873
2022-06-18,6.873
2022-06-19,6.873
2022-06-20,6.873
2022-06-21,6.873
2022-06-22,6.873
2022-06-23,6.873
2022-06-24,6.873
2022-06-25,6.873
2022-06-26,6.873
2022-06-27,6.873
2022-06-28,6.873
2022-06-29,6.873
2022-06-30,6.873
2022-07-01,6.873
2022-07-02,6.873
2022-07-03,6.873
2022-07-04,6.873
2022-07-05,6.873
2022-07-06,6.873
2022-07-07,6.873
2022-07-08,6.89
2022-07-09,6.89
2022-07-10,6.89
2022-07-11,6.89
2022-07-12,6.89
2022-07-13,6.89
2022-07-14,6.89
2022-07-15,6.89
2022-07-16,6.89
2022-07-17,6.89
2022-07-18,6.89
2022-07-19,6.89
2022-07-20,6.89
2022-07-21,6.887
2022-07-22,6.662
2022-07-23,6.637
2022-07-24,6.637
2022-07-25,6.637
2022-07-26,6.637
2022-07-27,6.637
2022-07-28,6.637
2022-07-29,6.637
2022-07-30,6.637
2022-07-31,6.637
2022-08-01,6.637
2022-08-02,6.637
2022-08-03,6.637
2022-08-04,6.637
2022-08-05,6.637
2022-08-06,6.637
2022-08-07,6.637
2022-08-08,6.637
2022-08-09,6.637
2022-08-10,6.637
2022-08-11,6.637
2022-08-12,6.637
2022-08-13,6.637
2022-08-14,6.637
2022-08-15,6.637
2022-08-16,6.637
2022-08-17,6.637
2022-08-18,6.637
2022-08-19,6.637
2022-08-20,6.637
2022-08-21,6.637
2022-08-22,6.637
2022-08-23,6.637
2022-08-24,6.637
2022-08-25,6.637
2022-08-26,6.637
2022-08-27,6.637
2022-08-28,6.637
2022-08-29,6.637
2022-08-30,6.637
2022-08-31,6.637
2022-09-01,6.637
2022-09-02,6.637
2022-09-03,6.637
2022-09-04,6.637
2022-09-05,6.637
2022-09-06,6.637
2022-09-07,6.637
2022-09-08,6.637
2022-09-09,6.637
2022-09-10,6.637
2022-09-11,6.637
2022-09-12,6.637
2022-09-13,6.637
2022-09-14,6.637
2022-09-15,6.637
2022-09-16,6.637
2022-09-17,6.637
2022-09-18,6.637
2022-09-19,6.637
2022-09-20,6.637
2022-09-21,6.67
2022-09-22,6.67
2022-09-23,6.67
2022-09-24,6.67
2022-09-25,6.67
2022-09-26,6.67
2022-09-27,6.67
2022-09-28,6.67
2022-09-29,6.67
2022-09-30,6.67
2022-10-01,6.67
2022-10-02,6.67
2022-10-03,6.67
2022-10-04,6.67
2022-10-05,6.67
2022-10-06,6.67
2022-10-07,6.67
2022-10-08,6.67
2022-10-09,6.67
2022-10-10,6.663
2022-10-11,6.663
2022-10-12,6.663
2022-10-13,6.663
2022-10-14,6.663
2022-10-15,6.663
2022-10-16,6.663
2022-10-17,6.663
2022-10-18,6.663
2022-10-19,6.663
2022-10-20,6.501
2022-10-21,6.274
2022-10-22,6.274
2022-10-23,6.274
2022-10-24,6.17
2022-10-25,6.14
2022-10-26,6.14
2022-10-27,6.14
2022-10-28,6.14
2022-10-29,6.14
2022-10-30,6.14
2022-10-31,6.14
2022-11-01,6.14
2022-11-02,6.14
2022-11-03,6.14
2022-11-04,6.14
2022-11-05,6.14
2022-11-06,6.14
2022-11-07,6.076
2022-11-08,6.076
2022-11-09,6.076
2022-11-10,6.076
2022-11-11,6.076
2022-11-12,6.076
2022-11-13,6.076
2022-11-14,6.076
2022-11-15,6.076
2022-11-16,6.076
2022-11-17,6.076
2022-11-18,6.059
2022-11-19,6.059
2022-11-20,6.059
2022-11-21,6.059
2022-11-22,6.059
2022-11-23,6.059
2022-11-24,6.059
2022-11-25,6.059
2022-11-26,6.059
2022-11-27,6.059
2022-11-28,6.059
2022-11-29,6.059
2022-11-30,6.059
2022-12-01,6.059
2022-12-02,6.059
2022-12-03,6.059
2022-12-04,6.059
2022-12-05,6.059
2022-12-06,6.059
2022-12-07,6.059
2022-12-08,6.059
2022-12-09,6.059
2022-12-10,6.059
2022-12-11,6.059
2022-12-12,6.059
2022-12-13,6.059
2022-12-14,6.059
2022-12-15,6.059
2022-12-16,6.059
2022-12-17,6.059
2022-12-18,6.059
2022-12-19,6.059
2022-12-20,6.059
2022-12-21,6.059
2022-12-22,6.059
2022-12-23,6.059
2022-12-24,6.059
2022-12-25,6.059
2022-12-26,6.059
2022-12-27,6.059
2022-12-28,6.059
2022-12-29,6.059
2022-12-30,6.059
2022-12-31,6.059
2023-01-01,6.059
2023-01-02,6.059
2023-01-03,6.059
2023-01-04,6.059
2023-01-05,6.059
2023-01-06,5.924
2023-01-07,5.924
2023-01-08,5.924
2023-01-09,5.924
2023-01-10,5.924
2023-01-11,5.924
2023-01-12,5.924
2023-01-13,5.924
2023-01-14,5.924
2023-01-15,5.924
2023-01-16,5.924
2023-01-17,5.924
2023-01-18,5.924
2023-01-19,5.924
2023-01-20,5.924
2023-01-21,5.924
2023-01-22,5.924
2023-01-23,5.924
2023-01-24,5.924
2023-01-25,5.924
2023-01-26,5.788
2023-01-27,5.607
2023-01-28,5.607
2023-01-29,5.607
2023-01-30,5.668
2023-01-31,5.668
2023-02-01,5.668
2023-02-02,5.668
2023-02-03,5.668
2023-02-04,5.668
2023-02-05,5.668
2023-02-06,5.668
2023-02-07,5.668
2023-02-08,5.668
2023-02-09,5.668
2023-02-10,5.649
2023-02-11,5.649
2023-02-12,5.649
2023-02-13,5.649
2023-02-14,5.649
2023-02-15,5.649
2023-02-16,5.649
2023-02-17,5.649
2023-02-18,5.649
2023-02-19,5.649
2023-02-20,5.649
2023-02-21,5.649
2023-02-22,5.649
2023-02-23,5.649
2023-02-24,5.649
2023-02-25,5.649
2023-02-26,5.649
2023-02-27,5.668
2023-02-28,5.668
2023-03-01,5.668
2023-03-02,5.668
2023-03-03,5.668
2023-03-04,5.668
2023-03-05,5.668
2023-03-06,5.668
2023-03-07,5.668
2023-03-08,5.668
2023-03-09,5.668
2023-03-10,5.668
2023-03-11,5.668
2023-03-12,5.668
2023-03-13,5.668
2023-03-14,5.668
2023-03-15,5.668
2023-03-16,5.668
2023-03-17,5.668
2023-03-18,5.668
2023-03-19,5.668
2023-03-20,5.668
2023-03-21,5.668
2023-03-22,5.668
2023-03-23,5.668
2023-03-24,5.657
2023-03-25,5.657
2023-03-26,5.657
2023-03-27,5.657
2023-03-28,5.657
2023-03-29,5.657
2023-03-30,5.657
2023-03-31,5.657
2023-04-01,5.657
2023-04-02,5.657
2023-04-03,5.657
2023-04-04,5.657
2023-04-05,5.657
2023-04-06,5.657
2023-04-07,5.657
2023-04-08,5.657
2023-04-09,5.657
2023-04-10,5.659
2023-04-11,5.651
2023-04-12,5.651
2023-04-13,5.651
2023-04-14,5.651
2023-04-15,5.651
2023-04-16,5.651
2023-04-17,5.651
2023-04-18,5.651
2023-04-19,5.651
2023-04-20,5.651
2023-04-21,5.644
2023-04-22,5.644
2023-04-23,5.644
2023-04-24,5.644
2023-04-25,5.644
2023-04-26,5.63
2023-04-27,5.363
2023-04-28,5.329
2023-04-29,5.329
2023-04-30,5.329
2023-05-01,5.262
2023-05-02,5.262
2023-05-03,5.262
2023-05-04,5.262
2023-05-05,5.262
2023-05-06,5.262
2023-05-07,5.262
2023-05-08,5.262
2023-05-09,5.203
2023-05-10,5.203
2023-05-11,5.203
2023-05-12,5.203
2023-05-13,5.203
2023-05-14,5.203
2023-05-15,5.203
2023-05-16,5.203
2023-05-17,5.203
2023-05-18,5.203
2023-05-19,5.203
2023-05-20,5.203
2023-05-21,5.203
2023-05-22,5.203
2023-05-23,5.203
2023-05-24,5.203
2023-05-25,5.203
2023-05-26,5.203
2023-05-27,5.203
2023-05-28,5.203
2023-05-29,5.203
2023-05-30,5.203
2023-05-31,5.203
2023-06-01,5.149
2023-06-02,5.149
2023-06-03,5.149
2023-06-04,5.149
2023-06-05,5.149
2023-06-06,5.149
2023-06-07,5.149
2023-06-08,5.149
2023-06-09,5.149
2023-06-10,5.149
2023-06-11,5.149
2023-06-12,5.149
2023-06-13,5.149
2023-06-14,5.149
2023-06-15,5.149
2023-06-16,5.149
2023-06-17,5.149
2023-06-18,5.149
2023-06-19,5.149
2023-06-20,5.138
2023-06-21,5.138
2023-06-22,5.138
2023-06-23,5.138
