,WRB US Equity
2021-06-09,3.65
2021-06-10,3.65
2021-06-11,3.65
2021-06-12,3.65
2021-06-13,3.65
2021-06-14,3.65
2021-06-15,3.65
2021-06-16,3.65
2021-06-17,3.65
2021-06-18,3.65
2021-06-19,3.65
2021-06-20,3.65
2021-06-21,3.65
2021-06-22,3.65
2021-06-23,3.65
2021-06-24,3.65
2021-06-25,3.65
2021-06-26,3.65
2021-06-27,3.65
2021-06-28,3.65
2021-06-29,3.65
2021-06-30,3.65
2021-07-01,3.65
2021-07-02,3.65
2021-07-03,3.65
2021-07-04,3.65
2021-07-05,3.65
2021-07-06,3.65
2021-07-07,3.65
2021-07-08,3.65
2021-07-09,3.65
2021-07-10,3.65
2021-07-11,3.65
2021-07-12,3.65
2021-07-13,3.65
2021-07-14,3.65
2021-07-15,3.65
2021-07-16,3.65
2021-07-17,3.65
2021-07-18,3.65
2021-07-19,3.65
2021-07-20,3.65
2021-07-21,3.65
2021-07-22,3.65
2021-07-23,3.65
2021-07-24,3.65
2021-07-25,3.65
2021-07-26,3.65
2021-07-27,3.65
2021-07-28,3.65
2021-07-29,3.65
2021-07-30,3.65
2021-07-31,3.65
2021-08-01,3.65
2021-08-02,3.65
2021-08-03,3.65
2021-08-04,3.65
2021-08-05,3.65
2021-08-06,3.65
2021-08-07,3.65
2021-08-08,3.65
2021-08-09,3.65
2021-08-10,3.65
2021-08-11,3.65
2021-08-12,3.65
2021-08-13,3.65
2021-08-14,3.65
2021-08-15,3.65
2021-08-16,3.65
2021-08-17,3.65
2021-08-18,3.65
2021-08-19,3.65
2021-08-20,3.65
2021-08-21,3.65
2021-08-22,3.65
2021-08-23,3.65
2021-08-24,3.65
2021-08-25,3.65
2021-08-26,3.65
2021-08-27,3.65
2021-08-28,3.65
2021-08-29,3.65
2021-08-30,3.65
2021-08-31,3.65
2021-09-01,3.65
2021-09-02,3.65
2021-09-03,3.65
2021-09-04,3.65
2021-09-05,3.65
2021-09-06,3.65
2021-09-07,3.65
2021-09-08,3.65
2021-09-09,3.65
2021-09-10,3.65
2021-09-11,3.65
2021-09-12,3.65
2021-09-13,3.65
2021-09-14,3.65
2021-09-15,3.65
2021-09-16,3.65
2021-09-17,3.65
2021-09-18,3.65
2021-09-19,3.65
2021-09-20,3.65
2021-09-21,3.65
2021-09-22,3.65
2021-09-23,3.65
2021-09-24,3.65
2021-09-25,3.65
2021-09-26,3.65
2021-09-27,3.65
2021-09-28,3.65
2021-09-29,3.65
2021-09-30,3.65
2021-10-01,3.65
2021-10-02,3.65
2021-10-03,3.65
2021-10-04,3.65
2021-10-05,3.65
2021-10-06,3.65
2021-10-07,3.65
2021-10-08,3.65
2021-10-09,3.65
2021-10-10,3.65
2021-10-11,3.65
2021-10-12,3.65
2021-10-13,3.65
2021-10-14,3.65
2021-10-15,3.65
2021-10-16,3.65
2021-10-17,3.65
2021-10-18,3.65
2021-10-19,3.65
2021-10-20,3.65
2021-10-21,3.65
2021-10-22,3.65
2021-10-23,3.65
2021-10-24,3.65
2021-10-25,3.65
2021-10-26,3.65
2021-10-27,3.65
2021-10-28,3.89
2021-10-29,3.89
2021-10-30,3.89
2021-10-31,3.89
2021-11-01,3.89
2021-11-02,3.89
2021-11-03,3.89
2021-11-04,3.89
2021-11-05,3.89
2021-11-06,3.89
2021-11-07,3.89
2021-11-08,3.89
2021-11-09,3.89
2021-11-10,3.89
2021-11-11,3.89
2021-11-12,3.89
2021-11-13,3.89
2021-11-14,3.89
2021-11-15,3.89
2021-11-16,3.89
2021-11-17,3.89
2021-11-18,3.89
2021-11-19,3.89
2021-11-20,3.89
2021-11-21,3.89
2021-11-22,3.6
2021-11-23,3.6
2021-11-24,3.6
2021-11-25,3.6
2021-11-26,3.6
2021-11-27,3.6
2021-11-28,3.6
2021-11-29,3.6
2021-11-30,3.6
2021-12-01,3.6
2021-12-02,3.6
2021-12-03,3.6
2021-12-04,3.6
2021-12-05,3.6
2021-12-06,3.6
2021-12-07,3.6
2021-12-08,3.6
2021-12-09,3.6
2021-12-10,3.6
2021-12-11,3.6
2021-12-12,3.6
2021-12-13,3.6
2021-12-14,3.6
2021-12-15,3.6
2021-12-16,3.843
2021-12-17,3.843
2021-12-18,3.843
2021-12-19,3.843
2021-12-20,3.843
2021-12-21,3.843
2021-12-22,3.843
2021-12-23,3.843
2021-12-24,3.843
2021-12-25,3.843
2021-12-26,3.843
2021-12-27,3.843
2021-12-28,3.843
2021-12-29,3.843
2021-12-30,3.843
2021-12-31,3.843
2022-01-01,3.843
2022-01-02,3.843
2022-01-03,3.843
2022-01-04,3.843
2022-01-05,3.843
2022-01-06,3.843
2022-01-07,3.843
2022-01-08,3.843
2022-01-09,3.843
2022-01-10,3.843
2022-01-11,3.843
2022-01-12,3.843
2022-01-13,3.843
2022-01-14,3.843
2022-01-15,3.843
2022-01-16,3.843
2022-01-17,3.843
2022-01-18,3.843
2022-01-19,3.843
2022-01-20,3.843
2022-01-21,3.843
2022-01-22,3.843
2022-01-23,3.843
2022-01-24,3.843
2022-01-25,3.843
2022-01-26,3.843
2022-01-27,4.276
2022-01-28,4.318
2022-01-29,4.316
2022-01-30,4.316
2022-01-31,4.361
2022-02-01,4.361
2022-02-02,4.361
2022-02-03,4.361
2022-02-04,4.361
2022-02-05,4.361
2022-02-06,4.361
2022-02-07,4.361
2022-02-08,4.361
2022-02-09,4.361
2022-02-10,4.361
2022-02-11,4.361
2022-02-12,4.361
2022-02-13,4.361
2022-02-14,4.361
2022-02-15,4.361
2022-02-16,4.361
2022-02-17,4.361
2022-02-18,4.361
2022-02-19,4.361
2022-02-20,4.361
2022-02-21,4.361
2022-02-22,4.361
2022-02-23,4.361
2022-02-24,4.361
2022-02-25,4.361
2022-02-26,4.361
2022-02-27,4.361
2022-02-28,4.361
2022-03-01,4.361
2022-03-02,4.361
2022-03-03,4.361
2022-03-04,4.361
2022-03-05,4.361
2022-03-06,4.361
2022-03-07,4.361
2022-03-08,4.361
2022-03-09,4.361
2022-03-10,4.361
2022-03-11,4.361
2022-03-12,4.361
2022-03-13,4.361
2022-03-14,4.361
2022-03-15,4.361
2022-03-16,4.361
2022-03-17,4.361
2022-03-18,4.361
2022-03-19,4.49
2022-03-20,4.49
2022-03-21,4.49
2022-03-22,4.49
2022-03-23,4.49
2022-03-24,4.55
2022-03-25,4.55
2022-03-26,4.55
2022-03-27,4.55
2022-03-28,4.55
2022-03-29,4.55
2022-03-30,4.55
2022-03-31,4.55
2022-04-01,4.55
2022-04-02,4.55
2022-04-03,4.55
2022-04-04,4.55
2022-04-05,4.58
2022-04-06,4.518
2022-04-07,4.518
2022-04-08,4.523
2022-04-09,4.523
2022-04-10,4.523
2022-04-11,4.648
2022-04-12,5.163
2022-04-13,4.809
2022-04-14,4.793
2022-04-15,4.793
2022-04-16,4.793
2022-04-17,4.793
2022-04-18,4.793
2022-04-19,4.793
2022-04-20,4.793
2022-04-21,4.793
2022-04-22,4.793
2022-04-23,4.793
2022-04-24,4.793
2022-04-25,4.953
2022-04-26,5.048
2022-04-27,5.301
2022-04-28,5.301
2022-04-29,5.301
2022-04-30,5.301
2022-05-01,5.301
2022-05-02,5.301
2022-05-03,5.428
2022-05-04,5.428
2022-05-05,5.428
2022-05-06,5.428
2022-05-07,5.428
2022-05-08,5.428
2022-05-09,5.428
2022-05-10,5.428
2022-05-11,5.428
2022-05-12,5.428
2022-05-13,5.428
2022-05-14,5.428
2022-05-15,5.428
2022-05-16,5.428
2022-05-17,5.428
2022-05-18,5.428
2022-05-19,5.428
2022-05-20,5.428
2022-05-21,5.428
2022-05-22,5.428
2022-05-23,5.425
2022-05-24,5.425
2022-05-25,5.425
2022-05-26,5.425
2022-05-27,5.425
2022-05-28,5.425
2022-05-29,5.425
2022-05-30,5.425
2022-05-31,5.425
2022-06-01,5.425
2022-06-02,5.425
2022-06-03,5.425
2022-06-04,5.425
2022-06-05,5.425
2022-06-06,5.425
2022-06-07,5.425
2022-06-08,5.425
2022-06-09,5.425
2022-06-10,5.425
2022-06-11,5.425
2022-06-12,5.425
2022-06-13,5.425
2022-06-14,5.425
2022-06-15,5.425
2022-06-16,5.425
2022-06-17,5.425
2022-06-18,5.425
2022-06-19,5.425
2022-06-20,5.425
2022-06-21,5.425
2022-06-22,5.425
2022-06-23,5.425
2022-06-24,5.425
2022-06-25,5.425
2022-06-26,5.425
2022-06-27,5.425
2022-06-28,5.425
2022-06-29,5.425
2022-06-30,5.425
2022-07-01,5.425
2022-07-02,5.425
2022-07-03,5.425
2022-07-04,5.425
2022-07-05,5.425
2022-07-06,5.425
2022-07-07,5.425
2022-07-08,5.425
2022-07-09,5.425
2022-07-10,5.425
2022-07-11,5.425
2022-07-12,5.45
2022-07-13,5.45
2022-07-14,5.465
2022-07-15,5.465
2022-07-16,5.402
2022-07-17,5.402
2022-07-18,5.387
2022-07-19,5.387
2022-07-20,5.387
2022-07-21,5.483
2022-07-22,5.483
2022-07-23,5.483
2022-07-24,5.483
2022-07-25,5.526
2022-07-26,5.485
2022-07-27,5.485
2022-07-28,5.485
2022-07-29,5.485
2022-07-30,5.485
2022-07-31,5.485
2022-08-01,5.526
2022-08-02,5.526
2022-08-03,5.528
2022-08-04,5.528
2022-08-05,5.528
2022-08-06,5.528
2022-08-07,5.528
2022-08-08,5.528
2022-08-09,5.528
2022-08-10,5.528
2022-08-11,5.528
2022-08-12,5.528
2022-08-13,5.528
2022-08-14,5.528
2022-08-15,5.528
2022-08-16,5.528
2022-08-17,5.528
2022-08-18,5.528
2022-08-19,5.528
2022-08-20,5.528
2022-08-21,5.528
2022-08-22,5.318
2022-08-23,5.318
2022-08-24,5.318
2022-08-25,5.318
2022-08-26,5.318
2022-08-27,5.318
2022-08-28,5.318
2022-08-29,5.318
2022-08-30,5.318
2022-08-31,5.318
2022-09-01,5.318
2022-09-02,5.318
2022-09-03,5.318
2022-09-04,5.318
2022-09-05,5.336
2022-09-06,5.336
2022-09-07,5.336
2022-09-08,5.336
2022-09-09,5.336
2022-09-10,5.336
2022-09-11,5.336
2022-09-12,5.353
2022-09-13,5.353
2022-09-14,5.353
2022-09-15,5.353
2022-09-16,5.353
2022-09-17,5.353
2022-09-18,5.353
2022-09-19,5.353
2022-09-20,5.353
2022-09-21,5.353
2022-09-22,5.353
2022-09-23,5.353
2022-09-24,5.353
2022-09-25,5.353
2022-09-26,5.353
2022-09-27,5.353
2022-09-28,5.353
2022-09-29,5.353
2022-09-30,5.353
2022-10-01,5.353
2022-10-02,5.353
2022-10-03,5.353
2022-10-04,5.643
2022-10-05,5.643
2022-10-06,5.691
2022-10-07,5.691
2022-10-08,5.691
2022-10-09,5.691
2022-10-10,5.711
2022-10-11,5.711
2022-10-12,5.733
2022-10-13,5.733
2022-10-14,5.733
2022-10-15,5.733
2022-10-16,5.733
2022-10-17,5.733
2022-10-18,5.733
2022-10-19,5.733
2022-10-20,5.733
2022-10-21,5.733
2022-10-22,5.733
2022-10-23,5.733
2022-10-24,5.793
2022-10-25,5.762
2022-10-26,5.777
2022-10-27,5.777
2022-10-28,5.777
2022-10-29,5.777
2022-10-30,5.777
2022-10-31,5.777
2022-11-01,5.777
2022-11-02,5.777
2022-11-03,5.777
2022-11-04,5.777
2022-11-05,5.777
2022-11-06,5.777
2022-11-07,5.777
2022-11-08,5.777
2022-11-09,5.777
2022-11-10,5.777
2022-11-11,5.784
2022-11-12,5.784
2022-11-13,5.784
2022-11-14,5.784
2022-11-15,5.784
2022-11-16,5.784
2022-11-17,5.784
2022-11-18,5.784
2022-11-19,5.784
2022-11-20,5.784
2022-11-21,5.784
2022-11-22,5.785
2022-11-23,5.785
2022-11-24,5.785
2022-11-25,5.785
2022-11-26,5.785
2022-11-27,5.785
2022-11-28,5.785
2022-11-29,5.785
2022-11-30,5.785
2022-12-01,5.475
2022-12-02,5.475
2022-12-03,5.475
2022-12-04,5.475
2022-12-05,5.475
2022-12-06,5.475
2022-12-07,5.534
2022-12-08,5.534
2022-12-09,5.534
2022-12-10,5.534
2022-12-11,5.534
2022-12-12,5.534
2022-12-13,5.534
2022-12-14,5.534
2022-12-15,5.534
2022-12-16,5.534
2022-12-17,5.534
2022-12-18,5.534
2022-12-19,5.534
2022-12-20,5.534
2022-12-21,5.534
2022-12-22,5.534
2022-12-23,5.534
2022-12-24,5.534
2022-12-25,5.534
2022-12-26,5.534
2022-12-27,5.534
2022-12-28,5.534
2022-12-29,5.534
2022-12-30,5.534
2022-12-31,5.534
2023-01-01,5.534
2023-01-02,5.534
2023-01-03,5.534
2023-01-04,5.534
2023-01-05,5.534
2023-01-06,5.534
2023-01-07,5.534
2023-01-08,5.534
2023-01-09,5.569
2023-01-10,5.565
2023-01-11,5.565
2023-01-12,5.565
2023-01-13,5.565
2023-01-14,5.565
2023-01-15,5.565
2023-01-16,5.565
2023-01-17,5.56
2023-01-18,5.531
2023-01-19,5.531
2023-01-20,5.558
2023-01-21,5.558
2023-01-22,5.558
2023-01-23,5.558
2023-01-24,5.558
2023-01-25,5.558
2023-01-26,5.552
2023-01-27,5.552
2023-01-28,5.552
2023-01-29,5.552
2023-01-30,5.586
2023-01-31,5.609
2023-02-01,5.609
2023-02-02,5.609
2023-02-03,5.609
2023-02-04,5.609
2023-02-05,5.609
2023-02-06,5.609
2023-02-07,5.609
2023-02-08,5.609
2023-02-09,5.609
2023-02-10,5.609
2023-02-11,5.609
2023-02-12,5.609
2023-02-13,5.609
2023-02-14,5.609
2023-02-15,5.609
2023-02-16,5.609
2023-02-17,5.609
2023-02-18,5.609
2023-02-19,5.609
2023-02-20,5.609
2023-02-21,5.609
2023-02-22,5.609
2023-02-23,5.609
2023-02-24,5.609
2023-02-25,5.609
2023-02-26,5.609
2023-02-27,5.62
2023-02-28,5.62
2023-03-01,5.62
2023-03-02,5.62
2023-03-03,5.62
2023-03-04,5.62
2023-03-05,5.62
2023-03-06,5.62
2023-03-07,5.62
2023-03-08,5.62
2023-03-09,5.62
2023-03-10,5.62
2023-03-11,5.62
2023-03-12,5.62
2023-03-13,5.62
2023-03-14,5.609
2023-03-15,5.609
2023-03-16,5.609
2023-03-17,5.609
2023-03-18,5.609
2023-03-19,5.609
2023-03-20,5.609
2023-03-21,5.609
2023-03-22,5.609
2023-03-23,5.609
2023-03-24,5.576
2023-03-25,5.576
2023-03-26,5.576
2023-03-27,5.576
2023-03-28,5.576
2023-03-29,5.575
2023-03-30,5.575
2023-03-31,5.575
2023-04-01,5.575
2023-04-02,5.575
2023-04-03,5.575
2023-04-04,5.595
2023-04-05,5.595
2023-04-06,5.595
2023-04-07,5.595
2023-04-08,5.595
2023-04-09,5.595
2023-04-10,5.592
2023-04-11,5.592
2023-04-12,5.589
2023-04-13,5.579
2023-04-14,5.579
2023-04-15,5.579
2023-04-16,5.579
2023-04-17,5.585
2023-04-18,5.585
2023-04-19,5.585
2023-04-20,5.559
2023-04-21,5.542
2023-04-22,5.542
2023-04-23,5.542
2023-04-24,5.542
2023-04-25,5.531
2023-04-26,5.531
2023-04-27,5.519
2023-04-28,5.519
2023-04-29,5.519
2023-04-30,5.519
2023-05-01,5.519
2023-05-02,5.578
2023-05-03,5.578
2023-05-04,5.578
2023-05-05,5.578
2023-05-06,5.578
2023-05-07,5.603
2023-05-08,5.522
2023-05-09,5.522
2023-05-10,5.522
2023-05-11,5.522
2023-05-12,5.522
2023-05-13,5.522
2023-05-14,5.522
2023-05-15,5.522
2023-05-16,5.522
2023-05-17,5.522
2023-05-18,5.522
2023-05-19,5.522
2023-05-20,5.522
2023-05-21,5.522
2023-05-22,5.522
2023-05-23,5.522
2023-05-24,5.522
2023-05-25,5.513
2023-05-26,5.511
2023-05-27,5.511
2023-05-28,5.511
2023-05-29,5.522
2023-05-30,5.522
2023-05-31,5.522
2023-06-01,5.522
2023-06-02,5.522
2023-06-03,5.522
2023-06-04,5.522
2023-06-05,5.522
2023-06-06,5.522
2023-06-07,5.522
2023-06-08,5.522
2023-06-09,5.522
2023-06-10,5.522
2023-06-11,5.522
2023-06-12,5.522
2023-06-13,5.522
2023-06-14,5.522
2023-06-15,5.522
2023-06-16,5.522
2023-06-17,5.522
2023-06-18,5.522
2023-06-19,5.522
2023-06-20,5.522
2023-06-21,5.522
2023-06-22,5.522
2023-06-23,5.53
2023-06-24,5.53
2023-06-25,5.53
2023-06-26,5.53
2023-06-27,5.53
2023-06-28,5.53
2023-06-29,5.53
2023-06-30,5.53
2023-07-01,5.53
2023-07-02,5.53
2023-07-03,5.53
2023-07-04,5.53
2023-07-05,5.53
2023-07-06,5.519
2023-07-07,5.519
2023-07-08,5.519
2023-07-09,5.519
2023-07-10,5.519
2023-07-11,5.519
2023-07-12,5.523
2023-07-13,5.523
2023-07-14,5.503
2023-07-15,5.503
2023-07-16,5.503
2023-07-17,5.503
2023-07-18,5.503
2023-07-19,5.503
2023-07-20,5.548
2023-07-21,5.571
2023-07-22,5.571
2023-07-23,5.571
2023-07-24,5.575
2023-07-25,5.575
2023-07-26,5.575
2023-07-27,5.575
2023-07-28,5.575
2023-07-29,5.575
2023-07-30,5.575
2023-07-31,5.6
2023-08-01,5.6
2023-08-02,5.6
2023-08-03,5.572
2023-08-04,5.572
2023-08-05,5.572
2023-08-06,5.572
2023-08-07,5.572
2023-08-08,5.572
2023-08-09,5.572
2023-08-10,5.572
2023-08-11,5.596
2023-08-12,5.596
2023-08-13,5.596
2023-08-14,5.596
2023-08-15,5.596
2023-08-16,5.596
2023-08-17,5.596
2023-08-18,5.596
2023-08-19,5.596
2023-08-20,5.596
2023-08-21,5.596
2023-08-22,5.596
2023-08-23,5.596
2023-08-24,5.596
2023-08-25,5.596
2023-08-26,5.596
2023-08-27,5.596
2023-08-28,5.596
2023-08-29,5.596
2023-08-30,5.596
2023-08-31,5.596
2023-09-01,5.624
2023-09-02,5.624
2023-09-03,5.624
2023-09-04,5.624
2023-09-05,5.624
2023-09-06,5.624
2023-09-07,5.624
2023-09-08,5.624
2023-09-09,5.624
2023-09-10,5.624
2023-09-11,5.624
