,IP US Equity
2021-06-12,3.93
2021-06-13,3.93
2021-06-14,3.93
2021-06-15,3.93
2021-06-16,3.93
2021-06-17,3.93
2021-06-18,3.93
2021-06-19,3.93
2021-06-20,3.93
2021-06-21,3.93
2021-06-22,3.93
2021-06-23,3.93
2021-06-24,3.93
2021-06-25,3.93
2021-06-26,3.93
2021-06-27,3.93
2021-06-28,3.93
2021-06-29,3.93
2021-06-30,3.93
2021-07-01,3.93
2021-07-02,3.93
2021-07-03,3.93
2021-07-04,3.93
2021-07-05,3.93
2021-07-06,3.93
2021-07-07,3.93
2021-07-08,3.93
2021-07-09,3.93
2021-07-10,3.93
2021-07-11,3.93
2021-07-12,3.93
2021-07-13,3.93
2021-07-14,3.93
2021-07-15,3.93
2021-07-16,3.93
2021-07-17,3.93
2021-07-18,3.93
2021-07-19,3.93
2021-07-20,3.93
2021-07-21,3.93
2021-07-22,3.93
2021-07-23,3.93
2021-07-24,3.93
2021-07-25,3.93
2021-07-26,3.93
2021-07-27,3.93
2021-07-28,3.93
2021-07-29,3.93
2021-07-30,3.93
2021-07-31,3.93
2021-08-01,3.93
2021-08-02,3.93
2021-08-03,3.93
2021-08-04,3.93
2021-08-05,4.52
2021-08-06,4.52
2021-08-07,4.52
2021-08-08,4.52
2021-08-09,4.52
2021-08-10,4.52
2021-08-11,4.52
2021-08-12,4.52
2021-08-13,4.52
2021-08-14,4.52
2021-08-15,4.52
2021-08-16,4.52
2021-08-17,4.52
2021-08-18,4.52
2021-08-19,4.52
2021-08-20,4.52
2021-08-21,4.52
2021-08-22,4.52
2021-08-23,4.52
2021-08-24,4.52
2021-08-25,4.52
2021-08-26,4.52
2021-08-27,4.52
2021-08-28,4.52
2021-08-29,4.52
2021-08-30,4.52
2021-08-31,4.52
2021-09-01,4.52
2021-09-02,4.52
2021-09-03,4.52
2021-09-04,4.52
2021-09-05,4.52
2021-09-06,4.52
2021-09-07,4.52
2021-09-08,4.52
2021-09-09,4.52
2021-09-10,4.52
2021-09-11,4.52
2021-09-12,4.52
2021-09-13,4.52
2021-09-14,4.52
2021-09-15,4.52
2021-09-16,4.52
2021-09-17,4.52
2021-09-18,4.52
2021-09-19,4.52
2021-09-20,4.52
2021-09-21,4.52
2021-09-22,4.52
2021-09-23,4.52
2021-09-24,4.52
2021-09-25,4.52
2021-09-26,4.52
2021-09-27,4.52
2021-09-28,4.52
2021-09-29,4.52
2021-09-30,4.52
2021-10-01,4.52
2021-10-02,4.52
2021-10-03,4.52
2021-10-04,4.52
2021-10-05,4.52
2021-10-06,4.52
2021-10-07,4.52
2021-10-08,4.52
2021-10-09,4.52
2021-10-10,4.52
2021-10-11,4.52
2021-10-12,4.52
2021-10-13,4.52
2021-10-14,4.52
2021-10-15,4.52
2021-10-16,4.52
2021-10-17,4.52
2021-10-18,4.52
2021-10-19,4.52
2021-10-20,4.52
2021-10-21,4.52
2021-10-22,4.52
2021-10-23,4.52
2021-10-24,4.52
2021-10-25,4.52
2021-10-26,4.52
2021-10-27,4.52
2021-10-28,4.52
2021-10-29,4.52
2021-10-30,4.52
2021-10-31,4.52
2021-11-01,4.52
2021-11-02,4.52
2021-11-03,4.52
2021-11-04,4.52
2021-11-05,4.52
2021-11-06,4.52
2021-11-07,4.52
2021-11-08,4.52
2021-11-09,4.52
2021-11-10,4.52
2021-11-11,3.92
2021-11-12,3.92
2021-11-13,3.92
2021-11-14,3.92
2021-11-15,3.92
2021-11-16,3.92
2021-11-17,3.92
2021-11-18,3.92
2021-11-19,3.92
2021-11-20,3.92
2021-11-21,3.92
2021-11-22,3.92
2021-11-23,3.92
2021-11-24,3.92
2021-11-25,3.92
2021-11-26,3.92
2021-11-27,3.92
2021-11-28,3.92
2021-11-29,3.92
2021-11-30,3.92
2021-12-01,3.92
2021-12-02,3.92
2021-12-03,3.92
2021-12-04,3.92
2021-12-05,3.92
2021-12-06,3.92
2021-12-07,3.92
2021-12-08,3.92
2021-12-09,3.92
2021-12-10,3.92
2021-12-11,3.92
2021-12-12,3.92
2021-12-13,3.92
2021-12-14,3.92
2021-12-15,3.92
2021-12-16,3.92
2021-12-17,3.92
2021-12-18,3.92
2021-12-19,3.92
2021-12-20,3.92
2021-12-21,3.92
2021-12-22,3.92
2021-12-23,3.92
2021-12-24,3.92
2021-12-25,3.92
2021-12-26,3.92
2021-12-27,3.92
2021-12-28,3.92
2021-12-29,3.92
2021-12-30,3.92
2021-12-31,3.92
2022-01-01,3.92
2022-01-02,3.92
2022-01-03,3.92
2022-01-04,3.92
2022-01-05,3.92
2022-01-06,3.92
2022-01-07,3.92
2022-01-08,3.92
2022-01-09,3.92
2022-01-10,3.92
2022-01-11,3.92
2022-01-12,4.46
2022-01-13,4.46
2022-01-14,4.46
2022-01-15,4.46
2022-01-16,4.46
2022-01-17,4.46
2022-01-18,4.46
2022-01-19,4.46
2022-01-20,4.46
2022-01-21,4.46
2022-01-22,4.46
2022-01-23,4.46
2022-01-24,4.46
2022-01-25,4.46
2022-01-26,4.46
2022-01-27,4.46
2022-01-28,4.59
2022-01-29,4.828
2022-01-30,4.828
2022-01-31,4.965
2022-02-01,4.965
2022-02-02,4.965
2022-02-03,4.965
2022-02-04,4.965
2022-02-05,4.965
2022-02-06,4.965
2022-02-07,4.966
2022-02-08,4.966
2022-02-09,4.966
2022-02-10,4.966
2022-02-11,4.966
2022-02-12,4.966
2022-02-13,4.966
2022-02-14,4.966
2022-02-15,4.773
2022-02-16,4.773
2022-02-17,4.773
2022-02-18,4.772
2022-02-19,4.772
2022-02-20,4.772
2022-02-21,4.772
2022-02-22,4.772
2022-02-23,4.772
2022-02-24,4.772
2022-02-25,4.772
2022-02-26,4.772
2022-02-27,4.772
2022-02-28,4.772
2022-03-01,4.772
2022-03-02,4.772
2022-03-03,4.772
2022-03-04,4.772
2022-03-05,4.772
2022-03-06,4.772
2022-03-07,4.772
2022-03-08,4.772
2022-03-09,4.772
2022-03-10,4.772
2022-03-11,4.772
2022-03-12,4.772
2022-03-13,4.772
2022-03-14,4.772
2022-03-15,4.772
2022-03-16,4.772
2022-03-17,4.772
2022-03-18,4.772
2022-03-19,4.772
2022-03-20,4.772
2022-03-21,4.772
2022-03-22,4.772
2022-03-23,4.772
2022-03-24,4.772
2022-03-25,4.772
2022-03-26,4.772
2022-03-27,4.772
2022-03-28,4.772
2022-03-29,4.772
2022-03-30,4.772
2022-03-31,4.772
2022-04-01,4.772
2022-04-02,4.772
2022-04-03,4.772
2022-04-04,4.772
2022-04-05,4.772
2022-04-06,4.772
2022-04-07,4.772
2022-04-08,4.772
2022-04-09,4.752
2022-04-10,4.763
2022-04-11,4.763
2022-04-12,4.763
2022-04-13,4.763
2022-04-14,4.763
2022-04-15,4.763
2022-04-16,4.763
2022-04-17,4.763
2022-04-18,4.882
2022-04-19,4.882
2022-04-20,4.822
2022-04-21,4.822
2022-04-22,4.822
2022-04-23,4.822
2022-04-24,4.822
2022-04-25,4.822
2022-04-26,4.822
2022-04-27,4.822
2022-04-28,4.822
2022-04-29,4.945
2022-04-30,5.003
2022-05-01,5.003
2022-05-02,5.003
2022-05-03,5.003
2022-05-04,5.003
2022-05-05,5.003
2022-05-06,5.003
2022-05-07,5.003
2022-05-08,5.003
2022-05-09,5.003
2022-05-10,5.27
2022-05-11,5.27
2022-05-12,5.27
2022-05-13,5.27
2022-05-14,5.27
2022-05-15,5.27
2022-05-16,5.27
2022-05-17,5.27
2022-05-18,5.27
2022-05-19,5.27
2022-05-20,5.27
2022-05-21,5.27
2022-05-22,5.27
2022-05-23,5.27
2022-05-24,5.27
2022-05-25,4.903
2022-05-26,4.903
2022-05-27,4.903
2022-05-28,4.903
2022-05-29,4.903
2022-05-30,4.903
2022-05-31,4.903
2022-06-01,4.903
2022-06-02,4.903
2022-06-03,4.957
2022-06-04,4.957
2022-06-05,4.957
2022-06-06,4.957
2022-06-07,4.957
2022-06-08,4.957
2022-06-09,4.957
2022-06-10,4.957
2022-06-11,4.957
2022-06-12,4.957
2022-06-13,4.957
2022-06-14,4.957
2022-06-15,5.07
2022-06-16,5.07
2022-06-17,5.07
2022-06-18,5.07
2022-06-19,5.07
2022-06-20,5.07
2022-06-21,5.07
2022-06-22,4.987
2022-06-23,4.987
2022-06-24,4.987
2022-06-25,4.987
2022-06-26,4.987
2022-06-27,4.987
2022-06-28,4.987
2022-06-29,4.987
2022-06-30,4.987
2022-07-01,4.987
2022-07-02,4.987
2022-07-03,4.987
2022-07-04,4.987
2022-07-05,4.987
2022-07-06,4.987
2022-07-07,4.987
2022-07-08,4.987
2022-07-09,4.987
2022-07-10,4.987
2022-07-11,4.987
2022-07-12,4.987
2022-07-13,4.987
2022-07-14,4.987
2022-07-15,4.987
2022-07-16,4.987
2022-07-17,4.987
2022-07-18,4.968
2022-07-19,4.996
2022-07-20,4.996
2022-07-21,4.996
2022-07-22,4.996
2022-07-23,4.996
2022-07-24,4.996
2022-07-25,4.996
2022-07-26,4.996
2022-07-27,4.996
2022-07-28,5.023
2022-07-29,4.946
2022-07-30,4.931
2022-07-31,4.931
2022-08-01,4.931
2022-08-02,4.931
2022-08-03,4.931
2022-08-04,4.931
2022-08-05,4.931
2022-08-06,4.931
2022-08-07,4.931
2022-08-08,4.931
2022-08-09,4.931
2022-08-10,5.029
2022-08-11,5.029
2022-08-12,5.029
2022-08-13,5.029
2022-08-14,5.029
2022-08-15,5.029
2022-08-16,5.029
2022-08-17,5.029
2022-08-18,5.029
2022-08-19,5.029
2022-08-20,5.029
2022-08-21,5.029
2022-08-22,5.029
2022-08-23,5.029
2022-08-24,5.029
2022-08-25,5.029
2022-08-26,5.029
2022-08-27,5.029
2022-08-28,5.029
2022-08-29,5.029
2022-08-30,5.029
2022-08-31,5.029
2022-09-01,5.029
2022-09-02,5.029
2022-09-03,5.029
2022-09-04,5.029
2022-09-05,5.029
2022-09-06,5.029
2022-09-07,5.029
2022-09-08,5.029
2022-09-09,5.029
2022-09-10,5.029
2022-09-11,5.029
2022-09-12,5.029
2022-09-13,5.029
2022-09-14,5.029
2022-09-15,5.029
2022-09-16,5.029
2022-09-17,5.029
2022-09-18,5.029
2022-09-19,5.029
2022-09-20,5.029
2022-09-21,5.029
2022-09-22,5.029
2022-09-23,5.029
2022-09-24,5.029
2022-09-25,5.029
2022-09-26,5.029
2022-09-27,5.029
2022-09-28,5.029
2022-09-29,4.948
2022-09-30,4.948
2022-10-01,4.948
2022-10-02,4.948
2022-10-03,4.948
2022-10-04,4.948
2022-10-05,4.785
2022-10-06,4.785
2022-10-07,4.785
2022-10-08,4.785
2022-10-09,4.785
2022-10-10,4.785
2022-10-11,4.649
2022-10-12,4.649
2022-10-13,4.649
2022-10-14,4.649
2022-10-15,4.649
2022-10-16,4.649
2022-10-17,4.649
2022-10-18,4.258
2022-10-19,4.258
2022-10-20,4.258
2022-10-21,4.258
2022-10-22,4.258
2022-10-23,4.258
2022-10-24,4.258
2022-10-25,4.258
2022-10-26,4.258
2022-10-27,4.009
2022-10-28,3.743
2022-10-29,3.608
2022-10-30,3.608
2022-10-31,3.506
2022-11-01,3.506
2022-11-02,3.506
2022-11-03,3.506
2022-11-04,3.506
2022-11-05,3.506
2022-11-06,3.506
2022-11-07,3.506
2022-11-08,3.506
2022-11-09,3.506
2022-11-10,3.075
2022-11-11,3.075
2022-11-12,3.075
2022-11-13,3.075
2022-11-14,3.075
2022-11-15,3.075
2022-11-16,3.075
2022-11-17,3.075
2022-11-18,3.075
2022-11-19,3.075
2022-11-20,3.075
2022-11-21,3.152
2022-11-22,3.152
2022-11-23,3.152
2022-11-24,3.152
2022-11-25,3.152
2022-11-26,3.152
2022-11-27,3.152
2022-11-28,3.152
2022-11-29,3.152
2022-11-30,3.152
2022-12-01,3.152
2022-12-02,3.152
2022-12-03,3.152
2022-12-04,3.152
2022-12-05,3.152
2022-12-06,3.152
2022-12-07,3.152
2022-12-08,3.152
2022-12-09,3.152
2022-12-10,3.152
2022-12-11,3.152
2022-12-12,3.126
2022-12-13,3.126
2022-12-14,3.126
2022-12-15,3.126
2022-12-16,3.126
2022-12-17,3.126
2022-12-18,3.126
2022-12-19,3.126
2022-12-20,3.126
2022-12-21,3.126
2022-12-22,3.126
2022-12-23,3.126
2022-12-24,3.126
2022-12-25,3.126
2022-12-26,3.126
2022-12-27,3.126
2022-12-28,3.126
2022-12-29,3.126
2022-12-30,3.126
2022-12-31,3.126
2023-01-01,3.126
2023-01-02,3.126
2023-01-03,3.126
2023-01-04,2.941
2023-01-05,2.801
2023-01-06,2.801
2023-01-07,2.801
2023-01-08,2.693
2023-01-09,2.671
2023-01-10,2.65
2023-01-11,2.65
2023-01-12,2.65
2023-01-13,2.642
2023-01-14,2.642
2023-01-15,2.642
2023-01-16,2.642
2023-01-17,2.642
2023-01-18,2.642
2023-01-19,2.658
2023-01-20,2.658
2023-01-21,2.658
2023-01-22,2.658
2023-01-23,2.658
2023-01-24,2.658
2023-01-25,2.658
2023-01-26,2.658
2023-01-27,2.658
2023-01-28,2.658
2023-01-29,2.658
2023-01-30,2.658
2023-01-31,2.881
2023-02-01,2.928
2023-02-02,2.928
2023-02-03,2.988
2023-02-04,2.988
2023-02-05,2.988
2023-02-06,2.988
2023-02-07,2.97
2023-02-08,2.97
2023-02-09,2.97
2023-02-10,2.97
2023-02-11,2.97
2023-02-12,2.97
2023-02-13,2.97
2023-02-14,2.916
2023-02-15,2.916
2023-02-16,2.916
2023-02-17,2.916
2023-02-18,2.916
2023-02-19,2.916
2023-02-20,2.94
2023-02-21,2.94
2023-02-22,2.94
2023-02-23,2.94
2023-02-24,2.94
2023-02-25,2.94
2023-02-26,2.94
2023-02-27,2.94
2023-02-28,2.923
2023-03-01,2.923
2023-03-02,2.923
2023-03-03,2.923
2023-03-04,2.923
2023-03-05,2.923
2023-03-06,2.876
2023-03-07,2.876
2023-03-08,2.876
2023-03-09,2.876
2023-03-10,2.876
2023-03-11,2.876
2023-03-12,2.876
2023-03-13,2.876
2023-03-14,2.876
2023-03-15,2.868
2023-03-16,2.868
2023-03-17,2.868
2023-03-18,2.868
2023-03-19,2.868
2023-03-20,2.808
2023-03-21,2.808
2023-03-22,2.808
2023-03-23,2.808
2023-03-24,2.808
2023-03-25,2.808
2023-03-26,2.808
2023-03-27,2.808
2023-03-28,2.808
2023-03-29,2.808
2023-03-30,2.808
2023-03-31,2.808
2023-04-01,2.808
2023-04-02,2.808
2023-04-03,2.808
2023-04-04,2.808
2023-04-05,2.838
2023-04-06,2.838
2023-04-07,2.838
2023-04-08,2.838
2023-04-09,2.838
2023-04-10,2.837
2023-04-11,2.837
2023-04-12,2.787
2023-04-13,2.787
2023-04-14,2.787
2023-04-15,2.787
2023-04-16,2.787
2023-04-17,2.787
2023-04-18,2.787
2023-04-19,2.787
2023-04-20,2.777
2023-04-21,2.777
2023-04-22,2.777
2023-04-23,2.771
2023-04-24,2.771
2023-04-25,2.771
2023-04-26,2.771
2023-04-27,2.681
2023-04-28,2.535
2023-04-29,2.535
2023-04-30,2.535
2023-05-01,2.535
2023-05-02,2.535
2023-05-03,2.535
2023-05-04,2.535
2023-05-05,2.535
2023-05-06,2.535
2023-05-07,2.535
2023-05-08,2.535
2023-05-09,2.535
2023-05-10,2.535
2023-05-11,2.431
2023-05-12,2.431
2023-05-13,2.431
2023-05-14,2.431
2023-05-15,2.431
2023-05-16,2.431
2023-05-17,2.431
2023-05-18,2.431
2023-05-19,2.431
2023-05-20,2.431
2023-05-21,2.431
2023-05-22,2.431
2023-05-23,2.431
2023-05-24,2.431
2023-05-25,2.431
2023-05-26,2.431
2023-05-27,2.431
2023-05-28,2.431
2023-05-29,2.431
2023-05-30,2.431
2023-05-31,2.431
2023-06-01,2.431
2023-06-02,2.431
2023-06-03,2.431
2023-06-04,2.448
2023-06-05,2.448
2023-06-06,2.448
2023-06-07,2.448
2023-06-08,2.448
2023-06-09,2.448
2023-06-10,2.448
2023-06-11,2.403
2023-06-12,2.403
2023-06-13,2.403
2023-06-14,2.403
2023-06-15,2.403
2023-06-16,2.403
2023-06-17,2.403
2023-06-18,2.403
2023-06-19,2.403
2023-06-20,2.403
2023-06-21,2.403
2023-06-22,2.403
2023-06-23,2.403
2023-06-24,2.403
2023-06-25,2.403
2023-06-26,2.403
2023-06-27,2.403
2023-06-28,2.403
2023-06-29,2.403
2023-06-30,2.231
2023-07-01,2.231
2023-07-02,2.231
2023-07-03,2.231
2023-07-04,2.231
2023-07-05,2.231
2023-07-06,2.231
2023-07-07,2.231
2023-07-08,2.231
2023-07-09,2.231
2023-07-10,2.166
2023-07-11,2.166
2023-07-12,2.128
2023-07-13,2.128
2023-07-14,2.128
2023-07-15,2.128
2023-07-16,2.128
2023-07-17,2.113
2023-07-18,2.035
2023-07-19,1.911
2023-07-20,1.855
2023-07-21,1.855
2023-07-22,1.855
2023-07-23,1.855
2023-07-24,1.855
2023-07-25,1.855
2023-07-26,1.855
2023-07-27,1.845
2023-07-28,1.877
2023-07-29,1.877
2023-07-30,1.891
2023-07-31,1.924
2023-08-01,2.017
2023-08-02,2.017
2023-08-03,2.017
2023-08-04,2.017
2023-08-05,2.017
2023-08-06,2.017
2023-08-07,2.017
2023-08-08,2.017
2023-08-09,2.017
2023-08-10,2.03
2023-08-11,2.03
2023-08-12,2.03
2023-08-13,2.03
2023-08-14,2.03
2023-08-15,2.03
2023-08-16,2.03
2023-08-17,2.03
2023-08-18,2.03
2023-08-19,2.03
2023-08-20,2.03
2023-08-21,2.03
2023-08-22,2.03
2023-08-23,2.03
2023-08-24,2.03
2023-08-25,2.03
2023-08-26,2.03
2023-08-27,2.03
2023-08-28,2.03
2023-08-29,2.03
2023-08-30,2.03
2023-08-31,2.03
2023-09-01,2.03
2023-09-02,2.03
2023-09-03,2.03
2023-09-04,2.096
2023-09-05,2.096
2023-09-06,2.096
2023-09-07,2.096
2023-09-08,2.096
2023-09-09,2.096
2023-09-10,2.096
2023-09-11,2.096
2023-09-12,2.096
2023-09-13,2.108
2023-09-14,2.108
