,SCCO US Equity
2021-06-15,3.81
2021-06-16,3.81
2021-06-17,3.81
2021-06-18,3.81
2021-06-19,3.81
2021-06-20,3.81
2021-06-21,3.81
2021-06-22,3.81
2021-06-23,3.81
2021-06-24,3.81
2021-06-25,3.81
2021-06-26,3.81
2021-06-27,3.81
2021-06-28,3.81
2021-06-29,3.81
2021-06-30,3.81
2021-07-01,3.81
2021-07-02,3.81
2021-07-03,3.81
2021-07-04,3.81
2021-07-05,3.81
2021-07-06,3.81
2021-07-07,3.81
2021-07-08,3.795
2021-07-09,3.795
2021-07-10,3.795
2021-07-11,3.795
2021-07-12,2.65
2021-07-13,2.65
2021-07-14,2.65
2021-07-15,2.65
2021-07-16,2.65
2021-07-17,2.65
2021-07-18,2.65
2021-07-19,2.65
2021-07-20,2.65
2021-07-21,2.65
2021-07-22,2.65
2021-07-23,2.65
2021-07-24,2.65
2021-07-25,2.65
2021-07-26,2.65
2021-07-27,2.65
2021-07-28,2.65
2021-07-29,2.65
2021-07-30,2.65
2021-07-31,2.65
2021-08-01,2.65
2021-08-02,2.65
2021-08-03,2.65
2021-08-04,2.65
2021-08-05,2.65
2021-08-06,2.65
2021-08-07,2.65
2021-08-08,2.65
2021-08-09,2.65
2021-08-10,2.65
2021-08-11,2.65
2021-08-12,2.65
2021-08-13,2.65
2021-08-14,2.65
2021-08-15,2.65
2021-08-16,2.65
2021-08-17,2.65
2021-08-18,2.65
2021-08-19,3.23
2021-08-20,3.23
2021-08-21,3.23
2021-08-22,3.23
2021-08-23,3.23
2021-08-24,3.23
2021-08-25,3.23
2021-08-26,3.23
2021-08-27,3.23
2021-08-28,3.23
2021-08-29,3.23
2021-08-30,3.787
2021-08-31,3.787
2021-09-01,3.787
2021-09-02,3.23
2021-09-03,3.23
2021-09-04,3.23
2021-09-05,3.23
2021-09-06,3.23
2021-09-07,3.23
2021-09-08,3.23
2021-09-09,3.23
2021-09-10,3.23
2021-09-11,3.23
2021-09-12,3.23
2021-09-13,3.23
2021-09-14,3.23
2021-09-15,3.23
2021-09-16,3.23
2021-09-17,3.23
2021-09-18,3.23
2021-09-19,3.23
2021-09-20,3.23
2021-09-21,3.23
2021-09-22,3.23
2021-09-23,3.23
2021-09-24,3.23
2021-09-25,3.23
2021-09-26,3.23
2021-09-27,3.23
2021-09-28,3.23
2021-09-29,3.23
2021-09-30,3.23
2021-10-01,3.23
2021-10-02,3.23
2021-10-03,3.23
2021-10-04,3.23
2021-10-05,3.23
2021-10-06,3.23
2021-10-07,3.23
2021-10-08,3.23
2021-10-09,3.23
2021-10-10,3.23
2021-10-11,3.23
2021-10-12,3.23
2021-10-13,3.23
2021-10-14,3.23
2021-10-15,3.23
2021-10-16,3.23
2021-10-17,3.23
2021-10-18,3.23
2021-10-19,3.23
2021-10-20,3.23
2021-10-21,3.23
2021-10-22,3.23
2021-10-23,3.23
2021-10-24,3.23
2021-10-25,3.23
2021-10-26,3.23
2021-10-27,3.23
2021-10-28,3.23
2021-10-29,3.23
2021-10-30,3.23
2021-10-31,3.23
2021-11-01,3.23
2021-11-02,3.23
2021-11-03,3.23
2021-11-04,3.23
2021-11-05,3.23
2021-11-06,3.23
2021-11-07,3.23
2021-11-08,3.23
2021-11-09,3.095
2021-11-10,3.095
2021-11-11,3.095
2021-11-12,3.085
2021-11-13,3.085
2021-11-14,3.085
2021-11-15,3.085
2021-11-16,3.503
2021-11-17,3.503
2021-11-18,3.503
2021-11-19,4.095
2021-11-20,4.095
2021-11-21,4.095
2021-11-22,4.095
2021-11-23,4.948
2021-11-24,4.948
2021-11-25,4.948
2021-11-26,4.948
2021-11-27,4.948
2021-11-28,4.948
2021-11-29,4.948
2021-11-30,4.948
2021-12-01,4.948
2021-12-02,4.948
2021-12-03,4.948
2021-12-04,4.948
2021-12-05,4.948
2021-12-06,4.948
2021-12-07,4.948
2021-12-08,4.948
2021-12-09,4.948
2021-12-10,4.948
2021-12-11,4.948
2021-12-12,4.948
2021-12-13,4.948
2021-12-14,4.948
2021-12-15,4.948
2021-12-16,4.948
2021-12-17,4.948
2021-12-18,4.948
2021-12-19,4.948
2021-12-20,4.948
2021-12-21,4.948
2021-12-22,4.948
2021-12-23,4.948
2021-12-24,4.948
2021-12-25,4.948
2021-12-26,4.948
2021-12-27,4.948
2021-12-28,4.948
2021-12-29,4.948
2021-12-30,4.948
2021-12-31,4.948
2022-01-01,4.948
2022-01-02,4.948
2022-01-03,4.948
2022-01-04,4.948
2022-01-05,4.948
2022-01-06,4.948
2022-01-07,4.948
2022-01-08,4.948
2022-01-09,4.948
2022-01-10,4.948
2022-01-11,4.948
2022-01-12,4.948
2022-01-13,4.948
2022-01-14,4.948
2022-01-15,4.948
2022-01-16,4.948
2022-01-17,4.988
2022-01-18,4.988
2022-01-19,4.988
2022-01-20,4.988
2022-01-21,4.988
2022-01-22,4.988
2022-01-23,4.988
2022-01-24,4.988
2022-01-25,4.988
2022-01-26,4.988
2022-01-27,4.988
2022-01-28,4.988
2022-01-29,4.988
2022-01-30,4.988
2022-01-31,4.988
2022-02-01,4.988
2022-02-02,5.02
2022-02-03,4.752
2022-02-04,4.752
2022-02-05,4.33
2022-02-06,4.349
2022-02-07,4.349
2022-02-08,4.32
2022-02-09,4.43
2022-02-10,4.43
2022-02-11,4.43
2022-02-12,4.43
2022-02-13,4.43
2022-02-14,4.43
2022-02-15,4.43
2022-02-16,4.43
2022-02-17,4.43
2022-02-18,4.43
2022-02-19,4.43
2022-02-20,4.43
2022-02-21,4.43
2022-02-22,4.43
2022-02-23,4.43
2022-02-24,4.43
2022-02-25,4.43
2022-02-26,4.43
2022-02-27,4.43
2022-02-28,4.43
2022-03-01,4.43
2022-03-02,4.43
2022-03-03,4.43
2022-03-04,4.43
2022-03-05,4.43
2022-03-06,4.43
2022-03-07,4.43
2022-03-08,4.43
2022-03-09,3.6
2022-03-10,3.6
2022-03-11,3.6
2022-03-12,3.6
2022-03-13,3.6
2022-03-14,3.6
2022-03-15,3.6
2022-03-16,3.6
2022-03-17,3.6
2022-03-18,3.6
2022-03-19,3.6
2022-03-20,3.6
2022-03-21,3.6
2022-03-22,3.6
2022-03-23,3.719
2022-03-24,3.719
2022-03-25,3.719
2022-03-26,3.719
2022-03-27,3.719
2022-03-28,3.79
2022-03-29,3.79
2022-03-30,3.79
2022-03-31,3.79
2022-04-01,3.79
2022-04-02,3.79
2022-04-03,3.79
2022-04-04,3.79
2022-04-05,3.79
2022-04-06,3.79
2022-04-07,3.79
2022-04-08,3.79
2022-04-09,3.79
2022-04-10,3.79
2022-04-11,3.806
2022-04-12,3.806
2022-04-13,3.99
2022-04-14,3.99
2022-04-15,3.99
2022-04-16,3.99
2022-04-17,3.99
2022-04-18,3.99
2022-04-19,3.989
2022-04-20,4.058
2022-04-21,4.035
2022-04-22,4.035
2022-04-23,4.035
2022-04-24,4.035
2022-04-25,4.035
2022-04-26,4.035
2022-04-27,4.035
2022-04-28,4.035
2022-04-29,4.035
2022-04-30,4.035
2022-05-01,4.035
2022-05-02,4.035
2022-05-03,4.029
2022-05-04,4.029
2022-05-05,4.029
2022-05-06,4.029
2022-05-07,4.029
2022-05-08,4.028
2022-05-09,4.028
2022-05-10,4.028
2022-05-11,4.028
2022-05-12,4.028
2022-05-13,4.028
2022-05-14,4.028
2022-05-15,4.028
2022-05-16,4.028
2022-05-17,4.028
2022-05-18,4.028
2022-05-19,4.028
2022-05-20,4.028
2022-05-21,4.028
2022-05-22,4.028
2022-05-23,4.019
2022-05-24,4.012
2022-05-25,4.012
2022-05-26,4.012
2022-05-27,4.012
2022-05-28,4.012
2022-05-29,4.012
2022-05-30,4.012
2022-05-31,3.989
2022-06-01,3.989
2022-06-02,3.989
2022-06-03,3.989
2022-06-04,3.989
2022-06-05,3.989
2022-06-06,3.989
2022-06-07,3.989
2022-06-08,4.025
2022-06-09,4.025
2022-06-10,4.19
2022-06-11,4.19
2022-06-12,4.19
2022-06-13,4.19
2022-06-14,4.19
2022-06-15,4.19
2022-06-16,4.19
2022-06-17,4.19
2022-06-18,4.19
2022-06-19,4.19
2022-06-20,4.19
2022-06-21,4.19
2022-06-22,4.159
2022-06-23,4.159
2022-06-24,4.159
2022-06-25,4.159
2022-06-26,4.159
2022-06-27,4.159
2022-06-28,4.159
2022-06-29,4.075
2022-06-30,4.075
2022-07-01,4.075
2022-07-02,4.075
2022-07-03,4.075
2022-07-04,4.075
2022-07-05,4.075
2022-07-06,4.075
2022-07-07,3.994
2022-07-08,3.994
2022-07-09,3.985
2022-07-10,3.985
2022-07-11,3.985
2022-07-12,3.906
2022-07-13,3.917
2022-07-14,3.917
2022-07-15,3.917
2022-07-16,3.917
2022-07-17,3.917
2022-07-18,3.825
2022-07-19,3.772
2022-07-20,3.772
2022-07-21,3.772
2022-07-22,3.772
2022-07-23,3.772
2022-07-24,3.772
2022-07-25,3.772
2022-07-26,3.772
2022-07-27,3.735
2022-07-28,3.735
2022-07-29,3.735
2022-07-30,3.735
2022-07-31,3.735
2022-08-01,3.735
2022-08-02,3.735
2022-08-03,3.735
2022-08-04,3.735
2022-08-05,3.735
2022-08-06,3.735
2022-08-07,3.715
2022-08-08,3.715
2022-08-09,3.715
2022-08-10,3.715
2022-08-11,3.715
2022-08-12,3.715
2022-08-13,3.715
2022-08-14,3.675
2022-08-15,3.675
2022-08-16,3.675
2022-08-17,3.675
2022-08-18,3.675
2022-08-19,3.675
2022-08-20,3.675
2022-08-21,3.675
2022-08-22,3.675
2022-08-23,3.675
2022-08-24,3.675
2022-08-25,3.675
2022-08-26,3.675
2022-08-27,3.675
2022-08-28,3.675
2022-08-29,3.684
2022-08-30,3.684
2022-08-31,3.684
2022-09-01,3.684
2022-09-02,3.684
2022-09-03,3.684
2022-09-04,3.684
2022-09-05,3.684
2022-09-06,3.684
2022-09-07,3.684
2022-09-08,3.684
2022-09-09,3.684
2022-09-10,3.684
2022-09-11,3.684
2022-09-12,3.684
2022-09-13,3.684
2022-09-14,3.726
2022-09-15,3.723
2022-09-16,3.723
2022-09-17,3.723
2022-09-18,3.723
2022-09-19,3.723
2022-09-20,3.723
2022-09-21,3.723
2022-09-22,3.723
2022-09-23,3.723
2022-09-24,3.723
2022-09-25,3.723
2022-09-26,3.723
2022-09-27,3.723
2022-09-28,3.723
2022-09-29,3.723
2022-09-30,3.723
2022-10-01,3.723
2022-10-02,3.723
2022-10-03,3.723
2022-10-04,3.723
2022-10-05,3.693
2022-10-06,3.63
2022-10-07,3.63
2022-10-08,3.63
2022-10-09,3.571
2022-10-10,3.494
2022-10-11,3.494
2022-10-12,3.494
2022-10-13,3.42
2022-10-14,3.42
2022-10-15,3.42
2022-10-16,3.42
2022-10-17,3.418
2022-10-18,3.336
2022-10-19,3.318
2022-10-20,3.318
2022-10-21,3.318
2022-10-22,3.318
2022-10-23,3.318
2022-10-24,3.318
2022-10-25,3.318
2022-10-26,3.318
2022-10-27,3.318
2022-10-28,3.332
2022-10-29,3.332
2022-10-30,3.332
2022-10-31,3.334
2022-11-01,3.372
2022-11-02,3.372
2022-11-03,3.372
2022-11-04,3.372
2022-11-05,3.372
2022-11-06,3.372
2022-11-07,3.37
2022-11-08,3.37
2022-11-09,3.37
2022-11-10,3.37
2022-11-11,3.37
2022-11-12,3.37
2022-11-13,3.37
2022-11-14,3.37
2022-11-15,3.37
2022-11-16,3.37
2022-11-17,3.37
2022-11-18,3.37
2022-11-19,3.37
2022-11-20,3.37
2022-11-21,3.37
2022-11-22,3.37
2022-11-23,3.358
2022-11-24,3.418
2022-11-25,3.418
2022-11-26,3.418
2022-11-27,3.418
2022-11-28,3.418
2022-11-29,3.701
2022-11-30,3.701
2022-12-01,3.701
2022-12-02,3.701
2022-12-03,3.701
2022-12-04,3.701
2022-12-05,3.701
2022-12-06,3.701
2022-12-07,3.701
2022-12-08,3.734
2022-12-09,3.734
2022-12-10,3.734
2022-12-11,3.734
2022-12-12,3.734
2022-12-13,3.734
2022-12-14,3.734
2022-12-15,3.734
2022-12-16,3.734
2022-12-17,3.734
2022-12-18,3.734
2022-12-19,3.734
2022-12-20,3.734
2022-12-21,3.974
2022-12-22,3.974
2022-12-23,3.974
2022-12-24,3.974
2022-12-25,3.974
2022-12-26,3.974
2022-12-27,3.974
2022-12-28,3.974
2022-12-29,3.974
2022-12-30,3.974
2022-12-31,3.974
2023-01-01,3.974
2023-01-02,3.974
2023-01-03,3.974
2023-01-04,3.958
2023-01-05,3.958
2023-01-06,3.958
2023-01-07,3.958
2023-01-08,3.958
2023-01-09,3.958
2023-01-10,4.042
2023-01-11,4.113
2023-01-12,4.139
2023-01-13,4.139
2023-01-14,4.139
2023-01-15,4.139
2023-01-16,4.102
2023-01-17,3.987
2023-01-18,4.067
2023-01-19,4.067
2023-01-20,4.067
2023-01-21,4.067
2023-01-22,4.067
2023-01-23,3.96
2023-01-24,4.009
2023-01-25,4.009
2023-01-26,4.009
2023-01-27,4.009
2023-01-28,4.009
2023-01-29,4.009
2023-01-30,4.031
2023-01-31,4.031
2023-02-01,4.031
2023-02-02,4.031
2023-02-03,4.031
2023-02-04,4.031
2023-02-05,4.031
2023-02-06,4.031
2023-02-07,3.929
2023-02-08,3.924
2023-02-09,3.924
2023-02-10,3.924
2023-02-11,3.924
2023-02-12,3.924
2023-02-13,3.924
2023-02-14,3.924
2023-02-15,3.924
2023-02-16,3.929
2023-02-17,3.929
2023-02-18,3.929
2023-02-19,3.929
2023-02-20,3.929
2023-02-21,3.929
2023-02-22,3.929
2023-02-23,3.929
2023-02-24,3.929
2023-02-25,3.929
2023-02-26,4.013
2023-02-27,4.013
2023-02-28,4.013
2023-03-01,4.013
2023-03-02,4.013
2023-03-03,4.013
2023-03-04,4.013
2023-03-05,4.013
2023-03-06,3.873
2023-03-07,3.873
2023-03-08,3.873
2023-03-09,3.873
2023-03-10,3.879
2023-03-11,3.879
2023-03-12,3.879
2023-03-13,4.108
2023-03-14,4.126
2023-03-15,4.126
2023-03-16,4.126
2023-03-17,4.126
2023-03-18,4.126
2023-03-19,4.126
2023-03-20,4.126
2023-03-21,4.126
2023-03-22,4.126
2023-03-23,4.126
2023-03-24,4.126
2023-03-25,4.126
2023-03-26,4.126
2023-03-27,4.126
2023-03-28,4.126
2023-03-29,4.129
2023-03-30,4.129
2023-03-31,4.129
2023-04-01,4.129
2023-04-02,4.129
2023-04-03,4.129
2023-04-04,4.129
2023-04-05,4.258
2023-04-06,4.276
2023-04-07,4.276
2023-04-08,4.276
2023-04-09,4.276
2023-04-10,4.276
2023-04-11,4.276
2023-04-12,4.28
2023-04-13,4.28
2023-04-14,4.28
2023-04-15,4.28
2023-04-16,4.28
2023-04-17,4.28
2023-04-18,4.229
2023-04-19,4.301
2023-04-20,4.342
2023-04-21,4.342
2023-04-22,4.342
2023-04-23,4.342
2023-04-24,4.342
2023-04-25,4.342
2023-04-26,4.342
2023-04-27,4.426
2023-04-28,4.426
2023-04-29,4.426
2023-04-30,4.426
2023-05-01,4.426
2023-05-02,4.404
2023-05-03,4.404
2023-05-04,4.404
2023-05-05,4.408
2023-05-06,4.408
2023-05-07,4.408
2023-05-08,4.408
2023-05-09,4.385
2023-05-10,4.385
2023-05-11,4.385
2023-05-12,4.385
2023-05-13,4.385
2023-05-14,4.385
2023-05-15,4.385
2023-05-16,4.387
2023-05-17,4.387
2023-05-18,4.387
2023-05-19,4.387
2023-05-20,4.387
2023-05-21,4.387
2023-05-22,4.387
2023-05-23,4.387
2023-05-24,4.387
2023-05-25,4.386
2023-05-26,4.386
2023-05-27,4.386
2023-05-28,4.386
2023-05-29,4.386
2023-05-30,4.386
2023-05-31,4.386
2023-06-01,4.386
2023-06-02,4.175
2023-06-03,4.175
2023-06-04,4.175
2023-06-05,4.175
2023-06-06,4.299
2023-06-07,4.299
2023-06-08,4.343
2023-06-09,4.343
2023-06-10,4.343
2023-06-11,4.343
2023-06-12,4.304
2023-06-13,4.304
2023-06-14,4.304
2023-06-15,4.304
2023-06-16,4.304
2023-06-17,4.304
2023-06-18,4.304
2023-06-19,4.304
2023-06-20,4.304
2023-06-21,4.309
2023-06-22,4.309
2023-06-23,4.309
2023-06-24,4.309
2023-06-25,4.309
2023-06-26,4.309
2023-06-27,4.309
2023-06-28,4.295
2023-06-29,4.295
2023-06-30,4.295
2023-07-01,4.295
2023-07-02,4.295
2023-07-03,4.293
2023-07-04,4.293
2023-07-05,4.218
2023-07-06,4.204
2023-07-07,4.209
2023-07-08,4.209
2023-07-09,4.209
2023-07-10,4.19
2023-07-11,4.19
2023-07-12,4.141
2023-07-13,4.141
2023-07-14,4.141
2023-07-15,4.141
2023-07-16,4.141
2023-07-17,4.141
2023-07-18,4.137
2023-07-19,4.137
2023-07-20,4.137
2023-07-21,4.137
2023-07-22,4.137
2023-07-23,4.137
2023-07-24,4.113
2023-07-25,4.113
2023-07-26,4.113
2023-07-27,4.113
2023-07-28,4.112
2023-07-29,4.112
2023-07-30,4.112
2023-07-31,4.08
2023-08-01,4.08
2023-08-02,4.08
2023-08-03,4.049
2023-08-04,4.133
2023-08-05,4.133
2023-08-06,4.133
2023-08-07,4.133
2023-08-08,4.133
2023-08-09,4.133
2023-08-10,4.133
2023-08-11,4.133
2023-08-12,4.133
2023-08-13,4.133
2023-08-14,4.133
2023-08-15,4.137
2023-08-16,4.136
2023-08-17,4.136
2023-08-18,4.136
2023-08-19,4.136
2023-08-20,4.136
2023-08-21,4.136
2023-08-22,4.118
2023-08-23,4.072
2023-08-24,4.072
2023-08-25,4.072
2023-08-26,4.072
2023-08-27,4.072
2023-08-28,4.072
2023-08-29,4.158
2023-08-30,4.158
2023-08-31,4.158
2023-09-01,4.158
2023-09-02,4.158
2023-09-03,4.158
2023-09-04,4.158
2023-09-05,4.158
2023-09-06,4.158
2023-09-07,4.158
2023-09-08,4.158
2023-09-09,4.158
2023-09-10,4.158
2023-09-11,4.158
2023-09-12,4.158
2023-09-13,4.158
2023-09-14,4.158
2023-09-15,4.158
2023-09-16,4.158
2023-09-17,4.158
