,KMX US Equity
2021-05-07,10.63
2021-05-08,10.63
2021-05-09,10.63
2021-05-10,10.63
2021-05-11,10.63
2021-05-12,10.63
2021-05-13,10.63
2021-05-14,10.63
2021-05-15,10.63
2021-05-16,10.63
2021-05-17,10.63
2021-05-18,10.63
2021-05-19,10.63
2021-05-20,10.63
2021-05-21,10.63
2021-05-22,10.63
2021-05-23,10.63
2021-05-24,10.63
2021-05-25,10.63
2021-05-26,10.63
2021-05-27,10.63
2021-05-28,10.63
2021-05-29,10.63
2021-05-30,10.63
2021-05-31,10.63
2021-06-01,10.63
2021-06-02,10.63
2021-06-03,10.63
2021-06-04,10.63
2021-06-05,10.63
2021-06-06,10.63
2021-06-07,10.63
2021-06-08,10.63
2021-06-09,10.63
2021-06-10,10.63
2021-06-11,10.63
2021-06-12,10.63
2021-06-13,10.63
2021-06-14,10.63
2021-06-15,9.68
2021-06-16,9.68
2021-06-17,9.68
2021-06-18,9.68
2021-06-19,9.68
2021-06-20,9.68
2021-06-21,9.68
2021-06-22,9.68
2021-06-23,9.68
2021-06-24,9.68
2021-06-25,9.68
2021-06-26,9.445
2021-06-27,9.69
2021-06-28,9.69
2021-06-29,9.69
2021-06-30,9.69
2021-07-01,9.69
2021-07-02,9.69
2021-07-03,9.69
2021-07-04,9.69
2021-07-05,9.69
2021-07-06,9.69
2021-07-07,9.69
2021-07-08,9.69
2021-07-09,9.69
2021-07-10,9.69
2021-07-11,9.69
2021-07-12,9.69
2021-07-13,9.69
2021-07-14,9.69
2021-07-15,9.69
2021-07-16,9.69
2021-07-17,9.69
2021-07-18,9.69
2021-07-19,9.69
2021-07-20,9.69
2021-07-21,9.69
2021-07-22,9.69
2021-07-23,9.69
2021-07-24,9.69
2021-07-25,9.69
2021-07-26,9.69
2021-07-27,9.69
2021-07-28,9.69
2021-07-29,9.69
2021-07-30,9.69
2021-07-31,9.69
2021-08-01,9.69
2021-08-02,9.69
2021-08-03,9.69
2021-08-04,9.69
2021-08-05,9.69
2021-08-06,9.69
2021-08-07,9.69
2021-08-08,9.69
2021-08-09,9.69
2021-08-10,9.69
2021-08-11,9.69
2021-08-12,9.69
2021-08-13,9.69
2021-08-14,9.69
2021-08-15,9.69
2021-08-16,9.69
2021-08-17,9.69
2021-08-18,9.69
2021-08-19,9.69
2021-08-20,9.69
2021-08-21,9.69
2021-08-22,9.69
2021-08-23,9.69
2021-08-24,9.69
2021-08-25,9.69
2021-08-26,9.69
2021-08-27,9.69
2021-08-28,9.69
2021-08-29,9.69
2021-08-30,9.69
2021-08-31,9.69
2021-09-01,9.69
2021-09-02,9.69
2021-09-03,9.69
2021-09-04,9.69
2021-09-05,9.69
2021-09-06,9.69
2021-09-07,9.69
2021-09-08,9.69
2021-09-09,9.69
2021-09-10,9.69
2021-09-11,9.69
2021-09-12,9.69
2021-09-13,9.69
2021-09-14,9.69
2021-09-15,9.69
2021-09-16,9.69
2021-09-17,9.69
2021-09-18,9.69
2021-09-19,9.69
2021-09-20,9.69
2021-09-21,9.69
2021-09-22,9.69
2021-09-23,9.69
2021-09-24,9.71
2021-09-25,9.71
2021-09-26,9.71
2021-09-27,9.71
2021-09-28,9.71
2021-09-29,9.71
2021-09-30,9.71
2021-10-01,9.945
2021-10-02,9.945
2021-10-03,9.945
2021-10-04,9.945
2021-10-05,9.945
2021-10-06,9.945
2021-10-07,9.945
2021-10-08,9.945
2021-10-09,9.945
2021-10-10,9.945
2021-10-11,9.945
2021-10-12,9.945
2021-10-13,9.945
2021-10-14,9.945
2021-10-15,9.945
2021-10-16,9.945
2021-10-17,9.945
2021-10-18,9.945
2021-10-19,9.945
2021-10-20,9.945
2021-10-21,9.945
2021-10-22,9.945
2021-10-23,9.945
2021-10-24,9.945
2021-10-25,9.945
2021-10-26,9.945
2021-10-27,9.945
2021-10-28,9.945
2021-10-29,9.945
2021-10-30,9.945
2021-10-31,9.945
2021-11-01,9.945
2021-11-02,9.945
2021-11-03,9.945
2021-11-04,9.945
2021-11-05,9.945
2021-11-06,9.945
2021-11-07,9.945
2021-11-08,9.945
2021-11-09,9.945
2021-11-10,9.945
2021-11-11,9.945
2021-11-12,9.945
2021-11-13,9.945
2021-11-14,9.945
2021-11-15,9.945
2021-11-16,9.945
2021-11-17,9.945
2021-11-18,9.945
2021-11-19,9.945
2021-11-20,9.945
2021-11-21,9.945
2021-11-22,9.945
2021-11-23,9.945
2021-11-24,9.945
2021-11-25,9.945
2021-11-26,9.945
2021-11-27,9.945
2021-11-28,9.945
2021-11-29,9.945
2021-11-30,9.945
2021-12-01,9.945
2021-12-02,9.945
2021-12-03,9.945
2021-12-04,9.945
2021-12-05,9.945
2021-12-06,9.945
2021-12-07,9.67
2021-12-08,9.67
2021-12-09,9.67
2021-12-10,9.67
2021-12-11,9.67
2021-12-12,9.67
2021-12-13,9.67
2021-12-14,9.67
2021-12-15,9.67
2021-12-16,9.67
2021-12-17,9.67
2021-12-18,9.67
2021-12-19,9.67
2021-12-20,9.67
2021-12-21,9.67
2021-12-22,9.67
2021-12-23,9.2
2021-12-24,9.2
2021-12-25,9.2
2021-12-26,9.2
2021-12-27,9.2
2021-12-28,9.2
2021-12-29,9.2
2021-12-30,9.2
2021-12-31,9.2
2022-01-01,9.2
2022-01-02,9.2
2022-01-03,9.2
2022-01-04,9.2
2022-01-05,9.2
2022-01-06,7.797
2022-01-07,7.797
2022-01-08,7.797
2022-01-09,7.797
2022-01-10,7.797
2022-01-11,7.797
2022-01-12,7.797
2022-01-13,7.797
2022-01-14,7.797
2022-01-15,7.797
2022-01-16,7.797
2022-01-17,7.797
2022-01-18,7.797
2022-01-19,7.797
2022-01-20,7.797
2022-01-21,7.747
2022-01-22,7.747
2022-01-23,7.747
2022-01-24,7.747
2022-01-25,7.747
2022-01-26,7.747
2022-01-27,7.747
2022-01-28,7.747
2022-01-29,7.747
2022-01-30,7.747
2022-01-31,7.747
2022-02-01,7.747
2022-02-02,7.747
2022-02-03,7.747
2022-02-04,7.747
2022-02-05,7.747
2022-02-06,7.747
2022-02-07,7.747
2022-02-08,7.747
2022-02-09,7.747
2022-02-10,7.747
2022-02-11,7.747
2022-02-12,7.747
2022-02-13,7.747
2022-02-14,7.747
2022-02-15,7.747
2022-02-16,7.747
2022-02-17,7.747
2022-02-18,7.747
2022-02-19,7.747
2022-02-20,7.747
2022-02-21,7.747
2022-02-22,7.747
2022-02-23,7.747
2022-02-24,7.747
2022-02-25,7.747
2022-02-26,7.747
2022-02-27,7.747
2022-02-28,7.747
2022-03-01,7.747
2022-03-02,7.747
2022-03-03,7.747
2022-03-04,7.747
2022-03-05,7.747
2022-03-06,7.747
2022-03-07,7.747
2022-03-08,7.747
2022-03-09,7.747
2022-03-10,7.747
2022-03-11,7.747
2022-03-12,7.747
2022-03-13,7.747
2022-03-14,7.747
2022-03-15,7.747
2022-03-16,7.463
2022-03-17,7.463
2022-03-18,7.463
2022-03-19,7.463
2022-03-20,7.463
2022-03-21,7.833
2022-03-22,7.833
2022-03-23,7.833
2022-03-24,7.833
2022-03-25,7.843
2022-03-26,7.843
2022-03-27,7.843
2022-03-28,7.843
2022-03-29,7.843
2022-03-30,7.843
2022-03-31,7.843
2022-04-01,7.843
2022-04-02,7.843
2022-04-03,7.843
2022-04-04,7.793
2022-04-05,7.793
2022-04-06,7.793
2022-04-07,7.793
2022-04-08,7.76
2022-04-09,7.76
2022-04-10,7.76
2022-04-11,7.76
2022-04-12,7.585
2022-04-13,7.556
2022-04-14,7.556
2022-04-15,7.556
2022-04-16,7.556
2022-04-17,7.556
2022-04-18,7.556
2022-04-19,7.556
2022-04-20,7.488
2022-04-21,7.488
2022-04-22,7.488
2022-04-23,7.488
2022-04-24,7.488
2022-04-25,7.447
2022-04-26,7.723
2022-04-27,7.723
2022-04-28,7.723
2022-04-29,7.723
2022-04-30,7.723
2022-05-01,7.723
2022-05-02,7.723
2022-05-03,7.723
2022-05-04,7.723
2022-05-05,7.723
2022-05-06,7.723
2022-05-07,7.723
2022-05-08,7.723
2022-05-09,7.723
2022-05-10,7.723
2022-05-11,7.723
2022-05-12,7.723
2022-05-13,7.541
2022-05-14,7.541
2022-05-15,7.548
2022-05-16,7.548
2022-05-17,7.548
2022-05-18,7.548
2022-05-19,7.548
2022-05-20,7.548
2022-05-21,7.548
2022-05-22,7.548
2022-05-23,7.548
2022-05-24,7.548
2022-05-25,7.548
2022-05-26,7.548
2022-05-27,7.548
2022-05-28,7.548
2022-05-29,7.548
2022-05-30,7.548
2022-05-31,7.533
2022-06-01,7.533
2022-06-02,7.533
2022-06-03,7.533
2022-06-04,7.533
2022-06-05,7.533
2022-06-06,7.533
2022-06-07,7.451
2022-06-08,7.451
2022-06-09,7.451
2022-06-10,7.451
2022-06-11,7.451
2022-06-12,7.451
2022-06-13,7.451
2022-06-14,7.451
2022-06-15,7.451
2022-06-16,7.449
2022-06-17,7.449
2022-06-18,7.449
2022-06-19,7.449
2022-06-20,7.449
2022-06-21,7.441
2022-06-22,7.441
2022-06-23,7.441
2022-06-24,7.441
2022-06-25,7.416
2022-06-26,7.509
2022-06-27,7.418
2022-06-28,7.336
2022-06-29,7.336
2022-06-30,7.336
2022-07-01,7.336
2022-07-02,7.336
2022-07-03,7.336
2022-07-04,7.336
2022-07-05,7.318
2022-07-06,7.318
2022-07-07,7.318
2022-07-08,7.318
2022-07-09,7.318
2022-07-10,7.318
2022-07-11,7.318
2022-07-12,7.318
2022-07-13,7.318
2022-07-14,7.229
2022-07-15,7.229
2022-07-16,7.229
2022-07-17,7.229
2022-07-18,7.229
2022-07-19,7.229
2022-07-20,7.229
2022-07-21,7.229
2022-07-22,7.229
2022-07-23,7.229
2022-07-24,7.229
2022-07-25,7.229
2022-07-26,7.229
2022-07-27,7.229
2022-07-28,7.229
2022-07-29,7.229
2022-07-30,7.229
2022-07-31,7.229
2022-08-01,7.229
2022-08-02,7.229
2022-08-03,7.229
2022-08-04,7.229
2022-08-05,7.229
2022-08-06,7.229
2022-08-07,7.229
2022-08-08,7.229
2022-08-09,7.229
2022-08-10,7.229
2022-08-11,7.229
2022-08-12,7.229
2022-08-13,7.229
2022-08-14,7.229
2022-08-15,7.229
2022-08-16,7.229
2022-08-17,7.229
2022-08-18,7.229
2022-08-19,7.229
2022-08-20,7.229
2022-08-21,7.229
2022-08-22,7.229
2022-08-23,7.229
2022-08-24,7.229
2022-08-25,7.229
2022-08-26,7.229
2022-08-27,7.229
2022-08-28,7.229
2022-08-29,7.229
2022-08-30,7.229
2022-08-31,7.229
2022-09-01,7.229
2022-09-02,7.229
2022-09-03,7.229
2022-09-04,7.229
2022-09-05,7.229
2022-09-06,7.229
2022-09-07,7.229
2022-09-08,7.229
2022-09-09,7.151
2022-09-10,7.151
2022-09-11,7.151
2022-09-12,7.151
2022-09-13,7.151
2022-09-14,7.151
2022-09-15,7.151
2022-09-16,7.151
2022-09-17,7.151
2022-09-18,7.151
2022-09-19,7.151
2022-09-20,7.151
2022-09-21,7.151
2022-09-22,7.021
2022-09-23,6.976
2022-09-24,6.976
2022-09-25,6.976
2022-09-26,6.976
2022-09-27,6.976
2022-09-28,6.976
2022-09-29,6.261
2022-09-30,6.1
2022-10-01,6.1
2022-10-02,6.1
2022-10-03,6.01
2022-10-04,6.01
2022-10-05,6.01
2022-10-06,6.01
2022-10-07,6.01
2022-10-08,6.01
2022-10-09,6.01
2022-10-10,6.01
2022-10-11,6.01
2022-10-12,5.885
2022-10-13,5.75
2022-10-14,5.75
2022-10-15,5.75
2022-10-16,5.75
2022-10-17,5.75
2022-10-18,5.71
2022-10-19,5.71
2022-10-20,5.71
2022-10-21,5.71
2022-10-22,5.71
2022-10-23,5.71
2022-10-24,5.71
2022-10-25,5.71
2022-10-26,5.71
2022-10-27,5.71
2022-10-28,5.708
2022-10-29,5.708
2022-10-30,5.708
2022-10-31,5.708
2022-11-01,5.708
2022-11-02,5.708
2022-11-03,5.708
2022-11-04,5.708
2022-11-05,5.708
2022-11-06,5.708
2022-11-07,5.707
2022-11-08,5.707
2022-11-09,5.578
2022-11-10,5.578
2022-11-11,5.578
2022-11-12,5.578
2022-11-13,5.578
2022-11-14,5.578
2022-11-15,5.578
2022-11-16,5.56
2022-11-17,5.56
2022-11-18,5.5
2022-11-19,5.5
2022-11-20,5.5
2022-11-21,5.5
2022-11-22,5.5
2022-11-23,5.5
2022-11-24,5.5
2022-11-25,5.5
2022-11-26,5.5
2022-11-27,5.5
2022-11-28,5.5
2022-11-29,5.5
2022-11-30,5.5
2022-12-01,5.5
2022-12-02,5.5
2022-12-03,5.5
2022-12-04,5.5
2022-12-05,5.5
2022-12-06,5.5
2022-12-07,5.5
2022-12-08,5.5
2022-12-09,5.458
2022-12-10,5.458
2022-12-11,5.458
2022-12-12,5.458
2022-12-13,5.458
2022-12-14,5.458
2022-12-15,5.458
2022-12-16,5.439
2022-12-17,5.439
2022-12-18,5.439
2022-12-19,5.377
2022-12-20,5.284
2022-12-21,5.284
2022-12-22,4.472
2022-12-23,4.358
2022-12-24,4.358
2022-12-25,4.358
2022-12-26,4.358
2022-12-27,4.358
2022-12-28,4.289
2022-12-29,4.227
2022-12-30,4.227
2022-12-31,4.227
2023-01-01,4.227
2023-01-02,4.227
2023-01-03,4.227
2023-01-04,4.227
2023-01-05,4.155
2023-01-06,4.155
2023-01-07,4.155
2023-01-08,4.155
2023-01-09,4.155
2023-01-10,4.155
2023-01-11,4.155
2023-01-12,4.155
2023-01-13,4.155
2023-01-14,4.155
2023-01-15,4.155
2023-01-16,4.156
2023-01-17,4.156
2023-01-18,4.165
2023-01-19,4.14
2023-01-20,4.14
2023-01-21,4.14
2023-01-22,4.14
2023-01-23,4.14
2023-01-24,4.14
2023-01-25,4.14
2023-01-26,4.14
2023-01-27,4.14
2023-01-28,4.14
2023-01-29,4.14
2023-01-30,4.14
2023-01-31,4.14
2023-02-01,4.14
2023-02-02,4.14
2023-02-03,4.14
2023-02-04,4.14
2023-02-05,4.14
2023-02-06,4.14
2023-02-07,4.14
2023-02-08,4.14
2023-02-09,4.14
2023-02-10,4.14
2023-02-11,4.14
2023-02-12,4.14
2023-02-13,4.14
2023-02-14,4.143
2023-02-15,4.143
2023-02-16,4.143
2023-02-17,4.145
2023-02-18,4.145
2023-02-19,4.145
2023-02-20,4.145
2023-02-21,4.142
2023-02-22,4.142
2023-02-23,4.085
2023-02-24,4.085
2023-02-25,4.085
2023-02-26,4.085
2023-02-27,4.085
2023-02-28,4.085
2023-03-01,4.085
2023-03-02,4.085
2023-03-03,4.085
2023-03-04,4.085
2023-03-05,4.085
2023-03-06,4.085
2023-03-07,4.085
2023-03-08,4.085
2023-03-09,4.085
2023-03-10,4.054
2023-03-11,4.054
2023-03-12,4.054
2023-03-13,4.054
2023-03-14,4.054
2023-03-15,4.054
2023-03-16,4.0
2023-03-17,4.0
2023-03-18,4.0
2023-03-19,4.0
2023-03-20,4.0
2023-03-21,4.0
2023-03-22,4.0
2023-03-23,4.005
2023-03-24,3.976
2023-03-25,3.976
2023-03-26,3.976
2023-03-27,3.976
2023-03-28,3.976
2023-03-29,3.976
2023-03-30,3.976
2023-03-31,3.976
2023-04-01,3.976
2023-04-02,3.976
2023-04-03,3.976
2023-04-04,3.976
2023-04-05,3.937
2023-04-06,3.937
2023-04-07,3.937
2023-04-08,3.937
2023-04-09,3.937
2023-04-10,3.975
2023-04-11,3.859
2023-04-12,3.868
2023-04-13,3.724
2023-04-14,3.722
2023-04-15,3.722
2023-04-16,3.722
2023-04-17,3.714
2023-04-18,3.437
2023-04-19,3.437
2023-04-20,3.437
2023-04-21,3.435
2023-04-22,3.435
2023-04-23,3.435
2023-04-24,3.407
2023-04-25,3.407
2023-04-26,3.429
2023-04-27,3.429
2023-04-28,3.429
2023-04-29,3.429
2023-04-30,3.429
2023-05-01,3.429
2023-05-02,3.429
2023-05-03,3.411
2023-05-04,3.411
2023-05-05,3.411
2023-05-06,3.411
2023-05-07,3.411
2023-05-08,3.411
2023-05-09,3.411
2023-05-10,3.411
2023-05-11,3.411
2023-05-12,3.411
2023-05-13,3.411
2023-05-14,3.411
2023-05-15,3.411
2023-05-16,3.432
2023-05-17,3.438
2023-05-18,3.438
2023-05-19,3.438
2023-05-20,3.438
2023-05-21,3.438
2023-05-22,3.438
2023-05-23,3.438
2023-05-24,3.438
2023-05-25,3.438
2023-05-26,3.438
2023-05-27,3.438
2023-05-28,3.438
2023-05-29,3.438
2023-05-30,3.438
2023-05-31,3.426
2023-06-01,3.426
2023-06-02,3.426
2023-06-03,3.426
2023-06-04,3.426
2023-06-05,3.427
2023-06-06,3.427
2023-06-07,3.464
2023-06-08,3.464
2023-06-09,3.454
2023-06-10,3.454
2023-06-11,3.454
2023-06-12,3.454
2023-06-13,3.454
2023-06-14,3.44
2023-06-15,3.43
2023-06-16,3.436
2023-06-17,3.436
2023-06-18,3.436
2023-06-19,3.436
2023-06-20,3.434
2023-06-21,3.434
2023-06-22,3.434
2023-06-23,3.502
2023-06-24,3.502
2023-06-25,3.57
2023-06-26,3.663
2023-06-27,3.717
2023-06-28,3.717
2023-06-29,3.717
2023-06-30,3.717
2023-07-01,3.717
2023-07-02,3.717
2023-07-03,3.757
2023-07-04,3.757
2023-07-05,3.757
2023-07-06,3.757
2023-07-07,3.733
2023-07-08,3.728
2023-07-09,3.728
2023-07-10,3.728
2023-07-11,3.728
2023-07-12,3.727
2023-07-13,3.724
2023-07-14,3.724
2023-07-15,3.724
2023-07-16,3.724
2023-07-17,3.724
2023-07-18,3.724
2023-07-19,3.724
2023-07-20,3.724
2023-07-21,3.724
2023-07-22,3.724
2023-07-23,3.724
2023-07-24,3.724
2023-07-25,3.724
2023-07-26,3.724
2023-07-27,3.724
2023-07-28,3.724
2023-07-29,3.724
2023-07-30,3.724
2023-07-31,3.724
2023-08-01,3.724
2023-08-02,3.724
2023-08-03,3.724
2023-08-04,3.724
2023-08-05,3.724
2023-08-06,3.724
2023-08-07,3.724
2023-08-08,3.724
