,SEIC US Equity
2021-03-29,4.715
2021-03-30,4.715
2021-03-31,4.715
2021-04-01,4.715
2021-04-02,4.715
2021-04-03,4.715
2021-04-04,4.715
2021-04-05,4.74
2021-04-06,4.74
2021-04-07,4.74
2021-04-08,4.74
2021-04-09,4.74
2021-04-10,4.74
2021-04-11,4.74
2021-04-12,4.74
2021-04-13,4.74
2021-04-14,4.74
2021-04-15,4.74
2021-04-16,4.74
2021-04-17,4.74
2021-04-18,4.74
2021-04-19,4.74
2021-04-20,4.74
2021-04-21,4.665
2021-04-22,4.72
2021-04-23,4.72
2021-04-24,4.72
2021-04-25,4.72
2021-04-26,4.72
2021-04-27,4.72
2021-04-28,4.72
2021-04-29,4.72
2021-04-30,4.72
2021-05-01,4.72
2021-05-02,4.72
2021-05-03,4.72
2021-05-04,4.72
2021-05-05,4.72
2021-05-06,4.72
2021-05-07,4.72
2021-05-08,4.72
2021-05-09,4.72
2021-05-10,4.72
2021-05-11,4.72
2021-05-12,4.72
2021-05-13,4.72
2021-05-14,4.72
2021-05-15,4.72
2021-05-16,4.72
2021-05-17,4.72
2021-05-18,4.72
2021-05-19,4.72
2021-05-20,4.72
2021-05-21,4.72
2021-05-22,4.72
2021-05-23,4.72
2021-05-24,4.72
2021-05-25,4.72
2021-05-26,4.72
2021-05-27,4.72
2021-05-28,4.72
2021-05-29,4.72
2021-05-30,4.72
2021-05-31,4.72
2021-06-01,4.72
2021-06-02,4.72
2021-06-03,4.72
2021-06-04,4.72
2021-06-05,4.72
2021-06-06,4.72
2021-06-07,4.72
2021-06-08,4.72
2021-06-09,4.72
2021-06-10,4.72
2021-06-11,4.72
2021-06-12,4.72
2021-06-13,4.72
2021-06-14,4.72
2021-06-15,4.72
2021-06-16,4.72
2021-06-17,4.72
2021-06-18,4.72
2021-06-19,4.72
2021-06-20,4.72
2021-06-21,4.72
2021-06-22,4.72
2021-06-23,4.72
2021-06-24,4.72
2021-06-25,4.72
2021-06-26,4.72
2021-06-27,4.72
2021-06-28,4.72
2021-06-29,4.72
2021-06-30,4.72
2021-07-01,4.72
2021-07-02,4.72
2021-07-03,4.72
2021-07-04,4.72
2021-07-05,4.72
2021-07-06,4.72
2021-07-07,4.845
2021-07-08,4.845
2021-07-09,4.845
2021-07-10,4.845
2021-07-11,4.845
2021-07-12,4.845
2021-07-13,4.845
2021-07-14,4.845
2021-07-15,4.845
2021-07-16,4.845
2021-07-17,4.845
2021-07-18,4.783
2021-07-19,4.783
2021-07-20,4.783
2021-07-21,4.795
2021-07-22,4.795
2021-07-23,4.795
2021-07-24,4.795
2021-07-25,4.795
2021-07-26,4.795
2021-07-27,4.795
2021-07-28,4.795
2021-07-29,4.795
2021-07-30,4.735
2021-07-31,4.735
2021-08-01,4.735
2021-08-02,4.735
2021-08-03,4.735
2021-08-04,4.735
2021-08-05,4.735
2021-08-06,4.735
2021-08-07,4.735
2021-08-08,4.735
2021-08-09,4.735
2021-08-10,4.735
2021-08-11,4.735
2021-08-12,4.735
2021-08-13,4.735
2021-08-14,4.735
2021-08-15,4.735
2021-08-16,4.735
2021-08-17,4.735
2021-08-18,4.735
2021-08-19,4.735
2021-08-20,4.735
2021-08-21,4.735
2021-08-22,4.735
2021-08-23,4.735
2021-08-24,4.735
2021-08-25,4.735
2021-08-26,4.735
2021-08-27,4.735
2021-08-28,4.735
2021-08-29,4.735
2021-08-30,4.735
2021-08-31,4.735
2021-09-01,4.735
2021-09-02,4.735
2021-09-03,4.735
2021-09-04,4.735
2021-09-05,4.735
2021-09-06,4.735
2021-09-07,4.735
2021-09-08,4.735
2021-09-09,4.94
2021-09-10,4.94
2021-09-11,4.94
2021-09-12,4.94
2021-09-13,4.94
2021-09-14,4.94
2021-09-15,4.94
2021-09-16,4.94
2021-09-17,4.94
2021-09-18,4.94
2021-09-19,4.94
2021-09-20,4.94
2021-09-21,4.94
2021-09-22,4.94
2021-09-23,4.94
2021-09-24,4.94
2021-09-25,4.94
2021-09-26,4.94
2021-09-27,4.94
2021-09-28,4.94
2021-09-29,4.94
2021-09-30,4.837
2021-10-01,4.715
2021-10-02,4.715
2021-10-03,4.715
2021-10-04,4.715
2021-10-05,4.715
2021-10-06,4.69
2021-10-07,4.69
2021-10-08,4.69
2021-10-09,4.69
2021-10-10,4.69
2021-10-11,4.69
2021-10-12,4.69
2021-10-13,4.69
2021-10-14,4.68
2021-10-15,4.68
2021-10-16,4.68
2021-10-17,4.68
2021-10-18,4.68
2021-10-19,4.68
2021-10-20,4.69
2021-10-21,4.667
2021-10-22,4.667
2021-10-23,4.667
2021-10-24,4.667
2021-10-25,4.667
2021-10-26,4.667
2021-10-27,4.667
2021-10-28,4.667
2021-10-29,4.667
2021-10-30,4.667
2021-10-31,4.667
2021-11-01,4.667
2021-11-02,4.667
2021-11-03,4.667
2021-11-04,4.667
2021-11-05,4.667
2021-11-06,4.667
2021-11-07,4.667
2021-11-08,4.667
2021-11-09,4.667
2021-11-10,4.667
2021-11-11,4.667
2021-11-12,4.667
2021-11-13,4.667
2021-11-14,4.667
2021-11-15,4.667
2021-11-16,4.667
2021-11-17,4.667
2021-11-18,4.667
2021-11-19,4.667
2021-11-20,4.667
2021-11-21,4.667
2021-11-22,4.667
2021-11-23,4.667
2021-11-24,4.667
2021-11-25,4.667
2021-11-26,4.667
2021-11-27,4.667
2021-11-28,4.667
2021-11-29,4.667
2021-11-30,4.667
2021-12-01,4.667
2021-12-02,4.667
2021-12-03,4.667
2021-12-04,4.667
2021-12-05,4.667
2021-12-06,4.667
2021-12-07,4.667
2021-12-08,4.667
2021-12-09,4.667
2021-12-10,4.667
2021-12-11,4.667
2021-12-12,4.667
2021-12-13,4.667
2021-12-14,4.667
2021-12-15,4.667
2021-12-16,4.667
2021-12-17,4.667
2021-12-18,4.667
2021-12-19,4.667
2021-12-20,4.667
2021-12-21,4.667
2021-12-22,4.667
2021-12-23,4.667
2021-12-24,4.667
2021-12-25,4.667
2021-12-26,4.667
2021-12-27,4.667
2021-12-28,4.667
2021-12-29,4.667
2021-12-30,4.667
2021-12-31,4.667
2022-01-01,4.667
2022-01-02,4.667
2022-01-03,4.667
2022-01-04,4.7
2022-01-05,4.7
2022-01-06,4.7
2022-01-07,4.7
2022-01-08,4.7
2022-01-09,4.7
2022-01-10,4.7
2022-01-11,4.7
2022-01-12,4.7
2022-01-13,4.7
2022-01-14,4.7
2022-01-15,4.7
2022-01-16,4.7
2022-01-17,4.7
2022-01-18,4.7
2022-01-19,4.717
2022-01-20,4.717
2022-01-21,4.717
2022-01-22,4.717
2022-01-23,4.717
2022-01-24,4.717
2022-01-25,4.717
2022-01-26,4.447
2022-01-27,4.465
2022-01-28,4.465
2022-01-29,4.465
2022-01-30,4.465
2022-01-31,4.465
2022-02-01,4.465
2022-02-02,4.465
2022-02-03,4.465
2022-02-04,4.465
2022-02-05,4.465
2022-02-06,4.465
2022-02-07,4.465
2022-02-08,4.465
2022-02-09,4.465
2022-02-10,4.465
2022-02-11,4.465
2022-02-12,4.465
2022-02-13,4.465
2022-02-14,4.465
2022-02-15,4.465
2022-02-16,4.465
2022-02-17,4.465
2022-02-18,4.465
2022-02-19,4.465
2022-02-20,4.465
2022-02-21,4.465
2022-02-22,4.465
2022-02-23,4.465
2022-02-24,4.465
2022-02-25,4.465
2022-02-26,4.465
2022-02-27,4.465
2022-02-28,4.465
2022-03-01,4.438
2022-03-02,4.438
2022-03-03,4.438
2022-03-04,4.438
2022-03-05,4.438
2022-03-06,4.438
2022-03-07,4.438
2022-03-08,4.438
2022-03-09,4.438
2022-03-10,4.438
2022-03-11,4.438
2022-03-12,4.438
2022-03-13,4.438
2022-03-14,4.438
2022-03-15,4.438
2022-03-16,4.438
2022-03-17,4.438
2022-03-18,4.438
2022-03-19,4.438
2022-03-20,4.438
2022-03-21,4.438
2022-03-22,4.438
2022-03-23,4.438
2022-03-24,4.438
2022-03-25,4.438
2022-03-26,4.438
2022-03-27,4.438
2022-03-28,4.32
2022-03-29,4.32
2022-03-30,4.326
2022-03-31,4.326
2022-04-01,4.326
2022-04-02,4.326
2022-04-03,4.326
2022-04-04,4.326
2022-04-05,4.326
2022-04-06,4.326
2022-04-07,4.326
2022-04-08,4.326
2022-04-09,4.326
2022-04-10,4.326
2022-04-11,4.326
2022-04-12,4.326
2022-04-13,4.326
2022-04-14,4.326
2022-04-15,4.326
2022-04-16,4.326
2022-04-17,4.326
2022-04-18,4.326
2022-04-19,4.326
2022-04-20,4.28
2022-04-21,4.262
2022-04-22,4.262
2022-04-23,4.262
2022-04-24,4.262
2022-04-25,4.262
2022-04-26,4.262
2022-04-27,4.262
2022-04-28,4.262
2022-04-29,4.262
2022-04-30,4.262
2022-05-01,4.262
2022-05-02,4.242
2022-05-03,4.242
2022-05-04,4.242
2022-05-05,4.242
2022-05-06,4.242
2022-05-07,4.242
2022-05-08,4.242
2022-05-09,4.242
2022-05-10,4.242
2022-05-11,4.242
2022-05-12,4.242
2022-05-13,4.242
2022-05-14,4.242
2022-05-15,4.242
2022-05-16,4.242
2022-05-17,4.242
2022-05-18,4.242
2022-05-19,4.242
2022-05-20,4.242
2022-05-21,4.242
2022-05-22,4.242
2022-05-23,4.242
2022-05-24,4.242
2022-05-25,4.242
2022-05-26,4.242
2022-05-27,4.242
2022-05-28,4.242
2022-05-29,4.242
2022-05-30,4.242
2022-05-31,4.242
2022-06-01,4.326
2022-06-02,4.296
2022-06-03,4.296
2022-06-04,4.296
2022-06-05,4.296
2022-06-06,4.296
2022-06-07,4.296
2022-06-08,4.296
2022-06-09,4.296
2022-06-10,4.296
2022-06-11,4.296
2022-06-12,4.296
2022-06-13,4.296
2022-06-14,4.296
2022-06-15,4.296
2022-06-16,4.296
2022-06-17,4.296
2022-06-18,4.296
2022-06-19,4.296
2022-06-20,4.296
2022-06-21,4.296
2022-06-22,4.296
2022-06-23,4.296
2022-06-24,4.296
2022-06-25,4.296
2022-06-26,4.296
2022-06-27,4.296
2022-06-28,4.296
2022-06-29,4.296
2022-06-30,4.232
2022-07-01,4.232
2022-07-02,4.232
2022-07-03,4.232
2022-07-04,4.232
2022-07-05,4.112
2022-07-06,4.066
2022-07-07,4.014
2022-07-08,4.014
2022-07-09,4.014
2022-07-10,4.014
2022-07-11,4.014
2022-07-12,4.014
2022-07-13,4.014
2022-07-14,4.014
2022-07-15,4.014
2022-07-16,4.014
2022-07-17,4.014
2022-07-18,4.014
2022-07-19,4.014
2022-07-20,4.062
2022-07-21,4.018
2022-07-22,4.018
2022-07-23,4.018
2022-07-24,4.018
2022-07-25,4.018
2022-07-26,4.018
2022-07-27,4.018
2022-07-28,4.018
2022-07-29,4.018
2022-07-30,4.018
2022-07-31,4.018
2022-08-01,4.018
2022-08-02,4.018
2022-08-03,4.018
2022-08-04,4.018
2022-08-05,4.018
2022-08-06,4.018
2022-08-07,4.018
2022-08-08,4.018
2022-08-09,4.018
2022-08-10,4.018
2022-08-11,4.018
2022-08-12,4.018
2022-08-13,3.988
2022-08-14,3.988
2022-08-15,3.988
2022-08-16,3.988
2022-08-17,3.988
2022-08-18,3.988
2022-08-19,3.988
2022-08-20,3.988
2022-08-21,3.988
2022-08-22,3.988
2022-08-23,3.988
2022-08-24,3.988
2022-08-25,3.988
2022-08-26,3.988
2022-08-27,3.988
2022-08-28,3.988
2022-08-29,3.988
2022-08-30,3.988
2022-08-31,3.988
2022-09-01,3.988
2022-09-02,3.988
2022-09-03,3.988
2022-09-04,3.988
2022-09-05,3.988
2022-09-06,3.988
2022-09-07,3.988
2022-09-08,3.988
2022-09-09,3.988
2022-09-10,3.988
2022-09-11,3.988
2022-09-12,3.988
2022-09-13,3.988
2022-09-14,3.988
2022-09-15,3.988
2022-09-16,3.988
2022-09-17,3.988
2022-09-18,3.988
2022-09-19,3.988
2022-09-20,3.988
2022-09-21,3.988
2022-09-22,3.988
2022-09-23,3.988
2022-09-24,3.988
2022-09-25,3.988
2022-09-26,3.988
2022-09-27,3.988
2022-09-28,3.988
2022-09-29,3.967
2022-09-30,3.933
2022-10-01,3.933
2022-10-02,3.933
2022-10-03,3.855
2022-10-04,3.855
2022-10-05,3.855
2022-10-06,3.855
2022-10-07,3.855
2022-10-08,3.855
2022-10-09,3.855
2022-10-10,3.855
2022-10-11,3.855
2022-10-12,3.855
2022-10-13,3.855
2022-10-14,3.855
2022-10-15,3.855
2022-10-16,3.855
2022-10-17,3.855
2022-10-18,3.855
2022-10-19,3.855
2022-10-20,3.855
2022-10-21,3.855
2022-10-22,3.855
2022-10-23,3.855
2022-10-24,3.855
2022-10-25,3.855
2022-10-26,3.845
2022-10-27,3.869
2022-10-28,3.869
2022-10-29,3.869
2022-10-30,3.869
2022-10-31,3.817
2022-11-01,3.817
2022-11-02,3.817
2022-11-03,3.817
2022-11-04,3.817
2022-11-05,3.817
2022-11-06,3.817
2022-11-07,3.817
2022-11-08,3.817
2022-11-09,3.817
2022-11-10,3.817
2022-11-11,3.817
2022-11-12,3.817
2022-11-13,3.817
2022-11-14,3.817
2022-11-15,3.817
2022-11-16,3.864
2022-11-17,3.864
2022-11-18,3.864
2022-11-19,3.864
2022-11-20,3.864
2022-11-21,3.864
2022-11-22,3.881
2022-11-23,3.881
2022-11-24,3.881
2022-11-25,3.881
2022-11-26,3.881
2022-11-27,3.881
2022-11-28,3.881
2022-11-29,3.881
2022-11-30,3.881
2022-12-01,3.923
2022-12-02,3.923
2022-12-03,3.923
2022-12-04,3.923
2022-12-05,3.923
2022-12-06,3.923
2022-12-07,3.923
2022-12-08,3.923
2022-12-09,3.923
2022-12-10,3.923
2022-12-11,3.923
2022-12-12,3.923
2022-12-13,3.923
2022-12-14,3.923
2022-12-15,3.973
2022-12-16,3.973
2022-12-17,3.973
2022-12-18,3.973
2022-12-19,3.973
2022-12-20,3.973
2022-12-21,3.973
2022-12-22,3.973
2022-12-23,3.973
2022-12-24,3.973
2022-12-25,3.973
2022-12-26,3.973
2022-12-27,3.973
2022-12-28,3.973
2022-12-29,3.973
2022-12-30,3.973
2022-12-31,3.973
2023-01-01,3.973
2023-01-02,3.973
2023-01-03,3.973
2023-01-04,3.957
2023-01-05,3.973
2023-01-06,3.973
2023-01-07,3.973
2023-01-08,3.973
2023-01-09,3.973
2023-01-10,3.973
2023-01-11,3.973
2023-01-12,3.973
2023-01-13,3.973
2023-01-14,3.973
2023-01-15,3.973
2023-01-16,3.973
2023-01-17,3.973
2023-01-18,3.973
2023-01-19,3.973
2023-01-20,3.973
2023-01-21,3.973
2023-01-22,3.973
2023-01-23,3.973
2023-01-24,3.973
2023-01-25,3.965
2023-01-26,3.92
2023-01-27,3.937
2023-01-28,3.937
2023-01-29,3.937
2023-01-30,3.937
2023-01-31,3.937
2023-02-01,3.94
2023-02-02,3.94
2023-02-03,3.94
2023-02-04,3.94
2023-02-05,3.94
2023-02-06,3.94
2023-02-07,3.94
2023-02-08,3.94
2023-02-09,3.94
2023-02-10,3.94
2023-02-11,3.94
2023-02-12,3.94
2023-02-13,3.94
2023-02-14,3.94
2023-02-15,3.94
2023-02-16,3.94
2023-02-17,3.94
2023-02-18,3.94
2023-02-19,3.94
2023-02-20,3.94
2023-02-21,3.94
2023-02-22,3.94
2023-02-23,3.94
2023-02-24,3.94
2023-02-25,3.94
2023-02-26,3.94
2023-02-27,3.94
2023-02-28,3.94
2023-03-01,3.935
2023-03-02,3.935
2023-03-03,3.935
2023-03-04,3.935
2023-03-05,3.935
2023-03-06,3.935
2023-03-07,3.935
2023-03-08,3.935
2023-03-09,3.935
2023-03-10,3.935
2023-03-11,3.935
2023-03-12,3.935
2023-03-13,3.935
2023-03-14,3.935
2023-03-15,3.935
2023-03-16,3.935
2023-03-17,3.935
2023-03-18,3.935
2023-03-19,3.935
2023-03-20,3.935
2023-03-21,3.935
2023-03-22,3.935
2023-03-23,3.935
2023-03-24,3.913
2023-03-25,3.913
2023-03-26,3.913
2023-03-27,3.913
2023-03-28,3.913
2023-03-29,3.923
2023-03-30,3.923
2023-03-31,3.923
2023-04-01,3.923
2023-04-02,3.923
2023-04-03,3.929
2023-04-04,3.929
2023-04-05,3.929
2023-04-06,3.929
2023-04-07,3.929
2023-04-08,3.929
2023-04-09,3.929
2023-04-10,3.929
2023-04-11,3.929
2023-04-12,3.929
2023-04-13,3.929
2023-04-14,3.929
2023-04-15,3.929
2023-04-16,3.929
2023-04-17,3.929
2023-04-18,3.945
2023-04-19,3.958
2023-04-20,3.893
2023-04-21,3.883
2023-04-22,3.883
2023-04-23,3.883
2023-04-24,3.883
2023-04-25,3.883
2023-04-26,3.883
2023-04-27,3.883
2023-04-28,3.883
2023-04-29,3.883
2023-04-30,3.883
2023-05-01,3.883
2023-05-02,3.884
2023-05-03,3.884
2023-05-04,3.884
2023-05-05,3.884
2023-05-06,3.884
2023-05-07,3.884
2023-05-08,3.884
2023-05-09,3.884
2023-05-10,3.884
2023-05-11,3.884
2023-05-12,3.884
2023-05-13,3.884
2023-05-14,3.884
2023-05-15,3.884
2023-05-16,3.884
2023-05-17,3.884
2023-05-18,3.884
2023-05-19,3.884
2023-05-20,3.884
2023-05-21,3.884
2023-05-22,3.884
2023-05-23,3.884
2023-05-24,3.859
2023-05-25,3.859
2023-05-26,3.859
2023-05-27,3.859
2023-05-28,3.859
2023-05-29,3.859
2023-05-30,3.859
2023-05-31,3.859
2023-06-01,3.88
2023-06-02,3.88
2023-06-03,3.88
2023-06-04,3.88
2023-06-05,3.88
2023-06-06,3.88
2023-06-07,3.88
2023-06-08,3.88
2023-06-09,3.881
2023-06-10,3.881
2023-06-11,3.881
2023-06-12,3.881
2023-06-13,3.881
2023-06-14,3.881
2023-06-15,3.881
2023-06-16,3.881
2023-06-17,3.881
2023-06-18,3.881
2023-06-19,3.881
2023-06-20,3.881
2023-06-21,3.881
2023-06-22,3.881
2023-06-23,3.881
2023-06-24,3.881
2023-06-25,3.881
2023-06-26,3.918
2023-06-27,3.918
2023-06-28,3.918
2023-06-29,3.918
2023-06-30,3.919
