,PINC US Equity
2021-03-06,3.24
2021-03-07,3.24
2021-03-08,3.24
2021-03-09,3.24
2021-03-10,3.24
2021-03-11,3.24
2021-03-12,2.55
2021-03-13,2.55
2021-03-14,2.55
2021-03-15,2.55
2021-03-16,2.55
2021-03-17,2.55
2021-03-18,2.55
2021-03-19,2.55
2021-03-20,2.55
2021-03-21,2.55
2021-03-22,2.55
2021-03-23,2.55
2021-03-24,2.55
2021-03-25,2.55
2021-03-26,2.55
2021-03-27,2.55
2021-03-28,2.55
2021-03-29,2.55
2021-03-30,2.55
2021-03-31,2.55
2021-04-01,2.55
2021-04-02,2.55
2021-04-03,2.55
2021-04-04,2.55
2021-04-05,2.55
2021-04-06,2.55
2021-04-07,2.55
2021-04-08,2.55
2021-04-09,2.55
2021-04-10,2.55
2021-04-11,2.55
2021-04-12,2.55
2021-04-13,2.55
2021-04-14,2.55
2021-04-15,2.55
2021-04-16,2.55
2021-04-17,2.55
2021-04-18,2.55
2021-04-19,2.55
2021-04-20,2.55
2021-04-21,2.55
2021-04-22,2.55
2021-04-23,2.55
2021-04-24,2.55
2021-04-25,2.55
2021-04-26,2.55
2021-04-27,2.55
2021-04-28,2.55
2021-04-29,2.55
2021-04-30,2.55
2021-05-01,2.55
2021-05-02,2.55
2021-05-03,2.55
2021-05-04,2.55
2021-05-05,2.85
2021-05-06,2.85
2021-05-07,2.85
2021-05-08,2.85
2021-05-09,2.85
2021-05-10,2.85
2021-05-11,2.85
2021-05-12,2.85
2021-05-13,2.85
2021-05-14,2.85
2021-05-15,2.85
2021-05-16,2.85
2021-05-17,2.85
2021-05-18,2.85
2021-05-19,2.85
2021-05-20,2.85
2021-05-21,2.85
2021-05-22,2.85
2021-05-23,2.85
2021-05-24,2.85
2021-05-25,2.85
2021-05-26,2.85
2021-05-27,2.85
2021-05-28,2.85
2021-05-29,2.85
2021-05-30,2.85
2021-05-31,2.85
2021-06-01,2.85
2021-06-02,2.85
2021-06-03,2.85
2021-06-04,2.85
2021-06-05,2.85
2021-06-06,2.85
2021-06-07,2.85
2021-06-08,2.85
2021-06-09,2.85
2021-06-10,2.85
2021-06-11,2.85
2021-06-12,2.85
2021-06-13,2.85
2021-06-14,2.85
2021-06-15,2.85
2021-06-16,2.85
2021-06-17,2.85
2021-06-18,2.85
2021-06-19,2.85
2021-06-20,2.85
2021-06-21,2.85
2021-06-22,2.85
2021-06-23,2.85
2021-06-24,2.85
2021-06-25,2.85
2021-06-26,2.85
2021-06-27,2.85
2021-06-28,2.85
2021-06-29,2.85
2021-06-30,2.85
2021-07-01,2.85
2021-07-02,2.85
2021-07-03,2.85
2021-07-04,2.85
2021-07-05,2.85
2021-07-06,2.85
2021-07-07,2.85
2021-07-08,2.85
2021-07-09,2.85
2021-07-10,2.85
2021-07-11,2.85
2021-07-12,2.85
2021-07-13,2.85
2021-07-14,2.85
2021-07-15,2.85
2021-07-16,2.85
2021-07-17,2.85
2021-07-18,2.85
2021-07-19,2.85
2021-07-20,2.85
2021-07-21,2.85
2021-07-22,2.85
2021-07-23,2.85
2021-07-24,2.85
2021-07-25,2.85
2021-07-26,2.85
2021-07-27,2.85
2021-07-28,2.85
2021-07-29,2.85
2021-07-30,2.85
2021-07-31,2.85
2021-08-01,2.85
2021-08-02,2.85
2021-08-03,2.85
2021-08-04,2.85
2021-08-05,2.85
2021-08-06,2.85
2021-08-07,2.85
2021-08-08,2.85
2021-08-09,2.85
2021-08-10,2.85
2021-08-11,2.85
2021-08-12,2.85
2021-08-13,2.85
2021-08-14,2.85
2021-08-15,2.85
2021-08-16,2.85
2021-08-17,2.863
2021-08-18,2.922
2021-08-19,2.92
2021-08-20,2.927
2021-08-21,2.927
2021-08-22,2.927
2021-08-23,2.927
2021-08-24,2.927
2021-08-25,2.927
2021-08-26,2.927
2021-08-27,2.927
2021-08-28,2.927
2021-08-29,2.927
2021-08-30,2.927
2021-08-31,2.927
2021-09-01,2.927
2021-09-02,2.927
2021-09-03,2.927
2021-09-04,2.927
2021-09-05,2.927
2021-09-06,2.927
2021-09-07,2.927
2021-09-08,2.927
2021-09-09,2.927
2021-09-10,2.927
2021-09-11,2.927
2021-09-12,2.927
2021-09-13,2.927
2021-09-14,2.927
2021-09-15,2.927
2021-09-16,2.927
2021-09-17,2.927
2021-09-18,2.927
2021-09-19,2.927
2021-09-20,2.927
2021-09-21,2.927
2021-09-22,2.927
2021-09-23,2.927
2021-09-24,2.927
2021-09-25,2.927
2021-09-26,2.927
2021-09-27,2.927
2021-09-28,2.927
2021-09-29,2.927
2021-09-30,2.927
2021-10-01,2.927
2021-10-02,2.927
2021-10-03,2.927
2021-10-04,2.927
2021-10-05,2.927
2021-10-06,2.927
2021-10-07,2.927
2021-10-08,2.927
2021-10-09,2.927
2021-10-10,2.927
2021-10-11,2.927
2021-10-12,2.925
2021-10-13,2.925
2021-10-14,2.925
2021-10-15,2.925
2021-10-16,2.925
2021-10-17,2.925
2021-10-18,2.925
2021-10-19,2.925
2021-10-20,2.925
2021-10-21,2.925
2021-10-22,2.925
2021-10-23,2.925
2021-10-24,2.925
2021-10-25,2.925
2021-10-26,2.925
2021-10-27,2.925
2021-10-28,2.925
2021-10-29,2.925
2021-10-30,2.925
2021-10-31,2.925
2021-11-01,2.925
2021-11-02,2.9
2021-11-03,2.893
2021-11-04,2.881
2021-11-05,2.881
2021-11-06,2.881
2021-11-07,2.881
2021-11-08,2.881
2021-11-09,2.881
2021-11-10,2.881
2021-11-11,2.881
2021-11-12,2.881
2021-11-13,2.881
2021-11-14,2.881
2021-11-15,2.881
2021-11-16,2.875
2021-11-17,2.851
2021-11-18,2.846
2021-11-19,2.846
2021-11-20,2.859
2021-11-21,2.859
2021-11-22,2.859
2021-11-23,2.859
2021-11-24,2.859
2021-11-25,2.859
2021-11-26,2.859
2021-11-27,2.859
2021-11-28,2.859
2021-11-29,2.859
2021-11-30,2.859
2021-12-01,2.859
2021-12-02,2.859
2021-12-03,2.859
2021-12-04,2.859
2021-12-05,2.859
2021-12-06,2.859
2021-12-07,2.859
2021-12-08,2.859
2021-12-09,2.859
2021-12-10,2.859
2021-12-11,2.859
2021-12-12,2.859
2021-12-13,2.875
2021-12-14,2.875
2021-12-15,2.875
2021-12-16,2.875
2021-12-17,2.875
2021-12-18,2.875
2021-12-19,2.875
2021-12-20,2.875
2021-12-21,2.875
2021-12-22,2.875
2021-12-23,2.875
2021-12-24,2.875
2021-12-25,2.875
2021-12-26,2.875
2021-12-27,2.875
2021-12-28,2.875
2021-12-29,2.875
2021-12-30,2.875
2021-12-31,2.875
2022-01-01,2.875
2022-01-02,2.875
2022-01-03,2.875
2022-01-04,2.875
2022-01-05,2.875
2022-01-06,2.875
2022-01-07,2.89
2022-01-08,2.89
2022-01-09,2.89
2022-01-10,2.89
2022-01-11,2.89
2022-01-12,2.89
2022-01-13,2.89
2022-01-14,2.89
2022-01-15,2.89
2022-01-16,2.89
2022-01-17,2.89
2022-01-18,2.89
2022-01-19,2.89
2022-01-20,2.89
2022-01-21,2.89
2022-01-22,2.89
2022-01-23,2.89
2022-01-24,2.89
2022-01-25,2.89
2022-01-26,2.89
2022-01-27,2.89
2022-01-28,2.89
2022-01-29,2.89
2022-01-30,2.89
2022-01-31,2.89
2022-02-01,2.899
2022-02-02,2.9
2022-02-03,2.9
2022-02-04,2.874
2022-02-05,2.874
2022-02-06,2.874
2022-02-07,2.867
2022-02-08,2.884
2022-02-09,2.884
2022-02-10,2.884
2022-02-11,2.884
2022-02-12,2.884
2022-02-13,2.884
2022-02-14,2.884
2022-02-15,2.884
2022-02-16,2.884
2022-02-17,2.884
2022-02-18,2.884
2022-02-19,2.884
2022-02-20,2.884
2022-02-21,2.884
2022-02-22,2.884
2022-02-23,2.884
2022-02-24,2.884
2022-02-25,2.884
2022-02-26,2.884
2022-02-27,2.884
2022-02-28,2.884
2022-03-01,2.884
2022-03-02,2.884
2022-03-03,2.884
2022-03-04,2.884
2022-03-05,2.884
2022-03-06,2.884
2022-03-07,2.884
2022-03-08,2.884
2022-03-09,2.884
2022-03-10,2.884
2022-03-11,2.884
2022-03-12,2.884
2022-03-13,2.884
2022-03-14,2.884
2022-03-15,2.884
2022-03-16,2.884
2022-03-17,2.884
2022-03-18,2.884
2022-03-19,2.884
2022-03-20,2.884
2022-03-21,2.884
2022-03-22,2.884
2022-03-23,2.884
2022-03-24,2.884
2022-03-25,2.884
2022-03-26,2.884
2022-03-27,2.884
2022-03-28,2.884
2022-03-29,2.884
2022-03-30,2.884
2022-03-31,2.884
2022-04-01,2.884
2022-04-02,2.884
2022-04-03,2.884
2022-04-04,2.884
2022-04-05,2.884
2022-04-06,2.874
2022-04-07,2.874
2022-04-08,2.874
2022-04-09,2.874
2022-04-10,2.874
2022-04-11,2.874
2022-04-12,2.874
2022-04-13,2.864
2022-04-14,2.87
2022-04-15,2.87
2022-04-16,2.87
2022-04-17,2.87
2022-04-18,2.87
2022-04-19,2.87
2022-04-20,2.87
2022-04-21,2.87
2022-04-22,2.87
2022-04-23,2.87
2022-04-24,2.87
2022-04-25,2.87
2022-04-26,2.87
2022-04-27,2.87
2022-04-28,2.87
2022-04-29,2.87
2022-04-30,2.87
2022-05-01,2.87
2022-05-02,2.87
2022-05-03,2.923
2022-05-04,2.923
2022-05-05,2.926
2022-05-06,2.926
2022-05-07,2.926
2022-05-08,2.926
2022-05-09,2.926
2022-05-10,2.926
2022-05-11,2.926
2022-05-12,2.926
2022-05-13,2.926
2022-05-14,2.926
2022-05-15,2.926
2022-05-16,2.926
2022-05-17,2.926
2022-05-18,2.926
2022-05-19,2.926
2022-05-20,2.926
2022-05-21,2.926
2022-05-22,2.926
2022-05-23,2.926
2022-05-24,2.926
2022-05-25,2.926
2022-05-26,2.926
2022-05-27,2.926
2022-05-28,2.926
2022-05-29,2.926
2022-05-30,2.926
2022-05-31,2.926
2022-06-01,2.926
2022-06-02,2.926
2022-06-03,2.926
2022-06-04,2.926
2022-06-05,2.926
2022-06-06,2.926
2022-06-07,2.926
2022-06-08,2.926
2022-06-09,2.926
2022-06-10,2.926
2022-06-11,2.926
2022-06-12,2.926
2022-06-13,2.926
2022-06-14,2.926
2022-06-15,2.926
2022-06-16,2.926
2022-06-17,2.926
2022-06-18,2.926
2022-06-19,2.926
2022-06-20,2.926
2022-06-21,2.926
2022-06-22,2.926
2022-06-23,2.926
2022-06-24,2.97
2022-06-25,2.97
2022-06-26,2.97
2022-06-27,2.97
2022-06-28,2.97
2022-06-29,2.97
2022-06-30,2.97
2022-07-01,2.97
2022-07-02,2.97
2022-07-03,2.97
2022-07-04,2.97
2022-07-05,2.97
2022-07-06,2.97
2022-07-07,2.97
2022-07-08,2.97
2022-07-09,2.97
2022-07-10,2.97
2022-07-11,2.97
2022-07-12,2.97
2022-07-13,2.97
2022-07-14,2.97
2022-07-15,2.97
2022-07-16,2.97
2022-07-17,2.97
2022-07-18,2.97
2022-07-19,2.97
2022-07-20,2.97
2022-07-21,2.97
2022-07-22,2.97
2022-07-23,2.97
2022-07-24,2.97
2022-07-25,2.97
2022-07-26,2.97
2022-07-27,2.97
2022-07-28,2.97
2022-07-29,2.97
2022-07-30,2.97
2022-07-31,2.97
2022-08-01,2.97
2022-08-02,2.97
2022-08-03,2.97
2022-08-04,2.97
2022-08-05,2.97
2022-08-06,2.97
2022-08-07,2.97
2022-08-08,2.97
2022-08-09,2.97
2022-08-10,2.97
2022-08-11,2.97
2022-08-12,2.97
2022-08-13,2.97
2022-08-14,2.97
2022-08-15,2.97
2022-08-16,2.91
2022-08-17,2.9
2022-08-18,2.898
2022-08-19,2.898
2022-08-20,2.898
2022-08-21,2.898
2022-08-22,2.898
2022-08-23,2.898
2022-08-24,2.896
2022-08-25,2.896
2022-08-26,2.896
2022-08-27,2.896
2022-08-28,2.896
2022-08-29,2.896
2022-08-30,2.896
2022-08-31,2.896
2022-09-01,2.896
2022-09-02,2.896
2022-09-03,2.896
2022-09-04,2.896
2022-09-05,2.896
2022-09-06,2.898
2022-09-07,2.898
2022-09-08,2.898
2022-09-09,2.898
2022-09-10,2.898
2022-09-11,2.898
2022-09-12,2.898
2022-09-13,2.898
2022-09-14,2.898
2022-09-15,2.898
2022-09-16,2.898
2022-09-17,2.898
2022-09-18,2.898
2022-09-19,2.898
2022-09-20,2.898
2022-09-21,2.898
2022-09-22,2.898
2022-09-23,2.898
2022-09-24,2.898
2022-09-25,2.898
2022-09-26,2.898
2022-09-27,2.898
2022-09-28,2.898
2022-09-29,2.898
2022-09-30,2.898
2022-10-01,2.898
2022-10-02,2.898
2022-10-03,2.898
2022-10-04,2.898
2022-10-05,2.898
2022-10-06,2.898
2022-10-07,2.898
2022-10-08,2.898
2022-10-09,2.898
2022-10-10,2.892
2022-10-11,2.893
2022-10-12,2.893
2022-10-13,2.893
2022-10-14,2.893
2022-10-15,2.893
2022-10-16,2.893
2022-10-17,2.893
2022-10-18,2.893
2022-10-19,2.893
2022-10-20,2.893
2022-10-21,2.893
2022-10-22,2.893
2022-10-23,2.893
2022-10-24,2.893
2022-10-25,2.893
2022-10-26,2.893
2022-10-27,2.893
2022-10-28,2.893
2022-10-29,2.893
2022-10-30,2.893
2022-10-31,2.893
2022-11-01,2.918
2022-11-02,2.912
2022-11-03,2.905
2022-11-04,2.905
2022-11-05,2.905
2022-11-06,2.905
2022-11-07,2.905
2022-11-08,2.905
2022-11-09,2.905
2022-11-10,2.905
2022-11-11,2.905
2022-11-12,2.905
2022-11-13,2.905
2022-11-14,2.905
2022-11-15,2.905
2022-11-16,2.905
2022-11-17,2.905
2022-11-18,2.901
2022-11-19,2.901
2022-11-20,2.901
2022-11-21,2.901
2022-11-22,2.901
2022-11-23,2.901
2022-11-24,2.901
2022-11-25,2.901
2022-11-26,2.901
2022-11-27,2.901
2022-11-28,2.901
2022-11-29,2.901
2022-11-30,2.901
2022-12-01,2.901
2022-12-02,2.901
2022-12-03,2.901
2022-12-04,2.901
2022-12-05,2.901
2022-12-06,2.901
2022-12-07,2.901
2022-12-08,2.901
2022-12-09,2.901
2022-12-10,2.901
2022-12-11,2.901
2022-12-12,2.901
2022-12-13,2.901
2022-12-14,2.901
2022-12-15,2.901
2022-12-16,2.901
2022-12-17,2.901
2022-12-18,2.901
2022-12-19,2.901
2022-12-20,2.901
2022-12-21,2.901
2022-12-22,2.901
2022-12-23,2.901
2022-12-24,2.901
2022-12-25,2.901
2022-12-26,2.901
2022-12-27,2.901
2022-12-28,2.901
2022-12-29,2.901
2022-12-30,2.901
2022-12-31,2.901
2023-01-01,2.901
2023-01-02,2.901
2023-01-03,2.901
2023-01-04,2.899
2023-01-05,2.899
2023-01-06,2.899
2023-01-07,2.899
2023-01-08,2.899
2023-01-09,2.899
2023-01-10,2.899
2023-01-11,2.899
2023-01-12,2.899
2023-01-13,2.899
2023-01-14,2.899
2023-01-15,2.899
2023-01-16,2.899
2023-01-17,2.895
2023-01-18,2.895
2023-01-19,2.895
2023-01-20,2.895
2023-01-21,2.895
2023-01-22,2.895
2023-01-23,2.895
2023-01-24,2.895
2023-01-25,2.895
2023-01-26,2.895
2023-01-27,2.889
2023-01-28,2.889
2023-01-29,2.889
2023-01-30,2.889
2023-01-31,2.889
2023-02-01,2.891
2023-02-02,2.891
2023-02-03,2.891
2023-02-04,2.891
2023-02-05,2.891
2023-02-06,2.891
2023-02-07,2.846
2023-02-08,2.849
2023-02-09,2.847
2023-02-10,2.847
2023-02-11,2.847
2023-02-12,2.847
2023-02-13,2.847
2023-02-14,2.838
2023-02-15,2.838
2023-02-16,2.838
2023-02-17,2.838
2023-02-18,2.838
2023-02-19,2.838
2023-02-20,2.838
2023-02-21,2.838
2023-02-22,2.838
2023-02-23,2.838
2023-02-24,2.838
2023-02-25,2.838
2023-02-26,2.838
2023-02-27,2.838
2023-02-28,2.838
2023-03-01,2.838
2023-03-02,2.838
2023-03-03,2.838
2023-03-04,2.838
2023-03-05,2.838
2023-03-06,2.838
2023-03-07,2.838
2023-03-08,2.838
2023-03-09,2.838
2023-03-10,2.838
2023-03-11,2.838
2023-03-12,2.838
2023-03-13,2.838
2023-03-14,2.838
2023-03-15,2.838
2023-03-16,2.838
2023-03-17,2.838
2023-03-18,2.838
2023-03-19,2.838
2023-03-20,2.838
2023-03-21,2.838
2023-03-22,2.838
2023-03-23,2.838
2023-03-24,2.838
2023-03-25,2.838
2023-03-26,2.838
2023-03-27,2.838
2023-03-28,2.838
2023-03-29,2.838
2023-03-30,2.838
2023-03-31,2.838
2023-04-01,2.838
2023-04-02,2.838
2023-04-03,2.838
2023-04-04,2.838
2023-04-05,2.838
2023-04-06,2.838
2023-04-07,2.838
2023-04-08,2.838
2023-04-09,2.838
2023-04-10,2.838
2023-04-11,2.838
2023-04-12,2.838
2023-04-13,2.838
2023-04-14,2.838
2023-04-15,2.838
2023-04-16,2.838
2023-04-17,2.837
2023-04-18,2.837
2023-04-19,2.837
2023-04-20,2.837
2023-04-21,2.837
2023-04-22,2.837
2023-04-23,2.837
2023-04-24,2.837
2023-04-25,2.837
2023-04-26,2.837
2023-04-27,2.837
2023-04-28,2.837
2023-04-29,2.837
2023-04-30,2.837
2023-05-01,2.837
2023-05-02,2.757
2023-05-03,2.757
2023-05-04,2.738
2023-05-05,2.715
2023-05-06,2.715
2023-05-07,2.697
2023-05-08,2.652
2023-05-09,2.652
2023-05-10,2.652
2023-05-11,2.657
2023-05-12,2.657
2023-05-13,2.657
2023-05-14,2.657
2023-05-15,2.657
2023-05-16,2.657
2023-05-17,2.657
2023-05-18,2.657
2023-05-19,2.655
2023-05-20,2.655
2023-05-21,2.655
2023-05-22,2.655
2023-05-23,2.655
2023-05-24,2.655
2023-05-25,2.655
2023-05-26,2.655
2023-05-27,2.655
2023-05-28,2.655
2023-05-29,2.655
2023-05-30,2.655
2023-05-31,2.655
2023-06-01,2.655
2023-06-02,2.655
2023-06-03,2.655
2023-06-04,2.655
2023-06-05,2.655
2023-06-06,2.655
2023-06-07,2.655
2023-06-08,2.655
2023-06-09,2.655
2023-06-10,2.655
2023-06-11,2.655
2023-06-12,2.655
2023-06-13,2.655
2023-06-14,2.65
2023-06-15,2.652
2023-06-16,2.652
2023-06-17,2.652
2023-06-18,2.652
2023-06-19,2.652
2023-06-20,2.652
2023-06-21,2.652
2023-06-22,2.652
2023-06-23,2.652
