,NUE US Equity
2020-05-22,5.22
2020-05-23,5.22
2020-05-24,5.22
2020-05-25,5.22
2020-05-26,5.22
2020-05-27,5.22
2020-05-28,5.22
2020-05-29,5.22
2020-05-30,5.22
2020-05-31,5.22
2020-06-01,5.22
2020-06-02,5.22
2020-06-03,5.22
2020-06-04,5.22
2020-06-05,5.22
2020-06-06,5.22
2020-06-07,5.22
2020-06-08,5.22
2020-06-09,5.22
2020-06-10,5.22
2020-06-11,5.22
2020-06-12,5.22
2020-06-13,5.22
2020-06-14,5.22
2020-06-15,5.22
2020-06-16,5.22
2020-06-17,5.22
2020-06-18,5.22
2020-06-19,5.22
2020-06-20,5.22
2020-06-21,5.22
2020-06-22,4.02
2020-06-23,4.02
2020-06-24,4.02
2020-06-25,4.02
2020-06-26,4.02
2020-06-27,4.02
2020-06-28,4.02
2020-06-29,4.02
2020-06-30,4.02
2020-07-01,4.02
2020-07-02,4.02
2020-07-03,4.02
2020-07-04,4.02
2020-07-05,4.02
2020-07-06,4.02
2020-07-07,4.02
2020-07-08,4.02
2020-07-09,4.02
2020-07-10,4.02
2020-07-11,4.02
2020-07-12,4.02
2020-07-13,4.02
2020-07-14,4.02
2020-07-15,4.02
2020-07-16,4.02
2020-07-17,4.02
2020-07-18,4.02
2020-07-19,4.02
2020-07-20,4.02
2020-07-21,4.02
2020-07-22,4.02
2020-07-23,4.02
2020-07-24,4.02
2020-07-25,3.77
2020-07-26,3.77
2020-07-27,3.77
2020-07-28,3.77
2020-07-29,3.77
2020-07-30,3.77
2020-07-31,3.77
2020-08-01,3.77
2020-08-02,3.77
2020-08-03,3.77
2020-08-04,3.77
2020-08-05,3.77
2020-08-06,3.77
2020-08-07,3.77
2020-08-08,3.77
2020-08-09,3.77
2020-08-10,3.77
2020-08-11,3.77
2020-08-12,3.77
2020-08-13,3.77
2020-08-14,3.77
2020-08-15,3.77
2020-08-16,3.77
2020-08-17,3.77
2020-08-18,3.77
2020-08-19,3.77
2020-08-20,3.77
2020-08-21,3.77
2020-08-22,3.77
2020-08-23,3.77
2020-08-24,3.77
2020-08-25,3.77
2020-08-26,3.77
2020-08-27,3.77
2020-08-28,3.77
2020-08-29,3.77
2020-08-30,3.77
2020-08-31,3.77
2020-09-01,3.77
2020-09-02,3.77
2020-09-03,3.77
2020-09-04,3.77
2020-09-05,3.77
2020-09-06,3.77
2020-09-07,3.77
2020-09-08,3.77
2020-09-09,3.77
2020-09-10,3.77
2020-09-11,3.77
2020-09-12,3.77
2020-09-13,3.77
2020-09-14,3.77
2020-09-15,3.77
2020-09-16,3.77
2020-09-17,3.77
2020-09-18,3.78
2020-09-19,3.78
2020-09-20,3.78
2020-09-21,3.78
2020-09-22,3.78
2020-09-23,3.78
2020-09-24,3.78
2020-09-25,3.78
2020-09-26,3.78
2020-09-27,3.78
2020-09-28,3.78
2020-09-29,3.78
2020-09-30,3.78
2020-10-01,4.02
2020-10-02,4.02
2020-10-03,4.02
2020-10-04,4.02
2020-10-05,4.02
2020-10-06,4.02
2020-10-07,4.02
2020-10-08,4.02
2020-10-09,4.02
2020-10-10,4.02
2020-10-11,4.02
2020-10-12,4.02
2020-10-13,4.02
2020-10-14,4.02
2020-10-15,4.02
2020-10-16,4.02
2020-10-17,4.02
2020-10-18,4.02
2020-10-19,4.02
2020-10-20,4.02
2020-10-21,4.02
2020-10-22,4.02
2020-10-23,4.035
2020-10-24,4.035
2020-10-25,4.035
2020-10-26,4.035
2020-10-27,4.015
2020-10-28,4.015
2020-10-29,4.015
2020-10-30,4.015
2020-10-31,4.015
2020-11-01,4.015
2020-11-02,4.015
2020-11-03,4.015
2020-11-04,4.015
2020-11-05,4.015
2020-11-06,4.015
2020-11-07,4.015
2020-11-08,4.015
2020-11-09,4.015
2020-11-10,4.015
2020-11-11,4.015
2020-11-12,4.015
2020-11-13,4.22
2020-11-14,4.22
2020-11-15,4.22
2020-11-16,4.22
2020-11-17,4.22
2020-11-18,4.22
2020-11-19,4.22
2020-11-20,4.22
2020-11-21,4.22
2020-11-22,4.22
2020-11-23,4.22
2020-11-24,4.22
2020-11-25,4.22
2020-11-26,4.22
2020-11-27,4.22
2020-11-28,4.22
2020-11-29,4.22
2020-11-30,4.22
2020-12-01,4.22
2020-12-02,4.22
2020-12-03,4.22
2020-12-04,4.22
2020-12-05,4.22
2020-12-06,4.22
2020-12-07,4.22
2020-12-08,4.22
2020-12-09,4.22
2020-12-10,4.22
2020-12-11,4.22
2020-12-12,4.22
2020-12-13,4.22
2020-12-14,4.22
2020-12-15,4.22
2020-12-16,4.22
2020-12-17,4.22
2020-12-18,4.015
2020-12-19,4.015
2020-12-20,4.015
2020-12-21,4.015
2020-12-22,4.015
2020-12-23,4.015
2020-12-24,4.015
2020-12-25,4.015
2020-12-26,4.015
2020-12-27,4.015
2020-12-28,4.015
2020-12-29,4.015
2020-12-30,4.015
2020-12-31,4.015
2021-01-01,4.015
2021-01-02,4.015
2021-01-03,4.015
2021-01-04,4.015
2021-01-05,4.015
2021-01-06,4.015
2021-01-07,4.015
2021-01-08,4.2
2021-01-09,4.2
2021-01-10,4.2
2021-01-11,4.2
2021-01-12,4.2
2021-01-13,4.2
2021-01-14,4.2
2021-01-15,4.2
2021-01-16,4.2
2021-01-17,4.2
2021-01-18,4.2
2021-01-19,4.2
2021-01-20,4.2
2021-01-21,4.2
2021-01-22,4.2
2021-01-23,4.2
2021-01-24,4.2
2021-01-25,4.2
2021-01-26,4.2
2021-01-27,4.2
2021-01-28,4.2
2021-01-29,4.2
2021-01-30,4.2
2021-01-31,4.2
2021-02-01,4.135
2021-02-02,4.135
2021-02-03,4.135
2021-02-04,4.135
2021-02-05,4.135
2021-02-06,4.135
2021-02-07,4.135
2021-02-08,4.135
2021-02-09,4.135
2021-02-10,4.135
2021-02-11,4.135
2021-02-12,4.135
2021-02-13,4.135
2021-02-14,4.135
2021-02-15,4.135
2021-02-16,4.135
2021-02-17,4.135
2021-02-18,4.135
2021-02-19,4.135
2021-02-20,4.135
2021-02-21,4.135
2021-02-22,4.135
2021-02-23,4.135
2021-02-24,4.135
2021-02-25,4.135
2021-02-26,4.135
2021-02-27,4.135
2021-02-28,4.135
2021-03-01,4.135
2021-03-02,4.135
2021-03-03,4.135
2021-03-04,4.135
2021-03-05,4.135
2021-03-06,4.135
2021-03-07,4.135
2021-03-08,4.135
2021-03-09,4.135
2021-03-10,4.135
2021-03-11,4.135
2021-03-12,4.165
2021-03-13,4.165
2021-03-14,4.165
2021-03-15,4.165
2021-03-16,4.165
2021-03-17,4.165
2021-03-18,4.165
2021-03-19,4.165
2021-03-20,4.165
2021-03-21,4.165
2021-03-22,4.165
2021-03-23,4.165
2021-03-24,4.165
2021-03-25,4.165
2021-03-26,4.165
2021-03-27,4.165
2021-03-28,4.165
2021-03-29,4.165
2021-03-30,4.165
2021-03-31,4.165
2021-04-01,4.165
2021-04-02,4.165
2021-04-03,4.165
2021-04-04,4.165
2021-04-05,4.165
2021-04-06,4.165
2021-04-07,4.165
2021-04-08,4.165
2021-04-09,4.165
2021-04-10,4.165
2021-04-11,4.165
2021-04-12,4.14
2021-04-13,4.14
2021-04-14,4.14
2021-04-15,4.14
2021-04-16,4.14
2021-04-17,4.14
2021-04-18,4.14
2021-04-19,4.14
2021-04-20,4.14
2021-04-21,4.14
2021-04-22,4.14
2021-04-23,4.14
2021-04-24,4.14
2021-04-25,4.14
2021-04-26,3.81
2021-04-27,3.81
2021-04-28,3.81
2021-04-29,3.81
2021-04-30,3.81
2021-05-01,3.81
2021-05-02,3.81
2021-05-03,3.81
2021-05-04,3.81
2021-05-05,3.81
2021-05-06,3.81
2021-05-07,3.81
2021-05-08,3.81
2021-05-09,3.81
2021-05-10,3.81
2021-05-11,3.81
2021-05-12,3.81
2021-05-13,3.81
2021-05-14,3.81
2021-05-15,3.81
2021-05-16,3.81
2021-05-17,3.81
2021-05-18,3.81
2021-05-19,3.81
2021-05-20,3.81
2021-05-21,3.81
2021-05-22,3.81
2021-05-23,3.81
2021-05-24,3.81
2021-05-25,3.81
2021-05-26,3.81
2021-05-27,3.81
2021-05-28,3.81
2021-05-29,3.81
2021-05-30,3.81
2021-05-31,3.81
2021-06-01,3.81
2021-06-02,3.81
2021-06-03,3.81
2021-06-04,3.81
2021-06-05,3.81
2021-06-06,3.81
2021-06-07,3.81
2021-06-08,3.81
2021-06-09,3.81
2021-06-10,3.81
2021-06-11,3.81
2021-06-12,3.81
2021-06-13,3.81
2021-06-14,3.81
2021-06-15,3.81
2021-06-16,5.035
2021-06-17,5.035
2021-06-18,5.035
2021-06-19,5.035
2021-06-20,5.035
2021-06-21,5.035
2021-06-22,5.035
2021-06-23,5.035
2021-06-24,5.035
2021-06-25,5.035
2021-06-26,5.035
2021-06-27,5.035
2021-06-28,5.035
2021-06-29,5.035
2021-06-30,5.447
2021-07-01,5.447
2021-07-02,5.447
2021-07-03,5.447
2021-07-04,5.447
2021-07-05,5.447
2021-07-06,5.447
2021-07-07,5.447
2021-07-08,5.447
2021-07-09,5.447
2021-07-10,5.447
2021-07-11,5.447
2021-07-12,5.447
2021-07-13,5.447
2021-07-14,5.447
2021-07-15,6.013
2021-07-16,6.013
2021-07-17,6.013
2021-07-18,6.013
2021-07-19,6.013
2021-07-20,6.013
2021-07-21,6.013
2021-07-22,6.013
2021-07-23,6.013
2021-07-24,6.013
2021-07-25,6.013
2021-07-26,6.093
2021-07-27,6.093
2021-07-28,6.093
2021-07-29,6.093
2021-07-30,6.093
2021-07-31,6.093
2021-08-01,6.093
2021-08-02,6.093
2021-08-03,6.19
2021-08-04,6.19
2021-08-05,6.19
2021-08-06,6.19
2021-08-07,6.19
2021-08-08,6.19
2021-08-09,6.19
2021-08-10,6.19
2021-08-11,6.19
2021-08-12,6.19
2021-08-13,6.19
2021-08-14,6.19
2021-08-15,6.19
2021-08-16,6.19
2021-08-17,6.19
2021-08-18,6.19
2021-08-19,6.19
2021-08-20,6.19
2021-08-21,6.19
2021-08-22,6.19
2021-08-23,6.197
2021-08-24,6.197
2021-08-25,6.197
2021-08-26,6.197
2021-08-27,6.197
2021-08-28,6.197
2021-08-29,6.197
2021-08-30,6.197
2021-08-31,6.197
2021-09-01,6.197
2021-09-02,6.197
2021-09-03,6.197
2021-09-04,6.197
2021-09-05,6.197
2021-09-06,6.197
2021-09-07,6.197
2021-09-08,6.197
2021-09-09,6.197
2021-09-10,6.197
2021-09-11,6.197
2021-09-12,6.197
2021-09-13,6.197
2021-09-14,6.39
2021-09-15,6.39
2021-09-16,6.39
2021-09-17,6.39
2021-09-18,6.39
2021-09-19,6.39
2021-09-20,5.46
2021-09-21,5.46
2021-09-22,5.46
2021-09-23,5.46
2021-09-24,5.46
2021-09-25,5.46
2021-09-26,5.46
2021-09-27,5.46
2021-09-28,5.997
2021-09-29,5.997
2021-09-30,5.997
2021-10-01,5.45
2021-10-02,5.45
2021-10-03,5.45
2021-10-04,5.45
2021-10-05,5.45
2021-10-06,8.057
2021-10-07,8.057
2021-10-08,8.057
2021-10-09,8.057
2021-10-10,8.057
2021-10-11,8.057
2021-10-12,8.057
2021-10-13,8.057
2021-10-14,8.057
2021-10-15,8.057
2021-10-16,8.057
2021-10-17,8.057
2021-10-18,8.057
2021-10-19,8.087
2021-10-20,8.087
2021-10-21,10.16
2021-10-22,10.16
2021-10-23,10.16
2021-10-24,10.16
2021-10-25,10.16
2021-10-26,10.16
2021-10-27,10.16
2021-10-28,10.16
2021-10-29,10.16
2021-10-30,10.16
2021-10-31,10.16
2021-11-01,10.16
2021-11-02,10.16
2021-11-03,10.16
2021-11-04,10.16
2021-11-05,10.16
2021-11-06,10.16
2021-11-07,10.16
2021-11-08,10.16
2021-11-09,10.16
2021-11-10,10.16
2021-11-11,10.16
2021-11-12,10.16
2021-11-13,10.16
2021-11-14,10.16
2021-11-15,10.16
2021-11-16,10.16
2021-11-17,10.155
2021-11-18,10.155
2021-11-19,10.155
2021-11-20,10.155
2021-11-21,10.155
2021-11-22,10.155
2021-11-23,10.155
2021-11-24,10.155
2021-11-25,10.155
2021-11-26,10.155
2021-11-27,10.155
2021-11-28,10.155
2021-11-29,10.155
2021-11-30,10.155
2021-12-01,10.155
2021-12-02,10.155
2021-12-03,10.155
2021-12-04,10.155
2021-12-05,10.155
2021-12-06,10.155
2021-12-07,10.155
2021-12-08,10.155
2021-12-09,7.04
2021-12-10,7.04
2021-12-11,7.04
2021-12-12,7.04
2021-12-13,7.215
2021-12-14,7.215
2021-12-15,7.46
2021-12-16,7.46
2021-12-17,7.46
2021-12-18,7.46
2021-12-19,7.46
2021-12-20,7.46
2021-12-21,7.46
2021-12-22,7.46
2021-12-23,7.46
2021-12-24,7.46
2021-12-25,7.46
2021-12-26,7.46
2021-12-27,7.19
2021-12-28,7.19
2021-12-29,7.19
2021-12-30,7.19
2021-12-31,7.19
2022-01-01,7.19
2022-01-02,7.19
2022-01-03,7.19
2022-01-04,7.19
2022-01-05,7.19
2022-01-06,7.19
2022-01-07,7.19
2022-01-08,7.19
2022-01-09,7.19
2022-01-10,7.19
2022-01-11,7.19
2022-01-12,7.19
2022-01-13,7.19
2022-01-14,7.19
2022-01-15,7.19
2022-01-16,7.19
2022-01-17,7.19
2022-01-18,7.19
2022-01-19,7.19
2022-01-20,7.19
2022-01-21,7.19
2022-01-22,7.19
2022-01-23,7.19
2022-01-24,7.367
2022-01-25,7.367
2022-01-26,7.367
2022-01-27,7.173
2022-01-28,7.718
2022-01-29,7.718
2022-01-30,7.718
2022-01-31,7.816
2022-02-01,7.264
2022-02-02,7.264
2022-02-03,7.264
2022-02-04,7.264
2022-02-05,7.264
2022-02-06,7.264
2022-02-07,7.264
2022-02-08,7.264
2022-02-09,7.264
2022-02-10,7.264
2022-02-11,7.264
2022-02-12,7.264
2022-02-13,7.264
2022-02-14,7.264
2022-02-15,6.963
2022-02-16,6.963
2022-02-17,6.963
2022-02-18,6.963
2022-02-19,6.963
2022-02-20,6.963
2022-02-21,6.963
2022-02-22,6.963
2022-02-23,6.963
2022-02-24,6.963
2022-02-25,6.963
2022-02-26,6.963
2022-02-27,6.963
2022-02-28,6.963
2022-03-01,6.963
2022-03-02,6.136
2022-03-03,6.136
2022-03-04,6.136
2022-03-05,6.136
2022-03-06,6.136
2022-03-07,6.136
2022-03-08,6.136
2022-03-09,6.136
2022-03-10,6.234
2022-03-11,6.234
2022-03-12,6.234
2022-03-13,6.234
2022-03-14,6.234
2022-03-15,6.23
2022-03-16,6.23
2022-03-17,6.24
2022-03-18,6.24
2022-03-19,6.24
2022-03-20,6.24
2022-03-21,6.921
2022-03-22,6.921
2022-03-23,6.921
2022-03-24,9.04
2022-03-25,9.04
2022-03-26,9.04
2022-03-27,9.04
2022-03-28,9.04
2022-03-29,9.04
2022-03-30,9.04
2022-03-31,9.266
2022-04-01,10.58
2022-04-02,10.58
2022-04-03,10.58
2022-04-04,10.58
2022-04-05,10.58
2022-04-06,10.58
2022-04-07,10.58
2022-04-08,10.58
2022-04-09,10.58
2022-04-10,10.58
2022-04-11,10.58
2022-04-12,10.58
2022-04-13,10.524
2022-04-14,10.639
2022-04-15,10.639
2022-04-16,10.639
2022-04-17,10.639
2022-04-18,10.639
2022-04-19,10.639
2022-04-20,10.639
2022-04-21,10.627
2022-04-22,10.914
2022-04-23,11.214
2022-04-24,11.214
2022-04-25,11.236
2022-04-26,10.889
2022-04-27,10.889
2022-04-28,10.889
2022-04-29,10.889
2022-04-30,10.889
2022-05-01,10.889
2022-05-02,10.889
2022-05-03,10.889
2022-05-04,10.889
2022-05-05,10.889
2022-05-06,10.889
2022-05-07,10.889
2022-05-08,10.889
2022-05-09,10.889
2022-05-10,10.977
2022-05-11,10.977
2022-05-12,10.977
2022-05-13,10.977
2022-05-14,10.977
2022-05-15,10.977
2022-05-16,11.081
2022-05-17,11.081
2022-05-18,11.081
2022-05-19,11.081
2022-05-20,11.081
2022-05-21,11.081
2022-05-22,11.081
2022-05-23,10.246
2022-05-24,10.246
2022-05-25,10.246
2022-05-26,10.246
2022-05-27,10.246
2022-05-28,10.246
2022-05-29,10.246
2022-05-30,10.246
2022-05-31,10.67
2022-06-01,10.67
2022-06-02,10.67
2022-06-03,10.67
2022-06-04,10.67
2022-06-05,10.67
2022-06-06,10.67
2022-06-07,10.67
2022-06-08,10.67
2022-06-09,10.67
2022-06-10,10.67
2022-06-11,10.67
2022-06-12,10.67
2022-06-13,14.067
2022-06-14,10.58
2022-06-15,10.594
2022-06-16,10.594
2022-06-17,10.594
2022-06-18,10.594
2022-06-19,10.594
2022-06-20,10.594
2022-06-21,10.594
2022-06-22,10.594
2022-06-23,10.594
2022-06-24,10.594
2022-06-25,10.594
2022-06-26,10.594
2022-06-27,10.564
2022-06-28,10.564
2022-06-29,10.564
2022-06-30,10.564
2022-07-01,10.564
2022-07-02,10.564
2022-07-03,10.564
2022-07-04,10.564
2022-07-05,10.571
2022-07-06,10.571
2022-07-07,10.571
2022-07-08,10.571
2022-07-09,10.571
2022-07-10,10.571
2022-07-11,10.571
2022-07-12,10.491
2022-07-13,10.491
2022-07-14,10.491
2022-07-15,10.488
2022-07-16,10.488
2022-07-17,10.488
2022-07-18,10.488
2022-07-19,9.416
2022-07-20,9.416
2022-07-21,9.42
2022-07-22,9.56
2022-07-23,9.791
2022-07-24,9.887
2022-07-25,9.932
2022-07-26,9.932
2022-07-27,9.948
2022-07-28,9.948
2022-07-29,9.948
2022-07-30,9.948
2022-07-31,9.948
2022-08-01,9.948
2022-08-02,9.948
2022-08-03,9.948
2022-08-04,9.948
2022-08-05,9.948
2022-08-06,9.948
2022-08-07,9.948
2022-08-08,9.948
2022-08-09,9.948
2022-08-10,9.948
2022-08-11,9.948
2022-08-12,9.906
2022-08-13,9.906
2022-08-14,9.906
2022-08-15,9.906
2022-08-16,9.906
2022-08-17,9.906
2022-08-18,9.906
2022-08-19,10.166
2022-08-20,10.166
2022-08-21,10.166
2022-08-22,10.166
2022-08-23,10.166
2022-08-24,10.166
2022-08-25,10.166
2022-08-26,10.166
2022-08-27,10.166
2022-08-28,10.166
2022-08-29,10.166
2022-08-30,10.166
2022-08-31,10.166
2022-09-01,10.166
2022-09-02,10.166
2022-09-03,10.166
2022-09-04,10.166
2022-09-05,10.166
2022-09-06,10.166
2022-09-07,10.166
2022-09-08,10.166
2022-09-09,10.166
2022-09-10,10.166
2022-09-11,10.166
2022-09-12,9.885
2022-09-13,10.068
2022-09-14,10.093
2022-09-15,10.055
2022-09-16,10.055
2022-09-17,10.055
2022-09-18,10.055
2022-09-19,10.128
2022-09-20,9.924
2022-09-21,9.924
2022-09-22,9.924
2022-09-23,9.924
2022-09-24,9.924
2022-09-25,9.924
2022-09-26,9.924
2022-09-27,9.927
2022-09-28,9.927
2022-09-29,9.927
2022-09-30,9.927
2022-10-01,9.927
2022-10-02,9.927
2022-10-03,9.927
2022-10-04,9.927
2022-10-05,9.927
2022-10-06,9.962
2022-10-07,9.962
2022-10-08,9.962
2022-10-09,9.962
2022-10-10,9.962
2022-10-11,9.962
2022-10-12,9.962
2022-10-13,9.962
2022-10-14,9.962
2022-10-15,9.962
2022-10-16,9.962
2022-10-17,9.962
2022-10-18,9.98
2022-10-19,9.98
2022-10-20,9.727
2022-10-21,9.727
2022-10-22,9.727
2022-10-23,9.757
2022-10-24,9.757
2022-10-25,9.678
2022-10-26,9.678
2022-10-27,9.678
2022-10-28,9.678
2022-10-29,9.678
2022-10-30,9.678
2022-10-31,9.678
2022-11-01,9.678
2022-11-02,9.678
2022-11-03,9.678
2022-11-04,9.678
2022-11-05,9.678
2022-11-06,9.678
2022-11-07,9.678
2022-11-08,9.678
2022-11-09,9.808
2022-11-10,9.808
2022-11-11,9.808
2022-11-12,9.808
2022-11-13,9.808
2022-11-14,9.808
2022-11-15,9.808
2022-11-16,9.808
2022-11-17,9.808
2022-11-18,9.801
2022-11-19,9.801
2022-11-20,9.801
2022-11-21,10.111
2022-11-22,10.136
2022-11-23,10.136
2022-11-24,10.136
2022-11-25,10.136
2022-11-26,10.136
2022-11-27,10.136
2022-11-28,10.136
2022-11-29,10.136
2022-11-30,10.136
2022-12-01,10.136
2022-12-02,10.136
2022-12-03,10.136
2022-12-04,10.136
2022-12-05,10.136
2022-12-06,10.083
2022-12-07,10.083
2022-12-08,10.083
2022-12-09,10.031
2022-12-10,10.031
2022-12-11,10.031
2022-12-12,10.031
2022-12-13,9.892
2022-12-14,9.892
2022-12-15,9.922
2022-12-16,9.922
2022-12-17,9.922
2022-12-18,9.922
2022-12-19,9.991
2022-12-20,9.991
2022-12-21,9.991
2022-12-22,9.991
2022-12-23,9.991
2022-12-24,9.991
2022-12-25,9.991
2022-12-26,9.991
2022-12-27,9.991
2022-12-28,9.991
2022-12-29,9.991
2022-12-30,9.991
2022-12-31,9.969
2023-01-01,9.969
2023-01-02,9.969
2023-01-03,9.969
2023-01-04,9.969
2023-01-05,9.969
2023-01-06,9.969
2023-01-07,9.969
2023-01-08,9.969
2023-01-09,9.969
2023-01-10,9.969
2023-01-11,9.94
2023-01-12,9.94
2023-01-13,9.94
2023-01-14,9.94
2023-01-15,9.94
2023-01-16,9.94
2023-01-17,10.163
2023-01-18,10.163
2023-01-19,10.163
2023-01-20,10.163
2023-01-21,10.163
2023-01-22,10.163
2023-01-23,10.163
2023-01-24,10.163
2023-01-25,10.163
2023-01-26,10.39
2023-01-27,10.39
2023-01-28,10.39
2023-01-29,10.511
2023-01-30,10.484
2023-01-31,10.426
2023-02-01,10.426
2023-02-02,10.426
2023-02-03,10.426
2023-02-04,10.426
2023-02-05,10.426
2023-02-06,10.432
2023-02-07,10.432
2023-02-08,10.432
2023-02-09,10.432
2023-02-10,10.391
2023-02-11,10.391
2023-02-12,10.391
2023-02-13,10.391
2023-02-14,10.391
2023-02-15,10.391
2023-02-16,10.391
2023-02-17,10.391
2023-02-18,10.391
2023-02-19,10.391
2023-02-20,10.391
2023-02-21,10.391
2023-02-22,10.391
2023-02-23,10.391
2023-02-24,10.391
2023-02-25,10.391
2023-02-26,10.391
2023-02-27,10.391
2023-02-28,10.391
2023-03-01,11.15
2023-03-02,11.187
2023-03-03,11.187
2023-03-04,11.187
2023-03-05,11.187
2023-03-06,11.187
2023-03-07,11.187
2023-03-08,11.187
2023-03-09,11.187
2023-03-10,11.327
2023-03-11,11.327
2023-03-12,11.327
2023-03-13,11.327
2023-03-14,11.327
2023-03-15,11.09
2023-03-16,11.567
2023-03-17,11.443
2023-03-18,11.443
2023-03-19,11.443
2023-03-20,11.443
2023-03-21,11.443
2023-03-22,11.443
2023-03-23,11.443
2023-03-24,11.443
2023-03-25,11.443
2023-03-26,11.041
2023-03-27,10.987
2023-03-28,11.065
2023-03-29,11.065
2023-03-30,11.47
2023-03-31,11.47
2023-04-01,11.47
2023-04-02,11.47
2023-04-03,11.47
2023-04-04,11.421
2023-04-05,11.492
2023-04-06,11.492
2023-04-07,11.492
2023-04-08,11.492
2023-04-09,11.492
2023-04-10,11.492
2023-04-11,11.492
2023-04-12,11.492
2023-04-13,11.492
2023-04-14,11.492
2023-04-15,11.492
2023-04-16,11.492
2023-04-17,11.529
2023-04-18,11.449
2023-04-19,11.449
2023-04-20,11.187
2023-04-21,11.071
2023-04-22,11.071
2023-04-23,11.149
2023-04-24,11.149
2023-04-25,11.149
2023-04-26,11.149
2023-04-27,11.149
2023-04-28,11.212
2023-04-29,11.212
2023-04-30,11.212
2023-05-01,11.216
2023-05-02,11.318
2023-05-03,11.324
2023-05-04,11.324
2023-05-05,11.285
2023-05-06,11.285
2023-05-07,11.285
2023-05-08,11.285
2023-05-09,11.285
2023-05-10,11.285
2023-05-11,11.285
2023-05-12,11.285
2023-05-13,11.285
2023-05-14,11.285
2023-05-15,11.285
2023-05-16,11.285
2023-05-17,11.285
2023-05-18,11.285
2023-05-19,11.285
2023-05-20,11.285
2023-05-21,11.052
2023-05-22,11.052
2023-05-23,10.999
2023-05-24,10.999
2023-05-25,10.999
2023-05-26,10.999
2023-05-27,10.999
2023-05-28,10.999
2023-05-29,10.999
2023-05-30,10.999
2023-05-31,10.999
2023-06-01,10.995
2023-06-02,10.995
2023-06-03,10.995
2023-06-04,10.995
2023-06-05,10.995
2023-06-06,10.995
2023-06-07,11.001
2023-06-08,11.001
2023-06-09,11.001
2023-06-10,11.001
2023-06-11,11.016
2023-06-12,11.167
2023-06-13,11.165
2023-06-14,11.165
2023-06-15,11.191
2023-06-16,11.191
2023-06-17,11.191
2023-06-18,11.191
2023-06-19,11.191
2023-06-20,11.191
2023-06-21,11.223
2023-06-22,11.225
2023-06-23,11.225
