,CMA US Equity
2021-04-21,5.02
2021-04-22,5.02
2021-04-23,5.02
2021-04-24,5.02
2021-04-25,5.02
2021-04-26,5.02
2021-04-27,5.02
2021-04-28,5.02
2021-04-29,5.02
2021-04-30,5.02
2021-05-01,5.02
2021-05-02,5.02
2021-05-03,5.02
2021-05-04,5.02
2021-05-05,5.02
2021-05-06,5.02
2021-05-07,5.02
2021-05-08,5.02
2021-05-09,5.02
2021-05-10,5.02
2021-05-11,5.02
2021-05-12,5.02
2021-05-13,5.02
2021-05-14,5.02
2021-05-15,5.02
2021-05-16,5.02
2021-05-17,5.02
2021-05-18,5.02
2021-05-19,5.02
2021-05-20,5.02
2021-05-21,5.02
2021-05-22,5.02
2021-05-23,5.02
2021-05-24,5.02
2021-05-25,5.02
2021-05-26,5.02
2021-05-27,5.02
2021-05-28,5.02
2021-05-29,5.02
2021-05-30,5.02
2021-05-31,5.02
2021-06-01,5.02
2021-06-02,5.02
2021-06-03,5.02
2021-06-04,5.02
2021-06-05,5.02
2021-06-06,5.02
2021-06-07,5.02
2021-06-08,5.02
2021-06-09,5.02
2021-06-10,5.02
2021-06-11,5.02
2021-06-12,5.02
2021-06-13,5.02
2021-06-14,5.02
2021-06-15,5.02
2021-06-16,5.02
2021-06-17,5.02
2021-06-18,5.02
2021-06-19,5.02
2021-06-20,5.02
2021-06-21,5.02
2021-06-22,5.02
2021-06-23,5.02
2021-06-24,5.02
2021-06-25,5.02
2021-06-26,5.02
2021-06-27,5.02
2021-06-28,5.02
2021-06-29,5.02
2021-06-30,5.02
2021-07-01,5.02
2021-07-02,5.02
2021-07-03,5.02
2021-07-04,5.02
2021-07-05,5.02
2021-07-06,5.02
2021-07-07,5.02
2021-07-08,5.02
2021-07-09,5.02
2021-07-10,5.02
2021-07-11,5.02
2021-07-12,5.02
2021-07-13,5.02
2021-07-14,5.02
2021-07-15,5.02
2021-07-16,5.02
2021-07-17,5.02
2021-07-18,5.02
2021-07-19,5.02
2021-07-20,5.02
2021-07-21,5.02
2021-07-22,5.02
2021-07-23,5.02
2021-07-24,5.02
2021-07-25,5.02
2021-07-26,5.02
2021-07-27,5.02
2021-07-28,5.02
2021-07-29,5.02
2021-07-30,5.02
2021-07-31,5.02
2021-08-01,5.02
2021-08-02,5.02
2021-08-03,5.02
2021-08-04,5.02
2021-08-05,5.02
2021-08-06,5.02
2021-08-07,5.02
2021-08-08,5.02
2021-08-09,5.02
2021-08-10,5.02
2021-08-11,5.02
2021-08-12,5.02
2021-08-13,5.02
2021-08-14,5.02
2021-08-15,5.02
2021-08-16,5.02
2021-08-17,5.02
2021-08-18,5.02
2021-08-19,5.02
2021-08-20,5.02
2021-08-21,5.02
2021-08-22,5.02
2021-08-23,5.02
2021-08-24,5.02
2021-08-25,5.02
2021-08-26,5.02
2021-08-27,5.02
2021-08-28,5.02
2021-08-29,5.02
2021-08-30,5.02
2021-08-31,5.02
2021-09-01,5.02
2021-09-02,5.02
2021-09-03,5.02
2021-09-04,5.02
2021-09-05,5.02
2021-09-06,5.02
2021-09-07,5.02
2021-09-08,5.02
2021-09-09,5.02
2021-09-10,5.02
2021-09-11,5.02
2021-09-12,5.02
2021-09-13,5.02
2021-09-14,5.02
2021-09-15,5.02
2021-09-16,5.02
2021-09-17,5.02
2021-09-18,5.02
2021-09-19,5.02
2021-09-20,5.02
2021-09-21,5.02
2021-09-22,5.02
2021-09-23,5.02
2021-09-24,5.02
2021-09-25,5.02
2021-09-26,5.02
2021-09-27,5.02
2021-09-28,5.02
2021-09-29,5.02
2021-09-30,5.02
2021-10-01,5.02
2021-10-02,5.02
2021-10-03,5.02
2021-10-04,5.02
2021-10-05,5.02
2021-10-06,5.02
2021-10-07,5.02
2021-10-08,5.02
2021-10-09,5.02
2021-10-10,5.02
2021-10-11,5.02
2021-10-12,5.02
2021-10-13,5.02
2021-10-14,5.02
2021-10-15,5.02
2021-10-16,5.02
2021-10-17,5.02
2021-10-18,5.02
2021-10-19,5.02
2021-10-20,5.02
2021-10-21,5.02
2021-10-22,5.02
2021-10-23,5.02
2021-10-24,5.02
2021-10-25,5.02
2021-10-26,5.02
2021-10-27,5.02
2021-10-28,5.02
2021-10-29,5.02
2021-10-30,5.02
2021-10-31,5.02
2021-11-01,5.02
2021-11-02,5.02
2021-11-03,5.02
2021-11-04,5.02
2021-11-05,5.02
2021-11-06,5.02
2021-11-07,5.02
2021-11-08,5.02
2021-11-09,5.02
2021-11-10,5.02
2021-11-11,5.02
2021-11-12,5.02
2021-11-13,5.02
2021-11-14,5.02
2021-11-15,5.02
2021-11-16,5.02
2021-11-17,5.02
2021-11-18,5.02
2021-11-19,5.02
2021-11-20,5.02
2021-11-21,5.02
2021-11-22,5.02
2021-11-23,5.02
2021-11-24,5.02
2021-11-25,5.02
2021-11-26,5.02
2021-11-27,5.02
2021-11-28,5.02
2021-11-29,5.02
2021-11-30,8.12
2021-12-01,8.12
2021-12-02,8.12
2021-12-03,8.12
2021-12-04,8.12
2021-12-05,8.12
2021-12-06,8.12
2021-12-07,8.12
2021-12-08,8.12
2021-12-09,8.12
2021-12-10,8.12
2021-12-11,8.12
2021-12-12,8.12
2021-12-13,8.12
2021-12-14,8.12
2021-12-15,8.12
2021-12-16,8.12
2021-12-17,8.12
2021-12-18,8.12
2021-12-19,8.12
2021-12-20,8.12
2021-12-21,8.12
2021-12-22,8.12
2021-12-23,8.12
2021-12-24,8.12
2021-12-25,8.12
2021-12-26,8.12
2021-12-27,8.12
2021-12-28,8.12
2021-12-29,8.12
2021-12-30,8.12
2021-12-31,8.12
2022-01-01,8.12
2022-01-02,8.12
2022-01-03,8.12
2022-01-04,8.12
2022-01-05,8.12
2022-01-06,8.12
2022-01-07,8.12
2022-01-08,8.12
2022-01-09,8.12
2022-01-10,8.12
2022-01-11,8.12
2022-01-12,8.12
2022-01-13,8.12
2022-01-14,8.12
2022-01-15,8.12
2022-01-16,8.12
2022-01-17,8.12
2022-01-18,8.12
2022-01-19,7.56
2022-01-20,7.56
2022-01-21,8.73
2022-01-22,8.73
2022-01-23,8.73
2022-01-24,8.838
2022-01-25,8.838
2022-01-26,8.838
2022-01-27,8.838
2022-01-28,8.838
2022-01-29,8.838
2022-01-30,8.838
2022-01-31,8.838
2022-02-01,8.838
2022-02-02,8.838
2022-02-03,8.838
2022-02-04,8.838
2022-02-05,8.838
2022-02-06,8.838
2022-02-07,8.838
2022-02-08,8.838
2022-02-09,8.838
2022-02-10,8.838
2022-02-11,8.838
2022-02-12,8.838
2022-02-13,8.838
2022-02-14,8.838
2022-02-15,8.838
2022-02-16,8.838
2022-02-17,8.838
2022-02-18,8.838
2022-02-19,8.838
2022-02-20,8.838
2022-02-21,8.838
2022-02-22,8.838
2022-02-23,8.838
2022-02-24,8.838
2022-02-25,8.838
2022-02-26,8.838
2022-02-27,8.838
2022-02-28,8.838
2022-03-01,8.838
2022-03-02,8.838
2022-03-03,8.838
2022-03-04,8.838
2022-03-05,8.838
2022-03-06,8.838
2022-03-07,8.838
2022-03-08,8.838
2022-03-09,8.838
2022-03-10,8.838
2022-03-11,8.838
2022-03-12,8.838
2022-03-13,8.838
2022-03-14,8.838
2022-03-15,8.838
2022-03-16,8.838
2022-03-17,8.838
2022-03-18,8.838
2022-03-19,8.838
2022-03-20,8.838
2022-03-21,8.838
2022-03-22,8.838
2022-03-23,8.838
2022-03-24,8.838
2022-03-25,9.018
2022-03-26,9.018
2022-03-27,9.018
2022-03-28,9.018
2022-03-29,9.018
2022-03-30,9.018
2022-03-31,9.018
2022-04-01,9.24
2022-04-02,9.24
2022-04-03,9.24
2022-04-04,9.24
2022-04-05,9.24
2022-04-06,9.24
2022-04-07,9.24
2022-04-08,9.24
2022-04-09,9.23
2022-04-10,9.23
2022-04-11,9.23
2022-04-12,9.38
2022-04-13,9.38
2022-04-14,9.38
2022-04-15,9.38
2022-04-16,9.38
2022-04-17,9.38
2022-04-18,9.38
2022-04-19,9.38
2022-04-20,9.581
2022-04-21,9.506
2022-04-22,9.476
2022-04-23,9.476
2022-04-24,9.476
2022-04-25,9.514
2022-04-26,9.498
2022-04-27,9.498
2022-04-28,9.585
2022-04-29,9.585
2022-04-30,9.541
2022-05-01,9.541
2022-05-02,9.541
2022-05-03,9.541
2022-05-04,9.541
2022-05-05,9.541
2022-05-06,9.541
2022-05-07,9.541
2022-05-08,9.541
2022-05-09,9.541
2022-05-10,9.541
2022-05-11,9.541
2022-05-12,9.541
2022-05-13,9.541
2022-05-14,9.541
2022-05-15,9.541
2022-05-16,9.541
2022-05-17,9.541
2022-05-18,9.541
2022-05-19,9.541
2022-05-20,9.541
2022-05-21,9.541
2022-05-22,9.541
2022-05-23,9.541
2022-05-24,9.541
2022-05-25,9.541
2022-05-26,9.541
2022-05-27,9.541
2022-05-28,9.541
2022-05-29,9.541
2022-05-30,9.541
2022-05-31,9.491
2022-06-01,9.491
2022-06-02,9.491
2022-06-03,9.491
2022-06-04,9.491
2022-06-05,9.491
2022-06-06,9.491
2022-06-07,9.491
2022-06-08,9.491
2022-06-09,9.491
2022-06-10,9.491
2022-06-11,9.491
2022-06-12,9.491
2022-06-13,9.491
2022-06-14,9.491
2022-06-15,9.491
2022-06-16,9.491
2022-06-17,9.491
2022-06-18,9.491
2022-06-19,9.491
2022-06-20,9.491
2022-06-21,9.491
2022-06-22,9.491
2022-06-23,9.491
2022-06-24,9.491
2022-06-25,9.491
2022-06-26,9.491
2022-06-27,9.508
2022-06-28,9.508
2022-06-29,9.673
2022-06-30,9.52
2022-07-01,9.637
2022-07-02,9.637
2022-07-03,9.637
2022-07-04,9.637
2022-07-05,9.692
2022-07-06,9.692
2022-07-07,9.692
2022-07-08,9.692
2022-07-09,9.692
2022-07-10,9.692
2022-07-11,9.692
2022-07-12,9.692
2022-07-13,9.887
2022-07-14,9.887
2022-07-15,9.887
2022-07-16,9.887
2022-07-17,9.887
2022-07-18,9.887
2022-07-19,9.887
2022-07-20,10.313
2022-07-21,10.431
2022-07-22,10.431
2022-07-23,10.463
2022-07-24,10.463
2022-07-25,10.463
2022-07-26,10.463
2022-07-27,10.463
2022-07-28,10.463
2022-07-29,10.463
2022-07-30,10.463
2022-07-31,10.463
2022-08-01,10.463
2022-08-02,10.463
2022-08-03,10.463
2022-08-04,10.515
2022-08-05,10.515
2022-08-06,10.515
2022-08-07,10.515
2022-08-08,10.515
2022-08-09,10.515
2022-08-10,10.515
2022-08-11,10.515
2022-08-12,10.515
2022-08-13,10.515
2022-08-14,10.515
2022-08-15,10.515
2022-08-16,10.515
2022-08-17,10.515
2022-08-18,10.378
2022-08-19,10.378
2022-08-20,10.378
2022-08-21,10.378
2022-08-22,10.378
2022-08-23,10.378
2022-08-24,10.378
2022-08-25,10.378
2022-08-26,10.378
2022-08-27,10.378
2022-08-28,10.378
2022-08-29,10.378
2022-08-30,10.378
2022-08-31,10.378
2022-09-01,10.378
2022-09-02,10.378
2022-09-03,10.378
2022-09-04,10.378
2022-09-05,10.378
2022-09-06,10.378
2022-09-07,10.378
2022-09-08,10.378
2022-09-09,10.378
2022-09-10,10.378
2022-09-11,10.371
2022-09-12,10.371
2022-09-13,10.371
2022-09-14,10.35
2022-09-15,10.35
2022-09-16,10.35
2022-09-17,10.277
2022-09-18,10.277
2022-09-19,10.277
2022-09-20,10.277
2022-09-21,10.277
2022-09-22,10.277
2022-09-23,10.277
2022-09-24,10.277
2022-09-25,10.273
2022-09-26,10.273
2022-09-27,10.279
2022-09-28,10.279
2022-09-29,10.268
2022-09-30,10.183
2022-10-01,10.183
2022-10-02,10.183
2022-10-03,10.179
2022-10-04,10.214
2022-10-05,10.214
2022-10-06,10.264
2022-10-07,10.264
2022-10-08,10.264
2022-10-09,10.264
2022-10-10,10.264
2022-10-11,10.216
2022-10-12,10.216
2022-10-13,10.216
2022-10-14,10.216
2022-10-15,10.216
2022-10-16,10.216
2022-10-17,10.216
2022-10-18,10.216
2022-10-19,10.137
2022-10-20,9.971
2022-10-21,9.966
2022-10-22,9.966
2022-10-23,9.966
2022-10-24,9.982
2022-10-25,9.982
2022-10-26,9.982
2022-10-27,9.982
2022-10-28,9.982
2022-10-29,9.982
2022-10-30,9.982
2022-10-31,9.982
2022-11-01,9.982
2022-11-02,9.982
2022-11-03,9.982
2022-11-04,9.982
2022-11-05,9.982
2022-11-06,9.982
2022-11-07,9.982
2022-11-08,9.982
2022-11-09,9.982
2022-11-10,9.982
2022-11-11,9.982
2022-11-12,9.982
2022-11-13,9.982
2022-11-14,9.982
2022-11-15,9.982
2022-11-16,9.982
2022-11-17,9.982
2022-11-18,9.965
2022-11-19,9.965
2022-11-20,9.971
2022-11-21,9.971
2022-11-22,9.971
2022-11-23,9.971
2022-11-24,9.971
2022-11-25,9.971
2022-11-26,9.971
2022-11-27,9.971
2022-11-28,9.971
2022-11-29,9.998
2022-11-30,9.998
2022-12-01,10.04
2022-12-02,10.04
2022-12-03,10.04
2022-12-04,10.019
2022-12-05,9.933
2022-12-06,10.007
2022-12-07,10.007
2022-12-08,10.012
2022-12-09,10.05
2022-12-10,10.085
2022-12-11,10.079
2022-12-12,10.079
2022-12-13,10.049
2022-12-14,10.049
2022-12-15,10.038
2022-12-16,10.038
2022-12-17,10.038
2022-12-18,10.038
2022-12-19,10.021
2022-12-20,10.021
2022-12-21,10.021
2022-12-22,10.021
2022-12-23,10.021
2022-12-24,10.021
2022-12-25,10.021
2022-12-26,10.021
2022-12-27,10.021
2022-12-28,10.021
2022-12-29,10.021
2022-12-30,10.026
2022-12-31,10.026
2023-01-01,10.026
2023-01-02,10.026
2023-01-03,10.03
2023-01-04,10.03
2023-01-05,10.015
2023-01-06,9.978
2023-01-07,9.978
2023-01-08,9.978
2023-01-09,9.993
2023-01-10,9.883
2023-01-11,9.883
2023-01-12,9.883
2023-01-13,9.883
2023-01-14,9.883
2023-01-15,9.883
2023-01-16,9.883
2023-01-17,9.883
2023-01-18,9.883
2023-01-19,9.782
2023-01-20,9.773
2023-01-21,9.773
2023-01-22,9.811
2023-01-23,9.791
2023-01-24,9.796
2023-01-25,9.796
2023-01-26,9.796
2023-01-27,9.796
2023-01-28,9.796
2023-01-29,9.796
2023-01-30,9.796
2023-01-31,9.796
2023-02-01,9.777
2023-02-02,9.777
2023-02-03,9.785
2023-02-04,9.785
2023-02-05,9.785
2023-02-06,9.833
2023-02-07,9.833
2023-02-08,9.833
2023-02-09,9.833
2023-02-10,9.833
2023-02-11,9.833
2023-02-12,9.833
2023-02-13,9.833
2023-02-14,9.833
2023-02-15,9.833
2023-02-16,9.822
2023-02-17,9.822
2023-02-18,9.822
2023-02-19,9.822
2023-02-20,9.822
2023-02-21,9.822
2023-02-22,9.924
2023-02-23,9.939
2023-02-24,9.939
2023-02-25,9.939
2023-02-26,9.939
2023-02-27,9.939
2023-02-28,9.939
2023-03-01,9.939
2023-03-02,9.939
2023-03-03,9.936
2023-03-04,9.936
2023-03-05,9.936
2023-03-06,9.925
2023-03-07,9.925
2023-03-08,9.925
2023-03-09,9.917
2023-03-10,9.892
2023-03-11,9.892
2023-03-12,9.902
2023-03-13,9.902
2023-03-14,9.902
2023-03-15,9.902
2023-03-16,9.862
2023-03-17,9.862
2023-03-18,9.862
2023-03-19,9.862
2023-03-20,9.862
2023-03-21,9.862
2023-03-22,9.862
2023-03-23,9.833
2023-03-24,9.816
2023-03-25,9.816
2023-03-26,9.816
2023-03-27,9.816
2023-03-28,9.773
2023-03-29,9.634
2023-03-30,9.545
2023-03-31,9.459
2023-04-01,9.459
2023-04-02,9.459
2023-04-03,9.422
2023-04-04,9.346
2023-04-05,9.18
2023-04-06,8.977
2023-04-07,8.977
2023-04-08,8.977
2023-04-09,8.977
2023-04-10,8.861
2023-04-11,8.689
2023-04-12,8.608
2023-04-13,8.608
2023-04-14,8.608
2023-04-15,8.608
2023-04-16,8.608
2023-04-17,8.608
2023-04-18,8.608
2023-04-19,8.608
2023-04-20,8.119
2023-04-21,8.1
2023-04-22,8.1
2023-04-23,8.055
2023-04-24,7.889
2023-04-25,7.889
2023-04-26,7.889
2023-04-27,7.802
2023-04-28,7.802
2023-04-29,7.802
2023-04-30,7.802
2023-05-01,7.802
2023-05-02,7.75
2023-05-03,7.759
2023-05-04,7.759
2023-05-05,7.759
2023-05-06,7.759
2023-05-07,7.759
2023-05-08,7.784
2023-05-09,7.784
2023-05-10,7.784
2023-05-11,7.784
2023-05-12,7.784
2023-05-13,7.784
2023-05-14,7.784
2023-05-15,7.784
2023-05-16,7.729
2023-05-17,7.729
2023-05-18,7.729
2023-05-19,7.729
2023-05-20,7.729
2023-05-21,7.729
2023-05-22,7.729
2023-05-23,7.729
2023-05-24,7.729
2023-05-25,7.729
2023-05-26,7.729
2023-05-27,7.729
2023-05-28,7.729
2023-05-29,7.729
2023-05-30,7.729
2023-05-31,7.729
2023-06-01,7.729
2023-06-02,7.729
2023-06-03,7.729
2023-06-04,7.729
2023-06-05,7.695
2023-06-06,7.695
2023-06-07,7.651
2023-06-08,7.651
2023-06-09,7.651
2023-06-10,7.651
2023-06-11,7.651
2023-06-12,7.631
2023-06-13,7.54
2023-06-14,7.482
2023-06-15,7.482
2023-06-16,7.453
2023-06-17,7.405
2023-06-18,7.405
2023-06-19,7.405
2023-06-20,7.414
2023-06-21,7.414
2023-06-22,7.414
2023-06-23,7.378
2023-06-24,7.378
2023-06-25,7.378
2023-06-26,7.315
2023-06-27,7.243
2023-06-28,7.207
2023-06-29,7.078
2023-06-30,7.078
2023-07-01,7.078
2023-07-02,7.078
2023-07-03,7.078
2023-07-04,7.078
2023-07-05,7.078
2023-07-06,7.055
2023-07-07,6.99
2023-07-08,6.99
2023-07-09,6.99
2023-07-10,6.99
2023-07-11,6.874
2023-07-12,6.88
2023-07-13,6.894
2023-07-14,6.894
2023-07-15,6.894
2023-07-16,6.894
2023-07-17,6.84
2023-07-18,6.84
2023-07-19,6.84
2023-07-20,6.84
2023-07-21,6.641
2023-07-22,6.641
2023-07-23,6.61
