,NGVT US Equity
2021-06-17,6.55
2021-06-18,6.55
2021-06-19,6.55
2021-06-20,6.55
2021-06-21,6.55
2021-06-22,6.55
2021-06-23,6.55
2021-06-24,6.55
2021-06-25,6.55
2021-06-26,6.55
2021-06-27,6.55
2021-06-28,6.55
2021-06-29,6.55
2021-06-30,6.55
2021-07-01,6.55
2021-07-02,6.55
2021-07-03,6.55
2021-07-04,6.55
2021-07-05,6.55
2021-07-06,6.55
2021-07-07,6.55
2021-07-08,6.55
2021-07-09,6.55
2021-07-10,6.55
2021-07-11,6.55
2021-07-12,6.55
2021-07-13,6.55
2021-07-14,6.55
2021-07-15,6.55
2021-07-16,6.55
2021-07-17,6.55
2021-07-18,6.55
2021-07-19,6.55
2021-07-20,6.55
2021-07-21,6.55
2021-07-22,6.55
2021-07-23,6.55
2021-07-24,6.55
2021-07-25,6.55
2021-07-26,6.55
2021-07-27,6.55
2021-07-28,6.55
2021-07-29,6.475
2021-07-30,6.475
2021-07-31,6.475
2021-08-01,6.475
2021-08-02,6.475
2021-08-03,6.475
2021-08-04,6.475
2021-08-05,6.555
2021-08-06,6.555
2021-08-07,6.555
2021-08-08,6.555
2021-08-09,6.555
2021-08-10,6.555
2021-08-11,6.555
2021-08-12,6.555
2021-08-13,6.555
2021-08-14,6.555
2021-08-15,6.555
2021-08-16,6.555
2021-08-17,6.555
2021-08-18,6.555
2021-08-19,6.555
2021-08-20,6.555
2021-08-21,6.555
2021-08-22,6.555
2021-08-23,6.555
2021-08-24,6.555
2021-08-25,6.555
2021-08-26,6.555
2021-08-27,6.555
2021-08-28,6.555
2021-08-29,6.555
2021-08-30,6.555
2021-08-31,6.555
2021-09-01,6.555
2021-09-02,6.555
2021-09-03,6.555
2021-09-04,6.555
2021-09-05,6.555
2021-09-06,6.555
2021-09-07,6.555
2021-09-08,6.555
2021-09-09,6.555
2021-09-10,6.555
2021-09-11,6.555
2021-09-12,6.555
2021-09-13,6.555
2021-09-14,6.555
2021-09-15,6.555
2021-09-16,6.555
2021-09-17,6.555
2021-09-18,6.555
2021-09-19,6.555
2021-09-20,6.555
2021-09-21,6.555
2021-09-22,6.555
2021-09-23,6.555
2021-09-24,6.555
2021-09-25,6.555
2021-09-26,6.555
2021-09-27,6.555
2021-09-28,6.555
2021-09-29,6.555
2021-09-30,6.555
2021-10-01,6.555
2021-10-02,6.555
2021-10-03,6.555
2021-10-04,6.555
2021-10-05,6.555
2021-10-06,6.555
2021-10-07,6.555
2021-10-08,6.555
2021-10-09,6.555
2021-10-10,6.555
2021-10-11,6.555
2021-10-12,6.555
2021-10-13,6.555
2021-10-14,6.555
2021-10-15,6.555
2021-10-16,6.555
2021-10-17,6.555
2021-10-18,6.555
2021-10-19,6.555
2021-10-20,6.555
2021-10-21,6.555
2021-10-22,6.555
2021-10-23,6.555
2021-10-24,6.555
2021-10-25,6.555
2021-10-26,6.555
2021-10-27,6.555
2021-10-28,6.58
2021-10-29,6.58
2021-10-30,6.58
2021-10-31,6.58
2021-11-01,6.58
2021-11-02,6.58
2021-11-03,6.58
2021-11-04,6.58
2021-11-05,6.58
2021-11-06,6.58
2021-11-07,6.58
2021-11-08,6.58
2021-11-09,6.58
2021-11-10,6.58
2021-11-11,6.805
2021-11-12,6.805
2021-11-13,6.805
2021-11-14,6.805
2021-11-15,6.805
2021-11-16,6.805
2021-11-17,6.805
2021-11-18,6.805
2021-11-19,6.805
2021-11-20,6.805
2021-11-21,6.805
2021-11-22,6.805
2021-11-23,6.805
2021-11-24,6.805
2021-11-25,6.805
2021-11-26,6.805
2021-11-27,6.805
2021-11-28,6.805
2021-11-29,6.805
2021-11-30,6.805
2021-12-01,6.805
2021-12-02,6.805
2021-12-03,6.805
2021-12-04,6.805
2021-12-05,6.805
2021-12-06,6.805
2021-12-07,6.805
2021-12-08,6.805
2021-12-09,6.805
2021-12-10,6.805
2021-12-11,6.805
2021-12-12,6.805
2021-12-13,6.805
2021-12-14,6.805
2021-12-15,6.805
2021-12-16,6.805
2021-12-17,6.805
2021-12-18,6.805
2021-12-19,6.805
2021-12-20,6.805
2021-12-21,6.805
2021-12-22,6.805
2021-12-23,6.805
2021-12-24,6.805
2021-12-25,6.805
2021-12-26,6.805
2021-12-27,6.805
2021-12-28,6.805
2021-12-29,6.805
2021-12-30,6.805
2021-12-31,6.805
2022-01-01,6.805
2022-01-02,6.805
2022-01-03,7.267
2022-01-04,7.267
2022-01-05,7.267
2022-01-06,7.267
2022-01-07,7.267
2022-01-08,7.267
2022-01-09,7.267
2022-01-10,7.267
2022-01-11,7.267
2022-01-12,7.267
2022-01-13,7.267
2022-01-14,7.267
2022-01-15,7.267
2022-01-16,7.267
2022-01-17,7.267
2022-01-18,7.267
2022-01-19,7.267
2022-01-20,7.267
2022-01-21,7.267
2022-01-22,7.267
2022-01-23,7.267
2022-01-24,7.267
2022-01-25,7.267
2022-01-26,7.267
2022-01-27,7.267
2022-01-28,7.267
2022-01-29,7.267
2022-01-30,7.267
2022-01-31,7.267
2022-02-01,7.267
2022-02-02,7.267
2022-02-03,7.267
2022-02-04,7.267
2022-02-05,7.267
2022-02-06,7.267
2022-02-07,7.267
2022-02-08,7.267
2022-02-09,7.267
2022-02-10,7.267
2022-02-11,7.267
2022-02-12,7.267
2022-02-13,7.267
2022-02-14,7.267
2022-02-15,7.267
2022-02-16,7.267
2022-02-17,7.267
2022-02-18,7.267
2022-02-19,7.267
2022-02-20,7.267
2022-02-21,7.267
2022-02-22,7.267
2022-02-23,7.267
2022-02-24,7.283
2022-02-25,7.293
2022-02-26,7.293
2022-02-27,7.293
2022-02-28,7.293
2022-03-01,7.24
2022-03-02,7.24
2022-03-03,7.24
2022-03-04,7.24
2022-03-05,7.24
2022-03-06,7.24
2022-03-07,7.24
2022-03-08,7.24
2022-03-09,7.24
2022-03-10,7.24
2022-03-11,7.24
2022-03-12,7.24
2022-03-13,7.24
2022-03-14,7.24
2022-03-15,7.24
2022-03-16,7.24
2022-03-17,7.24
2022-03-18,7.24
2022-03-19,7.24
2022-03-20,7.24
2022-03-21,7.24
2022-03-22,7.24
2022-03-23,7.24
2022-03-24,7.24
2022-03-25,7.24
2022-03-26,7.24
2022-03-27,7.24
2022-03-28,7.24
2022-03-29,7.24
2022-03-30,7.24
2022-03-31,7.24
2022-04-01,7.24
2022-04-02,7.24
2022-04-03,7.24
2022-04-04,7.337
2022-04-05,7.337
2022-04-06,7.337
2022-04-07,7.337
2022-04-08,7.337
2022-04-09,7.337
2022-04-10,7.337
2022-04-11,7.337
2022-04-12,7.337
2022-04-13,7.337
2022-04-14,7.337
2022-04-15,7.337
2022-04-16,7.337
2022-04-17,7.337
2022-04-18,7.337
2022-04-19,7.337
2022-04-20,7.337
2022-04-21,7.337
2022-04-22,7.337
2022-04-23,7.337
2022-04-24,7.337
2022-04-25,7.337
2022-04-26,7.337
2022-04-27,7.337
2022-04-28,7.337
2022-04-29,7.337
2022-04-30,7.337
2022-05-01,7.337
2022-05-02,7.337
2022-05-03,7.337
2022-05-04,7.337
2022-05-05,7.247
2022-05-06,7.247
2022-05-07,7.247
2022-05-08,7.247
2022-05-09,7.247
2022-05-10,7.303
2022-05-11,7.303
2022-05-12,7.303
2022-05-13,7.303
2022-05-14,7.303
2022-05-15,7.303
2022-05-16,7.303
2022-05-17,7.303
2022-05-18,7.303
2022-05-19,7.303
2022-05-20,7.303
2022-05-21,7.303
2022-05-22,7.303
2022-05-23,7.303
2022-05-24,7.303
2022-05-25,7.303
2022-05-26,7.303
2022-05-27,7.303
2022-05-28,7.303
2022-05-29,7.303
2022-05-30,7.303
2022-05-31,7.303
2022-06-01,7.303
2022-06-02,7.303
2022-06-03,7.303
2022-06-04,7.303
2022-06-05,7.303
2022-06-06,7.303
2022-06-07,7.303
2022-06-08,7.303
2022-06-09,7.303
2022-06-10,7.303
2022-06-11,7.303
2022-06-12,7.303
2022-06-13,7.303
2022-06-14,7.303
2022-06-15,7.303
2022-06-16,7.303
2022-06-17,7.303
2022-06-18,7.303
2022-06-19,7.303
2022-06-20,7.303
2022-06-21,7.303
2022-06-22,7.303
2022-06-23,7.303
2022-06-24,7.303
2022-06-25,7.303
2022-06-26,7.303
2022-06-27,7.303
2022-06-28,7.303
2022-06-29,7.303
2022-06-30,7.303
2022-07-01,7.303
2022-07-02,7.303
2022-07-03,7.303
2022-07-04,7.303
2022-07-05,7.303
2022-07-06,7.303
2022-07-07,7.303
2022-07-08,7.303
2022-07-09,7.303
2022-07-10,7.303
2022-07-11,7.24
2022-07-12,7.24
2022-07-13,7.24
2022-07-14,7.24
2022-07-15,7.24
2022-07-16,7.24
2022-07-17,7.24
2022-07-18,7.24
2022-07-19,7.24
2022-07-20,7.24
2022-07-21,7.24
2022-07-22,7.24
2022-07-23,7.24
2022-07-24,7.24
2022-07-25,7.24
2022-07-26,7.24
2022-07-27,7.24
2022-07-28,7.24
2022-07-29,7.24
2022-07-30,7.24
2022-07-31,7.24
2022-08-01,7.24
2022-08-02,7.24
2022-08-03,7.207
2022-08-04,7.207
2022-08-05,7.207
2022-08-06,7.207
2022-08-07,7.207
2022-08-08,7.207
2022-08-09,7.207
2022-08-10,7.207
2022-08-11,7.277
2022-08-12,7.277
2022-08-13,7.277
2022-08-14,7.277
2022-08-15,7.277
2022-08-16,7.277
2022-08-17,7.277
2022-08-18,7.277
2022-08-19,7.277
2022-08-20,7.277
2022-08-21,7.277
2022-08-22,7.277
2022-08-23,7.277
2022-08-24,7.277
2022-08-25,7.277
2022-08-26,7.277
2022-08-27,7.277
2022-08-28,7.277
2022-08-29,7.277
2022-08-30,7.277
2022-08-31,7.277
2022-09-01,7.277
2022-09-02,7.277
2022-09-03,7.277
2022-09-04,7.277
2022-09-05,7.277
2022-09-06,7.277
2022-09-07,7.277
2022-09-08,7.277
2022-09-09,7.277
2022-09-10,7.277
2022-09-11,7.277
2022-09-12,7.277
2022-09-13,7.277
2022-09-14,7.277
2022-09-15,7.277
2022-09-16,7.277
2022-09-17,7.277
2022-09-18,7.277
2022-09-19,7.277
2022-09-20,7.277
2022-09-21,7.277
2022-09-22,7.277
2022-09-23,7.277
2022-09-24,7.277
2022-09-25,7.277
2022-09-26,7.277
2022-09-27,7.277
2022-09-28,7.277
2022-09-29,7.277
2022-09-30,7.277
2022-10-01,7.277
2022-10-02,7.277
2022-10-03,7.277
2022-10-04,7.277
2022-10-05,7.277
2022-10-06,7.277
2022-10-07,7.277
2022-10-08,7.277
2022-10-09,7.277
2022-10-10,7.187
2022-10-11,7.187
2022-10-12,7.187
2022-10-13,7.187
2022-10-14,7.187
2022-10-15,7.187
2022-10-16,7.187
2022-10-17,7.187
2022-10-18,7.187
2022-10-19,7.187
2022-10-20,7.187
2022-10-21,7.187
2022-10-22,7.187
2022-10-23,7.187
2022-10-24,7.187
2022-10-25,7.187
2022-10-26,7.187
2022-10-27,7.187
2022-10-28,7.187
2022-10-29,7.187
2022-10-30,7.187
2022-10-31,7.187
2022-11-01,7.187
2022-11-02,7.187
2022-11-03,7.163
2022-11-04,7.163
2022-11-05,7.163
2022-11-06,7.163
2022-11-07,7.163
2022-11-08,7.163
2022-11-09,7.163
2022-11-10,7.163
2022-11-11,7.163
2022-11-12,7.163
2022-11-13,7.163
2022-11-14,7.163
2022-11-15,7.035
2022-11-16,7.035
2022-11-17,7.035
2022-11-18,7.035
2022-11-19,7.035
2022-11-20,7.035
2022-11-21,7.035
2022-11-22,7.035
2022-11-23,7.035
2022-11-24,7.035
2022-11-25,7.035
2022-11-26,7.035
2022-11-27,7.035
2022-11-28,7.035
2022-11-29,7.035
2022-11-30,7.035
2022-12-01,7.035
2022-12-02,7.035
2022-12-03,7.035
2022-12-04,7.035
2022-12-05,7.035
2022-12-06,7.035
2022-12-07,7.035
2022-12-08,7.035
2022-12-09,7.035
2022-12-10,7.035
2022-12-11,7.035
2022-12-12,7.035
2022-12-13,7.035
2022-12-14,7.035
2022-12-15,7.035
2022-12-16,7.035
2022-12-17,7.035
2022-12-18,7.035
2022-12-19,7.035
2022-12-20,7.035
2022-12-21,7.035
2022-12-22,7.035
2022-12-23,7.035
2022-12-24,7.035
2022-12-25,7.035
2022-12-26,7.035
2022-12-27,7.035
2022-12-28,7.035
2022-12-29,7.035
2022-12-30,7.035
2022-12-31,7.035
2023-01-01,7.035
2023-01-02,7.035
2023-01-03,7.2
2023-01-04,7.2
2023-01-05,7.2
2023-01-06,7.2
2023-01-07,7.2
2023-01-08,7.2
2023-01-09,7.2
2023-01-10,7.2
2023-01-11,7.138
2023-01-12,7.138
2023-01-13,7.138
2023-01-14,7.138
2023-01-15,7.138
2023-01-16,7.138
2023-01-17,7.138
2023-01-18,7.135
2023-01-19,7.135
2023-01-20,7.135
2023-01-21,7.135
2023-01-22,7.135
2023-01-23,7.135
2023-01-24,7.135
2023-01-25,7.135
2023-01-26,7.135
2023-01-27,7.135
2023-01-28,7.135
2023-01-29,7.135
2023-01-30,7.327
2023-01-31,7.327
2023-02-01,7.327
2023-02-02,7.394
2023-02-03,7.394
2023-02-04,7.394
2023-02-05,7.394
2023-02-06,7.394
2023-02-07,7.394
2023-02-08,7.394
2023-02-09,7.394
2023-02-10,7.394
2023-02-11,7.394
2023-02-12,7.394
2023-02-13,7.394
2023-02-14,7.394
2023-02-15,7.394
2023-02-16,7.394
2023-02-17,7.394
2023-02-18,7.394
2023-02-19,7.394
2023-02-20,7.394
2023-02-21,7.394
2023-02-22,7.394
2023-02-23,7.394
2023-02-24,7.394
2023-02-25,7.394
2023-02-26,7.394
2023-02-27,7.421
2023-02-28,7.352
2023-03-01,7.318
2023-03-02,7.318
2023-03-03,7.318
2023-03-04,7.318
2023-03-05,7.318
2023-03-06,7.318
2023-03-07,7.318
2023-03-08,7.318
2023-03-09,7.301
2023-03-10,7.301
2023-03-11,7.301
2023-03-12,7.301
2023-03-13,7.304
2023-03-14,7.304
2023-03-15,7.304
2023-03-16,7.304
2023-03-17,7.304
2023-03-18,7.304
2023-03-19,7.304
2023-03-20,7.304
2023-03-21,7.304
2023-03-22,7.304
2023-03-23,7.304
2023-03-24,7.254
2023-03-25,7.254
2023-03-26,7.254
2023-03-27,7.254
2023-03-28,7.254
2023-03-29,7.254
2023-03-30,7.314
2023-03-31,7.314
2023-04-01,7.314
2023-04-02,7.314
2023-04-03,7.314
2023-04-04,7.314
2023-04-05,7.314
2023-04-06,7.306
2023-04-07,7.306
2023-04-08,7.306
2023-04-09,7.306
2023-04-10,7.306
2023-04-11,7.306
2023-04-12,7.306
2023-04-13,7.306
2023-04-14,7.306
2023-04-15,7.306
2023-04-16,7.306
2023-04-17,7.306
2023-04-18,7.306
2023-04-19,7.306
2023-04-20,7.306
2023-04-21,7.306
2023-04-22,7.306
2023-04-23,7.306
2023-04-24,7.306
2023-04-25,7.306
2023-04-26,7.306
2023-04-27,7.306
2023-04-28,7.306
2023-04-29,7.306
2023-04-30,7.306
2023-05-01,7.306
2023-05-02,7.306
2023-05-03,7.306
2023-05-04,6.924
2023-05-05,6.86
2023-05-06,6.86
2023-05-07,6.86
2023-05-08,6.748
2023-05-09,6.748
2023-05-10,6.748
2023-05-11,6.748
2023-05-12,6.748
2023-05-13,6.748
2023-05-14,6.748
2023-05-15,6.748
2023-05-16,6.748
2023-05-17,6.748
2023-05-18,6.748
2023-05-19,6.748
2023-05-20,6.748
2023-05-21,6.926
2023-05-22,6.926
2023-05-23,6.855
2023-05-24,6.661
2023-05-25,6.661
2023-05-26,6.661
2023-05-27,6.661
2023-05-28,6.661
2023-05-29,6.661
2023-05-30,6.661
2023-05-31,6.661
2023-06-01,6.661
2023-06-02,6.661
2023-06-03,6.661
2023-06-04,6.661
2023-06-05,6.661
2023-06-06,6.661
2023-06-07,6.661
2023-06-08,6.661
2023-06-09,6.661
2023-06-10,6.661
2023-06-11,6.661
2023-06-12,6.661
2023-06-13,6.653
2023-06-14,6.653
2023-06-15,6.653
2023-06-16,6.653
2023-06-17,6.653
2023-06-18,6.653
2023-06-19,6.653
2023-06-20,6.653
2023-06-21,6.653
2023-06-22,6.653
2023-06-23,6.619
2023-06-24,6.619
2023-06-25,6.619
2023-06-26,6.619
2023-06-27,6.619
2023-06-28,6.619
2023-06-29,6.619
2023-06-30,6.619
2023-07-01,6.619
2023-07-02,6.619
2023-07-03,6.619
2023-07-04,6.619
2023-07-05,6.619
2023-07-06,6.619
2023-07-07,6.619
2023-07-08,6.619
2023-07-09,6.619
2023-07-10,6.619
2023-07-11,6.619
2023-07-12,6.619
2023-07-13,6.619
2023-07-14,6.619
2023-07-15,6.619
2023-07-16,6.619
2023-07-17,6.619
2023-07-18,6.619
2023-07-19,6.619
2023-07-20,6.619
2023-07-21,6.619
2023-07-22,6.619
2023-07-23,6.619
2023-07-24,6.619
2023-07-25,6.619
2023-07-26,6.619
2023-07-27,6.527
2023-07-28,6.527
2023-07-29,6.527
2023-07-30,6.527
2023-07-31,6.527
2023-08-01,6.527
2023-08-02,6.379
2023-08-03,6.088
2023-08-04,5.878
2023-08-05,5.878
2023-08-06,5.443
2023-08-07,5.443
2023-08-08,5.443
2023-08-09,5.443
2023-08-10,5.443
2023-08-11,5.443
2023-08-12,5.443
2023-08-13,5.443
2023-08-14,5.443
2023-08-15,5.443
2023-08-16,5.033
2023-08-17,5.033
2023-08-18,5.033
2023-08-19,5.033
2023-08-20,5.033
2023-08-21,5.033
2023-08-22,5.033
2023-08-23,5.033
2023-08-24,5.033
2023-08-25,5.033
2023-08-26,5.033
2023-08-27,5.033
2023-08-28,5.033
2023-08-29,5.033
2023-08-30,5.033
2023-08-31,5.033
2023-09-01,4.993
2023-09-02,4.993
2023-09-03,4.993
2023-09-04,4.993
2023-09-05,4.993
2023-09-06,4.993
2023-09-07,5.129
2023-09-08,5.129
2023-09-09,5.129
2023-09-10,5.129
2023-09-11,5.129
2023-09-12,5.129
2023-09-13,5.129
2023-09-14,5.129
2023-09-15,5.129
2023-09-16,5.129
2023-09-17,5.129
2023-09-18,5.121
2023-09-19,5.121
