,GPC US Equity
2021-05-10,8.06
2021-05-11,8.06
2021-05-12,8.06
2021-05-13,8.06
2021-05-14,8.06
2021-05-15,8.06
2021-05-16,8.06
2021-05-17,8.06
2021-05-18,8.06
2021-05-19,8.06
2021-05-20,8.06
2021-05-21,8.06
2021-05-22,8.06
2021-05-23,8.06
2021-05-24,8.06
2021-05-25,8.06
2021-05-26,8.06
2021-05-27,8.06
2021-05-28,8.06
2021-05-29,8.06
2021-05-30,8.06
2021-05-31,8.06
2021-06-01,8.06
2021-06-02,8.06
2021-06-03,8.06
2021-06-04,8.06
2021-06-05,8.06
2021-06-06,8.06
2021-06-07,8.06
2021-06-08,8.06
2021-06-09,8.06
2021-06-10,8.06
2021-06-11,8.06
2021-06-12,8.06
2021-06-13,8.06
2021-06-14,8.06
2021-06-15,8.06
2021-06-16,8.06
2021-06-17,8.06
2021-06-18,8.06
2021-06-19,8.06
2021-06-20,8.06
2021-06-21,8.06
2021-06-22,8.06
2021-06-23,8.06
2021-06-24,8.06
2021-06-25,8.06
2021-06-26,8.06
2021-06-27,8.06
2021-06-28,8.06
2021-06-29,8.06
2021-06-30,8.06
2021-07-01,8.06
2021-07-02,8.06
2021-07-03,8.06
2021-07-04,8.06
2021-07-05,8.06
2021-07-06,8.06
2021-07-07,8.06
2021-07-08,8.06
2021-07-09,8.06
2021-07-10,8.06
2021-07-11,8.06
2021-07-12,8.06
2021-07-13,8.06
2021-07-14,8.06
2021-07-15,8.06
2021-07-16,8.06
2021-07-17,8.06
2021-07-18,8.06
2021-07-19,8.06
2021-07-20,8.06
2021-07-21,8.06
2021-07-22,8.15
2021-07-23,8.15
2021-07-24,8.15
2021-07-25,8.15
2021-07-26,8.15
2021-07-27,8.15
2021-07-28,8.15
2021-07-29,8.15
2021-07-30,8.15
2021-07-31,8.15
2021-08-01,8.15
2021-08-02,8.15
2021-08-03,8.15
2021-08-04,8.15
2021-08-05,8.15
2021-08-06,8.15
2021-08-07,8.15
2021-08-08,8.15
2021-08-09,8.15
2021-08-10,8.15
2021-08-11,8.15
2021-08-12,8.15
2021-08-13,8.15
2021-08-14,8.15
2021-08-15,8.15
2021-08-16,8.15
2021-08-17,8.15
2021-08-18,8.15
2021-08-19,8.15
2021-08-20,8.15
2021-08-21,8.15
2021-08-22,8.15
2021-08-23,8.15
2021-08-24,8.15
2021-08-25,8.15
2021-08-26,8.15
2021-08-27,8.15
2021-08-28,8.15
2021-08-29,8.15
2021-08-30,8.15
2021-08-31,8.15
2021-09-01,8.17
2021-09-02,8.17
2021-09-03,8.17
2021-09-04,8.17
2021-09-05,8.17
2021-09-06,8.17
2021-09-07,8.17
2021-09-08,8.17
2021-09-09,8.17
2021-09-10,8.17
2021-09-11,8.17
2021-09-12,8.17
2021-09-13,8.17
2021-09-14,8.17
2021-09-15,8.17
2021-09-16,8.17
2021-09-17,8.17
2021-09-18,8.17
2021-09-19,8.17
2021-09-20,8.17
2021-09-21,8.17
2021-09-22,8.17
2021-09-23,8.17
2021-09-24,8.17
2021-09-25,8.17
2021-09-26,8.17
2021-09-27,8.17
2021-09-28,8.17
2021-09-29,8.17
2021-09-30,8.17
2021-10-01,8.17
2021-10-02,8.17
2021-10-03,8.17
2021-10-04,8.17
2021-10-05,8.17
2021-10-06,8.17
2021-10-07,8.17
2021-10-08,8.17
2021-10-09,8.17
2021-10-10,8.17
2021-10-11,8.17
2021-10-12,8.17
2021-10-13,8.17
2021-10-14,8.17
2021-10-15,8.17
2021-10-16,8.17
2021-10-17,8.17
2021-10-18,8.17
2021-10-19,8.17
2021-10-20,8.17
2021-10-21,8.343
2021-10-22,8.343
2021-10-23,8.343
2021-10-24,8.343
2021-10-25,8.343
2021-10-26,8.343
2021-10-27,8.343
2021-10-28,8.343
2021-10-29,8.51
2021-10-30,8.51
2021-10-31,8.51
2021-11-01,8.51
2021-11-02,8.51
2021-11-03,8.51
2021-11-04,8.51
2021-11-05,8.51
2021-11-06,8.51
2021-11-07,8.51
2021-11-08,8.51
2021-11-09,8.51
2021-11-10,8.51
2021-11-11,8.51
2021-11-12,8.51
2021-11-13,8.51
2021-11-14,8.51
2021-11-15,8.51
2021-11-16,8.51
2021-11-17,8.51
2021-11-18,8.51
2021-11-19,8.51
2021-11-20,8.51
2021-11-21,8.51
2021-11-22,8.51
2021-11-23,8.51
2021-11-24,8.51
2021-11-25,8.465
2021-11-26,8.465
2021-11-27,8.465
2021-11-28,8.465
2021-11-29,8.465
2021-11-30,8.465
2021-12-01,8.465
2021-12-02,8.465
2021-12-03,8.465
2021-12-04,8.465
2021-12-05,8.465
2021-12-06,8.465
2021-12-07,8.465
2021-12-08,8.465
2021-12-09,8.465
2021-12-10,8.465
2021-12-11,8.465
2021-12-12,8.465
2021-12-13,8.465
2021-12-14,8.465
2021-12-15,8.465
2021-12-16,8.465
2021-12-17,8.465
2021-12-18,8.465
2021-12-19,8.465
2021-12-20,8.465
2021-12-21,8.465
2021-12-22,8.465
2021-12-23,8.465
2021-12-24,9.215
2021-12-25,9.215
2021-12-26,9.215
2021-12-27,9.215
2021-12-28,9.215
2021-12-29,9.215
2021-12-30,9.215
2021-12-31,9.215
2022-01-01,9.215
2022-01-02,9.215
2022-01-03,9.215
2022-01-04,9.215
2022-01-05,9.215
2022-01-06,9.215
2022-01-07,9.215
2022-01-08,9.215
2022-01-09,9.215
2022-01-10,9.455
2022-01-11,9.455
2022-01-12,9.455
2022-01-13,9.455
2022-01-14,9.455
2022-01-15,9.455
2022-01-16,9.455
2022-01-17,9.455
2022-01-18,9.455
2022-01-19,9.455
2022-01-20,9.455
2022-01-21,9.455
2022-01-22,9.455
2022-01-23,9.455
2022-01-24,9.455
2022-01-25,9.455
2022-01-26,9.455
2022-01-27,9.455
2022-01-28,9.455
2022-01-29,9.455
2022-01-30,9.455
2022-01-31,9.455
2022-02-01,9.455
2022-02-02,9.455
2022-02-03,9.455
2022-02-04,9.455
2022-02-05,9.455
2022-02-06,9.455
2022-02-07,9.455
2022-02-08,9.455
2022-02-09,9.455
2022-02-10,9.455
2022-02-11,9.455
2022-02-12,9.455
2022-02-13,9.455
2022-02-14,9.455
2022-02-15,9.455
2022-02-16,9.455
2022-02-17,9.097
2022-02-18,9.038
2022-02-19,9.038
2022-02-20,9.038
2022-02-21,9.038
2022-02-22,9.038
2022-02-23,9.038
2022-02-24,9.038
2022-02-25,9.038
2022-02-26,9.038
2022-02-27,9.038
2022-02-28,9.038
2022-03-01,9.038
2022-03-02,9.038
2022-03-03,9.038
2022-03-04,9.038
2022-03-05,9.038
2022-03-06,9.038
2022-03-07,9.038
2022-03-08,9.038
2022-03-09,9.038
2022-03-10,9.038
2022-03-11,9.038
2022-03-12,8.823
2022-03-13,8.823
2022-03-14,8.823
2022-03-15,8.823
2022-03-16,8.823
2022-03-17,8.823
2022-03-18,8.823
2022-03-19,8.823
2022-03-20,8.823
2022-03-21,8.823
2022-03-22,8.823
2022-03-23,8.823
2022-03-24,8.823
2022-03-25,8.823
2022-03-26,8.823
2022-03-27,8.823
2022-03-28,8.823
2022-03-29,8.823
2022-03-30,8.823
2022-03-31,8.823
2022-04-01,8.823
2022-04-02,8.823
2022-04-03,8.823
2022-04-04,8.823
2022-04-05,8.823
2022-04-06,8.823
2022-04-07,8.823
2022-04-08,8.823
2022-04-09,8.823
2022-04-10,8.823
2022-04-11,8.823
2022-04-12,8.823
2022-04-13,8.823
2022-04-14,8.823
2022-04-15,8.823
2022-04-16,8.823
2022-04-17,8.823
2022-04-18,8.823
2022-04-19,8.858
2022-04-20,8.858
2022-04-21,8.97
2022-04-22,9.014
2022-04-23,9.014
2022-04-24,9.014
2022-04-25,9.046
2022-04-26,9.046
2022-04-27,9.046
2022-04-28,9.046
2022-04-29,9.046
2022-04-30,9.046
2022-05-01,9.046
2022-05-02,9.046
2022-05-03,9.046
2022-05-04,9.046
2022-05-05,9.046
2022-05-06,9.046
2022-05-07,9.046
2022-05-08,9.046
2022-05-09,9.046
2022-05-10,9.046
2022-05-11,9.046
2022-05-12,9.046
2022-05-13,9.046
2022-05-14,9.046
2022-05-15,9.046
2022-05-16,9.046
2022-05-17,9.046
2022-05-18,9.046
2022-05-19,9.046
2022-05-20,9.046
2022-05-21,9.046
2022-05-22,9.046
2022-05-23,9.046
2022-05-24,9.046
2022-05-25,9.046
2022-05-26,9.046
2022-05-27,9.046
2022-05-28,9.046
2022-05-29,9.046
2022-05-30,9.046
2022-05-31,9.046
2022-06-01,9.046
2022-06-02,9.046
2022-06-03,9.046
2022-06-04,9.046
2022-06-05,9.046
2022-06-06,9.046
2022-06-07,9.046
2022-06-08,9.046
2022-06-09,9.046
2022-06-10,9.046
2022-06-11,9.046
2022-06-12,9.046
2022-06-13,9.046
2022-06-14,9.046
2022-06-15,9.046
2022-06-16,9.046
2022-06-17,9.046
2022-06-18,9.046
2022-06-19,9.046
2022-06-20,9.046
2022-06-21,9.046
2022-06-22,9.046
2022-06-23,8.945
2022-06-24,8.945
2022-06-25,8.945
2022-06-26,8.945
2022-06-27,8.945
2022-06-28,8.945
2022-06-29,8.945
2022-06-30,9.042
2022-07-01,9.042
2022-07-02,9.042
2022-07-03,9.042
2022-07-04,9.042
2022-07-05,9.042
2022-07-06,9.042
2022-07-07,9.042
2022-07-08,9.042
2022-07-09,9.042
2022-07-10,9.042
2022-07-11,9.042
2022-07-12,9.042
2022-07-13,9.042
2022-07-14,9.042
2022-07-15,9.042
2022-07-16,9.042
2022-07-17,9.042
2022-07-18,9.042
2022-07-19,9.04
2022-07-20,9.002
2022-07-21,9.002
2022-07-22,9.002
2022-07-23,9.002
2022-07-24,9.002
2022-07-25,9.002
2022-07-26,9.002
2022-07-27,9.035
2022-07-28,9.142
2022-07-29,9.142
2022-07-30,9.142
2022-07-31,9.142
2022-08-01,9.142
2022-08-02,9.142
2022-08-03,9.1
2022-08-04,9.1
2022-08-05,9.1
2022-08-06,9.1
2022-08-07,9.1
2022-08-08,9.1
2022-08-09,9.1
2022-08-10,9.1
2022-08-11,9.1
2022-08-12,9.1
2022-08-13,9.1
2022-08-14,9.1
2022-08-15,9.1
2022-08-16,9.1
2022-08-17,9.1
2022-08-18,9.121
2022-08-19,9.121
2022-08-20,9.121
2022-08-21,9.121
2022-08-22,9.121
2022-08-23,9.121
2022-08-24,9.121
2022-08-25,9.121
2022-08-26,9.121
2022-08-27,9.121
2022-08-28,9.121
2022-08-29,9.121
2022-08-30,9.121
2022-08-31,9.121
2022-09-01,9.121
2022-09-02,9.121
2022-09-03,9.121
2022-09-04,9.121
2022-09-05,9.121
2022-09-06,9.121
2022-09-07,9.121
2022-09-08,9.121
2022-09-09,9.121
2022-09-10,9.121
2022-09-11,9.121
2022-09-12,9.121
2022-09-13,9.121
2022-09-14,9.121
2022-09-15,9.121
2022-09-16,9.121
2022-09-17,9.121
2022-09-18,9.121
2022-09-19,9.121
2022-09-20,9.121
2022-09-21,9.121
2022-09-22,9.121
2022-09-23,9.121
2022-09-24,9.121
2022-09-25,9.121
2022-09-26,9.114
2022-09-27,9.114
2022-09-28,9.114
2022-09-29,9.114
2022-09-30,9.114
2022-10-01,9.114
2022-10-02,9.114
2022-10-03,9.114
2022-10-04,9.114
2022-10-05,9.114
2022-10-06,9.114
2022-10-07,9.114
2022-10-08,9.114
2022-10-09,9.114
2022-10-10,9.114
2022-10-11,9.114
2022-10-12,9.114
2022-10-13,9.114
2022-10-14,9.114
2022-10-15,9.114
2022-10-16,9.114
2022-10-17,9.141
2022-10-18,9.141
2022-10-19,9.099
2022-10-20,9.22
2022-10-21,9.239
2022-10-22,9.239
2022-10-23,9.27
2022-10-24,9.27
2022-10-25,9.27
2022-10-26,9.27
2022-10-27,9.27
2022-10-28,9.27
2022-10-29,9.27
2022-10-30,9.27
2022-10-31,9.27
2022-11-01,9.27
2022-11-02,9.27
2022-11-03,9.27
2022-11-04,9.27
2022-11-05,9.27
2022-11-06,9.27
2022-11-07,9.283
2022-11-08,9.283
2022-11-09,9.283
2022-11-10,9.283
2022-11-11,9.283
2022-11-12,9.283
2022-11-13,9.283
2022-11-14,9.283
2022-11-15,9.283
2022-11-16,9.283
2022-11-17,9.283
2022-11-18,9.283
2022-11-19,9.283
2022-11-20,9.283
2022-11-21,9.283
2022-11-22,9.283
2022-11-23,9.283
2022-11-24,9.283
2022-11-25,9.283
2022-11-26,9.283
2022-11-27,9.283
2022-11-28,9.283
2022-11-29,9.283
2022-11-30,9.283
2022-12-01,9.251
2022-12-02,9.251
2022-12-03,9.251
2022-12-04,9.251
2022-12-05,9.251
2022-12-06,9.251
2022-12-07,9.251
2022-12-08,9.251
2022-12-09,9.251
2022-12-10,9.251
2022-12-11,9.251
2022-12-12,9.259
2022-12-13,9.259
2022-12-14,9.259
2022-12-15,9.259
2022-12-16,9.259
2022-12-17,9.259
2022-12-18,9.259
2022-12-19,9.259
2022-12-20,9.259
2022-12-21,9.259
2022-12-22,9.259
2022-12-23,9.259
2022-12-24,9.259
2022-12-25,9.259
2022-12-26,9.259
2022-12-27,9.259
2022-12-28,9.259
2022-12-29,9.259
2022-12-30,9.259
2022-12-31,9.259
2023-01-01,9.259
2023-01-02,9.259
2023-01-03,9.259
2023-01-04,9.259
2023-01-05,9.259
2023-01-06,9.259
2023-01-07,9.259
2023-01-08,9.259
2023-01-09,9.259
2023-01-10,9.259
2023-01-11,9.259
2023-01-12,9.259
2023-01-13,9.259
2023-01-14,9.259
2023-01-15,9.259
2023-01-16,9.259
2023-01-17,9.259
2023-01-18,9.259
2023-01-19,9.259
2023-01-20,9.259
2023-01-21,9.259
2023-01-22,9.29
2023-01-23,9.29
2023-01-24,9.29
2023-01-25,9.29
2023-01-26,9.29
2023-01-27,9.29
2023-01-28,9.29
2023-01-29,9.29
2023-01-30,9.29
2023-01-31,9.29
2023-02-01,9.29
2023-02-02,9.29
2023-02-03,9.29
2023-02-04,9.29
2023-02-05,9.29
2023-02-06,9.29
2023-02-07,9.378
2023-02-08,9.378
2023-02-09,9.378
2023-02-10,9.378
2023-02-11,9.378
2023-02-12,9.378
2023-02-13,9.378
2023-02-14,9.378
2023-02-15,9.404
2023-02-16,9.404
2023-02-17,9.399
2023-02-18,9.399
2023-02-19,9.399
2023-02-20,9.399
2023-02-21,9.399
2023-02-22,9.399
2023-02-23,9.498
2023-02-24,9.492
2023-02-25,9.492
2023-02-26,9.492
2023-02-27,9.487
2023-02-28,9.487
2023-03-01,9.487
2023-03-02,9.487
2023-03-03,9.512
2023-03-04,9.512
2023-03-05,9.512
2023-03-06,9.512
2023-03-07,9.512
2023-03-08,9.512
2023-03-09,9.542
2023-03-10,9.542
2023-03-11,9.542
2023-03-12,9.542
2023-03-13,9.542
2023-03-14,9.542
2023-03-15,9.542
2023-03-16,9.542
2023-03-17,9.542
2023-03-18,9.542
2023-03-19,9.542
2023-03-20,9.542
2023-03-21,9.542
2023-03-22,9.542
2023-03-23,9.571
2023-03-24,9.593
2023-03-25,9.593
2023-03-26,9.593
2023-03-27,9.593
2023-03-28,9.593
2023-03-29,9.593
2023-03-30,9.593
2023-03-31,9.593
2023-04-01,9.593
2023-04-02,9.593
2023-04-03,9.593
2023-04-04,9.589
2023-04-05,9.589
2023-04-06,9.589
2023-04-07,9.589
2023-04-08,9.589
2023-04-09,9.589
2023-04-10,9.589
2023-04-11,9.589
2023-04-12,9.589
2023-04-13,9.589
2023-04-14,9.589
2023-04-15,9.589
2023-04-16,9.589
2023-04-17,9.589
2023-04-18,9.596
2023-04-19,9.596
2023-04-20,9.662
2023-04-21,9.675
2023-04-22,9.675
2023-04-23,9.675
2023-04-24,9.695
2023-04-25,9.695
2023-04-26,9.695
2023-04-27,9.71
2023-04-28,9.71
2023-04-29,9.71
2023-04-30,9.71
2023-05-01,9.71
2023-05-02,9.71
2023-05-03,9.71
2023-05-04,9.718
2023-05-05,9.718
2023-05-06,9.718
2023-05-07,9.718
2023-05-08,9.718
2023-05-09,9.718
2023-05-10,9.718
2023-05-11,9.718
2023-05-12,9.718
2023-05-13,9.718
2023-05-14,9.718
2023-05-15,9.718
2023-05-16,9.718
2023-05-17,9.718
2023-05-18,9.718
2023-05-19,9.718
2023-05-20,9.718
2023-05-21,9.718
2023-05-22,9.718
2023-05-23,9.718
2023-05-24,9.718
2023-05-25,9.718
2023-05-26,9.718
2023-05-27,9.718
2023-05-28,9.718
2023-05-29,9.718
2023-05-30,9.747
2023-05-31,9.763
2023-06-01,9.786
2023-06-02,9.786
2023-06-03,9.786
2023-06-04,9.786
2023-06-05,9.786
2023-06-06,9.786
2023-06-07,9.786
2023-06-08,9.786
2023-06-09,9.786
2023-06-10,9.786
2023-06-11,9.786
2023-06-12,9.786
2023-06-13,9.786
2023-06-14,9.786
2023-06-15,9.787
2023-06-16,9.787
2023-06-17,9.787
2023-06-18,9.787
2023-06-19,9.787
2023-06-20,9.787
2023-06-21,9.792
2023-06-22,9.792
2023-06-23,9.792
2023-06-24,9.792
2023-06-25,9.792
2023-06-26,9.792
2023-06-27,9.792
2023-06-28,9.818
2023-06-29,9.818
2023-06-30,9.818
2023-07-01,9.818
2023-07-02,9.818
2023-07-03,9.83
2023-07-04,9.83
2023-07-05,9.83
2023-07-06,9.83
2023-07-07,9.83
2023-07-08,9.83
2023-07-09,9.83
2023-07-10,9.83
2023-07-11,9.83
2023-07-12,9.83
2023-07-13,9.83
2023-07-14,9.826
2023-07-15,9.826
2023-07-16,9.826
2023-07-17,9.847
2023-07-18,9.857
2023-07-19,9.857
2023-07-20,9.926
2023-07-21,9.934
2023-07-22,9.934
2023-07-23,9.934
2023-07-24,9.934
2023-07-25,9.95
2023-07-26,9.95
2023-07-27,9.97
2023-07-28,9.97
2023-07-29,9.97
2023-07-30,9.97
2023-07-31,9.974
2023-08-01,9.974
2023-08-02,9.974
2023-08-03,9.976
2023-08-04,9.983
2023-08-05,9.983
2023-08-06,9.983
2023-08-07,9.983
2023-08-08,9.983
2023-08-09,9.983
2023-08-10,9.983
2023-08-11,9.983
2023-08-12,9.983
