,4042 JP Equity,4042 JP Equity,4042 JP Equity,4042 JP Equity,4042 JP Equity
,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
1980-01-01,144.9,147.7,143.1,144.0,226050.0
1980-01-02,144.9,147.7,143.1,144.0,226050.0
1980-01-03,144.9,147.7,143.1,144.0,226050.0
1980-01-04,148.6,148.6,143.1,144.0,139700.0
1980-01-05,148.6,148.6,143.1,144.0,139700.0
1980-01-06,148.6,148.6,143.1,144.0,139700.0
1980-01-07,145.9,147.7,143.1,144.0,169400.0
1980-01-08,144.9,147.7,144.0,144.9,176000.0
1980-01-09,147.7,159.7,145.9,156.0,911350.0
1980-01-10,156.9,157.9,147.7,150.5,460350.0
1980-01-11,154.2,155.1,150.5,151.4,93500.0
1980-01-12,154.2,155.1,150.5,151.4,93500.0
1980-01-13,154.2,155.1,150.5,151.4,93500.0
1980-01-14,147.7,150.5,147.7,148.6,86900.0
1980-01-15,147.7,150.5,147.7,148.6,86900.0
1980-01-16,148.6,149.5,146.8,147.7,111100.0
1980-01-17,146.8,147.7,146.8,146.8,89100.0
1980-01-18,147.7,149.5,146.8,147.7,175450.0
1980-01-19,147.7,149.5,146.8,147.7,175450.0
1980-01-20,147.7,149.5,146.8,147.7,175450.0
1980-01-21,147.7,150.5,147.7,148.6,168850.0
1980-01-22,148.6,154.2,148.6,153.2,228800.0
1980-01-23,150.5,152.3,148.6,148.6,303050.0
1980-01-24,152.3,159.7,149.5,155.1,1039500.0
1980-01-25,156.0,156.0,152.3,156.0,303600.0
1980-01-26,156.0,156.0,152.3,156.0,303600.0
1980-01-27,156.0,156.0,152.3,156.0,303600.0
1980-01-28,156.9,156.9,153.2,153.2,306900.0
1980-01-29,156.0,156.0,153.2,154.2,286000.0
1980-01-30,156.0,156.0,153.2,153.2,177650.0
1980-01-31,153.2,154.2,152.3,152.3,183150.0
1980-02-01,153.2,160.6,153.2,156.9,1180300.0
1980-02-02,153.2,160.6,153.2,156.9,1180300.0
1980-02-03,153.2,160.6,153.2,156.9,1180300.0
1980-02-04,163.4,168.0,161.5,167.1,3375900.0
1980-02-05,167.1,167.1,160.6,162.5,1722050.0
1980-02-06,162.5,172.6,160.6,168.0,6095100.0
