,CXT US Equity
2020-05-25,7.5906
2020-05-26,7.5906
2020-05-27,7.5906
2020-05-28,7.5906
2020-05-29,7.5906
2020-05-30,7.5906
2020-05-31,7.5906
2020-06-01,7.5906
2020-06-02,7.5906
2020-06-03,7.5906
2020-06-04,7.5906
2020-06-05,7.5906
2020-06-06,7.5906
2020-06-07,7.5906
2020-06-08,7.5906
2020-06-09,7.5906
2020-06-10,7.5906
2020-06-11,7.5906
2020-06-12,7.5906
2020-06-13,7.5906
2020-06-14,7.5906
2020-06-15,7.5906
2020-06-16,7.5906
2020-06-17,7.5906
2020-06-18,7.5906
2020-06-19,7.5906
2020-06-20,7.5906
2020-06-21,7.5906
2020-06-22,7.5906
2020-06-23,7.5906
2020-06-24,7.5906
2020-06-25,7.5906
2020-06-26,7.5906
2020-06-27,7.5906
2020-06-28,7.5906
2020-06-29,7.5906
2020-06-30,2.4248
2020-07-01,2.4248
2020-07-02,2.4248
2020-07-03,2.4248
2020-07-04,2.4248
2020-07-05,2.4248
2020-07-06,2.4248
2020-07-07,2.4248
2020-07-08,2.4248
2020-07-09,2.4248
2020-07-10,2.4248
2020-07-11,2.4248
2020-07-12,2.4248
2020-07-13,2.4248
2020-07-14,2.4248
2020-07-15,2.4248
2020-07-16,2.4248
2020-07-17,2.4248
2020-07-18,2.4248
2020-07-19,2.4248
2020-07-20,2.4248
2020-07-21,2.4248
2020-07-22,2.4248
2020-07-23,2.4248
2020-07-24,2.4248
2020-07-25,2.4248
2020-07-26,2.4248
2020-07-27,2.4248
2020-07-28,2.4248
2020-07-29,2.4248
2020-07-30,2.4248
2020-07-31,2.4248
2020-08-01,2.4248
2020-08-02,2.4248
2020-08-03,2.4248
2020-08-04,2.4248
2020-08-05,2.4248
2020-08-06,2.4248
2020-08-07,2.4248
2020-08-08,2.4248
2020-08-09,2.4248
2020-08-10,2.4248
2020-08-11,2.4248
2020-08-12,2.4248
2020-08-13,2.4248
2020-08-14,2.4248
2020-08-15,2.4248
2020-08-16,2.4248
2020-08-17,2.4248
2020-08-18,2.4248
2020-08-19,2.4248
2020-08-20,2.4248
2020-08-21,2.4248
2020-08-22,2.4248
2020-08-23,2.4248
2020-08-24,2.4248
2020-08-25,2.4248
2020-08-26,2.4248
2020-08-27,2.4248
2020-08-28,2.4248
2020-08-29,2.4248
2020-08-30,2.4248
2020-08-31,2.4248
2020-09-01,2.4248
2020-09-02,2.4248
2020-09-03,2.4248
2020-09-04,2.4248
2020-09-05,2.4248
2020-09-06,2.4248
2020-09-07,2.4248
2020-09-08,2.4248
2020-09-09,2.4248
2020-09-10,2.4248
2020-09-11,2.4248
2020-09-12,2.4248
2020-09-13,2.4248
2020-09-14,2.4248
2020-09-15,2.4248
2020-09-16,2.4248
2020-09-17,2.4248
2020-09-18,2.4248
2020-09-19,2.4248
2020-09-20,2.4248
2020-09-21,2.4248
2020-09-22,2.4248
2020-09-23,2.4248
2020-09-24,2.4248
2020-09-25,2.4248
2020-09-26,2.4248
2020-09-27,2.4248
2020-09-28,2.4248
2020-09-29,2.4248
2020-09-30,1.3483
2020-10-01,1.3483
2020-10-02,1.3483
2020-10-03,1.3483
2020-10-04,1.3483
2020-10-05,1.3483
2020-10-06,1.3483
2020-10-07,1.3483
2020-10-08,1.3483
2020-10-09,1.3483
2020-10-10,1.3483
2020-10-11,1.3483
2020-10-12,1.3483
2020-10-13,1.3483
2020-10-14,1.3483
2020-10-15,1.3483
2020-10-16,1.3483
2020-10-17,1.3483
2020-10-18,1.3483
2020-10-19,1.3483
2020-10-20,1.3483
2020-10-21,1.3483
2020-10-22,1.3483
2020-10-23,1.3483
2020-10-24,1.3483
2020-10-25,1.3483
2020-10-26,1.3483
2020-10-27,1.3483
2020-10-28,1.3483
2020-10-29,1.3483
2020-10-30,1.3483
2020-10-31,1.3483
2020-11-01,1.3483
2020-11-02,1.3483
2020-11-03,1.3483
2020-11-04,1.3483
2020-11-05,1.3483
2020-11-06,1.3483
2020-11-07,1.3483
2020-11-08,1.3483
2020-11-09,1.3483
2020-11-10,1.3483
2020-11-11,1.3483
2020-11-12,1.3483
2020-11-13,1.3483
2020-11-14,1.3483
2020-11-15,1.3483
2020-11-16,1.3483
2020-11-17,1.3483
2020-11-18,1.3483
2020-11-19,1.3483
2020-11-20,1.3483
2020-11-21,1.3483
2020-11-22,1.3483
2020-11-23,1.3483
2020-11-24,1.3483
2020-11-25,1.3483
2020-11-26,1.3483
2020-11-27,1.3483
2020-11-28,1.3483
2020-11-29,1.3483
2020-11-30,1.3483
2020-12-01,1.3483
2020-12-02,1.3483
2020-12-03,1.3483
2020-12-04,1.3483
2020-12-05,1.3483
2020-12-06,1.3483
2020-12-07,1.3483
2020-12-08,1.3483
2020-12-09,1.3483
2020-12-10,1.3483
2020-12-11,1.3483
2020-12-12,1.3483
2020-12-13,1.3483
2020-12-14,1.3483
2020-12-15,1.3483
2020-12-16,1.3483
2020-12-17,1.3483
2020-12-18,1.3483
2020-12-19,1.3483
2020-12-20,1.3483
2020-12-21,1.3483
2020-12-22,1.3483
2020-12-23,1.3483
2020-12-24,1.3483
2020-12-25,1.3483
2020-12-26,1.3483
2020-12-27,1.3483
2020-12-28,1.3483
2020-12-29,1.3483
2020-12-30,1.3483
2020-12-31,12.0562
2021-01-01,12.0562
2021-01-02,12.0562
2021-01-03,12.0562
2021-01-04,12.0562
2021-01-05,12.0562
2021-01-06,12.0562
2021-01-07,12.0562
2021-01-08,12.0562
2021-01-09,12.0562
2021-01-10,12.0562
2021-01-11,12.0562
2021-01-12,12.0562
2021-01-13,12.0562
2021-01-14,12.0562
2021-01-15,12.0562
2021-01-16,12.0562
2021-01-17,12.0562
2021-01-18,12.0562
2021-01-19,12.0562
2021-01-20,12.0562
2021-01-21,12.0562
2021-01-22,12.0562
2021-01-23,12.0562
2021-01-24,12.0562
2021-01-25,12.0562
2021-01-26,12.0562
2021-01-27,12.0562
2021-01-28,12.0562
2021-01-29,12.0562
2021-01-30,12.0562
2021-01-31,12.0562
2021-02-01,12.0562
2021-02-02,12.0562
2021-02-03,12.0562
2021-02-04,12.0562
2021-02-05,12.0562
2021-02-06,12.0562
2021-02-07,12.0562
2021-02-08,12.0562
2021-02-09,12.0562
2021-02-10,12.0562
2021-02-11,12.0562
2021-02-12,12.0562
2021-02-13,12.0562
2021-02-14,12.0562
2021-02-15,12.0562
2021-02-16,12.0562
2021-02-17,12.0562
2021-02-18,12.0562
2021-02-19,12.0562
2021-02-20,12.0562
2021-02-21,12.0562
2021-02-22,12.0562
2021-02-23,12.0562
2021-02-24,12.0562
2021-02-25,12.0562
2021-02-26,12.0562
2021-02-27,12.0562
2021-02-28,12.0562
2021-03-01,12.0562
2021-03-02,12.0562
2021-03-03,12.0562
2021-03-04,12.0562
2021-03-05,12.0562
2021-03-06,12.0562
2021-03-07,12.0562
2021-03-08,12.0562
2021-03-09,12.0562
2021-03-10,12.0562
2021-03-11,12.0562
2021-03-12,12.0562
2021-03-13,12.0562
2021-03-14,12.0562
2021-03-15,12.0562
2021-03-16,12.0562
2021-03-17,12.0562
2021-03-18,12.0562
2021-03-19,12.0562
2021-03-20,12.0562
2021-03-21,12.0562
2021-03-22,12.0562
2021-03-23,12.0562
2021-03-24,12.0562
2021-03-25,12.0562
2021-03-26,12.0562
2021-03-27,12.0562
2021-03-28,12.0562
2021-03-29,12.0562
2021-03-30,12.0562
2021-03-31,15.1057
2021-04-01,15.1057
2021-04-02,15.1057
2021-04-03,15.1057
2021-04-04,15.1057
2021-04-05,15.1057
2021-04-06,15.1057
2021-04-07,15.1057
2021-04-08,15.1057
2021-04-09,15.1057
2021-04-10,15.1057
2021-04-11,15.1057
2021-04-12,15.1057
2021-04-13,15.1057
2021-04-14,15.1057
2021-04-15,15.1057
2021-04-16,15.1057
2021-04-17,15.1057
2021-04-18,15.1057
2021-04-19,15.1057
2021-04-20,15.1057
2021-04-21,15.1057
2021-04-22,15.1057
2021-04-23,15.1057
2021-04-24,15.1057
2021-04-25,15.1057
2021-04-26,15.1057
2021-04-27,15.1057
2021-04-28,15.1057
2021-04-29,15.1057
2021-04-30,15.1057
2021-05-01,15.1057
2021-05-02,15.1057
2021-05-03,15.1057
2021-05-04,15.1057
2021-05-05,15.1057
2021-05-06,15.1057
2021-05-07,15.1057
2021-05-08,15.1057
2021-05-09,15.1057
2021-05-10,15.1057
2021-05-11,15.1057
2021-05-12,15.1057
2021-05-13,15.1057
2021-05-14,15.1057
2021-05-15,15.1057
2021-05-16,15.1057
2021-05-17,15.1057
2021-05-18,15.1057
2021-05-19,15.1057
2021-05-20,15.1057
2021-05-21,15.1057
2021-05-22,15.1057
2021-05-23,15.1057
2021-05-24,15.1057
2021-05-25,15.1057
2021-05-26,15.1057
2021-05-27,15.1057
2021-05-28,15.1057
2021-05-29,15.1057
2021-05-30,15.1057
2021-05-31,15.1057
2021-06-01,15.1057
2021-06-02,15.1057
2021-06-03,15.1057
2021-06-04,15.1057
2021-06-05,15.1057
2021-06-06,15.1057
2021-06-07,15.1057
2021-06-08,15.1057
2021-06-09,15.1057
2021-06-10,15.1057
2021-06-11,15.1057
2021-06-12,15.1057
2021-06-13,15.1057
2021-06-14,15.1057
2021-06-15,15.1057
2021-06-16,15.1057
2021-06-17,15.1057
2021-06-18,15.1057
2021-06-19,15.1057
2021-06-20,15.1057
2021-06-21,15.1057
2021-06-22,15.1057
2021-06-23,15.1057
2021-06-24,15.1057
2021-06-25,15.1057
2021-06-26,15.1057
2021-06-27,15.1057
2021-06-28,15.1057
2021-06-29,15.1057
2021-06-30,22.2547
2021-07-01,22.2547
2021-07-02,22.2547
2021-07-03,22.2547
2021-07-04,22.2547
2021-07-05,22.2547
2021-07-06,22.2547
2021-07-07,22.2547
2021-07-08,22.2547
2021-07-09,22.2547
2021-07-10,22.2547
2021-07-11,22.2547
2021-07-12,22.2547
2021-07-13,22.2547
2021-07-14,22.2547
2021-07-15,22.2547
2021-07-16,22.2547
2021-07-17,22.2547
2021-07-18,22.2547
2021-07-19,22.2547
2021-07-20,22.2547
2021-07-21,22.2547
2021-07-22,22.2547
2021-07-23,22.2547
2021-07-24,22.2547
2021-07-25,22.2547
2021-07-26,22.2547
2021-07-27,22.2547
2021-07-28,22.2547
2021-07-29,22.2547
2021-07-30,22.2547
2021-07-31,22.2547
2021-08-01,22.2547
2021-08-02,22.2547
2021-08-03,22.2547
2021-08-04,22.2547
2021-08-05,22.2547
2021-08-06,22.2547
2021-08-07,22.2547
2021-08-08,22.2547
2021-08-09,22.2547
2021-08-10,22.2547
2021-08-11,22.2547
2021-08-12,22.2547
2021-08-13,22.2547
2021-08-14,22.2547
2021-08-15,22.2547
2021-08-16,22.2547
2021-08-17,22.2547
2021-08-18,22.2547
2021-08-19,22.2547
2021-08-20,22.2547
2021-08-21,22.2547
2021-08-22,22.2547
2021-08-23,22.2547
2021-08-24,22.2547
2021-08-25,22.2547
2021-08-26,22.2547
2021-08-27,22.2547
2021-08-28,22.2547
2021-08-29,22.2547
2021-08-30,22.2547
2021-08-31,22.2547
2021-09-01,22.2547
2021-09-02,22.2547
2021-09-03,22.2547
2021-09-04,22.2547
2021-09-05,22.2547
2021-09-06,22.2547
2021-09-07,22.2547
2021-09-08,22.2547
2021-09-09,22.2547
2021-09-10,22.2547
2021-09-11,22.2547
2021-09-12,22.2547
2021-09-13,22.2547
2021-09-14,22.2547
2021-09-15,22.2547
2021-09-16,22.2547
2021-09-17,22.2547
2021-09-18,22.2547
2021-09-19,22.2547
2021-09-20,22.2547
2021-09-21,22.2547
2021-09-22,22.2547
2021-09-23,22.2547
2021-09-24,22.2547
2021-09-25,22.2547
2021-09-26,22.2547
2021-09-27,22.2547
2021-09-28,22.2547
2021-09-29,22.2547
2021-09-30,24.7488
2021-10-01,24.7488
2021-10-02,24.7488
2021-10-03,24.7488
2021-10-04,24.7488
2021-10-05,24.7488
2021-10-06,24.7488
2021-10-07,24.7488
2021-10-08,24.7488
2021-10-09,24.7488
2021-10-10,24.7488
2021-10-11,24.7488
2021-10-12,24.7488
2021-10-13,24.7488
2021-10-14,24.7488
2021-10-15,24.7488
2021-10-16,24.7488
2021-10-17,24.7488
2021-10-18,24.7488
2021-10-19,24.7488
2021-10-20,24.7488
2021-10-21,24.7488
2021-10-22,24.7488
2021-10-23,24.7488
2021-10-24,24.7488
2021-10-25,24.7488
2021-10-26,24.7488
2021-10-27,24.7488
2021-10-28,24.7488
2021-10-29,24.7488
2021-10-30,24.7488
2021-10-31,24.7488
2021-11-01,24.7488
2021-11-02,24.7488
2021-11-03,24.7488
2021-11-04,24.7488
2021-11-05,24.7488
2021-11-06,24.7488
2021-11-07,24.7488
2021-11-08,24.7488
2021-11-09,24.7488
2021-11-10,24.7488
2021-11-11,24.7488
2021-11-12,24.7488
2021-11-13,24.7488
2021-11-14,24.7488
2021-11-15,24.7488
2021-11-16,24.7488
2021-11-17,24.7488
2021-11-18,24.7488
2021-11-19,24.7488
2021-11-20,24.7488
2021-11-21,24.7488
2021-11-22,24.7488
2021-11-23,24.7488
2021-11-24,24.7488
2021-11-25,24.7488
2021-11-26,24.7488
2021-11-27,24.7488
2021-11-28,24.7488
2021-11-29,24.7488
2021-11-30,24.7488
2021-12-01,24.7488
2021-12-02,24.7488
2021-12-03,24.7488
2021-12-04,24.7488
2021-12-05,24.7488
2021-12-06,24.7488
2021-12-07,24.7488
2021-12-08,24.7488
2021-12-09,24.7488
2021-12-10,24.7488
2021-12-11,24.7488
2021-12-12,24.7488
2021-12-13,24.7488
2021-12-14,24.7488
2021-12-15,24.7488
2021-12-16,24.7488
2021-12-17,24.7488
2021-12-18,24.7488
2021-12-19,24.7488
2021-12-20,24.7488
2021-12-21,24.7488
2021-12-22,24.7488
2021-12-23,24.7488
2021-12-24,24.7488
2021-12-25,24.7488
2021-12-26,24.7488
2021-12-27,24.7488
2021-12-28,24.7488
2021-12-29,24.7488
2021-12-30,24.7488
2021-12-31,25.9074
2022-01-01,25.9074
2022-01-02,25.9074
2022-01-03,25.9074
2022-01-04,25.9074
2022-01-05,25.9074
2022-01-06,25.9074
2022-01-07,25.9074
2022-01-08,25.9074
2022-01-09,25.9074
2022-01-10,25.9074
2022-01-11,25.9074
2022-01-12,25.9074
2022-01-13,25.9074
2022-01-14,25.9074
2022-01-15,25.9074
2022-01-16,25.9074
2022-01-17,25.9074
2022-01-18,25.9074
2022-01-19,25.9074
2022-01-20,25.9074
2022-01-21,25.9074
2022-01-22,25.9074
2022-01-23,25.9074
2022-01-24,25.9074
2022-01-25,25.9074
2022-01-26,25.9074
2022-01-27,25.9074
2022-01-28,25.9074
2022-01-29,25.9074
2022-01-30,25.9074
2022-01-31,25.9074
2022-02-01,25.9074
2022-02-02,25.9074
2022-02-03,25.9074
2022-02-04,25.9074
2022-02-05,25.9074
2022-02-06,25.9074
2022-02-07,25.9074
2022-02-08,25.9074
2022-02-09,25.9074
2022-02-10,25.9074
2022-02-11,25.9074
2022-02-12,25.9074
2022-02-13,25.9074
2022-02-14,25.9074
2022-02-15,25.9074
2022-02-16,25.9074
2022-02-17,25.9074
2022-02-18,25.9074
2022-02-19,25.9074
2022-02-20,25.9074
2022-02-21,25.9074
2022-02-22,25.9074
2022-02-23,25.9074
2022-02-24,25.9074
2022-02-25,25.9074
2022-02-26,25.9074
2022-02-27,25.9074
2022-02-28,25.9074
2022-03-01,25.9074
2022-03-02,25.9074
2022-03-03,25.9074
2022-03-04,25.9074
2022-03-05,25.9074
2022-03-06,25.9074
2022-03-07,25.9074
2022-03-08,25.9074
2022-03-09,25.9074
2022-03-10,25.9074
2022-03-11,25.9074
2022-03-12,25.9074
2022-03-13,25.9074
2022-03-14,25.9074
2022-03-15,25.9074
2022-03-16,25.9074
2022-03-17,25.9074
2022-03-18,25.9074
2022-03-19,25.9074
2022-03-20,25.9074
2022-03-21,25.9074
2022-03-22,25.9074
2022-03-23,25.9074
2022-03-24,25.9074
2022-03-25,25.9074
2022-03-26,25.9074
2022-03-27,25.9074
2022-03-28,25.9074
2022-03-29,25.9074
2022-03-30,25.9074
2022-03-31,26.0374
2022-04-01,26.0374
2022-04-02,26.0374
2022-04-03,26.0374
2022-04-04,26.0374
2022-04-05,26.0374
2022-04-06,26.0374
2022-04-07,26.0374
2022-04-08,26.0374
2022-04-09,26.0374
2022-04-10,26.0374
2022-04-11,26.0374
2022-04-12,26.0374
2022-04-13,26.0374
2022-04-14,26.0374
2022-04-15,26.0374
2022-04-16,26.0374
2022-04-17,26.0374
2022-04-18,26.0374
2022-04-19,26.0374
2022-04-20,26.0374
2022-04-21,26.0374
2022-04-22,26.0374
2022-04-23,26.0374
2022-04-24,26.0374
2022-04-25,26.0374
2022-04-26,26.0374
2022-04-27,26.0374
2022-04-28,26.0374
2022-04-29,26.0374
2022-04-30,26.0374
2022-05-01,26.0374
2022-05-02,26.0374
2022-05-03,26.0374
2022-05-04,26.0374
2022-05-05,26.0374
2022-05-06,26.0374
2022-05-07,26.0374
2022-05-08,26.0374
2022-05-09,26.0374
2022-05-10,26.0374
2022-05-11,26.0374
2022-05-12,26.0374
2022-05-13,26.0374
2022-05-14,26.0374
2022-05-15,26.0374
2022-05-16,26.0374
2022-05-17,26.0374
2022-05-18,26.0374
2022-05-19,26.0374
2022-05-20,26.0374
2022-05-21,26.0374
2022-05-22,26.0374
2022-05-23,26.0374
2022-05-24,26.0374
2022-05-25,26.0374
2022-05-26,26.0374
2022-05-27,26.0374
2022-05-28,26.0374
2022-05-29,26.0374
2022-05-30,26.0374
2022-05-31,26.0374
2022-06-01,26.0374
2022-06-02,26.0374
2022-06-03,26.0374
2022-06-04,26.0374
2022-06-05,26.0374
2022-06-06,26.0374
2022-06-07,26.0374
2022-06-08,26.0374
2022-06-09,26.0374
2022-06-10,26.0374
2022-06-11,26.0374
2022-06-12,26.0374
2022-06-13,26.0374
2022-06-14,26.0374
2022-06-15,26.0374
2022-06-16,26.0374
2022-06-17,26.0374
2022-06-18,26.0374
2022-06-19,26.0374
2022-06-20,26.0374
2022-06-21,26.0374
2022-06-22,26.0374
2022-06-23,26.0374
2022-06-24,26.0374
2022-06-25,26.0374
2022-06-26,26.0374
2022-06-27,26.0374
2022-06-28,26.0374
2022-06-29,26.0374
2022-06-30,19.0967
2022-07-01,19.0967
2022-07-02,19.0967
2022-07-03,19.0967
2022-07-04,19.0967
2022-07-05,19.0967
2022-07-06,19.0967
2022-07-07,19.0967
2022-07-08,19.0967
2022-07-09,19.0967
2022-07-10,19.0967
2022-07-11,19.0967
2022-07-12,19.0967
2022-07-13,19.0967
2022-07-14,19.0967
2022-07-15,19.0967
2022-07-16,19.0967
2022-07-17,19.0967
2022-07-18,19.0967
2022-07-19,19.0967
2022-07-20,19.0967
2022-07-21,19.0967
2022-07-22,19.0967
2022-07-23,19.0967
2022-07-24,19.0967
2022-07-25,19.0967
2022-07-26,19.0967
2022-07-27,19.0967
2022-07-28,19.0967
2022-07-29,19.0967
2022-07-30,19.0967
2022-07-31,19.0967
2022-08-01,19.0967
2022-08-02,19.0967
2022-08-03,19.0967
2022-08-04,19.0967
2022-08-05,19.0967
2022-08-06,19.0967
2022-08-07,19.0967
2022-08-08,19.0967
2022-08-09,19.0967
2022-08-10,19.0967
2022-08-11,19.0967
2022-08-12,19.0967
2022-08-13,19.0967
2022-08-14,19.0967
2022-08-15,19.0967
2022-08-16,19.0967
2022-08-17,19.0967
2022-08-18,19.0967
2022-08-19,19.0967
2022-08-20,19.0967
2022-08-21,19.0967
2022-08-22,19.0967
2022-08-23,19.0967
2022-08-24,19.0967
2022-08-25,19.0967
2022-08-26,19.0967
2022-08-27,19.0967
2022-08-28,19.0967
2022-08-29,19.0967
2022-08-30,19.0967
2022-08-31,19.0967
2022-09-01,19.0967
2022-09-02,19.0967
2022-09-03,19.0967
2022-09-04,19.0967
2022-09-05,19.0967
2022-09-06,19.0967
2022-09-07,19.0967
2022-09-08,19.0967
2022-09-09,19.0967
2022-09-10,19.0967
2022-09-11,19.0967
2022-09-12,19.0967
2022-09-13,19.0967
2022-09-14,19.0967
2022-09-15,19.0967
2022-09-16,19.0967
2022-09-17,19.0967
2022-09-18,19.0967
2022-09-19,19.0967
2022-09-20,19.0967
2022-09-21,19.0967
2022-09-22,19.0967
2022-09-23,19.0967
2022-09-24,19.0967
2022-09-25,19.0967
2022-09-26,19.0967
2022-09-27,19.0967
2022-09-28,19.0967
2022-09-29,19.0967
2022-09-30,9.4769
2022-10-01,9.4769
2022-10-02,9.4769
2022-10-03,9.4769
2022-10-04,9.4769
2022-10-05,9.4769
2022-10-06,9.4769
2022-10-07,9.4769
2022-10-08,9.4769
2022-10-09,9.4769
2022-10-10,9.4769
2022-10-11,9.4769
2022-10-12,9.4769
2022-10-13,9.4769
2022-10-14,9.4769
2022-10-15,9.4769
2022-10-16,9.4769
2022-10-17,9.4769
2022-10-18,9.4769
2022-10-19,9.4769
2022-10-20,9.4769
2022-10-21,9.4769
2022-10-22,9.4769
2022-10-23,9.4769
2022-10-24,9.4769
2022-10-25,9.4769
2022-10-26,9.4769
2022-10-27,9.4769
2022-10-28,9.4769
2022-10-29,9.4769
2022-10-30,9.4769
2022-10-31,9.4769
2022-11-01,9.4769
2022-11-02,9.4769
2022-11-03,9.4769
2022-11-04,9.4769
2022-11-05,9.4769
2022-11-06,9.4769
2022-11-07,9.4769
2022-11-08,9.4769
2022-11-09,9.4769
2022-11-10,9.4769
2022-11-11,9.4769
2022-11-12,9.4769
2022-11-13,9.4769
2022-11-14,9.4769
2022-11-15,9.4769
2022-11-16,9.4769
2022-11-17,9.4769
2022-11-18,9.4769
2022-11-19,9.4769
2022-11-20,9.4769
2022-11-21,9.4769
2022-11-22,9.4769
2022-11-23,9.4769
2022-11-24,9.4769
2022-11-25,9.4769
2022-11-26,9.4769
2022-11-27,9.4769
2022-11-28,9.4769
2022-11-29,9.4769
2022-11-30,9.4769
2022-12-01,9.4769
2022-12-02,9.4769
2022-12-03,9.4769
2022-12-04,9.4769
2022-12-05,9.4769
2022-12-06,9.4769
2022-12-07,9.4769
2022-12-08,9.4769
2022-12-09,9.4769
2022-12-10,9.4769
2022-12-11,9.4769
2022-12-12,9.4769
2022-12-13,9.4769
2022-12-14,9.4769
2022-12-15,9.4769
2022-12-16,9.4769
2022-12-17,9.4769
2022-12-18,9.4769
2022-12-19,9.4769
2022-12-20,9.4769
2022-12-21,9.4769
2022-12-22,9.4769
2022-12-23,9.4769
2022-12-24,9.4769
2022-12-25,9.4769
2022-12-26,9.4769
2022-12-27,9.4769
2022-12-28,9.4769
2022-12-29,9.4769
2022-12-30,9.4769
2022-12-31,10.7775
2023-01-01,10.7775
2023-01-02,10.7775
2023-01-03,10.7775
2023-01-04,10.7775
2023-01-05,10.7775
2023-01-06,10.7775
2023-01-07,10.7775
2023-01-08,10.7775
2023-01-09,10.7775
2023-01-10,10.7775
2023-01-11,10.7775
2023-01-12,10.7775
2023-01-13,10.7775
2023-01-14,10.7775
2023-01-15,10.7775
2023-01-16,10.7775
2023-01-17,10.7775
2023-01-18,10.7775
2023-01-19,10.7775
2023-01-20,10.7775
2023-01-21,10.7775
2023-01-22,10.7775
2023-01-23,10.7775
2023-01-24,10.7775
2023-01-25,10.7775
2023-01-26,10.7775
2023-01-27,10.7775
2023-01-28,10.7775
2023-01-29,10.7775
2023-01-30,10.7775
2023-01-31,10.7775
2023-02-01,10.7775
2023-02-02,10.7775
2023-02-03,10.7775
2023-02-04,10.7775
2023-02-05,10.7775
2023-02-06,10.7775
2023-02-07,10.7775
2023-02-08,10.7775
2023-02-09,10.7775
2023-02-10,10.7775
2023-02-11,10.7775
2023-02-12,10.7775
2023-02-13,10.7775
2023-02-14,10.7775
2023-02-15,10.7775
2023-02-16,10.7775
2023-02-17,10.7775
2023-02-18,10.7775
2023-02-19,10.7775
2023-02-20,10.7775
2023-02-21,10.7775
2023-02-22,10.7775
2023-02-23,10.7775
2023-02-24,10.7775
2023-02-25,10.7775
2023-02-26,10.7775
2023-02-27,10.7775
2023-02-28,10.7775
2023-03-01,10.7775
2023-03-02,10.7775
2023-03-03,10.7775
2023-03-04,10.7775
2023-03-05,10.7775
2023-03-06,10.7775
2023-03-07,10.7775
2023-03-08,10.7775
2023-03-09,10.7775
