,RGS US Equity
2020-05-21,-33.5379
2020-05-22,-33.5379
2020-05-23,-33.5379
2020-05-24,-33.5379
2020-05-25,-33.5379
2020-05-26,-33.5379
2020-05-27,-33.5379
2020-05-28,-33.5379
2020-05-29,-33.5379
2020-05-30,-33.5379
2020-05-31,-33.5379
2020-06-01,-33.5379
2020-06-02,-33.5379
2020-06-03,-33.5379
2020-06-04,-33.5379
2020-06-05,-33.5379
2020-06-06,-33.5379
2020-06-07,-33.5379
2020-06-08,-33.5379
2020-06-09,-33.5379
2020-06-10,-33.5379
2020-06-11,-33.5379
2020-06-12,-33.5379
2020-06-13,-33.5379
2020-06-14,-33.5379
2020-06-15,-33.5379
2020-06-16,-33.5379
2020-06-17,-33.5379
2020-06-18,-33.5379
2020-06-19,-33.5379
2020-06-20,-33.5379
2020-06-21,-33.5379
2020-06-22,-33.5379
2020-06-23,-33.5379
2020-06-24,-33.5379
2020-06-25,-33.5379
2020-06-26,-33.5379
2020-06-27,-33.5379
2020-06-28,-33.5379
2020-06-29,-33.5379
2020-06-30,-73.0409
2020-07-01,-73.0409
2020-07-02,-73.0409
2020-07-03,-73.0409
2020-07-04,-73.0409
2020-07-05,-73.0409
2020-07-06,-73.0409
2020-07-07,-73.0409
2020-07-08,-73.0409
2020-07-09,-73.0409
2020-07-10,-73.0409
2020-07-11,-73.0409
2020-07-12,-73.0409
2020-07-13,-73.0409
2020-07-14,-73.0409
2020-07-15,-73.0409
2020-07-16,-73.0409
2020-07-17,-73.0409
2020-07-18,-73.0409
2020-07-19,-73.0409
2020-07-20,-73.0409
2020-07-21,-73.0409
2020-07-22,-73.0409
2020-07-23,-73.0409
2020-07-24,-73.0409
2020-07-25,-73.0409
2020-07-26,-73.0409
2020-07-27,-73.0409
2020-07-28,-73.0409
2020-07-29,-73.0409
2020-07-30,-73.0409
2020-07-31,-73.0409
2020-08-01,-73.0409
2020-08-02,-73.0409
2020-08-03,-73.0409
2020-08-04,-73.0409
2020-08-05,-73.0409
2020-08-06,-73.0409
2020-08-07,-73.0409
2020-08-08,-73.0409
2020-08-09,-73.0409
2020-08-10,-73.0409
2020-08-11,-73.0409
2020-08-12,-73.0409
2020-08-13,-73.0409
2020-08-14,-73.0409
2020-08-15,-73.0409
2020-08-16,-73.0409
2020-08-17,-73.0409
2020-08-18,-73.0409
2020-08-19,-73.0409
2020-08-20,-73.0409
2020-08-21,-73.0409
2020-08-22,-73.0409
2020-08-23,-73.0409
2020-08-24,-73.0409
2020-08-25,-73.0409
2020-08-26,-73.0409
2020-08-27,-73.0409
2020-08-28,-73.0409
2020-08-29,-73.0409
2020-08-30,-73.0409
2020-08-31,-73.0409
2020-09-01,-73.0409
2020-09-02,-73.0409
2020-09-03,-73.0409
2020-09-04,-73.0409
2020-09-05,-73.0409
2020-09-06,-73.0409
2020-09-07,-73.0409
2020-09-08,-73.0409
2020-09-09,-73.0409
2020-09-10,-73.0409
2020-09-11,-73.0409
2020-09-12,-73.0409
2020-09-13,-73.0409
2020-09-14,-73.0409
2020-09-15,-73.0409
2020-09-16,-73.0409
2020-09-17,-73.0409
2020-09-18,-73.0409
2020-09-19,-73.0409
2020-09-20,-73.0409
2020-09-21,-73.0409
2020-09-22,-73.0409
2020-09-23,-73.0409
2020-09-24,-73.0409
2020-09-25,-73.0409
2020-09-26,-73.0409
2020-09-27,-73.0409
2020-09-28,-73.0409
2020-09-29,-73.0409
2020-09-30,-99.5414
2020-10-01,-99.5414
2020-10-02,-99.5414
2020-10-03,-99.5414
2020-10-04,-99.5414
2020-10-05,-99.5414
2020-10-06,-99.5414
2020-10-07,-99.5414
2020-10-08,-99.5414
2020-10-09,-99.5414
2020-10-10,-99.5414
2020-10-11,-99.5414
2020-10-12,-99.5414
2020-10-13,-99.5414
2020-10-14,-99.5414
2020-10-15,-99.5414
2020-10-16,-99.5414
2020-10-17,-99.5414
2020-10-18,-99.5414
2020-10-19,-99.5414
2020-10-20,-99.5414
2020-10-21,-99.5414
2020-10-22,-99.5414
2020-10-23,-99.5414
2020-10-24,-99.5414
2020-10-25,-99.5414
2020-10-26,-99.5414
2020-10-27,-99.5414
2020-10-28,-99.5414
2020-10-29,-99.5414
2020-10-30,-99.5414
2020-10-31,-99.5414
2020-11-01,-99.5414
2020-11-02,-99.5414
2020-11-03,-99.5414
2020-11-04,-99.5414
2020-11-05,-99.5414
2020-11-06,-99.5414
2020-11-07,-99.5414
2020-11-08,-99.5414
2020-11-09,-99.5414
2020-11-10,-99.5414
2020-11-11,-99.5414
2020-11-12,-99.5414
2020-11-13,-99.5414
2020-11-14,-99.5414
2020-11-15,-99.5414
2020-11-16,-99.5414
2020-11-17,-99.5414
2020-11-18,-99.5414
2020-11-19,-99.5414
2020-11-20,-99.5414
2020-11-21,-99.5414
2020-11-22,-99.5414
2020-11-23,-99.5414
2020-11-24,-99.5414
2020-11-25,-99.5414
2020-11-26,-99.5414
2020-11-27,-99.5414
2020-11-28,-99.5414
2020-11-29,-99.5414
2020-11-30,-99.5414
2020-12-01,-99.5414
2020-12-02,-99.5414
2020-12-03,-99.5414
2020-12-04,-99.5414
2020-12-05,-99.5414
2020-12-06,-99.5414
2020-12-07,-99.5414
2020-12-08,-99.5414
2020-12-09,-99.5414
2020-12-10,-99.5414
2020-12-11,-99.5414
2020-12-12,-99.5414
2020-12-13,-99.5414
2020-12-14,-99.5414
2020-12-15,-99.5414
2020-12-16,-99.5414
2020-12-17,-99.5414
2020-12-18,-99.5414
2020-12-19,-99.5414
2020-12-20,-99.5414
2020-12-21,-99.5414
2020-12-22,-99.5414
2020-12-23,-99.5414
2020-12-24,-99.5414
2020-12-25,-99.5414
2020-12-26,-99.5414
2020-12-27,-99.5414
2020-12-28,-99.5414
2020-12-29,-99.5414
2020-12-30,-99.5414
2020-12-31,-143.2769
2021-01-01,-143.2769
2021-01-02,-143.2769
2021-01-03,-143.2769
2021-01-04,-143.2769
2021-01-05,-143.2769
2021-01-06,-143.2769
2021-01-07,-143.2769
2021-01-08,-143.2769
2021-01-09,-143.2769
2021-01-10,-143.2769
2021-01-11,-143.2769
2021-01-12,-143.2769
2021-01-13,-143.2769
2021-01-14,-143.2769
2021-01-15,-143.2769
2021-01-16,-143.2769
2021-01-17,-143.2769
2021-01-18,-143.2769
2021-01-19,-143.2769
2021-01-20,-143.2769
2021-01-21,-143.2769
2021-01-22,-143.2769
2021-01-23,-143.2769
2021-01-24,-143.2769
2021-01-25,-143.2769
2021-01-26,-143.2769
2021-01-27,-143.2769
2021-01-28,-143.2769
2021-01-29,-143.2769
2021-01-30,-143.2769
2021-01-31,-143.2769
2021-02-01,-143.2769
2021-02-02,-143.2769
2021-02-03,-143.2769
2021-02-04,-143.2769
2021-02-05,-143.2769
2021-02-06,-143.2769
2021-02-07,-143.2769
2021-02-08,-143.2769
2021-02-09,-143.2769
2021-02-10,-143.2769
2021-02-11,-143.2769
2021-02-12,-143.2769
2021-02-13,-143.2769
2021-02-14,-143.2769
2021-02-15,-143.2769
2021-02-16,-143.2769
2021-02-17,-143.2769
2021-02-18,-143.2769
2021-02-19,-143.2769
2021-02-20,-143.2769
2021-02-21,-143.2769
2021-02-22,-143.2769
2021-02-23,-143.2769
2021-02-24,-143.2769
2021-02-25,-143.2769
2021-02-26,-143.2769
2021-02-27,-143.2769
2021-02-28,-143.2769
2021-03-01,-143.2769
2021-03-02,-143.2769
2021-03-03,-143.2769
2021-03-04,-143.2769
2021-03-05,-143.2769
2021-03-06,-143.2769
2021-03-07,-143.2769
2021-03-08,-143.2769
2021-03-09,-143.2769
2021-03-10,-143.2769
2021-03-11,-143.2769
2021-03-12,-143.2769
2021-03-13,-143.2769
2021-03-14,-143.2769
2021-03-15,-143.2769
2021-03-16,-143.2769
2021-03-17,-143.2769
2021-03-18,-143.2769
2021-03-19,-143.2769
2021-03-20,-143.2769
2021-03-21,-143.2769
2021-03-22,-143.2769
2021-03-23,-143.2769
2021-03-24,-143.2769
2021-03-25,-143.2769
2021-03-26,-143.2769
2021-03-27,-143.2769
2021-03-28,-143.2769
2021-03-29,-143.2769
2021-03-30,-143.2769
2021-03-31,-123.516
2021-04-01,-123.516
2021-04-02,-123.516
2021-04-03,-123.516
2021-04-04,-123.516
2021-04-05,-123.516
2021-04-06,-123.516
2021-04-07,-123.516
2021-04-08,-123.516
2021-04-09,-123.516
2021-04-10,-123.516
2021-04-11,-123.516
2021-04-12,-123.516
2021-04-13,-123.516
2021-04-14,-123.516
2021-04-15,-123.516
2021-04-16,-123.516
2021-04-17,-123.516
2021-04-18,-123.516
2021-04-19,-123.516
2021-04-20,-123.516
2021-04-21,-123.516
2021-04-22,-123.516
2021-04-23,-123.516
2021-04-24,-123.516
2021-04-25,-123.516
2021-04-26,-123.516
2021-04-27,-123.516
2021-04-28,-123.516
2021-04-29,-123.516
2021-04-30,-123.516
2021-05-01,-123.516
2021-05-02,-123.516
2021-05-03,-123.516
2021-05-04,-123.516
2021-05-05,-123.516
2021-05-06,-123.516
2021-05-07,-123.516
2021-05-08,-123.516
2021-05-09,-123.516
2021-05-10,-123.516
2021-05-11,-123.516
2021-05-12,-123.516
2021-05-13,-123.516
2021-05-14,-123.516
2021-05-15,-123.516
2021-05-16,-123.516
2021-05-17,-123.516
2021-05-18,-123.516
2021-05-19,-123.516
2021-05-20,-123.516
2021-05-21,-123.516
2021-05-22,-123.516
2021-05-23,-123.516
2021-05-24,-123.516
2021-05-25,-123.516
2021-05-26,-123.516
2021-05-27,-123.516
2021-05-28,-123.516
2021-05-29,-123.516
2021-05-30,-123.516
2021-05-31,-123.516
2021-06-01,-123.516
2021-06-02,-123.516
2021-06-03,-123.516
2021-06-04,-123.516
2021-06-05,-123.516
2021-06-06,-123.516
2021-06-07,-123.516
2021-06-08,-123.516
2021-06-09,-123.516
2021-06-10,-123.516
2021-06-11,-123.516
2021-06-12,-123.516
2021-06-13,-123.516
2021-06-14,-123.516
2021-06-15,-123.516
2021-06-16,-123.516
2021-06-17,-123.516
2021-06-18,-123.516
2021-06-19,-123.516
2021-06-20,-123.516
2021-06-21,-123.516
2021-06-22,-123.516
2021-06-23,-123.516
2021-06-24,-123.516
2021-06-25,-123.516
2021-06-26,-123.516
2021-06-27,-123.516
2021-06-28,-123.516
2021-06-29,-123.516
2021-06-30,-158.7836
2021-07-01,-158.7836
2021-07-02,-158.7836
2021-07-03,-158.7836
2021-07-04,-158.7836
2021-07-05,-158.7836
2021-07-06,-158.7836
2021-07-07,-158.7836
2021-07-08,-158.7836
2021-07-09,-158.7836
2021-07-10,-158.7836
2021-07-11,-158.7836
2021-07-12,-158.7836
2021-07-13,-158.7836
2021-07-14,-158.7836
2021-07-15,-158.7836
2021-07-16,-158.7836
2021-07-17,-158.7836
2021-07-18,-158.7836
2021-07-19,-158.7836
2021-07-20,-158.7836
2021-07-21,-158.7836
2021-07-22,-158.7836
2021-07-23,-158.7836
2021-07-24,-158.7836
2021-07-25,-158.7836
2021-07-26,-158.7836
2021-07-27,-158.7836
2021-07-28,-158.7836
2021-07-29,-158.7836
2021-07-30,-158.7836
2021-07-31,-158.7836
2021-08-01,-158.7836
2021-08-02,-158.7836
2021-08-03,-158.7836
2021-08-04,-158.7836
2021-08-05,-158.7836
2021-08-06,-158.7836
2021-08-07,-158.7836
2021-08-08,-158.7836
2021-08-09,-158.7836
2021-08-10,-158.7836
2021-08-11,-158.7836
2021-08-12,-158.7836
2021-08-13,-158.7836
2021-08-14,-158.7836
2021-08-15,-158.7836
2021-08-16,-158.7836
2021-08-17,-158.7836
2021-08-18,-158.7836
2021-08-19,-158.7836
2021-08-20,-158.7836
2021-08-21,-158.7836
2021-08-22,-158.7836
2021-08-23,-158.7836
2021-08-24,-158.7836
2021-08-25,-158.7836
2021-08-26,-158.7836
2021-08-27,-158.7836
2021-08-28,-158.7836
2021-08-29,-158.7836
2021-08-30,-158.7836
2021-08-31,-158.7836
2021-09-01,-158.7836
2021-09-02,-158.7836
2021-09-03,-158.7836
2021-09-04,-158.7836
2021-09-05,-158.7836
2021-09-06,-158.7836
2021-09-07,-158.7836
2021-09-08,-158.7836
2021-09-09,-158.7836
2021-09-10,-158.7836
2021-09-11,-158.7836
2021-09-12,-158.7836
2021-09-13,-158.7836
2021-09-14,-158.7836
2021-09-15,-158.7836
2021-09-16,-158.7836
2021-09-17,-158.7836
2021-09-18,-158.7836
2021-09-19,-158.7836
2021-09-20,-158.7836
2021-09-21,-158.7836
2021-09-22,-158.7836
2021-09-23,-158.7836
2021-09-24,-158.7836
2021-09-25,-158.7836
2021-09-26,-158.7836
2021-09-27,-158.7836
2021-09-28,-158.7836
2021-09-29,-158.7836
2021-09-30,-158.7836
2021-10-01,-158.7836
2021-10-02,-158.7836
2021-10-03,-158.7836
2021-10-04,-158.7836
2021-10-05,-158.7836
2021-10-06,-158.7836
2021-10-07,-158.7836
2021-10-08,-158.7836
2021-10-09,-158.7836
2021-10-10,-158.7836
2021-10-11,-158.7836
2021-10-12,-158.7836
2021-10-13,-158.7836
2021-10-14,-158.7836
2021-10-15,-158.7836
2021-10-16,-158.7836
2021-10-17,-158.7836
2021-10-18,-158.7836
2021-10-19,-158.7836
2021-10-20,-158.7836
2021-10-21,-158.7836
2021-10-22,-158.7836
2021-10-23,-158.7836
2021-10-24,-158.7836
2021-10-25,-158.7836
2021-10-26,-158.7836
2021-10-27,-158.7836
2021-10-28,-158.7836
2021-10-29,-158.7836
2021-10-30,-158.7836
2021-10-31,-158.7836
2021-11-01,-158.7836
2021-11-02,-158.7836
2021-11-03,-158.7836
2021-11-04,-158.7836
2021-11-05,-158.7836
2021-11-06,-158.7836
2021-11-07,-158.7836
2021-11-08,-158.7836
2021-11-09,-158.7836
2021-11-10,-158.7836
2021-11-11,-158.7836
2021-11-12,-158.7836
2021-11-13,-158.7836
2021-11-14,-158.7836
2021-11-15,-158.7836
2021-11-16,-158.7836
2021-11-17,-158.7836
2021-11-18,-158.7836
2021-11-19,-158.7836
2021-11-20,-158.7836
2021-11-21,-158.7836
2021-11-22,-158.7836
2021-11-23,-158.7836
2021-11-24,-158.7836
2021-11-25,-158.7836
2021-11-26,-158.7836
2021-11-27,-158.7836
2021-11-28,-158.7836
2021-11-29,-158.7836
2021-11-30,-158.7836
2021-12-01,-158.7836
2021-12-02,-158.7836
2021-12-03,-158.7836
2021-12-04,-158.7836
2021-12-05,-158.7836
2021-12-06,-158.7836
2021-12-07,-158.7836
2021-12-08,-158.7836
2021-12-09,-158.7836
2021-12-10,-158.7836
2021-12-11,-158.7836
2021-12-12,-158.7836
2021-12-13,-158.7836
2021-12-14,-158.7836
2021-12-15,-158.7836
2021-12-16,-158.7836
2021-12-17,-158.7836
2021-12-18,-158.7836
2021-12-19,-158.7836
2021-12-20,-158.7836
2021-12-21,-158.7836
2021-12-22,-158.7836
2021-12-23,-158.7836
2021-12-24,-158.7836
2021-12-25,-158.7836
2021-12-26,-158.7836
2021-12-27,-158.7836
2021-12-28,-158.7836
2021-12-29,-158.7836
2021-12-30,-158.7836
2021-12-31,-218.6431
2022-01-01,-218.6431
2022-01-02,-218.6431
2022-01-03,-218.6431
2022-01-04,-218.6431
2022-01-05,-218.6431
2022-01-06,-218.6431
2022-01-07,-218.6431
2022-01-08,-218.6431
2022-01-09,-218.6431
2022-01-10,-218.6431
2022-01-11,-218.6431
2022-01-12,-218.6431
2022-01-13,-218.6431
2022-01-14,-218.6431
2022-01-15,-218.6431
2022-01-16,-218.6431
2022-01-17,-218.6431
2022-01-18,-218.6431
2022-01-19,-218.6431
2022-01-20,-218.6431
2022-01-21,-218.6431
2022-01-22,-218.6431
2022-01-23,-218.6431
2022-01-24,-218.6431
2022-01-25,-218.6431
2022-01-26,-218.6431
2022-01-27,-218.6431
2022-01-28,-218.6431
2022-01-29,-218.6431
2022-01-30,-218.6431
2022-01-31,-218.6431
2022-02-01,-218.6431
2022-02-02,-218.6431
2022-02-03,-218.6431
2022-02-04,-218.6431
2022-02-05,-218.6431
2022-02-06,-218.6431
2022-02-07,-218.6431
2022-02-08,-218.6431
2022-02-09,-218.6431
2022-02-10,-218.6431
2022-02-11,-218.6431
2022-02-12,-218.6431
2022-02-13,-218.6431
2022-02-14,-218.6431
2022-02-15,-218.6431
2022-02-16,-218.6431
2022-02-17,-218.6431
2022-02-18,-218.6431
2022-02-19,-218.6431
2022-02-20,-218.6431
2022-02-21,-218.6431
2022-02-22,-218.6431
2022-02-23,-218.6431
2022-02-24,-218.6431
2022-02-25,-218.6431
2022-02-26,-218.6431
2022-02-27,-218.6431
2022-02-28,-218.6431
2022-03-01,-218.6431
2022-03-02,-218.6431
2022-03-03,-218.6431
2022-03-04,-218.6431
2022-03-05,-218.6431
2022-03-06,-218.6431
2022-03-07,-218.6431
2022-03-08,-218.6431
2022-03-09,-218.6431
2022-03-10,-218.6431
2022-03-11,-218.6431
2022-03-12,-218.6431
2022-03-13,-218.6431
2022-03-14,-218.6431
2022-03-15,-218.6431
2022-03-16,-218.6431
2022-03-17,-218.6431
2022-03-18,-218.6431
2022-03-19,-218.6431
2022-03-20,-218.6431
2022-03-21,-218.6431
2022-03-22,-218.6431
2022-03-23,-218.6431
2022-03-24,-218.6431
2022-03-25,-218.6431
2022-03-26,-218.6431
2022-03-27,-218.6431
2022-03-28,-218.6431
2022-03-29,-218.6431
2022-03-30,-218.6431
2022-03-31,-255.8864
2022-04-01,-255.8864
2022-04-02,-255.8864
2022-04-03,-255.8864
2022-04-04,-255.8864
2022-04-05,-255.8864
2022-04-06,-255.8864
2022-04-07,-255.8864
2022-04-08,-255.8864
2022-04-09,-255.8864
2022-04-10,-255.8864
2022-04-11,-255.8864
2022-04-12,-255.8864
2022-04-13,-255.8864
2022-04-14,-255.8864
2022-04-15,-255.8864
2022-04-16,-255.8864
2022-04-17,-255.8864
2022-04-18,-255.8864
2022-04-19,-255.8864
2022-04-20,-255.8864
2022-04-21,-255.8864
2022-04-22,-255.8864
2022-04-23,-255.8864
2022-04-24,-255.8864
2022-04-25,-255.8864
2022-04-26,-255.8864
2022-04-27,-255.8864
2022-04-28,-255.8864
2022-04-29,-255.8864
2022-04-30,-255.8864
2022-05-01,-255.8864
2022-05-02,-255.8864
2022-05-03,-255.8864
2022-05-04,-255.8864
2022-05-05,-255.8864
2022-05-06,-255.8864
2022-05-07,-255.8864
2022-05-08,-255.8864
2022-05-09,-255.8864
2022-05-10,-255.8864
2022-05-11,-255.8864
2022-05-12,-255.8864
2022-05-13,-255.8864
2022-05-14,-255.8864
2022-05-15,-255.8864
2022-05-16,-255.8864
2022-05-17,-255.8864
2022-05-18,-255.8864
2022-05-19,-255.8864
2022-05-20,-255.8864
2022-05-21,-255.8864
2022-05-22,-255.8864
2022-05-23,-255.8864
2022-05-24,-255.8864
2022-05-25,-255.8864
2022-05-26,-255.8864
2022-05-27,-255.8864
2022-05-28,-255.8864
2022-05-29,-255.8864
2022-05-30,-255.8864
2022-05-31,-255.8864
2022-06-01,-255.8864
2022-06-02,-255.8864
2022-06-03,-255.8864
2022-06-04,-255.8864
2022-06-05,-255.8864
2022-06-06,-255.8864
2022-06-07,-255.8864
2022-06-08,-255.8864
2022-06-09,-255.8864
2022-06-10,-255.8864
2022-06-11,-255.8864
2022-06-12,-255.8864
2022-06-13,-255.8864
2022-06-14,-255.8864
2022-06-15,-255.8864
2022-06-16,-255.8864
2022-06-17,-255.8864
2022-06-18,-255.8864
2022-06-19,-255.8864
2022-06-20,-255.8864
2022-06-21,-255.8864
2022-06-22,-255.8864
2022-06-23,-255.8864
2022-06-24,-255.8864
2022-06-25,-255.8864
2022-06-26,-255.8864
2022-06-27,-255.8864
2022-06-28,-255.8864
2022-06-29,-255.8864
2022-06-30,-255.8864
2022-07-01,-255.8864
2022-07-02,-255.8864
2022-07-03,-255.8864
2022-07-04,-255.8864
2022-07-05,-255.8864
2022-07-06,-255.8864
2022-07-07,-255.8864
2022-07-08,-255.8864
2022-07-09,-255.8864
2022-07-10,-255.8864
2022-07-11,-255.8864
2022-07-12,-255.8864
2022-07-13,-255.8864
2022-07-14,-255.8864
2022-07-15,-255.8864
2022-07-16,-255.8864
2022-07-17,-255.8864
2022-07-18,-255.8864
2022-07-19,-255.8864
2022-07-20,-255.8864
2022-07-21,-255.8864
2022-07-22,-255.8864
2022-07-23,-255.8864
2022-07-24,-255.8864
2022-07-25,-255.8864
2022-07-26,-255.8864
2022-07-27,-255.8864
2022-07-28,-255.8864
2022-07-29,-255.8864
2022-07-30,-255.8864
2022-07-31,-255.8864
2022-08-01,-255.8864
2022-08-02,-255.8864
2022-08-03,-255.8864
2022-08-04,-255.8864
2022-08-05,-255.8864
2022-08-06,-255.8864
2022-08-07,-255.8864
2022-08-08,-255.8864
2022-08-09,-255.8864
2022-08-10,-255.8864
2022-08-11,-255.8864
2022-08-12,-255.8864
2022-08-13,-255.8864
2022-08-14,-255.8864
2022-08-15,-255.8864
2022-08-16,-255.8864
2022-08-17,-255.8864
2022-08-18,-255.8864
2022-08-19,-255.8864
2022-08-20,-255.8864
2022-08-21,-255.8864
2022-08-22,-255.8864
2022-08-23,-255.8864
2022-08-24,-255.8864
2022-08-25,-255.8864
2022-08-26,-255.8864
2022-08-27,-255.8864
2022-08-28,-255.8864
2022-08-29,-255.8864
2022-08-30,-255.8864
2022-08-31,-255.8864
2022-09-01,-255.8864
2022-09-02,-255.8864
2022-09-03,-255.8864
2022-09-04,-255.8864
2022-09-05,-255.8864
2022-09-06,-255.8864
2022-09-07,-255.8864
2022-09-08,-255.8864
2022-09-09,-255.8864
2022-09-10,-255.8864
2022-09-11,-255.8864
2022-09-12,-255.8864
2022-09-13,-255.8864
2022-09-14,-255.8864
2022-09-15,-255.8864
2022-09-16,-255.8864
2022-09-17,-255.8864
2022-09-18,-255.8864
2022-09-19,-255.8864
2022-09-20,-255.8864
2022-09-21,-255.8864
2022-09-22,-255.8864
2022-09-23,-255.8864
2022-09-24,-255.8864
2022-09-25,-255.8864
2022-09-26,-255.8864
2022-09-27,-255.8864
2022-09-28,-255.8864
2022-09-29,-255.8864
2022-09-30,-255.8864
2022-10-01,-255.8864
2022-10-02,-255.8864
2022-10-03,-255.8864
2022-10-04,-255.8864
2022-10-05,-255.8864
2022-10-06,-255.8864
2022-10-07,-255.8864
2022-10-08,-255.8864
2022-10-09,-255.8864
2022-10-10,-255.8864
2022-10-11,-255.8864
2022-10-12,-255.8864
2022-10-13,-255.8864
2022-10-14,-255.8864
2022-10-15,-255.8864
2022-10-16,-255.8864
2022-10-17,-255.8864
2022-10-18,-255.8864
2022-10-19,-255.8864
2022-10-20,-255.8864
2022-10-21,-255.8864
2022-10-22,-255.8864
2022-10-23,-255.8864
2022-10-24,-255.8864
2022-10-25,-255.8864
2022-10-26,-255.8864
2022-10-27,-255.8864
2022-10-28,-255.8864
2022-10-29,-255.8864
2022-10-30,-255.8864
2022-10-31,-255.8864
2022-11-01,-255.8864
2022-11-02,-255.8864
2022-11-03,-255.8864
2022-11-04,-255.8864
2022-11-05,-255.8864
2022-11-06,-255.8864
2022-11-07,-255.8864
2022-11-08,-255.8864
2022-11-09,-255.8864
2022-11-10,-255.8864
2022-11-11,-255.8864
2022-11-12,-255.8864
2022-11-13,-255.8864
2022-11-14,-255.8864
2022-11-15,-255.8864
2022-11-16,-255.8864
2022-11-17,-255.8864
2022-11-18,-255.8864
2022-11-19,-255.8864
2022-11-20,-255.8864
2022-11-21,-255.8864
2022-11-22,-255.8864
2022-11-23,-255.8864
2022-11-24,-255.8864
2022-11-25,-255.8864
2022-11-26,-255.8864
2022-11-27,-255.8864
2022-11-28,-255.8864
2022-11-29,-255.8864
2022-11-30,-255.8864
2022-12-01,-255.8864
2022-12-02,-255.8864
2022-12-03,-255.8864
2022-12-04,-255.8864
2022-12-05,-255.8864
2022-12-06,-255.8864
2022-12-07,-255.8864
2022-12-08,-255.8864
2022-12-09,-255.8864
2022-12-10,-255.8864
2022-12-11,-255.8864
2022-12-12,-255.8864
2022-12-13,-255.8864
2022-12-14,-255.8864
2022-12-15,-255.8864
2022-12-16,-255.8864
