,CBSH US Equity
2020-05-05,12.2051
2020-05-06,12.2051
2020-05-07,12.2051
2020-05-08,12.2051
2020-05-09,12.2051
2020-05-10,12.2051
2020-05-11,12.2051
2020-05-12,12.2051
2020-05-13,12.2051
2020-05-14,12.2051
2020-05-15,12.2051
2020-05-16,12.2051
2020-05-17,12.2051
2020-05-18,12.2051
2020-05-19,12.2051
2020-05-20,12.2051
2020-05-21,12.2051
2020-05-22,12.2051
2020-05-23,12.2051
2020-05-24,12.2051
2020-05-25,12.2051
2020-05-26,12.2051
2020-05-27,12.2051
2020-05-28,12.2051
2020-05-29,12.2051
2020-05-30,12.2051
2020-05-31,12.2051
2020-06-01,12.2051
2020-06-02,12.2051
2020-06-03,12.2051
2020-06-04,12.2051
2020-06-05,12.2051
2020-06-06,12.2051
2020-06-07,12.2051
2020-06-08,12.2051
2020-06-09,12.2051
2020-06-10,12.2051
2020-06-11,12.2051
2020-06-12,12.2051
2020-06-13,12.2051
2020-06-14,12.2051
2020-06-15,12.2051
2020-06-16,12.2051
2020-06-17,12.2051
2020-06-18,12.2051
2020-06-19,12.2051
2020-06-20,12.2051
2020-06-21,12.2051
2020-06-22,12.2051
2020-06-23,12.2051
2020-06-24,12.2051
2020-06-25,12.2051
2020-06-26,12.2051
2020-06-27,12.2051
2020-06-28,12.2051
2020-06-29,12.2051
2020-06-30,9.5002
2020-07-01,9.5002
2020-07-02,9.5002
2020-07-03,9.5002
2020-07-04,9.5002
2020-07-05,9.5002
2020-07-06,9.5002
2020-07-07,9.5002
2020-07-08,9.5002
2020-07-09,9.5002
2020-07-10,9.5002
2020-07-11,9.5002
2020-07-12,9.5002
2020-07-13,9.5002
2020-07-14,9.5002
2020-07-15,9.5002
2020-07-16,9.5002
2020-07-17,9.5002
2020-07-18,9.5002
2020-07-19,9.5002
2020-07-20,9.5002
2020-07-21,9.5002
2020-07-22,9.5002
2020-07-23,9.5002
2020-07-24,9.5002
2020-07-25,9.5002
2020-07-26,9.5002
2020-07-27,9.5002
2020-07-28,9.5002
2020-07-29,9.5002
2020-07-30,9.5002
2020-07-31,9.5002
2020-08-01,9.5002
2020-08-02,9.5002
2020-08-03,9.5002
2020-08-04,9.5002
2020-08-05,9.5002
2020-08-06,9.5002
2020-08-07,9.5002
2020-08-08,9.5002
2020-08-09,9.5002
2020-08-10,9.5002
2020-08-11,9.5002
2020-08-12,9.5002
2020-08-13,9.5002
2020-08-14,9.5002
2020-08-15,9.5002
2020-08-16,9.5002
2020-08-17,9.5002
2020-08-18,9.5002
2020-08-19,9.5002
2020-08-20,9.5002
2020-08-21,9.5002
2020-08-22,9.5002
2020-08-23,9.5002
2020-08-24,9.5002
2020-08-25,9.5002
2020-08-26,9.5002
2020-08-27,9.5002
2020-08-28,9.5002
2020-08-29,9.5002
2020-08-30,9.5002
2020-08-31,9.5002
2020-09-01,9.5002
2020-09-02,9.5002
2020-09-03,9.5002
2020-09-04,9.5002
2020-09-05,9.5002
2020-09-06,9.5002
2020-09-07,9.5002
2020-09-08,9.5002
2020-09-09,9.5002
2020-09-10,9.5002
2020-09-11,9.5002
2020-09-12,9.5002
2020-09-13,9.5002
2020-09-14,9.5002
2020-09-15,9.5002
2020-09-16,9.5002
2020-09-17,9.5002
2020-09-18,9.5002
2020-09-19,9.5002
2020-09-20,9.5002
2020-09-21,9.5002
2020-09-22,9.5002
2020-09-23,9.5002
2020-09-24,9.5002
2020-09-25,9.5002
2020-09-26,9.5002
2020-09-27,9.5002
2020-09-28,9.5002
2020-09-29,9.5002
2020-09-30,9.9895
2020-10-01,9.9895
2020-10-02,9.9895
2020-10-03,9.9895
2020-10-04,9.9895
2020-10-05,9.9895
2020-10-06,9.9895
2020-10-07,9.9895
2020-10-08,9.9895
2020-10-09,9.9895
2020-10-10,9.9895
2020-10-11,9.9895
2020-10-12,9.9895
2020-10-13,9.9895
2020-10-14,9.9895
2020-10-15,9.9895
2020-10-16,9.9895
2020-10-17,9.9895
2020-10-18,9.9895
2020-10-19,9.9895
2020-10-20,9.9895
2020-10-21,9.9895
2020-10-22,9.9895
2020-10-23,9.9895
2020-10-24,9.9895
2020-10-25,9.9895
2020-10-26,9.9895
2020-10-27,9.9895
2020-10-28,9.9895
2020-10-29,9.9895
2020-10-30,9.9895
2020-10-31,9.9895
2020-11-01,9.9895
2020-11-02,9.9895
2020-11-03,9.9895
2020-11-04,9.9895
2020-11-05,9.9895
2020-11-06,9.9895
2020-11-07,9.9895
2020-11-08,9.9895
2020-11-09,9.9895
2020-11-10,9.9895
2020-11-11,9.9895
2020-11-12,9.9895
2020-11-13,9.9895
2020-11-14,9.9895
2020-11-15,9.9895
2020-11-16,9.9895
2020-11-17,9.9895
2020-11-18,9.9895
2020-11-19,9.9895
2020-11-20,9.9895
2020-11-21,9.9895
2020-11-22,9.9895
2020-11-23,9.9895
2020-11-24,9.9895
2020-11-25,9.9895
2020-11-26,9.9895
2020-11-27,9.9895
2020-11-28,9.9895
2020-11-29,9.9895
2020-11-30,9.9895
2020-12-01,9.9895
2020-12-02,9.9895
2020-12-03,9.9895
2020-12-04,9.9895
2020-12-05,9.9895
2020-12-06,9.9895
2020-12-07,9.9895
2020-12-08,9.9895
2020-12-09,9.9895
2020-12-10,9.9895
2020-12-11,9.9895
2020-12-12,9.9895
2020-12-13,9.9895
2020-12-14,9.9895
2020-12-15,9.9895
2020-12-16,9.9895
2020-12-17,9.9895
2020-12-18,9.9895
2020-12-19,9.9895
2020-12-20,9.9895
2020-12-21,9.9895
2020-12-22,9.9895
2020-12-23,9.9895
2020-12-24,9.9895
2020-12-25,9.9895
2020-12-26,9.9895
2020-12-27,9.9895
2020-12-28,9.9895
2020-12-29,9.9895
2020-12-30,9.9895
2020-12-31,10.5879
2021-01-01,10.5879
2021-01-02,10.5879
2021-01-03,10.5879
2021-01-04,10.5879
2021-01-05,10.5879
2021-01-06,10.5879
2021-01-07,10.5879
2021-01-08,10.5879
2021-01-09,10.5879
2021-01-10,10.5879
2021-01-11,10.5879
2021-01-12,10.5879
2021-01-13,10.5879
2021-01-14,10.5879
2021-01-15,10.5879
2021-01-16,10.5879
2021-01-17,10.5879
2021-01-18,10.5879
2021-01-19,10.5879
2021-01-20,10.5879
2021-01-21,10.5879
2021-01-22,10.5879
2021-01-23,10.5879
2021-01-24,10.5879
2021-01-25,10.5879
2021-01-26,10.5879
2021-01-27,10.5879
2021-01-28,10.5879
2021-01-29,10.5879
2021-01-30,10.5879
2021-01-31,10.5879
2021-02-01,10.5879
2021-02-02,10.5879
2021-02-03,10.5879
2021-02-04,10.5879
2021-02-05,10.5879
2021-02-06,10.5879
2021-02-07,10.5879
2021-02-08,10.5879
2021-02-09,10.5879
2021-02-10,10.5879
2021-02-11,10.5879
2021-02-12,10.5879
2021-02-13,10.5879
2021-02-14,10.5879
2021-02-15,10.5879
2021-02-16,10.5879
2021-02-17,10.5879
2021-02-18,10.5879
2021-02-19,10.5879
2021-02-20,10.5879
2021-02-21,10.5879
2021-02-22,10.5879
2021-02-23,10.5879
2021-02-24,10.5879
2021-02-25,10.5879
2021-02-26,10.5879
2021-02-27,10.5879
2021-02-28,10.5879
2021-03-01,10.5879
2021-03-02,10.5879
2021-03-03,10.5879
2021-03-04,10.5879
2021-03-05,10.5879
2021-03-06,10.5879
2021-03-07,10.5879
2021-03-08,10.5879
2021-03-09,10.5879
2021-03-10,10.5879
2021-03-11,10.5879
2021-03-12,10.5879
2021-03-13,10.5879
2021-03-14,10.5879
2021-03-15,10.5879
2021-03-16,10.5879
2021-03-17,10.5879
2021-03-18,10.5879
2021-03-19,10.5879
2021-03-20,10.5879
2021-03-21,10.5879
2021-03-22,10.5879
2021-03-23,10.5879
2021-03-24,10.5879
2021-03-25,10.5879
2021-03-26,10.5879
2021-03-27,10.5879
2021-03-28,10.5879
2021-03-29,10.5879
2021-03-30,10.5879
2021-03-31,13.0498
2021-04-01,13.0498
2021-04-02,13.0498
2021-04-03,13.0498
2021-04-04,13.0498
2021-04-05,13.0498
2021-04-06,13.0498
2021-04-07,13.0498
2021-04-08,13.0498
2021-04-09,13.0498
2021-04-10,13.0498
2021-04-11,13.0498
2021-04-12,13.0498
2021-04-13,13.0498
2021-04-14,13.0498
2021-04-15,13.0498
2021-04-16,13.0498
2021-04-17,13.0498
2021-04-18,13.0498
2021-04-19,13.0498
2021-04-20,13.0498
2021-04-21,13.0498
2021-04-22,13.0498
2021-04-23,13.0498
2021-04-24,13.0498
2021-04-25,13.0498
2021-04-26,13.0498
2021-04-27,13.0498
2021-04-28,13.0498
2021-04-29,13.0498
2021-04-30,13.0498
2021-05-01,13.0498
2021-05-02,13.0498
2021-05-03,13.0498
2021-05-04,13.0498
2021-05-05,13.0498
2021-05-06,13.0498
2021-05-07,13.0498
2021-05-08,13.0498
2021-05-09,13.0498
2021-05-10,13.0498
2021-05-11,13.0498
2021-05-12,13.0498
2021-05-13,13.0498
2021-05-14,13.0498
2021-05-15,13.0498
2021-05-16,13.0498
2021-05-17,13.0498
2021-05-18,13.0498
2021-05-19,13.0498
2021-05-20,13.0498
2021-05-21,13.0498
2021-05-22,13.0498
2021-05-23,13.0498
2021-05-24,13.0498
2021-05-25,13.0498
2021-05-26,13.0498
2021-05-27,13.0498
2021-05-28,13.0498
2021-05-29,13.0498
2021-05-30,13.0498
2021-05-31,13.0498
2021-06-01,13.0498
2021-06-02,13.0498
2021-06-03,13.0498
2021-06-04,13.0498
2021-06-05,13.0498
2021-06-06,13.0498
2021-06-07,13.0498
2021-06-08,13.0498
2021-06-09,13.0498
2021-06-10,13.0498
2021-06-11,13.0498
2021-06-12,13.0498
2021-06-13,13.0498
2021-06-14,13.0498
2021-06-15,13.0498
2021-06-16,13.0498
2021-06-17,13.0498
2021-06-18,13.0498
2021-06-19,13.0498
2021-06-20,13.0498
2021-06-21,13.0498
2021-06-22,13.0498
2021-06-23,13.0498
2021-06-24,13.0498
2021-06-25,13.0498
2021-06-26,13.0498
2021-06-27,13.0498
2021-06-28,13.0498
2021-06-29,13.0498
2021-06-30,16.2641
2021-07-01,16.2641
2021-07-02,16.2641
2021-07-03,16.2641
2021-07-04,16.2641
2021-07-05,16.2641
2021-07-06,16.2641
2021-07-07,16.2641
2021-07-08,16.2641
2021-07-09,16.2641
2021-07-10,16.2641
2021-07-11,16.2641
2021-07-12,16.2641
2021-07-13,16.2641
2021-07-14,16.2641
2021-07-15,16.2641
2021-07-16,16.2641
2021-07-17,16.2641
2021-07-18,16.2641
2021-07-19,16.2641
2021-07-20,16.2641
2021-07-21,16.2641
2021-07-22,16.2641
2021-07-23,16.2641
2021-07-24,16.2641
2021-07-25,16.2641
2021-07-26,16.2641
2021-07-27,16.2641
2021-07-28,16.2641
2021-07-29,16.2641
2021-07-30,16.2641
2021-07-31,16.2641
2021-08-01,16.2641
2021-08-02,16.2641
2021-08-03,16.2641
2021-08-04,16.2641
2021-08-05,16.2641
2021-08-06,16.2641
2021-08-07,16.2641
2021-08-08,16.2641
2021-08-09,16.2641
2021-08-10,16.2641
2021-08-11,16.2641
2021-08-12,16.2641
2021-08-13,16.2641
2021-08-14,16.2641
2021-08-15,16.2641
2021-08-16,16.2641
2021-08-17,16.2641
2021-08-18,16.2641
2021-08-19,16.2641
2021-08-20,16.2641
2021-08-21,16.2641
2021-08-22,16.2641
2021-08-23,16.2641
2021-08-24,16.2641
2021-08-25,16.2641
2021-08-26,16.2641
2021-08-27,16.2641
2021-08-28,16.2641
2021-08-29,16.2641
2021-08-30,16.2641
2021-08-31,16.2641
2021-09-01,16.2641
2021-09-02,16.2641
2021-09-03,16.2641
2021-09-04,16.2641
2021-09-05,16.2641
2021-09-06,16.2641
2021-09-07,16.2641
2021-09-08,16.2641
2021-09-09,16.2641
2021-09-10,16.2641
2021-09-11,16.2641
2021-09-12,16.2641
2021-09-13,16.2641
2021-09-14,16.2641
2021-09-15,16.2641
2021-09-16,16.2641
2021-09-17,16.2641
2021-09-18,16.2641
2021-09-19,16.2641
2021-09-20,16.2641
2021-09-21,16.2641
2021-09-22,16.2641
2021-09-23,16.2641
2021-09-24,16.2641
2021-09-25,16.2641
2021-09-26,16.2641
2021-09-27,16.2641
2021-09-28,16.2641
2021-09-29,16.2641
2021-09-30,15.972
2021-10-01,15.972
2021-10-02,15.972
2021-10-03,15.972
2021-10-04,15.972
2021-10-05,15.972
2021-10-06,15.972
2021-10-07,15.972
2021-10-08,15.972
2021-10-09,15.972
2021-10-10,15.972
2021-10-11,15.972
2021-10-12,15.972
2021-10-13,15.972
2021-10-14,15.972
2021-10-15,15.972
2021-10-16,15.972
2021-10-17,15.972
2021-10-18,15.972
2021-10-19,15.972
2021-10-20,15.972
2021-10-21,15.972
2021-10-22,15.972
2021-10-23,15.972
2021-10-24,15.972
2021-10-25,15.972
2021-10-26,15.972
2021-10-27,15.972
2021-10-28,15.972
2021-10-29,15.972
2021-10-30,15.972
2021-10-31,15.972
2021-11-01,15.972
2021-11-02,15.972
2021-11-03,15.972
2021-11-04,15.972
2021-11-05,15.972
2021-11-06,15.972
2021-11-07,15.972
2021-11-08,15.972
2021-11-09,15.972
2021-11-10,15.972
2021-11-11,15.972
2021-11-12,15.972
2021-11-13,15.972
2021-11-14,15.972
2021-11-15,15.972
2021-11-16,15.972
2021-11-17,15.972
2021-11-18,15.972
2021-11-19,15.972
2021-11-20,15.972
2021-11-21,15.972
2021-11-22,15.972
2021-11-23,15.972
2021-11-24,15.972
2021-11-25,15.972
2021-11-26,15.972
2021-11-27,15.972
2021-11-28,15.972
2021-11-29,15.972
2021-11-30,15.972
2021-12-01,15.972
2021-12-02,15.972
2021-12-03,15.972
2021-12-04,15.972
2021-12-05,15.972
2021-12-06,15.972
2021-12-07,15.972
2021-12-08,15.972
2021-12-09,15.972
2021-12-10,15.972
2021-12-11,15.972
2021-12-12,15.972
2021-12-13,15.972
2021-12-14,15.972
2021-12-15,15.972
2021-12-16,15.972
2021-12-17,15.972
2021-12-18,15.972
2021-12-19,15.972
2021-12-20,15.972
2021-12-21,15.972
2021-12-22,15.972
2021-12-23,15.972
2021-12-24,15.972
2021-12-25,15.972
2021-12-26,15.972
2021-12-27,15.972
2021-12-28,15.972
2021-12-29,15.972
2021-12-30,15.972
2021-12-31,15.4213
2022-01-01,15.4213
2022-01-02,15.4213
2022-01-03,15.4213
2022-01-04,15.4213
2022-01-05,15.4213
2022-01-06,15.4213
2022-01-07,15.4213
2022-01-08,15.4213
2022-01-09,15.4213
2022-01-10,15.4213
2022-01-11,15.4213
2022-01-12,15.4213
2022-01-13,15.4213
2022-01-14,15.4213
2022-01-15,15.4213
2022-01-16,15.4213
2022-01-17,15.4213
2022-01-18,15.4213
2022-01-19,15.4213
2022-01-20,15.4213
2022-01-21,15.4213
2022-01-22,15.4213
2022-01-23,15.4213
2022-01-24,15.4213
2022-01-25,15.4213
2022-01-26,15.4213
2022-01-27,15.4213
2022-01-28,15.4213
2022-01-29,15.4213
2022-01-30,15.4213
2022-01-31,15.4213
2022-02-01,15.4213
2022-02-02,15.4213
2022-02-03,15.4213
2022-02-04,15.4213
2022-02-05,15.4213
2022-02-06,15.4213
2022-02-07,15.4213
2022-02-08,15.4213
2022-02-09,15.4213
2022-02-10,15.4213
2022-02-11,15.4213
2022-02-12,15.4213
2022-02-13,15.4213
2022-02-14,15.4213
2022-02-15,15.4213
2022-02-16,15.4213
2022-02-17,15.4213
2022-02-18,15.4213
2022-02-19,15.4213
2022-02-20,15.4213
2022-02-21,15.4213
2022-02-22,15.4213
2022-02-23,15.4213
2022-02-24,15.4213
2022-02-25,15.4213
2022-02-26,15.4213
2022-02-27,15.4213
2022-02-28,15.4213
2022-03-01,15.4213
2022-03-02,15.4213
2022-03-03,15.4213
2022-03-04,15.4213
2022-03-05,15.4213
2022-03-06,15.4213
2022-03-07,15.4213
2022-03-08,15.4213
2022-03-09,15.4213
2022-03-10,15.4213
2022-03-11,15.4213
2022-03-12,15.4213
2022-03-13,15.4213
2022-03-14,15.4213
2022-03-15,15.4213
2022-03-16,15.4213
2022-03-17,15.4213
2022-03-18,15.4213
2022-03-19,15.4213
2022-03-20,15.4213
2022-03-21,15.4213
2022-03-22,15.4213
2022-03-23,15.4213
2022-03-24,15.4213
2022-03-25,15.4213
2022-03-26,15.4213
2022-03-27,15.4213
2022-03-28,15.4213
2022-03-29,15.4213
2022-03-30,15.4213
2022-03-31,16.4303
2022-04-01,16.4303
2022-04-02,16.4303
2022-04-03,16.4303
2022-04-04,16.4303
2022-04-05,16.4303
2022-04-06,16.4303
2022-04-07,16.4303
2022-04-08,16.4303
2022-04-09,16.4303
2022-04-10,16.4303
2022-04-11,16.4303
2022-04-12,16.4303
2022-04-13,16.4303
2022-04-14,16.4303
2022-04-15,16.4303
2022-04-16,16.4303
2022-04-17,16.4303
2022-04-18,16.4303
2022-04-19,16.4303
2022-04-20,16.4303
2022-04-21,16.4303
2022-04-22,16.4303
2022-04-23,16.4303
2022-04-24,16.4303
2022-04-25,16.4303
2022-04-26,16.4303
2022-04-27,16.4303
2022-04-28,16.4303
2022-04-29,16.4303
2022-04-30,16.4303
2022-05-01,16.4303
2022-05-02,16.4303
2022-05-03,16.4303
2022-05-04,16.4303
2022-05-05,16.4303
2022-05-06,16.4303
2022-05-07,16.4303
2022-05-08,16.4303
2022-05-09,16.4303
2022-05-10,16.4303
2022-05-11,16.4303
2022-05-12,16.4303
2022-05-13,16.4303
2022-05-14,16.4303
2022-05-15,16.4303
2022-05-16,16.4303
2022-05-17,16.4303
2022-05-18,16.4303
2022-05-19,16.4303
2022-05-20,16.4303
2022-05-21,16.4303
2022-05-22,16.4303
2022-05-23,16.4303
2022-05-24,16.4303
2022-05-25,16.4303
2022-05-26,16.4303
2022-05-27,16.4303
2022-05-28,16.4303
2022-05-29,16.4303
2022-05-30,16.4303
2022-05-31,16.4303
2022-06-01,16.4303
2022-06-02,16.4303
2022-06-03,16.4303
2022-06-04,16.4303
2022-06-05,16.4303
2022-06-06,16.4303
2022-06-07,16.4303
2022-06-08,16.4303
2022-06-09,16.4303
2022-06-10,16.4303
2022-06-11,16.4303
2022-06-12,16.4303
2022-06-13,16.4303
2022-06-14,16.4303
2022-06-15,16.4303
2022-06-16,16.4303
2022-06-17,16.4303
2022-06-18,16.4303
2022-06-19,16.4303
2022-06-20,16.4303
2022-06-21,16.4303
2022-06-22,16.4303
2022-06-23,16.4303
2022-06-24,16.4303
2022-06-25,16.4303
2022-06-26,16.4303
2022-06-27,16.4303
2022-06-28,16.4303
2022-06-29,16.4303
2022-06-30,15.2739
2022-07-01,15.2739
2022-07-02,15.2739
2022-07-03,15.2739
2022-07-04,15.2739
2022-07-05,15.2739
2022-07-06,15.2739
2022-07-07,15.2739
2022-07-08,15.2739
2022-07-09,15.2739
2022-07-10,15.2739
2022-07-11,15.2739
2022-07-12,15.2739
2022-07-13,15.2739
2022-07-14,15.2739
2022-07-15,15.2739
2022-07-16,15.2739
2022-07-17,15.2739
2022-07-18,15.2739
2022-07-19,15.2739
2022-07-20,15.2739
2022-07-21,15.2739
2022-07-22,15.2739
2022-07-23,15.2739
2022-07-24,15.2739
2022-07-25,15.2739
2022-07-26,15.2739
2022-07-27,15.2739
2022-07-28,15.2739
2022-07-29,15.2739
2022-07-30,15.2739
2022-07-31,15.2739
2022-08-01,15.2739
2022-08-02,15.2739
2022-08-03,15.2739
2022-08-04,15.2739
2022-08-05,15.2739
2022-08-06,15.2739
2022-08-07,15.2739
2022-08-08,15.2739
2022-08-09,15.2739
2022-08-10,15.2739
2022-08-11,15.2739
2022-08-12,15.2739
2022-08-13,15.2739
2022-08-14,15.2739
2022-08-15,15.2739
2022-08-16,15.2739
2022-08-17,15.2739
2022-08-18,15.2739
2022-08-19,15.2739
2022-08-20,15.2739
2022-08-21,15.2739
2022-08-22,15.2739
2022-08-23,15.2739
2022-08-24,15.2739
2022-08-25,15.2739
2022-08-26,15.2739
2022-08-27,15.2739
2022-08-28,15.2739
2022-08-29,15.2739
2022-08-30,15.2739
2022-08-31,15.2739
2022-09-01,15.2739
2022-09-02,15.2739
2022-09-03,15.2739
2022-09-04,15.2739
2022-09-05,15.2739
2022-09-06,15.2739
2022-09-07,15.2739
2022-09-08,15.2739
2022-09-09,15.2739
2022-09-10,15.2739
2022-09-11,15.2739
2022-09-12,15.2739
2022-09-13,15.2739
2022-09-14,15.2739
2022-09-15,15.2739
2022-09-16,15.2739
2022-09-17,15.2739
2022-09-18,15.2739
2022-09-19,15.2739
2022-09-20,15.2739
2022-09-21,15.2739
2022-09-22,15.2739
2022-09-23,15.2739
2022-09-24,15.2739
2022-09-25,15.2739
2022-09-26,15.2739
2022-09-27,15.2739
2022-09-28,15.2739
2022-09-29,15.2739
2022-09-30,16.1004
2022-10-01,16.1004
2022-10-02,16.1004
2022-10-03,16.1004
2022-10-04,16.1004
2022-10-05,16.1004
2022-10-06,16.1004
2022-10-07,16.1004
2022-10-08,16.1004
2022-10-09,16.1004
2022-10-10,16.1004
2022-10-11,16.1004
2022-10-12,16.1004
2022-10-13,16.1004
2022-10-14,16.1004
2022-10-15,16.1004
2022-10-16,16.1004
2022-10-17,16.1004
2022-10-18,16.1004
2022-10-19,16.1004
2022-10-20,16.1004
2022-10-21,16.1004
2022-10-22,16.1004
2022-10-23,16.1004
2022-10-24,16.1004
2022-10-25,16.1004
2022-10-26,16.1004
2022-10-27,16.1004
2022-10-28,16.1004
2022-10-29,16.1004
2022-10-30,16.1004
2022-10-31,16.1004
2022-11-01,16.1004
2022-11-02,16.1004
2022-11-03,16.1004
2022-11-04,16.1004
2022-11-05,16.1004
2022-11-06,16.1004
2022-11-07,16.1004
2022-11-08,16.1004
2022-11-09,16.1004
2022-11-10,16.1004
2022-11-11,16.1004
2022-11-12,16.1004
2022-11-13,16.1004
2022-11-14,16.1004
2022-11-15,16.1004
2022-11-16,16.1004
2022-11-17,16.1004
2022-11-18,16.1004
2022-11-19,16.1004
2022-11-20,16.1004
2022-11-21,16.1004
2022-11-22,16.1004
2022-11-23,16.1004
2022-11-24,16.1004
2022-11-25,16.1004
2022-11-26,16.1004
2022-11-27,16.1004
2022-11-28,16.1004
2022-11-29,16.1004
2022-11-30,16.1004
2022-12-01,16.1004
2022-12-02,16.1004
2022-12-03,16.1004
2022-12-04,16.1004
2022-12-05,16.1004
2022-12-06,16.1004
2022-12-07,16.1004
2022-12-08,16.1004
2022-12-09,16.1004
2022-12-10,16.1004
2022-12-11,16.1004
2022-12-12,16.1004
2022-12-13,16.1004
2022-12-14,16.1004
2022-12-15,16.1004
2022-12-16,16.1004
2022-12-17,16.1004
2022-12-18,16.1004
2022-12-19,16.1004
2022-12-20,16.1004
2022-12-21,16.1004
2022-12-22,16.1004
2022-12-23,16.1004
2022-12-24,16.1004
2022-12-25,16.1004
2022-12-26,16.1004
2022-12-27,16.1004
2022-12-28,16.1004
2022-12-29,16.1004
2022-12-30,16.1004
2022-12-31,16.4751
2023-01-01,16.4751
2023-01-02,16.4751
2023-01-03,16.4751
2023-01-04,16.4751
2023-01-05,16.4751
2023-01-06,16.4751
2023-01-07,16.4751
2023-01-08,16.4751
2023-01-09,16.4751
2023-01-10,16.4751
2023-01-11,16.4751
2023-01-12,16.4751
2023-01-13,16.4751
2023-01-14,16.4751
2023-01-15,16.4751
2023-01-16,16.4751
2023-01-17,16.4751
2023-01-18,16.4751
2023-01-19,16.4751
2023-01-20,16.4751
2023-01-21,16.4751
2023-01-22,16.4751
2023-01-23,16.4751
2023-01-24,16.4751
2023-01-25,16.4751
2023-01-26,16.4751
2023-01-27,16.4751
2023-01-28,16.4751
2023-01-29,16.4751
2023-01-30,16.4751
2023-01-31,16.4751
2023-02-01,16.4751
2023-02-02,16.4751
2023-02-03,16.4751
2023-02-04,16.4751
2023-02-05,16.4751
2023-02-06,16.4751
2023-02-07,16.4751
2023-02-08,16.4751
2023-02-09,16.4751
2023-02-10,16.4751
2023-02-11,16.4751
2023-02-12,16.4751
2023-02-13,16.4751
2023-02-14,16.4751
2023-02-15,16.4751
2023-02-16,16.4751
2023-02-17,16.4751
2023-02-18,16.4751
2023-02-19,16.4751
2023-02-20,16.4751
2023-02-21,16.4751
2023-02-22,16.4751
2023-02-23,16.4751
2023-02-24,16.4751
2023-02-25,16.4751
2023-02-26,16.4751
2023-02-27,16.4751
2023-02-28,16.4751
2023-03-01,16.4751
2023-03-02,16.4751
2023-03-03,16.4751
2023-03-04,16.4751
2023-03-05,16.4751
2023-03-06,16.4751
2023-03-07,16.4751
2023-03-08,16.4751
2023-03-09,16.4751
2023-03-10,16.4751
2023-03-11,16.4751
2023-03-12,16.4751
2023-03-13,16.4751
2023-03-14,16.4751
2023-03-15,16.4751
2023-03-16,16.4751
