,LEN/B US Equity
2020-04-09,12.8707
2020-04-10,12.8707
2020-04-11,12.8707
2020-04-12,12.8707
2020-04-13,12.8707
2020-04-14,12.8707
2020-04-15,12.8707
2020-04-16,12.8707
2020-04-17,12.8707
2020-04-18,12.8707
2020-04-19,12.8707
2020-04-20,12.8707
2020-04-21,12.8707
2020-04-22,12.8707
2020-04-23,12.8707
2020-04-24,12.8707
2020-04-25,12.8707
2020-04-26,12.8707
2020-04-27,12.8707
2020-04-28,12.8707
2020-04-29,12.8707
2020-04-30,12.8707
2020-05-01,12.8707
2020-05-02,12.8707
2020-05-03,12.8707
2020-05-04,12.8707
2020-05-05,12.8707
2020-05-06,12.8707
2020-05-07,12.8707
2020-05-08,12.8707
2020-05-09,12.8707
2020-05-10,12.8707
2020-05-11,12.8707
2020-05-12,12.8707
2020-05-13,12.8707
2020-05-14,12.8707
2020-05-15,12.8707
2020-05-16,12.8707
2020-05-17,12.8707
2020-05-18,12.8707
2020-05-19,12.8707
2020-05-20,12.8707
2020-05-21,12.8707
2020-05-22,12.8707
2020-05-23,12.8707
2020-05-24,12.8707
2020-05-25,12.8707
2020-05-26,12.8707
2020-05-27,12.8707
2020-05-28,12.8707
2020-05-29,12.8707
2020-05-30,12.8707
2020-05-31,13.1027
2020-06-01,13.1027
2020-06-02,13.1027
2020-06-03,13.1027
2020-06-04,13.1027
2020-06-05,13.1027
2020-06-06,13.1027
2020-06-07,13.1027
2020-06-08,13.1027
2020-06-09,13.1027
2020-06-10,13.1027
2020-06-11,13.1027
2020-06-12,13.1027
2020-06-13,13.1027
2020-06-14,13.1027
2020-06-15,13.1027
2020-06-16,13.1027
2020-06-17,13.1027
2020-06-18,13.1027
2020-06-19,13.1027
2020-06-20,13.1027
2020-06-21,13.1027
2020-06-22,13.1027
2020-06-23,13.1027
2020-06-24,13.1027
2020-06-25,13.1027
2020-06-26,13.1027
2020-06-27,13.1027
2020-06-28,13.1027
2020-06-29,13.1027
2020-06-30,13.1027
2020-07-01,13.1027
2020-07-02,13.1027
2020-07-03,13.1027
2020-07-04,13.1027
2020-07-05,13.1027
2020-07-06,13.1027
2020-07-07,13.1027
2020-07-08,13.1027
2020-07-09,13.1027
2020-07-10,13.1027
2020-07-11,13.1027
2020-07-12,13.1027
2020-07-13,13.1027
2020-07-14,13.1027
2020-07-15,13.1027
2020-07-16,13.1027
2020-07-17,13.1027
2020-07-18,13.1027
2020-07-19,13.1027
2020-07-20,13.1027
2020-07-21,13.1027
2020-07-22,13.1027
2020-07-23,13.1027
2020-07-24,13.1027
2020-07-25,13.1027
2020-07-26,13.1027
2020-07-27,13.1027
2020-07-28,13.1027
2020-07-29,13.1027
2020-07-30,13.1027
2020-07-31,13.1027
2020-08-01,13.1027
2020-08-02,13.1027
2020-08-03,13.1027
2020-08-04,13.1027
2020-08-05,13.1027
2020-08-06,13.1027
2020-08-07,13.1027
2020-08-08,13.1027
2020-08-09,13.1027
2020-08-10,13.1027
2020-08-11,13.1027
2020-08-12,13.1027
2020-08-13,13.1027
2020-08-14,13.1027
2020-08-15,13.1027
2020-08-16,13.1027
2020-08-17,13.1027
2020-08-18,13.1027
2020-08-19,13.1027
2020-08-20,13.1027
2020-08-21,13.1027
2020-08-22,13.1027
2020-08-23,13.1027
2020-08-24,13.1027
2020-08-25,13.1027
2020-08-26,13.1027
2020-08-27,13.1027
2020-08-28,13.1027
2020-08-29,13.1027
2020-08-30,13.1027
2020-08-31,13.6712
2020-09-01,13.6712
2020-09-02,13.6712
2020-09-03,13.6712
2020-09-04,13.6712
2020-09-05,13.6712
2020-09-06,13.6712
2020-09-07,13.6712
2020-09-08,13.6712
2020-09-09,13.6712
2020-09-10,13.6712
2020-09-11,13.6712
2020-09-12,13.6712
2020-09-13,13.6712
2020-09-14,13.6712
2020-09-15,13.6712
2020-09-16,13.6712
2020-09-17,13.6712
2020-09-18,13.6712
2020-09-19,13.6712
2020-09-20,13.6712
2020-09-21,13.6712
2020-09-22,13.6712
2020-09-23,13.6712
2020-09-24,13.6712
2020-09-25,13.6712
2020-09-26,13.6712
2020-09-27,13.6712
2020-09-28,13.6712
2020-09-29,13.6712
2020-09-30,13.6712
2020-10-01,13.6712
2020-10-02,13.6712
2020-10-03,13.6712
2020-10-04,13.6712
2020-10-05,13.6712
2020-10-06,13.6712
2020-10-07,13.6712
2020-10-08,13.6712
2020-10-09,13.6712
2020-10-10,13.6712
2020-10-11,13.6712
2020-10-12,13.6712
2020-10-13,13.6712
2020-10-14,13.6712
2020-10-15,13.6712
2020-10-16,13.6712
2020-10-17,13.6712
2020-10-18,13.6712
2020-10-19,13.6712
2020-10-20,13.6712
2020-10-21,13.6712
2020-10-22,13.6712
2020-10-23,13.6712
2020-10-24,13.6712
2020-10-25,13.6712
2020-10-26,13.6712
2020-10-27,13.6712
2020-10-28,13.6712
2020-10-29,13.6712
2020-10-30,13.6712
2020-10-31,13.6712
2020-11-01,13.6712
2020-11-02,13.6712
2020-11-03,13.6712
2020-11-04,13.6712
2020-11-05,13.6712
2020-11-06,13.6712
2020-11-07,13.6712
2020-11-08,13.6712
2020-11-09,13.6712
2020-11-10,13.6712
2020-11-11,13.6712
2020-11-12,13.6712
2020-11-13,13.6712
2020-11-14,13.6712
2020-11-15,13.6712
2020-11-16,13.6712
2020-11-17,13.6712
2020-11-18,13.6712
2020-11-19,13.6712
2020-11-20,13.6712
2020-11-21,13.6712
2020-11-22,13.6712
2020-11-23,13.6712
2020-11-24,13.6712
2020-11-25,13.6712
2020-11-26,13.6712
2020-11-27,13.6712
2020-11-28,13.6712
2020-11-29,13.6712
2020-11-30,14.3155
2020-12-01,14.3155
2020-12-02,14.3155
2020-12-03,14.3155
2020-12-04,14.3155
2020-12-05,14.3155
2020-12-06,14.3155
2020-12-07,14.3155
2020-12-08,14.3155
2020-12-09,14.3155
2020-12-10,14.3155
2020-12-11,14.3155
2020-12-12,14.3155
2020-12-13,14.3155
2020-12-14,14.3155
2020-12-15,14.3155
2020-12-16,14.3155
2020-12-17,14.3155
2020-12-18,14.3155
2020-12-19,14.3155
2020-12-20,14.3155
2020-12-21,14.3155
2020-12-22,14.3155
2020-12-23,14.3155
2020-12-24,14.3155
2020-12-25,14.3155
2020-12-26,14.3155
2020-12-27,14.3155
2020-12-28,14.3155
2020-12-29,14.3155
2020-12-30,14.3155
2020-12-31,14.3155
2021-01-01,14.3155
2021-01-02,14.3155
2021-01-03,14.3155
2021-01-04,14.3155
2021-01-05,14.3155
2021-01-06,14.3155
2021-01-07,14.3155
2021-01-08,14.3155
2021-01-09,14.3155
2021-01-10,14.3155
2021-01-11,14.3155
2021-01-12,14.3155
2021-01-13,14.3155
2021-01-14,14.3155
2021-01-15,14.3155
2021-01-16,14.3155
2021-01-17,14.3155
2021-01-18,14.3155
2021-01-19,14.3155
2021-01-20,14.3155
2021-01-21,14.3155
2021-01-22,14.3155
2021-01-23,14.3155
2021-01-24,14.3155
2021-01-25,14.3155
2021-01-26,14.3155
2021-01-27,14.3155
2021-01-28,14.3155
2021-01-29,14.3155
2021-01-30,14.3155
2021-01-31,14.3155
2021-02-01,14.3155
2021-02-02,14.3155
2021-02-03,14.3155
2021-02-04,14.3155
2021-02-05,14.3155
2021-02-06,14.3155
2021-02-07,14.3155
2021-02-08,14.3155
2021-02-09,14.3155
2021-02-10,14.3155
2021-02-11,14.3155
2021-02-12,14.3155
2021-02-13,14.3155
2021-02-14,14.3155
2021-02-15,14.3155
2021-02-16,14.3155
2021-02-17,14.3155
2021-02-18,14.3155
2021-02-19,14.3155
2021-02-20,14.3155
2021-02-21,14.3155
2021-02-22,14.3155
2021-02-23,14.3155
2021-02-24,14.3155
2021-02-25,14.3155
2021-02-26,14.3155
2021-02-27,14.3155
2021-02-28,17.3103
2021-03-01,17.3103
2021-03-02,17.3103
2021-03-03,17.3103
2021-03-04,17.3103
2021-03-05,17.3103
2021-03-06,17.3103
2021-03-07,17.3103
2021-03-08,17.3103
2021-03-09,17.3103
2021-03-10,17.3103
2021-03-11,17.3103
2021-03-12,17.3103
2021-03-13,17.3103
2021-03-14,17.3103
2021-03-15,17.3103
2021-03-16,17.3103
2021-03-17,17.3103
2021-03-18,17.3103
2021-03-19,17.3103
2021-03-20,17.3103
2021-03-21,17.3103
2021-03-22,17.3103
2021-03-23,17.3103
2021-03-24,17.3103
2021-03-25,17.3103
2021-03-26,17.3103
2021-03-27,17.3103
2021-03-28,17.3103
2021-03-29,17.3103
2021-03-30,17.3103
2021-03-31,17.3103
2021-04-01,17.3103
2021-04-02,17.3103
2021-04-03,17.3103
2021-04-04,17.3103
2021-04-05,17.3103
2021-04-06,17.3103
2021-04-07,17.3103
2021-04-08,17.3103
2021-04-09,17.3103
2021-04-10,17.3103
2021-04-11,17.3103
2021-04-12,17.3103
2021-04-13,17.3103
2021-04-14,17.3103
2021-04-15,17.3103
2021-04-16,17.3103
2021-04-17,17.3103
2021-04-18,17.3103
2021-04-19,17.3103
2021-04-20,17.3103
2021-04-21,17.3103
2021-04-22,17.3103
2021-04-23,17.3103
2021-04-24,17.3103
2021-04-25,17.3103
2021-04-26,17.3103
2021-04-27,17.3103
2021-04-28,17.3103
2021-04-29,17.3103
2021-04-30,17.3103
2021-05-01,17.3103
2021-05-02,17.3103
2021-05-03,17.3103
2021-05-04,17.3103
2021-05-05,17.3103
2021-05-06,17.3103
2021-05-07,17.3103
2021-05-08,17.3103
2021-05-09,17.3103
2021-05-10,17.3103
2021-05-11,17.3103
2021-05-12,17.3103
2021-05-13,17.3103
2021-05-14,17.3103
2021-05-15,17.3103
2021-05-16,17.3103
2021-05-17,17.3103
2021-05-18,17.3103
2021-05-19,17.3103
2021-05-20,17.3103
2021-05-21,17.3103
2021-05-22,17.3103
2021-05-23,17.3103
2021-05-24,17.3103
2021-05-25,17.3103
2021-05-26,17.3103
2021-05-27,17.3103
2021-05-28,17.3103
2021-05-29,17.3103
2021-05-30,17.3103
2021-05-31,18.4761
2021-06-01,18.4761
2021-06-02,18.4761
2021-06-03,18.4761
2021-06-04,18.4761
2021-06-05,18.4761
2021-06-06,18.4761
2021-06-07,18.4761
2021-06-08,18.4761
2021-06-09,18.4761
2021-06-10,18.4761
2021-06-11,18.4761
2021-06-12,18.4761
2021-06-13,18.4761
2021-06-14,18.4761
2021-06-15,18.4761
2021-06-16,18.4761
2021-06-17,18.4761
2021-06-18,18.4761
2021-06-19,18.4761
2021-06-20,18.4761
2021-06-21,18.4761
2021-06-22,18.4761
2021-06-23,18.4761
2021-06-24,18.4761
2021-06-25,18.4761
2021-06-26,18.4761
2021-06-27,18.4761
2021-06-28,18.4761
2021-06-29,18.4761
2021-06-30,18.4761
2021-07-01,18.4761
2021-07-02,18.4761
2021-07-03,18.4761
2021-07-04,18.4761
2021-07-05,18.4761
2021-07-06,18.4761
2021-07-07,18.4761
2021-07-08,18.4761
2021-07-09,18.4761
2021-07-10,18.4761
2021-07-11,18.4761
2021-07-12,18.4761
2021-07-13,18.4761
2021-07-14,18.4761
2021-07-15,18.4761
2021-07-16,18.4761
2021-07-17,18.4761
2021-07-18,18.4761
2021-07-19,18.4761
2021-07-20,18.4761
2021-07-21,18.4761
2021-07-22,18.4761
2021-07-23,18.4761
2021-07-24,18.4761
2021-07-25,18.4761
2021-07-26,18.4761
2021-07-27,18.4761
2021-07-28,18.4761
2021-07-29,18.4761
2021-07-30,18.4761
2021-07-31,18.4761
2021-08-01,18.4761
2021-08-02,18.4761
2021-08-03,18.4761
2021-08-04,18.4761
2021-08-05,18.4761
2021-08-06,18.4761
2021-08-07,18.4761
2021-08-08,18.4761
2021-08-09,18.4761
2021-08-10,18.4761
2021-08-11,18.4761
2021-08-12,18.4761
2021-08-13,18.4761
2021-08-14,18.4761
2021-08-15,18.4761
2021-08-16,18.4761
2021-08-17,18.4761
2021-08-18,18.4761
2021-08-19,18.4761
2021-08-20,18.4761
2021-08-21,18.4761
2021-08-22,18.4761
2021-08-23,18.4761
2021-08-24,18.4761
2021-08-25,18.4761
2021-08-26,18.4761
2021-08-27,18.4761
2021-08-28,18.4761
2021-08-29,18.4761
2021-08-30,18.4761
2021-08-31,21.5315
2021-09-01,21.5315
2021-09-02,21.5315
2021-09-03,21.5315
2021-09-04,21.5315
2021-09-05,21.5315
2021-09-06,21.5315
2021-09-07,21.5315
2021-09-08,21.5315
2021-09-09,21.5315
2021-09-10,21.5315
2021-09-11,21.5315
2021-09-12,21.5315
2021-09-13,21.5315
2021-09-14,21.5315
2021-09-15,21.5315
2021-09-16,21.5315
2021-09-17,21.5315
2021-09-18,21.5315
2021-09-19,21.5315
2021-09-20,21.5315
2021-09-21,21.5315
2021-09-22,21.5315
2021-09-23,21.5315
2021-09-24,21.5315
2021-09-25,21.5315
2021-09-26,21.5315
2021-09-27,21.5315
2021-09-28,21.5315
2021-09-29,21.5315
2021-09-30,21.5315
2021-10-01,21.5315
2021-10-02,21.5315
2021-10-03,21.5315
2021-10-04,21.5315
2021-10-05,21.5315
2021-10-06,21.5315
2021-10-07,21.5315
2021-10-08,21.5315
2021-10-09,21.5315
2021-10-10,21.5315
2021-10-11,21.5315
2021-10-12,21.5315
2021-10-13,21.5315
2021-10-14,21.5315
2021-10-15,21.5315
2021-10-16,21.5315
2021-10-17,21.5315
2021-10-18,21.5315
2021-10-19,21.5315
2021-10-20,21.5315
2021-10-21,21.5315
2021-10-22,21.5315
2021-10-23,21.5315
2021-10-24,21.5315
2021-10-25,21.5315
2021-10-26,21.5315
2021-10-27,21.5315
2021-10-28,21.5315
2021-10-29,21.5315
2021-10-30,21.5315
2021-10-31,21.5315
2021-11-01,21.5315
2021-11-02,21.5315
2021-11-03,21.5315
2021-11-04,21.5315
2021-11-05,21.5315
2021-11-06,21.5315
2021-11-07,21.5315
2021-11-08,21.5315
2021-11-09,21.5315
2021-11-10,21.5315
2021-11-11,21.5315
2021-11-12,21.5315
2021-11-13,21.5315
2021-11-14,21.5315
2021-11-15,21.5315
2021-11-16,21.5315
2021-11-17,21.5315
2021-11-18,21.5315
2021-11-19,21.5315
2021-11-20,21.5315
2021-11-21,21.5315
2021-11-22,21.5315
2021-11-23,21.5315
2021-11-24,21.5315
2021-11-25,21.5315
2021-11-26,21.5315
2021-11-27,21.5315
2021-11-28,21.5315
2021-11-29,21.5315
2021-11-30,22.5559
2021-12-01,22.5559
2021-12-02,22.5559
2021-12-03,22.5559
2021-12-04,22.5559
2021-12-05,22.5559
2021-12-06,22.5559
2021-12-07,22.5559
2021-12-08,22.5559
2021-12-09,22.5559
2021-12-10,22.5559
2021-12-11,22.5559
2021-12-12,22.5559
2021-12-13,22.5559
2021-12-14,22.5559
2021-12-15,22.5559
2021-12-16,22.5559
2021-12-17,22.5559
2021-12-18,22.5559
2021-12-19,22.5559
2021-12-20,22.5559
2021-12-21,22.5559
2021-12-22,22.5559
2021-12-23,22.5559
2021-12-24,22.5559
2021-12-25,22.5559
2021-12-26,22.5559
2021-12-27,22.5559
2021-12-28,22.5559
2021-12-29,22.5559
2021-12-30,22.5559
2021-12-31,22.5559
2022-01-01,22.5559
2022-01-02,22.5559
2022-01-03,22.5559
2022-01-04,22.5559
2022-01-05,22.5559
2022-01-06,22.5559
2022-01-07,22.5559
2022-01-08,22.5559
2022-01-09,22.5559
2022-01-10,22.5559
2022-01-11,22.5559
2022-01-12,22.5559
2022-01-13,22.5559
2022-01-14,22.5559
2022-01-15,22.5559
2022-01-16,22.5559
2022-01-17,22.5559
2022-01-18,22.5559
2022-01-19,22.5559
2022-01-20,22.5559
2022-01-21,22.5559
2022-01-22,22.5559
2022-01-23,22.5559
2022-01-24,22.5559
2022-01-25,22.5559
2022-01-26,22.5559
2022-01-27,22.5559
2022-01-28,22.5559
2022-01-29,22.5559
2022-01-30,22.5559
2022-01-31,22.5559
2022-02-01,22.5559
2022-02-02,22.5559
2022-02-03,22.5559
2022-02-04,22.5559
2022-02-05,22.5559
2022-02-06,22.5559
2022-02-07,22.5559
2022-02-08,22.5559
2022-02-09,22.5559
2022-02-10,22.5559
2022-02-11,22.5559
2022-02-12,22.5559
2022-02-13,22.5559
2022-02-14,22.5559
2022-02-15,22.5559
2022-02-16,22.5559
2022-02-17,22.5559
2022-02-18,22.5559
2022-02-19,22.5559
2022-02-20,22.5559
2022-02-21,22.5559
2022-02-22,22.5559
2022-02-23,22.5559
2022-02-24,22.5559
2022-02-25,22.5559
2022-02-26,22.5559
2022-02-27,22.5559
2022-02-28,19.6335
2022-03-01,19.6335
2022-03-02,19.6335
2022-03-03,19.6335
2022-03-04,19.6335
2022-03-05,19.6335
2022-03-06,19.6335
2022-03-07,19.6335
2022-03-08,19.6335
2022-03-09,19.6335
2022-03-10,19.6335
2022-03-11,19.6335
2022-03-12,19.6335
2022-03-13,19.6335
2022-03-14,19.6335
2022-03-15,19.6335
2022-03-16,19.6335
2022-03-17,19.6335
2022-03-18,19.6335
2022-03-19,19.6335
2022-03-20,19.6335
2022-03-21,19.6335
2022-03-22,19.6335
2022-03-23,19.6335
2022-03-24,19.6335
2022-03-25,19.6335
2022-03-26,19.6335
2022-03-27,19.6335
2022-03-28,19.6335
2022-03-29,19.6335
2022-03-30,19.6335
2022-03-31,19.6335
2022-04-01,19.6335
2022-04-02,19.6335
2022-04-03,19.6335
2022-04-04,19.6335
2022-04-05,19.6335
2022-04-06,19.6335
2022-04-07,19.6335
2022-04-08,19.6335
2022-04-09,19.6335
2022-04-10,19.6335
2022-04-11,19.6335
2022-04-12,19.6335
2022-04-13,19.6335
2022-04-14,19.6335
2022-04-15,19.6335
2022-04-16,19.6335
2022-04-17,19.6335
2022-04-18,19.6335
2022-04-19,19.6335
2022-04-20,19.6335
2022-04-21,19.6335
2022-04-22,19.6335
2022-04-23,19.6335
2022-04-24,19.6335
2022-04-25,19.6335
2022-04-26,19.6335
2022-04-27,19.6335
2022-04-28,19.6335
2022-04-29,19.6335
2022-04-30,19.6335
2022-05-01,19.6335
2022-05-02,19.6335
2022-05-03,19.6335
2022-05-04,19.6335
2022-05-05,19.6335
2022-05-06,19.6335
2022-05-07,19.6335
2022-05-08,19.6335
2022-05-09,19.6335
2022-05-10,19.6335
2022-05-11,19.6335
2022-05-12,19.6335
2022-05-13,19.6335
2022-05-14,19.6335
2022-05-15,19.6335
2022-05-16,19.6335
2022-05-17,19.6335
2022-05-18,19.6335
2022-05-19,19.6335
2022-05-20,19.6335
2022-05-21,19.6335
2022-05-22,19.6335
2022-05-23,19.6335
2022-05-24,19.6335
2022-05-25,19.6335
2022-05-26,19.6335
2022-05-27,19.6335
2022-05-28,19.6335
2022-05-29,19.6335
2022-05-30,19.6335
2022-05-31,21.2176
2022-06-01,21.2176
2022-06-02,21.2176
2022-06-03,21.2176
2022-06-04,21.2176
2022-06-05,21.2176
2022-06-06,21.2176
2022-06-07,21.2176
2022-06-08,21.2176
2022-06-09,21.2176
2022-06-10,21.2176
2022-06-11,21.2176
2022-06-12,21.2176
2022-06-13,21.2176
2022-06-14,21.2176
2022-06-15,21.2176
2022-06-16,21.2176
2022-06-17,21.2176
2022-06-18,21.2176
2022-06-19,21.2176
2022-06-20,21.2176
2022-06-21,21.2176
2022-06-22,21.2176
2022-06-23,21.2176
2022-06-24,21.2176
2022-06-25,21.2176
2022-06-26,21.2176
2022-06-27,21.2176
2022-06-28,21.2176
2022-06-29,21.2176
2022-06-30,21.2176
2022-07-01,21.2176
2022-07-02,21.2176
2022-07-03,21.2176
2022-07-04,21.2176
2022-07-05,21.2176
2022-07-06,21.2176
2022-07-07,21.2176
2022-07-08,21.2176
2022-07-09,21.2176
2022-07-10,21.2176
2022-07-11,21.2176
2022-07-12,21.2176
2022-07-13,21.2176
2022-07-14,21.2176
2022-07-15,21.2176
2022-07-16,21.2176
2022-07-17,21.2176
2022-07-18,21.2176
2022-07-19,21.2176
2022-07-20,21.2176
2022-07-21,21.2176
2022-07-22,21.2176
2022-07-23,21.2176
2022-07-24,21.2176
2022-07-25,21.2176
2022-07-26,21.2176
2022-07-27,21.2176
2022-07-28,21.2176
2022-07-29,21.2176
2022-07-30,21.2176
2022-07-31,21.2176
2022-08-01,21.2176
2022-08-02,21.2176
2022-08-03,21.2176
2022-08-04,21.2176
2022-08-05,21.2176
2022-08-06,21.2176
2022-08-07,21.2176
2022-08-08,21.2176
2022-08-09,21.2176
2022-08-10,21.2176
2022-08-11,21.2176
2022-08-12,21.2176
2022-08-13,21.2176
2022-08-14,21.2176
2022-08-15,21.2176
2022-08-16,21.2176
2022-08-17,21.2176
2022-08-18,21.2176
2022-08-19,21.2176
2022-08-20,21.2176
2022-08-21,21.2176
2022-08-22,21.2176
2022-08-23,21.2176
2022-08-24,21.2176
2022-08-25,21.2176
2022-08-26,21.2176
2022-08-27,21.2176
2022-08-28,21.2176
2022-08-29,21.2176
2022-08-30,21.2176
2022-08-31,20.3061
2022-09-01,20.3061
2022-09-02,20.3061
2022-09-03,20.3061
2022-09-04,20.3061
2022-09-05,20.3061
2022-09-06,20.3061
2022-09-07,20.3061
2022-09-08,20.3061
2022-09-09,20.3061
2022-09-10,20.3061
2022-09-11,20.3061
2022-09-12,20.3061
2022-09-13,20.3061
2022-09-14,20.3061
2022-09-15,20.3061
2022-09-16,20.3061
2022-09-17,20.3061
2022-09-18,20.3061
2022-09-19,20.3061
2022-09-20,20.3061
2022-09-21,20.3061
2022-09-22,20.3061
2022-09-23,20.3061
2022-09-24,20.3061
2022-09-25,20.3061
2022-09-26,20.3061
2022-09-27,20.3061
2022-09-28,20.3061
2022-09-29,20.3061
2022-09-30,20.3061
2022-10-01,20.3061
2022-10-02,20.3061
2022-10-03,20.3061
2022-10-04,20.3061
2022-10-05,20.3061
2022-10-06,20.3061
2022-10-07,20.3061
2022-10-08,20.3061
2022-10-09,20.3061
2022-10-10,20.3061
2022-10-11,20.3061
2022-10-12,20.3061
2022-10-13,20.3061
2022-10-14,20.3061
2022-10-15,20.3061
2022-10-16,20.3061
2022-10-17,20.3061
2022-10-18,20.3061
2022-10-19,20.3061
2022-10-20,20.3061
2022-10-21,20.3061
2022-10-22,20.3061
2022-10-23,20.3061
2022-10-24,20.3061
2022-10-25,20.3061
2022-10-26,20.3061
2022-10-27,20.3061
2022-10-28,20.3061
2022-10-29,20.3061
2022-10-30,20.3061
2022-10-31,20.3061
2022-11-01,20.3061
2022-11-02,20.3061
2022-11-03,20.3061
2022-11-04,20.3061
2022-11-05,20.3061
2022-11-06,20.3061
2022-11-07,20.3061
2022-11-08,20.3061
2022-11-09,20.3061
2022-11-10,20.3061
2022-11-11,20.3061
2022-11-12,20.3061
2022-11-13,20.3061
2022-11-14,20.3061
2022-11-15,20.3061
2022-11-16,20.3061
2022-11-17,20.3061
2022-11-18,20.3061
2022-11-19,20.3061
2022-11-20,20.3061
2022-11-21,20.3061
2022-11-22,20.3061
2022-11-23,20.3061
2022-11-24,20.3061
2022-11-25,20.3061
2022-11-26,20.3061
2022-11-27,20.3061
2022-11-28,20.3061
2022-11-29,20.3061
2022-11-30,20.3056
2022-12-01,20.3056
2022-12-02,20.3056
2022-12-03,20.3056
2022-12-04,20.3056
2022-12-05,20.3056
2022-12-06,20.3056
2022-12-07,20.3056
2022-12-08,20.3056
2022-12-09,20.3056
2022-12-10,20.3056
2022-12-11,20.3056
2022-12-12,20.3056
2022-12-13,20.3056
2022-12-14,20.3056
2022-12-15,20.3056
2022-12-16,20.3056
2022-12-17,20.3056
2022-12-18,20.3056
2022-12-19,20.3056
2022-12-20,20.3056
2022-12-21,20.3056
2022-12-22,20.3056
2022-12-23,20.3056
2022-12-24,20.3056
2022-12-25,20.3056
2022-12-26,20.3056
2022-12-27,20.3056
2022-12-28,20.3056
2022-12-29,20.3056
2022-12-30,20.3056
2022-12-31,20.3056
2023-01-01,20.3056
2023-01-02,20.3056
2023-01-03,20.3056
2023-01-04,20.3056
2023-01-05,20.3056
2023-01-06,20.3056
2023-01-07,20.3056
2023-01-08,20.3056
2023-01-09,20.3056
2023-01-10,20.3056
2023-01-11,20.3056
2023-01-12,20.3056
2023-01-13,20.3056
2023-01-14,20.3056
2023-01-15,20.3056
2023-01-16,20.3056
2023-01-17,20.3056
2023-01-18,20.3056
2023-01-19,20.3056
2023-01-20,20.3056
2023-01-21,20.3056
2023-01-22,20.3056
2023-01-23,20.3056
2023-01-24,20.3056
2023-01-25,20.3056
2023-01-26,20.3056
2023-01-27,20.3056
2023-01-28,20.3056
2023-01-29,20.3056
2023-01-30,20.3056
2023-01-31,20.3056
2023-02-01,20.3056
2023-02-02,20.3056
2023-02-03,20.3056
2023-02-04,20.3056
2023-02-05,20.3056
2023-02-06,20.3056
2023-02-07,20.3056
2023-02-08,20.3056
2023-02-09,20.3056
2023-02-10,20.3056
2023-02-11,20.3056
2023-02-12,20.3056
2023-02-13,20.3056
2023-02-14,20.3056
2023-02-15,20.3056
2023-02-16,20.3056
2023-02-17,20.3056
2023-02-18,20.3056
2023-02-19,20.3056
2023-02-20,20.3056
2023-02-21,20.3056
2023-02-22,20.3056
2023-02-23,20.3056
2023-02-24,20.3056
2023-02-25,20.3056
2023-02-26,20.3056
2023-02-27,20.3056
2023-02-28,20.6343
2023-03-01,20.6343
2023-03-02,20.6343
2023-03-03,20.6343
2023-03-04,20.6343
2023-03-05,20.6343
2023-03-06,20.6343
2023-03-07,20.6343
2023-03-08,20.6343
