,ASIX US Equity
2020-04-01,7.1937
2020-04-02,7.1937
2020-04-03,7.1937
2020-04-04,7.1937
2020-04-05,7.1937
2020-04-06,7.1937
2020-04-07,7.1937
2020-04-08,7.1937
2020-04-09,7.1937
2020-04-10,7.1937
2020-04-11,7.1937
2020-04-12,7.1937
2020-04-13,7.1937
2020-04-14,7.1937
2020-04-15,7.1937
2020-04-16,7.1937
2020-04-17,7.1937
2020-04-18,7.1937
2020-04-19,7.1937
2020-04-20,7.1937
2020-04-21,7.1937
2020-04-22,7.1937
2020-04-23,7.1937
2020-04-24,7.1937
2020-04-25,7.1937
2020-04-26,7.1937
2020-04-27,7.1937
2020-04-28,7.1937
2020-04-29,7.1937
2020-04-30,7.1937
2020-05-01,7.1937
2020-05-02,7.1937
2020-05-03,7.1937
2020-05-04,7.1937
2020-05-05,7.1937
2020-05-06,7.1937
2020-05-07,7.1937
2020-05-08,7.1937
2020-05-09,7.1937
2020-05-10,7.1937
2020-05-11,7.1937
2020-05-12,7.1937
2020-05-13,7.1937
2020-05-14,7.1937
2020-05-15,7.1937
2020-05-16,7.1937
2020-05-17,7.1937
2020-05-18,7.1937
2020-05-19,7.1937
2020-05-20,7.1937
2020-05-21,7.1937
2020-05-22,7.1937
2020-05-23,7.1937
2020-05-24,7.1937
2020-05-25,7.1937
2020-05-26,7.1937
2020-05-27,7.1937
2020-05-28,7.1937
2020-05-29,7.1937
2020-05-30,7.1937
2020-05-31,7.1937
2020-06-01,7.1937
2020-06-02,7.1937
2020-06-03,7.1937
2020-06-04,7.1937
2020-06-05,7.1937
2020-06-06,7.1937
2020-06-07,7.1937
2020-06-08,7.1937
2020-06-09,7.1937
2020-06-10,7.1937
2020-06-11,7.1937
2020-06-12,7.1937
2020-06-13,7.1937
2020-06-14,7.1937
2020-06-15,7.1937
2020-06-16,7.1937
2020-06-17,7.1937
2020-06-18,7.1937
2020-06-19,7.1937
2020-06-20,7.1937
2020-06-21,7.1937
2020-06-22,7.1937
2020-06-23,7.1937
2020-06-24,7.1937
2020-06-25,7.1937
2020-06-26,7.1937
2020-06-27,7.1937
2020-06-28,7.1937
2020-06-29,7.1937
2020-06-30,6.1406
2020-07-01,6.1406
2020-07-02,6.1406
2020-07-03,6.1406
2020-07-04,6.1406
2020-07-05,6.1406
2020-07-06,6.1406
2020-07-07,6.1406
2020-07-08,6.1406
2020-07-09,6.1406
2020-07-10,6.1406
2020-07-11,6.1406
2020-07-12,6.1406
2020-07-13,6.1406
2020-07-14,6.1406
2020-07-15,6.1406
2020-07-16,6.1406
2020-07-17,6.1406
2020-07-18,6.1406
2020-07-19,6.1406
2020-07-20,6.1406
2020-07-21,6.1406
2020-07-22,6.1406
2020-07-23,6.1406
2020-07-24,6.1406
2020-07-25,6.1406
2020-07-26,6.1406
2020-07-27,6.1406
2020-07-28,6.1406
2020-07-29,6.1406
2020-07-30,6.1406
2020-07-31,6.1406
2020-08-01,6.1406
2020-08-02,6.1406
2020-08-03,6.1406
2020-08-04,6.1406
2020-08-05,6.1406
2020-08-06,6.1406
2020-08-07,6.1406
2020-08-08,6.1406
2020-08-09,6.1406
2020-08-10,6.1406
2020-08-11,6.1406
2020-08-12,6.1406
2020-08-13,6.1406
2020-08-14,6.1406
2020-08-15,6.1406
2020-08-16,6.1406
2020-08-17,6.1406
2020-08-18,6.1406
2020-08-19,6.1406
2020-08-20,6.1406
2020-08-21,6.1406
2020-08-22,6.1406
2020-08-23,6.1406
2020-08-24,6.1406
2020-08-25,6.1406
2020-08-26,6.1406
2020-08-27,6.1406
2020-08-28,6.1406
2020-08-29,6.1406
2020-08-30,6.1406
2020-08-31,6.1406
2020-09-01,6.1406
2020-09-02,6.1406
2020-09-03,6.1406
2020-09-04,6.1406
2020-09-05,6.1406
2020-09-06,6.1406
2020-09-07,6.1406
2020-09-08,6.1406
2020-09-09,6.1406
2020-09-10,6.1406
2020-09-11,6.1406
2020-09-12,6.1406
2020-09-13,6.1406
2020-09-14,6.1406
2020-09-15,6.1406
2020-09-16,6.1406
2020-09-17,6.1406
2020-09-18,6.1406
2020-09-19,6.1406
2020-09-20,6.1406
2020-09-21,6.1406
2020-09-22,6.1406
2020-09-23,6.1406
2020-09-24,6.1406
2020-09-25,6.1406
2020-09-26,6.1406
2020-09-27,6.1406
2020-09-28,6.1406
2020-09-29,6.1406
2020-09-30,4.1083
2020-10-01,4.1083
2020-10-02,4.1083
2020-10-03,4.1083
2020-10-04,4.1083
2020-10-05,4.1083
2020-10-06,4.1083
2020-10-07,4.1083
2020-10-08,4.1083
2020-10-09,4.1083
2020-10-10,4.1083
2020-10-11,4.1083
2020-10-12,4.1083
2020-10-13,4.1083
2020-10-14,4.1083
2020-10-15,4.1083
2020-10-16,4.1083
2020-10-17,4.1083
2020-10-18,4.1083
2020-10-19,4.1083
2020-10-20,4.1083
2020-10-21,4.1083
2020-10-22,4.1083
2020-10-23,4.1083
2020-10-24,4.1083
2020-10-25,4.1083
2020-10-26,4.1083
2020-10-27,4.1083
2020-10-28,4.1083
2020-10-29,4.1083
2020-10-30,4.1083
2020-10-31,4.1083
2020-11-01,4.1083
2020-11-02,4.1083
2020-11-03,4.1083
2020-11-04,4.1083
2020-11-05,4.1083
2020-11-06,4.1083
2020-11-07,4.1083
2020-11-08,4.1083
2020-11-09,4.1083
2020-11-10,4.1083
2020-11-11,4.1083
2020-11-12,4.1083
2020-11-13,4.1083
2020-11-14,4.1083
2020-11-15,4.1083
2020-11-16,4.1083
2020-11-17,4.1083
2020-11-18,4.1083
2020-11-19,4.1083
2020-11-20,4.1083
2020-11-21,4.1083
2020-11-22,4.1083
2020-11-23,4.1083
2020-11-24,4.1083
2020-11-25,4.1083
2020-11-26,4.1083
2020-11-27,4.1083
2020-11-28,4.1083
2020-11-29,4.1083
2020-11-30,4.1083
2020-12-01,4.1083
2020-12-02,4.1083
2020-12-03,4.1083
2020-12-04,4.1083
2020-12-05,4.1083
2020-12-06,4.1083
2020-12-07,4.1083
2020-12-08,4.1083
2020-12-09,4.1083
2020-12-10,4.1083
2020-12-11,4.1083
2020-12-12,4.1083
2020-12-13,4.1083
2020-12-14,4.1083
2020-12-15,4.1083
2020-12-16,4.1083
2020-12-17,4.1083
2020-12-18,4.1083
2020-12-19,4.1083
2020-12-20,4.1083
2020-12-21,4.1083
2020-12-22,4.1083
2020-12-23,4.1083
2020-12-24,4.1083
2020-12-25,4.1083
2020-12-26,4.1083
2020-12-27,4.1083
2020-12-28,4.1083
2020-12-29,4.1083
2020-12-30,4.1083
2020-12-31,10.9058
2021-01-01,10.9058
2021-01-02,10.9058
2021-01-03,10.9058
2021-01-04,10.9058
2021-01-05,10.9058
2021-01-06,10.9058
2021-01-07,10.9058
2021-01-08,10.9058
2021-01-09,10.9058
2021-01-10,10.9058
2021-01-11,10.9058
2021-01-12,10.9058
2021-01-13,10.9058
2021-01-14,10.9058
2021-01-15,10.9058
2021-01-16,10.9058
2021-01-17,10.9058
2021-01-18,10.9058
2021-01-19,10.9058
2021-01-20,10.9058
2021-01-21,10.9058
2021-01-22,10.9058
2021-01-23,10.9058
2021-01-24,10.9058
2021-01-25,10.9058
2021-01-26,10.9058
2021-01-27,10.9058
2021-01-28,10.9058
2021-01-29,10.9058
2021-01-30,10.9058
2021-01-31,10.9058
2021-02-01,10.9058
2021-02-02,10.9058
2021-02-03,10.9058
2021-02-04,10.9058
2021-02-05,10.9058
2021-02-06,10.9058
2021-02-07,10.9058
2021-02-08,10.9058
2021-02-09,10.9058
2021-02-10,10.9058
2021-02-11,10.9058
2021-02-12,10.9058
2021-02-13,10.9058
2021-02-14,10.9058
2021-02-15,10.9058
2021-02-16,10.9058
2021-02-17,10.9058
2021-02-18,10.9058
2021-02-19,10.9058
2021-02-20,10.9058
2021-02-21,10.9058
2021-02-22,10.9058
2021-02-23,10.9058
2021-02-24,10.9058
2021-02-25,10.9058
2021-02-26,10.9058
2021-02-27,10.9058
2021-02-28,10.9058
2021-03-01,10.9058
2021-03-02,10.9058
2021-03-03,10.9058
2021-03-04,10.9058
2021-03-05,10.9058
2021-03-06,10.9058
2021-03-07,10.9058
2021-03-08,10.9058
2021-03-09,10.9058
2021-03-10,10.9058
2021-03-11,10.9058
2021-03-12,10.9058
2021-03-13,10.9058
2021-03-14,10.9058
2021-03-15,10.9058
2021-03-16,10.9058
2021-03-17,10.9058
2021-03-18,10.9058
2021-03-19,10.9058
2021-03-20,10.9058
2021-03-21,10.9058
2021-03-22,10.9058
2021-03-23,10.9058
2021-03-24,10.9058
2021-03-25,10.9058
2021-03-26,10.9058
2021-03-27,10.9058
2021-03-28,10.9058
2021-03-29,10.9058
2021-03-30,10.9058
2021-03-31,14.8754
2021-04-01,14.8754
2021-04-02,14.8754
2021-04-03,14.8754
2021-04-04,14.8754
2021-04-05,14.8754
2021-04-06,14.8754
2021-04-07,14.8754
2021-04-08,14.8754
2021-04-09,14.8754
2021-04-10,14.8754
2021-04-11,14.8754
2021-04-12,14.8754
2021-04-13,14.8754
2021-04-14,14.8754
2021-04-15,14.8754
2021-04-16,14.8754
2021-04-17,14.8754
2021-04-18,14.8754
2021-04-19,14.8754
2021-04-20,14.8754
2021-04-21,14.8754
2021-04-22,14.8754
2021-04-23,14.8754
2021-04-24,14.8754
2021-04-25,14.8754
2021-04-26,14.8754
2021-04-27,14.8754
2021-04-28,14.8754
2021-04-29,14.8754
2021-04-30,14.8754
2021-05-01,14.8754
2021-05-02,14.8754
2021-05-03,14.8754
2021-05-04,14.8754
2021-05-05,14.8754
2021-05-06,14.8754
2021-05-07,14.8754
2021-05-08,14.8754
2021-05-09,14.8754
2021-05-10,14.8754
2021-05-11,14.8754
2021-05-12,14.8754
2021-05-13,14.8754
2021-05-14,14.8754
2021-05-15,14.8754
2021-05-16,14.8754
2021-05-17,14.8754
2021-05-18,14.8754
2021-05-19,14.8754
2021-05-20,14.8754
2021-05-21,14.8754
2021-05-22,14.8754
2021-05-23,14.8754
2021-05-24,14.8754
2021-05-25,14.8754
2021-05-26,14.8754
2021-05-27,14.8754
2021-05-28,14.8754
2021-05-29,14.8754
2021-05-30,14.8754
2021-05-31,14.8754
2021-06-01,14.8754
2021-06-02,14.8754
2021-06-03,14.8754
2021-06-04,14.8754
2021-06-05,14.8754
2021-06-06,14.8754
2021-06-07,14.8754
2021-06-08,14.8754
2021-06-09,14.8754
2021-06-10,14.8754
2021-06-11,14.8754
2021-06-12,14.8754
2021-06-13,14.8754
2021-06-14,14.8754
2021-06-15,14.8754
2021-06-16,14.8754
2021-06-17,14.8754
2021-06-18,14.8754
2021-06-19,14.8754
2021-06-20,14.8754
2021-06-21,14.8754
2021-06-22,14.8754
2021-06-23,14.8754
2021-06-24,14.8754
2021-06-25,14.8754
2021-06-26,14.8754
2021-06-27,14.8754
2021-06-28,14.8754
2021-06-29,14.8754
2021-06-30,20.842
2021-07-01,20.842
2021-07-02,20.842
2021-07-03,20.842
2021-07-04,20.842
2021-07-05,20.842
2021-07-06,20.842
2021-07-07,20.842
2021-07-08,20.842
2021-07-09,20.842
2021-07-10,20.842
2021-07-11,20.842
2021-07-12,20.842
2021-07-13,20.842
2021-07-14,20.842
2021-07-15,20.842
2021-07-16,20.842
2021-07-17,20.842
2021-07-18,20.842
2021-07-19,20.842
2021-07-20,20.842
2021-07-21,20.842
2021-07-22,20.842
2021-07-23,20.842
2021-07-24,20.842
2021-07-25,20.842
2021-07-26,20.842
2021-07-27,20.842
2021-07-28,20.842
2021-07-29,20.842
2021-07-30,20.842
2021-07-31,20.842
2021-08-01,20.842
2021-08-02,20.842
2021-08-03,20.842
2021-08-04,20.842
2021-08-05,20.842
2021-08-06,20.842
2021-08-07,20.842
2021-08-08,20.842
2021-08-09,20.842
2021-08-10,20.842
2021-08-11,20.842
2021-08-12,20.842
2021-08-13,20.842
2021-08-14,20.842
2021-08-15,20.842
2021-08-16,20.842
2021-08-17,20.842
2021-08-18,20.842
2021-08-19,20.842
2021-08-20,20.842
2021-08-21,20.842
2021-08-22,20.842
2021-08-23,20.842
2021-08-24,20.842
2021-08-25,20.842
2021-08-26,20.842
2021-08-27,20.842
2021-08-28,20.842
2021-08-29,20.842
2021-08-30,20.842
2021-08-31,20.842
2021-09-01,20.842
2021-09-02,20.842
2021-09-03,20.842
2021-09-04,20.842
2021-09-05,20.842
2021-09-06,20.842
2021-09-07,20.842
2021-09-08,20.842
2021-09-09,20.842
2021-09-10,20.842
2021-09-11,20.842
2021-09-12,20.842
2021-09-13,20.842
2021-09-14,20.842
2021-09-15,20.842
2021-09-16,20.842
2021-09-17,20.842
2021-09-18,20.842
2021-09-19,20.842
2021-09-20,20.842
2021-09-21,20.842
2021-09-22,20.842
2021-09-23,20.842
2021-09-24,20.842
2021-09-25,20.842
2021-09-26,20.842
2021-09-27,20.842
2021-09-28,20.842
2021-09-29,20.842
2021-09-30,28.9601
2021-10-01,28.9601
2021-10-02,28.9601
2021-10-03,28.9601
2021-10-04,28.9601
2021-10-05,28.9601
2021-10-06,28.9601
2021-10-07,28.9601
2021-10-08,28.9601
2021-10-09,28.9601
2021-10-10,28.9601
2021-10-11,28.9601
2021-10-12,28.9601
2021-10-13,28.9601
2021-10-14,28.9601
2021-10-15,28.9601
2021-10-16,28.9601
2021-10-17,28.9601
2021-10-18,28.9601
2021-10-19,28.9601
2021-10-20,28.9601
2021-10-21,28.9601
2021-10-22,28.9601
2021-10-23,28.9601
2021-10-24,28.9601
2021-10-25,28.9601
2021-10-26,28.9601
2021-10-27,28.9601
2021-10-28,28.9601
2021-10-29,28.9601
2021-10-30,28.9601
2021-10-31,28.9601
2021-11-01,28.9601
2021-11-02,28.9601
2021-11-03,28.9601
2021-11-04,28.9601
2021-11-05,28.9601
2021-11-06,28.9601
2021-11-07,28.9601
2021-11-08,28.9601
2021-11-09,28.9601
2021-11-10,28.9601
2021-11-11,28.9601
2021-11-12,28.9601
2021-11-13,28.9601
2021-11-14,28.9601
2021-11-15,28.9601
2021-11-16,28.9601
2021-11-17,28.9601
2021-11-18,28.9601
2021-11-19,28.9601
2021-11-20,28.9601
2021-11-21,28.9601
2021-11-22,28.9601
2021-11-23,28.9601
2021-11-24,28.9601
2021-11-25,28.9601
2021-11-26,28.9601
2021-11-27,28.9601
2021-11-28,28.9601
2021-11-29,28.9601
2021-11-30,28.9601
2021-12-01,28.9601
2021-12-02,28.9601
2021-12-03,28.9601
2021-12-04,28.9601
2021-12-05,28.9601
2021-12-06,28.9601
2021-12-07,28.9601
2021-12-08,28.9601
2021-12-09,28.9601
2021-12-10,28.9601
2021-12-11,28.9601
2021-12-12,28.9601
2021-12-13,28.9601
2021-12-14,28.9601
2021-12-15,28.9601
2021-12-16,28.9601
2021-12-17,28.9601
2021-12-18,28.9601
2021-12-19,28.9601
2021-12-20,28.9601
2021-12-21,28.9601
2021-12-22,28.9601
2021-12-23,28.9601
2021-12-24,28.9601
2021-12-25,28.9601
2021-12-26,28.9601
2021-12-27,28.9601
2021-12-28,28.9601
2021-12-29,28.9601
2021-12-30,28.9601
2021-12-31,26.7462
2022-01-01,26.7462
2022-01-02,26.7462
2022-01-03,26.7462
2022-01-04,26.7462
2022-01-05,26.7462
2022-01-06,26.7462
2022-01-07,26.7462
2022-01-08,26.7462
2022-01-09,26.7462
2022-01-10,26.7462
2022-01-11,26.7462
2022-01-12,26.7462
2022-01-13,26.7462
2022-01-14,26.7462
2022-01-15,26.7462
2022-01-16,26.7462
2022-01-17,26.7462
2022-01-18,26.7462
2022-01-19,26.7462
2022-01-20,26.7462
2022-01-21,26.7462
2022-01-22,26.7462
2022-01-23,26.7462
2022-01-24,26.7462
2022-01-25,26.7462
2022-01-26,26.7462
2022-01-27,26.7462
2022-01-28,26.7462
2022-01-29,26.7462
2022-01-30,26.7462
2022-01-31,26.7462
2022-02-01,26.7462
2022-02-02,26.7462
2022-02-03,26.7462
2022-02-04,26.7462
2022-02-05,26.7462
2022-02-06,26.7462
2022-02-07,26.7462
2022-02-08,26.7462
2022-02-09,26.7462
2022-02-10,26.7462
2022-02-11,26.7462
2022-02-12,26.7462
2022-02-13,26.7462
2022-02-14,26.7462
2022-02-15,26.7462
2022-02-16,26.7462
2022-02-17,26.7462
2022-02-18,26.7462
2022-02-19,26.7462
2022-02-20,26.7462
2022-02-21,26.7462
2022-02-22,26.7462
2022-02-23,26.7462
2022-02-24,26.7462
2022-02-25,26.7462
2022-02-26,26.7462
2022-02-27,26.7462
2022-02-28,26.7462
2022-03-01,26.7462
2022-03-02,26.7462
2022-03-03,26.7462
2022-03-04,26.7462
2022-03-05,26.7462
2022-03-06,26.7462
2022-03-07,26.7462
2022-03-08,26.7462
2022-03-09,26.7462
2022-03-10,26.7462
2022-03-11,26.7462
2022-03-12,26.7462
2022-03-13,26.7462
2022-03-14,26.7462
2022-03-15,26.7462
2022-03-16,26.7462
2022-03-17,26.7462
2022-03-18,26.7462
2022-03-19,26.7462
2022-03-20,26.7462
2022-03-21,26.7462
2022-03-22,26.7462
2022-03-23,26.7462
2022-03-24,26.7462
2022-03-25,26.7462
2022-03-26,26.7462
2022-03-27,26.7462
2022-03-28,26.7462
2022-03-29,26.7462
2022-03-30,26.7462
2022-03-31,30.8449
2022-04-01,30.8449
2022-04-02,30.8449
2022-04-03,30.8449
2022-04-04,30.8449
2022-04-05,30.8449
2022-04-06,30.8449
2022-04-07,30.8449
2022-04-08,30.8449
2022-04-09,30.8449
2022-04-10,30.8449
2022-04-11,30.8449
2022-04-12,30.8449
2022-04-13,30.8449
2022-04-14,30.8449
2022-04-15,30.8449
2022-04-16,30.8449
2022-04-17,30.8449
2022-04-18,30.8449
2022-04-19,30.8449
2022-04-20,30.8449
2022-04-21,30.8449
2022-04-22,30.8449
2022-04-23,30.8449
2022-04-24,30.8449
2022-04-25,30.8449
2022-04-26,30.8449
2022-04-27,30.8449
2022-04-28,30.8449
2022-04-29,30.8449
2022-04-30,30.8449
2022-05-01,30.8449
2022-05-02,30.8449
2022-05-03,30.8449
2022-05-04,30.8449
2022-05-05,30.8449
2022-05-06,30.8449
2022-05-07,30.8449
2022-05-08,30.8449
2022-05-09,30.8449
2022-05-10,30.8449
2022-05-11,30.8449
2022-05-12,30.8449
2022-05-13,30.8449
2022-05-14,30.8449
2022-05-15,30.8449
2022-05-16,30.8449
2022-05-17,30.8449
2022-05-18,30.8449
2022-05-19,30.8449
2022-05-20,30.8449
2022-05-21,30.8449
2022-05-22,30.8449
2022-05-23,30.8449
2022-05-24,30.8449
2022-05-25,30.8449
2022-05-26,30.8449
2022-05-27,30.8449
2022-05-28,30.8449
2022-05-29,30.8449
2022-05-30,30.8449
2022-05-31,30.8449
2022-06-01,30.8449
2022-06-02,30.8449
2022-06-03,30.8449
2022-06-04,30.8449
2022-06-05,30.8449
2022-06-06,30.8449
2022-06-07,30.8449
2022-06-08,30.8449
2022-06-09,30.8449
2022-06-10,30.8449
2022-06-11,30.8449
2022-06-12,30.8449
2022-06-13,30.8449
2022-06-14,30.8449
2022-06-15,30.8449
2022-06-16,30.8449
2022-06-17,30.8449
2022-06-18,30.8449
2022-06-19,30.8449
2022-06-20,30.8449
2022-06-21,30.8449
2022-06-22,30.8449
2022-06-23,30.8449
2022-06-24,30.8449
2022-06-25,30.8449
2022-06-26,30.8449
2022-06-27,30.8449
2022-06-28,30.8449
2022-06-29,30.8449
2022-06-30,31.5222
2022-07-01,31.5222
2022-07-02,31.5222
2022-07-03,31.5222
2022-07-04,31.5222
2022-07-05,31.5222
2022-07-06,31.5222
2022-07-07,31.5222
2022-07-08,31.5222
2022-07-09,31.5222
2022-07-10,31.5222
2022-07-11,31.5222
2022-07-12,31.5222
2022-07-13,31.5222
2022-07-14,31.5222
2022-07-15,31.5222
2022-07-16,31.5222
2022-07-17,31.5222
2022-07-18,31.5222
2022-07-19,31.5222
2022-07-20,31.5222
2022-07-21,31.5222
2022-07-22,31.5222
2022-07-23,31.5222
2022-07-24,31.5222
2022-07-25,31.5222
2022-07-26,31.5222
2022-07-27,31.5222
2022-07-28,31.5222
2022-07-29,31.5222
2022-07-30,31.5222
2022-07-31,31.5222
2022-08-01,31.5222
2022-08-02,31.5222
2022-08-03,31.5222
2022-08-04,31.5222
2022-08-05,31.5222
2022-08-06,31.5222
2022-08-07,31.5222
2022-08-08,31.5222
2022-08-09,31.5222
2022-08-10,31.5222
2022-08-11,31.5222
2022-08-12,31.5222
2022-08-13,31.5222
2022-08-14,31.5222
2022-08-15,31.5222
2022-08-16,31.5222
2022-08-17,31.5222
2022-08-18,31.5222
2022-08-19,31.5222
2022-08-20,31.5222
2022-08-21,31.5222
2022-08-22,31.5222
2022-08-23,31.5222
2022-08-24,31.5222
2022-08-25,31.5222
2022-08-26,31.5222
2022-08-27,31.5222
2022-08-28,31.5222
2022-08-29,31.5222
2022-08-30,31.5222
2022-08-31,31.5222
2022-09-01,31.5222
2022-09-02,31.5222
2022-09-03,31.5222
2022-09-04,31.5222
2022-09-05,31.5222
2022-09-06,31.5222
2022-09-07,31.5222
2022-09-08,31.5222
2022-09-09,31.5222
2022-09-10,31.5222
2022-09-11,31.5222
2022-09-12,31.5222
2022-09-13,31.5222
2022-09-14,31.5222
2022-09-15,31.5222
2022-09-16,31.5222
2022-09-17,31.5222
2022-09-18,31.5222
2022-09-19,31.5222
2022-09-20,31.5222
2022-09-21,31.5222
2022-09-22,31.5222
2022-09-23,31.5222
2022-09-24,31.5222
2022-09-25,31.5222
2022-09-26,31.5222
2022-09-27,31.5222
2022-09-28,31.5222
2022-09-29,31.5222
2022-09-30,25.2773
2022-10-01,25.2773
2022-10-02,25.2773
2022-10-03,25.2773
2022-10-04,25.2773
2022-10-05,25.2773
2022-10-06,25.2773
2022-10-07,25.2773
2022-10-08,25.2773
2022-10-09,25.2773
2022-10-10,25.2773
2022-10-11,25.2773
2022-10-12,25.2773
2022-10-13,25.2773
2022-10-14,25.2773
2022-10-15,25.2773
2022-10-16,25.2773
2022-10-17,25.2773
2022-10-18,25.2773
2022-10-19,25.2773
2022-10-20,25.2773
2022-10-21,25.2773
2022-10-22,25.2773
2022-10-23,25.2773
2022-10-24,25.2773
2022-10-25,25.2773
2022-10-26,25.2773
2022-10-27,25.2773
2022-10-28,25.2773
2022-10-29,25.2773
2022-10-30,25.2773
2022-10-31,25.2773
2022-11-01,25.2773
2022-11-02,25.2773
2022-11-03,25.2773
2022-11-04,25.2773
2022-11-05,25.2773
2022-11-06,25.2773
2022-11-07,25.2773
2022-11-08,25.2773
2022-11-09,25.2773
2022-11-10,25.2773
2022-11-11,25.2773
2022-11-12,25.2773
2022-11-13,25.2773
2022-11-14,25.2773
2022-11-15,25.2773
2022-11-16,25.2773
2022-11-17,25.2773
2022-11-18,25.2773
2022-11-19,25.2773
2022-11-20,25.2773
2022-11-21,25.2773
2022-11-22,25.2773
2022-11-23,25.2773
2022-11-24,25.2773
2022-11-25,25.2773
2022-11-26,25.2773
2022-11-27,25.2773
2022-11-28,25.2773
2022-11-29,25.2773
2022-11-30,25.2773
2022-12-01,25.2773
2022-12-02,25.2773
2022-12-03,25.2773
2022-12-04,25.2773
2022-12-05,25.2773
2022-12-06,25.2773
2022-12-07,25.2773
2022-12-08,25.2773
2022-12-09,25.2773
2022-12-10,25.2773
2022-12-11,25.2773
2022-12-12,25.2773
2022-12-13,25.2773
2022-12-14,25.2773
2022-12-15,25.2773
2022-12-16,25.2773
2022-12-17,25.2773
2022-12-18,25.2773
2022-12-19,25.2773
2022-12-20,25.2773
2022-12-21,25.2773
2022-12-22,25.2773
2022-12-23,25.2773
2022-12-24,25.2773
2022-12-25,25.2773
2022-12-26,25.2773
2022-12-27,25.2773
2022-12-28,25.2773
2022-12-29,25.2773
2022-12-30,25.2773
2022-12-31,25.6668
2023-01-01,25.6668
2023-01-02,25.6668
2023-01-03,25.6668
2023-01-04,25.6668
2023-01-05,25.6668
2023-01-06,25.6668
2023-01-07,25.6668
2023-01-08,25.6668
2023-01-09,25.6668
2023-01-10,25.6668
2023-01-11,25.6668
2023-01-12,25.6668
2023-01-13,25.6668
2023-01-14,25.6668
2023-01-15,25.6668
2023-01-16,25.6668
2023-01-17,25.6668
2023-01-18,25.6668
2023-01-19,25.6668
2023-01-20,25.6668
2023-01-21,25.6668
2023-01-22,25.6668
2023-01-23,25.6668
2023-01-24,25.6668
2023-01-25,25.6668
2023-01-26,25.6668
2023-01-27,25.6668
2023-01-28,25.6668
2023-01-29,25.6668
2023-01-30,25.6668
2023-01-31,25.6668
2023-02-01,25.6668
2023-02-02,25.6668
2023-02-03,25.6668
2023-02-04,25.6668
2023-02-05,25.6668
2023-02-06,25.6668
2023-02-07,25.6668
2023-02-08,25.6668
2023-02-09,25.6668
2023-02-10,25.6668
2023-02-11,25.6668
2023-02-12,25.6668
2023-02-13,25.6668
2023-02-14,25.6668
2023-02-15,25.6668
2023-02-16,25.6668
2023-02-17,25.6668
2023-02-18,25.6668
2023-02-19,25.6668
2023-02-20,25.6668
2023-02-21,25.6668
2023-02-22,25.6668
2023-02-23,25.6668
2023-02-24,25.6668
2023-02-25,25.6668
2023-02-26,25.6668
2023-02-27,25.6668
2023-02-28,25.6668
2023-03-01,25.6668
2023-03-02,25.6668
2023-03-03,25.6668
2023-03-04,25.6668
2023-03-05,25.6668
2023-03-06,25.6668
2023-03-07,25.6668
2023-03-08,25.6668
2023-03-09,25.6668
2023-03-10,25.6668
2023-03-11,25.6668
2023-03-12,25.6668
2023-03-13,25.6668
2023-03-14,25.6668
2023-03-15,25.6668
2023-03-16,25.6668
