,IFF US Equity
2021-05-18,1.4316
2021-05-19,1.4316
2021-05-20,1.4316
2021-05-21,1.4316
2021-05-22,1.4316
2021-05-23,1.4316
2021-05-24,1.4316
2021-05-25,1.4316
2021-05-26,1.4316
2021-05-27,1.4316
2021-05-28,1.4316
2021-05-29,1.4316
2021-05-30,1.4316
2021-05-31,1.4316
2021-06-01,1.4316
2021-06-02,1.4316
2021-06-03,1.4316
2021-06-04,1.4316
2021-06-05,1.4316
2021-06-06,1.4316
2021-06-07,1.4316
2021-06-08,1.4316
2021-06-09,1.4316
2021-06-10,1.4316
2021-06-11,1.4316
2021-06-12,1.4316
2021-06-13,1.4316
2021-06-14,1.4316
2021-06-15,1.4316
2021-06-16,1.4316
2021-06-17,1.4316
2021-06-18,1.4316
2021-06-19,1.4316
2021-06-20,1.4316
2021-06-21,1.4316
2021-06-22,1.4316
2021-06-23,1.4316
2021-06-24,1.4316
2021-06-25,1.4316
2021-06-26,1.4316
2021-06-27,1.4316
2021-06-28,1.4316
2021-06-29,1.4316
2021-06-30,0.9978
2021-07-01,0.9978
2021-07-02,0.9978
2021-07-03,0.9978
2021-07-04,0.9978
2021-07-05,0.9978
2021-07-06,0.9978
2021-07-07,0.9978
2021-07-08,0.9978
2021-07-09,0.9978
2021-07-10,0.9978
2021-07-11,0.9978
2021-07-12,0.9978
2021-07-13,0.9978
2021-07-14,0.9978
2021-07-15,0.9978
2021-07-16,0.9978
2021-07-17,0.9978
2021-07-18,0.9978
2021-07-19,0.9978
2021-07-20,0.9978
2021-07-21,0.9978
2021-07-22,0.9978
2021-07-23,0.9978
2021-07-24,0.9978
2021-07-25,0.9978
2021-07-26,0.9978
2021-07-27,0.9978
2021-07-28,0.9978
2021-07-29,0.9978
2021-07-30,0.9978
2021-07-31,0.9978
2021-08-01,0.9978
2021-08-02,0.9978
2021-08-03,0.9978
2021-08-04,0.9978
2021-08-05,0.9978
2021-08-06,0.9978
2021-08-07,0.9978
2021-08-08,0.9978
2021-08-09,0.9978
2021-08-10,0.9978
2021-08-11,0.9978
2021-08-12,0.9978
2021-08-13,0.9978
2021-08-14,0.9978
2021-08-15,0.9978
2021-08-16,0.9978
2021-08-17,0.9978
2021-08-18,0.9978
2021-08-19,0.9978
2021-08-20,0.9978
2021-08-21,0.9978
2021-08-22,0.9978
2021-08-23,0.9978
2021-08-24,0.9978
2021-08-25,0.9978
2021-08-26,0.9978
2021-08-27,0.9978
2021-08-28,0.9978
2021-08-29,0.9978
2021-08-30,0.9978
2021-08-31,0.9978
2021-09-01,0.9978
2021-09-02,0.9978
2021-09-03,0.9978
2021-09-04,0.9978
2021-09-05,0.9978
2021-09-06,0.9978
2021-09-07,0.9978
2021-09-08,0.9978
2021-09-09,0.9978
2021-09-10,0.9978
2021-09-11,0.9978
2021-09-12,0.9978
2021-09-13,0.9978
2021-09-14,0.9978
2021-09-15,0.9978
2021-09-16,0.9978
2021-09-17,0.9978
2021-09-18,0.9978
2021-09-19,0.9978
2021-09-20,0.9978
2021-09-21,0.9978
2021-09-22,0.9978
2021-09-23,0.9978
2021-09-24,0.9978
2021-09-25,0.9978
2021-09-26,0.9978
2021-09-27,0.9978
2021-09-28,0.9978
2021-09-29,0.9978
2021-09-30,1.8005
2021-10-01,1.8005
2021-10-02,1.8005
2021-10-03,1.8005
2021-10-04,1.8005
2021-10-05,1.8005
2021-10-06,1.8005
2021-10-07,1.8005
2021-10-08,1.8005
2021-10-09,1.8005
2021-10-10,1.8005
2021-10-11,1.8005
2021-10-12,1.8005
2021-10-13,1.8005
2021-10-14,1.8005
2021-10-15,1.8005
2021-10-16,1.8005
2021-10-17,1.8005
2021-10-18,1.8005
2021-10-19,1.8005
2021-10-20,1.8005
2021-10-21,1.8005
2021-10-22,1.8005
2021-10-23,1.8005
2021-10-24,1.8005
2021-10-25,1.8005
2021-10-26,1.8005
2021-10-27,1.8005
2021-10-28,1.8005
2021-10-29,1.8005
2021-10-30,1.8005
2021-10-31,1.8005
2021-11-01,1.8005
2021-11-02,1.8005
2021-11-03,1.8005
2021-11-04,1.8005
2021-11-05,1.8005
2021-11-06,1.8005
2021-11-07,1.8005
2021-11-08,1.8005
2021-11-09,1.8005
2021-11-10,1.8005
2021-11-11,1.8005
2021-11-12,1.8005
2021-11-13,1.8005
2021-11-14,1.8005
2021-11-15,1.8005
2021-11-16,1.8005
2021-11-17,1.8005
2021-11-18,1.8005
2021-11-19,1.8005
2021-11-20,1.8005
2021-11-21,1.8005
2021-11-22,1.8005
2021-11-23,1.8005
2021-11-24,1.8005
2021-11-25,1.8005
2021-11-26,1.8005
2021-11-27,1.8005
2021-11-28,1.8005
2021-11-29,1.8005
2021-11-30,1.8005
2021-12-01,1.8005
2021-12-02,1.8005
2021-12-03,1.8005
2021-12-04,1.8005
2021-12-05,1.8005
2021-12-06,1.8005
2021-12-07,1.8005
2021-12-08,1.8005
2021-12-09,1.8005
2021-12-10,1.8005
2021-12-11,1.8005
2021-12-12,1.8005
2021-12-13,1.8005
2021-12-14,1.8005
2021-12-15,1.8005
2021-12-16,1.8005
2021-12-17,1.8005
2021-12-18,1.8005
2021-12-19,1.8005
2021-12-20,1.8005
2021-12-21,1.8005
2021-12-22,1.8005
2021-12-23,1.8005
2021-12-24,1.8005
2021-12-25,1.8005
2021-12-26,1.8005
2021-12-27,1.8005
2021-12-28,1.8005
2021-12-29,1.8005
2021-12-30,1.8005
2021-12-31,1.9713
2022-01-01,1.9713
2022-01-02,1.9713
2022-01-03,1.9713
2022-01-04,1.9713
2022-01-05,1.9713
2022-01-06,1.9713
2022-01-07,1.9713
2022-01-08,1.9713
2022-01-09,1.9713
2022-01-10,1.9713
2022-01-11,1.9713
2022-01-12,1.9713
2022-01-13,1.9713
2022-01-14,1.9713
2022-01-15,1.9713
2022-01-16,1.9713
2022-01-17,1.9713
2022-01-18,1.9713
2022-01-19,1.9713
2022-01-20,1.9713
2022-01-21,1.9713
2022-01-22,1.9713
2022-01-23,1.9713
2022-01-24,1.9713
2022-01-25,1.9713
2022-01-26,1.9713
2022-01-27,1.9713
2022-01-28,1.9713
2022-01-29,1.9713
2022-01-30,1.9713
2022-01-31,1.9713
2022-02-01,1.9713
2022-02-02,1.9713
2022-02-03,1.9713
2022-02-04,1.9713
2022-02-05,1.9713
2022-02-06,1.9713
2022-02-07,1.9713
2022-02-08,1.9713
2022-02-09,1.9713
2022-02-10,1.9713
2022-02-11,1.9713
2022-02-12,1.9713
2022-02-13,1.9713
2022-02-14,1.9713
2022-02-15,1.9713
2022-02-16,1.9713
2022-02-17,1.9713
2022-02-18,1.9713
2022-02-19,1.9713
2022-02-20,1.9713
2022-02-21,1.9713
2022-02-22,1.9713
2022-02-23,1.9713
2022-02-24,1.9713
2022-02-25,1.9713
2022-02-26,1.9713
2022-02-27,1.9713
2022-02-28,1.9713
2022-03-01,1.9713
2022-03-02,1.9713
2022-03-03,1.9713
2022-03-04,1.9713
2022-03-05,1.9713
2022-03-06,1.9713
2022-03-07,1.9713
2022-03-08,1.9713
2022-03-09,1.9713
2022-03-10,1.9713
2022-03-11,1.9713
2022-03-12,1.9713
2022-03-13,1.9713
2022-03-14,1.9713
2022-03-15,1.9713
2022-03-16,1.9713
2022-03-17,1.9713
2022-03-18,1.9713
2022-03-19,1.9713
2022-03-20,1.9713
2022-03-21,1.9713
2022-03-22,1.9713
2022-03-23,1.9713
2022-03-24,1.9713
2022-03-25,1.9713
2022-03-26,1.9713
2022-03-27,1.9713
2022-03-28,1.9713
2022-03-29,1.9713
2022-03-30,1.9713
2022-03-31,2.6119
2022-04-01,2.6119
2022-04-02,2.6119
2022-04-03,2.6119
2022-04-04,2.6119
2022-04-05,2.6119
2022-04-06,2.6119
2022-04-07,2.6119
2022-04-08,2.6119
2022-04-09,2.6119
2022-04-10,2.6119
2022-04-11,2.6119
2022-04-12,2.6119
2022-04-13,2.6119
2022-04-14,2.6119
2022-04-15,2.6119
2022-04-16,2.6119
2022-04-17,2.6119
2022-04-18,2.6119
2022-04-19,2.6119
2022-04-20,2.6119
2022-04-21,2.6119
2022-04-22,2.6119
2022-04-23,2.6119
2022-04-24,2.6119
2022-04-25,2.6119
2022-04-26,2.6119
2022-04-27,2.6119
2022-04-28,2.6119
2022-04-29,2.6119
2022-04-30,2.6119
2022-05-01,2.6119
2022-05-02,2.6119
2022-05-03,2.6119
2022-05-04,2.6119
2022-05-05,2.6119
2022-05-06,2.6119
2022-05-07,2.6119
2022-05-08,2.6119
2022-05-09,2.6119
2022-05-10,2.6119
2022-05-11,2.6119
2022-05-12,2.6119
2022-05-13,2.6119
2022-05-14,2.6119
2022-05-15,2.6119
2022-05-16,2.6119
2022-05-17,2.6119
2022-05-18,2.6119
2022-05-19,2.6119
2022-05-20,2.6119
2022-05-21,2.6119
2022-05-22,2.6119
2022-05-23,2.6119
2022-05-24,2.6119
2022-05-25,2.6119
2022-05-26,2.6119
2022-05-27,2.6119
2022-05-28,2.6119
2022-05-29,2.6119
2022-05-30,2.6119
2022-05-31,2.6119
2022-06-01,2.6119
2022-06-02,2.6119
2022-06-03,2.6119
2022-06-04,2.6119
2022-06-05,2.6119
2022-06-06,2.6119
2022-06-07,2.6119
2022-06-08,2.6119
2022-06-09,2.6119
2022-06-10,2.6119
2022-06-11,2.6119
2022-06-12,2.6119
2022-06-13,2.6119
2022-06-14,2.6119
2022-06-15,2.6119
2022-06-16,2.6119
2022-06-17,2.6119
2022-06-18,2.6119
2022-06-19,2.6119
2022-06-20,2.6119
2022-06-21,2.6119
2022-06-22,2.6119
2022-06-23,2.6119
2022-06-24,2.6119
2022-06-25,2.6119
2022-06-26,2.6119
2022-06-27,2.6119
2022-06-28,2.6119
2022-06-29,2.6119
2022-06-30,3.0223
2022-07-01,3.0223
2022-07-02,3.0223
2022-07-03,3.0223
2022-07-04,3.0223
2022-07-05,3.0223
2022-07-06,3.0223
2022-07-07,3.0223
2022-07-08,3.0223
2022-07-09,3.0223
2022-07-10,3.0223
2022-07-11,3.0223
2022-07-12,3.0223
2022-07-13,3.0223
2022-07-14,3.0223
2022-07-15,3.0223
2022-07-16,3.0223
2022-07-17,3.0223
2022-07-18,3.0223
2022-07-19,3.0223
2022-07-20,3.0223
2022-07-21,3.0223
2022-07-22,3.0223
2022-07-23,3.0223
2022-07-24,3.0223
2022-07-25,3.0223
2022-07-26,3.0223
2022-07-27,3.0223
2022-07-28,3.0223
2022-07-29,3.0223
2022-07-30,3.0223
2022-07-31,3.0223
2022-08-01,3.0223
2022-08-02,3.0223
2022-08-03,3.0223
2022-08-04,3.0223
2022-08-05,3.0223
2022-08-06,3.0223
2022-08-07,3.0223
2022-08-08,3.0223
2022-08-09,3.0223
2022-08-10,3.0223
2022-08-11,3.0223
2022-08-12,3.0223
2022-08-13,3.0223
2022-08-14,3.0223
2022-08-15,3.0223
2022-08-16,3.0223
2022-08-17,3.0223
2022-08-18,3.0223
2022-08-19,3.0223
2022-08-20,3.0223
2022-08-21,3.0223
2022-08-22,3.0223
2022-08-23,3.0223
2022-08-24,3.0223
2022-08-25,3.0223
2022-08-26,3.0223
2022-08-27,3.0223
2022-08-28,3.0223
2022-08-29,3.0223
2022-08-30,3.0223
2022-08-31,3.0223
2022-09-01,3.0223
2022-09-02,3.0223
2022-09-03,3.0223
2022-09-04,3.0223
2022-09-05,3.0223
2022-09-06,3.0223
2022-09-07,3.0223
2022-09-08,3.0223
2022-09-09,3.0223
2022-09-10,3.0223
2022-09-11,3.0223
2022-09-12,3.0223
2022-09-13,3.0223
2022-09-14,3.0223
2022-09-15,3.0223
2022-09-16,3.0223
2022-09-17,3.0223
2022-09-18,3.0223
2022-09-19,3.0223
2022-09-20,3.0223
2022-09-21,3.0223
2022-09-22,3.0223
2022-09-23,3.0223
2022-09-24,3.0223
2022-09-25,3.0223
2022-09-26,3.0223
2022-09-27,3.0223
2022-09-28,3.0223
2022-09-29,3.0223
2022-09-30,-9.1614
2022-10-01,-9.1614
2022-10-02,-9.1614
2022-10-03,-9.1614
2022-10-04,-9.1614
2022-10-05,-9.1614
2022-10-06,-9.1614
2022-10-07,-9.1614
2022-10-08,-9.1614
2022-10-09,-9.1614
2022-10-10,-9.1614
2022-10-11,-9.1614
2022-10-12,-9.1614
2022-10-13,-9.1614
2022-10-14,-9.1614
2022-10-15,-9.1614
2022-10-16,-9.1614
2022-10-17,-9.1614
2022-10-18,-9.1614
2022-10-19,-9.1614
2022-10-20,-9.1614
2022-10-21,-9.1614
2022-10-22,-9.1614
2022-10-23,-9.1614
2022-10-24,-9.1614
2022-10-25,-9.1614
2022-10-26,-9.1614
2022-10-27,-9.1614
2022-10-28,-9.1614
2022-10-29,-9.1614
2022-10-30,-9.1614
2022-10-31,-9.1614
2022-11-01,-9.1614
2022-11-02,-9.1614
2022-11-03,-9.1614
2022-11-04,-9.1614
2022-11-05,-9.1614
2022-11-06,-9.1614
2022-11-07,-9.1614
2022-11-08,-9.1614
2022-11-09,-9.1614
2022-11-10,-9.1614
2022-11-11,-9.1614
2022-11-12,-9.1614
2022-11-13,-9.1614
2022-11-14,-9.1614
2022-11-15,-9.1614
2022-11-16,-9.1614
2022-11-17,-9.1614
2022-11-18,-9.1614
2022-11-19,-9.1614
2022-11-20,-9.1614
2022-11-21,-9.1614
2022-11-22,-9.1614
2022-11-23,-9.1614
2022-11-24,-9.1614
2022-11-25,-9.1614
2022-11-26,-9.1614
2022-11-27,-9.1614
2022-11-28,-9.1614
2022-11-29,-9.1614
2022-11-30,-9.1614
2022-12-01,-9.1614
2022-12-02,-9.1614
2022-12-03,-9.1614
2022-12-04,-9.1614
2022-12-05,-9.1614
2022-12-06,-9.1614
2022-12-07,-9.1614
2022-12-08,-9.1614
2022-12-09,-9.1614
2022-12-10,-9.1614
2022-12-11,-9.1614
2022-12-12,-9.1614
2022-12-13,-9.1614
2022-12-14,-9.1614
2022-12-15,-9.1614
2022-12-16,-9.1614
2022-12-17,-9.1614
2022-12-18,-9.1614
2022-12-19,-9.1614
2022-12-20,-9.1614
2022-12-21,-9.1614
2022-12-22,-9.1614
2022-12-23,-9.1614
2022-12-24,-9.1614
2022-12-25,-9.1614
2022-12-26,-9.1614
2022-12-27,-9.1614
2022-12-28,-9.1614
2022-12-29,-9.1614
2022-12-30,-9.1614
2022-12-31,-9.6528
2023-01-01,-9.6528
2023-01-02,-9.6528
2023-01-03,-9.6528
2023-01-04,-9.6528
2023-01-05,-9.6528
2023-01-06,-9.6528
2023-01-07,-9.6528
2023-01-08,-9.6528
2023-01-09,-9.6528
2023-01-10,-9.6528
2023-01-11,-9.6528
2023-01-12,-9.6528
2023-01-13,-9.6528
2023-01-14,-9.6528
2023-01-15,-9.6528
2023-01-16,-9.6528
2023-01-17,-9.6528
2023-01-18,-9.6528
2023-01-19,-9.6528
2023-01-20,-9.6528
2023-01-21,-9.6528
2023-01-22,-9.6528
2023-01-23,-9.6528
2023-01-24,-9.6528
2023-01-25,-9.6528
2023-01-26,-9.6528
2023-01-27,-9.6528
2023-01-28,-9.6528
2023-01-29,-9.6528
2023-01-30,-9.6528
2023-01-31,-9.6528
2023-02-01,-9.6528
2023-02-02,-9.6528
2023-02-03,-9.6528
2023-02-04,-9.6528
2023-02-05,-9.6528
2023-02-06,-9.6528
2023-02-07,-9.6528
2023-02-08,-9.6528
2023-02-09,-9.6528
2023-02-10,-9.6528
2023-02-11,-9.6528
2023-02-12,-9.6528
2023-02-13,-9.6528
2023-02-14,-9.6528
2023-02-15,-9.6528
2023-02-16,-9.6528
2023-02-17,-9.6528
2023-02-18,-9.6528
2023-02-19,-9.6528
2023-02-20,-9.6528
2023-02-21,-9.6528
2023-02-22,-9.6528
2023-02-23,-9.6528
2023-02-24,-9.6528
2023-02-25,-9.6528
2023-02-26,-9.6528
2023-02-27,-9.6528
2023-02-28,-9.6528
2023-03-01,-9.6528
2023-03-02,-9.6528
2023-03-03,-9.6528
