,BKE US Equity
2020-04-04,26.6732
2020-04-05,26.6732
2020-04-06,26.6732
2020-04-07,26.6732
2020-04-08,26.6732
2020-04-09,26.6732
2020-04-10,26.6732
2020-04-11,26.6732
2020-04-12,26.6732
2020-04-13,26.6732
2020-04-14,26.6732
2020-04-15,26.6732
2020-04-16,26.6732
2020-04-17,26.6732
2020-04-18,26.6732
2020-04-19,26.6732
2020-04-20,26.6732
2020-04-21,26.6732
2020-04-22,26.6732
2020-04-23,26.6732
2020-04-24,26.6732
2020-04-25,26.6732
2020-04-26,26.6732
2020-04-27,26.6732
2020-04-28,26.6732
2020-04-29,26.6732
2020-04-30,26.6732
2020-05-01,26.6732
2020-05-02,19.9903
2020-05-03,19.9903
2020-05-04,19.9903
2020-05-05,19.9903
2020-05-06,19.9903
2020-05-07,19.9903
2020-05-08,19.9903
2020-05-09,19.9903
2020-05-10,19.9903
2020-05-11,19.9903
2020-05-12,19.9903
2020-05-13,19.9903
2020-05-14,19.9903
2020-05-15,19.9903
2020-05-16,19.9903
2020-05-17,19.9903
2020-05-18,19.9903
2020-05-19,19.9903
2020-05-20,19.9903
2020-05-21,19.9903
2020-05-22,19.9903
2020-05-23,19.9903
2020-05-24,19.9903
2020-05-25,19.9903
2020-05-26,19.9903
2020-05-27,19.9903
2020-05-28,19.9903
2020-05-29,19.9903
2020-05-30,19.9903
2020-05-31,19.9903
2020-06-01,19.9903
2020-06-02,19.9903
2020-06-03,19.9903
2020-06-04,19.9903
2020-06-05,19.9903
2020-06-06,19.9903
2020-06-07,19.9903
2020-06-08,19.9903
2020-06-09,19.9903
2020-06-10,19.9903
2020-06-11,19.9903
2020-06-12,19.9903
2020-06-13,19.9903
2020-06-14,19.9903
2020-06-15,19.9903
2020-06-16,19.9903
2020-06-17,19.9903
2020-06-18,19.9903
2020-06-19,19.9903
2020-06-20,19.9903
2020-06-21,19.9903
2020-06-22,19.9903
2020-06-23,19.9903
2020-06-24,19.9903
2020-06-25,19.9903
2020-06-26,19.9903
2020-06-27,19.9903
2020-06-28,19.9903
2020-06-29,19.9903
2020-06-30,19.9903
2020-07-01,19.9903
2020-07-02,19.9903
2020-07-03,19.9903
2020-07-04,19.9903
2020-07-05,19.9903
2020-07-06,19.9903
2020-07-07,19.9903
2020-07-08,19.9903
2020-07-09,19.9903
2020-07-10,19.9903
2020-07-11,19.9903
2020-07-12,19.9903
2020-07-13,19.9903
2020-07-14,19.9903
2020-07-15,19.9903
2020-07-16,19.9903
2020-07-17,19.9903
2020-07-18,19.9903
2020-07-19,19.9903
2020-07-20,19.9903
2020-07-21,19.9903
2020-07-22,19.9903
2020-07-23,19.9903
2020-07-24,19.9903
2020-07-25,19.9903
2020-07-26,19.9903
2020-07-27,19.9903
2020-07-28,19.9903
2020-07-29,19.9903
2020-07-30,19.9903
2020-07-31,19.9903
2020-08-01,23.4522
2020-08-02,23.4522
2020-08-03,23.4522
2020-08-04,23.4522
2020-08-05,23.4522
2020-08-06,23.4522
2020-08-07,23.4522
2020-08-08,23.4522
2020-08-09,23.4522
2020-08-10,23.4522
2020-08-11,23.4522
2020-08-12,23.4522
2020-08-13,23.4522
2020-08-14,23.4522
2020-08-15,23.4522
2020-08-16,23.4522
2020-08-17,23.4522
2020-08-18,23.4522
2020-08-19,23.4522
2020-08-20,23.4522
2020-08-21,23.4522
2020-08-22,23.4522
2020-08-23,23.4522
2020-08-24,23.4522
2020-08-25,23.4522
2020-08-26,23.4522
2020-08-27,23.4522
2020-08-28,23.4522
2020-08-29,23.4522
2020-08-30,23.4522
2020-08-31,23.4522
2020-09-01,23.4522
2020-09-02,23.4522
2020-09-03,23.4522
2020-09-04,23.4522
2020-09-05,23.4522
2020-09-06,23.4522
2020-09-07,23.4522
2020-09-08,23.4522
2020-09-09,23.4522
2020-09-10,23.4522
2020-09-11,23.4522
2020-09-12,23.4522
2020-09-13,23.4522
2020-09-14,23.4522
2020-09-15,23.4522
2020-09-16,23.4522
2020-09-17,23.4522
2020-09-18,23.4522
2020-09-19,23.4522
2020-09-20,23.4522
2020-09-21,23.4522
2020-09-22,23.4522
2020-09-23,23.4522
2020-09-24,23.4522
2020-09-25,23.4522
2020-09-26,23.4522
2020-09-27,23.4522
2020-09-28,23.4522
2020-09-29,23.4522
2020-09-30,23.4522
2020-10-01,23.4522
2020-10-02,23.4522
2020-10-03,23.4522
2020-10-04,23.4522
2020-10-05,23.4522
2020-10-06,23.4522
2020-10-07,23.4522
2020-10-08,23.4522
2020-10-09,23.4522
2020-10-10,23.4522
2020-10-11,23.4522
2020-10-12,23.4522
2020-10-13,23.4522
2020-10-14,23.4522
2020-10-15,23.4522
2020-10-16,23.4522
2020-10-17,23.4522
2020-10-18,23.4522
2020-10-19,23.4522
2020-10-20,23.4522
2020-10-21,23.4522
2020-10-22,23.4522
2020-10-23,23.4522
2020-10-24,23.4522
2020-10-25,23.4522
2020-10-26,23.4522
2020-10-27,23.4522
2020-10-28,23.4522
2020-10-29,23.4522
2020-10-30,23.4522
2020-10-31,25.9408
2020-11-01,25.9408
2020-11-02,25.9408
2020-11-03,25.9408
2020-11-04,25.9408
2020-11-05,25.9408
2020-11-06,25.9408
2020-11-07,25.9408
2020-11-08,25.9408
2020-11-09,25.9408
2020-11-10,25.9408
2020-11-11,25.9408
2020-11-12,25.9408
2020-11-13,25.9408
2020-11-14,25.9408
2020-11-15,25.9408
2020-11-16,25.9408
2020-11-17,25.9408
2020-11-18,25.9408
2020-11-19,25.9408
2020-11-20,25.9408
2020-11-21,25.9408
2020-11-22,25.9408
2020-11-23,25.9408
2020-11-24,25.9408
2020-11-25,25.9408
2020-11-26,25.9408
2020-11-27,25.9408
2020-11-28,25.9408
2020-11-29,25.9408
2020-11-30,25.9408
2020-12-01,25.9408
2020-12-02,25.9408
2020-12-03,25.9408
2020-12-04,25.9408
2020-12-05,25.9408
2020-12-06,25.9408
2020-12-07,25.9408
2020-12-08,25.9408
2020-12-09,25.9408
2020-12-10,25.9408
2020-12-11,25.9408
2020-12-12,25.9408
2020-12-13,25.9408
2020-12-14,25.9408
2020-12-15,25.9408
2020-12-16,25.9408
2020-12-17,25.9408
2020-12-18,25.9408
2020-12-19,25.9408
2020-12-20,25.9408
2020-12-21,25.9408
2020-12-22,25.9408
2020-12-23,25.9408
2020-12-24,25.9408
2020-12-25,25.9408
2020-12-26,25.9408
2020-12-27,25.9408
2020-12-28,25.9408
2020-12-29,25.9408
2020-12-30,25.9408
2020-12-31,25.9408
2021-01-01,25.9408
2021-01-02,25.9408
2021-01-03,25.9408
2021-01-04,25.9408
2021-01-05,25.9408
2021-01-06,25.9408
2021-01-07,25.9408
2021-01-08,25.9408
2021-01-09,25.9408
2021-01-10,25.9408
2021-01-11,25.9408
2021-01-12,25.9408
2021-01-13,25.9408
2021-01-14,25.9408
2021-01-15,25.9408
2021-01-16,25.9408
2021-01-17,25.9408
2021-01-18,25.9408
2021-01-19,25.9408
2021-01-20,25.9408
2021-01-21,25.9408
2021-01-22,25.9408
2021-01-23,25.9408
2021-01-24,25.9408
2021-01-25,25.9408
2021-01-26,25.9408
2021-01-27,25.9408
2021-01-28,25.9408
2021-01-29,25.9408
2021-01-30,33.1236
2021-01-31,33.1236
2021-02-01,33.1236
2021-02-02,33.1236
2021-02-03,33.1236
2021-02-04,33.1236
2021-02-05,33.1236
2021-02-06,33.1236
2021-02-07,33.1236
2021-02-08,33.1236
2021-02-09,33.1236
2021-02-10,33.1236
2021-02-11,33.1236
2021-02-12,33.1236
2021-02-13,33.1236
2021-02-14,33.1236
2021-02-15,33.1236
2021-02-16,33.1236
2021-02-17,33.1236
2021-02-18,33.1236
2021-02-19,33.1236
2021-02-20,33.1236
2021-02-21,33.1236
2021-02-22,33.1236
2021-02-23,33.1236
2021-02-24,33.1236
2021-02-25,33.1236
2021-02-26,33.1236
2021-02-27,33.1236
2021-02-28,33.1236
2021-03-01,33.1236
2021-03-02,33.1236
2021-03-03,33.1236
2021-03-04,33.1236
2021-03-05,33.1236
2021-03-06,33.1236
2021-03-07,33.1236
2021-03-08,33.1236
2021-03-09,33.1236
2021-03-10,33.1236
2021-03-11,33.1236
2021-03-12,33.1236
2021-03-13,33.1236
2021-03-14,33.1236
2021-03-15,33.1236
2021-03-16,33.1236
2021-03-17,33.1236
2021-03-18,33.1236
2021-03-19,33.1236
2021-03-20,33.1236
2021-03-21,33.1236
2021-03-22,33.1236
2021-03-23,33.1236
2021-03-24,33.1236
2021-03-25,33.1236
2021-03-26,33.1236
2021-03-27,33.1236
2021-03-28,33.1236
2021-03-29,33.1236
2021-03-30,33.1236
2021-03-31,33.1236
2021-04-01,33.1236
2021-04-02,33.1236
2021-04-03,33.1236
2021-04-04,33.1236
2021-04-05,33.1236
2021-04-06,33.1236
2021-04-07,33.1236
2021-04-08,33.1236
2021-04-09,33.1236
2021-04-10,33.1236
2021-04-11,33.1236
2021-04-12,33.1236
2021-04-13,33.1236
2021-04-14,33.1236
2021-04-15,33.1236
2021-04-16,33.1236
2021-04-17,33.1236
2021-04-18,33.1236
2021-04-19,33.1236
2021-04-20,33.1236
2021-04-21,33.1236
2021-04-22,33.1236
2021-04-23,33.1236
2021-04-24,33.1236
2021-04-25,33.1236
2021-04-26,33.1236
2021-04-27,33.1236
2021-04-28,33.1236
2021-04-29,33.1236
2021-04-30,33.1236
2021-05-01,48.6994
2021-05-02,48.6994
2021-05-03,48.6994
2021-05-04,48.6994
2021-05-05,48.6994
2021-05-06,48.6994
2021-05-07,48.6994
2021-05-08,48.6994
2021-05-09,48.6994
2021-05-10,48.6994
2021-05-11,48.6994
2021-05-12,48.6994
2021-05-13,48.6994
2021-05-14,48.6994
2021-05-15,48.6994
2021-05-16,48.6994
2021-05-17,48.6994
2021-05-18,48.6994
2021-05-19,48.6994
2021-05-20,48.6994
2021-05-21,48.6994
2021-05-22,48.6994
2021-05-23,48.6994
2021-05-24,48.6994
2021-05-25,48.6994
2021-05-26,48.6994
2021-05-27,48.6994
2021-05-28,48.6994
2021-05-29,48.6994
2021-05-30,48.6994
2021-05-31,48.6994
2021-06-01,48.6994
2021-06-02,48.6994
2021-06-03,48.6994
2021-06-04,48.6994
2021-06-05,48.6994
2021-06-06,48.6994
2021-06-07,48.6994
2021-06-08,48.6994
2021-06-09,48.6994
2021-06-10,48.6994
2021-06-11,48.6994
2021-06-12,48.6994
2021-06-13,48.6994
2021-06-14,48.6994
2021-06-15,48.6994
2021-06-16,48.6994
2021-06-17,48.6994
2021-06-18,48.6994
2021-06-19,48.6994
2021-06-20,48.6994
2021-06-21,48.6994
2021-06-22,48.6994
2021-06-23,48.6994
2021-06-24,48.6994
2021-06-25,48.6994
2021-06-26,48.6994
2021-06-27,48.6994
2021-06-28,48.6994
2021-06-29,48.6994
2021-06-30,48.6994
2021-07-01,48.6994
2021-07-02,48.6994
2021-07-03,48.6994
2021-07-04,48.6994
2021-07-05,48.6994
2021-07-06,48.6994
2021-07-07,48.6994
2021-07-08,48.6994
2021-07-09,48.6994
2021-07-10,48.6994
2021-07-11,48.6994
2021-07-12,48.6994
2021-07-13,48.6994
2021-07-14,48.6994
2021-07-15,48.6994
2021-07-16,48.6994
2021-07-17,48.6994
2021-07-18,48.6994
2021-07-19,48.6994
2021-07-20,48.6994
2021-07-21,48.6994
2021-07-22,48.6994
2021-07-23,48.6994
2021-07-24,48.6994
2021-07-25,48.6994
2021-07-26,48.6994
2021-07-27,48.6994
2021-07-28,48.6994
2021-07-29,48.6994
2021-07-30,48.6994
2021-07-31,48.4222
2021-08-01,48.4222
2021-08-02,48.4222
2021-08-03,48.4222
2021-08-04,48.4222
2021-08-05,48.4222
2021-08-06,48.4222
2021-08-07,48.4222
2021-08-08,48.4222
2021-08-09,48.4222
2021-08-10,48.4222
2021-08-11,48.4222
2021-08-12,48.4222
2021-08-13,48.4222
2021-08-14,48.4222
2021-08-15,48.4222
2021-08-16,48.4222
2021-08-17,48.4222
2021-08-18,48.4222
2021-08-19,48.4222
2021-08-20,48.4222
2021-08-21,48.4222
2021-08-22,48.4222
2021-08-23,48.4222
2021-08-24,48.4222
2021-08-25,48.4222
2021-08-26,48.4222
2021-08-27,48.4222
2021-08-28,48.4222
2021-08-29,48.4222
2021-08-30,48.4222
2021-08-31,48.4222
2021-09-01,48.4222
2021-09-02,48.4222
2021-09-03,48.4222
2021-09-04,48.4222
2021-09-05,48.4222
2021-09-06,48.4222
2021-09-07,48.4222
2021-09-08,48.4222
2021-09-09,48.4222
2021-09-10,48.4222
2021-09-11,48.4222
2021-09-12,48.4222
2021-09-13,48.4222
2021-09-14,48.4222
2021-09-15,48.4222
2021-09-16,48.4222
2021-09-17,48.4222
2021-09-18,48.4222
2021-09-19,48.4222
2021-09-20,48.4222
2021-09-21,48.4222
2021-09-22,48.4222
2021-09-23,48.4222
2021-09-24,48.4222
2021-09-25,48.4222
2021-09-26,48.4222
2021-09-27,48.4222
2021-09-28,48.4222
2021-09-29,48.4222
2021-09-30,48.4222
2021-10-01,48.4222
2021-10-02,48.4222
2021-10-03,48.4222
2021-10-04,48.4222
2021-10-05,48.4222
2021-10-06,48.4222
2021-10-07,48.4222
2021-10-08,48.4222
2021-10-09,48.4222
2021-10-10,48.4222
2021-10-11,48.4222
2021-10-12,48.4222
2021-10-13,48.4222
2021-10-14,48.4222
2021-10-15,48.4222
2021-10-16,48.4222
2021-10-17,48.4222
2021-10-18,48.4222
2021-10-19,48.4222
2021-10-20,48.4222
2021-10-21,48.4222
2021-10-22,48.4222
2021-10-23,48.4222
2021-10-24,48.4222
2021-10-25,48.4222
2021-10-26,48.4222
2021-10-27,48.4222
2021-10-28,48.4222
2021-10-29,48.4222
2021-10-30,48.8554
2021-10-31,48.8554
2021-11-01,48.8554
2021-11-02,48.8554
2021-11-03,48.8554
2021-11-04,48.8554
2021-11-05,48.8554
2021-11-06,48.8554
2021-11-07,48.8554
2021-11-08,48.8554
2021-11-09,48.8554
2021-11-10,48.8554
2021-11-11,48.8554
2021-11-12,48.8554
2021-11-13,48.8554
2021-11-14,48.8554
2021-11-15,48.8554
2021-11-16,48.8554
2021-11-17,48.8554
2021-11-18,48.8554
2021-11-19,48.8554
2021-11-20,48.8554
2021-11-21,48.8554
2021-11-22,48.8554
2021-11-23,48.8554
2021-11-24,48.8554
2021-11-25,48.8554
2021-11-26,48.8554
2021-11-27,48.8554
2021-11-28,48.8554
2021-11-29,48.8554
2021-11-30,48.8554
2021-12-01,48.8554
2021-12-02,48.8554
2021-12-03,48.8554
2021-12-04,48.8554
2021-12-05,48.8554
2021-12-06,48.8554
2021-12-07,48.8554
2021-12-08,48.8554
2021-12-09,48.8554
2021-12-10,48.8554
2021-12-11,48.8554
2021-12-12,48.8554
2021-12-13,48.8554
2021-12-14,48.8554
2021-12-15,48.8554
2021-12-16,48.8554
2021-12-17,48.8554
2021-12-18,48.8554
2021-12-19,48.8554
2021-12-20,48.8554
2021-12-21,48.8554
2021-12-22,48.8554
2021-12-23,48.8554
2021-12-24,48.8554
2021-12-25,48.8554
2021-12-26,48.8554
2021-12-27,48.8554
2021-12-28,48.8554
2021-12-29,48.8554
2021-12-30,48.8554
2021-12-31,48.8554
2022-01-01,48.8554
2022-01-02,48.8554
2022-01-03,48.8554
2022-01-04,48.8554
2022-01-05,48.8554
2022-01-06,48.8554
2022-01-07,48.8554
2022-01-08,48.8554
2022-01-09,48.8554
2022-01-10,48.8554
2022-01-11,48.8554
2022-01-12,48.8554
2022-01-13,48.8554
2022-01-14,48.8554
2022-01-15,48.8554
2022-01-16,48.8554
2022-01-17,48.8554
2022-01-18,48.8554
2022-01-19,48.8554
2022-01-20,48.8554
2022-01-21,48.8554
2022-01-22,48.8554
2022-01-23,48.8554
2022-01-24,48.8554
2022-01-25,48.8554
2022-01-26,48.8554
2022-01-27,48.8554
2022-01-28,48.8554
2022-01-29,71.8255
2022-01-30,71.8255
2022-01-31,71.8255
2022-02-01,71.8255
2022-02-02,71.8255
2022-02-03,71.8255
2022-02-04,71.8255
2022-02-05,71.8255
2022-02-06,71.8255
2022-02-07,71.8255
2022-02-08,71.8255
2022-02-09,71.8255
2022-02-10,71.8255
2022-02-11,71.8255
2022-02-12,71.8255
2022-02-13,71.8255
2022-02-14,71.8255
2022-02-15,71.8255
2022-02-16,71.8255
2022-02-17,71.8255
2022-02-18,71.8255
2022-02-19,71.8255
2022-02-20,71.8255
2022-02-21,71.8255
2022-02-22,71.8255
2022-02-23,71.8255
2022-02-24,71.8255
2022-02-25,71.8255
2022-02-26,71.8255
2022-02-27,71.8255
2022-02-28,71.8255
2022-03-01,71.8255
2022-03-02,71.8255
2022-03-03,71.8255
2022-03-04,71.8255
2022-03-05,71.8255
2022-03-06,71.8255
2022-03-07,71.8255
2022-03-08,71.8255
2022-03-09,71.8255
2022-03-10,71.8255
2022-03-11,71.8255
2022-03-12,71.8255
2022-03-13,71.8255
2022-03-14,71.8255
2022-03-15,71.8255
2022-03-16,71.8255
2022-03-17,71.8255
2022-03-18,71.8255
2022-03-19,71.8255
2022-03-20,71.8255
2022-03-21,71.8255
2022-03-22,71.8255
2022-03-23,71.8255
2022-03-24,71.8255
2022-03-25,71.8255
2022-03-26,71.8255
2022-03-27,71.8255
2022-03-28,71.8255
2022-03-29,71.8255
2022-03-30,71.8255
2022-03-31,71.8255
2022-04-01,71.8255
2022-04-02,71.8255
2022-04-03,71.8255
2022-04-04,71.8255
2022-04-05,71.8255
2022-04-06,71.8255
2022-04-07,71.8255
2022-04-08,71.8255
2022-04-09,71.8255
2022-04-10,71.8255
2022-04-11,71.8255
2022-04-12,71.8255
2022-04-13,71.8255
2022-04-14,71.8255
2022-04-15,71.8255
2022-04-16,71.8255
2022-04-17,71.8255
2022-04-18,71.8255
2022-04-19,71.8255
2022-04-20,71.8255
2022-04-21,71.8255
2022-04-22,71.8255
2022-04-23,71.8255
2022-04-24,71.8255
2022-04-25,71.8255
2022-04-26,71.8255
2022-04-27,71.8255
2022-04-28,71.8255
2022-04-29,71.8255
2022-04-30,63.7036
2022-05-01,63.7036
2022-05-02,63.7036
2022-05-03,63.7036
2022-05-04,63.7036
2022-05-05,63.7036
2022-05-06,63.7036
2022-05-07,63.7036
2022-05-08,63.7036
2022-05-09,63.7036
2022-05-10,63.7036
2022-05-11,63.7036
2022-05-12,63.7036
2022-05-13,63.7036
2022-05-14,63.7036
2022-05-15,63.7036
2022-05-16,63.7036
2022-05-17,63.7036
2022-05-18,63.7036
2022-05-19,63.7036
2022-05-20,63.7036
2022-05-21,63.7036
2022-05-22,63.7036
2022-05-23,63.7036
2022-05-24,63.7036
2022-05-25,63.7036
2022-05-26,63.7036
2022-05-27,63.7036
2022-05-28,63.7036
2022-05-29,63.7036
2022-05-30,63.7036
2022-05-31,63.7036
2022-06-01,63.7036
2022-06-02,63.7036
2022-06-03,63.7036
2022-06-04,63.7036
2022-06-05,63.7036
2022-06-06,63.7036
2022-06-07,63.7036
2022-06-08,63.7036
2022-06-09,63.7036
2022-06-10,63.7036
2022-06-11,63.7036
2022-06-12,63.7036
2022-06-13,63.7036
2022-06-14,63.7036
2022-06-15,63.7036
2022-06-16,63.7036
2022-06-17,63.7036
2022-06-18,63.7036
2022-06-19,63.7036
2022-06-20,63.7036
2022-06-21,63.7036
2022-06-22,63.7036
2022-06-23,63.7036
2022-06-24,63.7036
2022-06-25,63.7036
2022-06-26,63.7036
2022-06-27,63.7036
2022-06-28,63.7036
2022-06-29,63.7036
2022-06-30,63.7036
2022-07-01,63.7036
2022-07-02,63.7036
2022-07-03,63.7036
2022-07-04,63.7036
2022-07-05,63.7036
2022-07-06,63.7036
2022-07-07,63.7036
2022-07-08,63.7036
2022-07-09,63.7036
2022-07-10,63.7036
2022-07-11,63.7036
2022-07-12,63.7036
2022-07-13,63.7036
2022-07-14,63.7036
2022-07-15,63.7036
2022-07-16,63.7036
2022-07-17,63.7036
2022-07-18,63.7036
2022-07-19,63.7036
2022-07-20,63.7036
2022-07-21,63.7036
2022-07-22,63.7036
2022-07-23,63.7036
2022-07-24,63.7036
2022-07-25,63.7036
2022-07-26,63.7036
2022-07-27,63.7036
2022-07-28,63.7036
2022-07-29,63.7036
2022-07-30,58.0545
2022-07-31,58.0545
2022-08-01,58.0545
2022-08-02,58.0545
2022-08-03,58.0545
2022-08-04,58.0545
2022-08-05,58.0545
2022-08-06,58.0545
2022-08-07,58.0545
2022-08-08,58.0545
2022-08-09,58.0545
2022-08-10,58.0545
2022-08-11,58.0545
2022-08-12,58.0545
2022-08-13,58.0545
2022-08-14,58.0545
2022-08-15,58.0545
2022-08-16,58.0545
2022-08-17,58.0545
2022-08-18,58.0545
2022-08-19,58.0545
2022-08-20,58.0545
2022-08-21,58.0545
2022-08-22,58.0545
2022-08-23,58.0545
2022-08-24,58.0545
2022-08-25,58.0545
2022-08-26,58.0545
2022-08-27,58.0545
2022-08-28,58.0545
2022-08-29,58.0545
2022-08-30,58.0545
2022-08-31,58.0545
2022-09-01,58.0545
2022-09-02,58.0545
2022-09-03,58.0545
2022-09-04,58.0545
2022-09-05,58.0545
2022-09-06,58.0545
2022-09-07,58.0545
2022-09-08,58.0545
2022-09-09,58.0545
2022-09-10,58.0545
2022-09-11,58.0545
2022-09-12,58.0545
2022-09-13,58.0545
2022-09-14,58.0545
2022-09-15,58.0545
2022-09-16,58.0545
2022-09-17,58.0545
2022-09-18,58.0545
2022-09-19,58.0545
2022-09-20,58.0545
2022-09-21,58.0545
2022-09-22,58.0545
2022-09-23,58.0545
2022-09-24,58.0545
2022-09-25,58.0545
2022-09-26,58.0545
2022-09-27,58.0545
2022-09-28,58.0545
2022-09-29,58.0545
2022-09-30,58.0545
2022-10-01,58.0545
2022-10-02,58.0545
2022-10-03,58.0545
2022-10-04,58.0545
2022-10-05,58.0545
2022-10-06,58.0545
2022-10-07,58.0545
2022-10-08,58.0545
2022-10-09,58.0545
2022-10-10,58.0545
2022-10-11,58.0545
2022-10-12,58.0545
2022-10-13,58.0545
2022-10-14,58.0545
2022-10-15,58.0545
2022-10-16,58.0545
2022-10-17,58.0545
2022-10-18,58.0545
2022-10-19,58.0545
2022-10-20,58.0545
2022-10-21,58.0545
2022-10-22,58.0545
2022-10-23,58.0545
2022-10-24,58.0545
2022-10-25,58.0545
2022-10-26,58.0545
2022-10-27,58.0545
2022-10-28,58.0545
2022-10-29,52.1523
2022-10-30,52.1523
2022-10-31,52.1523
2022-11-01,52.1523
2022-11-02,52.1523
2022-11-03,52.1523
2022-11-04,52.1523
2022-11-05,52.1523
2022-11-06,52.1523
2022-11-07,52.1523
2022-11-08,52.1523
2022-11-09,52.1523
2022-11-10,52.1523
2022-11-11,52.1523
2022-11-12,52.1523
2022-11-13,52.1523
2022-11-14,52.1523
2022-11-15,52.1523
2022-11-16,52.1523
2022-11-17,52.1523
2022-11-18,52.1523
2022-11-19,52.1523
2022-11-20,52.1523
2022-11-21,52.1523
2022-11-22,52.1523
2022-11-23,52.1523
2022-11-24,52.1523
2022-11-25,52.1523
2022-11-26,52.1523
2022-11-27,52.1523
2022-11-28,52.1523
2022-11-29,52.1523
2022-11-30,52.1523
2022-12-01,52.1523
2022-12-02,52.1523
2022-12-03,52.1523
2022-12-04,52.1523
2022-12-05,52.1523
2022-12-06,52.1523
2022-12-07,52.1523
2022-12-08,52.1523
2022-12-09,52.1523
2022-12-10,52.1523
2022-12-11,52.1523
2022-12-12,52.1523
2022-12-13,52.1523
2022-12-14,52.1523
2022-12-15,52.1523
2022-12-16,52.1523
2022-12-17,52.1523
2022-12-18,52.1523
2022-12-19,52.1523
2022-12-20,52.1523
2022-12-21,52.1523
2022-12-22,52.1523
2022-12-23,52.1523
2022-12-24,52.1523
2022-12-25,52.1523
2022-12-26,52.1523
2022-12-27,52.1523
2022-12-28,52.1523
2022-12-29,52.1523
2022-12-30,52.1523
2022-12-31,52.1523
2023-01-01,52.1523
2023-01-02,52.1523
2023-01-03,52.1523
2023-01-04,52.1523
2023-01-05,52.1523
2023-01-06,52.1523
2023-01-07,52.1523
2023-01-08,52.1523
2023-01-09,52.1523
2023-01-10,52.1523
2023-01-11,52.1523
2023-01-12,52.1523
2023-01-13,52.1523
2023-01-14,52.1523
2023-01-15,52.1523
2023-01-16,52.1523
2023-01-17,52.1523
2023-01-18,52.1523
2023-01-19,52.1523
2023-01-20,52.1523
2023-01-21,52.1523
2023-01-22,52.1523
2023-01-23,52.1523
2023-01-24,52.1523
2023-01-25,52.1523
2023-01-26,52.1523
2023-01-27,52.1523
2023-01-28,73.8862
2023-01-29,73.8862
2023-01-30,73.8862
2023-01-31,73.8862
2023-02-01,73.8862
2023-02-02,73.8862
2023-02-03,73.8862
2023-02-04,73.8862
2023-02-05,73.8862
2023-02-06,73.8862
2023-02-07,73.8862
2023-02-08,73.8862
2023-02-09,73.8862
2023-02-10,73.8862
2023-02-11,73.8862
2023-02-12,73.8862
2023-02-13,73.8862
2023-02-14,73.8862
2023-02-15,73.8862
2023-02-16,73.8862
2023-02-17,73.8862
2023-02-18,73.8862
2023-02-19,73.8862
2023-02-20,73.8862
2023-02-21,73.8862
2023-02-22,73.8862
2023-02-23,73.8862
2023-02-24,73.8862
2023-02-25,73.8862
2023-02-26,73.8862
2023-02-27,73.8862
2023-02-28,73.8862
2023-03-01,73.8862
2023-03-02,73.8862
2023-03-03,73.8862
2023-03-04,73.8862
2023-03-05,73.8862
2023-03-06,73.8862
2023-03-07,73.8862
2023-03-08,73.8862
2023-03-09,73.8862
2023-03-10,73.8862
2023-03-11,73.8862
