,ED US Equity
2021-02-27,5.9725
2021-02-28,5.9725
2021-03-01,5.9725
2021-03-02,5.9725
2021-03-03,5.9725
2021-03-04,5.9725
2021-03-05,5.9725
2021-03-06,5.9725
2021-03-07,5.9725
2021-03-08,5.9725
2021-03-09,5.9725
2021-03-10,5.9725
2021-03-11,5.9725
2021-03-12,5.9725
2021-03-13,5.9725
2021-03-14,5.9725
2021-03-15,5.9725
2021-03-16,5.9725
2021-03-17,5.9725
2021-03-18,5.9725
2021-03-19,5.9725
2021-03-20,5.9725
2021-03-21,5.9725
2021-03-22,5.9725
2021-03-23,5.9725
2021-03-24,5.9725
2021-03-25,5.9725
2021-03-26,5.9725
2021-03-27,5.9725
2021-03-28,5.9725
2021-03-29,5.9725
2021-03-30,5.9725
2021-03-31,6.1404
2021-04-01,6.1404
2021-04-02,6.1404
2021-04-03,6.1404
2021-04-04,6.1404
2021-04-05,6.1404
2021-04-06,6.1404
2021-04-07,6.1404
2021-04-08,6.1404
2021-04-09,6.1404
2021-04-10,6.1404
2021-04-11,6.1404
2021-04-12,6.1404
2021-04-13,6.1404
2021-04-14,6.1404
2021-04-15,6.1404
2021-04-16,6.1404
2021-04-17,6.1404
2021-04-18,6.1404
2021-04-19,6.1404
2021-04-20,6.1404
2021-04-21,6.1404
2021-04-22,6.1404
2021-04-23,6.1404
2021-04-24,6.1404
2021-04-25,6.1404
2021-04-26,6.1404
2021-04-27,6.1404
2021-04-28,6.1404
2021-04-29,6.1404
2021-04-30,6.1404
2021-05-01,6.1404
2021-05-02,6.1404
2021-05-03,6.1404
2021-05-04,6.1404
2021-05-05,6.1404
2021-05-06,6.1404
2021-05-07,6.1404
2021-05-08,6.1404
2021-05-09,6.1404
2021-05-10,6.1404
2021-05-11,6.1404
2021-05-12,6.1404
2021-05-13,6.1404
2021-05-14,6.1404
2021-05-15,6.1404
2021-05-16,6.1404
2021-05-17,6.1404
2021-05-18,6.1404
2021-05-19,6.1404
2021-05-20,6.1404
2021-05-21,6.1404
2021-05-22,6.1404
2021-05-23,6.1404
2021-05-24,6.1404
2021-05-25,6.1404
2021-05-26,6.1404
2021-05-27,6.1404
2021-05-28,6.1404
2021-05-29,6.1404
2021-05-30,6.1404
2021-05-31,6.1404
2021-06-01,6.1404
2021-06-02,6.1404
2021-06-03,6.1404
2021-06-04,6.1404
2021-06-05,6.1404
2021-06-06,6.1404
2021-06-07,6.1404
2021-06-08,6.1404
2021-06-09,6.1404
2021-06-10,6.1404
2021-06-11,6.1404
2021-06-12,6.1404
2021-06-13,6.1404
2021-06-14,6.1404
2021-06-15,6.1404
2021-06-16,6.1404
2021-06-17,6.1404
2021-06-18,6.1404
2021-06-19,6.1404
2021-06-20,6.1404
2021-06-21,6.1404
2021-06-22,6.1404
2021-06-23,6.1404
2021-06-24,6.1404
2021-06-25,6.1404
2021-06-26,6.1404
2021-06-27,6.1404
2021-06-28,6.1404
2021-06-29,6.1404
2021-06-30,5.8997
2021-07-01,5.8997
2021-07-02,5.8997
2021-07-03,5.8997
2021-07-04,5.8997
2021-07-05,5.8997
2021-07-06,5.8997
2021-07-07,5.8997
2021-07-08,5.8997
2021-07-09,5.8997
2021-07-10,5.8997
2021-07-11,5.8997
2021-07-12,5.8997
2021-07-13,5.8997
2021-07-14,5.8997
2021-07-15,5.8997
2021-07-16,5.8997
2021-07-17,5.8997
2021-07-18,5.8997
2021-07-19,5.8997
2021-07-20,5.8997
2021-07-21,5.8997
2021-07-22,5.8997
2021-07-23,5.8997
2021-07-24,5.8997
2021-07-25,5.8997
2021-07-26,5.8997
2021-07-27,5.8997
2021-07-28,5.8997
2021-07-29,5.8997
2021-07-30,5.8997
2021-07-31,5.8997
2021-08-01,5.8997
2021-08-02,5.8997
2021-08-03,5.8997
2021-08-04,5.8997
2021-08-05,5.8997
2021-08-06,5.8997
2021-08-07,5.8997
2021-08-08,5.8997
2021-08-09,5.8997
2021-08-10,5.8997
2021-08-11,5.8997
2021-08-12,5.8997
2021-08-13,5.8997
2021-08-14,5.8997
2021-08-15,5.8997
2021-08-16,5.8997
2021-08-17,5.8997
2021-08-18,5.8997
2021-08-19,5.8997
2021-08-20,5.8997
2021-08-21,5.8997
2021-08-22,5.8997
2021-08-23,5.8997
2021-08-24,5.8997
2021-08-25,5.8997
2021-08-26,5.8997
2021-08-27,5.8997
2021-08-28,5.8997
2021-08-29,5.8997
2021-08-30,5.8997
2021-08-31,5.8997
2021-09-01,5.8997
2021-09-02,5.8997
2021-09-03,5.8997
2021-09-04,5.8997
2021-09-05,5.8997
2021-09-06,5.8997
2021-09-07,5.8997
2021-09-08,5.8997
2021-09-09,5.8997
2021-09-10,5.8997
2021-09-11,5.8997
2021-09-12,5.8997
2021-09-13,5.8997
2021-09-14,5.8997
2021-09-15,5.8997
2021-09-16,5.8997
2021-09-17,5.8997
2021-09-18,5.8997
2021-09-19,5.8997
2021-09-20,5.8997
2021-09-21,5.8997
2021-09-22,5.8997
2021-09-23,5.8997
2021-09-24,5.8997
2021-09-25,5.8997
2021-09-26,5.8997
2021-09-27,5.8997
2021-09-28,5.8997
2021-09-29,5.8997
2021-09-30,6.0471
2021-10-01,6.0471
2021-10-02,6.0471
2021-10-03,6.0471
2021-10-04,6.0471
2021-10-05,6.0471
2021-10-06,6.0471
2021-10-07,6.0471
2021-10-08,6.0471
2021-10-09,6.0471
2021-10-10,6.0471
2021-10-11,6.0471
2021-10-12,6.0471
2021-10-13,6.0471
2021-10-14,6.0471
2021-10-15,6.0471
2021-10-16,6.0471
2021-10-17,6.0471
2021-10-18,6.0471
2021-10-19,6.0471
2021-10-20,6.0471
2021-10-21,6.0471
2021-10-22,6.0471
2021-10-23,6.0471
2021-10-24,6.0471
2021-10-25,6.0471
2021-10-26,6.0471
2021-10-27,6.0471
2021-10-28,6.0471
2021-10-29,6.0471
2021-10-30,6.0471
2021-10-31,6.0471
2021-11-01,6.0471
2021-11-02,6.0471
2021-11-03,6.0471
2021-11-04,6.0471
2021-11-05,6.0471
2021-11-06,6.0471
2021-11-07,6.0471
2021-11-08,6.0471
2021-11-09,6.0471
2021-11-10,6.0471
2021-11-11,6.0471
2021-11-12,6.0471
2021-11-13,6.0471
2021-11-14,6.0471
2021-11-15,6.0471
2021-11-16,6.0471
2021-11-17,6.0471
2021-11-18,6.0471
2021-11-19,6.0471
2021-11-20,6.0471
2021-11-21,6.0471
2021-11-22,6.0471
2021-11-23,6.0471
2021-11-24,6.0471
2021-11-25,6.0471
2021-11-26,6.0471
2021-11-27,6.0471
2021-11-28,6.0471
2021-11-29,6.0471
2021-11-30,6.0471
2021-12-01,6.0471
2021-12-02,6.0471
2021-12-03,6.0471
2021-12-04,6.0471
2021-12-05,6.0471
2021-12-06,6.0471
2021-12-07,6.0471
2021-12-08,6.0471
2021-12-09,6.0471
2021-12-10,6.0471
2021-12-11,6.0471
2021-12-12,6.0471
2021-12-13,6.0471
2021-12-14,6.0471
2021-12-15,6.0471
2021-12-16,6.0471
2021-12-17,6.0471
2021-12-18,6.0471
2021-12-19,6.0471
2021-12-20,6.0471
2021-12-21,6.0471
2021-12-22,6.0471
2021-12-23,6.0471
2021-12-24,6.0471
2021-12-25,6.0471
2021-12-26,6.0471
2021-12-27,6.0471
2021-12-28,6.0471
2021-12-29,6.0471
2021-12-30,6.0471
2021-12-31,6.9232
2022-01-01,6.9232
2022-01-02,6.9232
2022-01-03,6.9232
2022-01-04,6.9232
2022-01-05,6.9232
2022-01-06,6.9232
2022-01-07,6.9232
2022-01-08,6.9232
2022-01-09,6.9232
2022-01-10,6.9232
2022-01-11,6.9232
2022-01-12,6.9232
2022-01-13,6.9232
2022-01-14,6.9232
2022-01-15,6.9232
2022-01-16,6.9232
2022-01-17,6.9232
2022-01-18,6.9232
2022-01-19,6.9232
2022-01-20,6.9232
2022-01-21,6.9232
2022-01-22,6.9232
2022-01-23,6.9232
2022-01-24,6.9232
2022-01-25,6.9232
2022-01-26,6.9232
2022-01-27,6.9232
2022-01-28,6.9232
2022-01-29,6.9232
2022-01-30,6.9232
2022-01-31,6.9232
2022-02-01,6.9232
2022-02-02,6.9232
2022-02-03,6.9232
2022-02-04,6.9232
2022-02-05,6.9232
2022-02-06,6.9232
2022-02-07,6.9232
2022-02-08,6.9232
2022-02-09,6.9232
2022-02-10,6.9232
2022-02-11,6.9232
2022-02-12,6.9232
2022-02-13,6.9232
2022-02-14,6.9232
2022-02-15,6.9232
2022-02-16,6.9232
2022-02-17,6.9232
2022-02-18,6.9232
2022-02-19,6.9232
2022-02-20,6.9232
2022-02-21,6.9232
2022-02-22,6.9232
2022-02-23,6.9232
2022-02-24,6.9232
2022-02-25,6.9232
2022-02-26,6.9232
2022-02-27,6.9232
2022-02-28,6.9232
2022-03-01,6.9232
2022-03-02,6.9232
2022-03-03,6.9232
2022-03-04,6.9232
2022-03-05,6.9232
2022-03-06,6.9232
2022-03-07,6.9232
2022-03-08,6.9232
2022-03-09,6.9232
2022-03-10,6.9232
2022-03-11,6.9232
2022-03-12,6.9232
2022-03-13,6.9232
2022-03-14,6.9232
2022-03-15,6.9232
2022-03-16,6.9232
2022-03-17,6.9232
2022-03-18,6.9232
2022-03-19,6.9232
2022-03-20,6.9232
2022-03-21,6.9232
2022-03-22,6.9232
2022-03-23,6.9232
2022-03-24,6.9232
2022-03-25,6.9232
2022-03-26,6.9232
2022-03-27,6.9232
2022-03-28,6.9232
2022-03-29,6.9232
2022-03-30,6.9232
2022-03-31,7.7593
2022-04-01,7.7593
2022-04-02,7.7593
2022-04-03,7.7593
2022-04-04,7.7593
2022-04-05,7.7593
2022-04-06,7.7593
2022-04-07,7.7593
2022-04-08,7.7593
2022-04-09,7.7593
2022-04-10,7.7593
2022-04-11,7.7593
2022-04-12,7.7593
2022-04-13,7.7593
2022-04-14,7.7593
2022-04-15,7.7593
2022-04-16,7.7593
2022-04-17,7.7593
2022-04-18,7.7593
2022-04-19,7.7593
2022-04-20,7.7593
2022-04-21,7.7593
2022-04-22,7.7593
2022-04-23,7.7593
2022-04-24,7.7593
2022-04-25,7.7593
2022-04-26,7.7593
2022-04-27,7.7593
2022-04-28,7.7593
2022-04-29,7.7593
2022-04-30,7.7593
2022-05-01,7.7593
2022-05-02,7.7593
2022-05-03,7.7593
2022-05-04,7.7593
2022-05-05,7.7593
2022-05-06,7.7593
2022-05-07,7.7593
2022-05-08,7.7593
2022-05-09,7.7593
2022-05-10,7.7593
2022-05-11,7.7593
2022-05-12,7.7593
2022-05-13,7.7593
2022-05-14,7.7593
2022-05-15,7.7593
2022-05-16,7.7593
2022-05-17,7.7593
2022-05-18,7.7593
2022-05-19,7.7593
2022-05-20,7.7593
2022-05-21,7.7593
2022-05-22,7.7593
2022-05-23,7.7593
2022-05-24,7.7593
2022-05-25,7.7593
2022-05-26,7.7593
2022-05-27,7.7593
2022-05-28,7.7593
2022-05-29,7.7593
2022-05-30,7.7593
2022-05-31,7.7593
2022-06-01,7.7593
2022-06-02,7.7593
2022-06-03,7.7593
2022-06-04,7.7593
2022-06-05,7.7593
2022-06-06,7.7593
2022-06-07,7.7593
2022-06-08,7.7593
2022-06-09,7.7593
2022-06-10,7.7593
2022-06-11,7.7593
2022-06-12,7.7593
2022-06-13,7.7593
2022-06-14,7.7593
2022-06-15,7.7593
2022-06-16,7.7593
2022-06-17,7.7593
2022-06-18,7.7593
2022-06-19,7.7593
2022-06-20,7.7593
2022-06-21,7.7593
2022-06-22,7.7593
2022-06-23,7.7593
2022-06-24,7.7593
2022-06-25,7.7593
2022-06-26,7.7593
2022-06-27,7.7593
2022-06-28,7.7593
2022-06-29,7.7593
2022-06-30,8.0688
2022-07-01,8.0688
2022-07-02,8.0688
2022-07-03,8.0688
2022-07-04,8.0688
2022-07-05,8.0688
2022-07-06,8.0688
2022-07-07,8.0688
2022-07-08,8.0688
2022-07-09,8.0688
2022-07-10,8.0688
2022-07-11,8.0688
2022-07-12,8.0688
2022-07-13,8.0688
2022-07-14,8.0688
2022-07-15,8.0688
2022-07-16,8.0688
2022-07-17,8.0688
2022-07-18,8.0688
2022-07-19,8.0688
2022-07-20,8.0688
2022-07-21,8.0688
2022-07-22,8.0688
2022-07-23,8.0688
2022-07-24,8.0688
2022-07-25,8.0688
2022-07-26,8.0688
2022-07-27,8.0688
2022-07-28,8.0688
2022-07-29,8.0688
2022-07-30,8.0688
2022-07-31,8.0688
2022-08-01,8.0688
2022-08-02,8.0688
2022-08-03,8.0688
2022-08-04,8.0688
2022-08-05,8.0688
2022-08-06,8.0688
2022-08-07,8.0688
2022-08-08,8.0688
2022-08-09,8.0688
2022-08-10,8.0688
2022-08-11,8.0688
2022-08-12,8.0688
2022-08-13,8.0688
2022-08-14,8.0688
2022-08-15,8.0688
2022-08-16,8.0688
2022-08-17,8.0688
2022-08-18,8.0688
2022-08-19,8.0688
2022-08-20,8.0688
2022-08-21,8.0688
2022-08-22,8.0688
2022-08-23,8.0688
2022-08-24,8.0688
2022-08-25,8.0688
2022-08-26,8.0688
2022-08-27,8.0688
2022-08-28,8.0688
2022-08-29,8.0688
2022-08-30,8.0688
2022-08-31,8.0688
2022-09-01,8.0688
2022-09-02,8.0688
2022-09-03,8.0688
2022-09-04,8.0688
2022-09-05,8.0688
2022-09-06,8.0688
2022-09-07,8.0688
2022-09-08,8.0688
2022-09-09,8.0688
2022-09-10,8.0688
2022-09-11,8.0688
2022-09-12,8.0688
2022-09-13,8.0688
2022-09-14,8.0688
2022-09-15,8.0688
2022-09-16,8.0688
2022-09-17,8.0688
2022-09-18,8.0688
2022-09-19,8.0688
2022-09-20,8.0688
2022-09-21,8.0688
2022-09-22,8.0688
2022-09-23,8.0688
2022-09-24,8.0688
2022-09-25,8.0688
2022-09-26,8.0688
2022-09-27,8.0688
2022-09-28,8.0688
2022-09-29,8.0688
2022-09-30,8.307
2022-10-01,8.307
2022-10-02,8.307
2022-10-03,8.307
2022-10-04,8.307
2022-10-05,8.307
2022-10-06,8.307
2022-10-07,8.307
2022-10-08,8.307
2022-10-09,8.307
2022-10-10,8.307
2022-10-11,8.307
2022-10-12,8.307
2022-10-13,8.307
2022-10-14,8.307
2022-10-15,8.307
2022-10-16,8.307
2022-10-17,8.307
2022-10-18,8.307
2022-10-19,8.307
2022-10-20,8.307
2022-10-21,8.307
2022-10-22,8.307
2022-10-23,8.307
2022-10-24,8.307
2022-10-25,8.307
2022-10-26,8.307
2022-10-27,8.307
2022-10-28,8.307
2022-10-29,8.307
2022-10-30,8.307
2022-10-31,8.307
2022-11-01,8.307
2022-11-02,8.307
2022-11-03,8.307
2022-11-04,8.307
2022-11-05,8.307
2022-11-06,8.307
2022-11-07,8.307
2022-11-08,8.307
2022-11-09,8.307
2022-11-10,8.307
2022-11-11,8.307
2022-11-12,8.307
2022-11-13,8.307
2022-11-14,8.307
2022-11-15,8.307
2022-11-16,8.307
2022-11-17,8.307
2022-11-18,8.307
2022-11-19,8.307
2022-11-20,8.307
2022-11-21,8.307
2022-11-22,8.307
2022-11-23,8.307
2022-11-24,8.307
2022-11-25,8.307
2022-11-26,8.307
2022-11-27,8.307
2022-11-28,8.307
2022-11-29,8.307
2022-11-30,8.307
2022-12-01,8.307
2022-12-02,8.307
2022-12-03,8.307
2022-12-04,8.307
2022-12-05,8.307
2022-12-06,8.307
2022-12-07,8.307
2022-12-08,8.307
2022-12-09,8.307
2022-12-10,8.307
2022-12-11,8.307
2022-12-12,8.307
2022-12-13,8.307
2022-12-14,8.307
2022-12-15,8.307
2022-12-16,8.307
2022-12-17,8.307
2022-12-18,8.307
2022-12-19,8.307
2022-12-20,8.307
2022-12-21,8.307
2022-12-22,8.307
2022-12-23,8.307
2022-12-24,8.307
2022-12-25,8.307
2022-12-26,8.307
2022-12-27,8.307
2022-12-28,8.307
2022-12-29,8.307
2022-12-30,8.307
2022-12-31,8.1524
2023-01-01,8.1524
2023-01-02,8.1524
2023-01-03,8.1524
2023-01-04,8.1524
2023-01-05,8.1524
2023-01-06,8.1524
2023-01-07,8.1524
2023-01-08,8.1524
2023-01-09,8.1524
2023-01-10,8.1524
2023-01-11,8.1524
2023-01-12,8.1524
2023-01-13,8.1524
2023-01-14,8.1524
2023-01-15,8.1524
2023-01-16,8.1524
2023-01-17,8.1524
2023-01-18,8.1524
2023-01-19,8.1524
2023-01-20,8.1524
2023-01-21,8.1524
2023-01-22,8.1524
2023-01-23,8.1524
2023-01-24,8.1524
2023-01-25,8.1524
2023-01-26,8.1524
2023-01-27,8.1524
2023-01-28,8.1524
2023-01-29,8.1524
2023-01-30,8.1524
2023-01-31,8.1524
2023-02-01,8.1524
2023-02-02,8.1524
2023-02-03,8.1524
2023-02-04,8.1524
2023-02-05,8.1524
2023-02-06,8.1524
2023-02-07,8.1524
2023-02-08,8.1524
2023-02-09,8.1524
2023-02-10,8.1524
2023-02-11,8.1524
2023-02-12,8.1524
2023-02-13,8.1524
2023-02-14,8.1524
2023-02-15,8.1524
2023-02-16,8.1524
2023-02-17,8.1524
2023-02-18,8.1524
2023-02-19,8.1524
2023-02-20,8.1524
2023-02-21,8.1524
2023-02-22,8.1524
2023-02-23,8.1524
2023-02-24,8.1524
2023-02-25,8.1524
2023-02-26,8.1524
2023-02-27,8.1524
2023-02-28,8.1524
2023-03-01,8.1524
2023-03-02,8.1524
2023-03-03,8.1524
2023-03-04,8.1524
2023-03-05,8.1524
2023-03-06,8.1524
2023-03-07,8.1524
2023-03-08,8.1524
2023-03-09,8.1524
2023-03-10,8.1524
2023-03-11,8.1524
2023-03-12,8.1524
2023-03-13,8.1524
2023-03-14,8.1524
2023-03-15,8.1524
2023-03-16,8.1524
