,CNNE US Equity
2020-04-15,44.4871
2020-04-16,44.4871
2020-04-17,44.4871
2020-04-18,44.4871
2020-04-19,44.4871
2020-04-20,44.4871
2020-04-21,44.4871
2020-04-22,44.4871
2020-04-23,44.4871
2020-04-24,44.4871
2020-04-25,44.4871
2020-04-26,44.4871
2020-04-27,44.4871
2020-04-28,44.4871
2020-04-29,44.4871
2020-04-30,44.4871
2020-05-01,44.4871
2020-05-02,44.4871
2020-05-03,44.4871
2020-05-04,44.4871
2020-05-05,44.4871
2020-05-06,44.4871
2020-05-07,44.4871
2020-05-08,44.4871
2020-05-09,44.4871
2020-05-10,44.4871
2020-05-11,44.4871
2020-05-12,44.4871
2020-05-13,44.4871
2020-05-14,44.4871
2020-05-15,44.4871
2020-05-16,44.4871
2020-05-17,44.4871
2020-05-18,44.4871
2020-05-19,44.4871
2020-05-20,44.4871
2020-05-21,44.4871
2020-05-22,44.4871
2020-05-23,44.4871
2020-05-24,44.4871
2020-05-25,44.4871
2020-05-26,44.4871
2020-05-27,44.4871
2020-05-28,44.4871
2020-05-29,44.4871
2020-05-30,44.4871
2020-05-31,44.4871
2020-06-01,44.4871
2020-06-02,44.4871
2020-06-03,44.4871
2020-06-04,44.4871
2020-06-05,44.4871
2020-06-06,44.4871
2020-06-07,44.4871
2020-06-08,44.4871
2020-06-09,44.4871
2020-06-10,44.4871
2020-06-11,44.4871
2020-06-12,44.4871
2020-06-13,44.4871
2020-06-14,44.4871
2020-06-15,44.4871
2020-06-16,44.4871
2020-06-17,44.4871
2020-06-18,44.4871
2020-06-19,44.4871
2020-06-20,44.4871
2020-06-21,44.4871
2020-06-22,44.4871
2020-06-23,44.4871
2020-06-24,44.4871
2020-06-25,44.4871
2020-06-26,44.4871
2020-06-27,44.4871
2020-06-28,44.4871
2020-06-29,44.4871
2020-06-30,55.4771
2020-07-01,55.4771
2020-07-02,55.4771
2020-07-03,55.4771
2020-07-04,55.4771
2020-07-05,55.4771
2020-07-06,55.4771
2020-07-07,55.4771
2020-07-08,55.4771
2020-07-09,55.4771
2020-07-10,55.4771
2020-07-11,55.4771
2020-07-12,55.4771
2020-07-13,55.4771
2020-07-14,55.4771
2020-07-15,55.4771
2020-07-16,55.4771
2020-07-17,55.4771
2020-07-18,55.4771
2020-07-19,55.4771
2020-07-20,55.4771
2020-07-21,55.4771
2020-07-22,55.4771
2020-07-23,55.4771
2020-07-24,55.4771
2020-07-25,55.4771
2020-07-26,55.4771
2020-07-27,55.4771
2020-07-28,55.4771
2020-07-29,55.4771
2020-07-30,55.4771
2020-07-31,55.4771
2020-08-01,55.4771
2020-08-02,55.4771
2020-08-03,55.4771
2020-08-04,55.4771
2020-08-05,55.4771
2020-08-06,55.4771
2020-08-07,55.4771
2020-08-08,55.4771
2020-08-09,55.4771
2020-08-10,55.4771
2020-08-11,55.4771
2020-08-12,55.4771
2020-08-13,55.4771
2020-08-14,55.4771
2020-08-15,55.4771
2020-08-16,55.4771
2020-08-17,55.4771
2020-08-18,55.4771
2020-08-19,55.4771
2020-08-20,55.4771
2020-08-21,55.4771
2020-08-22,55.4771
2020-08-23,55.4771
2020-08-24,55.4771
2020-08-25,55.4771
2020-08-26,55.4771
2020-08-27,55.4771
2020-08-28,55.4771
2020-08-29,55.4771
2020-08-30,55.4771
2020-08-31,55.4771
2020-09-01,55.4771
2020-09-02,55.4771
2020-09-03,55.4771
2020-09-04,55.4771
2020-09-05,55.4771
2020-09-06,55.4771
2020-09-07,55.4771
2020-09-08,55.4771
2020-09-09,55.4771
2020-09-10,55.4771
2020-09-11,55.4771
2020-09-12,55.4771
2020-09-13,55.4771
2020-09-14,55.4771
2020-09-15,55.4771
2020-09-16,55.4771
2020-09-17,55.4771
2020-09-18,55.4771
2020-09-19,55.4771
2020-09-20,55.4771
2020-09-21,55.4771
2020-09-22,55.4771
2020-09-23,55.4771
2020-09-24,55.4771
2020-09-25,55.4771
2020-09-26,55.4771
2020-09-27,55.4771
2020-09-28,55.4771
2020-09-29,55.4771
2020-09-30,57.217
2020-10-01,57.217
2020-10-02,57.217
2020-10-03,57.217
2020-10-04,57.217
2020-10-05,57.217
2020-10-06,57.217
2020-10-07,57.217
2020-10-08,57.217
2020-10-09,57.217
2020-10-10,57.217
2020-10-11,57.217
2020-10-12,57.217
2020-10-13,57.217
2020-10-14,57.217
2020-10-15,57.217
2020-10-16,57.217
2020-10-17,57.217
2020-10-18,57.217
2020-10-19,57.217
2020-10-20,57.217
2020-10-21,57.217
2020-10-22,57.217
2020-10-23,57.217
2020-10-24,57.217
2020-10-25,57.217
2020-10-26,57.217
2020-10-27,57.217
2020-10-28,57.217
2020-10-29,57.217
2020-10-30,57.217
2020-10-31,57.217
2020-11-01,57.217
2020-11-02,57.217
2020-11-03,57.217
2020-11-04,57.217
2020-11-05,57.217
2020-11-06,57.217
2020-11-07,57.217
2020-11-08,57.217
2020-11-09,57.217
2020-11-10,57.217
2020-11-11,57.217
2020-11-12,57.217
2020-11-13,57.217
2020-11-14,57.217
2020-11-15,57.217
2020-11-16,57.217
2020-11-17,57.217
2020-11-18,57.217
2020-11-19,57.217
2020-11-20,57.217
2020-11-21,57.217
2020-11-22,57.217
2020-11-23,57.217
2020-11-24,57.217
2020-11-25,57.217
2020-11-26,57.217
2020-11-27,57.217
2020-11-28,57.217
2020-11-29,57.217
2020-11-30,57.217
2020-12-01,57.217
2020-12-02,57.217
2020-12-03,57.217
2020-12-04,57.217
2020-12-05,57.217
2020-12-06,57.217
2020-12-07,57.217
2020-12-08,57.217
2020-12-09,57.217
2020-12-10,57.217
2020-12-11,57.217
2020-12-12,57.217
2020-12-13,57.217
2020-12-14,57.217
2020-12-15,57.217
2020-12-16,57.217
2020-12-17,57.217
2020-12-18,57.217
2020-12-19,57.217
2020-12-20,57.217
2020-12-21,57.217
2020-12-22,57.217
2020-12-23,57.217
2020-12-24,57.217
2020-12-25,57.217
2020-12-26,57.217
2020-12-27,57.217
2020-12-28,57.217
2020-12-29,57.217
2020-12-30,57.217
2020-12-31,67.8119
2021-01-01,67.8119
2021-01-02,67.8119
2021-01-03,67.8119
2021-01-04,67.8119
2021-01-05,67.8119
2021-01-06,67.8119
2021-01-07,67.8119
2021-01-08,67.8119
2021-01-09,67.8119
2021-01-10,67.8119
2021-01-11,67.8119
2021-01-12,67.8119
2021-01-13,67.8119
2021-01-14,67.8119
2021-01-15,67.8119
2021-01-16,67.8119
2021-01-17,67.8119
2021-01-18,67.8119
2021-01-19,67.8119
2021-01-20,67.8119
2021-01-21,67.8119
2021-01-22,67.8119
2021-01-23,67.8119
2021-01-24,67.8119
2021-01-25,67.8119
2021-01-26,67.8119
2021-01-27,67.8119
2021-01-28,67.8119
2021-01-29,67.8119
2021-01-30,67.8119
2021-01-31,67.8119
2021-02-01,67.8119
2021-02-02,67.8119
2021-02-03,67.8119
2021-02-04,67.8119
2021-02-05,67.8119
2021-02-06,67.8119
2021-02-07,67.8119
2021-02-08,67.8119
2021-02-09,67.8119
2021-02-10,67.8119
2021-02-11,67.8119
2021-02-12,67.8119
2021-02-13,67.8119
2021-02-14,67.8119
2021-02-15,67.8119
2021-02-16,67.8119
2021-02-17,67.8119
2021-02-18,67.8119
2021-02-19,67.8119
2021-02-20,67.8119
2021-02-21,67.8119
2021-02-22,67.8119
2021-02-23,67.8119
2021-02-24,67.8119
2021-02-25,67.8119
2021-02-26,67.8119
2021-02-27,67.8119
2021-02-28,67.8119
2021-03-01,67.8119
2021-03-02,67.8119
2021-03-03,67.8119
2021-03-04,67.8119
2021-03-05,67.8119
2021-03-06,67.8119
2021-03-07,67.8119
2021-03-08,67.8119
2021-03-09,67.8119
2021-03-10,67.8119
2021-03-11,67.8119
2021-03-12,67.8119
2021-03-13,67.8119
2021-03-14,67.8119
2021-03-15,67.8119
2021-03-16,67.8119
2021-03-17,67.8119
2021-03-18,67.8119
2021-03-19,67.8119
2021-03-20,67.8119
2021-03-21,67.8119
2021-03-22,67.8119
2021-03-23,67.8119
2021-03-24,67.8119
2021-03-25,67.8119
2021-03-26,67.8119
2021-03-27,67.8119
2021-03-28,67.8119
2021-03-29,67.8119
2021-03-30,67.8119
2021-03-31,31.6258
2021-04-01,31.6258
2021-04-02,31.6258
2021-04-03,31.6258
2021-04-04,31.6258
2021-04-05,31.6258
2021-04-06,31.6258
2021-04-07,31.6258
2021-04-08,31.6258
2021-04-09,31.6258
2021-04-10,31.6258
2021-04-11,31.6258
2021-04-12,31.6258
2021-04-13,31.6258
2021-04-14,31.6258
2021-04-15,31.6258
2021-04-16,31.6258
2021-04-17,31.6258
2021-04-18,31.6258
2021-04-19,31.6258
2021-04-20,31.6258
2021-04-21,31.6258
2021-04-22,31.6258
2021-04-23,31.6258
2021-04-24,31.6258
2021-04-25,31.6258
2021-04-26,31.6258
2021-04-27,31.6258
2021-04-28,31.6258
2021-04-29,31.6258
2021-04-30,31.6258
2021-05-01,31.6258
2021-05-02,31.6258
2021-05-03,31.6258
2021-05-04,31.6258
2021-05-05,31.6258
2021-05-06,31.6258
2021-05-07,31.6258
2021-05-08,31.6258
2021-05-09,31.6258
2021-05-10,31.6258
2021-05-11,31.6258
2021-05-12,31.6258
2021-05-13,31.6258
2021-05-14,31.6258
2021-05-15,31.6258
2021-05-16,31.6258
2021-05-17,31.6258
2021-05-18,31.6258
2021-05-19,31.6258
2021-05-20,31.6258
2021-05-21,31.6258
2021-05-22,31.6258
2021-05-23,31.6258
2021-05-24,31.6258
2021-05-25,31.6258
2021-05-26,31.6258
2021-05-27,31.6258
2021-05-28,31.6258
2021-05-29,31.6258
2021-05-30,31.6258
2021-05-31,31.6258
2021-06-01,31.6258
2021-06-02,31.6258
2021-06-03,31.6258
2021-06-04,31.6258
2021-06-05,31.6258
2021-06-06,31.6258
2021-06-07,31.6258
2021-06-08,31.6258
2021-06-09,31.6258
2021-06-10,31.6258
2021-06-11,31.6258
2021-06-12,31.6258
2021-06-13,31.6258
2021-06-14,31.6258
2021-06-15,31.6258
2021-06-16,31.6258
2021-06-17,31.6258
2021-06-18,31.6258
2021-06-19,31.6258
2021-06-20,31.6258
2021-06-21,31.6258
2021-06-22,31.6258
2021-06-23,31.6258
2021-06-24,31.6258
2021-06-25,31.6258
2021-06-26,31.6258
2021-06-27,31.6258
2021-06-28,31.6258
2021-06-29,31.6258
2021-06-30,17.9832
2021-07-01,17.9832
2021-07-02,17.9832
2021-07-03,17.9832
2021-07-04,17.9832
2021-07-05,17.9832
2021-07-06,17.9832
2021-07-07,17.9832
2021-07-08,17.9832
2021-07-09,17.9832
2021-07-10,17.9832
2021-07-11,17.9832
2021-07-12,17.9832
2021-07-13,17.9832
2021-07-14,17.9832
2021-07-15,17.9832
2021-07-16,17.9832
2021-07-17,17.9832
2021-07-18,17.9832
2021-07-19,17.9832
2021-07-20,17.9832
2021-07-21,17.9832
2021-07-22,17.9832
2021-07-23,17.9832
2021-07-24,17.9832
2021-07-25,17.9832
2021-07-26,17.9832
2021-07-27,17.9832
2021-07-28,17.9832
2021-07-29,17.9832
2021-07-30,17.9832
2021-07-31,17.9832
2021-08-01,17.9832
2021-08-02,17.9832
2021-08-03,17.9832
2021-08-04,17.9832
2021-08-05,17.9832
2021-08-06,17.9832
2021-08-07,17.9832
2021-08-08,17.9832
2021-08-09,17.9832
2021-08-10,17.9832
2021-08-11,17.9832
2021-08-12,17.9832
2021-08-13,17.9832
2021-08-14,17.9832
2021-08-15,17.9832
2021-08-16,17.9832
2021-08-17,17.9832
2021-08-18,17.9832
2021-08-19,17.9832
2021-08-20,17.9832
2021-08-21,17.9832
2021-08-22,17.9832
2021-08-23,17.9832
2021-08-24,17.9832
2021-08-25,17.9832
2021-08-26,17.9832
2021-08-27,17.9832
2021-08-28,17.9832
2021-08-29,17.9832
2021-08-30,17.9832
2021-08-31,17.9832
2021-09-01,17.9832
2021-09-02,17.9832
2021-09-03,17.9832
2021-09-04,17.9832
2021-09-05,17.9832
2021-09-06,17.9832
2021-09-07,17.9832
2021-09-08,17.9832
2021-09-09,17.9832
2021-09-10,17.9832
2021-09-11,17.9832
2021-09-12,17.9832
2021-09-13,17.9832
2021-09-14,17.9832
2021-09-15,17.9832
2021-09-16,17.9832
2021-09-17,17.9832
2021-09-18,17.9832
2021-09-19,17.9832
2021-09-20,17.9832
2021-09-21,17.9832
2021-09-22,17.9832
2021-09-23,17.9832
2021-09-24,17.9832
2021-09-25,17.9832
2021-09-26,17.9832
2021-09-27,17.9832
2021-09-28,17.9832
2021-09-29,17.9832
2021-09-30,10.4625
2021-10-01,10.4625
2021-10-02,10.4625
2021-10-03,10.4625
2021-10-04,10.4625
2021-10-05,10.4625
2021-10-06,10.4625
2021-10-07,10.4625
2021-10-08,10.4625
2021-10-09,10.4625
2021-10-10,10.4625
2021-10-11,10.4625
2021-10-12,10.4625
2021-10-13,10.4625
2021-10-14,10.4625
2021-10-15,10.4625
2021-10-16,10.4625
2021-10-17,10.4625
2021-10-18,10.4625
2021-10-19,10.4625
2021-10-20,10.4625
2021-10-21,10.4625
2021-10-22,10.4625
2021-10-23,10.4625
2021-10-24,10.4625
2021-10-25,10.4625
2021-10-26,10.4625
2021-10-27,10.4625
2021-10-28,10.4625
2021-10-29,10.4625
2021-10-30,10.4625
2021-10-31,10.4625
2021-11-01,10.4625
2021-11-02,10.4625
2021-11-03,10.4625
2021-11-04,10.4625
2021-11-05,10.4625
2021-11-06,10.4625
2021-11-07,10.4625
2021-11-08,10.4625
2021-11-09,10.4625
2021-11-10,10.4625
2021-11-11,10.4625
2021-11-12,10.4625
2021-11-13,10.4625
2021-11-14,10.4625
2021-11-15,10.4625
2021-11-16,10.4625
2021-11-17,10.4625
2021-11-18,10.4625
2021-11-19,10.4625
2021-11-20,10.4625
2021-11-21,10.4625
2021-11-22,10.4625
2021-11-23,10.4625
2021-11-24,10.4625
2021-11-25,10.4625
2021-11-26,10.4625
2021-11-27,10.4625
2021-11-28,10.4625
2021-11-29,10.4625
2021-11-30,10.4625
2021-12-01,10.4625
2021-12-02,10.4625
2021-12-03,10.4625
2021-12-04,10.4625
2021-12-05,10.4625
2021-12-06,10.4625
2021-12-07,10.4625
2021-12-08,10.4625
2021-12-09,10.4625
2021-12-10,10.4625
2021-12-11,10.4625
2021-12-12,10.4625
2021-12-13,10.4625
2021-12-14,10.4625
2021-12-15,10.4625
2021-12-16,10.4625
2021-12-17,10.4625
2021-12-18,10.4625
2021-12-19,10.4625
2021-12-20,10.4625
2021-12-21,10.4625
2021-12-22,10.4625
2021-12-23,10.4625
2021-12-24,10.4625
2021-12-25,10.4625
2021-12-26,10.4625
2021-12-27,10.4625
2021-12-28,10.4625
2021-12-29,10.4625
2021-12-30,10.4625
2021-12-31,-8.0676
2022-01-01,-8.0676
2022-01-02,-8.0676
2022-01-03,-8.0676
2022-01-04,-8.0676
2022-01-05,-8.0676
2022-01-06,-8.0676
2022-01-07,-8.0676
2022-01-08,-8.0676
2022-01-09,-8.0676
2022-01-10,-8.0676
2022-01-11,-8.0676
2022-01-12,-8.0676
2022-01-13,-8.0676
2022-01-14,-8.0676
2022-01-15,-8.0676
2022-01-16,-8.0676
2022-01-17,-8.0676
2022-01-18,-8.0676
2022-01-19,-8.0676
2022-01-20,-8.0676
2022-01-21,-8.0676
2022-01-22,-8.0676
2022-01-23,-8.0676
2022-01-24,-8.0676
2022-01-25,-8.0676
2022-01-26,-8.0676
2022-01-27,-8.0676
2022-01-28,-8.0676
2022-01-29,-8.0676
2022-01-30,-8.0676
2022-01-31,-8.0676
2022-02-01,-8.0676
2022-02-02,-8.0676
2022-02-03,-8.0676
2022-02-04,-8.0676
2022-02-05,-8.0676
2022-02-06,-8.0676
2022-02-07,-8.0676
2022-02-08,-8.0676
2022-02-09,-8.0676
2022-02-10,-8.0676
2022-02-11,-8.0676
2022-02-12,-8.0676
2022-02-13,-8.0676
2022-02-14,-8.0676
2022-02-15,-8.0676
2022-02-16,-8.0676
2022-02-17,-8.0676
2022-02-18,-8.0676
2022-02-19,-8.0676
2022-02-20,-8.0676
2022-02-21,-8.0676
2022-02-22,-8.0676
2022-02-23,-8.0676
2022-02-24,-8.0676
2022-02-25,-8.0676
2022-02-26,-8.0676
2022-02-27,-8.0676
2022-02-28,-8.0676
2022-03-01,-8.0676
2022-03-02,-8.0676
2022-03-03,-8.0676
2022-03-04,-8.0676
2022-03-05,-8.0676
2022-03-06,-8.0676
2022-03-07,-8.0676
2022-03-08,-8.0676
2022-03-09,-8.0676
2022-03-10,-8.0676
2022-03-11,-8.0676
2022-03-12,-8.0676
2022-03-13,-8.0676
2022-03-14,-8.0676
2022-03-15,-8.0676
2022-03-16,-8.0676
2022-03-17,-8.0676
2022-03-18,-8.0676
2022-03-19,-8.0676
2022-03-20,-8.0676
2022-03-21,-8.0676
2022-03-22,-8.0676
2022-03-23,-8.0676
2022-03-24,-8.0676
2022-03-25,-8.0676
2022-03-26,-8.0676
2022-03-27,-8.0676
2022-03-28,-8.0676
2022-03-29,-8.0676
2022-03-30,-8.0676
2022-03-31,-9.1587
2022-04-01,-9.1587
2022-04-02,-9.1587
2022-04-03,-9.1587
2022-04-04,-9.1587
2022-04-05,-9.1587
2022-04-06,-9.1587
2022-04-07,-9.1587
2022-04-08,-9.1587
2022-04-09,-9.1587
2022-04-10,-9.1587
2022-04-11,-9.1587
2022-04-12,-9.1587
2022-04-13,-9.1587
2022-04-14,-9.1587
2022-04-15,-9.1587
2022-04-16,-9.1587
2022-04-17,-9.1587
2022-04-18,-9.1587
2022-04-19,-9.1587
2022-04-20,-9.1587
2022-04-21,-9.1587
2022-04-22,-9.1587
2022-04-23,-9.1587
2022-04-24,-9.1587
2022-04-25,-9.1587
2022-04-26,-9.1587
2022-04-27,-9.1587
2022-04-28,-9.1587
2022-04-29,-9.1587
2022-04-30,-9.1587
2022-05-01,-9.1587
2022-05-02,-9.1587
2022-05-03,-9.1587
2022-05-04,-9.1587
2022-05-05,-9.1587
2022-05-06,-9.1587
2022-05-07,-9.1587
2022-05-08,-9.1587
2022-05-09,-9.1587
2022-05-10,-9.1587
2022-05-11,-9.1587
2022-05-12,-9.1587
2022-05-13,-9.1587
2022-05-14,-9.1587
2022-05-15,-9.1587
2022-05-16,-9.1587
2022-05-17,-9.1587
2022-05-18,-9.1587
2022-05-19,-9.1587
2022-05-20,-9.1587
2022-05-21,-9.1587
2022-05-22,-9.1587
2022-05-23,-9.1587
2022-05-24,-9.1587
2022-05-25,-9.1587
2022-05-26,-9.1587
2022-05-27,-9.1587
2022-05-28,-9.1587
2022-05-29,-9.1587
2022-05-30,-9.1587
2022-05-31,-9.1587
2022-06-01,-9.1587
2022-06-02,-9.1587
2022-06-03,-9.1587
2022-06-04,-9.1587
2022-06-05,-9.1587
2022-06-06,-9.1587
2022-06-07,-9.1587
2022-06-08,-9.1587
2022-06-09,-9.1587
2022-06-10,-9.1587
2022-06-11,-9.1587
2022-06-12,-9.1587
2022-06-13,-9.1587
2022-06-14,-9.1587
2022-06-15,-9.1587
2022-06-16,-9.1587
2022-06-17,-9.1587
2022-06-18,-9.1587
2022-06-19,-9.1587
2022-06-20,-9.1587
2022-06-21,-9.1587
2022-06-22,-9.1587
2022-06-23,-9.1587
2022-06-24,-9.1587
2022-06-25,-9.1587
2022-06-26,-9.1587
2022-06-27,-9.1587
2022-06-28,-9.1587
2022-06-29,-9.1587
2022-06-30,-23.4161
2022-07-01,-23.4161
2022-07-02,-23.4161
2022-07-03,-23.4161
2022-07-04,-23.4161
2022-07-05,-23.4161
2022-07-06,-23.4161
2022-07-07,-23.4161
2022-07-08,-23.4161
2022-07-09,-23.4161
2022-07-10,-23.4161
2022-07-11,-23.4161
2022-07-12,-23.4161
2022-07-13,-23.4161
2022-07-14,-23.4161
2022-07-15,-23.4161
2022-07-16,-23.4161
2022-07-17,-23.4161
2022-07-18,-23.4161
2022-07-19,-23.4161
2022-07-20,-23.4161
2022-07-21,-23.4161
2022-07-22,-23.4161
2022-07-23,-23.4161
2022-07-24,-23.4161
2022-07-25,-23.4161
2022-07-26,-23.4161
2022-07-27,-23.4161
2022-07-28,-23.4161
2022-07-29,-23.4161
2022-07-30,-23.4161
2022-07-31,-23.4161
2022-08-01,-23.4161
2022-08-02,-23.4161
2022-08-03,-23.4161
2022-08-04,-23.4161
2022-08-05,-23.4161
2022-08-06,-23.4161
2022-08-07,-23.4161
2022-08-08,-23.4161
2022-08-09,-23.4161
2022-08-10,-23.4161
2022-08-11,-23.4161
2022-08-12,-23.4161
2022-08-13,-23.4161
2022-08-14,-23.4161
2022-08-15,-23.4161
2022-08-16,-23.4161
2022-08-17,-23.4161
2022-08-18,-23.4161
2022-08-19,-23.4161
2022-08-20,-23.4161
2022-08-21,-23.4161
2022-08-22,-23.4161
2022-08-23,-23.4161
2022-08-24,-23.4161
2022-08-25,-23.4161
2022-08-26,-23.4161
2022-08-27,-23.4161
2022-08-28,-23.4161
2022-08-29,-23.4161
2022-08-30,-23.4161
2022-08-31,-23.4161
2022-09-01,-23.4161
2022-09-02,-23.4161
2022-09-03,-23.4161
2022-09-04,-23.4161
2022-09-05,-23.4161
2022-09-06,-23.4161
2022-09-07,-23.4161
2022-09-08,-23.4161
2022-09-09,-23.4161
2022-09-10,-23.4161
2022-09-11,-23.4161
2022-09-12,-23.4161
2022-09-13,-23.4161
2022-09-14,-23.4161
2022-09-15,-23.4161
2022-09-16,-23.4161
2022-09-17,-23.4161
2022-09-18,-23.4161
2022-09-19,-23.4161
2022-09-20,-23.4161
2022-09-21,-23.4161
2022-09-22,-23.4161
2022-09-23,-23.4161
2022-09-24,-23.4161
2022-09-25,-23.4161
2022-09-26,-23.4161
2022-09-27,-23.4161
2022-09-28,-23.4161
2022-09-29,-23.4161
2022-09-30,-18.1439
2022-10-01,-18.1439
2022-10-02,-18.1439
2022-10-03,-18.1439
2022-10-04,-18.1439
2022-10-05,-18.1439
2022-10-06,-18.1439
2022-10-07,-18.1439
2022-10-08,-18.1439
2022-10-09,-18.1439
2022-10-10,-18.1439
2022-10-11,-18.1439
2022-10-12,-18.1439
2022-10-13,-18.1439
2022-10-14,-18.1439
2022-10-15,-18.1439
2022-10-16,-18.1439
2022-10-17,-18.1439
2022-10-18,-18.1439
2022-10-19,-18.1439
2022-10-20,-18.1439
2022-10-21,-18.1439
2022-10-22,-18.1439
2022-10-23,-18.1439
2022-10-24,-18.1439
2022-10-25,-18.1439
2022-10-26,-18.1439
2022-10-27,-18.1439
2022-10-28,-18.1439
2022-10-29,-18.1439
2022-10-30,-18.1439
2022-10-31,-18.1439
2022-11-01,-18.1439
2022-11-02,-18.1439
2022-11-03,-18.1439
2022-11-04,-18.1439
2022-11-05,-18.1439
2022-11-06,-18.1439
2022-11-07,-18.1439
2022-11-08,-18.1439
2022-11-09,-18.1439
2022-11-10,-18.1439
2022-11-11,-18.1439
2022-11-12,-18.1439
2022-11-13,-18.1439
2022-11-14,-18.1439
2022-11-15,-18.1439
2022-11-16,-18.1439
2022-11-17,-18.1439
2022-11-18,-18.1439
2022-11-19,-18.1439
2022-11-20,-18.1439
2022-11-21,-18.1439
2022-11-22,-18.1439
2022-11-23,-18.1439
2022-11-24,-18.1439
2022-11-25,-18.1439
2022-11-26,-18.1439
2022-11-27,-18.1439
2022-11-28,-18.1439
2022-11-29,-18.1439
2022-11-30,-18.1439
2022-12-01,-18.1439
2022-12-02,-18.1439
2022-12-03,-18.1439
2022-12-04,-18.1439
2022-12-05,-18.1439
2022-12-06,-18.1439
2022-12-07,-18.1439
2022-12-08,-18.1439
2022-12-09,-18.1439
2022-12-10,-18.1439
2022-12-11,-18.1439
2022-12-12,-18.1439
2022-12-13,-18.1439
2022-12-14,-18.1439
2022-12-15,-18.1439
2022-12-16,-18.1439
2022-12-17,-18.1439
2022-12-18,-18.1439
2022-12-19,-18.1439
2022-12-20,-18.1439
2022-12-21,-18.1439
2022-12-22,-18.1439
2022-12-23,-18.1439
2022-12-24,-18.1439
2022-12-25,-18.1439
2022-12-26,-18.1439
2022-12-27,-18.1439
2022-12-28,-18.1439
2022-12-29,-18.1439
2022-12-30,-18.1439
2022-12-31,-14.1425
2023-01-01,-14.1425
2023-01-02,-14.1425
2023-01-03,-14.1425
2023-01-04,-14.1425
2023-01-05,-14.1425
2023-01-06,-14.1425
2023-01-07,-14.1425
2023-01-08,-14.1425
2023-01-09,-14.1425
2023-01-10,-14.1425
2023-01-11,-14.1425
2023-01-12,-14.1425
2023-01-13,-14.1425
2023-01-14,-14.1425
2023-01-15,-14.1425
2023-01-16,-14.1425
2023-01-17,-14.1425
2023-01-18,-14.1425
2023-01-19,-14.1425
2023-01-20,-14.1425
2023-01-21,-14.1425
2023-01-22,-14.1425
2023-01-23,-14.1425
2023-01-24,-14.1425
2023-01-25,-14.1425
2023-01-26,-14.1425
2023-01-27,-14.1425
2023-01-28,-14.1425
2023-01-29,-14.1425
2023-01-30,-14.1425
2023-01-31,-14.1425
2023-02-01,-14.1425
2023-02-02,-14.1425
2023-02-03,-14.1425
2023-02-04,-14.1425
2023-02-05,-14.1425
2023-02-06,-14.1425
2023-02-07,-14.1425
2023-02-08,-14.1425
2023-02-09,-14.1425
2023-02-10,-14.1425
