,HCC US Equity
2020-06-10,26.5305
2020-06-11,26.5305
2020-06-12,26.5305
2020-06-13,26.5305
2020-06-14,26.5305
2020-06-15,26.5305
2020-06-16,26.5305
2020-06-17,26.5305
2020-06-18,26.5305
2020-06-19,26.5305
2020-06-20,26.5305
2020-06-21,26.5305
2020-06-22,26.5305
2020-06-23,26.5305
2020-06-24,26.5305
2020-06-25,26.5305
2020-06-26,26.5305
2020-06-27,26.5305
2020-06-28,26.5305
2020-06-29,26.5305
2020-06-30,10.5076
2020-07-01,10.5076
2020-07-02,10.5076
2020-07-03,10.5076
2020-07-04,10.5076
2020-07-05,10.5076
2020-07-06,10.5076
2020-07-07,10.5076
2020-07-08,10.5076
2020-07-09,10.5076
2020-07-10,10.5076
2020-07-11,10.5076
2020-07-12,10.5076
2020-07-13,10.5076
2020-07-14,10.5076
2020-07-15,10.5076
2020-07-16,10.5076
2020-07-17,10.5076
2020-07-18,10.5076
2020-07-19,10.5076
2020-07-20,10.5076
2020-07-21,10.5076
2020-07-22,10.5076
2020-07-23,10.5076
2020-07-24,10.5076
2020-07-25,10.5076
2020-07-26,10.5076
2020-07-27,10.5076
2020-07-28,10.5076
2020-07-29,10.5076
2020-07-30,10.5076
2020-07-31,10.5076
2020-08-01,10.5076
2020-08-02,10.5076
2020-08-03,10.5076
2020-08-04,10.5076
2020-08-05,10.5076
2020-08-06,10.5076
2020-08-07,10.5076
2020-08-08,10.5076
2020-08-09,10.5076
2020-08-10,10.5076
2020-08-11,10.5076
2020-08-12,10.5076
2020-08-13,10.5076
2020-08-14,10.5076
2020-08-15,10.5076
2020-08-16,10.5076
2020-08-17,10.5076
2020-08-18,10.5076
2020-08-19,10.5076
2020-08-20,10.5076
2020-08-21,10.5076
2020-08-22,10.5076
2020-08-23,10.5076
2020-08-24,10.5076
2020-08-25,10.5076
2020-08-26,10.5076
2020-08-27,10.5076
2020-08-28,10.5076
2020-08-29,10.5076
2020-08-30,10.5076
2020-08-31,10.5076
2020-09-01,10.5076
2020-09-02,10.5076
2020-09-03,10.5076
2020-09-04,10.5076
2020-09-05,10.5076
2020-09-06,10.5076
2020-09-07,10.5076
2020-09-08,10.5076
2020-09-09,10.5076
2020-09-10,10.5076
2020-09-11,10.5076
2020-09-12,10.5076
2020-09-13,10.5076
2020-09-14,10.5076
2020-09-15,10.5076
2020-09-16,10.5076
2020-09-17,10.5076
2020-09-18,10.5076
2020-09-19,10.5076
2020-09-20,10.5076
2020-09-21,10.5076
2020-09-22,10.5076
2020-09-23,10.5076
2020-09-24,10.5076
2020-09-25,10.5076
2020-09-26,10.5076
2020-09-27,10.5076
2020-09-28,10.5076
2020-09-29,10.5076
2020-09-30,2.4841
2020-10-01,2.4841
2020-10-02,2.4841
2020-10-03,2.4841
2020-10-04,2.4841
2020-10-05,2.4841
2020-10-06,2.4841
2020-10-07,2.4841
2020-10-08,2.4841
2020-10-09,2.4841
2020-10-10,2.4841
2020-10-11,2.4841
2020-10-12,2.4841
2020-10-13,2.4841
2020-10-14,2.4841
2020-10-15,2.4841
2020-10-16,2.4841
2020-10-17,2.4841
2020-10-18,2.4841
2020-10-19,2.4841
2020-10-20,2.4841
2020-10-21,2.4841
2020-10-22,2.4841
2020-10-23,2.4841
2020-10-24,2.4841
2020-10-25,2.4841
2020-10-26,2.4841
2020-10-27,2.4841
2020-10-28,2.4841
2020-10-29,2.4841
2020-10-30,2.4841
2020-10-31,2.4841
2020-11-01,2.4841
2020-11-02,2.4841
2020-11-03,2.4841
2020-11-04,2.4841
2020-11-05,2.4841
2020-11-06,2.4841
2020-11-07,2.4841
2020-11-08,2.4841
2020-11-09,2.4841
2020-11-10,2.4841
2020-11-11,2.4841
2020-11-12,2.4841
2020-11-13,2.4841
2020-11-14,2.4841
2020-11-15,2.4841
2020-11-16,2.4841
2020-11-17,2.4841
2020-11-18,2.4841
2020-11-19,2.4841
2020-11-20,2.4841
2020-11-21,2.4841
2020-11-22,2.4841
2020-11-23,2.4841
2020-11-24,2.4841
2020-11-25,2.4841
2020-11-26,2.4841
2020-11-27,2.4841
2020-11-28,2.4841
2020-11-29,2.4841
2020-11-30,2.4841
2020-12-01,2.4841
2020-12-02,2.4841
2020-12-03,2.4841
2020-12-04,2.4841
2020-12-05,2.4841
2020-12-06,2.4841
2020-12-07,2.4841
2020-12-08,2.4841
2020-12-09,2.4841
2020-12-10,2.4841
2020-12-11,2.4841
2020-12-12,2.4841
2020-12-13,2.4841
2020-12-14,2.4841
2020-12-15,2.4841
2020-12-16,2.4841
2020-12-17,2.4841
2020-12-18,2.4841
2020-12-19,2.4841
2020-12-20,2.4841
2020-12-21,2.4841
2020-12-22,2.4841
2020-12-23,2.4841
2020-12-24,2.4841
2020-12-25,2.4841
2020-12-26,2.4841
2020-12-27,2.4841
2020-12-28,2.4841
2020-12-29,2.4841
2020-12-30,2.4841
2020-12-31,-4.7975
2021-01-01,-4.7975
2021-01-02,-4.7975
2021-01-03,-4.7975
2021-01-04,-4.7975
2021-01-05,-4.7975
2021-01-06,-4.7975
2021-01-07,-4.7975
2021-01-08,-4.7975
2021-01-09,-4.7975
2021-01-10,-4.7975
2021-01-11,-4.7975
2021-01-12,-4.7975
2021-01-13,-4.7975
2021-01-14,-4.7975
2021-01-15,-4.7975
2021-01-16,-4.7975
2021-01-17,-4.7975
2021-01-18,-4.7975
2021-01-19,-4.7975
2021-01-20,-4.7975
2021-01-21,-4.7975
2021-01-22,-4.7975
2021-01-23,-4.7975
2021-01-24,-4.7975
2021-01-25,-4.7975
2021-01-26,-4.7975
2021-01-27,-4.7975
2021-01-28,-4.7975
2021-01-29,-4.7975
2021-01-30,-4.7975
2021-01-31,-4.7975
2021-02-01,-4.7975
2021-02-02,-4.7975
2021-02-03,-4.7975
2021-02-04,-4.7975
2021-02-05,-4.7975
2021-02-06,-4.7975
2021-02-07,-4.7975
2021-02-08,-4.7975
2021-02-09,-4.7975
2021-02-10,-4.7975
2021-02-11,-4.7975
2021-02-12,-4.7975
2021-02-13,-4.7975
2021-02-14,-4.7975
2021-02-15,-4.7975
2021-02-16,-4.7975
2021-02-17,-4.7975
2021-02-18,-4.7975
2021-02-19,-4.7975
2021-02-20,-4.7975
2021-02-21,-4.7975
2021-02-22,-4.7975
2021-02-23,-4.7975
2021-02-24,-4.7975
2021-02-25,-4.7975
2021-02-26,-4.7975
2021-02-27,-4.7975
2021-02-28,-4.7975
2021-03-01,-4.7975
2021-03-02,-4.7975
2021-03-03,-4.7975
2021-03-04,-4.7975
2021-03-05,-4.7975
2021-03-06,-4.7975
2021-03-07,-4.7975
2021-03-08,-4.7975
2021-03-09,-4.7975
2021-03-10,-4.7975
2021-03-11,-4.7975
2021-03-12,-4.7975
2021-03-13,-4.7975
2021-03-14,-4.7975
2021-03-15,-4.7975
2021-03-16,-4.7975
2021-03-17,-4.7975
2021-03-18,-4.7975
2021-03-19,-4.7975
2021-03-20,-4.7975
2021-03-21,-4.7975
2021-03-22,-4.7975
2021-03-23,-4.7975
2021-03-24,-4.7975
2021-03-25,-4.7975
2021-03-26,-4.7975
2021-03-27,-4.7975
2021-03-28,-4.7975
2021-03-29,-4.7975
2021-03-30,-4.7975
2021-03-31,-10.591
2021-04-01,-10.591
2021-04-02,-10.591
2021-04-03,-10.591
2021-04-04,-10.591
2021-04-05,-10.591
2021-04-06,-10.591
2021-04-07,-10.591
2021-04-08,-10.591
2021-04-09,-10.591
2021-04-10,-10.591
2021-04-11,-10.591
2021-04-12,-10.591
2021-04-13,-10.591
2021-04-14,-10.591
2021-04-15,-10.591
2021-04-16,-10.591
2021-04-17,-10.591
2021-04-18,-10.591
2021-04-19,-10.591
2021-04-20,-10.591
2021-04-21,-10.591
2021-04-22,-10.591
2021-04-23,-10.591
2021-04-24,-10.591
2021-04-25,-10.591
2021-04-26,-10.591
2021-04-27,-10.591
2021-04-28,-10.591
2021-04-29,-10.591
2021-04-30,-10.591
2021-05-01,-10.591
2021-05-02,-10.591
2021-05-03,-10.591
2021-05-04,-10.591
2021-05-05,-10.591
2021-05-06,-10.591
2021-05-07,-10.591
2021-05-08,-10.591
2021-05-09,-10.591
2021-05-10,-10.591
2021-05-11,-10.591
2021-05-12,-10.591
2021-05-13,-10.591
2021-05-14,-10.591
2021-05-15,-10.591
2021-05-16,-10.591
2021-05-17,-10.591
2021-05-18,-10.591
2021-05-19,-10.591
2021-05-20,-10.591
2021-05-21,-10.591
2021-05-22,-10.591
2021-05-23,-10.591
2021-05-24,-10.591
2021-05-25,-10.591
2021-05-26,-10.591
2021-05-27,-10.591
2021-05-28,-10.591
2021-05-29,-10.591
2021-05-30,-10.591
2021-05-31,-10.591
2021-06-01,-10.591
2021-06-02,-10.591
2021-06-03,-10.591
2021-06-04,-10.591
2021-06-05,-10.591
2021-06-06,-10.591
2021-06-07,-10.591
2021-06-08,-10.591
2021-06-09,-10.591
2021-06-10,-10.591
2021-06-11,-10.591
2021-06-12,-10.591
2021-06-13,-10.591
2021-06-14,-10.591
2021-06-15,-10.591
2021-06-16,-10.591
2021-06-17,-10.591
2021-06-18,-10.591
2021-06-19,-10.591
2021-06-20,-10.591
2021-06-21,-10.591
2021-06-22,-10.591
2021-06-23,-10.591
2021-06-24,-10.591
2021-06-25,-10.591
2021-06-26,-10.591
2021-06-27,-10.591
2021-06-28,-10.591
2021-06-29,-10.591
2021-06-30,-10.0713
2021-07-01,-10.0713
2021-07-02,-10.0713
2021-07-03,-10.0713
2021-07-04,-10.0713
2021-07-05,-10.0713
2021-07-06,-10.0713
2021-07-07,-10.0713
2021-07-08,-10.0713
2021-07-09,-10.0713
2021-07-10,-10.0713
2021-07-11,-10.0713
2021-07-12,-10.0713
2021-07-13,-10.0713
2021-07-14,-10.0713
2021-07-15,-10.0713
2021-07-16,-10.0713
2021-07-17,-10.0713
2021-07-18,-10.0713
2021-07-19,-10.0713
2021-07-20,-10.0713
2021-07-21,-10.0713
2021-07-22,-10.0713
2021-07-23,-10.0713
2021-07-24,-10.0713
2021-07-25,-10.0713
2021-07-26,-10.0713
2021-07-27,-10.0713
2021-07-28,-10.0713
2021-07-29,-10.0713
2021-07-30,-10.0713
2021-07-31,-10.0713
2021-08-01,-10.0713
2021-08-02,-10.0713
2021-08-03,-10.0713
2021-08-04,-10.0713
2021-08-05,-10.0713
2021-08-06,-10.0713
2021-08-07,-10.0713
2021-08-08,-10.0713
2021-08-09,-10.0713
2021-08-10,-10.0713
2021-08-11,-10.0713
2021-08-12,-10.0713
2021-08-13,-10.0713
2021-08-14,-10.0713
2021-08-15,-10.0713
2021-08-16,-10.0713
2021-08-17,-10.0713
2021-08-18,-10.0713
2021-08-19,-10.0713
2021-08-20,-10.0713
2021-08-21,-10.0713
2021-08-22,-10.0713
2021-08-23,-10.0713
2021-08-24,-10.0713
2021-08-25,-10.0713
2021-08-26,-10.0713
2021-08-27,-10.0713
2021-08-28,-10.0713
2021-08-29,-10.0713
2021-08-30,-10.0713
2021-08-31,-10.0713
2021-09-01,-10.0713
2021-09-02,-10.0713
2021-09-03,-10.0713
2021-09-04,-10.0713
2021-09-05,-10.0713
2021-09-06,-10.0713
2021-09-07,-10.0713
2021-09-08,-10.0713
2021-09-09,-10.0713
2021-09-10,-10.0713
2021-09-11,-10.0713
2021-09-12,-10.0713
2021-09-13,-10.0713
2021-09-14,-10.0713
2021-09-15,-10.0713
2021-09-16,-10.0713
2021-09-17,-10.0713
2021-09-18,-10.0713
2021-09-19,-10.0713
2021-09-20,-10.0713
2021-09-21,-10.0713
2021-09-22,-10.0713
2021-09-23,-10.0713
2021-09-24,-10.0713
2021-09-25,-10.0713
2021-09-26,-10.0713
2021-09-27,-10.0713
2021-09-28,-10.0713
2021-09-29,-10.0713
2021-09-30,-2.852
2021-10-01,-2.852
2021-10-02,-2.852
2021-10-03,-2.852
2021-10-04,-2.852
2021-10-05,-2.852
2021-10-06,-2.852
2021-10-07,-2.852
2021-10-08,-2.852
2021-10-09,-2.852
2021-10-10,-2.852
2021-10-11,-2.852
2021-10-12,-2.852
2021-10-13,-2.852
2021-10-14,-2.852
2021-10-15,-2.852
2021-10-16,-2.852
2021-10-17,-2.852
2021-10-18,-2.852
2021-10-19,-2.852
2021-10-20,-2.852
2021-10-21,-2.852
2021-10-22,-2.852
2021-10-23,-2.852
2021-10-24,-2.852
2021-10-25,-2.852
2021-10-26,-2.852
2021-10-27,-2.852
2021-10-28,-2.852
2021-10-29,-2.852
2021-10-30,-2.852
2021-10-31,-2.852
2021-11-01,-2.852
2021-11-02,-2.852
2021-11-03,-2.852
2021-11-04,-2.852
2021-11-05,-2.852
2021-11-06,-2.852
2021-11-07,-2.852
2021-11-08,-2.852
2021-11-09,-2.852
2021-11-10,-2.852
2021-11-11,-2.852
2021-11-12,-2.852
2021-11-13,-2.852
2021-11-14,-2.852
2021-11-15,-2.852
2021-11-16,-2.852
2021-11-17,-2.852
2021-11-18,-2.852
2021-11-19,-2.852
2021-11-20,-2.852
2021-11-21,-2.852
2021-11-22,-2.852
2021-11-23,-2.852
2021-11-24,-2.852
2021-11-25,-2.852
2021-11-26,-2.852
2021-11-27,-2.852
2021-11-28,-2.852
2021-11-29,-2.852
2021-11-30,-2.852
2021-12-01,-2.852
2021-12-02,-2.852
2021-12-03,-2.852
2021-12-04,-2.852
2021-12-05,-2.852
2021-12-06,-2.852
2021-12-07,-2.852
2021-12-08,-2.852
2021-12-09,-2.852
2021-12-10,-2.852
2021-12-11,-2.852
2021-12-12,-2.852
2021-12-13,-2.852
2021-12-14,-2.852
2021-12-15,-2.852
2021-12-16,-2.852
2021-12-17,-2.852
2021-12-18,-2.852
2021-12-19,-2.852
2021-12-20,-2.852
2021-12-21,-2.852
2021-12-22,-2.852
2021-12-23,-2.852
2021-12-24,-2.852
2021-12-25,-2.852
2021-12-26,-2.852
2021-12-27,-2.852
2021-12-28,-2.852
2021-12-29,-2.852
2021-12-30,-2.852
2021-12-31,18.8929
2022-01-01,18.8929
2022-01-02,18.8929
2022-01-03,18.8929
2022-01-04,18.8929
2022-01-05,18.8929
2022-01-06,18.8929
2022-01-07,18.8929
2022-01-08,18.8929
2022-01-09,18.8929
2022-01-10,18.8929
2022-01-11,18.8929
2022-01-12,18.8929
2022-01-13,18.8929
2022-01-14,18.8929
2022-01-15,18.8929
2022-01-16,18.8929
2022-01-17,18.8929
2022-01-18,18.8929
2022-01-19,18.8929
2022-01-20,18.8929
2022-01-21,18.8929
2022-01-22,18.8929
2022-01-23,18.8929
2022-01-24,18.8929
2022-01-25,18.8929
2022-01-26,18.8929
2022-01-27,18.8929
2022-01-28,18.8929
2022-01-29,18.8929
2022-01-30,18.8929
2022-01-31,18.8929
2022-02-01,18.8929
2022-02-02,18.8929
2022-02-03,18.8929
2022-02-04,18.8929
2022-02-05,18.8929
2022-02-06,18.8929
2022-02-07,18.8929
2022-02-08,18.8929
2022-02-09,18.8929
2022-02-10,18.8929
2022-02-11,18.8929
2022-02-12,18.8929
2022-02-13,18.8929
2022-02-14,18.8929
2022-02-15,18.8929
2022-02-16,18.8929
2022-02-17,18.8929
2022-02-18,18.8929
2022-02-19,18.8929
2022-02-20,18.8929
2022-02-21,18.8929
2022-02-22,18.8929
2022-02-23,18.8929
2022-02-24,18.8929
2022-02-25,18.8929
2022-02-26,18.8929
2022-02-27,18.8929
2022-02-28,18.8929
2022-03-01,18.8929
2022-03-02,18.8929
2022-03-03,18.8929
2022-03-04,18.8929
2022-03-05,18.8929
2022-03-06,18.8929
2022-03-07,18.8929
2022-03-08,18.8929
2022-03-09,18.8929
2022-03-10,18.8929
2022-03-11,18.8929
2022-03-12,18.8929
2022-03-13,18.8929
2022-03-14,18.8929
2022-03-15,18.8929
2022-03-16,18.8929
2022-03-17,18.8929
2022-03-18,18.8929
2022-03-19,18.8929
2022-03-20,18.8929
2022-03-21,18.8929
2022-03-22,18.8929
2022-03-23,18.8929
2022-03-24,18.8929
2022-03-25,18.8929
2022-03-26,18.8929
2022-03-27,18.8929
2022-03-28,18.8929
2022-03-29,18.8929
2022-03-30,18.8929
2022-03-31,37.0566
2022-04-01,37.0566
2022-04-02,37.0566
2022-04-03,37.0566
2022-04-04,37.0566
2022-04-05,37.0566
2022-04-06,37.0566
2022-04-07,37.0566
2022-04-08,37.0566
2022-04-09,37.0566
2022-04-10,37.0566
2022-04-11,37.0566
2022-04-12,37.0566
2022-04-13,37.0566
2022-04-14,37.0566
2022-04-15,37.0566
2022-04-16,37.0566
2022-04-17,37.0566
2022-04-18,37.0566
2022-04-19,37.0566
2022-04-20,37.0566
2022-04-21,37.0566
2022-04-22,37.0566
2022-04-23,37.0566
2022-04-24,37.0566
2022-04-25,37.0566
2022-04-26,37.0566
2022-04-27,37.0566
2022-04-28,37.0566
2022-04-29,37.0566
2022-04-30,37.0566
2022-05-01,37.0566
2022-05-02,37.0566
2022-05-03,37.0566
2022-05-04,37.0566
2022-05-05,37.0566
2022-05-06,37.0566
2022-05-07,37.0566
2022-05-08,37.0566
2022-05-09,37.0566
2022-05-10,37.0566
2022-05-11,37.0566
2022-05-12,37.0566
2022-05-13,37.0566
2022-05-14,37.0566
2022-05-15,37.0566
2022-05-16,37.0566
2022-05-17,37.0566
2022-05-18,37.0566
2022-05-19,37.0566
2022-05-20,37.0566
2022-05-21,37.0566
2022-05-22,37.0566
2022-05-23,37.0566
2022-05-24,37.0566
2022-05-25,37.0566
2022-05-26,37.0566
2022-05-27,37.0566
2022-05-28,37.0566
2022-05-29,37.0566
2022-05-30,37.0566
2022-05-31,37.0566
2022-06-01,37.0566
2022-06-02,37.0566
2022-06-03,37.0566
2022-06-04,37.0566
2022-06-05,37.0566
2022-06-06,37.0566
2022-06-07,37.0566
2022-06-08,37.0566
2022-06-09,37.0566
2022-06-10,37.0566
2022-06-11,37.0566
2022-06-12,37.0566
2022-06-13,37.0566
2022-06-14,37.0566
2022-06-15,37.0566
2022-06-16,37.0566
2022-06-17,37.0566
2022-06-18,37.0566
2022-06-19,37.0566
2022-06-20,37.0566
2022-06-21,37.0566
2022-06-22,37.0566
2022-06-23,37.0566
2022-06-24,37.0566
2022-06-25,37.0566
2022-06-26,37.0566
2022-06-27,37.0566
2022-06-28,37.0566
2022-06-29,37.0566
2022-06-30,62.3522
2022-07-01,62.3522
2022-07-02,62.3522
2022-07-03,62.3522
2022-07-04,62.3522
2022-07-05,62.3522
2022-07-06,62.3522
2022-07-07,62.3522
2022-07-08,62.3522
2022-07-09,62.3522
2022-07-10,62.3522
2022-07-11,62.3522
2022-07-12,62.3522
2022-07-13,62.3522
2022-07-14,62.3522
2022-07-15,62.3522
2022-07-16,62.3522
2022-07-17,62.3522
2022-07-18,62.3522
2022-07-19,62.3522
2022-07-20,62.3522
2022-07-21,62.3522
2022-07-22,62.3522
2022-07-23,62.3522
2022-07-24,62.3522
2022-07-25,62.3522
2022-07-26,62.3522
2022-07-27,62.3522
2022-07-28,62.3522
2022-07-29,62.3522
2022-07-30,62.3522
2022-07-31,62.3522
2022-08-01,62.3522
2022-08-02,62.3522
2022-08-03,62.3522
2022-08-04,62.3522
2022-08-05,62.3522
2022-08-06,62.3522
2022-08-07,62.3522
2022-08-08,62.3522
2022-08-09,62.3522
2022-08-10,62.3522
2022-08-11,62.3522
2022-08-12,62.3522
2022-08-13,62.3522
2022-08-14,62.3522
2022-08-15,62.3522
2022-08-16,62.3522
2022-08-17,62.3522
2022-08-18,62.3522
2022-08-19,62.3522
2022-08-20,62.3522
2022-08-21,62.3522
2022-08-22,62.3522
2022-08-23,62.3522
2022-08-24,62.3522
2022-08-25,62.3522
2022-08-26,62.3522
2022-08-27,62.3522
2022-08-28,62.3522
2022-08-29,62.3522
2022-08-30,62.3522
2022-08-31,62.3522
2022-09-01,62.3522
2022-09-02,62.3522
2022-09-03,62.3522
2022-09-04,62.3522
2022-09-05,62.3522
2022-09-06,62.3522
2022-09-07,62.3522
2022-09-08,62.3522
2022-09-09,62.3522
2022-09-10,62.3522
2022-09-11,62.3522
2022-09-12,62.3522
2022-09-13,62.3522
2022-09-14,62.3522
2022-09-15,62.3522
2022-09-16,62.3522
2022-09-17,62.3522
2022-09-18,62.3522
2022-09-19,62.3522
2022-09-20,62.3522
2022-09-21,62.3522
2022-09-22,62.3522
2022-09-23,62.3522
2022-09-24,62.3522
2022-09-25,62.3522
2022-09-26,62.3522
2022-09-27,62.3522
2022-09-28,62.3522
2022-09-29,62.3522
2022-09-30,65.3034
2022-10-01,65.3034
2022-10-02,65.3034
2022-10-03,65.3034
2022-10-04,65.3034
2022-10-05,65.3034
2022-10-06,65.3034
2022-10-07,65.3034
2022-10-08,65.3034
2022-10-09,65.3034
2022-10-10,65.3034
2022-10-11,65.3034
2022-10-12,65.3034
2022-10-13,65.3034
2022-10-14,65.3034
2022-10-15,65.3034
2022-10-16,65.3034
2022-10-17,65.3034
2022-10-18,65.3034
2022-10-19,65.3034
2022-10-20,65.3034
2022-10-21,65.3034
2022-10-22,65.3034
2022-10-23,65.3034
2022-10-24,65.3034
2022-10-25,65.3034
2022-10-26,65.3034
2022-10-27,65.3034
2022-10-28,65.3034
2022-10-29,65.3034
2022-10-30,65.3034
2022-10-31,65.3034
2022-11-01,65.3034
2022-11-02,65.3034
2022-11-03,65.3034
2022-11-04,65.3034
2022-11-05,65.3034
2022-11-06,65.3034
2022-11-07,65.3034
2022-11-08,65.3034
2022-11-09,65.3034
2022-11-10,65.3034
2022-11-11,65.3034
2022-11-12,65.3034
2022-11-13,65.3034
2022-11-14,65.3034
2022-11-15,65.3034
2022-11-16,65.3034
2022-11-17,65.3034
2022-11-18,65.3034
2022-11-19,65.3034
2022-11-20,65.3034
2022-11-21,65.3034
2022-11-22,65.3034
2022-11-23,65.3034
2022-11-24,65.3034
2022-11-25,65.3034
2022-11-26,65.3034
2022-11-27,65.3034
2022-11-28,65.3034
2022-11-29,65.3034
2022-11-30,65.3034
2022-12-01,65.3034
2022-12-02,65.3034
2022-12-03,65.3034
2022-12-04,65.3034
2022-12-05,65.3034
2022-12-06,65.3034
2022-12-07,65.3034
2022-12-08,65.3034
2022-12-09,65.3034
2022-12-10,65.3034
2022-12-11,65.3034
2022-12-12,65.3034
2022-12-13,65.3034
2022-12-14,65.3034
2022-12-15,65.3034
2022-12-16,65.3034
2022-12-17,65.3034
2022-12-18,65.3034
2022-12-19,65.3034
2022-12-20,65.3034
2022-12-21,65.3034
2022-12-22,65.3034
2022-12-23,65.3034
2022-12-24,65.3034
2022-12-25,65.3034
2022-12-26,65.3034
2022-12-27,65.3034
2022-12-28,65.3034
2022-12-29,65.3034
2022-12-30,65.3034
2022-12-31,55.2963
2023-01-01,55.2963
2023-01-02,55.2963
2023-01-03,55.2963
2023-01-04,55.2963
2023-01-05,55.2963
2023-01-06,55.2963
2023-01-07,55.2963
2023-01-08,55.2963
2023-01-09,55.2963
2023-01-10,55.2963
2023-01-11,55.2963
2023-01-12,55.2963
2023-01-13,55.2963
2023-01-14,55.2963
2023-01-15,55.2963
2023-01-16,55.2963
2023-01-17,55.2963
2023-01-18,55.2963
2023-01-19,55.2963
2023-01-20,55.2963
2023-01-21,55.2963
2023-01-22,55.2963
2023-01-23,55.2963
2023-01-24,55.2963
2023-01-25,55.2963
2023-01-26,55.2963
2023-01-27,55.2963
2023-01-28,55.2963
2023-01-29,55.2963
2023-01-30,55.2963
2023-01-31,55.2963
2023-02-01,55.2963
2023-02-02,55.2963
2023-02-03,55.2963
2023-02-04,55.2963
2023-02-05,55.2963
2023-02-06,55.2963
2023-02-07,55.2963
2023-02-08,55.2963
2023-02-09,55.2963
2023-02-10,55.2963
2023-02-11,55.2963
2023-02-12,55.2963
2023-02-13,55.2963
2023-02-14,55.2963
2023-02-15,55.2963
2023-02-16,55.2963
2023-02-17,55.2963
2023-02-18,55.2963
2023-02-19,55.2963
2023-02-20,55.2963
2023-02-21,55.2963
