,GABC US Equity
2021-08-29,12.6821
2021-08-30,12.6821
2021-08-31,12.6821
2021-09-01,12.6821
2021-09-02,12.6821
2021-09-03,12.6821
2021-09-04,12.6821
2021-09-05,12.6821
2021-09-06,12.6821
2021-09-07,12.6821
2021-09-08,12.6821
2021-09-09,12.6821
2021-09-10,12.6821
2021-09-11,12.6821
2021-09-12,12.6821
2021-09-13,12.6821
2021-09-14,12.6821
2021-09-15,12.6821
2021-09-16,12.6821
2021-09-17,12.6821
2021-09-18,12.6821
2021-09-19,12.6821
2021-09-20,12.6821
2021-09-21,12.6821
2021-09-22,12.6821
2021-09-23,12.6821
2021-09-24,12.6821
2021-09-25,12.6821
2021-09-26,12.6821
2021-09-27,12.6821
2021-09-28,12.6821
2021-09-29,12.6821
2021-09-30,13.6757
2021-10-01,13.6757
2021-10-02,13.6757
2021-10-03,13.6757
2021-10-04,13.6757
2021-10-05,13.6757
2021-10-06,13.6757
2021-10-07,13.6757
2021-10-08,13.6757
2021-10-09,13.6757
2021-10-10,13.6757
2021-10-11,13.6757
2021-10-12,13.6757
2021-10-13,13.6757
2021-10-14,13.6757
2021-10-15,13.6757
2021-10-16,13.6757
2021-10-17,13.6757
2021-10-18,13.6757
2021-10-19,13.6757
2021-10-20,13.6757
2021-10-21,13.6757
2021-10-22,13.6757
2021-10-23,13.6757
2021-10-24,13.6757
2021-10-25,13.6757
2021-10-26,13.6757
2021-10-27,13.6757
2021-10-28,13.6757
2021-10-29,13.6757
2021-10-30,13.6757
2021-10-31,13.6757
2021-11-01,13.6757
2021-11-02,13.6757
2021-11-03,13.6757
2021-11-04,13.6757
2021-11-05,13.6757
2021-11-06,13.6757
2021-11-07,13.6757
2021-11-08,13.6757
2021-11-09,13.6757
2021-11-10,13.6757
2021-11-11,13.6757
2021-11-12,13.6757
2021-11-13,13.6757
2021-11-14,13.6757
2021-11-15,13.6757
2021-11-16,13.6757
2021-11-17,13.6757
2021-11-18,13.6757
2021-11-19,13.6757
2021-11-20,13.6757
2021-11-21,13.6757
2021-11-22,13.6757
2021-11-23,13.6757
2021-11-24,13.6757
2021-11-25,13.6757
2021-11-26,13.6757
2021-11-27,13.6757
2021-11-28,13.6757
2021-11-29,13.6757
2021-11-30,13.6757
2021-12-01,13.6757
2021-12-02,13.6757
2021-12-03,13.6757
2021-12-04,13.6757
2021-12-05,13.6757
2021-12-06,13.6757
2021-12-07,13.6757
2021-12-08,13.6757
2021-12-09,13.6757
2021-12-10,13.6757
2021-12-11,13.6757
2021-12-12,13.6757
2021-12-13,13.6757
2021-12-14,13.6757
2021-12-15,13.6757
2021-12-16,13.6757
2021-12-17,13.6757
2021-12-18,13.6757
2021-12-19,13.6757
2021-12-20,13.6757
2021-12-21,13.6757
2021-12-22,13.6757
2021-12-23,13.6757
2021-12-24,13.6757
2021-12-25,13.6757
2021-12-26,13.6757
2021-12-27,13.6757
2021-12-28,13.6757
2021-12-29,13.6757
2021-12-30,13.6757
2021-12-31,13.0125
2022-01-01,13.0125
2022-01-02,13.0125
2022-01-03,13.0125
2022-01-04,13.0125
2022-01-05,13.0125
2022-01-06,13.0125
2022-01-07,13.0125
2022-01-08,13.0125
2022-01-09,13.0125
2022-01-10,13.0125
2022-01-11,13.0125
2022-01-12,13.0125
2022-01-13,13.0125
2022-01-14,13.0125
2022-01-15,13.0125
2022-01-16,13.0125
2022-01-17,13.0125
2022-01-18,13.0125
2022-01-19,13.0125
2022-01-20,13.0125
2022-01-21,13.0125
2022-01-22,13.0125
2022-01-23,13.0125
2022-01-24,13.0125
2022-01-25,13.0125
2022-01-26,13.0125
2022-01-27,13.0125
2022-01-28,13.0125
2022-01-29,13.0125
2022-01-30,13.0125
2022-01-31,13.0125
2022-02-01,13.0125
2022-02-02,13.0125
2022-02-03,13.0125
2022-02-04,13.0125
2022-02-05,13.0125
2022-02-06,13.0125
2022-02-07,13.0125
2022-02-08,13.0125
2022-02-09,13.0125
2022-02-10,13.0125
2022-02-11,13.0125
2022-02-12,13.0125
2022-02-13,13.0125
2022-02-14,13.0125
2022-02-15,13.0125
2022-02-16,13.0125
2022-02-17,13.0125
2022-02-18,13.0125
2022-02-19,13.0125
2022-02-20,13.0125
2022-02-21,13.0125
2022-02-22,13.0125
2022-02-23,13.0125
2022-02-24,13.0125
2022-02-25,13.0125
2022-02-26,13.0125
2022-02-27,13.0125
2022-02-28,13.0125
2022-03-01,13.0125
2022-03-02,13.0125
2022-03-03,13.0125
2022-03-04,13.0125
2022-03-05,13.0125
2022-03-06,13.0125
2022-03-07,13.0125
2022-03-08,13.0125
2022-03-09,13.0125
2022-03-10,13.0125
2022-03-11,13.0125
2022-03-12,13.0125
2022-03-13,13.0125
2022-03-14,13.0125
2022-03-15,13.0125
2022-03-16,13.0125
2022-03-17,13.0125
2022-03-18,13.0125
2022-03-19,13.0125
2022-03-20,13.0125
2022-03-21,13.0125
2022-03-22,13.0125
2022-03-23,13.0125
2022-03-24,13.0125
2022-03-25,13.0125
2022-03-26,13.0125
2022-03-27,13.0125
2022-03-28,13.0125
2022-03-29,13.0125
2022-03-30,13.0125
2022-03-31,11.6323
2022-04-01,11.6323
2022-04-02,11.6323
2022-04-03,11.6323
2022-04-04,11.6323
2022-04-05,11.6323
2022-04-06,11.6323
2022-04-07,11.6323
2022-04-08,11.6323
2022-04-09,11.6323
2022-04-10,11.6323
2022-04-11,11.6323
2022-04-12,11.6323
2022-04-13,11.6323
2022-04-14,11.6323
2022-04-15,11.6323
2022-04-16,11.6323
2022-04-17,11.6323
2022-04-18,11.6323
2022-04-19,11.6323
2022-04-20,11.6323
2022-04-21,11.6323
2022-04-22,11.6323
2022-04-23,11.6323
2022-04-24,11.6323
2022-04-25,11.6323
2022-04-26,11.6323
2022-04-27,11.6323
2022-04-28,11.6323
2022-04-29,11.6323
2022-04-30,11.6323
2022-05-01,11.6323
2022-05-02,11.6323
2022-05-03,11.6323
2022-05-04,11.6323
2022-05-05,11.6323
2022-05-06,11.6323
2022-05-07,11.6323
2022-05-08,11.6323
2022-05-09,11.6323
2022-05-10,11.6323
2022-05-11,11.6323
2022-05-12,11.6323
2022-05-13,11.6323
2022-05-14,11.6323
2022-05-15,11.6323
2022-05-16,11.6323
2022-05-17,11.6323
2022-05-18,11.6323
2022-05-19,11.6323
2022-05-20,11.6323
2022-05-21,11.6323
2022-05-22,11.6323
2022-05-23,11.6323
2022-05-24,11.6323
2022-05-25,11.6323
2022-05-26,11.6323
2022-05-27,11.6323
2022-05-28,11.6323
2022-05-29,11.6323
2022-05-30,11.6323
2022-05-31,11.6323
2022-06-01,11.6323
2022-06-02,11.6323
2022-06-03,11.6323
2022-06-04,11.6323
2022-06-05,11.6323
2022-06-06,11.6323
2022-06-07,11.6323
2022-06-08,11.6323
2022-06-09,11.6323
2022-06-10,11.6323
2022-06-11,11.6323
2022-06-12,11.6323
2022-06-13,11.6323
2022-06-14,11.6323
2022-06-15,11.6323
2022-06-16,11.6323
2022-06-17,11.6323
2022-06-18,11.6323
2022-06-19,11.6323
2022-06-20,11.6323
2022-06-21,11.6323
2022-06-22,11.6323
2022-06-23,11.6323
2022-06-24,11.6323
2022-06-25,11.6323
2022-06-26,11.6323
2022-06-27,11.6323
2022-06-28,11.6323
2022-06-29,11.6323
2022-06-30,12.0272
2022-07-01,12.0272
2022-07-02,12.0272
2022-07-03,12.0272
2022-07-04,12.0272
2022-07-05,12.0272
2022-07-06,12.0272
2022-07-07,12.0272
2022-07-08,12.0272
2022-07-09,12.0272
2022-07-10,12.0272
2022-07-11,12.0272
2022-07-12,12.0272
2022-07-13,12.0272
2022-07-14,12.0272
2022-07-15,12.0272
2022-07-16,12.0272
2022-07-17,12.0272
2022-07-18,12.0272
2022-07-19,12.0272
2022-07-20,12.0272
2022-07-21,12.0272
2022-07-22,12.0272
2022-07-23,12.0272
2022-07-24,12.0272
2022-07-25,12.0272
2022-07-26,12.0272
2022-07-27,12.0272
2022-07-28,12.0272
2022-07-29,12.0272
2022-07-30,12.0272
2022-07-31,12.0272
2022-08-01,12.0272
2022-08-02,12.0272
2022-08-03,12.0272
2022-08-04,12.0272
2022-08-05,12.0272
2022-08-06,12.0272
2022-08-07,12.0272
2022-08-08,12.0272
2022-08-09,12.0272
2022-08-10,12.0272
2022-08-11,12.0272
2022-08-12,12.0272
2022-08-13,12.0272
2022-08-14,12.0272
2022-08-15,12.0272
2022-08-16,12.0272
2022-08-17,12.0272
2022-08-18,12.0272
2022-08-19,12.0272
2022-08-20,12.0272
2022-08-21,12.0272
2022-08-22,12.0272
2022-08-23,12.0272
2022-08-24,12.0272
2022-08-25,12.0272
2022-08-26,12.0272
2022-08-27,12.0272
2022-08-28,12.0272
2022-08-29,12.0272
2022-08-30,12.0272
2022-08-31,12.0272
2022-09-01,12.0272
2022-09-02,12.0272
2022-09-03,12.0272
2022-09-04,12.0272
2022-09-05,12.0272
2022-09-06,12.0272
2022-09-07,12.0272
2022-09-08,12.0272
2022-09-09,12.0272
2022-09-10,12.0272
2022-09-11,12.0272
2022-09-12,12.0272
2022-09-13,12.0272
2022-09-14,12.0272
2022-09-15,12.0272
2022-09-16,12.0272
2022-09-17,12.0272
2022-09-18,12.0272
2022-09-19,12.0272
2022-09-20,12.0272
2022-09-21,12.0272
2022-09-22,12.0272
2022-09-23,12.0272
2022-09-24,12.0272
2022-09-25,12.0272
2022-09-26,12.0272
2022-09-27,12.0272
2022-09-28,12.0272
2022-09-29,12.0272
2022-09-30,13.3961
2022-10-01,13.3961
2022-10-02,13.3961
2022-10-03,13.3961
2022-10-04,13.3961
2022-10-05,13.3961
2022-10-06,13.3961
2022-10-07,13.3961
2022-10-08,13.3961
2022-10-09,13.3961
2022-10-10,13.3961
2022-10-11,13.3961
2022-10-12,13.3961
2022-10-13,13.3961
2022-10-14,13.3961
2022-10-15,13.3961
2022-10-16,13.3961
2022-10-17,13.3961
2022-10-18,13.3961
2022-10-19,13.3961
2022-10-20,13.3961
2022-10-21,13.3961
2022-10-22,13.3961
2022-10-23,13.3961
2022-10-24,13.3961
2022-10-25,13.3961
2022-10-26,13.3961
2022-10-27,13.3961
2022-10-28,13.3961
2022-10-29,13.3961
2022-10-30,13.3961
2022-10-31,13.3961
2022-11-01,13.3961
2022-11-02,13.3961
2022-11-03,13.3961
2022-11-04,13.3961
2022-11-05,13.3961
2022-11-06,13.3961
2022-11-07,13.3961
2022-11-08,13.3961
2022-11-09,13.3961
2022-11-10,13.3961
2022-11-11,13.3961
2022-11-12,13.3961
2022-11-13,13.3961
2022-11-14,13.3961
2022-11-15,13.3961
2022-11-16,13.3961
2022-11-17,13.3961
2022-11-18,13.3961
2022-11-19,13.3961
2022-11-20,13.3961
2022-11-21,13.3961
2022-11-22,13.3961
2022-11-23,13.3961
2022-11-24,13.3961
2022-11-25,13.3961
2022-11-26,13.3961
2022-11-27,13.3961
2022-11-28,13.3961
2022-11-29,13.3961
2022-11-30,13.3961
2022-12-01,13.3961
2022-12-02,13.3961
2022-12-03,13.3961
2022-12-04,13.3961
2022-12-05,13.3961
2022-12-06,13.3961
2022-12-07,13.3961
2022-12-08,13.3961
2022-12-09,13.3961
2022-12-10,13.3961
2022-12-11,13.3961
2022-12-12,13.3961
2022-12-13,13.3961
2022-12-14,13.3961
2022-12-15,13.3961
2022-12-16,13.3961
2022-12-17,13.3961
2022-12-18,13.3961
2022-12-19,13.3961
2022-12-20,13.3961
2022-12-21,13.3961
2022-12-22,13.3961
2022-12-23,13.3961
2022-12-24,13.3961
2022-12-25,13.3961
2022-12-26,13.3961
2022-12-27,13.3961
2022-12-28,13.3961
2022-12-29,13.3961
2022-12-30,13.3961
2022-12-31,13.339
2023-01-01,13.339
2023-01-02,13.339
2023-01-03,13.339
2023-01-04,13.339
2023-01-05,13.339
2023-01-06,13.339
2023-01-07,13.339
2023-01-08,13.339
2023-01-09,13.339
2023-01-10,13.339
2023-01-11,13.339
2023-01-12,13.339
2023-01-13,13.339
2023-01-14,13.339
2023-01-15,13.339
2023-01-16,13.339
2023-01-17,13.339
2023-01-18,13.339
2023-01-19,13.339
2023-01-20,13.339
2023-01-21,13.339
2023-01-22,13.339
2023-01-23,13.339
2023-01-24,13.339
2023-01-25,13.339
2023-01-26,13.339
2023-01-27,13.339
2023-01-28,13.339
2023-01-29,13.339
2023-01-30,13.339
2023-01-31,13.339
2023-02-01,13.339
2023-02-02,13.339
2023-02-03,13.339
2023-02-04,13.339
2023-02-05,13.339
2023-02-06,13.339
2023-02-07,13.339
2023-02-08,13.339
2023-02-09,13.339
2023-02-10,13.339
2023-02-11,13.339
2023-02-12,13.339
2023-02-13,13.339
2023-02-14,13.339
2023-02-15,13.339
2023-02-16,13.339
2023-02-17,13.339
2023-02-18,13.339
2023-02-19,13.339
2023-02-20,13.339
2023-02-21,13.339
2023-02-22,13.339
2023-02-23,13.339
2023-02-24,13.339
2023-02-25,13.339
2023-02-26,13.339
2023-02-27,13.339
2023-02-28,13.339
2023-03-01,13.339
2023-03-02,13.339
2023-03-03,13.339
2023-03-04,13.339
2023-03-05,13.339
2023-03-06,13.339
2023-03-07,13.339
2023-03-08,13.339
2023-03-09,13.339
2023-03-10,13.339
2023-03-11,13.339
2023-03-12,13.339
2023-03-13,13.339
2023-03-14,13.339
2023-03-15,13.339
2023-03-16,13.339
2023-03-17,13.339
2023-03-18,13.339
2023-03-19,13.339
2023-03-20,13.339
2023-03-21,13.339
2023-03-22,13.339
2023-03-23,13.339
