,RGP US Equity
2020-07-13,9.6526
2020-07-14,9.6526
2020-07-15,9.6526
2020-07-16,9.6526
2020-07-17,9.6526
2020-07-18,9.6526
2020-07-19,9.6526
2020-07-20,9.6526
2020-07-21,9.6526
2020-07-22,9.6526
2020-07-23,9.6526
2020-07-24,9.6526
2020-07-25,9.6526
2020-07-26,9.6526
2020-07-27,9.6526
2020-07-28,9.6526
2020-07-29,9.6526
2020-07-30,9.6526
2020-07-31,9.6526
2020-08-01,9.6526
2020-08-02,9.6526
2020-08-03,9.6526
2020-08-04,9.6526
2020-08-05,9.6526
2020-08-06,9.6526
2020-08-07,9.6526
2020-08-08,9.6526
2020-08-09,9.6526
2020-08-10,9.6526
2020-08-11,9.6526
2020-08-12,9.6526
2020-08-13,9.6526
2020-08-14,9.6526
2020-08-15,9.6526
2020-08-16,9.6526
2020-08-17,9.6526
2020-08-18,9.6526
2020-08-19,9.6526
2020-08-20,9.6526
2020-08-21,9.6526
2020-08-22,9.6526
2020-08-23,9.6526
2020-08-24,9.6526
2020-08-25,9.6526
2020-08-26,9.6526
2020-08-27,9.6526
2020-08-28,9.6526
2020-08-29,8.5668
2020-08-30,8.5668
2020-08-31,8.5668
2020-09-01,8.5668
2020-09-02,8.5668
2020-09-03,8.5668
2020-09-04,8.5668
2020-09-05,8.5668
2020-09-06,8.5668
2020-09-07,8.5668
2020-09-08,8.5668
2020-09-09,8.5668
2020-09-10,8.5668
2020-09-11,8.5668
2020-09-12,8.5668
2020-09-13,8.5668
2020-09-14,8.5668
2020-09-15,8.5668
2020-09-16,8.5668
2020-09-17,8.5668
2020-09-18,8.5668
2020-09-19,8.5668
2020-09-20,8.5668
2020-09-21,8.5668
2020-09-22,8.5668
2020-09-23,8.5668
2020-09-24,8.5668
2020-09-25,8.5668
2020-09-26,8.5668
2020-09-27,8.5668
2020-09-28,8.5668
2020-09-29,8.5668
2020-09-30,8.5668
2020-10-01,8.5668
2020-10-02,8.5668
2020-10-03,8.5668
2020-10-04,8.5668
2020-10-05,8.5668
2020-10-06,8.5668
2020-10-07,8.5668
2020-10-08,8.5668
2020-10-09,8.5668
2020-10-10,8.5668
2020-10-11,8.5668
2020-10-12,8.5668
2020-10-13,8.5668
2020-10-14,8.5668
2020-10-15,8.5668
2020-10-16,8.5668
2020-10-17,8.5668
2020-10-18,8.5668
2020-10-19,8.5668
2020-10-20,8.5668
2020-10-21,8.5668
2020-10-22,8.5668
2020-10-23,8.5668
2020-10-24,8.5668
2020-10-25,8.5668
2020-10-26,8.5668
2020-10-27,8.5668
2020-10-28,8.5668
2020-10-29,8.5668
2020-10-30,8.5668
2020-10-31,8.5668
2020-11-01,8.5668
2020-11-02,8.5668
2020-11-03,8.5668
2020-11-04,8.5668
2020-11-05,8.5668
2020-11-06,8.5668
2020-11-07,8.5668
2020-11-08,8.5668
2020-11-09,8.5668
2020-11-10,8.5668
2020-11-11,8.5668
2020-11-12,8.5668
2020-11-13,8.5668
2020-11-14,8.5668
2020-11-15,8.5668
2020-11-16,8.5668
2020-11-17,8.5668
2020-11-18,8.5668
2020-11-19,8.5668
2020-11-20,8.5668
2020-11-21,8.5668
2020-11-22,8.5668
2020-11-23,8.5668
2020-11-24,8.5668
2020-11-25,8.5668
2020-11-26,8.5668
2020-11-27,8.5668
2020-11-28,4.0516
2020-11-29,4.0516
2020-11-30,4.0516
2020-12-01,4.0516
2020-12-02,4.0516
2020-12-03,4.0516
2020-12-04,4.0516
2020-12-05,4.0516
2020-12-06,4.0516
2020-12-07,4.0516
2020-12-08,4.0516
2020-12-09,4.0516
2020-12-10,4.0516
2020-12-11,4.0516
2020-12-12,4.0516
2020-12-13,4.0516
2020-12-14,4.0516
2020-12-15,4.0516
2020-12-16,4.0516
2020-12-17,4.0516
2020-12-18,4.0516
2020-12-19,4.0516
2020-12-20,4.0516
2020-12-21,4.0516
2020-12-22,4.0516
2020-12-23,4.0516
2020-12-24,4.0516
2020-12-25,4.0516
2020-12-26,4.0516
2020-12-27,4.0516
2020-12-28,4.0516
2020-12-29,4.0516
2020-12-30,4.0516
2020-12-31,4.0516
2021-01-01,4.0516
2021-01-02,4.0516
2021-01-03,4.0516
2021-01-04,4.0516
2021-01-05,4.0516
2021-01-06,4.0516
2021-01-07,4.0516
2021-01-08,4.0516
2021-01-09,4.0516
2021-01-10,4.0516
2021-01-11,4.0516
2021-01-12,4.0516
2021-01-13,4.0516
2021-01-14,4.0516
2021-01-15,4.0516
2021-01-16,4.0516
2021-01-17,4.0516
2021-01-18,4.0516
2021-01-19,4.0516
2021-01-20,4.0516
2021-01-21,4.0516
2021-01-22,4.0516
2021-01-23,4.0516
2021-01-24,4.0516
2021-01-25,4.0516
2021-01-26,4.0516
2021-01-27,4.0516
2021-01-28,4.0516
2021-01-29,4.0516
2021-01-30,4.0516
2021-01-31,4.0516
2021-02-01,4.0516
2021-02-02,4.0516
2021-02-03,4.0516
2021-02-04,4.0516
2021-02-05,4.0516
2021-02-06,4.0516
2021-02-07,4.0516
2021-02-08,4.0516
2021-02-09,4.0516
2021-02-10,4.0516
2021-02-11,4.0516
2021-02-12,4.0516
2021-02-13,4.0516
2021-02-14,4.0516
2021-02-15,4.0516
2021-02-16,4.0516
2021-02-17,4.0516
2021-02-18,4.0516
2021-02-19,4.0516
2021-02-20,4.0516
2021-02-21,4.0516
2021-02-22,4.0516
2021-02-23,4.0516
2021-02-24,4.0516
2021-02-25,4.0516
2021-02-26,4.0516
2021-02-27,1.982
2021-02-28,1.982
2021-03-01,1.982
2021-03-02,1.982
2021-03-03,1.982
2021-03-04,1.982
2021-03-05,1.982
2021-03-06,1.982
2021-03-07,1.982
2021-03-08,1.982
2021-03-09,1.982
2021-03-10,1.982
2021-03-11,1.982
2021-03-12,1.982
2021-03-13,1.982
2021-03-14,1.982
2021-03-15,1.982
2021-03-16,1.982
2021-03-17,1.982
2021-03-18,1.982
2021-03-19,1.982
2021-03-20,1.982
2021-03-21,1.982
2021-03-22,1.982
2021-03-23,1.982
2021-03-24,1.982
2021-03-25,1.982
2021-03-26,1.982
2021-03-27,1.982
2021-03-28,1.982
2021-03-29,1.982
2021-03-30,1.982
2021-03-31,1.982
2021-04-01,1.982
2021-04-02,1.982
2021-04-03,1.982
2021-04-04,1.982
2021-04-05,1.982
2021-04-06,1.982
2021-04-07,1.982
2021-04-08,1.982
2021-04-09,1.982
2021-04-10,1.982
2021-04-11,1.982
2021-04-12,1.982
2021-04-13,1.982
2021-04-14,1.982
2021-04-15,1.982
2021-04-16,1.982
2021-04-17,1.982
2021-04-18,1.982
2021-04-19,1.982
2021-04-20,1.982
2021-04-21,1.982
2021-04-22,1.982
2021-04-23,1.982
2021-04-24,1.982
2021-04-25,1.982
2021-04-26,1.982
2021-04-27,1.982
2021-04-28,1.982
2021-04-29,1.982
2021-04-30,1.982
2021-05-01,1.982
2021-05-02,1.982
2021-05-03,1.982
2021-05-04,1.982
2021-05-05,1.982
2021-05-06,1.982
2021-05-07,1.982
2021-05-08,1.982
2021-05-09,1.982
2021-05-10,1.982
2021-05-11,1.982
2021-05-12,1.982
2021-05-13,1.982
2021-05-14,1.982
2021-05-15,1.982
2021-05-16,1.982
2021-05-17,1.982
2021-05-18,1.982
2021-05-19,1.982
2021-05-20,1.982
2021-05-21,1.982
2021-05-22,1.982
2021-05-23,1.982
2021-05-24,1.982
2021-05-25,1.982
2021-05-26,1.982
2021-05-27,1.982
2021-05-28,1.982
2021-05-29,7.969
2021-05-30,7.969
2021-05-31,7.969
2021-06-01,7.969
2021-06-02,7.969
2021-06-03,7.969
2021-06-04,7.969
2021-06-05,7.969
2021-06-06,7.969
2021-06-07,7.969
2021-06-08,7.969
2021-06-09,7.969
2021-06-10,7.969
2021-06-11,7.969
2021-06-12,7.969
2021-06-13,7.969
2021-06-14,7.969
2021-06-15,7.969
2021-06-16,7.969
2021-06-17,7.969
2021-06-18,7.969
2021-06-19,7.969
2021-06-20,7.969
2021-06-21,7.969
2021-06-22,7.969
2021-06-23,7.969
2021-06-24,7.969
2021-06-25,7.969
2021-06-26,7.969
2021-06-27,7.969
2021-06-28,7.969
2021-06-29,7.969
2021-06-30,7.969
2021-07-01,7.969
2021-07-02,7.969
2021-07-03,7.969
2021-07-04,7.969
2021-07-05,7.969
2021-07-06,7.969
2021-07-07,7.969
2021-07-08,7.969
2021-07-09,7.969
2021-07-10,7.969
2021-07-11,7.969
2021-07-12,7.969
2021-07-13,7.969
2021-07-14,7.969
2021-07-15,7.969
2021-07-16,7.969
2021-07-17,7.969
2021-07-18,7.969
2021-07-19,7.969
2021-07-20,7.969
2021-07-21,7.969
2021-07-22,7.969
2021-07-23,7.969
2021-07-24,7.969
2021-07-25,7.969
2021-07-26,7.969
2021-07-27,7.969
2021-07-28,7.969
2021-07-29,7.969
2021-07-30,7.969
2021-07-31,7.969
2021-08-01,7.969
2021-08-02,7.969
2021-08-03,7.969
2021-08-04,7.969
2021-08-05,7.969
2021-08-06,7.969
2021-08-07,7.969
2021-08-08,7.969
2021-08-09,7.969
2021-08-10,7.969
2021-08-11,7.969
2021-08-12,7.969
2021-08-13,7.969
2021-08-14,7.969
2021-08-15,7.969
2021-08-16,7.969
2021-08-17,7.969
2021-08-18,7.969
2021-08-19,7.969
2021-08-20,7.969
2021-08-21,7.969
2021-08-22,7.969
2021-08-23,7.969
2021-08-24,7.969
2021-08-25,7.969
2021-08-26,7.969
2021-08-27,7.969
2021-08-28,11.0235
2021-08-29,11.0235
2021-08-30,11.0235
2021-08-31,11.0235
2021-09-01,11.0235
2021-09-02,11.0235
2021-09-03,11.0235
2021-09-04,11.0235
2021-09-05,11.0235
2021-09-06,11.0235
2021-09-07,11.0235
2021-09-08,11.0235
2021-09-09,11.0235
2021-09-10,11.0235
2021-09-11,11.0235
2021-09-12,11.0235
2021-09-13,11.0235
2021-09-14,11.0235
2021-09-15,11.0235
2021-09-16,11.0235
2021-09-17,11.0235
2021-09-18,11.0235
2021-09-19,11.0235
2021-09-20,11.0235
2021-09-21,11.0235
2021-09-22,11.0235
2021-09-23,11.0235
2021-09-24,11.0235
2021-09-25,11.0235
2021-09-26,11.0235
2021-09-27,11.0235
2021-09-28,11.0235
2021-09-29,11.0235
2021-09-30,11.0235
2021-10-01,11.0235
2021-10-02,11.0235
2021-10-03,11.0235
2021-10-04,11.0235
2021-10-05,11.0235
2021-10-06,11.0235
2021-10-07,11.0235
2021-10-08,11.0235
2021-10-09,11.0235
2021-10-10,11.0235
2021-10-11,11.0235
2021-10-12,11.0235
2021-10-13,11.0235
2021-10-14,11.0235
2021-10-15,11.0235
2021-10-16,11.0235
2021-10-17,11.0235
2021-10-18,11.0235
2021-10-19,11.0235
2021-10-20,11.0235
2021-10-21,11.0235
2021-10-22,11.0235
2021-10-23,11.0235
2021-10-24,11.0235
2021-10-25,11.0235
2021-10-26,11.0235
2021-10-27,11.0235
2021-10-28,11.0235
2021-10-29,11.0235
2021-10-30,11.0235
2021-10-31,11.0235
2021-11-01,11.0235
2021-11-02,11.0235
2021-11-03,11.0235
2021-11-04,11.0235
2021-11-05,11.0235
2021-11-06,11.0235
2021-11-07,11.0235
2021-11-08,11.0235
2021-11-09,11.0235
2021-11-10,11.0235
2021-11-11,11.0235
2021-11-12,11.0235
2021-11-13,11.0235
2021-11-14,11.0235
2021-11-15,11.0235
2021-11-16,11.0235
2021-11-17,11.0235
2021-11-18,11.0235
2021-11-19,11.0235
2021-11-20,11.0235
2021-11-21,11.0235
2021-11-22,11.0235
2021-11-23,11.0235
2021-11-24,11.0235
2021-11-25,11.0235
2021-11-26,11.0235
2021-11-27,15.492
2021-11-28,15.492
2021-11-29,15.492
2021-11-30,15.492
2021-12-01,15.492
2021-12-02,15.492
2021-12-03,15.492
2021-12-04,15.492
2021-12-05,15.492
2021-12-06,15.492
2021-12-07,15.492
2021-12-08,15.492
2021-12-09,15.492
2021-12-10,15.492
2021-12-11,15.492
2021-12-12,15.492
2021-12-13,15.492
2021-12-14,15.492
2021-12-15,15.492
2021-12-16,15.492
2021-12-17,15.492
2021-12-18,15.492
2021-12-19,15.492
2021-12-20,15.492
2021-12-21,15.492
2021-12-22,15.492
2021-12-23,15.492
2021-12-24,15.492
2021-12-25,15.492
2021-12-26,15.492
2021-12-27,15.492
2021-12-28,15.492
2021-12-29,15.492
2021-12-30,15.492
2021-12-31,15.492
2022-01-01,15.492
2022-01-02,15.492
2022-01-03,15.492
2022-01-04,15.492
2022-01-05,15.492
2022-01-06,15.492
2022-01-07,15.492
2022-01-08,15.492
2022-01-09,15.492
2022-01-10,15.492
2022-01-11,15.492
2022-01-12,15.492
2022-01-13,15.492
2022-01-14,15.492
2022-01-15,15.492
2022-01-16,15.492
2022-01-17,15.492
2022-01-18,15.492
2022-01-19,15.492
2022-01-20,15.492
2022-01-21,15.492
2022-01-22,15.492
2022-01-23,15.492
2022-01-24,15.492
2022-01-25,15.492
2022-01-26,15.492
2022-01-27,15.492
2022-01-28,15.492
2022-01-29,15.492
2022-01-30,15.492
2022-01-31,15.492
2022-02-01,15.492
2022-02-02,15.492
2022-02-03,15.492
2022-02-04,15.492
2022-02-05,15.492
2022-02-06,15.492
2022-02-07,15.492
2022-02-08,15.492
2022-02-09,15.492
2022-02-10,15.492
2022-02-11,15.492
2022-02-12,15.492
2022-02-13,15.492
2022-02-14,15.492
2022-02-15,15.492
2022-02-16,15.492
2022-02-17,15.492
2022-02-18,15.492
2022-02-19,15.492
2022-02-20,15.492
2022-02-21,15.492
2022-02-22,15.492
2022-02-23,15.492
2022-02-24,15.492
2022-02-25,15.492
2022-02-26,21.0337
2022-02-27,21.0337
2022-02-28,21.0337
2022-03-01,21.0337
2022-03-02,21.0337
2022-03-03,21.0337
2022-03-04,21.0337
2022-03-05,21.0337
2022-03-06,21.0337
2022-03-07,21.0337
2022-03-08,21.0337
2022-03-09,21.0337
2022-03-10,21.0337
2022-03-11,21.0337
2022-03-12,21.0337
2022-03-13,21.0337
2022-03-14,21.0337
2022-03-15,21.0337
2022-03-16,21.0337
2022-03-17,21.0337
2022-03-18,21.0337
2022-03-19,21.0337
2022-03-20,21.0337
2022-03-21,21.0337
2022-03-22,21.0337
2022-03-23,21.0337
2022-03-24,21.0337
2022-03-25,21.0337
2022-03-26,21.0337
2022-03-27,21.0337
2022-03-28,21.0337
2022-03-29,21.0337
2022-03-30,21.0337
2022-03-31,21.0337
2022-04-01,21.0337
2022-04-02,21.0337
2022-04-03,21.0337
2022-04-04,21.0337
2022-04-05,21.0337
2022-04-06,21.0337
2022-04-07,21.0337
2022-04-08,21.0337
2022-04-09,21.0337
2022-04-10,21.0337
2022-04-11,21.0337
2022-04-12,21.0337
2022-04-13,21.0337
2022-04-14,21.0337
2022-04-15,21.0337
2022-04-16,21.0337
2022-04-17,21.0337
2022-04-18,21.0337
2022-04-19,21.0337
2022-04-20,21.0337
2022-04-21,21.0337
2022-04-22,21.0337
2022-04-23,21.0337
2022-04-24,21.0337
2022-04-25,21.0337
2022-04-26,21.0337
2022-04-27,21.0337
2022-04-28,21.0337
2022-04-29,21.0337
2022-04-30,21.0337
2022-05-01,21.0337
2022-05-02,21.0337
2022-05-03,21.0337
2022-05-04,21.0337
2022-05-05,21.0337
2022-05-06,21.0337
2022-05-07,21.0337
2022-05-08,21.0337
2022-05-09,21.0337
2022-05-10,21.0337
2022-05-11,21.0337
2022-05-12,21.0337
2022-05-13,21.0337
2022-05-14,21.0337
2022-05-15,21.0337
2022-05-16,21.0337
2022-05-17,21.0337
2022-05-18,21.0337
2022-05-19,21.0337
2022-05-20,21.0337
2022-05-21,21.0337
2022-05-22,21.0337
2022-05-23,21.0337
2022-05-24,21.0337
2022-05-25,21.0337
2022-05-26,21.0337
2022-05-27,21.0337
2022-05-28,19.1386
2022-05-29,19.1386
2022-05-30,19.1386
2022-05-31,19.1386
2022-06-01,19.1386
2022-06-02,19.1386
2022-06-03,19.1386
2022-06-04,19.1386
2022-06-05,19.1386
2022-06-06,19.1386
2022-06-07,19.1386
2022-06-08,19.1386
2022-06-09,19.1386
2022-06-10,19.1386
2022-06-11,19.1386
2022-06-12,19.1386
2022-06-13,19.1386
2022-06-14,19.1386
2022-06-15,19.1386
2022-06-16,19.1386
2022-06-17,19.1386
2022-06-18,19.1386
2022-06-19,19.1386
2022-06-20,19.1386
2022-06-21,19.1386
2022-06-22,19.1386
2022-06-23,19.1386
2022-06-24,19.1386
2022-06-25,19.1386
2022-06-26,19.1386
2022-06-27,19.1386
2022-06-28,19.1386
2022-06-29,19.1386
2022-06-30,19.1386
2022-07-01,19.1386
2022-07-02,19.1386
2022-07-03,19.1386
2022-07-04,19.1386
2022-07-05,19.1386
2022-07-06,19.1386
2022-07-07,19.1386
2022-07-08,19.1386
2022-07-09,19.1386
2022-07-10,19.1386
2022-07-11,19.1386
2022-07-12,19.1386
2022-07-13,19.1386
2022-07-14,19.1386
2022-07-15,19.1386
2022-07-16,19.1386
2022-07-17,19.1386
2022-07-18,19.1386
2022-07-19,19.1386
2022-07-20,19.1386
2022-07-21,19.1386
2022-07-22,19.1386
2022-07-23,19.1386
2022-07-24,19.1386
2022-07-25,19.1386
2022-07-26,19.1386
2022-07-27,19.1386
2022-07-28,19.1386
2022-07-29,19.1386
2022-07-30,19.1386
2022-07-31,19.1386
2022-08-01,19.1386
2022-08-02,19.1386
2022-08-03,19.1386
2022-08-04,19.1386
2022-08-05,19.1386
2022-08-06,19.1386
2022-08-07,19.1386
2022-08-08,19.1386
2022-08-09,19.1386
2022-08-10,19.1386
2022-08-11,19.1386
2022-08-12,19.1386
2022-08-13,19.1386
2022-08-14,19.1386
2022-08-15,19.1386
2022-08-16,19.1386
2022-08-17,19.1386
2022-08-18,19.1386
2022-08-19,19.1386
2022-08-20,19.1386
2022-08-21,19.1386
2022-08-22,19.1386
2022-08-23,19.1386
2022-08-24,19.1386
2022-08-25,19.1386
2022-08-26,19.1386
2022-08-27,19.7579
2022-08-28,19.7579
2022-08-29,19.7579
2022-08-30,19.7579
2022-08-31,19.7579
2022-09-01,19.7579
2022-09-02,19.7579
2022-09-03,19.7579
2022-09-04,19.7579
2022-09-05,19.7579
2022-09-06,19.7579
2022-09-07,19.7579
2022-09-08,19.7579
2022-09-09,19.7579
2022-09-10,19.7579
2022-09-11,19.7579
2022-09-12,19.7579
2022-09-13,19.7579
2022-09-14,19.7579
2022-09-15,19.7579
2022-09-16,19.7579
2022-09-17,19.7579
2022-09-18,19.7579
2022-09-19,19.7579
2022-09-20,19.7579
2022-09-21,19.7579
2022-09-22,19.7579
2022-09-23,19.7579
2022-09-24,19.7579
2022-09-25,19.7579
2022-09-26,19.7579
2022-09-27,19.7579
2022-09-28,19.7579
2022-09-29,19.7579
2022-09-30,19.7579
2022-10-01,19.7579
2022-10-02,19.7579
2022-10-03,19.7579
2022-10-04,19.7579
2022-10-05,19.7579
2022-10-06,19.7579
2022-10-07,19.7579
2022-10-08,19.7579
2022-10-09,19.7579
2022-10-10,19.7579
2022-10-11,19.7579
2022-10-12,19.7579
2022-10-13,19.7579
2022-10-14,19.7579
2022-10-15,19.7579
2022-10-16,19.7579
2022-10-17,19.7579
2022-10-18,19.7579
2022-10-19,19.7579
2022-10-20,19.7579
2022-10-21,19.7579
2022-10-22,19.7579
2022-10-23,19.7579
2022-10-24,19.7579
2022-10-25,19.7579
2022-10-26,19.7579
2022-10-27,19.7579
2022-10-28,19.7579
2022-10-29,19.7579
2022-10-30,19.7579
2022-10-31,19.7579
2022-11-01,19.7579
2022-11-02,19.7579
2022-11-03,19.7579
2022-11-04,19.7579
2022-11-05,19.7579
2022-11-06,19.7579
2022-11-07,19.7579
2022-11-08,19.7579
2022-11-09,19.7579
2022-11-10,19.7579
2022-11-11,19.7579
2022-11-12,19.7579
2022-11-13,19.7579
2022-11-14,19.7579
2022-11-15,19.7579
2022-11-16,19.7579
2022-11-17,19.7579
2022-11-18,19.7579
2022-11-19,19.7579
2022-11-20,19.7579
2022-11-21,19.7579
2022-11-22,19.7579
2022-11-23,19.7579
2022-11-24,19.7579
2022-11-25,19.7579
2022-11-26,19.4763
2022-11-27,19.4763
2022-11-28,19.4763
2022-11-29,19.4763
2022-11-30,19.4763
2022-12-01,19.4763
2022-12-02,19.4763
2022-12-03,19.4763
2022-12-04,19.4763
2022-12-05,19.4763
2022-12-06,19.4763
2022-12-07,19.4763
2022-12-08,19.4763
2022-12-09,19.4763
2022-12-10,19.4763
2022-12-11,19.4763
2022-12-12,19.4763
2022-12-13,19.4763
2022-12-14,19.4763
2022-12-15,19.4763
2022-12-16,19.4763
2022-12-17,19.4763
2022-12-18,19.4763
2022-12-19,19.4763
2022-12-20,19.4763
2022-12-21,19.4763
2022-12-22,19.4763
2022-12-23,19.4763
2022-12-24,19.4763
2022-12-25,19.4763
2022-12-26,19.4763
2022-12-27,19.4763
2022-12-28,19.4763
2022-12-29,19.4763
2022-12-30,19.4763
2022-12-31,19.4763
2023-01-01,19.4763
2023-01-02,19.4763
2023-01-03,19.4763
2023-01-04,19.4763
2023-01-05,19.4763
2023-01-06,19.4763
2023-01-07,19.4763
2023-01-08,19.4763
2023-01-09,19.4763
2023-01-10,19.4763
2023-01-11,19.4763
2023-01-12,19.4763
2023-01-13,19.4763
2023-01-14,19.4763
2023-01-15,19.4763
2023-01-16,19.4763
2023-01-17,19.4763
2023-01-18,19.4763
2023-01-19,19.4763
2023-01-20,19.4763
2023-01-21,19.4763
2023-01-22,19.4763
2023-01-23,19.4763
2023-01-24,19.4763
2023-01-25,19.4763
2023-01-26,19.4763
2023-01-27,19.4763
2023-01-28,19.4763
2023-01-29,19.4763
2023-01-30,19.4763
2023-01-31,19.4763
2023-02-01,19.4763
2023-02-02,19.4763
2023-02-03,19.4763
2023-02-04,19.4763
2023-02-05,19.4763
2023-02-06,19.4763
2023-02-07,19.4763
2023-02-08,19.4763
2023-02-09,19.4763
2023-02-10,19.4763
2023-02-11,19.4763
2023-02-12,19.4763
2023-02-13,19.4763
2023-02-14,19.4763
2023-02-15,19.4763
2023-02-16,19.4763
2023-02-17,19.4763
2023-02-18,19.4763
2023-02-19,19.4763
2023-02-20,19.4763
2023-02-21,19.4763
2023-02-22,19.4763
2023-02-23,19.4763
2023-02-24,19.4763
2023-02-25,16.526
2023-02-26,16.526
2023-02-27,16.526
2023-02-28,16.526
2023-03-01,16.526
2023-03-02,16.526
2023-03-03,16.526
2023-03-04,16.526
2023-03-05,16.526
2023-03-06,16.526
2023-03-07,16.526
2023-03-08,16.526
2023-03-09,16.526
2023-03-10,16.526
2023-03-11,16.526
2023-03-12,16.526
2023-03-13,16.526
2023-03-14,16.526
2023-03-15,16.526
2023-03-16,16.526
2023-03-17,16.526
2023-03-18,16.526
2023-03-19,16.526
2023-03-20,16.526
2023-03-21,16.526
2023-03-22,16.526
2023-03-23,16.526
2023-03-24,16.526
2023-03-25,16.526
2023-03-26,16.526
2023-03-27,16.526
2023-03-28,16.526
2023-03-29,16.526
2023-03-30,16.526
2023-03-31,16.526
2023-04-01,16.526
2023-04-02,16.526
2023-04-03,16.526
2023-04-04,16.526
