,MXL US Equity
2020-07-21,-12.3179
2020-07-22,-12.3179
2020-07-23,-12.3179
2020-07-24,-12.3179
2020-07-25,-12.3179
2020-07-26,-12.3179
2020-07-27,-12.3179
2020-07-28,-12.3179
2020-07-29,-12.3179
2020-07-30,-12.3179
2020-07-31,-12.3179
2020-08-01,-12.3179
2020-08-02,-12.3179
2020-08-03,-12.3179
2020-08-04,-12.3179
2020-08-05,-12.3179
2020-08-06,-12.3179
2020-08-07,-12.3179
2020-08-08,-12.3179
2020-08-09,-12.3179
2020-08-10,-12.3179
2020-08-11,-12.3179
2020-08-12,-12.3179
2020-08-13,-12.3179
2020-08-14,-12.3179
2020-08-15,-12.3179
2020-08-16,-12.3179
2020-08-17,-12.3179
2020-08-18,-12.3179
2020-08-19,-12.3179
2020-08-20,-12.3179
2020-08-21,-12.3179
2020-08-22,-12.3179
2020-08-23,-12.3179
2020-08-24,-12.3179
2020-08-25,-12.3179
2020-08-26,-12.3179
2020-08-27,-12.3179
2020-08-28,-12.3179
2020-08-29,-12.3179
2020-08-30,-12.3179
2020-08-31,-12.3179
2020-09-01,-12.3179
2020-09-02,-12.3179
2020-09-03,-12.3179
2020-09-04,-12.3179
2020-09-05,-12.3179
2020-09-06,-12.3179
2020-09-07,-12.3179
2020-09-08,-12.3179
2020-09-09,-12.3179
2020-09-10,-12.3179
2020-09-11,-12.3179
2020-09-12,-12.3179
2020-09-13,-12.3179
2020-09-14,-12.3179
2020-09-15,-12.3179
2020-09-16,-12.3179
2020-09-17,-12.3179
2020-09-18,-12.3179
2020-09-19,-12.3179
2020-09-20,-12.3179
2020-09-21,-12.3179
2020-09-22,-12.3179
2020-09-23,-12.3179
2020-09-24,-12.3179
2020-09-25,-12.3179
2020-09-26,-12.3179
2020-09-27,-12.3179
2020-09-28,-12.3179
2020-09-29,-12.3179
2020-09-30,-20.2491
2020-10-01,-20.2491
2020-10-02,-20.2491
2020-10-03,-20.2491
2020-10-04,-20.2491
2020-10-05,-20.2491
2020-10-06,-20.2491
2020-10-07,-20.2491
2020-10-08,-20.2491
2020-10-09,-20.2491
2020-10-10,-20.2491
2020-10-11,-20.2491
2020-10-12,-20.2491
2020-10-13,-20.2491
2020-10-14,-20.2491
2020-10-15,-20.2491
2020-10-16,-20.2491
2020-10-17,-20.2491
2020-10-18,-20.2491
2020-10-19,-20.2491
2020-10-20,-20.2491
2020-10-21,-20.2491
2020-10-22,-20.2491
2020-10-23,-20.2491
2020-10-24,-20.2491
2020-10-25,-20.2491
2020-10-26,-20.2491
2020-10-27,-20.2491
2020-10-28,-20.2491
2020-10-29,-20.2491
2020-10-30,-20.2491
2020-10-31,-20.2491
2020-11-01,-20.2491
2020-11-02,-20.2491
2020-11-03,-20.2491
2020-11-04,-20.2491
2020-11-05,-20.2491
2020-11-06,-20.2491
2020-11-07,-20.2491
2020-11-08,-20.2491
2020-11-09,-20.2491
2020-11-10,-20.2491
2020-11-11,-20.2491
2020-11-12,-20.2491
2020-11-13,-20.2491
2020-11-14,-20.2491
2020-11-15,-20.2491
2020-11-16,-20.2491
2020-11-17,-20.2491
2020-11-18,-20.2491
2020-11-19,-20.2491
2020-11-20,-20.2491
2020-11-21,-20.2491
2020-11-22,-20.2491
2020-11-23,-20.2491
2020-11-24,-20.2491
2020-11-25,-20.2491
2020-11-26,-20.2491
2020-11-27,-20.2491
2020-11-28,-20.2491
2020-11-29,-20.2491
2020-11-30,-20.2491
2020-12-01,-20.2491
2020-12-02,-20.2491
2020-12-03,-20.2491
2020-12-04,-20.2491
2020-12-05,-20.2491
2020-12-06,-20.2491
2020-12-07,-20.2491
2020-12-08,-20.2491
2020-12-09,-20.2491
2020-12-10,-20.2491
2020-12-11,-20.2491
2020-12-12,-20.2491
2020-12-13,-20.2491
2020-12-14,-20.2491
2020-12-15,-20.2491
2020-12-16,-20.2491
2020-12-17,-20.2491
2020-12-18,-20.2491
2020-12-19,-20.2491
2020-12-20,-20.2491
2020-12-21,-20.2491
2020-12-22,-20.2491
2020-12-23,-20.2491
2020-12-24,-20.2491
2020-12-25,-20.2491
2020-12-26,-20.2491
2020-12-27,-20.2491
2020-12-28,-20.2491
2020-12-29,-20.2491
2020-12-30,-20.2491
2020-12-31,-24.4636
2021-01-01,-24.4636
2021-01-02,-24.4636
2021-01-03,-24.4636
2021-01-04,-24.4636
2021-01-05,-24.4636
2021-01-06,-24.4636
2021-01-07,-24.4636
2021-01-08,-24.4636
2021-01-09,-24.4636
2021-01-10,-24.4636
2021-01-11,-24.4636
2021-01-12,-24.4636
2021-01-13,-24.4636
2021-01-14,-24.4636
2021-01-15,-24.4636
2021-01-16,-24.4636
2021-01-17,-24.4636
2021-01-18,-24.4636
2021-01-19,-24.4636
2021-01-20,-24.4636
2021-01-21,-24.4636
2021-01-22,-24.4636
2021-01-23,-24.4636
2021-01-24,-24.4636
2021-01-25,-24.4636
2021-01-26,-24.4636
2021-01-27,-24.4636
2021-01-28,-24.4636
2021-01-29,-24.4636
2021-01-30,-24.4636
2021-01-31,-24.4636
2021-02-01,-24.4636
2021-02-02,-24.4636
2021-02-03,-24.4636
2021-02-04,-24.4636
2021-02-05,-24.4636
2021-02-06,-24.4636
2021-02-07,-24.4636
2021-02-08,-24.4636
2021-02-09,-24.4636
2021-02-10,-24.4636
2021-02-11,-24.4636
2021-02-12,-24.4636
2021-02-13,-24.4636
2021-02-14,-24.4636
2021-02-15,-24.4636
2021-02-16,-24.4636
2021-02-17,-24.4636
2021-02-18,-24.4636
2021-02-19,-24.4636
2021-02-20,-24.4636
2021-02-21,-24.4636
2021-02-22,-24.4636
2021-02-23,-24.4636
2021-02-24,-24.4636
2021-02-25,-24.4636
2021-02-26,-24.4636
2021-02-27,-24.4636
2021-02-28,-24.4636
2021-03-01,-24.4636
2021-03-02,-24.4636
2021-03-03,-24.4636
2021-03-04,-24.4636
2021-03-05,-24.4636
2021-03-06,-24.4636
2021-03-07,-24.4636
2021-03-08,-24.4636
2021-03-09,-24.4636
2021-03-10,-24.4636
2021-03-11,-24.4636
2021-03-12,-24.4636
2021-03-13,-24.4636
2021-03-14,-24.4636
2021-03-15,-24.4636
2021-03-16,-24.4636
2021-03-17,-24.4636
2021-03-18,-24.4636
2021-03-19,-24.4636
2021-03-20,-24.4636
2021-03-21,-24.4636
2021-03-22,-24.4636
2021-03-23,-24.4636
2021-03-24,-24.4636
2021-03-25,-24.4636
2021-03-26,-24.4636
2021-03-27,-24.4636
2021-03-28,-24.4636
2021-03-29,-24.4636
2021-03-30,-24.4636
2021-03-31,-19.1383
2021-04-01,-19.1383
2021-04-02,-19.1383
2021-04-03,-19.1383
2021-04-04,-19.1383
2021-04-05,-19.1383
2021-04-06,-19.1383
2021-04-07,-19.1383
2021-04-08,-19.1383
2021-04-09,-19.1383
2021-04-10,-19.1383
2021-04-11,-19.1383
2021-04-12,-19.1383
2021-04-13,-19.1383
2021-04-14,-19.1383
2021-04-15,-19.1383
2021-04-16,-19.1383
2021-04-17,-19.1383
2021-04-18,-19.1383
2021-04-19,-19.1383
2021-04-20,-19.1383
2021-04-21,-19.1383
2021-04-22,-19.1383
2021-04-23,-19.1383
2021-04-24,-19.1383
2021-04-25,-19.1383
2021-04-26,-19.1383
2021-04-27,-19.1383
2021-04-28,-19.1383
2021-04-29,-19.1383
2021-04-30,-19.1383
2021-05-01,-19.1383
2021-05-02,-19.1383
2021-05-03,-19.1383
2021-05-04,-19.1383
2021-05-05,-19.1383
2021-05-06,-19.1383
2021-05-07,-19.1383
2021-05-08,-19.1383
2021-05-09,-19.1383
2021-05-10,-19.1383
2021-05-11,-19.1383
2021-05-12,-19.1383
2021-05-13,-19.1383
2021-05-14,-19.1383
2021-05-15,-19.1383
2021-05-16,-19.1383
2021-05-17,-19.1383
2021-05-18,-19.1383
2021-05-19,-19.1383
2021-05-20,-19.1383
2021-05-21,-19.1383
2021-05-22,-19.1383
2021-05-23,-19.1383
2021-05-24,-19.1383
2021-05-25,-19.1383
2021-05-26,-19.1383
2021-05-27,-19.1383
2021-05-28,-19.1383
2021-05-29,-19.1383
2021-05-30,-19.1383
2021-05-31,-19.1383
2021-06-01,-19.1383
2021-06-02,-19.1383
2021-06-03,-19.1383
2021-06-04,-19.1383
2021-06-05,-19.1383
2021-06-06,-19.1383
2021-06-07,-19.1383
2021-06-08,-19.1383
2021-06-09,-19.1383
2021-06-10,-19.1383
2021-06-11,-19.1383
2021-06-12,-19.1383
2021-06-13,-19.1383
2021-06-14,-19.1383
2021-06-15,-19.1383
2021-06-16,-19.1383
2021-06-17,-19.1383
2021-06-18,-19.1383
2021-06-19,-19.1383
2021-06-20,-19.1383
2021-06-21,-19.1383
2021-06-22,-19.1383
2021-06-23,-19.1383
2021-06-24,-19.1383
2021-06-25,-19.1383
2021-06-26,-19.1383
2021-06-27,-19.1383
2021-06-28,-19.1383
2021-06-29,-19.1383
2021-06-30,-13.59
2021-07-01,-13.59
2021-07-02,-13.59
2021-07-03,-13.59
2021-07-04,-13.59
2021-07-05,-13.59
2021-07-06,-13.59
2021-07-07,-13.59
2021-07-08,-13.59
2021-07-09,-13.59
2021-07-10,-13.59
2021-07-11,-13.59
2021-07-12,-13.59
2021-07-13,-13.59
2021-07-14,-13.59
2021-07-15,-13.59
2021-07-16,-13.59
2021-07-17,-13.59
2021-07-18,-13.59
2021-07-19,-13.59
2021-07-20,-13.59
2021-07-21,-13.59
2021-07-22,-13.59
2021-07-23,-13.59
2021-07-24,-13.59
2021-07-25,-13.59
2021-07-26,-13.59
2021-07-27,-13.59
2021-07-28,-13.59
2021-07-29,-13.59
2021-07-30,-13.59
2021-07-31,-13.59
2021-08-01,-13.59
2021-08-02,-13.59
2021-08-03,-13.59
2021-08-04,-13.59
2021-08-05,-13.59
2021-08-06,-13.59
2021-08-07,-13.59
2021-08-08,-13.59
2021-08-09,-13.59
2021-08-10,-13.59
2021-08-11,-13.59
2021-08-12,-13.59
2021-08-13,-13.59
2021-08-14,-13.59
2021-08-15,-13.59
2021-08-16,-13.59
2021-08-17,-13.59
2021-08-18,-13.59
2021-08-19,-13.59
2021-08-20,-13.59
2021-08-21,-13.59
2021-08-22,-13.59
2021-08-23,-13.59
2021-08-24,-13.59
2021-08-25,-13.59
2021-08-26,-13.59
2021-08-27,-13.59
2021-08-28,-13.59
2021-08-29,-13.59
2021-08-30,-13.59
2021-08-31,-13.59
2021-09-01,-13.59
2021-09-02,-13.59
2021-09-03,-13.59
2021-09-04,-13.59
2021-09-05,-13.59
2021-09-06,-13.59
2021-09-07,-13.59
2021-09-08,-13.59
2021-09-09,-13.59
2021-09-10,-13.59
2021-09-11,-13.59
2021-09-12,-13.59
2021-09-13,-13.59
2021-09-14,-13.59
2021-09-15,-13.59
2021-09-16,-13.59
2021-09-17,-13.59
2021-09-18,-13.59
2021-09-19,-13.59
2021-09-20,-13.59
2021-09-21,-13.59
2021-09-22,-13.59
2021-09-23,-13.59
2021-09-24,-13.59
2021-09-25,-13.59
2021-09-26,-13.59
2021-09-27,-13.59
2021-09-28,-13.59
2021-09-29,-13.59
2021-09-30,-2.5467
2021-10-01,-2.5467
2021-10-02,-2.5467
2021-10-03,-2.5467
2021-10-04,-2.5467
2021-10-05,-2.5467
2021-10-06,-2.5467
2021-10-07,-2.5467
2021-10-08,-2.5467
2021-10-09,-2.5467
2021-10-10,-2.5467
2021-10-11,-2.5467
2021-10-12,-2.5467
2021-10-13,-2.5467
2021-10-14,-2.5467
2021-10-15,-2.5467
2021-10-16,-2.5467
2021-10-17,-2.5467
2021-10-18,-2.5467
2021-10-19,-2.5467
2021-10-20,-2.5467
2021-10-21,-2.5467
2021-10-22,-2.5467
2021-10-23,-2.5467
2021-10-24,-2.5467
2021-10-25,-2.5467
2021-10-26,-2.5467
2021-10-27,-2.5467
2021-10-28,-2.5467
2021-10-29,-2.5467
2021-10-30,-2.5467
2021-10-31,-2.5467
2021-11-01,-2.5467
2021-11-02,-2.5467
2021-11-03,-2.5467
2021-11-04,-2.5467
2021-11-05,-2.5467
2021-11-06,-2.5467
2021-11-07,-2.5467
2021-11-08,-2.5467
2021-11-09,-2.5467
2021-11-10,-2.5467
2021-11-11,-2.5467
2021-11-12,-2.5467
2021-11-13,-2.5467
2021-11-14,-2.5467
2021-11-15,-2.5467
2021-11-16,-2.5467
2021-11-17,-2.5467
2021-11-18,-2.5467
2021-11-19,-2.5467
2021-11-20,-2.5467
2021-11-21,-2.5467
2021-11-22,-2.5467
2021-11-23,-2.5467
2021-11-24,-2.5467
2021-11-25,-2.5467
2021-11-26,-2.5467
2021-11-27,-2.5467
2021-11-28,-2.5467
2021-11-29,-2.5467
2021-11-30,-2.5467
2021-12-01,-2.5467
2021-12-02,-2.5467
2021-12-03,-2.5467
2021-12-04,-2.5467
2021-12-05,-2.5467
2021-12-06,-2.5467
2021-12-07,-2.5467
2021-12-08,-2.5467
2021-12-09,-2.5467
2021-12-10,-2.5467
2021-12-11,-2.5467
2021-12-12,-2.5467
2021-12-13,-2.5467
2021-12-14,-2.5467
2021-12-15,-2.5467
2021-12-16,-2.5467
2021-12-17,-2.5467
2021-12-18,-2.5467
2021-12-19,-2.5467
2021-12-20,-2.5467
2021-12-21,-2.5467
2021-12-22,-2.5467
2021-12-23,-2.5467
2021-12-24,-2.5467
2021-12-25,-2.5467
2021-12-26,-2.5467
2021-12-27,-2.5467
2021-12-28,-2.5467
2021-12-29,-2.5467
2021-12-30,-2.5467
2021-12-31,9.535
2022-01-01,9.535
2022-01-02,9.535
2022-01-03,9.535
2022-01-04,9.535
2022-01-05,9.535
2022-01-06,9.535
2022-01-07,9.535
2022-01-08,9.535
2022-01-09,9.535
2022-01-10,9.535
2022-01-11,9.535
2022-01-12,9.535
2022-01-13,9.535
2022-01-14,9.535
2022-01-15,9.535
2022-01-16,9.535
2022-01-17,9.535
2022-01-18,9.535
2022-01-19,9.535
2022-01-20,9.535
2022-01-21,9.535
2022-01-22,9.535
2022-01-23,9.535
2022-01-24,9.535
2022-01-25,9.535
2022-01-26,9.535
2022-01-27,9.535
2022-01-28,9.535
2022-01-29,9.535
2022-01-30,9.535
2022-01-31,9.535
2022-02-01,9.535
2022-02-02,9.535
2022-02-03,9.535
2022-02-04,9.535
2022-02-05,9.535
2022-02-06,9.535
2022-02-07,9.535
2022-02-08,9.535
2022-02-09,9.535
2022-02-10,9.535
2022-02-11,9.535
2022-02-12,9.535
2022-02-13,9.535
2022-02-14,9.535
2022-02-15,9.535
2022-02-16,9.535
2022-02-17,9.535
2022-02-18,9.535
2022-02-19,9.535
2022-02-20,9.535
2022-02-21,9.535
2022-02-22,9.535
2022-02-23,9.535
2022-02-24,9.535
2022-02-25,9.535
2022-02-26,9.535
2022-02-27,9.535
2022-02-28,9.535
2022-03-01,9.535
2022-03-02,9.535
2022-03-03,9.535
2022-03-04,9.535
2022-03-05,9.535
2022-03-06,9.535
2022-03-07,9.535
2022-03-08,9.535
2022-03-09,9.535
2022-03-10,9.535
2022-03-11,9.535
2022-03-12,9.535
2022-03-13,9.535
2022-03-14,9.535
2022-03-15,9.535
2022-03-16,9.535
2022-03-17,9.535
2022-03-18,9.535
2022-03-19,9.535
2022-03-20,9.535
2022-03-21,9.535
2022-03-22,9.535
2022-03-23,9.535
2022-03-24,9.535
2022-03-25,9.535
2022-03-26,9.535
2022-03-27,9.535
2022-03-28,9.535
2022-03-29,9.535
2022-03-30,9.535
2022-03-31,15.1278
2022-04-01,15.1278
2022-04-02,15.1278
2022-04-03,15.1278
2022-04-04,15.1278
2022-04-05,15.1278
2022-04-06,15.1278
2022-04-07,15.1278
2022-04-08,15.1278
2022-04-09,15.1278
2022-04-10,15.1278
2022-04-11,15.1278
2022-04-12,15.1278
2022-04-13,15.1278
2022-04-14,15.1278
2022-04-15,15.1278
2022-04-16,15.1278
2022-04-17,15.1278
2022-04-18,15.1278
2022-04-19,15.1278
2022-04-20,15.1278
2022-04-21,15.1278
2022-04-22,15.1278
2022-04-23,15.1278
2022-04-24,15.1278
2022-04-25,15.1278
2022-04-26,15.1278
2022-04-27,15.1278
2022-04-28,15.1278
2022-04-29,15.1278
2022-04-30,15.1278
2022-05-01,15.1278
2022-05-02,15.1278
2022-05-03,15.1278
2022-05-04,15.1278
2022-05-05,15.1278
2022-05-06,15.1278
2022-05-07,15.1278
2022-05-08,15.1278
2022-05-09,15.1278
2022-05-10,15.1278
2022-05-11,15.1278
2022-05-12,15.1278
2022-05-13,15.1278
2022-05-14,15.1278
2022-05-15,15.1278
2022-05-16,15.1278
2022-05-17,15.1278
2022-05-18,15.1278
2022-05-19,15.1278
2022-05-20,15.1278
2022-05-21,15.1278
2022-05-22,15.1278
2022-05-23,15.1278
2022-05-24,15.1278
2022-05-25,15.1278
2022-05-26,15.1278
2022-05-27,15.1278
2022-05-28,15.1278
2022-05-29,15.1278
2022-05-30,15.1278
2022-05-31,15.1278
2022-06-01,15.1278
2022-06-02,15.1278
2022-06-03,15.1278
2022-06-04,15.1278
2022-06-05,15.1278
2022-06-06,15.1278
2022-06-07,15.1278
2022-06-08,15.1278
2022-06-09,15.1278
2022-06-10,15.1278
2022-06-11,15.1278
2022-06-12,15.1278
2022-06-13,15.1278
2022-06-14,15.1278
2022-06-15,15.1278
2022-06-16,15.1278
2022-06-17,15.1278
2022-06-18,15.1278
2022-06-19,15.1278
2022-06-20,15.1278
2022-06-21,15.1278
2022-06-22,15.1278
2022-06-23,15.1278
2022-06-24,15.1278
2022-06-25,15.1278
2022-06-26,15.1278
2022-06-27,15.1278
2022-06-28,15.1278
2022-06-29,15.1278
2022-06-30,20.5302
2022-07-01,20.5302
2022-07-02,20.5302
2022-07-03,20.5302
2022-07-04,20.5302
2022-07-05,20.5302
2022-07-06,20.5302
2022-07-07,20.5302
2022-07-08,20.5302
2022-07-09,20.5302
2022-07-10,20.5302
2022-07-11,20.5302
2022-07-12,20.5302
2022-07-13,20.5302
2022-07-14,20.5302
2022-07-15,20.5302
2022-07-16,20.5302
2022-07-17,20.5302
2022-07-18,20.5302
2022-07-19,20.5302
2022-07-20,20.5302
2022-07-21,20.5302
2022-07-22,20.5302
2022-07-23,20.5302
2022-07-24,20.5302
2022-07-25,20.5302
2022-07-26,20.5302
2022-07-27,20.5302
2022-07-28,20.5302
2022-07-29,20.5302
2022-07-30,20.5302
2022-07-31,20.5302
2022-08-01,20.5302
2022-08-02,20.5302
2022-08-03,20.5302
2022-08-04,20.5302
2022-08-05,20.5302
2022-08-06,20.5302
2022-08-07,20.5302
2022-08-08,20.5302
2022-08-09,20.5302
2022-08-10,20.5302
2022-08-11,20.5302
2022-08-12,20.5302
2022-08-13,20.5302
2022-08-14,20.5302
2022-08-15,20.5302
2022-08-16,20.5302
2022-08-17,20.5302
2022-08-18,20.5302
2022-08-19,20.5302
2022-08-20,20.5302
2022-08-21,20.5302
2022-08-22,20.5302
2022-08-23,20.5302
2022-08-24,20.5302
2022-08-25,20.5302
2022-08-26,20.5302
2022-08-27,20.5302
2022-08-28,20.5302
2022-08-29,20.5302
2022-08-30,20.5302
2022-08-31,20.5302
2022-09-01,20.5302
2022-09-02,20.5302
2022-09-03,20.5302
2022-09-04,20.5302
2022-09-05,20.5302
2022-09-06,20.5302
2022-09-07,20.5302
2022-09-08,20.5302
2022-09-09,20.5302
2022-09-10,20.5302
2022-09-11,20.5302
2022-09-12,20.5302
2022-09-13,20.5302
2022-09-14,20.5302
2022-09-15,20.5302
2022-09-16,20.5302
2022-09-17,20.5302
2022-09-18,20.5302
2022-09-19,20.5302
2022-09-20,20.5302
2022-09-21,20.5302
2022-09-22,20.5302
2022-09-23,20.5302
2022-09-24,20.5302
2022-09-25,20.5302
2022-09-26,20.5302
2022-09-27,20.5302
2022-09-28,20.5302
2022-09-29,20.5302
2022-09-30,22.7563
2022-10-01,22.7563
2022-10-02,22.7563
2022-10-03,22.7563
2022-10-04,22.7563
2022-10-05,22.7563
2022-10-06,22.7563
2022-10-07,22.7563
2022-10-08,22.7563
2022-10-09,22.7563
2022-10-10,22.7563
2022-10-11,22.7563
2022-10-12,22.7563
2022-10-13,22.7563
2022-10-14,22.7563
2022-10-15,22.7563
2022-10-16,22.7563
2022-10-17,22.7563
2022-10-18,22.7563
2022-10-19,22.7563
2022-10-20,22.7563
2022-10-21,22.7563
2022-10-22,22.7563
2022-10-23,22.7563
2022-10-24,22.7563
2022-10-25,22.7563
2022-10-26,22.7563
2022-10-27,22.7563
2022-10-28,22.7563
2022-10-29,22.7563
2022-10-30,22.7563
2022-10-31,22.7563
2022-11-01,22.7563
2022-11-02,22.7563
2022-11-03,22.7563
2022-11-04,22.7563
2022-11-05,22.7563
2022-11-06,22.7563
2022-11-07,22.7563
2022-11-08,22.7563
2022-11-09,22.7563
2022-11-10,22.7563
2022-11-11,22.7563
2022-11-12,22.7563
2022-11-13,22.7563
2022-11-14,22.7563
2022-11-15,22.7563
2022-11-16,22.7563
2022-11-17,22.7563
2022-11-18,22.7563
2022-11-19,22.7563
2022-11-20,22.7563
2022-11-21,22.7563
2022-11-22,22.7563
2022-11-23,22.7563
2022-11-24,22.7563
2022-11-25,22.7563
2022-11-26,22.7563
2022-11-27,22.7563
2022-11-28,22.7563
2022-11-29,22.7563
2022-11-30,22.7563
2022-12-01,22.7563
2022-12-02,22.7563
2022-12-03,22.7563
2022-12-04,22.7563
2022-12-05,22.7563
2022-12-06,22.7563
2022-12-07,22.7563
2022-12-08,22.7563
2022-12-09,22.7563
2022-12-10,22.7563
2022-12-11,22.7563
2022-12-12,22.7563
2022-12-13,22.7563
2022-12-14,22.7563
2022-12-15,22.7563
2022-12-16,22.7563
2022-12-17,22.7563
2022-12-18,22.7563
2022-12-19,22.7563
2022-12-20,22.7563
2022-12-21,22.7563
2022-12-22,22.7563
2022-12-23,22.7563
2022-12-24,22.7563
2022-12-25,22.7563
2022-12-26,22.7563
2022-12-27,22.7563
2022-12-28,22.7563
2022-12-29,22.7563
2022-12-30,22.7563
2022-12-31,21.4554
2023-01-01,21.4554
2023-01-02,21.4554
2023-01-03,21.4554
2023-01-04,21.4554
2023-01-05,21.4554
2023-01-06,21.4554
2023-01-07,21.4554
2023-01-08,21.4554
2023-01-09,21.4554
2023-01-10,21.4554
2023-01-11,21.4554
2023-01-12,21.4554
2023-01-13,21.4554
2023-01-14,21.4554
2023-01-15,21.4554
2023-01-16,21.4554
2023-01-17,21.4554
2023-01-18,21.4554
2023-01-19,21.4554
2023-01-20,21.4554
2023-01-21,21.4554
2023-01-22,21.4554
