,GLW US Equity
2020-06-06,2.5371
2020-06-07,2.5371
2020-06-08,2.5371
2020-06-09,2.5371
2020-06-10,2.5371
2020-06-11,2.5371
2020-06-12,2.5371
2020-06-13,2.5371
2020-06-14,2.5371
2020-06-15,2.5371
2020-06-16,2.5371
2020-06-17,2.5371
2020-06-18,2.5371
2020-06-19,2.5371
2020-06-20,2.5371
2020-06-21,2.5371
2020-06-22,2.5371
2020-06-23,2.5371
2020-06-24,2.5371
2020-06-25,2.5371
2020-06-26,2.5371
2020-06-27,2.5371
2020-06-28,2.5371
2020-06-29,2.5371
2020-06-30,1.006
2020-07-01,1.006
2020-07-02,1.006
2020-07-03,1.006
2020-07-04,1.006
2020-07-05,1.006
2020-07-06,1.006
2020-07-07,1.006
2020-07-08,1.006
2020-07-09,1.006
2020-07-10,1.006
2020-07-11,1.006
2020-07-12,1.006
2020-07-13,1.006
2020-07-14,1.006
2020-07-15,1.006
2020-07-16,1.006
2020-07-17,1.006
2020-07-18,1.006
2020-07-19,1.006
2020-07-20,1.006
2020-07-21,1.006
2020-07-22,1.006
2020-07-23,1.006
2020-07-24,1.006
2020-07-25,1.006
2020-07-26,1.006
2020-07-27,1.006
2020-07-28,1.006
2020-07-29,1.006
2020-07-30,1.006
2020-07-31,1.006
2020-08-01,1.006
2020-08-02,1.006
2020-08-03,1.006
2020-08-04,1.006
2020-08-05,1.006
2020-08-06,1.006
2020-08-07,1.006
2020-08-08,1.006
2020-08-09,1.006
2020-08-10,1.006
2020-08-11,1.006
2020-08-12,1.006
2020-08-13,1.006
2020-08-14,1.006
2020-08-15,1.006
2020-08-16,1.006
2020-08-17,1.006
2020-08-18,1.006
2020-08-19,1.006
2020-08-20,1.006
2020-08-21,1.006
2020-08-22,1.006
2020-08-23,1.006
2020-08-24,1.006
2020-08-25,1.006
2020-08-26,1.006
2020-08-27,1.006
2020-08-28,1.006
2020-08-29,1.006
2020-08-30,1.006
2020-08-31,1.006
2020-09-01,1.006
2020-09-02,1.006
2020-09-03,1.006
2020-09-04,1.006
2020-09-05,1.006
2020-09-06,1.006
2020-09-07,1.006
2020-09-08,1.006
2020-09-09,1.006
2020-09-10,1.006
2020-09-11,1.006
2020-09-12,1.006
2020-09-13,1.006
2020-09-14,1.006
2020-09-15,1.006
2020-09-16,1.006
2020-09-17,1.006
2020-09-18,1.006
2020-09-19,1.006
2020-09-20,1.006
2020-09-21,1.006
2020-09-22,1.006
2020-09-23,1.006
2020-09-24,1.006
2020-09-25,1.006
2020-09-26,1.006
2020-09-27,1.006
2020-09-28,1.006
2020-09-29,1.006
2020-09-30,1.8489
2020-10-01,1.8489
2020-10-02,1.8489
2020-10-03,1.8489
2020-10-04,1.8489
2020-10-05,1.8489
2020-10-06,1.8489
2020-10-07,1.8489
2020-10-08,1.8489
2020-10-09,1.8489
2020-10-10,1.8489
2020-10-11,1.8489
2020-10-12,1.8489
2020-10-13,1.8489
2020-10-14,1.8489
2020-10-15,1.8489
2020-10-16,1.8489
2020-10-17,1.8489
2020-10-18,1.8489
2020-10-19,1.8489
2020-10-20,1.8489
2020-10-21,1.8489
2020-10-22,1.8489
2020-10-23,1.8489
2020-10-24,1.8489
2020-10-25,1.8489
2020-10-26,1.8489
2020-10-27,1.8489
2020-10-28,1.8489
2020-10-29,1.8489
2020-10-30,1.8489
2020-10-31,1.8489
2020-11-01,1.8489
2020-11-02,1.8489
2020-11-03,1.8489
2020-11-04,1.8489
2020-11-05,1.8489
2020-11-06,1.8489
2020-11-07,1.8489
2020-11-08,1.8489
2020-11-09,1.8489
2020-11-10,1.8489
2020-11-11,1.8489
2020-11-12,1.8489
2020-11-13,1.8489
2020-11-14,1.8489
2020-11-15,1.8489
2020-11-16,1.8489
2020-11-17,1.8489
2020-11-18,1.8489
2020-11-19,1.8489
2020-11-20,1.8489
2020-11-21,1.8489
2020-11-22,1.8489
2020-11-23,1.8489
2020-11-24,1.8489
2020-11-25,1.8489
2020-11-26,1.8489
2020-11-27,1.8489
2020-11-28,1.8489
2020-11-29,1.8489
2020-11-30,1.8489
2020-12-01,1.8489
2020-12-02,1.8489
2020-12-03,1.8489
2020-12-04,1.8489
2020-12-05,1.8489
2020-12-06,1.8489
2020-12-07,1.8489
2020-12-08,1.8489
2020-12-09,1.8489
2020-12-10,1.8489
2020-12-11,1.8489
2020-12-12,1.8489
2020-12-13,1.8489
2020-12-14,1.8489
2020-12-15,1.8489
2020-12-16,1.8489
2020-12-17,1.8489
2020-12-18,1.8489
2020-12-19,1.8489
2020-12-20,1.8489
2020-12-21,1.8489
2020-12-22,1.8489
2020-12-23,1.8489
2020-12-24,1.8489
2020-12-25,1.8489
2020-12-26,1.8489
2020-12-27,1.8489
2020-12-28,1.8489
2020-12-29,1.8489
2020-12-30,1.8489
2020-12-31,3.8397
2021-01-01,3.8397
2021-01-02,3.8397
2021-01-03,3.8397
2021-01-04,3.8397
2021-01-05,3.8397
2021-01-06,3.8397
2021-01-07,3.8397
2021-01-08,3.8397
2021-01-09,3.8397
2021-01-10,3.8397
2021-01-11,3.8397
2021-01-12,3.8397
2021-01-13,3.8397
2021-01-14,3.8397
2021-01-15,3.8397
2021-01-16,3.8397
2021-01-17,3.8397
2021-01-18,3.8397
2021-01-19,3.8397
2021-01-20,3.8397
2021-01-21,3.8397
2021-01-22,3.8397
2021-01-23,3.8397
2021-01-24,3.8397
2021-01-25,3.8397
2021-01-26,3.8397
2021-01-27,3.8397
2021-01-28,3.8397
2021-01-29,3.8397
2021-01-30,3.8397
2021-01-31,3.8397
2021-02-01,3.8397
2021-02-02,3.8397
2021-02-03,3.8397
2021-02-04,3.8397
2021-02-05,3.8397
2021-02-06,3.8397
2021-02-07,3.8397
2021-02-08,3.8397
2021-02-09,3.8397
2021-02-10,3.8397
2021-02-11,3.8397
2021-02-12,3.8397
2021-02-13,3.8397
2021-02-14,3.8397
2021-02-15,3.8397
2021-02-16,3.8397
2021-02-17,3.8397
2021-02-18,3.8397
2021-02-19,3.8397
2021-02-20,3.8397
2021-02-21,3.8397
2021-02-22,3.8397
2021-02-23,3.8397
2021-02-24,3.8397
2021-02-25,3.8397
2021-02-26,3.8397
2021-02-27,3.8397
2021-02-28,3.8397
2021-03-01,3.8397
2021-03-02,3.8397
2021-03-03,3.8397
2021-03-04,3.8397
2021-03-05,3.8397
2021-03-06,3.8397
2021-03-07,3.8397
2021-03-08,3.8397
2021-03-09,3.8397
2021-03-10,3.8397
2021-03-11,3.8397
2021-03-12,3.8397
2021-03-13,3.8397
2021-03-14,3.8397
2021-03-15,3.8397
2021-03-16,3.8397
2021-03-17,3.8397
2021-03-18,3.8397
2021-03-19,3.8397
2021-03-20,3.8397
2021-03-21,3.8397
2021-03-22,3.8397
2021-03-23,3.8397
2021-03-24,3.8397
2021-03-25,3.8397
2021-03-26,3.8397
2021-03-27,3.8397
2021-03-28,3.8397
2021-03-29,3.8397
2021-03-30,3.8397
2021-03-31,10.5785
2021-04-01,10.5785
2021-04-02,10.5785
2021-04-03,10.5785
2021-04-04,10.5785
2021-04-05,10.5785
2021-04-06,10.5785
2021-04-07,10.5785
2021-04-08,10.5785
2021-04-09,10.5785
2021-04-10,10.5785
2021-04-11,10.5785
2021-04-12,10.5785
2021-04-13,10.5785
2021-04-14,10.5785
2021-04-15,10.5785
2021-04-16,10.5785
2021-04-17,10.5785
2021-04-18,10.5785
2021-04-19,10.5785
2021-04-20,10.5785
2021-04-21,10.5785
2021-04-22,10.5785
2021-04-23,10.5785
2021-04-24,10.5785
2021-04-25,10.5785
2021-04-26,10.5785
2021-04-27,10.5785
2021-04-28,10.5785
2021-04-29,10.5785
2021-04-30,10.5785
2021-05-01,10.5785
2021-05-02,10.5785
2021-05-03,10.5785
2021-05-04,10.5785
2021-05-05,10.5785
2021-05-06,10.5785
2021-05-07,10.5785
2021-05-08,10.5785
2021-05-09,10.5785
2021-05-10,10.5785
2021-05-11,10.5785
2021-05-12,10.5785
2021-05-13,10.5785
2021-05-14,10.5785
2021-05-15,10.5785
2021-05-16,10.5785
2021-05-17,10.5785
2021-05-18,10.5785
2021-05-19,10.5785
2021-05-20,10.5785
2021-05-21,10.5785
2021-05-22,10.5785
2021-05-23,10.5785
2021-05-24,10.5785
2021-05-25,10.5785
2021-05-26,10.5785
2021-05-27,10.5785
2021-05-28,10.5785
2021-05-29,10.5785
2021-05-30,10.5785
2021-05-31,10.5785
2021-06-01,10.5785
2021-06-02,10.5785
2021-06-03,10.5785
2021-06-04,10.5785
2021-06-05,10.5785
2021-06-06,10.5785
2021-06-07,10.5785
2021-06-08,10.5785
2021-06-09,10.5785
2021-06-10,10.5785
2021-06-11,10.5785
2021-06-12,10.5785
2021-06-13,10.5785
2021-06-14,10.5785
2021-06-15,10.5785
2021-06-16,10.5785
2021-06-17,10.5785
2021-06-18,10.5785
2021-06-19,10.5785
2021-06-20,10.5785
2021-06-21,10.5785
2021-06-22,10.5785
2021-06-23,10.5785
2021-06-24,10.5785
2021-06-25,10.5785
2021-06-26,10.5785
2021-06-27,10.5785
2021-06-28,10.5785
2021-06-29,10.5785
2021-06-30,7.8401
2021-07-01,7.8401
2021-07-02,7.8401
2021-07-03,7.8401
2021-07-04,7.8401
2021-07-05,7.8401
2021-07-06,7.8401
2021-07-07,7.8401
2021-07-08,7.8401
2021-07-09,7.8401
2021-07-10,7.8401
2021-07-11,7.8401
2021-07-12,7.8401
2021-07-13,7.8401
2021-07-14,7.8401
2021-07-15,7.8401
2021-07-16,7.8401
2021-07-17,7.8401
2021-07-18,7.8401
2021-07-19,7.8401
2021-07-20,7.8401
2021-07-21,7.8401
2021-07-22,7.8401
2021-07-23,7.8401
2021-07-24,7.8401
2021-07-25,7.8401
2021-07-26,7.8401
2021-07-27,7.8401
2021-07-28,7.8401
2021-07-29,7.8401
2021-07-30,7.8401
2021-07-31,7.8401
2021-08-01,7.8401
2021-08-02,7.8401
2021-08-03,7.8401
2021-08-04,7.8401
2021-08-05,7.8401
2021-08-06,7.8401
2021-08-07,7.8401
2021-08-08,7.8401
2021-08-09,7.8401
2021-08-10,7.8401
2021-08-11,7.8401
2021-08-12,7.8401
2021-08-13,7.8401
2021-08-14,7.8401
2021-08-15,7.8401
2021-08-16,7.8401
2021-08-17,7.8401
2021-08-18,7.8401
2021-08-19,7.8401
2021-08-20,7.8401
2021-08-21,7.8401
2021-08-22,7.8401
2021-08-23,7.8401
2021-08-24,7.8401
2021-08-25,7.8401
2021-08-26,7.8401
2021-08-27,7.8401
2021-08-28,7.8401
2021-08-29,7.8401
2021-08-30,7.8401
2021-08-31,7.8401
2021-09-01,7.8401
2021-09-02,7.8401
2021-09-03,7.8401
2021-09-04,7.8401
2021-09-05,7.8401
2021-09-06,7.8401
2021-09-07,7.8401
2021-09-08,7.8401
2021-09-09,7.8401
2021-09-10,7.8401
2021-09-11,7.8401
2021-09-12,7.8401
2021-09-13,7.8401
2021-09-14,7.8401
2021-09-15,7.8401
2021-09-16,7.8401
2021-09-17,7.8401
2021-09-18,7.8401
2021-09-19,7.8401
2021-09-20,7.8401
2021-09-21,7.8401
2021-09-22,7.8401
2021-09-23,7.8401
2021-09-24,7.8401
2021-09-25,7.8401
2021-09-26,7.8401
2021-09-27,7.8401
2021-09-28,7.8401
2021-09-29,7.8401
2021-09-30,7.2784
2021-10-01,7.2784
2021-10-02,7.2784
2021-10-03,7.2784
2021-10-04,7.2784
2021-10-05,7.2784
2021-10-06,7.2784
2021-10-07,7.2784
2021-10-08,7.2784
2021-10-09,7.2784
2021-10-10,7.2784
2021-10-11,7.2784
2021-10-12,7.2784
2021-10-13,7.2784
2021-10-14,7.2784
2021-10-15,7.2784
2021-10-16,7.2784
2021-10-17,7.2784
2021-10-18,7.2784
2021-10-19,7.2784
2021-10-20,7.2784
2021-10-21,7.2784
2021-10-22,7.2784
2021-10-23,7.2784
2021-10-24,7.2784
2021-10-25,7.2784
2021-10-26,7.2784
2021-10-27,7.2784
2021-10-28,7.2784
2021-10-29,7.2784
2021-10-30,7.2784
2021-10-31,7.2784
2021-11-01,7.2784
2021-11-02,7.2784
2021-11-03,7.2784
2021-11-04,7.2784
2021-11-05,7.2784
2021-11-06,7.2784
2021-11-07,7.2784
2021-11-08,7.2784
2021-11-09,7.2784
2021-11-10,7.2784
2021-11-11,7.2784
2021-11-12,7.2784
2021-11-13,7.2784
2021-11-14,7.2784
2021-11-15,7.2784
2021-11-16,7.2784
2021-11-17,7.2784
2021-11-18,7.2784
2021-11-19,7.2784
2021-11-20,7.2784
2021-11-21,7.2784
2021-11-22,7.2784
2021-11-23,7.2784
2021-11-24,7.2784
2021-11-25,7.2784
2021-11-26,7.2784
2021-11-27,7.2784
2021-11-28,7.2784
2021-11-29,7.2784
2021-11-30,7.2784
2021-12-01,7.2784
2021-12-02,7.2784
2021-12-03,7.2784
2021-12-04,7.2784
2021-12-05,7.2784
2021-12-06,7.2784
2021-12-07,7.2784
2021-12-08,7.2784
2021-12-09,7.2784
2021-12-10,7.2784
2021-12-11,7.2784
2021-12-12,7.2784
2021-12-13,7.2784
2021-12-14,7.2784
2021-12-15,7.2784
2021-12-16,7.2784
2021-12-17,7.2784
2021-12-18,7.2784
2021-12-19,7.2784
2021-12-20,7.2784
2021-12-21,7.2784
2021-12-22,7.2784
2021-12-23,7.2784
2021-12-24,7.2784
2021-12-25,7.2784
2021-12-26,7.2784
2021-12-27,7.2784
2021-12-28,7.2784
2021-12-29,7.2784
2021-12-30,7.2784
2021-12-31,9.2658
2022-01-01,9.2658
2022-01-02,9.2658
2022-01-03,9.2658
2022-01-04,9.2658
2022-01-05,9.2658
2022-01-06,9.2658
2022-01-07,9.2658
2022-01-08,9.2658
2022-01-09,9.2658
2022-01-10,9.2658
2022-01-11,9.2658
2022-01-12,9.2658
2022-01-13,9.2658
2022-01-14,9.2658
2022-01-15,9.2658
2022-01-16,9.2658
2022-01-17,9.2658
2022-01-18,9.2658
2022-01-19,9.2658
2022-01-20,9.2658
2022-01-21,9.2658
2022-01-22,9.2658
2022-01-23,9.2658
2022-01-24,9.2658
2022-01-25,9.2658
2022-01-26,9.2658
2022-01-27,9.2658
2022-01-28,9.2658
2022-01-29,9.2658
2022-01-30,9.2658
2022-01-31,9.2658
2022-02-01,9.2658
2022-02-02,9.2658
2022-02-03,9.2658
2022-02-04,9.2658
2022-02-05,9.2658
2022-02-06,9.2658
2022-02-07,9.2658
2022-02-08,9.2658
2022-02-09,9.2658
2022-02-10,9.2658
2022-02-11,9.2658
2022-02-12,9.2658
2022-02-13,9.2658
2022-02-14,9.2658
2022-02-15,9.2658
2022-02-16,9.2658
2022-02-17,9.2658
2022-02-18,9.2658
2022-02-19,9.2658
2022-02-20,9.2658
2022-02-21,9.2658
2022-02-22,9.2658
2022-02-23,9.2658
2022-02-24,9.2658
2022-02-25,9.2658
2022-02-26,9.2658
2022-02-27,9.2658
2022-02-28,9.2658
2022-03-01,9.2658
2022-03-02,9.2658
2022-03-03,9.2658
2022-03-04,9.2658
2022-03-05,9.2658
2022-03-06,9.2658
2022-03-07,9.2658
2022-03-08,9.2658
2022-03-09,9.2658
2022-03-10,9.2658
2022-03-11,9.2658
2022-03-12,9.2658
2022-03-13,9.2658
2022-03-14,9.2658
2022-03-15,9.2658
2022-03-16,9.2658
2022-03-17,9.2658
2022-03-18,9.2658
2022-03-19,9.2658
2022-03-20,9.2658
2022-03-21,9.2658
2022-03-22,9.2658
2022-03-23,9.2658
2022-03-24,9.2658
2022-03-25,9.2658
2022-03-26,9.2658
2022-03-27,9.2658
2022-03-28,9.2658
2022-03-29,9.2658
2022-03-30,9.2658
2022-03-31,9.2482
2022-04-01,9.2482
2022-04-02,9.2482
2022-04-03,9.2482
2022-04-04,9.2482
2022-04-05,9.2482
2022-04-06,9.2482
2022-04-07,9.2482
2022-04-08,9.2482
2022-04-09,9.2482
2022-04-10,9.2482
2022-04-11,9.2482
2022-04-12,9.2482
2022-04-13,9.2482
2022-04-14,9.2482
2022-04-15,9.2482
2022-04-16,9.2482
2022-04-17,9.2482
2022-04-18,9.2482
2022-04-19,9.2482
2022-04-20,9.2482
2022-04-21,9.2482
2022-04-22,9.2482
2022-04-23,9.2482
2022-04-24,9.2482
2022-04-25,9.2482
2022-04-26,9.2482
2022-04-27,9.2482
2022-04-28,9.2482
2022-04-29,9.2482
2022-04-30,9.2482
2022-05-01,9.2482
2022-05-02,9.2482
2022-05-03,9.2482
2022-05-04,9.2482
2022-05-05,9.2482
2022-05-06,9.2482
2022-05-07,9.2482
2022-05-08,9.2482
2022-05-09,9.2482
2022-05-10,9.2482
2022-05-11,9.2482
2022-05-12,9.2482
2022-05-13,9.2482
2022-05-14,9.2482
2022-05-15,9.2482
2022-05-16,9.2482
2022-05-17,9.2482
2022-05-18,9.2482
2022-05-19,9.2482
2022-05-20,9.2482
2022-05-21,9.2482
2022-05-22,9.2482
2022-05-23,9.2482
2022-05-24,9.2482
2022-05-25,9.2482
2022-05-26,9.2482
2022-05-27,9.2482
2022-05-28,9.2482
2022-05-29,9.2482
2022-05-30,9.2482
2022-05-31,9.2482
2022-06-01,9.2482
2022-06-02,9.2482
2022-06-03,9.2482
2022-06-04,9.2482
2022-06-05,9.2482
2022-06-06,9.2482
2022-06-07,9.2482
2022-06-08,9.2482
2022-06-09,9.2482
2022-06-10,9.2482
2022-06-11,9.2482
2022-06-12,9.2482
2022-06-13,9.2482
2022-06-14,9.2482
2022-06-15,9.2482
2022-06-16,9.2482
2022-06-17,9.2482
2022-06-18,9.2482
2022-06-19,9.2482
2022-06-20,9.2482
2022-06-21,9.2482
2022-06-22,9.2482
2022-06-23,9.2482
2022-06-24,9.2482
2022-06-25,9.2482
2022-06-26,9.2482
2022-06-27,9.2482
2022-06-28,9.2482
2022-06-29,9.2482
2022-06-30,16.8988
2022-07-01,16.8988
2022-07-02,16.8988
2022-07-03,16.8988
2022-07-04,16.8988
2022-07-05,16.8988
2022-07-06,16.8988
2022-07-07,16.8988
2022-07-08,16.8988
2022-07-09,16.8988
2022-07-10,16.8988
2022-07-11,16.8988
2022-07-12,16.8988
2022-07-13,16.8988
2022-07-14,16.8988
2022-07-15,16.8988
2022-07-16,16.8988
2022-07-17,16.8988
2022-07-18,16.8988
2022-07-19,16.8988
2022-07-20,16.8988
2022-07-21,16.8988
2022-07-22,16.8988
2022-07-23,16.8988
2022-07-24,16.8988
2022-07-25,16.8988
2022-07-26,16.8988
2022-07-27,16.8988
2022-07-28,16.8988
2022-07-29,16.8988
2022-07-30,16.8988
2022-07-31,16.8988
2022-08-01,16.8988
2022-08-02,16.8988
2022-08-03,16.8988
2022-08-04,16.8988
2022-08-05,16.8988
2022-08-06,16.8988
2022-08-07,16.8988
2022-08-08,16.8988
2022-08-09,16.8988
2022-08-10,16.8988
2022-08-11,16.8988
2022-08-12,16.8988
2022-08-13,16.8988
2022-08-14,16.8988
2022-08-15,16.8988
2022-08-16,16.8988
2022-08-17,16.8988
2022-08-18,16.8988
2022-08-19,16.8988
2022-08-20,16.8988
2022-08-21,16.8988
2022-08-22,16.8988
2022-08-23,16.8988
2022-08-24,16.8988
2022-08-25,16.8988
2022-08-26,16.8988
2022-08-27,16.8988
2022-08-28,16.8988
2022-08-29,16.8988
2022-08-30,16.8988
2022-08-31,16.8988
2022-09-01,16.8988
2022-09-02,16.8988
2022-09-03,16.8988
2022-09-04,16.8988
2022-09-05,16.8988
2022-09-06,16.8988
2022-09-07,16.8988
2022-09-08,16.8988
2022-09-09,16.8988
2022-09-10,16.8988
2022-09-11,16.8988
2022-09-12,16.8988
2022-09-13,16.8988
2022-09-14,16.8988
2022-09-15,16.8988
2022-09-16,16.8988
2022-09-17,16.8988
2022-09-18,16.8988
2022-09-19,16.8988
2022-09-20,16.8988
2022-09-21,16.8988
2022-09-22,16.8988
2022-09-23,16.8988
2022-09-24,16.8988
2022-09-25,16.8988
2022-09-26,16.8988
2022-09-27,16.8988
2022-09-28,16.8988
2022-09-29,16.8988
2022-09-30,15.6985
2022-10-01,15.6985
2022-10-02,15.6985
2022-10-03,15.6985
2022-10-04,15.6985
2022-10-05,15.6985
2022-10-06,15.6985
2022-10-07,15.6985
2022-10-08,15.6985
2022-10-09,15.6985
2022-10-10,15.6985
2022-10-11,15.6985
2022-10-12,15.6985
2022-10-13,15.6985
2022-10-14,15.6985
2022-10-15,15.6985
2022-10-16,15.6985
2022-10-17,15.6985
2022-10-18,15.6985
2022-10-19,15.6985
2022-10-20,15.6985
2022-10-21,15.6985
2022-10-22,15.6985
2022-10-23,15.6985
2022-10-24,15.6985
2022-10-25,15.6985
2022-10-26,15.6985
2022-10-27,15.6985
2022-10-28,15.6985
2022-10-29,15.6985
2022-10-30,15.6985
2022-10-31,15.6985
2022-11-01,15.6985
2022-11-02,15.6985
2022-11-03,15.6985
2022-11-04,15.6985
2022-11-05,15.6985
2022-11-06,15.6985
2022-11-07,15.6985
2022-11-08,15.6985
2022-11-09,15.6985
2022-11-10,15.6985
2022-11-11,15.6985
2022-11-12,15.6985
2022-11-13,15.6985
2022-11-14,15.6985
2022-11-15,15.6985
2022-11-16,15.6985
2022-11-17,15.6985
2022-11-18,15.6985
2022-11-19,15.6985
2022-11-20,15.6985
2022-11-21,15.6985
2022-11-22,15.6985
2022-11-23,15.6985
2022-11-24,15.6985
2022-11-25,15.6985
2022-11-26,15.6985
2022-11-27,15.6985
2022-11-28,15.6985
2022-11-29,15.6985
2022-11-30,15.6985
2022-12-01,15.6985
2022-12-02,15.6985
2022-12-03,15.6985
2022-12-04,15.6985
2022-12-05,15.6985
2022-12-06,15.6985
2022-12-07,15.6985
2022-12-08,15.6985
2022-12-09,15.6985
2022-12-10,15.6985
2022-12-11,15.6985
2022-12-12,15.6985
2022-12-13,15.6985
2022-12-14,15.6985
2022-12-15,15.6985
2022-12-16,15.6985
2022-12-17,15.6985
2022-12-18,15.6985
2022-12-19,15.6985
2022-12-20,15.6985
2022-12-21,15.6985
2022-12-22,15.6985
2022-12-23,15.6985
2022-12-24,15.6985
2022-12-25,15.6985
2022-12-26,15.6985
2022-12-27,15.6985
2022-12-28,15.6985
2022-12-29,15.6985
2022-12-30,15.6985
2022-12-31,10.813
2023-01-01,10.813
2023-01-02,10.813
2023-01-03,10.813
2023-01-04,10.813
2023-01-05,10.813
2023-01-06,10.813
2023-01-07,10.813
2023-01-08,10.813
2023-01-09,10.813
2023-01-10,10.813
2023-01-11,10.813
2023-01-12,10.813
2023-01-13,10.813
2023-01-14,10.813
2023-01-15,10.813
2023-01-16,10.813
2023-01-17,10.813
2023-01-18,10.813
2023-01-19,10.813
2023-01-20,10.813
2023-01-21,10.813
2023-01-22,10.813
2023-01-23,10.813
2023-01-24,10.813
2023-01-25,10.813
2023-01-26,10.813
2023-01-27,10.813
2023-01-28,10.813
2023-01-29,10.813
2023-01-30,10.813
2023-01-31,10.813
2023-02-01,10.813
2023-02-02,10.813
2023-02-03,10.813
2023-02-04,10.813
2023-02-05,10.813
2023-02-06,10.813
2023-02-07,10.813
2023-02-08,10.813
2023-02-09,10.813
2023-02-10,10.813
2023-02-11,10.813
2023-02-12,10.813
2023-02-13,10.813
2023-02-14,10.813
2023-02-15,10.813
2023-02-16,10.813
2023-02-17,10.813
2023-02-18,10.813
2023-02-19,10.813
2023-02-20,10.813
2023-02-21,10.813
2023-02-22,10.813
2023-02-23,10.813
2023-02-24,10.813
2023-02-25,10.813
2023-02-26,10.813
2023-02-27,10.813
2023-02-28,10.813
2023-03-01,10.813
2023-03-02,10.813
2023-03-03,10.813
2023-03-04,10.813
2023-03-05,10.813
2023-03-06,10.813
2023-03-07,10.813
2023-03-08,10.813
2023-03-09,10.813
2023-03-10,10.813
2023-03-11,10.813
2023-03-12,10.813
2023-03-13,10.813
2023-03-14,10.813
2023-03-15,10.813
2023-03-16,10.813
2023-03-17,10.813
2023-03-18,10.813
2023-03-19,10.813
2023-03-20,10.813
2023-03-21,10.813
2023-03-22,10.813
2023-03-23,10.813
