,BLDR US Equity
2020-07-21,25.5777
2020-07-22,25.5777
2020-07-23,25.5777
2020-07-24,25.5777
2020-07-25,25.5777
2020-07-26,25.5777
2020-07-27,25.5777
2020-07-28,25.5777
2020-07-29,25.5777
2020-07-30,25.5777
2020-07-31,25.5777
2020-08-01,25.5777
2020-08-02,25.5777
2020-08-03,25.5777
2020-08-04,25.5777
2020-08-05,25.5777
2020-08-06,25.5777
2020-08-07,25.5777
2020-08-08,25.5777
2020-08-09,25.5777
2020-08-10,25.5777
2020-08-11,25.5777
2020-08-12,25.5777
2020-08-13,25.5777
2020-08-14,25.5777
2020-08-15,25.5777
2020-08-16,25.5777
2020-08-17,25.5777
2020-08-18,25.5777
2020-08-19,25.5777
2020-08-20,25.5777
2020-08-21,25.5777
2020-08-22,25.5777
2020-08-23,25.5777
2020-08-24,25.5777
2020-08-25,25.5777
2020-08-26,25.5777
2020-08-27,25.5777
2020-08-28,25.5777
2020-08-29,25.5777
2020-08-30,25.5777
2020-08-31,25.5777
2020-09-01,25.5777
2020-09-02,25.5777
2020-09-03,25.5777
2020-09-04,25.5777
2020-09-05,25.5777
2020-09-06,25.5777
2020-09-07,25.5777
2020-09-08,25.5777
2020-09-09,25.5777
2020-09-10,25.5777
2020-09-11,25.5777
2020-09-12,25.5777
2020-09-13,25.5777
2020-09-14,25.5777
2020-09-15,25.5777
2020-09-16,25.5777
2020-09-17,25.5777
2020-09-18,25.5777
2020-09-19,25.5777
2020-09-20,25.5777
2020-09-21,25.5777
2020-09-22,25.5777
2020-09-23,25.5777
2020-09-24,25.5777
2020-09-25,25.5777
2020-09-26,25.5777
2020-09-27,25.5777
2020-09-28,25.5777
2020-09-29,25.5777
2020-09-30,24.0634
2020-10-01,24.0634
2020-10-02,24.0634
2020-10-03,24.0634
2020-10-04,24.0634
2020-10-05,24.0634
2020-10-06,24.0634
2020-10-07,24.0634
2020-10-08,24.0634
2020-10-09,24.0634
2020-10-10,24.0634
2020-10-11,24.0634
2020-10-12,24.0634
2020-10-13,24.0634
2020-10-14,24.0634
2020-10-15,24.0634
2020-10-16,24.0634
2020-10-17,24.0634
2020-10-18,24.0634
2020-10-19,24.0634
2020-10-20,24.0634
2020-10-21,24.0634
2020-10-22,24.0634
2020-10-23,24.0634
2020-10-24,24.0634
2020-10-25,24.0634
2020-10-26,24.0634
2020-10-27,24.0634
2020-10-28,24.0634
2020-10-29,24.0634
2020-10-30,24.0634
2020-10-31,24.0634
2020-11-01,24.0634
2020-11-02,24.0634
2020-11-03,24.0634
2020-11-04,24.0634
2020-11-05,24.0634
2020-11-06,24.0634
2020-11-07,24.0634
2020-11-08,24.0634
2020-11-09,24.0634
2020-11-10,24.0634
2020-11-11,24.0634
2020-11-12,24.0634
2020-11-13,24.0634
2020-11-14,24.0634
2020-11-15,24.0634
2020-11-16,24.0634
2020-11-17,24.0634
2020-11-18,24.0634
2020-11-19,24.0634
2020-11-20,24.0634
2020-11-21,24.0634
2020-11-22,24.0634
2020-11-23,24.0634
2020-11-24,24.0634
2020-11-25,24.0634
2020-11-26,24.0634
2020-11-27,24.0634
2020-11-28,24.0634
2020-11-29,24.0634
2020-11-30,24.0634
2020-12-01,24.0634
2020-12-02,24.0634
2020-12-03,24.0634
2020-12-04,24.0634
2020-12-05,24.0634
2020-12-06,24.0634
2020-12-07,24.0634
2020-12-08,24.0634
2020-12-09,24.0634
2020-12-10,24.0634
2020-12-11,24.0634
2020-12-12,24.0634
2020-12-13,24.0634
2020-12-14,24.0634
2020-12-15,24.0634
2020-12-16,24.0634
2020-12-17,24.0634
2020-12-18,24.0634
2020-12-19,24.0634
2020-12-20,24.0634
2020-12-21,24.0634
2020-12-22,24.0634
2020-12-23,24.0634
2020-12-24,24.0634
2020-12-25,24.0634
2020-12-26,24.0634
2020-12-27,24.0634
2020-12-28,24.0634
2020-12-29,24.0634
2020-12-30,24.0634
2020-12-31,31.7067
2021-01-01,31.7067
2021-01-02,31.7067
2021-01-03,31.7067
2021-01-04,31.7067
2021-01-05,31.7067
2021-01-06,31.7067
2021-01-07,31.7067
2021-01-08,31.7067
2021-01-09,31.7067
2021-01-10,31.7067
2021-01-11,31.7067
2021-01-12,31.7067
2021-01-13,31.7067
2021-01-14,31.7067
2021-01-15,31.7067
2021-01-16,31.7067
2021-01-17,31.7067
2021-01-18,31.7067
2021-01-19,31.7067
2021-01-20,31.7067
2021-01-21,31.7067
2021-01-22,31.7067
2021-01-23,31.7067
2021-01-24,31.7067
2021-01-25,31.7067
2021-01-26,31.7067
2021-01-27,31.7067
2021-01-28,31.7067
2021-01-29,31.7067
2021-01-30,31.7067
2021-01-31,31.7067
2021-02-01,31.7067
2021-02-02,31.7067
2021-02-03,31.7067
2021-02-04,31.7067
2021-02-05,31.7067
2021-02-06,31.7067
2021-02-07,31.7067
2021-02-08,31.7067
2021-02-09,31.7067
2021-02-10,31.7067
2021-02-11,31.7067
2021-02-12,31.7067
2021-02-13,31.7067
2021-02-14,31.7067
2021-02-15,31.7067
2021-02-16,31.7067
2021-02-17,31.7067
2021-02-18,31.7067
2021-02-19,31.7067
2021-02-20,31.7067
2021-02-21,31.7067
2021-02-22,31.7067
2021-02-23,31.7067
2021-02-24,31.7067
2021-02-25,31.7067
2021-02-26,31.7067
2021-02-27,31.7067
2021-02-28,31.7067
2021-03-01,31.7067
2021-03-02,31.7067
2021-03-03,31.7067
2021-03-04,31.7067
2021-03-05,31.7067
2021-03-06,31.7067
2021-03-07,31.7067
2021-03-08,31.7067
2021-03-09,31.7067
2021-03-10,31.7067
2021-03-11,31.7067
2021-03-12,31.7067
2021-03-13,31.7067
2021-03-14,31.7067
2021-03-15,31.7067
2021-03-16,31.7067
2021-03-17,31.7067
2021-03-18,31.7067
2021-03-19,31.7067
2021-03-20,31.7067
2021-03-21,31.7067
2021-03-22,31.7067
2021-03-23,31.7067
2021-03-24,31.7067
2021-03-25,31.7067
2021-03-26,31.7067
2021-03-27,31.7067
2021-03-28,31.7067
2021-03-29,31.7067
2021-03-30,31.7067
2021-03-31,16.4109
2021-04-01,16.4109
2021-04-02,16.4109
2021-04-03,16.4109
2021-04-04,16.4109
2021-04-05,16.4109
2021-04-06,16.4109
2021-04-07,16.4109
2021-04-08,16.4109
2021-04-09,16.4109
2021-04-10,16.4109
2021-04-11,16.4109
2021-04-12,16.4109
2021-04-13,16.4109
2021-04-14,16.4109
2021-04-15,16.4109
2021-04-16,16.4109
2021-04-17,16.4109
2021-04-18,16.4109
2021-04-19,16.4109
2021-04-20,16.4109
2021-04-21,16.4109
2021-04-22,16.4109
2021-04-23,16.4109
2021-04-24,16.4109
2021-04-25,16.4109
2021-04-26,16.4109
2021-04-27,16.4109
2021-04-28,16.4109
2021-04-29,16.4109
2021-04-30,16.4109
2021-05-01,16.4109
2021-05-02,16.4109
2021-05-03,16.4109
2021-05-04,16.4109
2021-05-05,16.4109
2021-05-06,16.4109
2021-05-07,16.4109
2021-05-08,16.4109
2021-05-09,16.4109
2021-05-10,16.4109
2021-05-11,16.4109
2021-05-12,16.4109
2021-05-13,16.4109
2021-05-14,16.4109
2021-05-15,16.4109
2021-05-16,16.4109
2021-05-17,16.4109
2021-05-18,16.4109
2021-05-19,16.4109
2021-05-20,16.4109
2021-05-21,16.4109
2021-05-22,16.4109
2021-05-23,16.4109
2021-05-24,16.4109
2021-05-25,16.4109
2021-05-26,16.4109
2021-05-27,16.4109
2021-05-28,16.4109
2021-05-29,16.4109
2021-05-30,16.4109
2021-05-31,16.4109
2021-06-01,16.4109
2021-06-02,16.4109
2021-06-03,16.4109
2021-06-04,16.4109
2021-06-05,16.4109
2021-06-06,16.4109
2021-06-07,16.4109
2021-06-08,16.4109
2021-06-09,16.4109
2021-06-10,16.4109
2021-06-11,16.4109
2021-06-12,16.4109
2021-06-13,16.4109
2021-06-14,16.4109
2021-06-15,16.4109
2021-06-16,16.4109
2021-06-17,16.4109
2021-06-18,16.4109
2021-06-19,16.4109
2021-06-20,16.4109
2021-06-21,16.4109
2021-06-22,16.4109
2021-06-23,16.4109
2021-06-24,16.4109
2021-06-25,16.4109
2021-06-26,16.4109
2021-06-27,16.4109
2021-06-28,16.4109
2021-06-29,16.4109
2021-06-30,27.9965
2021-07-01,27.9965
2021-07-02,27.9965
2021-07-03,27.9965
2021-07-04,27.9965
2021-07-05,27.9965
2021-07-06,27.9965
2021-07-07,27.9965
2021-07-08,27.9965
2021-07-09,27.9965
2021-07-10,27.9965
2021-07-11,27.9965
2021-07-12,27.9965
2021-07-13,27.9965
2021-07-14,27.9965
2021-07-15,27.9965
2021-07-16,27.9965
2021-07-17,27.9965
2021-07-18,27.9965
2021-07-19,27.9965
2021-07-20,27.9965
2021-07-21,27.9965
2021-07-22,27.9965
2021-07-23,27.9965
2021-07-24,27.9965
2021-07-25,27.9965
2021-07-26,27.9965
2021-07-27,27.9965
2021-07-28,27.9965
2021-07-29,27.9965
2021-07-30,27.9965
2021-07-31,27.9965
2021-08-01,27.9965
2021-08-02,27.9965
2021-08-03,27.9965
2021-08-04,27.9965
2021-08-05,27.9965
2021-08-06,27.9965
2021-08-07,27.9965
2021-08-08,27.9965
2021-08-09,27.9965
2021-08-10,27.9965
2021-08-11,27.9965
2021-08-12,27.9965
2021-08-13,27.9965
2021-08-14,27.9965
2021-08-15,27.9965
2021-08-16,27.9965
2021-08-17,27.9965
2021-08-18,27.9965
2021-08-19,27.9965
2021-08-20,27.9965
2021-08-21,27.9965
2021-08-22,27.9965
2021-08-23,27.9965
2021-08-24,27.9965
2021-08-25,27.9965
2021-08-26,27.9965
2021-08-27,27.9965
2021-08-28,27.9965
2021-08-29,27.9965
2021-08-30,27.9965
2021-08-31,27.9965
2021-09-01,27.9965
2021-09-02,27.9965
2021-09-03,27.9965
2021-09-04,27.9965
2021-09-05,27.9965
2021-09-06,27.9965
2021-09-07,27.9965
2021-09-08,27.9965
2021-09-09,27.9965
2021-09-10,27.9965
2021-09-11,27.9965
2021-09-12,27.9965
2021-09-13,27.9965
2021-09-14,27.9965
2021-09-15,27.9965
2021-09-16,27.9965
2021-09-17,27.9965
2021-09-18,27.9965
2021-09-19,27.9965
2021-09-20,27.9965
2021-09-21,27.9965
2021-09-22,27.9965
2021-09-23,27.9965
2021-09-24,27.9965
2021-09-25,27.9965
2021-09-26,27.9965
2021-09-27,27.9965
2021-09-28,27.9965
2021-09-29,27.9965
2021-09-30,43.571
2021-10-01,43.571
2021-10-02,43.571
2021-10-03,43.571
2021-10-04,43.571
2021-10-05,43.571
2021-10-06,43.571
2021-10-07,43.571
2021-10-08,43.571
2021-10-09,43.571
2021-10-10,43.571
2021-10-11,43.571
2021-10-12,43.571
2021-10-13,43.571
2021-10-14,43.571
2021-10-15,43.571
2021-10-16,43.571
2021-10-17,43.571
2021-10-18,43.571
2021-10-19,43.571
2021-10-20,43.571
2021-10-21,43.571
2021-10-22,43.571
2021-10-23,43.571
2021-10-24,43.571
2021-10-25,43.571
2021-10-26,43.571
2021-10-27,43.571
2021-10-28,43.571
2021-10-29,43.571
2021-10-30,43.571
2021-10-31,43.571
2021-11-01,43.571
2021-11-02,43.571
2021-11-03,43.571
2021-11-04,43.571
2021-11-05,43.571
2021-11-06,43.571
2021-11-07,43.571
2021-11-08,43.571
2021-11-09,43.571
2021-11-10,43.571
2021-11-11,43.571
2021-11-12,43.571
2021-11-13,43.571
2021-11-14,43.571
2021-11-15,43.571
2021-11-16,43.571
2021-11-17,43.571
2021-11-18,43.571
2021-11-19,43.571
2021-11-20,43.571
2021-11-21,43.571
2021-11-22,43.571
2021-11-23,43.571
2021-11-24,43.571
2021-11-25,43.571
2021-11-26,43.571
2021-11-27,43.571
2021-11-28,43.571
2021-11-29,43.571
2021-11-30,43.571
2021-12-01,43.571
2021-12-02,43.571
2021-12-03,43.571
2021-12-04,43.571
2021-12-05,43.571
2021-12-06,43.571
2021-12-07,43.571
2021-12-08,43.571
2021-12-09,43.571
2021-12-10,43.571
2021-12-11,43.571
2021-12-12,43.571
2021-12-13,43.571
2021-12-14,43.571
2021-12-15,43.571
2021-12-16,43.571
2021-12-17,43.571
2021-12-18,43.571
2021-12-19,43.571
2021-12-20,43.571
2021-12-21,43.571
2021-12-22,43.571
2021-12-23,43.571
2021-12-24,43.571
2021-12-25,43.571
2021-12-26,43.571
2021-12-27,43.571
2021-12-28,43.571
2021-12-29,43.571
2021-12-30,43.571
2021-12-31,57.9459
2022-01-01,57.9459
2022-01-02,57.9459
2022-01-03,57.9459
2022-01-04,57.9459
2022-01-05,57.9459
2022-01-06,57.9459
2022-01-07,57.9459
2022-01-08,57.9459
2022-01-09,57.9459
2022-01-10,57.9459
2022-01-11,57.9459
2022-01-12,57.9459
2022-01-13,57.9459
2022-01-14,57.9459
2022-01-15,57.9459
2022-01-16,57.9459
2022-01-17,57.9459
2022-01-18,57.9459
2022-01-19,57.9459
2022-01-20,57.9459
2022-01-21,57.9459
2022-01-22,57.9459
2022-01-23,57.9459
2022-01-24,57.9459
2022-01-25,57.9459
2022-01-26,57.9459
2022-01-27,57.9459
2022-01-28,57.9459
2022-01-29,57.9459
2022-01-30,57.9459
2022-01-31,57.9459
2022-02-01,57.9459
2022-02-02,57.9459
2022-02-03,57.9459
2022-02-04,57.9459
2022-02-05,57.9459
2022-02-06,57.9459
2022-02-07,57.9459
2022-02-08,57.9459
2022-02-09,57.9459
2022-02-10,57.9459
2022-02-11,57.9459
2022-02-12,57.9459
2022-02-13,57.9459
2022-02-14,57.9459
2022-02-15,57.9459
2022-02-16,57.9459
2022-02-17,57.9459
2022-02-18,57.9459
2022-02-19,57.9459
2022-02-20,57.9459
2022-02-21,57.9459
2022-02-22,57.9459
2022-02-23,57.9459
2022-02-24,57.9459
2022-02-25,57.9459
2022-02-26,57.9459
2022-02-27,57.9459
2022-02-28,57.9459
2022-03-01,57.9459
2022-03-02,57.9459
2022-03-03,57.9459
2022-03-04,57.9459
2022-03-05,57.9459
2022-03-06,57.9459
2022-03-07,57.9459
2022-03-08,57.9459
2022-03-09,57.9459
2022-03-10,57.9459
2022-03-11,57.9459
2022-03-12,57.9459
2022-03-13,57.9459
2022-03-14,57.9459
2022-03-15,57.9459
2022-03-16,57.9459
2022-03-17,57.9459
2022-03-18,57.9459
2022-03-19,57.9459
2022-03-20,57.9459
2022-03-21,57.9459
2022-03-22,57.9459
2022-03-23,57.9459
2022-03-24,57.9459
2022-03-25,57.9459
2022-03-26,57.9459
2022-03-27,57.9459
2022-03-28,57.9459
2022-03-29,57.9459
2022-03-30,57.9459
2022-03-31,43.3296
2022-04-01,43.3296
2022-04-02,43.3296
2022-04-03,43.3296
2022-04-04,43.3296
2022-04-05,43.3296
2022-04-06,43.3296
2022-04-07,43.3296
2022-04-08,43.3296
2022-04-09,43.3296
2022-04-10,43.3296
2022-04-11,43.3296
2022-04-12,43.3296
2022-04-13,43.3296
2022-04-14,43.3296
2022-04-15,43.3296
2022-04-16,43.3296
2022-04-17,43.3296
2022-04-18,43.3296
2022-04-19,43.3296
2022-04-20,43.3296
2022-04-21,43.3296
2022-04-22,43.3296
2022-04-23,43.3296
2022-04-24,43.3296
2022-04-25,43.3296
2022-04-26,43.3296
2022-04-27,43.3296
2022-04-28,43.3296
2022-04-29,43.3296
2022-04-30,43.3296
2022-05-01,43.3296
2022-05-02,43.3296
2022-05-03,43.3296
2022-05-04,43.3296
2022-05-05,43.3296
2022-05-06,43.3296
2022-05-07,43.3296
2022-05-08,43.3296
2022-05-09,43.3296
2022-05-10,43.3296
2022-05-11,43.3296
2022-05-12,43.3296
2022-05-13,43.3296
2022-05-14,43.3296
2022-05-15,43.3296
2022-05-16,43.3296
2022-05-17,43.3296
2022-05-18,43.3296
2022-05-19,43.3296
2022-05-20,43.3296
2022-05-21,43.3296
2022-05-22,43.3296
2022-05-23,43.3296
2022-05-24,43.3296
2022-05-25,43.3296
2022-05-26,43.3296
2022-05-27,43.3296
2022-05-28,43.3296
2022-05-29,43.3296
2022-05-30,43.3296
2022-05-31,43.3296
2022-06-01,43.3296
2022-06-02,43.3296
2022-06-03,43.3296
2022-06-04,43.3296
2022-06-05,43.3296
2022-06-06,43.3296
2022-06-07,43.3296
2022-06-08,43.3296
2022-06-09,43.3296
2022-06-10,43.3296
2022-06-11,43.3296
2022-06-12,43.3296
2022-06-13,43.3296
2022-06-14,43.3296
2022-06-15,43.3296
2022-06-16,43.3296
2022-06-17,43.3296
2022-06-18,43.3296
2022-06-19,43.3296
2022-06-20,43.3296
2022-06-21,43.3296
2022-06-22,43.3296
2022-06-23,43.3296
2022-06-24,43.3296
2022-06-25,43.3296
2022-06-26,43.3296
2022-06-27,43.3296
2022-06-28,43.3296
2022-06-29,43.3296
2022-06-30,50.5226
2022-07-01,50.5226
2022-07-02,50.5226
2022-07-03,50.5226
2022-07-04,50.5226
2022-07-05,50.5226
2022-07-06,50.5226
2022-07-07,50.5226
2022-07-08,50.5226
2022-07-09,50.5226
2022-07-10,50.5226
2022-07-11,50.5226
2022-07-12,50.5226
2022-07-13,50.5226
2022-07-14,50.5226
2022-07-15,50.5226
2022-07-16,50.5226
2022-07-17,50.5226
2022-07-18,50.5226
2022-07-19,50.5226
2022-07-20,50.5226
2022-07-21,50.5226
2022-07-22,50.5226
2022-07-23,50.5226
2022-07-24,50.5226
2022-07-25,50.5226
2022-07-26,50.5226
2022-07-27,50.5226
2022-07-28,50.5226
2022-07-29,50.5226
2022-07-30,50.5226
2022-07-31,50.5226
2022-08-01,50.5226
2022-08-02,50.5226
2022-08-03,50.5226
2022-08-04,50.5226
2022-08-05,50.5226
2022-08-06,50.5226
2022-08-07,50.5226
2022-08-08,50.5226
2022-08-09,50.5226
2022-08-10,50.5226
2022-08-11,50.5226
2022-08-12,50.5226
2022-08-13,50.5226
2022-08-14,50.5226
2022-08-15,50.5226
2022-08-16,50.5226
2022-08-17,50.5226
2022-08-18,50.5226
2022-08-19,50.5226
2022-08-20,50.5226
2022-08-21,50.5226
2022-08-22,50.5226
2022-08-23,50.5226
2022-08-24,50.5226
2022-08-25,50.5226
2022-08-26,50.5226
2022-08-27,50.5226
2022-08-28,50.5226
2022-08-29,50.5226
2022-08-30,50.5226
2022-08-31,50.5226
2022-09-01,50.5226
2022-09-02,50.5226
2022-09-03,50.5226
2022-09-04,50.5226
2022-09-05,50.5226
2022-09-06,50.5226
2022-09-07,50.5226
2022-09-08,50.5226
2022-09-09,50.5226
2022-09-10,50.5226
2022-09-11,50.5226
2022-09-12,50.5226
2022-09-13,50.5226
2022-09-14,50.5226
2022-09-15,50.5226
2022-09-16,50.5226
2022-09-17,50.5226
2022-09-18,50.5226
2022-09-19,50.5226
2022-09-20,50.5226
2022-09-21,50.5226
2022-09-22,50.5226
2022-09-23,50.5226
2022-09-24,50.5226
2022-09-25,50.5226
2022-09-26,50.5226
2022-09-27,50.5226
2022-09-28,50.5226
2022-09-29,50.5226
2022-09-30,52.2386
2022-10-01,52.2386
2022-10-02,52.2386
2022-10-03,52.2386
2022-10-04,52.2386
2022-10-05,52.2386
2022-10-06,52.2386
2022-10-07,52.2386
2022-10-08,52.2386
2022-10-09,52.2386
2022-10-10,52.2386
2022-10-11,52.2386
2022-10-12,52.2386
2022-10-13,52.2386
2022-10-14,52.2386
2022-10-15,52.2386
2022-10-16,52.2386
2022-10-17,52.2386
2022-10-18,52.2386
2022-10-19,52.2386
2022-10-20,52.2386
2022-10-21,52.2386
2022-10-22,52.2386
2022-10-23,52.2386
2022-10-24,52.2386
2022-10-25,52.2386
2022-10-26,52.2386
2022-10-27,52.2386
2022-10-28,52.2386
2022-10-29,52.2386
2022-10-30,52.2386
2022-10-31,52.2386
2022-11-01,52.2386
2022-11-02,52.2386
2022-11-03,52.2386
2022-11-04,52.2386
2022-11-05,52.2386
2022-11-06,52.2386
2022-11-07,52.2386
2022-11-08,52.2386
2022-11-09,52.2386
2022-11-10,52.2386
2022-11-11,52.2386
2022-11-12,52.2386
2022-11-13,52.2386
2022-11-14,52.2386
2022-11-15,52.2386
2022-11-16,52.2386
2022-11-17,52.2386
2022-11-18,52.2386
2022-11-19,52.2386
2022-11-20,52.2386
2022-11-21,52.2386
2022-11-22,52.2386
2022-11-23,52.2386
2022-11-24,52.2386
2022-11-25,52.2386
2022-11-26,52.2386
2022-11-27,52.2386
2022-11-28,52.2386
2022-11-29,52.2386
2022-11-30,52.2386
2022-12-01,52.2386
2022-12-02,52.2386
2022-12-03,52.2386
2022-12-04,52.2386
2022-12-05,52.2386
2022-12-06,52.2386
2022-12-07,52.2386
2022-12-08,52.2386
2022-12-09,52.2386
2022-12-10,52.2386
2022-12-11,52.2386
2022-12-12,52.2386
2022-12-13,52.2386
2022-12-14,52.2386
2022-12-15,52.2386
2022-12-16,52.2386
2022-12-17,52.2386
2022-12-18,52.2386
2022-12-19,52.2386
2022-12-20,52.2386
2022-12-21,52.2386
2022-12-22,52.2386
2022-12-23,52.2386
2022-12-24,52.2386
2022-12-25,52.2386
2022-12-26,52.2386
2022-12-27,52.2386
2022-12-28,52.2386
2022-12-29,52.2386
2022-12-30,52.2386
2022-12-31,56.3104
2023-01-01,56.3104
2023-01-02,56.3104
2023-01-03,56.3104
2023-01-04,56.3104
2023-01-05,56.3104
2023-01-06,56.3104
2023-01-07,56.3104
2023-01-08,56.3104
2023-01-09,56.3104
2023-01-10,56.3104
2023-01-11,56.3104
2023-01-12,56.3104
2023-01-13,56.3104
2023-01-14,56.3104
2023-01-15,56.3104
2023-01-16,56.3104
2023-01-17,56.3104
2023-01-18,56.3104
2023-01-19,56.3104
2023-01-20,56.3104
2023-01-21,56.3104
2023-01-22,56.3104
2023-01-23,56.3104
2023-01-24,56.3104
2023-01-25,56.3104
2023-01-26,56.3104
2023-01-27,56.3104
2023-01-28,56.3104
2023-01-29,56.3104
2023-01-30,56.3104
2023-01-31,56.3104
2023-02-01,56.3104
2023-02-02,56.3104
2023-02-03,56.3104
2023-02-04,56.3104
2023-02-05,56.3104
2023-02-06,56.3104
2023-02-07,56.3104
2023-02-08,56.3104
2023-02-09,56.3104
2023-02-10,56.3104
2023-02-11,56.3104
2023-02-12,56.3104
2023-02-13,56.3104
2023-02-14,56.3104
2023-02-15,56.3104
2023-02-16,56.3104
2023-02-17,56.3104
2023-02-18,56.3104
2023-02-19,56.3104
2023-02-20,56.3104
2023-02-21,56.3104
2023-02-22,56.3104
2023-02-23,56.3104
2023-02-24,56.3104
2023-02-25,56.3104
2023-02-26,56.3104
2023-02-27,56.3104
2023-02-28,56.3104
2023-03-01,56.3104
2023-03-02,56.3104
2023-03-03,56.3104
2023-03-04,56.3104
2023-03-05,56.3104
2023-03-06,56.3104
2023-03-07,56.3104
2023-03-08,56.3104
2023-03-09,56.3104
2023-03-10,56.3104
2023-03-11,56.3104
2023-03-12,56.3104
2023-03-13,56.3104
2023-03-14,56.3104
2023-03-15,56.3104
2023-03-16,56.3104
