,TILE US Equity
2020-04-02,21.9128
2020-04-03,21.9128
2020-04-04,21.9128
2020-04-05,-10.2075
2020-04-06,-10.2075
2020-04-07,-10.2075
2020-04-08,-10.2075
2020-04-09,-10.2075
2020-04-10,-10.2075
2020-04-11,-10.2075
2020-04-12,-10.2075
2020-04-13,-10.2075
2020-04-14,-10.2075
2020-04-15,-10.2075
2020-04-16,-10.2075
2020-04-17,-10.2075
2020-04-18,-10.2075
2020-04-19,-10.2075
2020-04-20,-10.2075
2020-04-21,-10.2075
2020-04-22,-10.2075
2020-04-23,-10.2075
2020-04-24,-10.2075
2020-04-25,-10.2075
2020-04-26,-10.2075
2020-04-27,-10.2075
2020-04-28,-10.2075
2020-04-29,-10.2075
2020-04-30,-10.2075
2020-05-01,-10.2075
2020-05-02,-10.2075
2020-05-03,-10.2075
2020-05-04,-10.2075
2020-05-05,-10.2075
2020-05-06,-10.2075
2020-05-07,-10.2075
2020-05-08,-10.2075
2020-05-09,-10.2075
2020-05-10,-10.2075
2020-05-11,-10.2075
2020-05-12,-10.2075
2020-05-13,-10.2075
2020-05-14,-10.2075
2020-05-15,-10.2075
2020-05-16,-10.2075
2020-05-17,-10.2075
2020-05-18,-10.2075
2020-05-19,-10.2075
2020-05-20,-10.2075
2020-05-21,-10.2075
2020-05-22,-10.2075
2020-05-23,-10.2075
2020-05-24,-10.2075
2020-05-25,-10.2075
2020-05-26,-10.2075
2020-05-27,-10.2075
2020-05-28,-10.2075
2020-05-29,-10.2075
2020-05-30,-10.2075
2020-05-31,-10.2075
2020-06-01,-10.2075
2020-06-02,-10.2075
2020-06-03,-10.2075
2020-06-04,-10.2075
2020-06-05,-10.2075
2020-06-06,-10.2075
2020-06-07,-10.2075
2020-06-08,-10.2075
2020-06-09,-10.2075
2020-06-10,-10.2075
2020-06-11,-10.2075
2020-06-12,-10.2075
2020-06-13,-10.2075
2020-06-14,-10.2075
2020-06-15,-10.2075
2020-06-16,-10.2075
2020-06-17,-10.2075
2020-06-18,-10.2075
2020-06-19,-10.2075
2020-06-20,-10.2075
2020-06-21,-10.2075
2020-06-22,-10.2075
2020-06-23,-10.2075
2020-06-24,-10.2075
2020-06-25,-10.2075
2020-06-26,-10.2075
2020-06-27,-10.2075
2020-06-28,-10.2075
2020-06-29,-10.2075
2020-06-30,-10.2075
2020-07-01,-10.2075
2020-07-02,-10.2075
2020-07-03,-10.2075
2020-07-04,-10.2075
2020-07-05,-17.9634
2020-07-06,-17.9634
2020-07-07,-17.9634
2020-07-08,-17.9634
2020-07-09,-17.9634
2020-07-10,-17.9634
2020-07-11,-17.9634
2020-07-12,-17.9634
2020-07-13,-17.9634
2020-07-14,-17.9634
2020-07-15,-17.9634
2020-07-16,-17.9634
2020-07-17,-17.9634
2020-07-18,-17.9634
2020-07-19,-17.9634
2020-07-20,-17.9634
2020-07-21,-17.9634
2020-07-22,-17.9634
2020-07-23,-17.9634
2020-07-24,-17.9634
2020-07-25,-17.9634
2020-07-26,-17.9634
2020-07-27,-17.9634
2020-07-28,-17.9634
2020-07-29,-17.9634
2020-07-30,-17.9634
2020-07-31,-17.9634
2020-08-01,-17.9634
2020-08-02,-17.9634
2020-08-03,-17.9634
2020-08-04,-17.9634
2020-08-05,-17.9634
2020-08-06,-17.9634
2020-08-07,-17.9634
2020-08-08,-17.9634
2020-08-09,-17.9634
2020-08-10,-17.9634
2020-08-11,-17.9634
2020-08-12,-17.9634
2020-08-13,-17.9634
2020-08-14,-17.9634
2020-08-15,-17.9634
2020-08-16,-17.9634
2020-08-17,-17.9634
2020-08-18,-17.9634
2020-08-19,-17.9634
2020-08-20,-17.9634
2020-08-21,-17.9634
2020-08-22,-17.9634
2020-08-23,-17.9634
2020-08-24,-17.9634
2020-08-25,-17.9634
2020-08-26,-17.9634
2020-08-27,-17.9634
2020-08-28,-17.9634
2020-08-29,-17.9634
2020-08-30,-17.9634
2020-08-31,-17.9634
2020-09-01,-17.9634
2020-09-02,-17.9634
2020-09-03,-17.9634
2020-09-04,-17.9634
2020-09-05,-17.9634
2020-09-06,-17.9634
2020-09-07,-17.9634
2020-09-08,-17.9634
2020-09-09,-17.9634
2020-09-10,-17.9634
2020-09-11,-17.9634
2020-09-12,-17.9634
2020-09-13,-17.9634
2020-09-14,-17.9634
2020-09-15,-17.9634
2020-09-16,-17.9634
2020-09-17,-17.9634
2020-09-18,-17.9634
2020-09-19,-17.9634
2020-09-20,-17.9634
2020-09-21,-17.9634
2020-09-22,-17.9634
2020-09-23,-17.9634
2020-09-24,-17.9634
2020-09-25,-17.9634
2020-09-26,-17.9634
2020-09-27,-17.9634
2020-09-28,-17.9634
2020-09-29,-17.9634
2020-09-30,-17.9634
2020-10-01,-17.9634
2020-10-02,-17.9634
2020-10-03,-17.9634
2020-10-04,-23.3126
2020-10-05,-23.3126
2020-10-06,-23.3126
2020-10-07,-23.3126
2020-10-08,-23.3126
2020-10-09,-23.3126
2020-10-10,-23.3126
2020-10-11,-23.3126
2020-10-12,-23.3126
2020-10-13,-23.3126
2020-10-14,-23.3126
2020-10-15,-23.3126
2020-10-16,-23.3126
2020-10-17,-23.3126
2020-10-18,-23.3126
2020-10-19,-23.3126
2020-10-20,-23.3126
2020-10-21,-23.3126
2020-10-22,-23.3126
2020-10-23,-23.3126
2020-10-24,-23.3126
2020-10-25,-23.3126
2020-10-26,-23.3126
2020-10-27,-23.3126
2020-10-28,-23.3126
2020-10-29,-23.3126
2020-10-30,-23.3126
2020-10-31,-23.3126
2020-11-01,-23.3126
2020-11-02,-23.3126
2020-11-03,-23.3126
2020-11-04,-23.3126
2020-11-05,-23.3126
2020-11-06,-23.3126
2020-11-07,-23.3126
2020-11-08,-23.3126
2020-11-09,-23.3126
2020-11-10,-23.3126
2020-11-11,-23.3126
2020-11-12,-23.3126
2020-11-13,-23.3126
2020-11-14,-23.3126
2020-11-15,-23.3126
2020-11-16,-23.3126
2020-11-17,-23.3126
2020-11-18,-23.3126
2020-11-19,-23.3126
2020-11-20,-23.3126
2020-11-21,-23.3126
2020-11-22,-23.3126
2020-11-23,-23.3126
2020-11-24,-23.3126
2020-11-25,-23.3126
2020-11-26,-23.3126
2020-11-27,-23.3126
2020-11-28,-23.3126
2020-11-29,-23.3126
2020-11-30,-23.3126
2020-12-01,-23.3126
2020-12-02,-23.3126
2020-12-03,-23.3126
2020-12-04,-23.3126
2020-12-05,-23.3126
2020-12-06,-23.3126
2020-12-07,-23.3126
2020-12-08,-23.3126
2020-12-09,-23.3126
2020-12-10,-23.3126
2020-12-11,-23.3126
2020-12-12,-23.3126
2020-12-13,-23.3126
2020-12-14,-23.3126
2020-12-15,-23.3126
2020-12-16,-23.3126
2020-12-17,-23.3126
2020-12-18,-23.3126
2020-12-19,-23.3126
2020-12-20,-23.3126
2020-12-21,-23.3126
2020-12-22,-23.3126
2020-12-23,-23.3126
2020-12-24,-23.3126
2020-12-25,-23.3126
2020-12-26,-23.3126
2020-12-27,-23.3126
2020-12-28,-23.3126
2020-12-29,-23.3126
2020-12-30,-23.3126
2020-12-31,-23.3126
2021-01-01,-23.3126
2021-01-02,-23.3126
2021-01-03,-20.7067
2021-01-04,-20.7067
2021-01-05,-20.7067
2021-01-06,-20.7067
2021-01-07,-20.7067
2021-01-08,-20.7067
2021-01-09,-20.7067
2021-01-10,-20.7067
2021-01-11,-20.7067
2021-01-12,-20.7067
2021-01-13,-20.7067
2021-01-14,-20.7067
2021-01-15,-20.7067
2021-01-16,-20.7067
2021-01-17,-20.7067
2021-01-18,-20.7067
2021-01-19,-20.7067
2021-01-20,-20.7067
2021-01-21,-20.7067
2021-01-22,-20.7067
2021-01-23,-20.7067
2021-01-24,-20.7067
2021-01-25,-20.7067
2021-01-26,-20.7067
2021-01-27,-20.7067
2021-01-28,-20.7067
2021-01-29,-20.7067
2021-01-30,-20.7067
2021-01-31,-20.7067
2021-02-01,-20.7067
2021-02-02,-20.7067
2021-02-03,-20.7067
2021-02-04,-20.7067
2021-02-05,-20.7067
2021-02-06,-20.7067
2021-02-07,-20.7067
2021-02-08,-20.7067
2021-02-09,-20.7067
2021-02-10,-20.7067
2021-02-11,-20.7067
2021-02-12,-20.7067
2021-02-13,-20.7067
2021-02-14,-20.7067
2021-02-15,-20.7067
2021-02-16,-20.7067
2021-02-17,-20.7067
2021-02-18,-20.7067
2021-02-19,-20.7067
2021-02-20,-20.7067
2021-02-21,-20.7067
2021-02-22,-20.7067
2021-02-23,-20.7067
2021-02-24,-20.7067
2021-02-25,-20.7067
2021-02-26,-20.7067
2021-02-27,-20.7067
2021-02-28,-20.7067
2021-03-01,-20.7067
2021-03-02,-20.7067
2021-03-03,-20.7067
2021-03-04,-20.7067
2021-03-05,-20.7067
2021-03-06,-20.7067
2021-03-07,-20.7067
2021-03-08,-20.7067
2021-03-09,-20.7067
2021-03-10,-20.7067
2021-03-11,-20.7067
2021-03-12,-20.7067
2021-03-13,-20.7067
2021-03-14,-20.7067
2021-03-15,-20.7067
2021-03-16,-20.7067
2021-03-17,-20.7067
2021-03-18,-20.7067
2021-03-19,-20.7067
2021-03-20,-20.7067
2021-03-21,-20.7067
2021-03-22,-20.7067
2021-03-23,-20.7067
2021-03-24,-20.7067
2021-03-25,-20.7067
2021-03-26,-20.7067
2021-03-27,-20.7067
2021-03-28,-20.7067
2021-03-29,-20.7067
2021-03-30,-20.7067
2021-03-31,-20.7067
2021-04-01,-20.7067
2021-04-02,-20.7067
2021-04-03,-20.7067
2021-04-04,13.4338
2021-04-05,13.4338
2021-04-06,13.4338
2021-04-07,13.4338
2021-04-08,13.4338
2021-04-09,13.4338
2021-04-10,13.4338
2021-04-11,13.4338
2021-04-12,13.4338
2021-04-13,13.4338
2021-04-14,13.4338
2021-04-15,13.4338
2021-04-16,13.4338
2021-04-17,13.4338
2021-04-18,13.4338
2021-04-19,13.4338
2021-04-20,13.4338
2021-04-21,13.4338
2021-04-22,13.4338
2021-04-23,13.4338
2021-04-24,13.4338
2021-04-25,13.4338
2021-04-26,13.4338
2021-04-27,13.4338
2021-04-28,13.4338
2021-04-29,13.4338
2021-04-30,13.4338
2021-05-01,13.4338
2021-05-02,13.4338
2021-05-03,13.4338
2021-05-04,13.4338
2021-05-05,13.4338
2021-05-06,13.4338
2021-05-07,13.4338
2021-05-08,13.4338
2021-05-09,13.4338
2021-05-10,13.4338
2021-05-11,13.4338
2021-05-12,13.4338
2021-05-13,13.4338
2021-05-14,13.4338
2021-05-15,13.4338
2021-05-16,13.4338
2021-05-17,13.4338
2021-05-18,13.4338
2021-05-19,13.4338
2021-05-20,13.4338
2021-05-21,13.4338
2021-05-22,13.4338
2021-05-23,13.4338
2021-05-24,13.4338
2021-05-25,13.4338
2021-05-26,13.4338
2021-05-27,13.4338
2021-05-28,13.4338
2021-05-29,13.4338
2021-05-30,13.4338
2021-05-31,13.4338
2021-06-01,13.4338
2021-06-02,13.4338
2021-06-03,13.4338
2021-06-04,13.4338
2021-06-05,13.4338
2021-06-06,13.4338
2021-06-07,13.4338
2021-06-08,13.4338
2021-06-09,13.4338
2021-06-10,13.4338
2021-06-11,13.4338
2021-06-12,13.4338
2021-06-13,13.4338
2021-06-14,13.4338
2021-06-15,13.4338
2021-06-16,13.4338
2021-06-17,13.4338
2021-06-18,13.4338
2021-06-19,13.4338
2021-06-20,13.4338
2021-06-21,13.4338
2021-06-22,13.4338
2021-06-23,13.4338
2021-06-24,13.4338
2021-06-25,13.4338
2021-06-26,13.4338
2021-06-27,13.4338
2021-06-28,13.4338
2021-06-29,13.4338
2021-06-30,13.4338
2021-07-01,13.4338
2021-07-02,13.4338
2021-07-03,13.4338
2021-07-04,16.1601
2021-07-05,16.1601
2021-07-06,16.1601
2021-07-07,16.1601
2021-07-08,16.1601
2021-07-09,16.1601
2021-07-10,16.1601
2021-07-11,16.1601
2021-07-12,16.1601
2021-07-13,16.1601
2021-07-14,16.1601
2021-07-15,16.1601
2021-07-16,16.1601
2021-07-17,16.1601
2021-07-18,16.1601
2021-07-19,16.1601
2021-07-20,16.1601
2021-07-21,16.1601
2021-07-22,16.1601
2021-07-23,16.1601
2021-07-24,16.1601
2021-07-25,16.1601
2021-07-26,16.1601
2021-07-27,16.1601
2021-07-28,16.1601
2021-07-29,16.1601
2021-07-30,16.1601
2021-07-31,16.1601
2021-08-01,16.1601
2021-08-02,16.1601
2021-08-03,16.1601
2021-08-04,16.1601
2021-08-05,16.1601
2021-08-06,16.1601
2021-08-07,16.1601
2021-08-08,16.1601
2021-08-09,16.1601
2021-08-10,16.1601
2021-08-11,16.1601
2021-08-12,16.1601
2021-08-13,16.1601
2021-08-14,16.1601
2021-08-15,16.1601
2021-08-16,16.1601
2021-08-17,16.1601
2021-08-18,16.1601
2021-08-19,16.1601
2021-08-20,16.1601
2021-08-21,16.1601
2021-08-22,16.1601
2021-08-23,16.1601
2021-08-24,16.1601
2021-08-25,16.1601
2021-08-26,16.1601
2021-08-27,16.1601
2021-08-28,16.1601
2021-08-29,16.1601
2021-08-30,16.1601
2021-08-31,16.1601
2021-09-01,16.1601
2021-09-02,16.1601
2021-09-03,16.1601
2021-09-04,16.1601
2021-09-05,16.1601
2021-09-06,16.1601
2021-09-07,16.1601
2021-09-08,16.1601
2021-09-09,16.1601
2021-09-10,16.1601
2021-09-11,16.1601
2021-09-12,16.1601
2021-09-13,16.1601
2021-09-14,16.1601
2021-09-15,16.1601
2021-09-16,16.1601
2021-09-17,16.1601
2021-09-18,16.1601
2021-09-19,16.1601
2021-09-20,16.1601
2021-09-21,16.1601
2021-09-22,16.1601
2021-09-23,16.1601
2021-09-24,16.1601
2021-09-25,16.1601
2021-09-26,16.1601
2021-09-27,16.1601
2021-09-28,16.1601
2021-09-29,16.1601
2021-09-30,16.1601
2021-10-01,16.1601
2021-10-02,16.1601
2021-10-03,17.0004
2021-10-04,17.0004
2021-10-05,17.0004
2021-10-06,17.0004
2021-10-07,17.0004
2021-10-08,17.0004
2021-10-09,17.0004
2021-10-10,17.0004
2021-10-11,17.0004
2021-10-12,17.0004
2021-10-13,17.0004
2021-10-14,17.0004
2021-10-15,17.0004
2021-10-16,17.0004
2021-10-17,17.0004
2021-10-18,17.0004
2021-10-19,17.0004
2021-10-20,17.0004
2021-10-21,17.0004
2021-10-22,17.0004
2021-10-23,17.0004
2021-10-24,17.0004
2021-10-25,17.0004
2021-10-26,17.0004
2021-10-27,17.0004
2021-10-28,17.0004
2021-10-29,17.0004
2021-10-30,17.0004
2021-10-31,17.0004
2021-11-01,17.0004
2021-11-02,17.0004
2021-11-03,17.0004
2021-11-04,17.0004
2021-11-05,17.0004
2021-11-06,17.0004
2021-11-07,17.0004
2021-11-08,17.0004
2021-11-09,17.0004
2021-11-10,17.0004
2021-11-11,17.0004
2021-11-12,17.0004
2021-11-13,17.0004
2021-11-14,17.0004
2021-11-15,17.0004
2021-11-16,17.0004
2021-11-17,17.0004
2021-11-18,17.0004
2021-11-19,17.0004
2021-11-20,17.0004
2021-11-21,17.0004
2021-11-22,17.0004
2021-11-23,17.0004
2021-11-24,17.0004
2021-11-25,17.0004
2021-11-26,17.0004
2021-11-27,17.0004
2021-11-28,17.0004
2021-11-29,17.0004
2021-11-30,17.0004
2021-12-01,17.0004
2021-12-02,17.0004
2021-12-03,17.0004
2021-12-04,17.0004
2021-12-05,17.0004
2021-12-06,17.0004
2021-12-07,17.0004
2021-12-08,17.0004
2021-12-09,17.0004
2021-12-10,17.0004
2021-12-11,17.0004
2021-12-12,17.0004
2021-12-13,17.0004
2021-12-14,17.0004
2021-12-15,17.0004
2021-12-16,17.0004
2021-12-17,17.0004
2021-12-18,17.0004
2021-12-19,17.0004
2021-12-20,17.0004
2021-12-21,17.0004
2021-12-22,17.0004
2021-12-23,17.0004
2021-12-24,17.0004
2021-12-25,17.0004
2021-12-26,17.0004
2021-12-27,17.0004
2021-12-28,17.0004
2021-12-29,17.0004
2021-12-30,17.0004
2021-12-31,17.0004
2022-01-01,17.0004
2022-01-02,16.0113
2022-01-03,16.0113
2022-01-04,16.0113
2022-01-05,16.0113
2022-01-06,16.0113
2022-01-07,16.0113
2022-01-08,16.0113
2022-01-09,16.0113
2022-01-10,16.0113
2022-01-11,16.0113
2022-01-12,16.0113
2022-01-13,16.0113
2022-01-14,16.0113
2022-01-15,16.0113
2022-01-16,16.0113
2022-01-17,16.0113
2022-01-18,16.0113
2022-01-19,16.0113
2022-01-20,16.0113
2022-01-21,16.0113
2022-01-22,16.0113
2022-01-23,16.0113
2022-01-24,16.0113
2022-01-25,16.0113
2022-01-26,16.0113
2022-01-27,16.0113
2022-01-28,16.0113
2022-01-29,16.0113
2022-01-30,16.0113
2022-01-31,16.0113
2022-02-01,16.0113
2022-02-02,16.0113
2022-02-03,16.0113
2022-02-04,16.0113
2022-02-05,16.0113
2022-02-06,16.0113
2022-02-07,16.0113
2022-02-08,16.0113
2022-02-09,16.0113
2022-02-10,16.0113
2022-02-11,16.0113
2022-02-12,16.0113
2022-02-13,16.0113
2022-02-14,16.0113
2022-02-15,16.0113
2022-02-16,16.0113
2022-02-17,16.0113
2022-02-18,16.0113
2022-02-19,16.0113
2022-02-20,16.0113
2022-02-21,16.0113
2022-02-22,16.0113
2022-02-23,16.0113
2022-02-24,16.0113
2022-02-25,16.0113
2022-02-26,16.0113
2022-02-27,16.0113
2022-02-28,16.0113
2022-03-01,16.0113
2022-03-02,16.0113
2022-03-03,16.0113
2022-03-04,16.0113
2022-03-05,16.0113
2022-03-06,16.0113
2022-03-07,16.0113
2022-03-08,16.0113
2022-03-09,16.0113
2022-03-10,16.0113
2022-03-11,16.0113
2022-03-12,16.0113
2022-03-13,16.0113
2022-03-14,16.0113
2022-03-15,16.0113
2022-03-16,16.0113
2022-03-17,16.0113
2022-03-18,16.0113
2022-03-19,16.0113
2022-03-20,16.0113
2022-03-21,16.0113
2022-03-22,16.0113
2022-03-23,16.0113
2022-03-24,16.0113
2022-03-25,16.0113
2022-03-26,16.0113
2022-03-27,16.0113
2022-03-28,16.0113
2022-03-29,16.0113
2022-03-30,16.0113
2022-03-31,16.0113
2022-04-01,16.0113
2022-04-02,16.0113
2022-04-03,18.0694
2022-04-04,18.0694
2022-04-05,18.0694
2022-04-06,18.0694
2022-04-07,18.0694
2022-04-08,18.0694
2022-04-09,18.0694
2022-04-10,18.0694
2022-04-11,18.0694
2022-04-12,18.0694
2022-04-13,18.0694
2022-04-14,18.0694
2022-04-15,18.0694
2022-04-16,18.0694
2022-04-17,18.0694
2022-04-18,18.0694
2022-04-19,18.0694
2022-04-20,18.0694
2022-04-21,18.0694
2022-04-22,18.0694
2022-04-23,18.0694
2022-04-24,18.0694
2022-04-25,18.0694
2022-04-26,18.0694
2022-04-27,18.0694
2022-04-28,18.0694
2022-04-29,18.0694
2022-04-30,18.0694
2022-05-01,18.0694
2022-05-02,18.0694
2022-05-03,18.0694
2022-05-04,18.0694
2022-05-05,18.0694
2022-05-06,18.0694
2022-05-07,18.0694
2022-05-08,18.0694
2022-05-09,18.0694
2022-05-10,18.0694
2022-05-11,18.0694
2022-05-12,18.0694
2022-05-13,18.0694
2022-05-14,18.0694
2022-05-15,18.0694
2022-05-16,18.0694
2022-05-17,18.0694
2022-05-18,18.0694
2022-05-19,18.0694
2022-05-20,18.0694
2022-05-21,18.0694
2022-05-22,18.0694
2022-05-23,18.0694
2022-05-24,18.0694
2022-05-25,18.0694
2022-05-26,18.0694
2022-05-27,18.0694
2022-05-28,18.0694
2022-05-29,18.0694
2022-05-30,18.0694
2022-05-31,18.0694
2022-06-01,18.0694
2022-06-02,18.0694
2022-06-03,18.0694
2022-06-04,18.0694
2022-06-05,18.0694
2022-06-06,18.0694
2022-06-07,18.0694
2022-06-08,18.0694
2022-06-09,18.0694
2022-06-10,18.0694
2022-06-11,18.0694
2022-06-12,18.0694
2022-06-13,18.0694
2022-06-14,18.0694
2022-06-15,18.0694
2022-06-16,18.0694
2022-06-17,18.0694
2022-06-18,18.0694
2022-06-19,18.0694
2022-06-20,18.0694
2022-06-21,18.0694
2022-06-22,18.0694
2022-06-23,18.0694
2022-06-24,18.0694
2022-06-25,18.0694
2022-06-26,18.0694
2022-06-27,18.0694
2022-06-28,18.0694
2022-06-29,18.0694
2022-06-30,18.0694
2022-07-01,18.0694
2022-07-02,18.0694
2022-07-03,18.4186
2022-07-04,18.4186
2022-07-05,18.4186
2022-07-06,18.4186
2022-07-07,18.4186
2022-07-08,18.4186
2022-07-09,18.4186
2022-07-10,18.4186
2022-07-11,18.4186
2022-07-12,18.4186
2022-07-13,18.4186
2022-07-14,18.4186
2022-07-15,18.4186
2022-07-16,18.4186
2022-07-17,18.4186
2022-07-18,18.4186
2022-07-19,18.4186
2022-07-20,18.4186
2022-07-21,18.4186
2022-07-22,18.4186
2022-07-23,18.4186
2022-07-24,18.4186
2022-07-25,18.4186
2022-07-26,18.4186
2022-07-27,18.4186
2022-07-28,18.4186
2022-07-29,18.4186
2022-07-30,18.4186
2022-07-31,18.4186
2022-08-01,18.4186
2022-08-02,18.4186
2022-08-03,18.4186
2022-08-04,18.4186
2022-08-05,18.4186
2022-08-06,18.4186
2022-08-07,18.4186
2022-08-08,18.4186
2022-08-09,18.4186
2022-08-10,18.4186
2022-08-11,18.4186
2022-08-12,18.4186
2022-08-13,18.4186
2022-08-14,18.4186
2022-08-15,18.4186
2022-08-16,18.4186
2022-08-17,18.4186
2022-08-18,18.4186
2022-08-19,18.4186
2022-08-20,18.4186
2022-08-21,18.4186
2022-08-22,18.4186
2022-08-23,18.4186
2022-08-24,18.4186
2022-08-25,18.4186
2022-08-26,18.4186
2022-08-27,18.4186
2022-08-28,18.4186
2022-08-29,18.4186
2022-08-30,18.4186
2022-08-31,18.4186
2022-09-01,18.4186
2022-09-02,18.4186
2022-09-03,18.4186
2022-09-04,18.4186
2022-09-05,18.4186
2022-09-06,18.4186
2022-09-07,18.4186
2022-09-08,18.4186
2022-09-09,18.4186
2022-09-10,18.4186
2022-09-11,18.4186
2022-09-12,18.4186
2022-09-13,18.4186
2022-09-14,18.4186
2022-09-15,18.4186
2022-09-16,18.4186
2022-09-17,18.4186
2022-09-18,18.4186
2022-09-19,18.4186
2022-09-20,18.4186
2022-09-21,18.4186
2022-09-22,18.4186
2022-09-23,18.4186
2022-09-24,18.4186
2022-09-25,18.4186
2022-09-26,18.4186
2022-09-27,18.4186
2022-09-28,18.4186
2022-09-29,18.4186
2022-09-30,18.4186
2022-10-01,18.4186
2022-10-02,20.0553
2022-10-03,20.0553
2022-10-04,20.0553
2022-10-05,20.0553
2022-10-06,20.0553
2022-10-07,20.0553
2022-10-08,20.0553
2022-10-09,20.0553
2022-10-10,20.0553
2022-10-11,20.0553
2022-10-12,20.0553
2022-10-13,20.0553
2022-10-14,20.0553
2022-10-15,20.0553
2022-10-16,20.0553
2022-10-17,20.0553
2022-10-18,20.0553
2022-10-19,20.0553
2022-10-20,20.0553
2022-10-21,20.0553
2022-10-22,20.0553
2022-10-23,20.0553
2022-10-24,20.0553
2022-10-25,20.0553
2022-10-26,20.0553
2022-10-27,20.0553
2022-10-28,20.0553
2022-10-29,20.0553
2022-10-30,20.0553
2022-10-31,20.0553
2022-11-01,20.0553
2022-11-02,20.0553
2022-11-03,20.0553
2022-11-04,20.0553
2022-11-05,20.0553
2022-11-06,20.0553
2022-11-07,20.0553
2022-11-08,20.0553
2022-11-09,20.0553
2022-11-10,20.0553
2022-11-11,20.0553
2022-11-12,20.0553
2022-11-13,20.0553
2022-11-14,20.0553
2022-11-15,20.0553
2022-11-16,20.0553
2022-11-17,20.0553
2022-11-18,20.0553
2022-11-19,20.0553
2022-11-20,20.0553
2022-11-21,20.0553
2022-11-22,20.0553
2022-11-23,20.0553
2022-11-24,20.0553
2022-11-25,20.0553
2022-11-26,20.0553
2022-11-27,20.0553
2022-11-28,20.0553
2022-11-29,20.0553
2022-11-30,20.0553
2022-12-01,20.0553
2022-12-02,20.0553
2022-12-03,20.0553
2022-12-04,20.0553
2022-12-05,20.0553
2022-12-06,20.0553
2022-12-07,20.0553
2022-12-08,20.0553
2022-12-09,20.0553
2022-12-10,20.0553
2022-12-11,20.0553
2022-12-12,20.0553
2022-12-13,20.0553
2022-12-14,20.0553
2022-12-15,20.0553
2022-12-16,20.0553
2022-12-17,20.0553
2022-12-18,20.0553
2022-12-19,20.0553
2022-12-20,20.0553
2022-12-21,20.0553
2022-12-22,20.0553
2022-12-23,20.0553
2022-12-24,20.0553
2022-12-25,20.0553
2022-12-26,20.0553
2022-12-27,20.0553
2022-12-28,20.0553
2022-12-29,20.0553
2022-12-30,20.0553
2022-12-31,20.0553
2023-01-01,5.3963
2023-01-02,5.3963
2023-01-03,5.3963
2023-01-04,5.3963
2023-01-05,5.3963
2023-01-06,5.3963
2023-01-07,5.3963
2023-01-08,5.3963
2023-01-09,5.3963
2023-01-10,5.3963
2023-01-11,5.3963
2023-01-12,5.3963
2023-01-13,5.3963
2023-01-14,5.3963
2023-01-15,5.3963
2023-01-16,5.3963
2023-01-17,5.3963
2023-01-18,5.3963
2023-01-19,5.3963
2023-01-20,5.3963
2023-01-21,5.3963
2023-01-22,5.3963
2023-01-23,5.3963
2023-01-24,5.3963
2023-01-25,5.3963
2023-01-26,5.3963
2023-01-27,5.3963
2023-01-28,5.3963
2023-01-29,5.3963
2023-01-30,5.3963
2023-01-31,5.3963
2023-02-01,5.3963
2023-02-02,5.3963
2023-02-03,5.3963
2023-02-04,5.3963
2023-02-05,5.3963
2023-02-06,5.3963
