,HA US Equity
2020-05-16,4.5544
2020-05-17,4.5544
2020-05-18,4.5544
2020-05-19,4.5544
2020-05-20,4.5544
2020-05-21,4.5544
2020-05-22,4.5544
2020-05-23,4.5544
2020-05-24,4.5544
2020-05-25,4.5544
2020-05-26,4.5544
2020-05-27,4.5544
2020-05-28,4.5544
2020-05-29,4.5544
2020-05-30,4.5544
2020-05-31,4.5544
2020-06-01,4.5544
2020-06-02,4.5544
2020-06-03,4.5544
2020-06-04,4.5544
2020-06-05,4.5544
2020-06-06,4.5544
2020-06-07,4.5544
2020-06-08,4.5544
2020-06-09,4.5544
2020-06-10,4.5544
2020-06-11,4.5544
2020-06-12,4.5544
2020-06-13,4.5544
2020-06-14,4.5544
2020-06-15,4.5544
2020-06-16,4.5544
2020-06-17,4.5544
2020-06-18,4.5544
2020-06-19,4.5544
2020-06-20,4.5544
2020-06-21,4.5544
2020-06-22,4.5544
2020-06-23,4.5544
2020-06-24,4.5544
2020-06-25,4.5544
2020-06-26,4.5544
2020-06-27,4.5544
2020-06-28,4.5544
2020-06-29,4.5544
2020-06-30,-13.2578
2020-07-01,-13.2578
2020-07-02,-13.2578
2020-07-03,-13.2578
2020-07-04,-13.2578
2020-07-05,-13.2578
2020-07-06,-13.2578
2020-07-07,-13.2578
2020-07-08,-13.2578
2020-07-09,-13.2578
2020-07-10,-13.2578
2020-07-11,-13.2578
2020-07-12,-13.2578
2020-07-13,-13.2578
2020-07-14,-13.2578
2020-07-15,-13.2578
2020-07-16,-13.2578
2020-07-17,-13.2578
2020-07-18,-13.2578
2020-07-19,-13.2578
2020-07-20,-13.2578
2020-07-21,-13.2578
2020-07-22,-13.2578
2020-07-23,-13.2578
2020-07-24,-13.2578
2020-07-25,-13.2578
2020-07-26,-13.2578
2020-07-27,-13.2578
2020-07-28,-13.2578
2020-07-29,-13.2578
2020-07-30,-13.2578
2020-07-31,-13.2578
2020-08-01,-13.2578
2020-08-02,-13.2578
2020-08-03,-13.2578
2020-08-04,-13.2578
2020-08-05,-13.2578
2020-08-06,-13.2578
2020-08-07,-13.2578
2020-08-08,-13.2578
2020-08-09,-13.2578
2020-08-10,-13.2578
2020-08-11,-13.2578
2020-08-12,-13.2578
2020-08-13,-13.2578
2020-08-14,-13.2578
2020-08-15,-13.2578
2020-08-16,-13.2578
2020-08-17,-13.2578
2020-08-18,-13.2578
2020-08-19,-13.2578
2020-08-20,-13.2578
2020-08-21,-13.2578
2020-08-22,-13.2578
2020-08-23,-13.2578
2020-08-24,-13.2578
2020-08-25,-13.2578
2020-08-26,-13.2578
2020-08-27,-13.2578
2020-08-28,-13.2578
2020-08-29,-13.2578
2020-08-30,-13.2578
2020-08-31,-13.2578
2020-09-01,-13.2578
2020-09-02,-13.2578
2020-09-03,-13.2578
2020-09-04,-13.2578
2020-09-05,-13.2578
2020-09-06,-13.2578
2020-09-07,-13.2578
2020-09-08,-13.2578
2020-09-09,-13.2578
2020-09-10,-13.2578
2020-09-11,-13.2578
2020-09-12,-13.2578
2020-09-13,-13.2578
2020-09-14,-13.2578
2020-09-15,-13.2578
2020-09-16,-13.2578
2020-09-17,-13.2578
2020-09-18,-13.2578
2020-09-19,-13.2578
2020-09-20,-13.2578
2020-09-21,-13.2578
2020-09-22,-13.2578
2020-09-23,-13.2578
2020-09-24,-13.2578
2020-09-25,-13.2578
2020-09-26,-13.2578
2020-09-27,-13.2578
2020-09-28,-13.2578
2020-09-29,-13.2578
2020-09-30,-33.4807
2020-10-01,-33.4807
2020-10-02,-33.4807
2020-10-03,-33.4807
2020-10-04,-33.4807
2020-10-05,-33.4807
2020-10-06,-33.4807
2020-10-07,-33.4807
2020-10-08,-33.4807
2020-10-09,-33.4807
2020-10-10,-33.4807
2020-10-11,-33.4807
2020-10-12,-33.4807
2020-10-13,-33.4807
2020-10-14,-33.4807
2020-10-15,-33.4807
2020-10-16,-33.4807
2020-10-17,-33.4807
2020-10-18,-33.4807
2020-10-19,-33.4807
2020-10-20,-33.4807
2020-10-21,-33.4807
2020-10-22,-33.4807
2020-10-23,-33.4807
2020-10-24,-33.4807
2020-10-25,-33.4807
2020-10-26,-33.4807
2020-10-27,-33.4807
2020-10-28,-33.4807
2020-10-29,-33.4807
2020-10-30,-33.4807
2020-10-31,-33.4807
2020-11-01,-33.4807
2020-11-02,-33.4807
2020-11-03,-33.4807
2020-11-04,-33.4807
2020-11-05,-33.4807
2020-11-06,-33.4807
2020-11-07,-33.4807
2020-11-08,-33.4807
2020-11-09,-33.4807
2020-11-10,-33.4807
2020-11-11,-33.4807
2020-11-12,-33.4807
2020-11-13,-33.4807
2020-11-14,-33.4807
2020-11-15,-33.4807
2020-11-16,-33.4807
2020-11-17,-33.4807
2020-11-18,-33.4807
2020-11-19,-33.4807
2020-11-20,-33.4807
2020-11-21,-33.4807
2020-11-22,-33.4807
2020-11-23,-33.4807
2020-11-24,-33.4807
2020-11-25,-33.4807
2020-11-26,-33.4807
2020-11-27,-33.4807
2020-11-28,-33.4807
2020-11-29,-33.4807
2020-11-30,-33.4807
2020-12-01,-33.4807
2020-12-02,-33.4807
2020-12-03,-33.4807
2020-12-04,-33.4807
2020-12-05,-33.4807
2020-12-06,-33.4807
2020-12-07,-33.4807
2020-12-08,-33.4807
2020-12-09,-33.4807
2020-12-10,-33.4807
2020-12-11,-33.4807
2020-12-12,-33.4807
2020-12-13,-33.4807
2020-12-14,-33.4807
2020-12-15,-33.4807
2020-12-16,-33.4807
2020-12-17,-33.4807
2020-12-18,-33.4807
2020-12-19,-33.4807
2020-12-20,-33.4807
2020-12-21,-33.4807
2020-12-22,-33.4807
2020-12-23,-33.4807
2020-12-24,-33.4807
2020-12-25,-33.4807
2020-12-26,-33.4807
2020-12-27,-33.4807
2020-12-28,-33.4807
2020-12-29,-33.4807
2020-12-30,-33.4807
2020-12-31,-60.755
2021-01-01,-60.755
2021-01-02,-60.755
2021-01-03,-60.755
2021-01-04,-60.755
2021-01-05,-60.755
2021-01-06,-60.755
2021-01-07,-60.755
2021-01-08,-60.755
2021-01-09,-60.755
2021-01-10,-60.755
2021-01-11,-60.755
2021-01-12,-60.755
2021-01-13,-60.755
2021-01-14,-60.755
2021-01-15,-60.755
2021-01-16,-60.755
2021-01-17,-60.755
2021-01-18,-60.755
2021-01-19,-60.755
2021-01-20,-60.755
2021-01-21,-60.755
2021-01-22,-60.755
2021-01-23,-60.755
2021-01-24,-60.755
2021-01-25,-60.755
2021-01-26,-60.755
2021-01-27,-60.755
2021-01-28,-60.755
2021-01-29,-60.755
2021-01-30,-60.755
2021-01-31,-60.755
2021-02-01,-60.755
2021-02-02,-60.755
2021-02-03,-60.755
2021-02-04,-60.755
2021-02-05,-60.755
2021-02-06,-60.755
2021-02-07,-60.755
2021-02-08,-60.755
2021-02-09,-60.755
2021-02-10,-60.755
2021-02-11,-60.755
2021-02-12,-60.755
2021-02-13,-60.755
2021-02-14,-60.755
2021-02-15,-60.755
2021-02-16,-60.755
2021-02-17,-60.755
2021-02-18,-60.755
2021-02-19,-60.755
2021-02-20,-60.755
2021-02-21,-60.755
2021-02-22,-60.755
2021-02-23,-60.755
2021-02-24,-60.755
2021-02-25,-60.755
2021-02-26,-60.755
2021-02-27,-60.755
2021-02-28,-60.755
2021-03-01,-60.755
2021-03-02,-60.755
2021-03-03,-60.755
2021-03-04,-60.755
2021-03-05,-60.755
2021-03-06,-60.755
2021-03-07,-60.755
2021-03-08,-60.755
2021-03-09,-60.755
2021-03-10,-60.755
2021-03-11,-60.755
2021-03-12,-60.755
2021-03-13,-60.755
2021-03-14,-60.755
2021-03-15,-60.755
2021-03-16,-60.755
2021-03-17,-60.755
2021-03-18,-60.755
2021-03-19,-60.755
2021-03-20,-60.755
2021-03-21,-60.755
2021-03-22,-60.755
2021-03-23,-60.755
2021-03-24,-60.755
2021-03-25,-60.755
2021-03-26,-60.755
2021-03-27,-60.755
2021-03-28,-60.755
2021-03-29,-60.755
2021-03-30,-60.755
2021-03-31,-55.6187
2021-04-01,-55.6187
2021-04-02,-55.6187
2021-04-03,-55.6187
2021-04-04,-55.6187
2021-04-05,-55.6187
2021-04-06,-55.6187
2021-04-07,-55.6187
2021-04-08,-55.6187
2021-04-09,-55.6187
2021-04-10,-55.6187
2021-04-11,-55.6187
2021-04-12,-55.6187
2021-04-13,-55.6187
2021-04-14,-55.6187
2021-04-15,-55.6187
2021-04-16,-55.6187
2021-04-17,-55.6187
2021-04-18,-55.6187
2021-04-19,-55.6187
2021-04-20,-55.6187
2021-04-21,-55.6187
2021-04-22,-55.6187
2021-04-23,-55.6187
2021-04-24,-55.6187
2021-04-25,-55.6187
2021-04-26,-55.6187
2021-04-27,-55.6187
2021-04-28,-55.6187
2021-04-29,-55.6187
2021-04-30,-55.6187
2021-05-01,-55.6187
2021-05-02,-55.6187
2021-05-03,-55.6187
2021-05-04,-55.6187
2021-05-05,-55.6187
2021-05-06,-55.6187
2021-05-07,-55.6187
2021-05-08,-55.6187
2021-05-09,-55.6187
2021-05-10,-55.6187
2021-05-11,-55.6187
2021-05-12,-55.6187
2021-05-13,-55.6187
2021-05-14,-55.6187
2021-05-15,-55.6187
2021-05-16,-55.6187
2021-05-17,-55.6187
2021-05-18,-55.6187
2021-05-19,-55.6187
2021-05-20,-55.6187
2021-05-21,-55.6187
2021-05-22,-55.6187
2021-05-23,-55.6187
2021-05-24,-55.6187
2021-05-25,-55.6187
2021-05-26,-55.6187
2021-05-27,-55.6187
2021-05-28,-55.6187
2021-05-29,-55.6187
2021-05-30,-55.6187
2021-05-31,-55.6187
2021-06-01,-55.6187
2021-06-02,-55.6187
2021-06-03,-55.6187
2021-06-04,-55.6187
2021-06-05,-55.6187
2021-06-06,-55.6187
2021-06-07,-55.6187
2021-06-08,-55.6187
2021-06-09,-55.6187
2021-06-10,-55.6187
2021-06-11,-55.6187
2021-06-12,-55.6187
2021-06-13,-55.6187
2021-06-14,-55.6187
2021-06-15,-55.6187
2021-06-16,-55.6187
2021-06-17,-55.6187
2021-06-18,-55.6187
2021-06-19,-55.6187
2021-06-20,-55.6187
2021-06-21,-55.6187
2021-06-22,-55.6187
2021-06-23,-55.6187
2021-06-24,-55.6187
2021-06-25,-55.6187
2021-06-26,-55.6187
2021-06-27,-55.6187
2021-06-28,-55.6187
2021-06-29,-55.6187
2021-06-30,-45.4644
2021-07-01,-45.4644
2021-07-02,-45.4644
2021-07-03,-45.4644
2021-07-04,-45.4644
2021-07-05,-45.4644
2021-07-06,-45.4644
2021-07-07,-45.4644
2021-07-08,-45.4644
2021-07-09,-45.4644
2021-07-10,-45.4644
2021-07-11,-45.4644
2021-07-12,-45.4644
2021-07-13,-45.4644
2021-07-14,-45.4644
2021-07-15,-45.4644
2021-07-16,-45.4644
2021-07-17,-45.4644
2021-07-18,-45.4644
2021-07-19,-45.4644
2021-07-20,-45.4644
2021-07-21,-45.4644
2021-07-22,-45.4644
2021-07-23,-45.4644
2021-07-24,-45.4644
2021-07-25,-45.4644
2021-07-26,-45.4644
2021-07-27,-45.4644
2021-07-28,-45.4644
2021-07-29,-45.4644
2021-07-30,-45.4644
2021-07-31,-45.4644
2021-08-01,-45.4644
2021-08-02,-45.4644
2021-08-03,-45.4644
2021-08-04,-45.4644
2021-08-05,-45.4644
2021-08-06,-45.4644
2021-08-07,-45.4644
2021-08-08,-45.4644
2021-08-09,-45.4644
2021-08-10,-45.4644
2021-08-11,-45.4644
2021-08-12,-45.4644
2021-08-13,-45.4644
2021-08-14,-45.4644
2021-08-15,-45.4644
2021-08-16,-45.4644
2021-08-17,-45.4644
2021-08-18,-45.4644
2021-08-19,-45.4644
2021-08-20,-45.4644
2021-08-21,-45.4644
2021-08-22,-45.4644
2021-08-23,-45.4644
2021-08-24,-45.4644
2021-08-25,-45.4644
2021-08-26,-45.4644
2021-08-27,-45.4644
2021-08-28,-45.4644
2021-08-29,-45.4644
2021-08-30,-45.4644
2021-08-31,-45.4644
2021-09-01,-45.4644
2021-09-02,-45.4644
2021-09-03,-45.4644
2021-09-04,-45.4644
2021-09-05,-45.4644
2021-09-06,-45.4644
2021-09-07,-45.4644
2021-09-08,-45.4644
2021-09-09,-45.4644
2021-09-10,-45.4644
2021-09-11,-45.4644
2021-09-12,-45.4644
2021-09-13,-45.4644
2021-09-14,-45.4644
2021-09-15,-45.4644
2021-09-16,-45.4644
2021-09-17,-45.4644
2021-09-18,-45.4644
2021-09-19,-45.4644
2021-09-20,-45.4644
2021-09-21,-45.4644
2021-09-22,-45.4644
2021-09-23,-45.4644
2021-09-24,-45.4644
2021-09-25,-45.4644
2021-09-26,-45.4644
2021-09-27,-45.4644
2021-09-28,-45.4644
2021-09-29,-45.4644
2021-09-30,-31.9378
2021-10-01,-31.9378
2021-10-02,-31.9378
2021-10-03,-31.9378
2021-10-04,-31.9378
2021-10-05,-31.9378
2021-10-06,-31.9378
2021-10-07,-31.9378
2021-10-08,-31.9378
2021-10-09,-31.9378
2021-10-10,-31.9378
2021-10-11,-31.9378
2021-10-12,-31.9378
2021-10-13,-31.9378
2021-10-14,-31.9378
2021-10-15,-31.9378
2021-10-16,-31.9378
2021-10-17,-31.9378
2021-10-18,-31.9378
2021-10-19,-31.9378
2021-10-20,-31.9378
2021-10-21,-31.9378
2021-10-22,-31.9378
2021-10-23,-31.9378
2021-10-24,-31.9378
2021-10-25,-31.9378
2021-10-26,-31.9378
2021-10-27,-31.9378
2021-10-28,-31.9378
2021-10-29,-31.9378
2021-10-30,-31.9378
2021-10-31,-31.9378
2021-11-01,-31.9378
2021-11-02,-31.9378
2021-11-03,-31.9378
2021-11-04,-31.9378
2021-11-05,-31.9378
2021-11-06,-31.9378
2021-11-07,-31.9378
2021-11-08,-31.9378
2021-11-09,-31.9378
2021-11-10,-31.9378
2021-11-11,-31.9378
2021-11-12,-31.9378
2021-11-13,-31.9378
2021-11-14,-31.9378
2021-11-15,-31.9378
2021-11-16,-31.9378
2021-11-17,-31.9378
2021-11-18,-31.9378
2021-11-19,-31.9378
2021-11-20,-31.9378
2021-11-21,-31.9378
2021-11-22,-31.9378
2021-11-23,-31.9378
2021-11-24,-31.9378
2021-11-25,-31.9378
2021-11-26,-31.9378
2021-11-27,-31.9378
2021-11-28,-31.9378
2021-11-29,-31.9378
2021-11-30,-31.9378
2021-12-01,-31.9378
2021-12-02,-31.9378
2021-12-03,-31.9378
2021-12-04,-31.9378
2021-12-05,-31.9378
2021-12-06,-31.9378
2021-12-07,-31.9378
2021-12-08,-31.9378
2021-12-09,-31.9378
2021-12-10,-31.9378
2021-12-11,-31.9378
2021-12-12,-31.9378
2021-12-13,-31.9378
2021-12-14,-31.9378
2021-12-15,-31.9378
2021-12-16,-31.9378
2021-12-17,-31.9378
2021-12-18,-31.9378
2021-12-19,-31.9378
2021-12-20,-31.9378
2021-12-21,-31.9378
2021-12-22,-31.9378
2021-12-23,-31.9378
2021-12-24,-31.9378
2021-12-25,-31.9378
2021-12-26,-31.9378
2021-12-27,-31.9378
2021-12-28,-31.9378
2021-12-29,-31.9378
2021-12-30,-31.9378
2021-12-31,-24.7635
2022-01-01,-24.7635
2022-01-02,-24.7635
2022-01-03,-24.7635
2022-01-04,-24.7635
2022-01-05,-24.7635
2022-01-06,-24.7635
2022-01-07,-24.7635
2022-01-08,-24.7635
2022-01-09,-24.7635
2022-01-10,-24.7635
2022-01-11,-24.7635
2022-01-12,-24.7635
2022-01-13,-24.7635
2022-01-14,-24.7635
2022-01-15,-24.7635
2022-01-16,-24.7635
2022-01-17,-24.7635
2022-01-18,-24.7635
2022-01-19,-24.7635
2022-01-20,-24.7635
2022-01-21,-24.7635
2022-01-22,-24.7635
2022-01-23,-24.7635
2022-01-24,-24.7635
2022-01-25,-24.7635
2022-01-26,-24.7635
2022-01-27,-24.7635
2022-01-28,-24.7635
2022-01-29,-24.7635
2022-01-30,-24.7635
2022-01-31,-24.7635
2022-02-01,-24.7635
2022-02-02,-24.7635
2022-02-03,-24.7635
2022-02-04,-24.7635
2022-02-05,-24.7635
2022-02-06,-24.7635
2022-02-07,-24.7635
2022-02-08,-24.7635
2022-02-09,-24.7635
2022-02-10,-24.7635
2022-02-11,-24.7635
2022-02-12,-24.7635
2022-02-13,-24.7635
2022-02-14,-24.7635
2022-02-15,-24.7635
2022-02-16,-24.7635
2022-02-17,-24.7635
2022-02-18,-24.7635
2022-02-19,-24.7635
2022-02-20,-24.7635
2022-02-21,-24.7635
2022-02-22,-24.7635
2022-02-23,-24.7635
2022-02-24,-24.7635
2022-02-25,-24.7635
2022-02-26,-24.7635
2022-02-27,-24.7635
2022-02-28,-24.7635
2022-03-01,-24.7635
2022-03-02,-24.7635
2022-03-03,-24.7635
2022-03-04,-24.7635
2022-03-05,-24.7635
2022-03-06,-24.7635
2022-03-07,-24.7635
2022-03-08,-24.7635
2022-03-09,-24.7635
2022-03-10,-24.7635
2022-03-11,-24.7635
2022-03-12,-24.7635
2022-03-13,-24.7635
2022-03-14,-24.7635
2022-03-15,-24.7635
2022-03-16,-24.7635
2022-03-17,-24.7635
2022-03-18,-24.7635
2022-03-19,-24.7635
2022-03-20,-24.7635
2022-03-21,-24.7635
2022-03-22,-24.7635
2022-03-23,-24.7635
2022-03-24,-24.7635
2022-03-25,-24.7635
2022-03-26,-24.7635
2022-03-27,-24.7635
2022-03-28,-24.7635
2022-03-29,-24.7635
2022-03-30,-24.7635
2022-03-31,-42.0387
2022-04-01,-42.0387
2022-04-02,-42.0387
2022-04-03,-42.0387
2022-04-04,-42.0387
2022-04-05,-42.0387
2022-04-06,-42.0387
2022-04-07,-42.0387
2022-04-08,-42.0387
2022-04-09,-42.0387
2022-04-10,-42.0387
2022-04-11,-42.0387
2022-04-12,-42.0387
2022-04-13,-42.0387
2022-04-14,-42.0387
2022-04-15,-42.0387
2022-04-16,-42.0387
2022-04-17,-42.0387
2022-04-18,-42.0387
2022-04-19,-42.0387
2022-04-20,-42.0387
2022-04-21,-42.0387
2022-04-22,-42.0387
2022-04-23,-42.0387
2022-04-24,-42.0387
2022-04-25,-42.0387
2022-04-26,-42.0387
2022-04-27,-42.0387
2022-04-28,-42.0387
2022-04-29,-42.0387
2022-04-30,-42.0387
2022-05-01,-42.0387
2022-05-02,-42.0387
2022-05-03,-42.0387
2022-05-04,-42.0387
2022-05-05,-42.0387
2022-05-06,-42.0387
2022-05-07,-42.0387
2022-05-08,-42.0387
2022-05-09,-42.0387
2022-05-10,-42.0387
2022-05-11,-42.0387
2022-05-12,-42.0387
2022-05-13,-42.0387
2022-05-14,-42.0387
2022-05-15,-42.0387
2022-05-16,-42.0387
2022-05-17,-42.0387
2022-05-18,-42.0387
2022-05-19,-42.0387
2022-05-20,-42.0387
2022-05-21,-42.0387
2022-05-22,-42.0387
2022-05-23,-42.0387
2022-05-24,-42.0387
2022-05-25,-42.0387
2022-05-26,-42.0387
2022-05-27,-42.0387
2022-05-28,-42.0387
2022-05-29,-42.0387
2022-05-30,-42.0387
2022-05-31,-42.0387
2022-06-01,-42.0387
2022-06-02,-42.0387
2022-06-03,-42.0387
2022-06-04,-42.0387
2022-06-05,-42.0387
2022-06-06,-42.0387
2022-06-07,-42.0387
2022-06-08,-42.0387
2022-06-09,-42.0387
2022-06-10,-42.0387
2022-06-11,-42.0387
2022-06-12,-42.0387
2022-06-13,-42.0387
2022-06-14,-42.0387
2022-06-15,-42.0387
2022-06-16,-42.0387
2022-06-17,-42.0387
2022-06-18,-42.0387
2022-06-19,-42.0387
2022-06-20,-42.0387
2022-06-21,-42.0387
2022-06-22,-42.0387
2022-06-23,-42.0387
2022-06-24,-42.0387
2022-06-25,-42.0387
2022-06-26,-42.0387
2022-06-27,-42.0387
2022-06-28,-42.0387
2022-06-29,-42.0387
2022-06-30,-52.4442
2022-07-01,-52.4442
2022-07-02,-52.4442
2022-07-03,-52.4442
2022-07-04,-52.4442
2022-07-05,-52.4442
2022-07-06,-52.4442
2022-07-07,-52.4442
2022-07-08,-52.4442
2022-07-09,-52.4442
2022-07-10,-52.4442
2022-07-11,-52.4442
2022-07-12,-52.4442
2022-07-13,-52.4442
2022-07-14,-52.4442
2022-07-15,-52.4442
2022-07-16,-52.4442
2022-07-17,-52.4442
2022-07-18,-52.4442
2022-07-19,-52.4442
2022-07-20,-52.4442
2022-07-21,-52.4442
2022-07-22,-52.4442
2022-07-23,-52.4442
2022-07-24,-52.4442
2022-07-25,-52.4442
2022-07-26,-52.4442
2022-07-27,-52.4442
2022-07-28,-52.4442
2022-07-29,-52.4442
2022-07-30,-52.4442
2022-07-31,-52.4442
2022-08-01,-52.4442
2022-08-02,-52.4442
2022-08-03,-52.4442
2022-08-04,-52.4442
2022-08-05,-52.4442
2022-08-06,-52.4442
2022-08-07,-52.4442
2022-08-08,-52.4442
2022-08-09,-52.4442
2022-08-10,-52.4442
2022-08-11,-52.4442
2022-08-12,-52.4442
2022-08-13,-52.4442
2022-08-14,-52.4442
2022-08-15,-52.4442
2022-08-16,-52.4442
2022-08-17,-52.4442
2022-08-18,-52.4442
2022-08-19,-52.4442
2022-08-20,-52.4442
2022-08-21,-52.4442
2022-08-22,-52.4442
2022-08-23,-52.4442
2022-08-24,-52.4442
2022-08-25,-52.4442
2022-08-26,-52.4442
2022-08-27,-52.4442
2022-08-28,-52.4442
2022-08-29,-52.4442
2022-08-30,-52.4442
2022-08-31,-52.4442
2022-09-01,-52.4442
2022-09-02,-52.4442
2022-09-03,-52.4442
2022-09-04,-52.4442
2022-09-05,-52.4442
2022-09-06,-52.4442
2022-09-07,-52.4442
2022-09-08,-52.4442
2022-09-09,-52.4442
2022-09-10,-52.4442
2022-09-11,-52.4442
2022-09-12,-52.4442
2022-09-13,-52.4442
2022-09-14,-52.4442
2022-09-15,-52.4442
2022-09-16,-52.4442
2022-09-17,-52.4442
2022-09-18,-52.4442
2022-09-19,-52.4442
2022-09-20,-52.4442
2022-09-21,-52.4442
2022-09-22,-52.4442
2022-09-23,-52.4442
2022-09-24,-52.4442
2022-09-25,-52.4442
2022-09-26,-52.4442
2022-09-27,-52.4442
2022-09-28,-52.4442
2022-09-29,-52.4442
2022-09-30,-57.9401
2022-10-01,-57.9401
2022-10-02,-57.9401
2022-10-03,-57.9401
2022-10-04,-57.9401
2022-10-05,-57.9401
2022-10-06,-57.9401
2022-10-07,-57.9401
2022-10-08,-57.9401
2022-10-09,-57.9401
2022-10-10,-57.9401
2022-10-11,-57.9401
2022-10-12,-57.9401
2022-10-13,-57.9401
2022-10-14,-57.9401
2022-10-15,-57.9401
2022-10-16,-57.9401
2022-10-17,-57.9401
2022-10-18,-57.9401
2022-10-19,-57.9401
2022-10-20,-57.9401
2022-10-21,-57.9401
2022-10-22,-57.9401
2022-10-23,-57.9401
2022-10-24,-57.9401
2022-10-25,-57.9401
2022-10-26,-57.9401
2022-10-27,-57.9401
2022-10-28,-57.9401
2022-10-29,-57.9401
2022-10-30,-57.9401
2022-10-31,-57.9401
2022-11-01,-57.9401
2022-11-02,-57.9401
2022-11-03,-57.9401
2022-11-04,-57.9401
2022-11-05,-57.9401
2022-11-06,-57.9401
2022-11-07,-57.9401
2022-11-08,-57.9401
2022-11-09,-57.9401
2022-11-10,-57.9401
2022-11-11,-57.9401
2022-11-12,-57.9401
2022-11-13,-57.9401
2022-11-14,-57.9401
2022-11-15,-57.9401
2022-11-16,-57.9401
2022-11-17,-57.9401
2022-11-18,-57.9401
2022-11-19,-57.9401
2022-11-20,-57.9401
2022-11-21,-57.9401
2022-11-22,-57.9401
2022-11-23,-57.9401
2022-11-24,-57.9401
2022-11-25,-57.9401
2022-11-26,-57.9401
2022-11-27,-57.9401
2022-11-28,-57.9401
2022-11-29,-57.9401
2022-11-30,-57.9401
2022-12-01,-57.9401
2022-12-02,-57.9401
2022-12-03,-57.9401
2022-12-04,-57.9401
2022-12-05,-57.9401
2022-12-06,-57.9401
2022-12-07,-57.9401
2022-12-08,-57.9401
2022-12-09,-57.9401
2022-12-10,-57.9401
2022-12-11,-57.9401
2022-12-12,-57.9401
2022-12-13,-57.9401
2022-12-14,-57.9401
2022-12-15,-57.9401
2022-12-16,-57.9401
2022-12-17,-57.9401
2022-12-18,-57.9401
2022-12-19,-57.9401
2022-12-20,-57.9401
2022-12-21,-57.9401
2022-12-22,-57.9401
2022-12-23,-57.9401
2022-12-24,-57.9401
2022-12-25,-57.9401
2022-12-26,-57.9401
2022-12-27,-57.9401
2022-12-28,-57.9401
2022-12-29,-57.9401
2022-12-30,-57.9401
