,LVS US Equity
2020-05-03,42.2409
2020-05-04,42.2409
2020-05-05,42.2409
2020-05-06,42.2409
2020-05-07,42.2409
2020-05-08,42.2409
2020-05-09,42.2409
2020-05-10,42.2409
2020-05-11,42.2409
2020-05-12,42.2409
2020-05-13,42.2409
2020-05-14,42.2409
2020-05-15,42.2409
2020-05-16,42.2409
2020-05-17,42.2409
2020-05-18,42.2409
2020-05-19,42.2409
2020-05-20,42.2409
2020-05-21,42.2409
2020-05-22,42.2409
2020-05-23,42.2409
2020-05-24,42.2409
2020-05-25,42.2409
2020-05-26,42.2409
2020-05-27,42.2409
2020-05-28,42.2409
2020-05-29,42.2409
2020-05-30,42.2409
2020-05-31,42.2409
2020-06-01,42.2409
2020-06-02,42.2409
2020-06-03,42.2409
2020-06-04,42.2409
2020-06-05,42.2409
2020-06-06,42.2409
2020-06-07,42.2409
2020-06-08,42.2409
2020-06-09,42.2409
2020-06-10,42.2409
2020-06-11,42.2409
2020-06-12,42.2409
2020-06-13,42.2409
2020-06-14,42.2409
2020-06-15,42.2409
2020-06-16,42.2409
2020-06-17,42.2409
2020-06-18,42.2409
2020-06-19,42.2409
2020-06-20,42.2409
2020-06-21,42.2409
2020-06-22,42.2409
2020-06-23,42.2409
2020-06-24,42.2409
2020-06-25,42.2409
2020-06-26,42.2409
2020-06-27,42.2409
2020-06-28,42.2409
2020-06-29,42.2409
2020-06-30,7.3491
2020-07-01,7.3491
2020-07-02,7.3491
2020-07-03,7.3491
2020-07-04,7.3491
2020-07-05,7.3491
2020-07-06,7.3491
2020-07-07,7.3491
2020-07-08,7.3491
2020-07-09,7.3491
2020-07-10,7.3491
2020-07-11,7.3491
2020-07-12,7.3491
2020-07-13,7.3491
2020-07-14,7.3491
2020-07-15,7.3491
2020-07-16,7.3491
2020-07-17,7.3491
2020-07-18,7.3491
2020-07-19,7.3491
2020-07-20,7.3491
2020-07-21,7.3491
2020-07-22,7.3491
2020-07-23,7.3491
2020-07-24,7.3491
2020-07-25,7.3491
2020-07-26,7.3491
2020-07-27,7.3491
2020-07-28,7.3491
2020-07-29,7.3491
2020-07-30,7.3491
2020-07-31,7.3491
2020-08-01,7.3491
2020-08-02,7.3491
2020-08-03,7.3491
2020-08-04,7.3491
2020-08-05,7.3491
2020-08-06,7.3491
2020-08-07,7.3491
2020-08-08,7.3491
2020-08-09,7.3491
2020-08-10,7.3491
2020-08-11,7.3491
2020-08-12,7.3491
2020-08-13,7.3491
2020-08-14,7.3491
2020-08-15,7.3491
2020-08-16,7.3491
2020-08-17,7.3491
2020-08-18,7.3491
2020-08-19,7.3491
2020-08-20,7.3491
2020-08-21,7.3491
2020-08-22,7.3491
2020-08-23,7.3491
2020-08-24,7.3491
2020-08-25,7.3491
2020-08-26,7.3491
2020-08-27,7.3491
2020-08-28,7.3491
2020-08-29,7.3491
2020-08-30,7.3491
2020-08-31,7.3491
2020-09-01,7.3491
2020-09-02,7.3491
2020-09-03,7.3491
2020-09-04,7.3491
2020-09-05,7.3491
2020-09-06,7.3491
2020-09-07,7.3491
2020-09-08,7.3491
2020-09-09,7.3491
2020-09-10,7.3491
2020-09-11,7.3491
2020-09-12,7.3491
2020-09-13,7.3491
2020-09-14,7.3491
2020-09-15,7.3491
2020-09-16,7.3491
2020-09-17,7.3491
2020-09-18,7.3491
2020-09-19,7.3491
2020-09-20,7.3491
2020-09-21,7.3491
2020-09-22,7.3491
2020-09-23,7.3491
2020-09-24,7.3491
2020-09-25,7.3491
2020-09-26,7.3491
2020-09-27,7.3491
2020-09-28,7.3491
2020-09-29,7.3491
2020-09-30,-17.691
2020-10-01,-17.691
2020-10-02,-17.691
2020-10-03,-17.691
2020-10-04,-17.691
2020-10-05,-17.691
2020-10-06,-17.691
2020-10-07,-17.691
2020-10-08,-17.691
2020-10-09,-17.691
2020-10-10,-17.691
2020-10-11,-17.691
2020-10-12,-17.691
2020-10-13,-17.691
2020-10-14,-17.691
2020-10-15,-17.691
2020-10-16,-17.691
2020-10-17,-17.691
2020-10-18,-17.691
2020-10-19,-17.691
2020-10-20,-17.691
2020-10-21,-17.691
2020-10-22,-17.691
2020-10-23,-17.691
2020-10-24,-17.691
2020-10-25,-17.691
2020-10-26,-17.691
2020-10-27,-17.691
2020-10-28,-17.691
2020-10-29,-17.691
2020-10-30,-17.691
2020-10-31,-17.691
2020-11-01,-17.691
2020-11-02,-17.691
2020-11-03,-17.691
2020-11-04,-17.691
2020-11-05,-17.691
2020-11-06,-17.691
2020-11-07,-17.691
2020-11-08,-17.691
2020-11-09,-17.691
2020-11-10,-17.691
2020-11-11,-17.691
2020-11-12,-17.691
2020-11-13,-17.691
2020-11-14,-17.691
2020-11-15,-17.691
2020-11-16,-17.691
2020-11-17,-17.691
2020-11-18,-17.691
2020-11-19,-17.691
2020-11-20,-17.691
2020-11-21,-17.691
2020-11-22,-17.691
2020-11-23,-17.691
2020-11-24,-17.691
2020-11-25,-17.691
2020-11-26,-17.691
2020-11-27,-17.691
2020-11-28,-17.691
2020-11-29,-17.691
2020-11-30,-17.691
2020-12-01,-17.691
2020-12-02,-17.691
2020-12-03,-17.691
2020-12-04,-17.691
2020-12-05,-17.691
2020-12-06,-17.691
2020-12-07,-17.691
2020-12-08,-17.691
2020-12-09,-17.691
2020-12-10,-17.691
2020-12-11,-17.691
2020-12-12,-17.691
2020-12-13,-17.691
2020-12-14,-17.691
2020-12-15,-17.691
2020-12-16,-17.691
2020-12-17,-17.691
2020-12-18,-17.691
2020-12-19,-17.691
2020-12-20,-17.691
2020-12-21,-17.691
2020-12-22,-17.691
2020-12-23,-17.691
2020-12-24,-17.691
2020-12-25,-17.691
2020-12-26,-17.691
2020-12-27,-17.691
2020-12-28,-17.691
2020-12-29,-17.691
2020-12-30,-17.691
2020-12-31,-41.299
2021-01-01,-41.299
2021-01-02,-41.299
2021-01-03,-41.299
2021-01-04,-41.299
2021-01-05,-41.299
2021-01-06,-41.299
2021-01-07,-41.299
2021-01-08,-41.299
2021-01-09,-41.299
2021-01-10,-41.299
2021-01-11,-41.299
2021-01-12,-41.299
2021-01-13,-41.299
2021-01-14,-41.299
2021-01-15,-41.299
2021-01-16,-41.299
2021-01-17,-41.299
2021-01-18,-41.299
2021-01-19,-41.299
2021-01-20,-41.299
2021-01-21,-41.299
2021-01-22,-41.299
2021-01-23,-41.299
2021-01-24,-41.299
2021-01-25,-41.299
2021-01-26,-41.299
2021-01-27,-41.299
2021-01-28,-41.299
2021-01-29,-41.299
2021-01-30,-41.299
2021-01-31,-41.299
2021-02-01,-41.299
2021-02-02,-41.299
2021-02-03,-41.299
2021-02-04,-41.299
2021-02-05,-41.299
2021-02-06,-41.299
2021-02-07,-41.299
2021-02-08,-41.299
2021-02-09,-41.299
2021-02-10,-41.299
2021-02-11,-41.299
2021-02-12,-41.299
2021-02-13,-41.299
2021-02-14,-41.299
2021-02-15,-41.299
2021-02-16,-41.299
2021-02-17,-41.299
2021-02-18,-41.299
2021-02-19,-41.299
2021-02-20,-41.299
2021-02-21,-41.299
2021-02-22,-41.299
2021-02-23,-41.299
2021-02-24,-41.299
2021-02-25,-41.299
2021-02-26,-41.299
2021-02-27,-41.299
2021-02-28,-41.299
2021-03-01,-41.299
2021-03-02,-41.299
2021-03-03,-41.299
2021-03-04,-41.299
2021-03-05,-41.299
2021-03-06,-41.299
2021-03-07,-41.299
2021-03-08,-41.299
2021-03-09,-41.299
2021-03-10,-41.299
2021-03-11,-41.299
2021-03-12,-41.299
2021-03-13,-41.299
2021-03-14,-41.299
2021-03-15,-41.299
2021-03-16,-41.299
2021-03-17,-41.299
2021-03-18,-41.299
2021-03-19,-41.299
2021-03-20,-41.299
2021-03-21,-41.299
2021-03-22,-41.299
2021-03-23,-41.299
2021-03-24,-41.299
2021-03-25,-41.299
2021-03-26,-41.299
2021-03-27,-41.299
2021-03-28,-41.299
2021-03-29,-41.299
2021-03-30,-41.299
2021-03-31,-54.7892
2021-04-01,-54.7892
2021-04-02,-54.7892
2021-04-03,-54.7892
2021-04-04,-54.7892
2021-04-05,-54.7892
2021-04-06,-54.7892
2021-04-07,-54.7892
2021-04-08,-54.7892
2021-04-09,-54.7892
2021-04-10,-54.7892
2021-04-11,-54.7892
2021-04-12,-54.7892
2021-04-13,-54.7892
2021-04-14,-54.7892
2021-04-15,-54.7892
2021-04-16,-54.7892
2021-04-17,-54.7892
2021-04-18,-54.7892
2021-04-19,-54.7892
2021-04-20,-54.7892
2021-04-21,-54.7892
2021-04-22,-54.7892
2021-04-23,-54.7892
2021-04-24,-54.7892
2021-04-25,-54.7892
2021-04-26,-54.7892
2021-04-27,-54.7892
2021-04-28,-54.7892
2021-04-29,-54.7892
2021-04-30,-54.7892
2021-05-01,-54.7892
2021-05-02,-54.7892
2021-05-03,-54.7892
2021-05-04,-54.7892
2021-05-05,-54.7892
2021-05-06,-54.7892
2021-05-07,-54.7892
2021-05-08,-54.7892
2021-05-09,-54.7892
2021-05-10,-54.7892
2021-05-11,-54.7892
2021-05-12,-54.7892
2021-05-13,-54.7892
2021-05-14,-54.7892
2021-05-15,-54.7892
2021-05-16,-54.7892
2021-05-17,-54.7892
2021-05-18,-54.7892
2021-05-19,-54.7892
2021-05-20,-54.7892
2021-05-21,-54.7892
2021-05-22,-54.7892
2021-05-23,-54.7892
2021-05-24,-54.7892
2021-05-25,-54.7892
2021-05-26,-54.7892
2021-05-27,-54.7892
2021-05-28,-54.7892
2021-05-29,-54.7892
2021-05-30,-54.7892
2021-05-31,-54.7892
2021-06-01,-54.7892
2021-06-02,-54.7892
2021-06-03,-54.7892
2021-06-04,-54.7892
2021-06-05,-54.7892
2021-06-06,-54.7892
2021-06-07,-54.7892
2021-06-08,-54.7892
2021-06-09,-54.7892
2021-06-10,-54.7892
2021-06-11,-54.7892
2021-06-12,-54.7892
2021-06-13,-54.7892
2021-06-14,-54.7892
2021-06-15,-54.7892
2021-06-16,-54.7892
2021-06-17,-54.7892
2021-06-18,-54.7892
2021-06-19,-54.7892
2021-06-20,-54.7892
2021-06-21,-54.7892
2021-06-22,-54.7892
2021-06-23,-54.7892
2021-06-24,-54.7892
2021-06-25,-54.7892
2021-06-26,-54.7892
2021-06-27,-54.7892
2021-06-28,-54.7892
2021-06-29,-54.7892
2021-06-30,-42.956
2021-07-01,-42.956
2021-07-02,-42.956
2021-07-03,-42.956
2021-07-04,-42.956
2021-07-05,-42.956
2021-07-06,-42.956
2021-07-07,-42.956
2021-07-08,-42.956
2021-07-09,-42.956
2021-07-10,-42.956
2021-07-11,-42.956
2021-07-12,-42.956
2021-07-13,-42.956
2021-07-14,-42.956
2021-07-15,-42.956
2021-07-16,-42.956
2021-07-17,-42.956
2021-07-18,-42.956
2021-07-19,-42.956
2021-07-20,-42.956
2021-07-21,-42.956
2021-07-22,-42.956
2021-07-23,-42.956
2021-07-24,-42.956
2021-07-25,-42.956
2021-07-26,-42.956
2021-07-27,-42.956
2021-07-28,-42.956
2021-07-29,-42.956
2021-07-30,-42.956
2021-07-31,-42.956
2021-08-01,-42.956
2021-08-02,-42.956
2021-08-03,-42.956
2021-08-04,-42.956
2021-08-05,-42.956
2021-08-06,-42.956
2021-08-07,-42.956
2021-08-08,-42.956
2021-08-09,-42.956
2021-08-10,-42.956
2021-08-11,-42.956
2021-08-12,-42.956
2021-08-13,-42.956
2021-08-14,-42.956
2021-08-15,-42.956
2021-08-16,-42.956
2021-08-17,-42.956
2021-08-18,-42.956
2021-08-19,-42.956
2021-08-20,-42.956
2021-08-21,-42.956
2021-08-22,-42.956
2021-08-23,-42.956
2021-08-24,-42.956
2021-08-25,-42.956
2021-08-26,-42.956
2021-08-27,-42.956
2021-08-28,-42.956
2021-08-29,-42.956
2021-08-30,-42.956
2021-08-31,-42.956
2021-09-01,-42.956
2021-09-02,-42.956
2021-09-03,-42.956
2021-09-04,-42.956
2021-09-05,-42.956
2021-09-06,-42.956
2021-09-07,-42.956
2021-09-08,-42.956
2021-09-09,-42.956
2021-09-10,-42.956
2021-09-11,-42.956
2021-09-12,-42.956
2021-09-13,-42.956
2021-09-14,-42.956
2021-09-15,-42.956
2021-09-16,-42.956
2021-09-17,-42.956
2021-09-18,-42.956
2021-09-19,-42.956
2021-09-20,-42.956
2021-09-21,-42.956
2021-09-22,-42.956
2021-09-23,-42.956
2021-09-24,-42.956
2021-09-25,-42.956
2021-09-26,-42.956
2021-09-27,-42.956
2021-09-28,-42.956
2021-09-29,-42.956
2021-09-30,-42.8976
2021-10-01,-42.8976
2021-10-02,-42.8976
2021-10-03,-42.8976
2021-10-04,-42.8976
2021-10-05,-42.8976
2021-10-06,-42.8976
2021-10-07,-42.8976
2021-10-08,-42.8976
2021-10-09,-42.8976
2021-10-10,-42.8976
2021-10-11,-42.8976
2021-10-12,-42.8976
2021-10-13,-42.8976
2021-10-14,-42.8976
2021-10-15,-42.8976
2021-10-16,-42.8976
2021-10-17,-42.8976
2021-10-18,-42.8976
2021-10-19,-42.8976
2021-10-20,-42.8976
2021-10-21,-42.8976
2021-10-22,-42.8976
2021-10-23,-42.8976
2021-10-24,-42.8976
2021-10-25,-42.8976
2021-10-26,-42.8976
2021-10-27,-42.8976
2021-10-28,-42.8976
2021-10-29,-42.8976
2021-10-30,-42.8976
2021-10-31,-42.8976
2021-11-01,-42.8976
2021-11-02,-42.8976
2021-11-03,-42.8976
2021-11-04,-42.8976
2021-11-05,-42.8976
2021-11-06,-42.8976
2021-11-07,-42.8976
2021-11-08,-42.8976
2021-11-09,-42.8976
2021-11-10,-42.8976
2021-11-11,-42.8976
2021-11-12,-42.8976
2021-11-13,-42.8976
2021-11-14,-42.8976
2021-11-15,-42.8976
2021-11-16,-42.8976
2021-11-17,-42.8976
2021-11-18,-42.8976
2021-11-19,-42.8976
2021-11-20,-42.8976
2021-11-21,-42.8976
2021-11-22,-42.8976
2021-11-23,-42.8976
2021-11-24,-42.8976
2021-11-25,-42.8976
2021-11-26,-42.8976
2021-11-27,-42.8976
2021-11-28,-42.8976
2021-11-29,-42.8976
2021-11-30,-42.8976
2021-12-01,-42.8976
2021-12-02,-42.8976
2021-12-03,-42.8976
2021-12-04,-42.8976
2021-12-05,-42.8976
2021-12-06,-42.8976
2021-12-07,-42.8976
2021-12-08,-42.8976
2021-12-09,-42.8976
2021-12-10,-42.8976
2021-12-11,-42.8976
2021-12-12,-42.8976
2021-12-13,-42.8976
2021-12-14,-42.8976
2021-12-15,-42.8976
2021-12-16,-42.8976
2021-12-17,-42.8976
2021-12-18,-42.8976
2021-12-19,-42.8976
2021-12-20,-42.8976
2021-12-21,-42.8976
2021-12-22,-42.8976
2021-12-23,-42.8976
2021-12-24,-42.8976
2021-12-25,-42.8976
2021-12-26,-42.8976
2021-12-27,-42.8976
2021-12-28,-42.8976
2021-12-29,-42.8976
2021-12-30,-42.8976
2021-12-31,-38.6798
2022-01-01,-38.6798
2022-01-02,-38.6798
2022-01-03,-38.6798
2022-01-04,-38.6798
2022-01-05,-38.6798
2022-01-06,-38.6798
2022-01-07,-38.6798
2022-01-08,-38.6798
2022-01-09,-38.6798
2022-01-10,-38.6798
2022-01-11,-38.6798
2022-01-12,-38.6798
2022-01-13,-38.6798
2022-01-14,-38.6798
2022-01-15,-38.6798
2022-01-16,-38.6798
2022-01-17,-38.6798
2022-01-18,-38.6798
2022-01-19,-38.6798
2022-01-20,-38.6798
2022-01-21,-38.6798
2022-01-22,-38.6798
2022-01-23,-38.6798
2022-01-24,-38.6798
2022-01-25,-38.6798
2022-01-26,-38.6798
2022-01-27,-38.6798
2022-01-28,-38.6798
2022-01-29,-38.6798
2022-01-30,-38.6798
2022-01-31,-38.6798
2022-02-01,-38.6798
2022-02-02,-38.6798
2022-02-03,-38.6798
2022-02-04,-38.6798
2022-02-05,-38.6798
2022-02-06,-38.6798
2022-02-07,-38.6798
2022-02-08,-38.6798
2022-02-09,-38.6798
2022-02-10,-38.6798
2022-02-11,-38.6798
2022-02-12,-38.6798
2022-02-13,-38.6798
2022-02-14,-38.6798
2022-02-15,-38.6798
2022-02-16,-38.6798
2022-02-17,-38.6798
2022-02-18,-38.6798
2022-02-19,-38.6798
2022-02-20,-38.6798
2022-02-21,-38.6798
2022-02-22,-38.6798
2022-02-23,-38.6798
2022-02-24,-38.6798
2022-02-25,-38.6798
2022-02-26,-38.6798
2022-02-27,-38.6798
2022-02-28,-38.6798
2022-03-01,-38.6798
2022-03-02,-38.6798
2022-03-03,-38.6798
2022-03-04,-38.6798
2022-03-05,-38.6798
2022-03-06,-38.6798
2022-03-07,-38.6798
2022-03-08,-38.6798
2022-03-09,-38.6798
2022-03-10,-38.6798
2022-03-11,-38.6798
2022-03-12,-38.6798
2022-03-13,-38.6798
2022-03-14,-38.6798
2022-03-15,-38.6798
2022-03-16,-38.6798
2022-03-17,-38.6798
2022-03-18,-38.6798
2022-03-19,-38.6798
2022-03-20,-38.6798
2022-03-21,-38.6798
2022-03-22,-38.6798
2022-03-23,-38.6798
2022-03-24,-38.6798
2022-03-25,-38.6798
2022-03-26,-38.6798
2022-03-27,-38.6798
2022-03-28,-38.6798
2022-03-29,-38.6798
2022-03-30,-38.6798
2022-03-31,51.2913
2022-04-01,51.2913
2022-04-02,51.2913
2022-04-03,51.2913
2022-04-04,51.2913
2022-04-05,51.2913
2022-04-06,51.2913
2022-04-07,51.2913
2022-04-08,51.2913
2022-04-09,51.2913
2022-04-10,51.2913
2022-04-11,51.2913
2022-04-12,51.2913
2022-04-13,51.2913
2022-04-14,51.2913
2022-04-15,51.2913
2022-04-16,51.2913
2022-04-17,51.2913
2022-04-18,51.2913
2022-04-19,51.2913
2022-04-20,51.2913
2022-04-21,51.2913
2022-04-22,51.2913
2022-04-23,51.2913
2022-04-24,51.2913
2022-04-25,51.2913
2022-04-26,51.2913
2022-04-27,51.2913
2022-04-28,51.2913
2022-04-29,51.2913
2022-04-30,51.2913
2022-05-01,51.2913
2022-05-02,51.2913
2022-05-03,51.2913
2022-05-04,51.2913
2022-05-05,51.2913
2022-05-06,51.2913
2022-05-07,51.2913
2022-05-08,51.2913
2022-05-09,51.2913
2022-05-10,51.2913
2022-05-11,51.2913
2022-05-12,51.2913
2022-05-13,51.2913
2022-05-14,51.2913
2022-05-15,51.2913
2022-05-16,51.2913
2022-05-17,51.2913
2022-05-18,51.2913
2022-05-19,51.2913
2022-05-20,51.2913
2022-05-21,51.2913
2022-05-22,51.2913
2022-05-23,51.2913
2022-05-24,51.2913
2022-05-25,51.2913
2022-05-26,51.2913
2022-05-27,51.2913
2022-05-28,51.2913
2022-05-29,51.2913
2022-05-30,51.2913
2022-05-31,51.2913
2022-06-01,51.2913
2022-06-02,51.2913
2022-06-03,51.2913
2022-06-04,51.2913
2022-06-05,51.2913
2022-06-06,51.2913
2022-06-07,51.2913
2022-06-08,51.2913
2022-06-09,51.2913
2022-06-10,51.2913
2022-06-11,51.2913
2022-06-12,51.2913
2022-06-13,51.2913
2022-06-14,51.2913
2022-06-15,51.2913
2022-06-16,51.2913
2022-06-17,51.2913
2022-06-18,51.2913
2022-06-19,51.2913
2022-06-20,51.2913
2022-06-21,51.2913
2022-06-22,51.2913
2022-06-23,51.2913
2022-06-24,51.2913
2022-06-25,51.2913
2022-06-26,51.2913
2022-06-27,51.2913
2022-06-28,51.2913
2022-06-29,51.2913
2022-06-30,52.3496
2022-07-01,52.3496
2022-07-02,52.3496
2022-07-03,52.3496
2022-07-04,52.3496
2022-07-05,52.3496
2022-07-06,52.3496
2022-07-07,52.3496
2022-07-08,52.3496
2022-07-09,52.3496
2022-07-10,52.3496
2022-07-11,52.3496
2022-07-12,52.3496
2022-07-13,52.3496
2022-07-14,52.3496
2022-07-15,52.3496
2022-07-16,52.3496
2022-07-17,52.3496
2022-07-18,52.3496
2022-07-19,52.3496
2022-07-20,52.3496
2022-07-21,52.3496
2022-07-22,52.3496
2022-07-23,52.3496
2022-07-24,52.3496
2022-07-25,52.3496
2022-07-26,52.3496
2022-07-27,52.3496
2022-07-28,52.3496
2022-07-29,52.3496
2022-07-30,52.3496
2022-07-31,52.3496
2022-08-01,52.3496
2022-08-02,52.3496
2022-08-03,52.3496
2022-08-04,52.3496
2022-08-05,52.3496
2022-08-06,52.3496
2022-08-07,52.3496
2022-08-08,52.3496
2022-08-09,52.3496
2022-08-10,52.3496
2022-08-11,52.3496
2022-08-12,52.3496
2022-08-13,52.3496
2022-08-14,52.3496
2022-08-15,52.3496
2022-08-16,52.3496
2022-08-17,52.3496
2022-08-18,52.3496
2022-08-19,52.3496
2022-08-20,52.3496
2022-08-21,52.3496
2022-08-22,52.3496
2022-08-23,52.3496
2022-08-24,52.3496
2022-08-25,52.3496
2022-08-26,52.3496
2022-08-27,52.3496
2022-08-28,52.3496
2022-08-29,52.3496
2022-08-30,52.3496
2022-08-31,52.3496
2022-09-01,52.3496
2022-09-02,52.3496
2022-09-03,52.3496
2022-09-04,52.3496
2022-09-05,52.3496
2022-09-06,52.3496
2022-09-07,52.3496
2022-09-08,52.3496
2022-09-09,52.3496
2022-09-10,52.3496
2022-09-11,52.3496
2022-09-12,52.3496
2022-09-13,52.3496
2022-09-14,52.3496
2022-09-15,52.3496
2022-09-16,52.3496
2022-09-17,52.3496
2022-09-18,52.3496
2022-09-19,52.3496
2022-09-20,52.3496
2022-09-21,52.3496
2022-09-22,52.3496
2022-09-23,52.3496
2022-09-24,52.3496
2022-09-25,52.3496
2022-09-26,52.3496
2022-09-27,52.3496
2022-09-28,52.3496
2022-09-29,52.3496
2022-09-30,62.5791
2022-10-01,62.5791
2022-10-02,62.5791
2022-10-03,62.5791
2022-10-04,62.5791
2022-10-05,62.5791
2022-10-06,62.5791
2022-10-07,62.5791
2022-10-08,62.5791
2022-10-09,62.5791
2022-10-10,62.5791
2022-10-11,62.5791
2022-10-12,62.5791
2022-10-13,62.5791
2022-10-14,62.5791
2022-10-15,62.5791
2022-10-16,62.5791
2022-10-17,62.5791
2022-10-18,62.5791
2022-10-19,62.5791
2022-10-20,62.5791
2022-10-21,62.5791
2022-10-22,62.5791
2022-10-23,62.5791
2022-10-24,62.5791
2022-10-25,62.5791
2022-10-26,62.5791
2022-10-27,62.5791
2022-10-28,62.5791
2022-10-29,62.5791
2022-10-30,62.5791
2022-10-31,62.5791
2022-11-01,62.5791
2022-11-02,62.5791
2022-11-03,62.5791
2022-11-04,62.5791
2022-11-05,62.5791
2022-11-06,62.5791
2022-11-07,62.5791
2022-11-08,62.5791
2022-11-09,62.5791
2022-11-10,62.5791
2022-11-11,62.5791
2022-11-12,62.5791
2022-11-13,62.5791
2022-11-14,62.5791
2022-11-15,62.5791
2022-11-16,62.5791
2022-11-17,62.5791
2022-11-18,62.5791
2022-11-19,62.5791
2022-11-20,62.5791
2022-11-21,62.5791
2022-11-22,62.5791
2022-11-23,62.5791
2022-11-24,62.5791
2022-11-25,62.5791
2022-11-26,62.5791
2022-11-27,62.5791
2022-11-28,62.5791
2022-11-29,62.5791
2022-11-30,62.5791
2022-12-01,62.5791
2022-12-02,62.5791
2022-12-03,62.5791
2022-12-04,62.5791
2022-12-05,62.5791
2022-12-06,62.5791
2022-12-07,62.5791
2022-12-08,62.5791
2022-12-09,62.5791
2022-12-10,62.5791
2022-12-11,62.5791
2022-12-12,62.5791
2022-12-13,62.5791
2022-12-14,62.5791
2022-12-15,62.5791
2022-12-16,62.5791
2022-12-17,62.5791
2022-12-18,62.5791
2022-12-19,62.5791
2022-12-20,62.5791
2022-12-21,62.5791
2022-12-22,62.5791
2022-12-23,62.5791
2022-12-24,62.5791
2022-12-25,62.5791
2022-12-26,62.5791
2022-12-27,62.5791
2022-12-28,62.5791
2022-12-29,62.5791
2022-12-30,62.5791
2022-12-31,62.3447
2023-01-01,62.3447
2023-01-02,62.3447
2023-01-03,62.3447
2023-01-04,62.3447
2023-01-05,62.3447
2023-01-06,62.3447
2023-01-07,62.3447
2023-01-08,62.3447
2023-01-09,62.3447
2023-01-10,62.3447
2023-01-11,62.3447
2023-01-12,62.3447
2023-01-13,62.3447
2023-01-14,62.3447
2023-01-15,62.3447
2023-01-16,62.3447
2023-01-17,62.3447
2023-01-18,62.3447
2023-01-19,62.3447
2023-01-20,62.3447
2023-01-21,62.3447
2023-01-22,62.3447
2023-01-23,62.3447
2023-01-24,62.3447
2023-01-25,62.3447
2023-01-26,62.3447
2023-01-27,62.3447
2023-01-28,62.3447
2023-01-29,62.3447
2023-01-30,62.3447
2023-01-31,62.3447
2023-02-01,62.3447
2023-02-02,62.3447
2023-02-03,62.3447
2023-02-04,62.3447
2023-02-05,62.3447
2023-02-06,62.3447
2023-02-07,62.3447
2023-02-08,62.3447
2023-02-09,62.3447
2023-02-10,62.3447
2023-02-11,62.3447
2023-02-12,62.3447
2023-02-13,62.3447
2023-02-14,62.3447
