,GEF/B US Equity
2020-04-14,15.2081
2020-04-15,15.2081
2020-04-16,15.2081
2020-04-17,15.2081
2020-04-18,15.2081
2020-04-19,15.2081
2020-04-20,15.2081
2020-04-21,15.2081
2020-04-22,15.2081
2020-04-23,15.2081
2020-04-24,15.2081
2020-04-25,15.2081
2020-04-26,15.2081
2020-04-27,15.2081
2020-04-28,15.2081
2020-04-29,15.2081
2020-04-30,15.7987
2020-05-01,15.7987
2020-05-02,15.7987
2020-05-03,15.7987
2020-05-04,15.7987
2020-05-05,15.7987
2020-05-06,15.7987
2020-05-07,15.7987
2020-05-08,15.7987
2020-05-09,15.7987
2020-05-10,15.7987
2020-05-11,15.7987
2020-05-12,15.7987
2020-05-13,15.7987
2020-05-14,15.7987
2020-05-15,15.7987
2020-05-16,15.7987
2020-05-17,15.7987
2020-05-18,15.7987
2020-05-19,15.7987
2020-05-20,15.7987
2020-05-21,15.7987
2020-05-22,15.7987
2020-05-23,15.7987
2020-05-24,15.7987
2020-05-25,15.7987
2020-05-26,15.7987
2020-05-27,15.7987
2020-05-28,15.7987
2020-05-29,15.7987
2020-05-30,15.7987
2020-05-31,15.7987
2020-06-01,15.7987
2020-06-02,15.7987
2020-06-03,15.7987
2020-06-04,15.7987
2020-06-05,15.7987
2020-06-06,15.7987
2020-06-07,15.7987
2020-06-08,15.7987
2020-06-09,15.7987
2020-06-10,15.7987
2020-06-11,15.7987
2020-06-12,15.7987
2020-06-13,15.7987
2020-06-14,15.7987
2020-06-15,15.7987
2020-06-16,15.7987
2020-06-17,15.7987
2020-06-18,15.7987
2020-06-19,15.7987
2020-06-20,15.7987
2020-06-21,15.7987
2020-06-22,15.7987
2020-06-23,15.7987
2020-06-24,15.7987
2020-06-25,15.7987
2020-06-26,15.7987
2020-06-27,15.7987
2020-06-28,15.7987
2020-06-29,15.7987
2020-06-30,15.7987
2020-07-01,15.7987
2020-07-02,15.7987
2020-07-03,15.7987
2020-07-04,15.7987
2020-07-05,15.7987
2020-07-06,15.7987
2020-07-07,15.7987
2020-07-08,15.7987
2020-07-09,15.7987
2020-07-10,15.7987
2020-07-11,15.7987
2020-07-12,15.7987
2020-07-13,15.7987
2020-07-14,15.7987
2020-07-15,15.7987
2020-07-16,15.7987
2020-07-17,15.7987
2020-07-18,15.7987
2020-07-19,15.7987
2020-07-20,15.7987
2020-07-21,15.7987
2020-07-22,15.7987
2020-07-23,15.7987
2020-07-24,15.7987
2020-07-25,15.7987
2020-07-26,15.7987
2020-07-27,15.7987
2020-07-28,15.7987
2020-07-29,15.7987
2020-07-30,15.7987
2020-07-31,11.4417
2020-08-01,11.4417
2020-08-02,11.4417
2020-08-03,11.4417
2020-08-04,11.4417
2020-08-05,11.4417
2020-08-06,11.4417
2020-08-07,11.4417
2020-08-08,11.4417
2020-08-09,11.4417
2020-08-10,11.4417
2020-08-11,11.4417
2020-08-12,11.4417
2020-08-13,11.4417
2020-08-14,11.4417
2020-08-15,11.4417
2020-08-16,11.4417
2020-08-17,11.4417
2020-08-18,11.4417
2020-08-19,11.4417
2020-08-20,11.4417
2020-08-21,11.4417
2020-08-22,11.4417
2020-08-23,11.4417
2020-08-24,11.4417
2020-08-25,11.4417
2020-08-26,11.4417
2020-08-27,11.4417
2020-08-28,11.4417
2020-08-29,11.4417
2020-08-30,11.4417
2020-08-31,11.4417
2020-09-01,11.4417
2020-09-02,11.4417
2020-09-03,11.4417
2020-09-04,11.4417
2020-09-05,11.4417
2020-09-06,11.4417
2020-09-07,11.4417
2020-09-08,11.4417
2020-09-09,11.4417
2020-09-10,11.4417
2020-09-11,11.4417
2020-09-12,11.4417
2020-09-13,11.4417
2020-09-14,11.4417
2020-09-15,11.4417
2020-09-16,11.4417
2020-09-17,11.4417
2020-09-18,11.4417
2020-09-19,11.4417
2020-09-20,11.4417
2020-09-21,11.4417
2020-09-22,11.4417
2020-09-23,11.4417
2020-09-24,11.4417
2020-09-25,11.4417
2020-09-26,11.4417
2020-09-27,11.4417
2020-09-28,11.4417
2020-09-29,11.4417
2020-09-30,11.4417
2020-10-01,11.4417
2020-10-02,11.4417
2020-10-03,11.4417
2020-10-04,11.4417
2020-10-05,11.4417
2020-10-06,11.4417
2020-10-07,11.4417
2020-10-08,11.4417
2020-10-09,11.4417
2020-10-10,11.4417
2020-10-11,11.4417
2020-10-12,11.4417
2020-10-13,11.4417
2020-10-14,11.4417
2020-10-15,11.4417
2020-10-16,11.4417
2020-10-17,11.4417
2020-10-18,11.4417
2020-10-19,11.4417
2020-10-20,11.4417
2020-10-21,11.4417
2020-10-22,11.4417
2020-10-23,11.4417
2020-10-24,11.4417
2020-10-25,11.4417
2020-10-26,11.4417
2020-10-27,11.4417
2020-10-28,11.4417
2020-10-29,11.4417
2020-10-30,11.4417
2020-10-31,9.5217
2020-11-01,9.5217
2020-11-02,9.5217
2020-11-03,9.5217
2020-11-04,9.5217
2020-11-05,9.5217
2020-11-06,9.5217
2020-11-07,9.5217
2020-11-08,9.5217
2020-11-09,9.5217
2020-11-10,9.5217
2020-11-11,9.5217
2020-11-12,9.5217
2020-11-13,9.5217
2020-11-14,9.5217
2020-11-15,9.5217
2020-11-16,9.5217
2020-11-17,9.5217
2020-11-18,9.5217
2020-11-19,9.5217
2020-11-20,9.5217
2020-11-21,9.5217
2020-11-22,9.5217
2020-11-23,9.5217
2020-11-24,9.5217
2020-11-25,9.5217
2020-11-26,9.5217
2020-11-27,9.5217
2020-11-28,9.5217
2020-11-29,9.5217
2020-11-30,9.5217
2020-12-01,9.5217
2020-12-02,9.5217
2020-12-03,9.5217
2020-12-04,9.5217
2020-12-05,9.5217
2020-12-06,9.5217
2020-12-07,9.5217
2020-12-08,9.5217
2020-12-09,9.5217
2020-12-10,9.5217
2020-12-11,9.5217
2020-12-12,9.5217
2020-12-13,9.5217
2020-12-14,9.5217
2020-12-15,9.5217
2020-12-16,9.5217
2020-12-17,9.5217
2020-12-18,9.5217
2020-12-19,9.5217
2020-12-20,9.5217
2020-12-21,9.5217
2020-12-22,9.5217
2020-12-23,9.5217
2020-12-24,9.5217
2020-12-25,9.5217
2020-12-26,9.5217
2020-12-27,9.5217
2020-12-28,9.5217
2020-12-29,9.5217
2020-12-30,9.5217
2020-12-31,9.5217
2021-01-01,9.5217
2021-01-02,9.5217
2021-01-03,9.5217
2021-01-04,9.5217
2021-01-05,9.5217
2021-01-06,9.5217
2021-01-07,9.5217
2021-01-08,9.5217
2021-01-09,9.5217
2021-01-10,9.5217
2021-01-11,9.5217
2021-01-12,9.5217
2021-01-13,9.5217
2021-01-14,9.5217
2021-01-15,9.5217
2021-01-16,9.5217
2021-01-17,9.5217
2021-01-18,9.5217
2021-01-19,9.5217
2021-01-20,9.5217
2021-01-21,9.5217
2021-01-22,9.5217
2021-01-23,9.5217
2021-01-24,9.5217
2021-01-25,9.5217
2021-01-26,9.5217
2021-01-27,9.5217
2021-01-28,9.5217
2021-01-29,9.5217
2021-01-30,9.5217
2021-01-31,8.4336
2021-02-01,8.4336
2021-02-02,8.4336
2021-02-03,8.4336
2021-02-04,8.4336
2021-02-05,8.4336
2021-02-06,8.4336
2021-02-07,8.4336
2021-02-08,8.4336
2021-02-09,8.4336
2021-02-10,8.4336
2021-02-11,8.4336
2021-02-12,8.4336
2021-02-13,8.4336
2021-02-14,8.4336
2021-02-15,8.4336
2021-02-16,8.4336
2021-02-17,8.4336
2021-02-18,8.4336
2021-02-19,8.4336
2021-02-20,8.4336
2021-02-21,8.4336
2021-02-22,8.4336
2021-02-23,8.4336
2021-02-24,8.4336
2021-02-25,8.4336
2021-02-26,8.4336
2021-02-27,8.4336
2021-02-28,8.4336
2021-03-01,8.4336
2021-03-02,8.4336
2021-03-03,8.4336
2021-03-04,8.4336
2021-03-05,8.4336
2021-03-06,8.4336
2021-03-07,8.4336
2021-03-08,8.4336
2021-03-09,8.4336
2021-03-10,8.4336
2021-03-11,8.4336
2021-03-12,8.4336
2021-03-13,8.4336
2021-03-14,8.4336
2021-03-15,8.4336
2021-03-16,8.4336
2021-03-17,8.4336
2021-03-18,8.4336
2021-03-19,8.4336
2021-03-20,8.4336
2021-03-21,8.4336
2021-03-22,8.4336
2021-03-23,8.4336
2021-03-24,8.4336
2021-03-25,8.4336
2021-03-26,8.4336
2021-03-27,8.4336
2021-03-28,8.4336
2021-03-29,8.4336
2021-03-30,8.4336
2021-03-31,8.4336
2021-04-01,8.4336
2021-04-02,8.4336
2021-04-03,8.4336
2021-04-04,8.4336
2021-04-05,8.4336
2021-04-06,8.4336
2021-04-07,8.4336
2021-04-08,8.4336
2021-04-09,8.4336
2021-04-10,8.4336
2021-04-11,8.4336
2021-04-12,8.4336
2021-04-13,8.4336
2021-04-14,8.4336
2021-04-15,8.4336
2021-04-16,8.4336
2021-04-17,8.4336
2021-04-18,8.4336
2021-04-19,8.4336
2021-04-20,8.4336
2021-04-21,8.4336
2021-04-22,8.4336
2021-04-23,8.4336
2021-04-24,8.4336
2021-04-25,8.4336
2021-04-26,8.4336
2021-04-27,8.4336
2021-04-28,8.4336
2021-04-29,8.4336
2021-04-30,19.3945
2021-05-01,19.3945
2021-05-02,19.3945
2021-05-03,19.3945
2021-05-04,19.3945
2021-05-05,19.3945
2021-05-06,19.3945
2021-05-07,19.3945
2021-05-08,19.3945
2021-05-09,19.3945
2021-05-10,19.3945
2021-05-11,19.3945
2021-05-12,19.3945
2021-05-13,19.3945
2021-05-14,19.3945
2021-05-15,19.3945
2021-05-16,19.3945
2021-05-17,19.3945
2021-05-18,19.3945
2021-05-19,19.3945
2021-05-20,19.3945
2021-05-21,19.3945
2021-05-22,19.3945
2021-05-23,19.3945
2021-05-24,19.3945
2021-05-25,19.3945
2021-05-26,19.3945
2021-05-27,19.3945
2021-05-28,19.3945
2021-05-29,19.3945
2021-05-30,19.3945
2021-05-31,19.3945
2021-06-01,19.3945
2021-06-02,19.3945
2021-06-03,19.3945
2021-06-04,19.3945
2021-06-05,19.3945
2021-06-06,19.3945
2021-06-07,19.3945
2021-06-08,19.3945
2021-06-09,19.3945
2021-06-10,19.3945
2021-06-11,19.3945
2021-06-12,19.3945
2021-06-13,19.3945
2021-06-14,19.3945
2021-06-15,19.3945
2021-06-16,19.3945
2021-06-17,19.3945
2021-06-18,19.3945
2021-06-19,19.3945
2021-06-20,19.3945
2021-06-21,19.3945
2021-06-22,19.3945
2021-06-23,19.3945
2021-06-24,19.3945
2021-06-25,19.3945
2021-06-26,19.3945
2021-06-27,19.3945
2021-06-28,19.3945
2021-06-29,19.3945
2021-06-30,19.3945
2021-07-01,19.3945
2021-07-02,19.3945
2021-07-03,19.3945
2021-07-04,19.3945
2021-07-05,19.3945
2021-07-06,19.3945
2021-07-07,19.3945
2021-07-08,19.3945
2021-07-09,19.3945
2021-07-10,19.3945
2021-07-11,19.3945
2021-07-12,19.3945
2021-07-13,19.3945
2021-07-14,19.3945
2021-07-15,19.3945
2021-07-16,19.3945
2021-07-17,19.3945
2021-07-18,19.3945
2021-07-19,19.3945
2021-07-20,19.3945
2021-07-21,19.3945
2021-07-22,19.3945
2021-07-23,19.3945
2021-07-24,19.3945
2021-07-25,19.3945
2021-07-26,19.3945
2021-07-27,19.3945
2021-07-28,19.3945
2021-07-29,19.3945
2021-07-30,19.3945
2021-07-31,25.527
2021-08-01,25.527
2021-08-02,25.527
2021-08-03,25.527
2021-08-04,25.527
2021-08-05,25.527
2021-08-06,25.527
2021-08-07,25.527
2021-08-08,25.527
2021-08-09,25.527
2021-08-10,25.527
2021-08-11,25.527
2021-08-12,25.527
2021-08-13,25.527
2021-08-14,25.527
2021-08-15,25.527
2021-08-16,25.527
2021-08-17,25.527
2021-08-18,25.527
2021-08-19,25.527
2021-08-20,25.527
2021-08-21,25.527
2021-08-22,25.527
2021-08-23,25.527
2021-08-24,25.527
2021-08-25,25.527
2021-08-26,25.527
2021-08-27,25.527
2021-08-28,25.527
2021-08-29,25.527
2021-08-30,25.527
2021-08-31,25.527
2021-09-01,25.527
2021-09-02,25.527
2021-09-03,25.527
2021-09-04,25.527
2021-09-05,25.527
2021-09-06,25.527
2021-09-07,25.527
2021-09-08,25.527
2021-09-09,25.527
2021-09-10,25.527
2021-09-11,25.527
2021-09-12,25.527
2021-09-13,25.527
2021-09-14,25.527
2021-09-15,25.527
2021-09-16,25.527
2021-09-17,25.527
2021-09-18,25.527
2021-09-19,25.527
2021-09-20,25.527
2021-09-21,25.527
2021-09-22,25.527
2021-09-23,25.527
2021-09-24,25.527
2021-09-25,25.527
2021-09-26,25.527
2021-09-27,25.527
2021-09-28,25.527
2021-09-29,25.527
2021-09-30,25.527
2021-10-01,25.527
2021-10-02,25.527
2021-10-03,25.527
2021-10-04,25.527
2021-10-05,25.527
2021-10-06,25.527
2021-10-07,25.527
2021-10-08,25.527
2021-10-09,25.527
2021-10-10,25.527
2021-10-11,25.527
2021-10-12,25.527
2021-10-13,25.527
2021-10-14,25.527
2021-10-15,25.527
2021-10-16,25.527
2021-10-17,25.527
2021-10-18,25.527
2021-10-19,25.527
2021-10-20,25.527
2021-10-21,25.527
2021-10-22,25.527
2021-10-23,25.527
2021-10-24,25.527
2021-10-25,25.527
2021-10-26,25.527
2021-10-27,25.527
2021-10-28,25.527
2021-10-29,25.527
2021-10-30,25.527
2021-10-31,29.3043
2021-11-01,29.3043
2021-11-02,29.3043
2021-11-03,29.3043
2021-11-04,29.3043
2021-11-05,29.3043
2021-11-06,29.3043
2021-11-07,29.3043
2021-11-08,29.3043
2021-11-09,29.3043
2021-11-10,29.3043
2021-11-11,29.3043
2021-11-12,29.3043
2021-11-13,29.3043
2021-11-14,29.3043
2021-11-15,29.3043
2021-11-16,29.3043
2021-11-17,29.3043
2021-11-18,29.3043
2021-11-19,29.3043
2021-11-20,29.3043
2021-11-21,29.3043
2021-11-22,29.3043
2021-11-23,29.3043
2021-11-24,29.3043
2021-11-25,29.3043
2021-11-26,29.3043
2021-11-27,29.3043
2021-11-28,29.3043
2021-11-29,29.3043
2021-11-30,29.3043
2021-12-01,29.3043
2021-12-02,29.3043
2021-12-03,29.3043
2021-12-04,29.3043
2021-12-05,29.3043
2021-12-06,29.3043
2021-12-07,29.3043
2021-12-08,29.3043
2021-12-09,29.3043
2021-12-10,29.3043
2021-12-11,29.3043
2021-12-12,29.3043
2021-12-13,29.3043
2021-12-14,29.3043
2021-12-15,29.3043
2021-12-16,29.3043
2021-12-17,29.3043
2021-12-18,29.3043
2021-12-19,29.3043
2021-12-20,29.3043
2021-12-21,29.3043
2021-12-22,29.3043
2021-12-23,29.3043
2021-12-24,29.3043
2021-12-25,29.3043
2021-12-26,29.3043
2021-12-27,29.3043
2021-12-28,29.3043
2021-12-29,29.3043
2021-12-30,29.3043
2021-12-31,29.3043
2022-01-01,29.3043
2022-01-02,29.3043
2022-01-03,29.3043
2022-01-04,29.3043
2022-01-05,29.3043
2022-01-06,29.3043
2022-01-07,29.3043
2022-01-08,29.3043
2022-01-09,29.3043
2022-01-10,29.3043
2022-01-11,29.3043
2022-01-12,29.3043
2022-01-13,29.3043
2022-01-14,29.3043
2022-01-15,29.3043
2022-01-16,29.3043
2022-01-17,29.3043
2022-01-18,29.3043
2022-01-19,29.3043
2022-01-20,29.3043
2022-01-21,29.3043
2022-01-22,29.3043
2022-01-23,29.3043
2022-01-24,29.3043
2022-01-25,29.3043
2022-01-26,29.3043
2022-01-27,29.3043
2022-01-28,29.3043
2022-01-29,29.3043
2022-01-30,29.3043
2022-01-31,27.9849
2022-02-01,27.9849
2022-02-02,27.9849
2022-02-03,27.9849
2022-02-04,27.9849
2022-02-05,27.9849
2022-02-06,27.9849
2022-02-07,27.9849
2022-02-08,27.9849
2022-02-09,27.9849
2022-02-10,27.9849
2022-02-11,27.9849
2022-02-12,27.9849
2022-02-13,27.9849
2022-02-14,27.9849
2022-02-15,27.9849
2022-02-16,27.9849
2022-02-17,27.9849
2022-02-18,27.9849
2022-02-19,27.9849
2022-02-20,27.9849
2022-02-21,27.9849
2022-02-22,27.9849
2022-02-23,27.9849
2022-02-24,27.9849
2022-02-25,27.9849
2022-02-26,27.9849
2022-02-27,27.9849
2022-02-28,27.9849
2022-03-01,27.9849
2022-03-02,27.9849
2022-03-03,27.9849
2022-03-04,27.9849
2022-03-05,27.9849
2022-03-06,27.9849
2022-03-07,27.9849
2022-03-08,27.9849
2022-03-09,27.9849
2022-03-10,27.9849
2022-03-11,27.9849
2022-03-12,27.9849
2022-03-13,27.9849
2022-03-14,27.9849
2022-03-15,27.9849
2022-03-16,27.9849
2022-03-17,27.9849
2022-03-18,27.9849
2022-03-19,27.9849
2022-03-20,27.9849
2022-03-21,27.9849
2022-03-22,27.9849
2022-03-23,27.9849
2022-03-24,27.9849
2022-03-25,27.9849
2022-03-26,27.9849
2022-03-27,27.9849
2022-03-28,27.9849
2022-03-29,27.9849
2022-03-30,27.9849
2022-03-31,27.9849
2022-04-01,27.9849
2022-04-02,27.9849
2022-04-03,27.9849
2022-04-04,27.9849
2022-04-05,27.9849
2022-04-06,27.9849
2022-04-07,27.9849
2022-04-08,27.9849
2022-04-09,27.9849
2022-04-10,27.9849
2022-04-11,27.9849
2022-04-12,27.9849
2022-04-13,27.9849
2022-04-14,27.9849
2022-04-15,27.9849
2022-04-16,27.9849
2022-04-17,27.9849
2022-04-18,27.9849
2022-04-19,27.9849
2022-04-20,27.9849
2022-04-21,27.9849
2022-04-22,27.9849
2022-04-23,27.9849
2022-04-24,27.9849
2022-04-25,27.9849
2022-04-26,27.9849
2022-04-27,27.9849
2022-04-28,27.9849
2022-04-29,27.9849
2022-04-30,23.0608
2022-05-01,23.0608
2022-05-02,23.0608
2022-05-03,23.0608
2022-05-04,23.0608
2022-05-05,23.0608
2022-05-06,23.0608
2022-05-07,23.0608
2022-05-08,23.0608
2022-05-09,23.0608
2022-05-10,23.0608
2022-05-11,23.0608
2022-05-12,23.0608
2022-05-13,23.0608
2022-05-14,23.0608
2022-05-15,23.0608
2022-05-16,23.0608
2022-05-17,23.0608
2022-05-18,23.0608
2022-05-19,23.0608
2022-05-20,23.0608
2022-05-21,23.0608
2022-05-22,23.0608
2022-05-23,23.0608
2022-05-24,23.0608
2022-05-25,23.0608
2022-05-26,23.0608
2022-05-27,23.0608
2022-05-28,23.0608
2022-05-29,23.0608
2022-05-30,23.0608
2022-05-31,23.0608
2022-06-01,23.0608
2022-06-02,23.0608
2022-06-03,23.0608
2022-06-04,23.0608
2022-06-05,23.0608
2022-06-06,23.0608
2022-06-07,23.0608
2022-06-08,23.0608
2022-06-09,23.0608
2022-06-10,23.0608
2022-06-11,23.0608
2022-06-12,23.0608
2022-06-13,23.0608
2022-06-14,23.0608
2022-06-15,23.0608
2022-06-16,23.0608
2022-06-17,23.0608
2022-06-18,23.0608
2022-06-19,23.0608
2022-06-20,23.0608
2022-06-21,23.0608
2022-06-22,23.0608
2022-06-23,23.0608
2022-06-24,23.0608
2022-06-25,23.0608
2022-06-26,23.0608
2022-06-27,23.0608
2022-06-28,23.0608
2022-06-29,23.0608
2022-06-30,23.0608
2022-07-01,23.0608
2022-07-02,23.0608
2022-07-03,23.0608
2022-07-04,23.0608
2022-07-05,23.0608
2022-07-06,23.0608
2022-07-07,23.0608
2022-07-08,23.0608
2022-07-09,23.0608
2022-07-10,23.0608
2022-07-11,23.0608
2022-07-12,23.0608
2022-07-13,23.0608
2022-07-14,23.0608
2022-07-15,23.0608
2022-07-16,23.0608
2022-07-17,23.0608
2022-07-18,23.0608
2022-07-19,23.0608
2022-07-20,23.0608
2022-07-21,23.0608
2022-07-22,23.0608
2022-07-23,23.0608
2022-07-24,23.0608
2022-07-25,23.0608
2022-07-26,23.0608
2022-07-27,23.0608
2022-07-28,23.0608
2022-07-29,23.0608
2022-07-30,23.0608
2022-07-31,24.2349
2022-08-01,24.2349
2022-08-02,24.2349
2022-08-03,24.2349
2022-08-04,24.2349
2022-08-05,24.2349
2022-08-06,24.2349
2022-08-07,24.2349
2022-08-08,24.2349
2022-08-09,24.2349
2022-08-10,24.2349
2022-08-11,24.2349
2022-08-12,24.2349
2022-08-13,24.2349
2022-08-14,24.2349
2022-08-15,24.2349
2022-08-16,24.2349
2022-08-17,24.2349
2022-08-18,24.2349
2022-08-19,24.2349
2022-08-20,24.2349
2022-08-21,24.2349
2022-08-22,24.2349
2022-08-23,24.2349
2022-08-24,24.2349
2022-08-25,24.2349
2022-08-26,24.2349
2022-08-27,24.2349
2022-08-28,24.2349
2022-08-29,24.2349
2022-08-30,24.2349
2022-08-31,24.2349
2022-09-01,24.2349
2022-09-02,24.2349
2022-09-03,24.2349
2022-09-04,24.2349
2022-09-05,24.2349
2022-09-06,24.2349
2022-09-07,24.2349
2022-09-08,24.2349
2022-09-09,24.2349
2022-09-10,24.2349
2022-09-11,24.2349
2022-09-12,24.2349
2022-09-13,24.2349
2022-09-14,24.2349
2022-09-15,24.2349
2022-09-16,24.2349
2022-09-17,24.2349
2022-09-18,24.2349
2022-09-19,24.2349
2022-09-20,24.2349
2022-09-21,24.2349
2022-09-22,24.2349
2022-09-23,24.2349
2022-09-24,24.2349
2022-09-25,24.2349
2022-09-26,24.2349
2022-09-27,24.2349
2022-09-28,24.2349
2022-09-29,24.2349
2022-09-30,24.2349
2022-10-01,24.2349
2022-10-02,24.2349
2022-10-03,24.2349
2022-10-04,24.2349
2022-10-05,24.2349
2022-10-06,24.2349
2022-10-07,24.2349
2022-10-08,24.2349
2022-10-09,24.2349
2022-10-10,24.2349
2022-10-11,24.2349
2022-10-12,24.2349
2022-10-13,24.2349
2022-10-14,24.2349
2022-10-15,24.2349
2022-10-16,24.2349
2022-10-17,24.2349
2022-10-18,24.2349
2022-10-19,24.2349
2022-10-20,24.2349
2022-10-21,24.2349
2022-10-22,24.2349
2022-10-23,24.2349
2022-10-24,24.2349
2022-10-25,24.2349
2022-10-26,24.2349
2022-10-27,24.2349
2022-10-28,24.2349
2022-10-29,24.2349
2022-10-30,24.2349
2022-10-31,23.0004
2022-11-01,23.0004
2022-11-02,23.0004
2022-11-03,23.0004
2022-11-04,23.0004
2022-11-05,23.0004
2022-11-06,23.0004
2022-11-07,23.0004
2022-11-08,23.0004
2022-11-09,23.0004
2022-11-10,23.0004
2022-11-11,23.0004
2022-11-12,23.0004
2022-11-13,23.0004
2022-11-14,23.0004
2022-11-15,23.0004
2022-11-16,23.0004
2022-11-17,23.0004
2022-11-18,23.0004
2022-11-19,23.0004
2022-11-20,23.0004
2022-11-21,23.0004
2022-11-22,23.0004
2022-11-23,23.0004
2022-11-24,23.0004
2022-11-25,23.0004
2022-11-26,23.0004
2022-11-27,23.0004
2022-11-28,23.0004
2022-11-29,23.0004
2022-11-30,23.0004
2022-12-01,23.0004
2022-12-02,23.0004
2022-12-03,23.0004
2022-12-04,23.0004
2022-12-05,23.0004
2022-12-06,23.0004
2022-12-07,23.0004
2022-12-08,23.0004
2022-12-09,23.0004
2022-12-10,23.0004
2022-12-11,23.0004
2022-12-12,23.0004
2022-12-13,23.0004
2022-12-14,23.0004
2022-12-15,23.0004
2022-12-16,23.0004
2022-12-17,23.0004
2022-12-18,23.0004
2022-12-19,23.0004
2022-12-20,23.0004
2022-12-21,23.0004
2022-12-22,23.0004
2022-12-23,23.0004
2022-12-24,23.0004
2022-12-25,23.0004
2022-12-26,23.0004
2022-12-27,23.0004
2022-12-28,23.0004
2022-12-29,23.0004
2022-12-30,23.0004
2022-12-31,23.0004
2023-01-01,23.0004
2023-01-02,23.0004
2023-01-03,23.0004
2023-01-04,23.0004
2023-01-05,23.0004
2023-01-06,23.0004
2023-01-07,23.0004
2023-01-08,23.0004
2023-01-09,23.0004
2023-01-10,23.0004
2023-01-11,23.0004
2023-01-12,23.0004
2023-01-13,23.0004
2023-01-14,23.0004
2023-01-15,23.0004
2023-01-16,23.0004
2023-01-17,23.0004
2023-01-18,23.0004
2023-01-19,23.0004
2023-01-20,23.0004
2023-01-21,23.0004
2023-01-22,23.0004
2023-01-23,23.0004
2023-01-24,23.0004
2023-01-25,23.0004
2023-01-26,23.0004
2023-01-27,23.0004
2023-01-28,23.0004
2023-01-29,23.0004
2023-01-30,23.0004
2023-01-31,27.334
2023-02-01,27.334
2023-02-02,27.334
2023-02-03,27.334
2023-02-04,27.334
2023-02-05,27.334
2023-02-06,27.334
2023-02-07,27.334
2023-02-08,27.334
2023-02-09,27.334
2023-02-10,27.334
2023-02-11,27.334
2023-02-12,27.334
2023-02-13,27.334
2023-02-14,27.334
2023-02-15,27.334
2023-02-16,27.334
2023-02-17,27.334
2023-02-18,27.334
2023-02-19,27.334
2023-02-20,27.334
2023-02-21,27.334
2023-02-22,27.334
2023-02-23,27.334
2023-02-24,27.334
2023-02-25,27.334
2023-02-26,27.334
2023-02-27,27.334
2023-02-28,27.334
2023-03-01,27.334
2023-03-02,27.334
2023-03-03,27.334
2023-03-04,27.334
2023-03-05,27.334
2023-03-06,27.334
2023-03-07,27.334
2023-03-08,27.334
2023-03-09,27.334
2023-03-10,27.334
2023-03-11,27.334
2023-03-12,27.334
2023-03-13,27.334
2023-03-14,27.334
2023-03-15,27.334
2023-03-16,27.334
2023-03-17,27.334
2023-03-18,27.334
2023-03-19,27.334
2023-03-20,27.334
