,FLO US Equity
2020-10-18,7.4646
2020-10-19,7.4646
2020-10-20,7.4646
2020-10-21,7.4646
2020-10-22,7.4646
2020-10-23,7.4646
2020-10-24,7.4646
2020-10-25,7.4646
2020-10-26,7.4646
2020-10-27,7.4646
2020-10-28,7.4646
2020-10-29,7.4646
2020-10-30,7.4646
2020-10-31,7.4646
2020-11-01,7.4646
2020-11-02,7.4646
2020-11-03,7.4646
2020-11-04,7.4646
2020-11-05,7.4646
2020-11-06,7.4646
2020-11-07,7.4646
2020-11-08,7.4646
2020-11-09,7.4646
2020-11-10,7.4646
2020-11-11,7.4646
2020-11-12,7.4646
2020-11-13,7.4646
2020-11-14,7.4646
2020-11-15,7.4646
2020-11-16,7.4646
2020-11-17,7.4646
2020-11-18,7.4646
2020-11-19,7.4646
2020-11-20,7.4646
2020-11-21,7.4646
2020-11-22,7.4646
2020-11-23,7.4646
2020-11-24,7.4646
2020-11-25,7.4646
2020-11-26,7.4646
2020-11-27,7.4646
2020-11-28,7.4646
2020-11-29,7.4646
2020-11-30,7.4646
2020-12-01,7.4646
2020-12-02,7.4646
2020-12-03,7.4646
2020-12-04,7.4646
2020-12-05,7.4646
2020-12-06,7.4646
2020-12-07,7.4646
2020-12-08,7.4646
2020-12-09,7.4646
2020-12-10,7.4646
2020-12-11,7.4646
2020-12-12,7.4646
2020-12-13,7.4646
2020-12-14,7.4646
2020-12-15,7.4646
2020-12-16,7.4646
2020-12-17,7.4646
2020-12-18,7.4646
2020-12-19,7.4646
2020-12-20,7.4646
2020-12-21,7.4646
2020-12-22,7.4646
2020-12-23,7.4646
2020-12-24,7.4646
2020-12-25,7.4646
2020-12-26,7.4646
2020-12-27,7.4646
2020-12-28,7.4646
2020-12-29,7.4646
2020-12-30,7.4646
2020-12-31,7.4646
2021-01-01,7.4646
2021-01-02,11.5549
2021-01-03,11.5549
2021-01-04,11.5549
2021-01-05,11.5549
2021-01-06,11.5549
2021-01-07,11.5549
2021-01-08,11.5549
2021-01-09,11.5549
2021-01-10,11.5549
2021-01-11,11.5549
2021-01-12,11.5549
2021-01-13,11.5549
2021-01-14,11.5549
2021-01-15,11.5549
2021-01-16,11.5549
2021-01-17,11.5549
2021-01-18,11.5549
2021-01-19,11.5549
2021-01-20,11.5549
2021-01-21,11.5549
2021-01-22,11.5549
2021-01-23,11.5549
2021-01-24,11.5549
2021-01-25,11.5549
2021-01-26,11.5549
2021-01-27,11.5549
2021-01-28,11.5549
2021-01-29,11.5549
2021-01-30,11.5549
2021-01-31,11.5549
2021-02-01,11.5549
2021-02-02,11.5549
2021-02-03,11.5549
2021-02-04,11.5549
2021-02-05,11.5549
2021-02-06,11.5549
2021-02-07,11.5549
2021-02-08,11.5549
2021-02-09,11.5549
2021-02-10,11.5549
2021-02-11,11.5549
2021-02-12,11.5549
2021-02-13,11.5549
2021-02-14,11.5549
2021-02-15,11.5549
2021-02-16,11.5549
2021-02-17,11.5549
2021-02-18,11.5549
2021-02-19,11.5549
2021-02-20,11.5549
2021-02-21,11.5549
2021-02-22,11.5549
2021-02-23,11.5549
2021-02-24,11.5549
2021-02-25,11.5549
2021-02-26,11.5549
2021-02-27,11.5549
2021-02-28,11.5549
2021-03-01,11.5549
2021-03-02,11.5549
2021-03-03,11.5549
2021-03-04,11.5549
2021-03-05,11.5549
2021-03-06,11.5549
2021-03-07,11.5549
2021-03-08,11.5549
2021-03-09,11.5549
2021-03-10,11.5549
2021-03-11,11.5549
2021-03-12,11.5549
2021-03-13,11.5549
2021-03-14,11.5549
2021-03-15,11.5549
2021-03-16,11.5549
2021-03-17,11.5549
2021-03-18,11.5549
2021-03-19,11.5549
2021-03-20,11.5549
2021-03-21,11.5549
2021-03-22,11.5549
2021-03-23,11.5549
2021-03-24,11.5549
2021-03-25,11.5549
2021-03-26,11.5549
2021-03-27,11.5549
2021-03-28,11.5549
2021-03-29,11.5549
2021-03-30,11.5549
2021-03-31,11.5549
2021-04-01,11.5549
2021-04-02,11.5549
2021-04-03,11.5549
2021-04-04,11.5549
2021-04-05,11.5549
2021-04-06,11.5549
2021-04-07,11.5549
2021-04-08,11.5549
2021-04-09,11.5549
2021-04-10,11.5549
2021-04-11,11.5549
2021-04-12,11.5549
2021-04-13,11.5549
2021-04-14,11.5549
2021-04-15,11.5549
2021-04-16,11.5549
2021-04-17,11.5549
2021-04-18,11.5549
2021-04-19,11.5549
2021-04-20,11.5549
2021-04-21,11.5549
2021-04-22,11.5549
2021-04-23,11.5549
2021-04-24,16.8066
2021-04-25,16.8066
2021-04-26,16.8066
2021-04-27,16.8066
2021-04-28,16.8066
2021-04-29,16.8066
2021-04-30,16.8066
2021-05-01,16.8066
2021-05-02,16.8066
2021-05-03,16.8066
2021-05-04,16.8066
2021-05-05,16.8066
2021-05-06,16.8066
2021-05-07,16.8066
2021-05-08,16.8066
2021-05-09,16.8066
2021-05-10,16.8066
2021-05-11,16.8066
2021-05-12,16.8066
2021-05-13,16.8066
2021-05-14,16.8066
2021-05-15,16.8066
2021-05-16,16.8066
2021-05-17,16.8066
2021-05-18,16.8066
2021-05-19,16.8066
2021-05-20,16.8066
2021-05-21,16.8066
2021-05-22,16.8066
2021-05-23,16.8066
2021-05-24,16.8066
2021-05-25,16.8066
2021-05-26,16.8066
2021-05-27,16.8066
2021-05-28,16.8066
2021-05-29,16.8066
2021-05-30,16.8066
2021-05-31,16.8066
2021-06-01,16.8066
2021-06-02,16.8066
2021-06-03,16.8066
2021-06-04,16.8066
2021-06-05,16.8066
2021-06-06,16.8066
2021-06-07,16.8066
2021-06-08,16.8066
2021-06-09,16.8066
2021-06-10,16.8066
2021-06-11,16.8066
2021-06-12,16.8066
2021-06-13,16.8066
2021-06-14,16.8066
2021-06-15,16.8066
2021-06-16,16.8066
2021-06-17,16.8066
2021-06-18,16.8066
2021-06-19,16.8066
2021-06-20,16.8066
2021-06-21,16.8066
2021-06-22,16.8066
2021-06-23,16.8066
2021-06-24,16.8066
2021-06-25,16.8066
2021-06-26,16.8066
2021-06-27,16.8066
2021-06-28,16.8066
2021-06-29,16.8066
2021-06-30,16.8066
2021-07-01,16.8066
2021-07-02,16.8066
2021-07-03,16.8066
2021-07-04,16.8066
2021-07-05,16.8066
2021-07-06,16.8066
2021-07-07,16.8066
2021-07-08,16.8066
2021-07-09,16.8066
2021-07-10,16.8066
2021-07-11,16.8066
2021-07-12,16.8066
2021-07-13,16.8066
2021-07-14,16.8066
2021-07-15,16.8066
2021-07-16,16.8066
2021-07-17,16.5254
2021-07-18,16.5254
2021-07-19,16.5254
2021-07-20,16.5254
2021-07-21,16.5254
2021-07-22,16.5254
2021-07-23,16.5254
2021-07-24,16.5254
2021-07-25,16.5254
2021-07-26,16.5254
2021-07-27,16.5254
2021-07-28,16.5254
2021-07-29,16.5254
2021-07-30,16.5254
2021-07-31,16.5254
2021-08-01,16.5254
2021-08-02,16.5254
2021-08-03,16.5254
2021-08-04,16.5254
2021-08-05,16.5254
2021-08-06,16.5254
2021-08-07,16.5254
2021-08-08,16.5254
2021-08-09,16.5254
2021-08-10,16.5254
2021-08-11,16.5254
2021-08-12,16.5254
2021-08-13,16.5254
2021-08-14,16.5254
2021-08-15,16.5254
2021-08-16,16.5254
2021-08-17,16.5254
2021-08-18,16.5254
2021-08-19,16.5254
2021-08-20,16.5254
2021-08-21,16.5254
2021-08-22,16.5254
2021-08-23,16.5254
2021-08-24,16.5254
2021-08-25,16.5254
2021-08-26,16.5254
2021-08-27,16.5254
2021-08-28,16.5254
2021-08-29,16.5254
2021-08-30,16.5254
2021-08-31,16.5254
2021-09-01,16.5254
2021-09-02,16.5254
2021-09-03,16.5254
2021-09-04,16.5254
2021-09-05,16.5254
2021-09-06,16.5254
2021-09-07,16.5254
2021-09-08,16.5254
2021-09-09,16.5254
2021-09-10,16.5254
2021-09-11,16.5254
2021-09-12,16.5254
2021-09-13,16.5254
2021-09-14,16.5254
2021-09-15,16.5254
2021-09-16,16.5254
2021-09-17,16.5254
2021-09-18,16.5254
2021-09-19,16.5254
2021-09-20,16.5254
2021-09-21,16.5254
2021-09-22,16.5254
2021-09-23,16.5254
2021-09-24,16.5254
2021-09-25,16.5254
2021-09-26,16.5254
2021-09-27,16.5254
2021-09-28,16.5254
2021-09-29,16.5254
2021-09-30,16.5254
2021-10-01,16.5254
2021-10-02,16.5254
2021-10-03,16.5254
2021-10-04,16.5254
2021-10-05,16.5254
2021-10-06,16.5254
2021-10-07,16.5254
2021-10-08,16.5254
2021-10-09,16.1169
2021-10-10,16.1169
2021-10-11,16.1169
2021-10-12,16.1169
2021-10-13,16.1169
2021-10-14,16.1169
2021-10-15,16.1169
2021-10-16,16.1169
2021-10-17,16.1169
2021-10-18,16.1169
2021-10-19,16.1169
2021-10-20,16.1169
2021-10-21,16.1169
2021-10-22,16.1169
2021-10-23,16.1169
2021-10-24,16.1169
2021-10-25,16.1169
2021-10-26,16.1169
2021-10-27,16.1169
2021-10-28,16.1169
2021-10-29,16.1169
2021-10-30,16.1169
2021-10-31,16.1169
2021-11-01,16.1169
2021-11-02,16.1169
2021-11-03,16.1169
2021-11-04,16.1169
2021-11-05,16.1169
2021-11-06,16.1169
2021-11-07,16.1169
2021-11-08,16.1169
2021-11-09,16.1169
2021-11-10,16.1169
2021-11-11,16.1169
2021-11-12,16.1169
2021-11-13,16.1169
2021-11-14,16.1169
2021-11-15,16.1169
2021-11-16,16.1169
2021-11-17,16.1169
2021-11-18,16.1169
2021-11-19,16.1169
2021-11-20,16.1169
2021-11-21,16.1169
2021-11-22,16.1169
2021-11-23,16.1169
2021-11-24,16.1169
2021-11-25,16.1169
2021-11-26,16.1169
2021-11-27,16.1169
2021-11-28,16.1169
2021-11-29,16.1169
2021-11-30,16.1169
2021-12-01,16.1169
2021-12-02,16.1169
2021-12-03,16.1169
2021-12-04,16.1169
2021-12-05,16.1169
2021-12-06,16.1169
2021-12-07,16.1169
2021-12-08,16.1169
2021-12-09,16.1169
2021-12-10,16.1169
2021-12-11,16.1169
2021-12-12,16.1169
2021-12-13,16.1169
2021-12-14,16.1169
2021-12-15,16.1169
2021-12-16,16.1169
2021-12-17,16.1169
2021-12-18,16.1169
2021-12-19,16.1169
2021-12-20,16.1169
2021-12-21,16.1169
2021-12-22,16.1169
2021-12-23,16.1169
2021-12-24,16.1169
2021-12-25,16.1169
2021-12-26,16.1169
2021-12-27,16.1169
2021-12-28,16.1169
2021-12-29,16.1169
2021-12-30,16.1169
2021-12-31,16.1169
2022-01-01,14.8109
2022-01-02,14.8109
2022-01-03,14.8109
2022-01-04,14.8109
2022-01-05,14.8109
2022-01-06,14.8109
2022-01-07,14.8109
2022-01-08,14.8109
2022-01-09,14.8109
2022-01-10,14.8109
2022-01-11,14.8109
2022-01-12,14.8109
2022-01-13,14.8109
2022-01-14,14.8109
2022-01-15,14.8109
2022-01-16,14.8109
2022-01-17,14.8109
2022-01-18,14.8109
2022-01-19,14.8109
2022-01-20,14.8109
2022-01-21,14.8109
2022-01-22,14.8109
2022-01-23,14.8109
2022-01-24,14.8109
2022-01-25,14.8109
2022-01-26,14.8109
2022-01-27,14.8109
2022-01-28,14.8109
2022-01-29,14.8109
2022-01-30,14.8109
2022-01-31,14.8109
2022-02-01,14.8109
2022-02-02,14.8109
2022-02-03,14.8109
2022-02-04,14.8109
2022-02-05,14.8109
2022-02-06,14.8109
2022-02-07,14.8109
2022-02-08,14.8109
2022-02-09,14.8109
2022-02-10,14.8109
2022-02-11,14.8109
2022-02-12,14.8109
2022-02-13,14.8109
2022-02-14,14.8109
2022-02-15,14.8109
2022-02-16,14.8109
2022-02-17,14.8109
2022-02-18,14.8109
2022-02-19,14.8109
2022-02-20,14.8109
2022-02-21,14.8109
2022-02-22,14.8109
2022-02-23,14.8109
2022-02-24,14.8109
2022-02-25,14.8109
2022-02-26,14.8109
2022-02-27,14.8109
2022-02-28,14.8109
2022-03-01,14.8109
2022-03-02,14.8109
2022-03-03,14.8109
2022-03-04,14.8109
2022-03-05,14.8109
2022-03-06,14.8109
2022-03-07,14.8109
2022-03-08,14.8109
2022-03-09,14.8109
2022-03-10,14.8109
2022-03-11,14.8109
2022-03-12,14.8109
2022-03-13,14.8109
2022-03-14,14.8109
2022-03-15,14.8109
2022-03-16,14.8109
2022-03-17,14.8109
2022-03-18,14.8109
2022-03-19,14.8109
2022-03-20,14.8109
2022-03-21,14.8109
2022-03-22,14.8109
2022-03-23,14.8109
2022-03-24,14.8109
2022-03-25,14.8109
2022-03-26,14.8109
2022-03-27,14.8109
2022-03-28,14.8109
2022-03-29,14.8109
2022-03-30,14.8109
2022-03-31,14.8109
2022-04-01,14.8109
2022-04-02,14.8109
2022-04-03,14.8109
2022-04-04,14.8109
2022-04-05,14.8109
2022-04-06,14.8109
2022-04-07,14.8109
2022-04-08,14.8109
2022-04-09,14.8109
2022-04-10,14.8109
2022-04-11,14.8109
2022-04-12,14.8109
2022-04-13,14.8109
2022-04-14,14.8109
2022-04-15,14.8109
2022-04-16,14.8109
2022-04-17,14.8109
2022-04-18,14.8109
2022-04-19,14.8109
2022-04-20,14.8109
2022-04-21,14.8109
2022-04-22,14.8109
2022-04-23,15.3245
2022-04-24,15.3245
2022-04-25,15.3245
2022-04-26,15.3245
2022-04-27,15.3245
2022-04-28,15.3245
2022-04-29,15.3245
2022-04-30,15.3245
2022-05-01,15.3245
2022-05-02,15.3245
2022-05-03,15.3245
2022-05-04,15.3245
2022-05-05,15.3245
2022-05-06,15.3245
2022-05-07,15.3245
2022-05-08,15.3245
2022-05-09,15.3245
2022-05-10,15.3245
2022-05-11,15.3245
2022-05-12,15.3245
2022-05-13,15.3245
2022-05-14,15.3245
2022-05-15,15.3245
2022-05-16,15.3245
2022-05-17,15.3245
2022-05-18,15.3245
2022-05-19,15.3245
2022-05-20,15.3245
2022-05-21,15.3245
2022-05-22,15.3245
2022-05-23,15.3245
2022-05-24,15.3245
2022-05-25,15.3245
2022-05-26,15.3245
2022-05-27,15.3245
2022-05-28,15.3245
2022-05-29,15.3245
2022-05-30,15.3245
2022-05-31,15.3245
2022-06-01,15.3245
2022-06-02,15.3245
2022-06-03,15.3245
2022-06-04,15.3245
2022-06-05,15.3245
2022-06-06,15.3245
2022-06-07,15.3245
2022-06-08,15.3245
2022-06-09,15.3245
2022-06-10,15.3245
2022-06-11,15.3245
2022-06-12,15.3245
2022-06-13,15.3245
2022-06-14,15.3245
2022-06-15,15.3245
2022-06-16,15.3245
2022-06-17,15.3245
2022-06-18,15.3245
2022-06-19,15.3245
2022-06-20,15.3245
2022-06-21,15.3245
2022-06-22,15.3245
2022-06-23,15.3245
2022-06-24,15.3245
2022-06-25,15.3245
2022-06-26,15.3245
2022-06-27,15.3245
2022-06-28,15.3245
2022-06-29,15.3245
2022-06-30,15.3245
2022-07-01,15.3245
2022-07-02,15.3245
2022-07-03,15.3245
2022-07-04,15.3245
2022-07-05,15.3245
2022-07-06,15.3245
2022-07-07,15.3245
2022-07-08,15.3245
2022-07-09,15.3245
2022-07-10,15.3245
2022-07-11,15.3245
2022-07-12,15.3245
2022-07-13,15.3245
2022-07-14,15.3245
2022-07-15,15.3245
2022-07-16,15.1391
2022-07-17,15.1391
2022-07-18,15.1391
2022-07-19,15.1391
2022-07-20,15.1391
2022-07-21,15.1391
2022-07-22,15.1391
2022-07-23,15.1391
2022-07-24,15.1391
2022-07-25,15.1391
2022-07-26,15.1391
2022-07-27,15.1391
2022-07-28,15.1391
2022-07-29,15.1391
2022-07-30,15.1391
2022-07-31,15.1391
2022-08-01,15.1391
2022-08-02,15.1391
2022-08-03,15.1391
2022-08-04,15.1391
2022-08-05,15.1391
2022-08-06,15.1391
2022-08-07,15.1391
2022-08-08,15.1391
2022-08-09,15.1391
2022-08-10,15.1391
2022-08-11,15.1391
2022-08-12,15.1391
2022-08-13,15.1391
2022-08-14,15.1391
2022-08-15,15.1391
2022-08-16,15.1391
2022-08-17,15.1391
2022-08-18,15.1391
2022-08-19,15.1391
2022-08-20,15.1391
2022-08-21,15.1391
2022-08-22,15.1391
2022-08-23,15.1391
2022-08-24,15.1391
2022-08-25,15.1391
2022-08-26,15.1391
2022-08-27,15.1391
2022-08-28,15.1391
2022-08-29,15.1391
2022-08-30,15.1391
2022-08-31,15.1391
2022-09-01,15.1391
2022-09-02,15.1391
2022-09-03,15.1391
2022-09-04,15.1391
2022-09-05,15.1391
2022-09-06,15.1391
2022-09-07,15.1391
2022-09-08,15.1391
2022-09-09,15.1391
2022-09-10,15.1391
2022-09-11,15.1391
2022-09-12,15.1391
2022-09-13,15.1391
2022-09-14,15.1391
2022-09-15,15.1391
2022-09-16,15.1391
2022-09-17,15.1391
2022-09-18,15.1391
2022-09-19,15.1391
2022-09-20,15.1391
2022-09-21,15.1391
2022-09-22,15.1391
2022-09-23,15.1391
2022-09-24,15.1391
2022-09-25,15.1391
2022-09-26,15.1391
2022-09-27,15.1391
2022-09-28,15.1391
2022-09-29,15.1391
2022-09-30,15.1391
2022-10-01,15.1391
2022-10-02,15.1391
2022-10-03,15.1391
2022-10-04,15.1391
2022-10-05,15.1391
2022-10-06,15.1391
2022-10-07,15.1391
2022-10-08,15.3946
2022-10-09,15.3946
2022-10-10,15.3946
2022-10-11,15.3946
2022-10-12,15.3946
2022-10-13,15.3946
2022-10-14,15.3946
2022-10-15,15.3946
2022-10-16,15.3946
2022-10-17,15.3946
2022-10-18,15.3946
2022-10-19,15.3946
2022-10-20,15.3946
2022-10-21,15.3946
2022-10-22,15.3946
2022-10-23,15.3946
2022-10-24,15.3946
2022-10-25,15.3946
2022-10-26,15.3946
2022-10-27,15.3946
2022-10-28,15.3946
2022-10-29,15.3946
2022-10-30,15.3946
2022-10-31,15.3946
2022-11-01,15.3946
2022-11-02,15.3946
2022-11-03,15.3946
2022-11-04,15.3946
2022-11-05,15.3946
2022-11-06,15.3946
2022-11-07,15.3946
2022-11-08,15.3946
2022-11-09,15.3946
2022-11-10,15.3946
2022-11-11,15.3946
2022-11-12,15.3946
2022-11-13,15.3946
2022-11-14,15.3946
2022-11-15,15.3946
2022-11-16,15.3946
2022-11-17,15.3946
2022-11-18,15.3946
2022-11-19,15.3946
2022-11-20,15.3946
2022-11-21,15.3946
2022-11-22,15.3946
2022-11-23,15.3946
2022-11-24,15.3946
2022-11-25,15.3946
2022-11-26,15.3946
2022-11-27,15.3946
2022-11-28,15.3946
2022-11-29,15.3946
2022-11-30,15.3946
2022-12-01,15.3946
2022-12-02,15.3946
2022-12-03,15.3946
2022-12-04,15.3946
2022-12-05,15.3946
2022-12-06,15.3946
2022-12-07,15.3946
2022-12-08,15.3946
2022-12-09,15.3946
2022-12-10,15.3946
2022-12-11,15.3946
2022-12-12,15.3946
2022-12-13,15.3946
2022-12-14,15.3946
2022-12-15,15.3946
2022-12-16,15.3946
2022-12-17,15.3946
2022-12-18,15.3946
2022-12-19,15.3946
2022-12-20,15.3946
2022-12-21,15.3946
2022-12-22,15.3946
2022-12-23,15.3946
2022-12-24,15.3946
2022-12-25,15.3946
2022-12-26,15.3946
2022-12-27,15.3946
2022-12-28,15.3946
2022-12-29,15.3946
2022-12-30,15.3946
2022-12-31,16.002
2023-01-01,16.002
2023-01-02,16.002
2023-01-03,16.002
2023-01-04,16.002
2023-01-05,16.002
2023-01-06,16.002
2023-01-07,16.002
2023-01-08,16.002
2023-01-09,16.002
2023-01-10,16.002
2023-01-11,16.002
2023-01-12,16.002
2023-01-13,16.002
2023-01-14,16.002
2023-01-15,16.002
2023-01-16,16.002
2023-01-17,16.002
2023-01-18,16.002
2023-01-19,16.002
2023-01-20,16.002
2023-01-21,16.002
2023-01-22,16.002
2023-01-23,16.002
2023-01-24,16.002
2023-01-25,16.002
2023-01-26,16.002
2023-01-27,16.002
2023-01-28,16.002
2023-01-29,16.002
2023-01-30,16.002
2023-01-31,16.002
2023-02-01,16.002
2023-02-02,16.002
2023-02-03,16.002
2023-02-04,16.002
2023-02-05,16.002
2023-02-06,16.002
2023-02-07,16.002
2023-02-08,16.002
2023-02-09,16.002
2023-02-10,16.002
2023-02-11,16.002
2023-02-12,16.002
2023-02-13,16.002
2023-02-14,16.002
2023-02-15,16.002
2023-02-16,16.002
2023-02-17,16.002
2023-02-18,16.002
2023-02-19,16.002
2023-02-20,16.002
2023-02-21,16.002
2023-02-22,16.002
2023-02-23,16.002
2023-02-24,16.002
2023-02-25,16.002
2023-02-26,16.002
2023-02-27,16.002
2023-02-28,16.002
2023-03-01,16.002
2023-03-02,16.002
2023-03-03,16.002
2023-03-04,16.002
2023-03-05,16.002
2023-03-06,16.002
2023-03-07,16.002
2023-03-08,16.002
2023-03-09,16.002
2023-03-10,16.002
2023-03-11,16.002
2023-03-12,16.002
2023-03-13,16.002
2023-03-14,16.002
2023-03-15,16.002
