,TPB US Equity
2020-03-30,14.5596
2020-03-31,12.0658
2020-04-01,12.0658
2020-04-02,12.0658
2020-04-03,12.0658
2020-04-04,12.0658
2020-04-05,12.0658
2020-04-06,12.0658
2020-04-07,12.0658
2020-04-08,12.0658
2020-04-09,12.0658
2020-04-10,12.0658
2020-04-11,12.0658
2020-04-12,12.0658
2020-04-13,12.0658
2020-04-14,12.0658
2020-04-15,12.0658
2020-04-16,12.0658
2020-04-17,12.0658
2020-04-18,12.0658
2020-04-19,12.0658
2020-04-20,12.0658
2020-04-21,12.0658
2020-04-22,12.0658
2020-04-23,12.0658
2020-04-24,12.0658
2020-04-25,12.0658
2020-04-26,12.0658
2020-04-27,12.0658
2020-04-28,12.0658
2020-04-29,12.0658
2020-04-30,12.0658
2020-05-01,12.0658
2020-05-02,12.0658
2020-05-03,12.0658
2020-05-04,12.0658
2020-05-05,12.0658
2020-05-06,12.0658
2020-05-07,12.0658
2020-05-08,12.0658
2020-05-09,12.0658
2020-05-10,12.0658
2020-05-11,12.0658
2020-05-12,12.0658
2020-05-13,12.0658
2020-05-14,12.0658
2020-05-15,12.0658
2020-05-16,12.0658
2020-05-17,12.0658
2020-05-18,12.0658
2020-05-19,12.0658
2020-05-20,12.0658
2020-05-21,12.0658
2020-05-22,12.0658
2020-05-23,12.0658
2020-05-24,12.0658
2020-05-25,12.0658
2020-05-26,12.0658
2020-05-27,12.0658
2020-05-28,12.0658
2020-05-29,12.0658
2020-05-30,12.0658
2020-05-31,12.0658
2020-06-01,12.0658
2020-06-02,12.0658
2020-06-03,12.0658
2020-06-04,12.0658
2020-06-05,12.0658
2020-06-06,12.0658
2020-06-07,12.0658
2020-06-08,12.0658
2020-06-09,12.0658
2020-06-10,12.0658
2020-06-11,12.0658
2020-06-12,12.0658
2020-06-13,12.0658
2020-06-14,12.0658
2020-06-15,12.0658
2020-06-16,12.0658
2020-06-17,12.0658
2020-06-18,12.0658
2020-06-19,12.0658
2020-06-20,12.0658
2020-06-21,12.0658
2020-06-22,12.0658
2020-06-23,12.0658
2020-06-24,12.0658
2020-06-25,12.0658
2020-06-26,12.0658
2020-06-27,12.0658
2020-06-28,12.0658
2020-06-29,12.0658
2020-06-30,8.237
2020-07-01,8.237
2020-07-02,8.237
2020-07-03,8.237
2020-07-04,8.237
2020-07-05,8.237
2020-07-06,8.237
2020-07-07,8.237
2020-07-08,8.237
2020-07-09,8.237
2020-07-10,8.237
2020-07-11,8.237
2020-07-12,8.237
2020-07-13,8.237
2020-07-14,8.237
2020-07-15,8.237
2020-07-16,8.237
2020-07-17,8.237
2020-07-18,8.237
2020-07-19,8.237
2020-07-20,8.237
2020-07-21,8.237
2020-07-22,8.237
2020-07-23,8.237
2020-07-24,8.237
2020-07-25,8.237
2020-07-26,8.237
2020-07-27,8.237
2020-07-28,8.237
2020-07-29,8.237
2020-07-30,8.237
2020-07-31,8.237
2020-08-01,8.237
2020-08-02,8.237
2020-08-03,8.237
2020-08-04,8.237
2020-08-05,8.237
2020-08-06,8.237
2020-08-07,8.237
2020-08-08,8.237
2020-08-09,8.237
2020-08-10,8.237
2020-08-11,8.237
2020-08-12,8.237
2020-08-13,8.237
2020-08-14,8.237
2020-08-15,8.237
2020-08-16,8.237
2020-08-17,8.237
2020-08-18,8.237
2020-08-19,8.237
2020-08-20,8.237
2020-08-21,8.237
2020-08-22,8.237
2020-08-23,8.237
2020-08-24,8.237
2020-08-25,8.237
2020-08-26,8.237
2020-08-27,8.237
2020-08-28,8.237
2020-08-29,8.237
2020-08-30,8.237
2020-08-31,8.237
2020-09-01,8.237
2020-09-02,8.237
2020-09-03,8.237
2020-09-04,8.237
2020-09-05,8.237
2020-09-06,8.237
2020-09-07,8.237
2020-09-08,8.237
2020-09-09,8.237
2020-09-10,8.237
2020-09-11,8.237
2020-09-12,8.237
2020-09-13,8.237
2020-09-14,8.237
2020-09-15,8.237
2020-09-16,8.237
2020-09-17,8.237
2020-09-18,8.237
2020-09-19,8.237
2020-09-20,8.237
2020-09-21,8.237
2020-09-22,8.237
2020-09-23,8.237
2020-09-24,8.237
2020-09-25,8.237
2020-09-26,8.237
2020-09-27,8.237
2020-09-28,8.237
2020-09-29,8.237
2020-09-30,9.7097
2020-10-01,9.7097
2020-10-02,9.7097
2020-10-03,9.7097
2020-10-04,9.7097
2020-10-05,9.7097
2020-10-06,9.7097
2020-10-07,9.7097
2020-10-08,9.7097
2020-10-09,9.7097
2020-10-10,9.7097
2020-10-11,9.7097
2020-10-12,9.7097
2020-10-13,9.7097
2020-10-14,9.7097
2020-10-15,9.7097
2020-10-16,9.7097
2020-10-17,9.7097
2020-10-18,9.7097
2020-10-19,9.7097
2020-10-20,9.7097
2020-10-21,9.7097
2020-10-22,9.7097
2020-10-23,9.7097
2020-10-24,9.7097
2020-10-25,9.7097
2020-10-26,9.7097
2020-10-27,9.7097
2020-10-28,9.7097
2020-10-29,9.7097
2020-10-30,9.7097
2020-10-31,9.7097
2020-11-01,9.7097
2020-11-02,9.7097
2020-11-03,9.7097
2020-11-04,9.7097
2020-11-05,9.7097
2020-11-06,9.7097
2020-11-07,9.7097
2020-11-08,9.7097
2020-11-09,9.7097
2020-11-10,9.7097
2020-11-11,9.7097
2020-11-12,9.7097
2020-11-13,9.7097
2020-11-14,9.7097
2020-11-15,9.7097
2020-11-16,9.7097
2020-11-17,9.7097
2020-11-18,9.7097
2020-11-19,9.7097
2020-11-20,9.7097
2020-11-21,9.7097
2020-11-22,9.7097
2020-11-23,9.7097
2020-11-24,9.7097
2020-11-25,9.7097
2020-11-26,9.7097
2020-11-27,9.7097
2020-11-28,9.7097
2020-11-29,9.7097
2020-11-30,9.7097
2020-12-01,9.7097
2020-12-02,9.7097
2020-12-03,9.7097
2020-12-04,9.7097
2020-12-05,9.7097
2020-12-06,9.7097
2020-12-07,9.7097
2020-12-08,9.7097
2020-12-09,9.7097
2020-12-10,9.7097
2020-12-11,9.7097
2020-12-12,9.7097
2020-12-13,9.7097
2020-12-14,9.7097
2020-12-15,9.7097
2020-12-16,9.7097
2020-12-17,9.7097
2020-12-18,9.7097
2020-12-19,9.7097
2020-12-20,9.7097
2020-12-21,9.7097
2020-12-22,9.7097
2020-12-23,9.7097
2020-12-24,9.7097
2020-12-25,9.7097
2020-12-26,9.7097
2020-12-27,9.7097
2020-12-28,9.7097
2020-12-29,9.7097
2020-12-30,9.7097
2020-12-31,33.6039
2021-01-01,33.6039
2021-01-02,33.6039
2021-01-03,33.6039
2021-01-04,33.6039
2021-01-05,33.6039
2021-01-06,33.6039
2021-01-07,33.6039
2021-01-08,33.6039
2021-01-09,33.6039
2021-01-10,33.6039
2021-01-11,33.6039
2021-01-12,33.6039
2021-01-13,33.6039
2021-01-14,33.6039
2021-01-15,33.6039
2021-01-16,33.6039
2021-01-17,33.6039
2021-01-18,33.6039
2021-01-19,33.6039
2021-01-20,33.6039
2021-01-21,33.6039
2021-01-22,33.6039
2021-01-23,33.6039
2021-01-24,33.6039
2021-01-25,33.6039
2021-01-26,33.6039
2021-01-27,33.6039
2021-01-28,33.6039
2021-01-29,33.6039
2021-01-30,33.6039
2021-01-31,33.6039
2021-02-01,33.6039
2021-02-02,33.6039
2021-02-03,33.6039
2021-02-04,33.6039
2021-02-05,33.6039
2021-02-06,33.6039
2021-02-07,33.6039
2021-02-08,33.6039
2021-02-09,33.6039
2021-02-10,33.6039
2021-02-11,33.6039
2021-02-12,33.6039
2021-02-13,33.6039
2021-02-14,33.6039
2021-02-15,33.6039
2021-02-16,33.6039
2021-02-17,33.6039
2021-02-18,33.6039
2021-02-19,33.6039
2021-02-20,33.6039
2021-02-21,33.6039
2021-02-22,33.6039
2021-02-23,33.6039
2021-02-24,33.6039
2021-02-25,33.6039
2021-02-26,33.6039
2021-02-27,33.6039
2021-02-28,33.6039
2021-03-01,33.6039
2021-03-02,33.6039
2021-03-03,33.6039
2021-03-04,33.6039
2021-03-05,33.6039
2021-03-06,33.6039
2021-03-07,33.6039
2021-03-08,33.6039
2021-03-09,33.6039
2021-03-10,33.6039
2021-03-11,33.6039
2021-03-12,33.6039
2021-03-13,33.6039
2021-03-14,33.6039
2021-03-15,33.6039
2021-03-16,33.6039
2021-03-17,33.6039
2021-03-18,33.6039
2021-03-19,33.6039
2021-03-20,33.6039
2021-03-21,33.6039
2021-03-22,33.6039
2021-03-23,33.6039
2021-03-24,33.6039
2021-03-25,33.6039
2021-03-26,33.6039
2021-03-27,33.6039
2021-03-28,33.6039
2021-03-29,33.6039
2021-03-30,33.6039
2021-03-31,39.1024
2021-04-01,39.1024
2021-04-02,39.1024
2021-04-03,39.1024
2021-04-04,39.1024
2021-04-05,39.1024
2021-04-06,39.1024
2021-04-07,39.1024
2021-04-08,39.1024
2021-04-09,39.1024
2021-04-10,39.1024
2021-04-11,39.1024
2021-04-12,39.1024
2021-04-13,39.1024
2021-04-14,39.1024
2021-04-15,39.1024
2021-04-16,39.1024
2021-04-17,39.1024
2021-04-18,39.1024
2021-04-19,39.1024
2021-04-20,39.1024
2021-04-21,39.1024
2021-04-22,39.1024
2021-04-23,39.1024
2021-04-24,39.1024
2021-04-25,39.1024
2021-04-26,39.1024
2021-04-27,39.1024
2021-04-28,39.1024
2021-04-29,39.1024
2021-04-30,39.1024
2021-05-01,39.1024
2021-05-02,39.1024
2021-05-03,39.1024
2021-05-04,39.1024
2021-05-05,39.1024
2021-05-06,39.1024
2021-05-07,39.1024
2021-05-08,39.1024
2021-05-09,39.1024
2021-05-10,39.1024
2021-05-11,39.1024
2021-05-12,39.1024
2021-05-13,39.1024
2021-05-14,39.1024
2021-05-15,39.1024
2021-05-16,39.1024
2021-05-17,39.1024
2021-05-18,39.1024
2021-05-19,39.1024
2021-05-20,39.1024
2021-05-21,39.1024
2021-05-22,39.1024
2021-05-23,39.1024
2021-05-24,39.1024
2021-05-25,39.1024
2021-05-26,39.1024
2021-05-27,39.1024
2021-05-28,39.1024
2021-05-29,39.1024
2021-05-30,39.1024
2021-05-31,39.1024
2021-06-01,39.1024
2021-06-02,39.1024
2021-06-03,39.1024
2021-06-04,39.1024
2021-06-05,39.1024
2021-06-06,39.1024
2021-06-07,39.1024
2021-06-08,39.1024
2021-06-09,39.1024
2021-06-10,39.1024
2021-06-11,39.1024
2021-06-12,39.1024
2021-06-13,39.1024
2021-06-14,39.1024
2021-06-15,39.1024
2021-06-16,39.1024
2021-06-17,39.1024
2021-06-18,39.1024
2021-06-19,39.1024
2021-06-20,39.1024
2021-06-21,39.1024
2021-06-22,39.1024
2021-06-23,39.1024
2021-06-24,39.1024
2021-06-25,39.1024
2021-06-26,39.1024
2021-06-27,39.1024
2021-06-28,39.1024
2021-06-29,39.1024
2021-06-30,40.7458
2021-07-01,40.7458
2021-07-02,40.7458
2021-07-03,40.7458
2021-07-04,40.7458
2021-07-05,40.7458
2021-07-06,40.7458
2021-07-07,40.7458
2021-07-08,40.7458
2021-07-09,40.7458
2021-07-10,40.7458
2021-07-11,40.7458
2021-07-12,40.7458
2021-07-13,40.7458
2021-07-14,40.7458
2021-07-15,40.7458
2021-07-16,40.7458
2021-07-17,40.7458
2021-07-18,40.7458
2021-07-19,40.7458
2021-07-20,40.7458
2021-07-21,40.7458
2021-07-22,40.7458
2021-07-23,40.7458
2021-07-24,40.7458
2021-07-25,40.7458
2021-07-26,40.7458
2021-07-27,40.7458
2021-07-28,40.7458
2021-07-29,40.7458
2021-07-30,40.7458
2021-07-31,40.7458
2021-08-01,40.7458
2021-08-02,40.7458
2021-08-03,40.7458
2021-08-04,40.7458
2021-08-05,40.7458
2021-08-06,40.7458
2021-08-07,40.7458
2021-08-08,40.7458
2021-08-09,40.7458
2021-08-10,40.7458
2021-08-11,40.7458
2021-08-12,40.7458
2021-08-13,40.7458
2021-08-14,40.7458
2021-08-15,40.7458
2021-08-16,40.7458
2021-08-17,40.7458
2021-08-18,40.7458
2021-08-19,40.7458
2021-08-20,40.7458
2021-08-21,40.7458
2021-08-22,40.7458
2021-08-23,40.7458
2021-08-24,40.7458
2021-08-25,40.7458
2021-08-26,40.7458
2021-08-27,40.7458
2021-08-28,40.7458
2021-08-29,40.7458
2021-08-30,40.7458
2021-08-31,40.7458
2021-09-01,40.7458
2021-09-02,40.7458
2021-09-03,40.7458
2021-09-04,40.7458
2021-09-05,40.7458
2021-09-06,40.7458
2021-09-07,40.7458
2021-09-08,40.7458
2021-09-09,40.7458
2021-09-10,40.7458
2021-09-11,40.7458
2021-09-12,40.7458
2021-09-13,40.7458
2021-09-14,40.7458
2021-09-15,40.7458
2021-09-16,40.7458
2021-09-17,40.7458
2021-09-18,40.7458
2021-09-19,40.7458
2021-09-20,40.7458
2021-09-21,40.7458
2021-09-22,40.7458
2021-09-23,40.7458
2021-09-24,40.7458
2021-09-25,40.7458
2021-09-26,40.7458
2021-09-27,40.7458
2021-09-28,40.7458
2021-09-29,40.7458
2021-09-30,43.1151
2021-10-01,43.1151
2021-10-02,43.1151
2021-10-03,43.1151
2021-10-04,43.1151
2021-10-05,43.1151
2021-10-06,43.1151
2021-10-07,43.1151
2021-10-08,43.1151
2021-10-09,43.1151
2021-10-10,43.1151
2021-10-11,43.1151
2021-10-12,43.1151
2021-10-13,43.1151
2021-10-14,43.1151
2021-10-15,43.1151
2021-10-16,43.1151
2021-10-17,43.1151
2021-10-18,43.1151
2021-10-19,43.1151
2021-10-20,43.1151
2021-10-21,43.1151
2021-10-22,43.1151
2021-10-23,43.1151
2021-10-24,43.1151
2021-10-25,43.1151
2021-10-26,43.1151
2021-10-27,43.1151
2021-10-28,43.1151
2021-10-29,43.1151
2021-10-30,43.1151
2021-10-31,43.1151
2021-11-01,43.1151
2021-11-02,43.1151
2021-11-03,43.1151
2021-11-04,43.1151
2021-11-05,43.1151
2021-11-06,43.1151
2021-11-07,43.1151
2021-11-08,43.1151
2021-11-09,43.1151
2021-11-10,43.1151
2021-11-11,43.1151
2021-11-12,43.1151
2021-11-13,43.1151
2021-11-14,43.1151
2021-11-15,43.1151
2021-11-16,43.1151
2021-11-17,43.1151
2021-11-18,43.1151
2021-11-19,43.1151
2021-11-20,43.1151
2021-11-21,43.1151
2021-11-22,43.1151
2021-11-23,43.1151
2021-11-24,43.1151
2021-11-25,43.1151
2021-11-26,43.1151
2021-11-27,43.1151
2021-11-28,43.1151
2021-11-29,43.1151
2021-11-30,43.1151
2021-12-01,43.1151
2021-12-02,43.1151
2021-12-03,43.1151
2021-12-04,43.1151
2021-12-05,43.1151
2021-12-06,43.1151
2021-12-07,43.1151
2021-12-08,43.1151
2021-12-09,43.1151
2021-12-10,43.1151
2021-12-11,43.1151
2021-12-12,43.1151
2021-12-13,43.1151
2021-12-14,43.1151
2021-12-15,43.1151
2021-12-16,43.1151
2021-12-17,43.1151
2021-12-18,43.1151
2021-12-19,43.1151
2021-12-20,43.1151
2021-12-21,43.1151
2021-12-22,43.1151
2021-12-23,43.1151
2021-12-24,43.1151
2021-12-25,43.1151
2021-12-26,43.1151
2021-12-27,43.1151
2021-12-28,43.1151
2021-12-29,43.1151
2021-12-30,43.1151
2021-12-31,42.5256
2022-01-01,42.5256
2022-01-02,42.5256
2022-01-03,42.5256
2022-01-04,42.5256
2022-01-05,42.5256
2022-01-06,42.5256
2022-01-07,42.5256
2022-01-08,42.5256
2022-01-09,42.5256
2022-01-10,42.5256
2022-01-11,42.5256
2022-01-12,42.5256
2022-01-13,42.5256
2022-01-14,42.5256
2022-01-15,42.5256
2022-01-16,42.5256
2022-01-17,42.5256
2022-01-18,42.5256
2022-01-19,42.5256
2022-01-20,42.5256
2022-01-21,42.5256
2022-01-22,42.5256
2022-01-23,42.5256
2022-01-24,42.5256
2022-01-25,42.5256
2022-01-26,42.5256
2022-01-27,42.5256
2022-01-28,42.5256
2022-01-29,42.5256
2022-01-30,42.5256
2022-01-31,42.5256
2022-02-01,42.5256
2022-02-02,42.5256
2022-02-03,42.5256
2022-02-04,42.5256
2022-02-05,42.5256
2022-02-06,42.5256
2022-02-07,42.5256
2022-02-08,42.5256
2022-02-09,42.5256
2022-02-10,42.5256
2022-02-11,42.5256
2022-02-12,42.5256
2022-02-13,42.5256
2022-02-14,42.5256
2022-02-15,42.5256
2022-02-16,42.5256
2022-02-17,42.5256
2022-02-18,42.5256
2022-02-19,42.5256
2022-02-20,42.5256
2022-02-21,42.5256
2022-02-22,42.5256
2022-02-23,42.5256
2022-02-24,42.5256
2022-02-25,42.5256
2022-02-26,42.5256
2022-02-27,42.5256
2022-02-28,42.5256
2022-03-01,42.5256
2022-03-02,42.5256
2022-03-03,42.5256
2022-03-04,42.5256
2022-03-05,42.5256
2022-03-06,42.5256
2022-03-07,42.5256
2022-03-08,42.5256
2022-03-09,42.5256
2022-03-10,42.5256
2022-03-11,42.5256
2022-03-12,42.5256
2022-03-13,42.5256
2022-03-14,42.5256
2022-03-15,42.5256
2022-03-16,42.5256
2022-03-17,42.5256
2022-03-18,42.5256
2022-03-19,42.5256
2022-03-20,42.5256
2022-03-21,42.5256
2022-03-22,42.5256
2022-03-23,42.5256
2022-03-24,42.5256
2022-03-25,42.5256
2022-03-26,42.5256
2022-03-27,42.5256
2022-03-28,42.5256
2022-03-29,42.5256
2022-03-30,42.5256
2022-03-31,40.8877
2022-04-01,40.8877
2022-04-02,40.8877
2022-04-03,40.8877
2022-04-04,40.8877
2022-04-05,40.8877
2022-04-06,40.8877
2022-04-07,40.8877
2022-04-08,40.8877
2022-04-09,40.8877
2022-04-10,40.8877
2022-04-11,40.8877
2022-04-12,40.8877
2022-04-13,40.8877
2022-04-14,40.8877
2022-04-15,40.8877
2022-04-16,40.8877
2022-04-17,40.8877
2022-04-18,40.8877
2022-04-19,40.8877
2022-04-20,40.8877
2022-04-21,40.8877
2022-04-22,40.8877
2022-04-23,40.8877
2022-04-24,40.8877
2022-04-25,40.8877
2022-04-26,40.8877
2022-04-27,40.8877
2022-04-28,40.8877
2022-04-29,40.8877
2022-04-30,40.8877
2022-05-01,40.8877
2022-05-02,40.8877
2022-05-03,40.8877
2022-05-04,40.8877
2022-05-05,40.8877
2022-05-06,40.8877
2022-05-07,40.8877
2022-05-08,40.8877
2022-05-09,40.8877
2022-05-10,40.8877
2022-05-11,40.8877
2022-05-12,40.8877
2022-05-13,40.8877
2022-05-14,40.8877
2022-05-15,40.8877
2022-05-16,40.8877
2022-05-17,40.8877
2022-05-18,40.8877
2022-05-19,40.8877
2022-05-20,40.8877
2022-05-21,40.8877
2022-05-22,40.8877
2022-05-23,40.8877
2022-05-24,40.8877
2022-05-25,40.8877
2022-05-26,40.8877
2022-05-27,40.8877
2022-05-28,40.8877
2022-05-29,40.8877
2022-05-30,40.8877
2022-05-31,40.8877
2022-06-01,40.8877
2022-06-02,40.8877
2022-06-03,40.8877
2022-06-04,40.8877
2022-06-05,40.8877
2022-06-06,40.8877
2022-06-07,40.8877
2022-06-08,40.8877
2022-06-09,40.8877
2022-06-10,40.8877
2022-06-11,40.8877
2022-06-12,40.8877
2022-06-13,40.8877
2022-06-14,40.8877
2022-06-15,40.8877
2022-06-16,40.8877
2022-06-17,40.8877
2022-06-18,40.8877
2022-06-19,40.8877
2022-06-20,40.8877
2022-06-21,40.8877
2022-06-22,40.8877
2022-06-23,40.8877
2022-06-24,40.8877
2022-06-25,40.8877
2022-06-26,40.8877
2022-06-27,40.8877
2022-06-28,40.8877
2022-06-29,40.8877
2022-06-30,32.2551
2022-07-01,32.2551
2022-07-02,32.2551
2022-07-03,32.2551
2022-07-04,32.2551
2022-07-05,32.2551
2022-07-06,32.2551
2022-07-07,32.2551
2022-07-08,32.2551
2022-07-09,32.2551
2022-07-10,32.2551
2022-07-11,32.2551
2022-07-12,32.2551
2022-07-13,32.2551
2022-07-14,32.2551
2022-07-15,32.2551
2022-07-16,32.2551
2022-07-17,32.2551
2022-07-18,32.2551
2022-07-19,32.2551
2022-07-20,32.2551
2022-07-21,32.2551
2022-07-22,32.2551
2022-07-23,32.2551
2022-07-24,32.2551
2022-07-25,32.2551
2022-07-26,32.2551
2022-07-27,32.2551
2022-07-28,32.2551
2022-07-29,32.2551
2022-07-30,32.2551
2022-07-31,32.2551
2022-08-01,32.2551
2022-08-02,32.2551
2022-08-03,32.2551
2022-08-04,32.2551
2022-08-05,32.2551
2022-08-06,32.2551
2022-08-07,32.2551
2022-08-08,32.2551
2022-08-09,32.2551
2022-08-10,32.2551
2022-08-11,32.2551
2022-08-12,32.2551
2022-08-13,32.2551
2022-08-14,32.2551
2022-08-15,32.2551
2022-08-16,32.2551
2022-08-17,32.2551
2022-08-18,32.2551
2022-08-19,32.2551
2022-08-20,32.2551
2022-08-21,32.2551
2022-08-22,32.2551
2022-08-23,32.2551
2022-08-24,32.2551
2022-08-25,32.2551
2022-08-26,32.2551
2022-08-27,32.2551
2022-08-28,32.2551
2022-08-29,32.2551
2022-08-30,32.2551
2022-08-31,32.2551
2022-09-01,32.2551
2022-09-02,32.2551
2022-09-03,32.2551
2022-09-04,32.2551
2022-09-05,32.2551
2022-09-06,32.2551
2022-09-07,32.2551
2022-09-08,32.2551
2022-09-09,32.2551
2022-09-10,32.2551
2022-09-11,32.2551
2022-09-12,32.2551
2022-09-13,32.2551
2022-09-14,32.2551
2022-09-15,32.2551
2022-09-16,32.2551
2022-09-17,32.2551
2022-09-18,32.2551
2022-09-19,32.2551
2022-09-20,32.2551
2022-09-21,32.2551
2022-09-22,32.2551
2022-09-23,32.2551
2022-09-24,32.2551
2022-09-25,32.2551
2022-09-26,32.2551
2022-09-27,32.2551
2022-09-28,32.2551
2022-09-29,32.2551
2022-09-30,29.5533
2022-10-01,29.5533
2022-10-02,29.5533
2022-10-03,29.5533
2022-10-04,29.5533
2022-10-05,29.5533
2022-10-06,29.5533
2022-10-07,29.5533
2022-10-08,29.5533
2022-10-09,29.5533
2022-10-10,29.5533
2022-10-11,29.5533
2022-10-12,29.5533
2022-10-13,29.5533
2022-10-14,29.5533
2022-10-15,29.5533
2022-10-16,29.5533
2022-10-17,29.5533
2022-10-18,29.5533
2022-10-19,29.5533
2022-10-20,29.5533
2022-10-21,29.5533
2022-10-22,29.5533
2022-10-23,29.5533
2022-10-24,29.5533
2022-10-25,29.5533
2022-10-26,29.5533
2022-10-27,29.5533
2022-10-28,29.5533
2022-10-29,29.5533
2022-10-30,29.5533
2022-10-31,29.5533
2022-11-01,29.5533
2022-11-02,29.5533
2022-11-03,29.5533
2022-11-04,29.5533
2022-11-05,29.5533
2022-11-06,29.5533
2022-11-07,29.5533
2022-11-08,29.5533
2022-11-09,29.5533
2022-11-10,29.5533
2022-11-11,29.5533
2022-11-12,29.5533
2022-11-13,29.5533
2022-11-14,29.5533
2022-11-15,29.5533
2022-11-16,29.5533
2022-11-17,29.5533
2022-11-18,29.5533
2022-11-19,29.5533
2022-11-20,29.5533
2022-11-21,29.5533
2022-11-22,29.5533
2022-11-23,29.5533
2022-11-24,29.5533
2022-11-25,29.5533
2022-11-26,29.5533
2022-11-27,29.5533
2022-11-28,29.5533
2022-11-29,29.5533
2022-11-30,29.5533
2022-12-01,29.5533
2022-12-02,29.5533
2022-12-03,29.5533
2022-12-04,29.5533
2022-12-05,29.5533
2022-12-06,29.5533
2022-12-07,29.5533
2022-12-08,29.5533
2022-12-09,29.5533
2022-12-10,29.5533
2022-12-11,29.5533
2022-12-12,29.5533
2022-12-13,29.5533
2022-12-14,29.5533
2022-12-15,29.5533
2022-12-16,29.5533
2022-12-17,29.5533
2022-12-18,29.5533
2022-12-19,29.5533
2022-12-20,29.5533
2022-12-21,29.5533
2022-12-22,29.5533
2022-12-23,29.5533
2022-12-24,29.5533
2022-12-25,29.5533
2022-12-26,29.5533
2022-12-27,29.5533
2022-12-28,29.5533
2022-12-29,29.5533
2022-12-30,29.5533
2022-12-31,9.5791
2023-01-01,9.5791
2023-01-02,9.5791
2023-01-03,9.5791
2023-01-04,9.5791
2023-01-05,9.5791
2023-01-06,9.5791
2023-01-07,9.5791
2023-01-08,9.5791
2023-01-09,9.5791
2023-01-10,9.5791
2023-01-11,9.5791
2023-01-12,9.5791
2023-01-13,9.5791
2023-01-14,9.5791
2023-01-15,9.5791
2023-01-16,9.5791
2023-01-17,9.5791
2023-01-18,9.5791
2023-01-19,9.5791
2023-01-20,9.5791
2023-01-21,9.5791
2023-01-22,9.5791
2023-01-23,9.5791
2023-01-24,9.5791
2023-01-25,9.5791
2023-01-26,9.5791
2023-01-27,9.5791
2023-01-28,9.5791
2023-01-29,9.5791
2023-01-30,9.5791
2023-01-31,9.5791
2023-02-01,9.5791
2023-02-02,9.5791
2023-02-03,9.5791
2023-02-04,9.5791
2023-02-05,9.5791
2023-02-06,9.5791
2023-02-07,9.5791
2023-02-08,9.5791
2023-02-09,9.5791
2023-02-10,9.5791
2023-02-11,9.5791
2023-02-12,9.5791
2023-02-13,9.5791
2023-02-14,9.5791
2023-02-15,9.5791
2023-02-16,9.5791
2023-02-17,9.5791
2023-02-18,9.5791
2023-02-19,9.5791
2023-02-20,9.5791
2023-02-21,9.5791
2023-02-22,9.5791
2023-02-23,9.5791
2023-02-24,9.5791
2023-02-25,9.5791
2023-02-26,9.5791
2023-02-27,9.5791
2023-02-28,9.5791
2023-03-01,9.5791
2023-03-02,9.5791
2023-03-03,9.5791
2023-03-04,9.5791
2023-03-05,9.5791
2023-03-06,9.5791
2023-03-07,9.5791
2023-03-08,9.5791
2023-03-09,9.5791
2023-03-10,9.5791
2023-03-11,9.5791
2023-03-12,9.5791
2023-03-13,9.5791
2023-03-14,9.5791
2023-03-15,9.5791
2023-03-16,9.5791
