,BRK/A US Equity
2020-08-02,5.7296
2020-08-03,5.7296
2020-08-04,5.7296
2020-08-05,5.7296
2020-08-06,5.7296
2020-08-07,5.7296
2020-08-08,5.7296
2020-08-09,5.7296
2020-08-10,5.7296
2020-08-11,5.7296
2020-08-12,5.7296
2020-08-13,5.7296
2020-08-14,5.7296
2020-08-15,5.7296
2020-08-16,5.7296
2020-08-17,5.7296
2020-08-18,5.7296
2020-08-19,5.7296
2020-08-20,5.7296
2020-08-21,5.7296
2020-08-22,5.7296
2020-08-23,5.7296
2020-08-24,5.7296
2020-08-25,5.7296
2020-08-26,5.7296
2020-08-27,5.7296
2020-08-28,5.7296
2020-08-29,5.7296
2020-08-30,5.7296
2020-08-31,5.7296
2020-09-01,5.7296
2020-09-02,5.7296
2020-09-03,5.7296
2020-09-04,5.7296
2020-09-05,5.7296
2020-09-06,5.7296
2020-09-07,5.7296
2020-09-08,5.7296
2020-09-09,5.7296
2020-09-10,5.7296
2020-09-11,5.7296
2020-09-12,5.7296
2020-09-13,5.7296
2020-09-14,5.7296
2020-09-15,5.7296
2020-09-16,5.7296
2020-09-17,5.7296
2020-09-18,5.7296
2020-09-19,5.7296
2020-09-20,5.7296
2020-09-21,5.7296
2020-09-22,5.7296
2020-09-23,5.7296
2020-09-24,5.7296
2020-09-25,5.7296
2020-09-26,5.7296
2020-09-27,5.7296
2020-09-28,5.7296
2020-09-29,5.7296
2020-09-30,8.8205
2020-10-01,8.8205
2020-10-02,8.8205
2020-10-03,8.8205
2020-10-04,8.8205
2020-10-05,8.8205
2020-10-06,8.8205
2020-10-07,8.8205
2020-10-08,8.8205
2020-10-09,8.8205
2020-10-10,8.8205
2020-10-11,8.8205
2020-10-12,8.8205
2020-10-13,8.8205
2020-10-14,8.8205
2020-10-15,8.8205
2020-10-16,8.8205
2020-10-17,8.8205
2020-10-18,8.8205
2020-10-19,8.8205
2020-10-20,8.8205
2020-10-21,8.8205
2020-10-22,8.8205
2020-10-23,8.8205
2020-10-24,8.8205
2020-10-25,8.8205
2020-10-26,8.8205
2020-10-27,8.8205
2020-10-28,8.8205
2020-10-29,8.8205
2020-10-30,8.8205
2020-10-31,8.8205
2020-11-01,8.8205
2020-11-02,8.8205
2020-11-03,8.8205
2020-11-04,8.8205
2020-11-05,8.8205
2020-11-06,8.8205
2020-11-07,8.8205
2020-11-08,8.8205
2020-11-09,8.8205
2020-11-10,8.8205
2020-11-11,8.8205
2020-11-12,8.8205
2020-11-13,8.8205
2020-11-14,8.8205
2020-11-15,8.8205
2020-11-16,8.8205
2020-11-17,8.8205
2020-11-18,8.8205
2020-11-19,8.8205
2020-11-20,8.8205
2020-11-21,8.8205
2020-11-22,8.8205
2020-11-23,8.8205
2020-11-24,8.8205
2020-11-25,8.8205
2020-11-26,8.8205
2020-11-27,8.8205
2020-11-28,8.8205
2020-11-29,8.8205
2020-11-30,8.8205
2020-12-01,8.8205
2020-12-02,8.8205
2020-12-03,8.8205
2020-12-04,8.8205
2020-12-05,8.8205
2020-12-06,8.8205
2020-12-07,8.8205
2020-12-08,8.8205
2020-12-09,8.8205
2020-12-10,8.8205
2020-12-11,8.8205
2020-12-12,8.8205
2020-12-13,8.8205
2020-12-14,8.8205
2020-12-15,8.8205
2020-12-16,8.8205
2020-12-17,8.8205
2020-12-18,8.8205
2020-12-19,8.8205
2020-12-20,8.8205
2020-12-21,8.8205
2020-12-22,8.8205
2020-12-23,8.8205
2020-12-24,8.8205
2020-12-25,8.8205
2020-12-26,8.8205
2020-12-27,8.8205
2020-12-28,8.8205
2020-12-29,8.8205
2020-12-30,8.8205
2020-12-31,9.798
2021-01-01,9.798
2021-01-02,9.798
2021-01-03,9.798
2021-01-04,9.798
2021-01-05,9.798
2021-01-06,9.798
2021-01-07,9.798
2021-01-08,9.798
2021-01-09,9.798
2021-01-10,9.798
2021-01-11,9.798
2021-01-12,9.798
2021-01-13,9.798
2021-01-14,9.798
2021-01-15,9.798
2021-01-16,9.798
2021-01-17,9.798
2021-01-18,9.798
2021-01-19,9.798
2021-01-20,9.798
2021-01-21,9.798
2021-01-22,9.798
2021-01-23,9.798
2021-01-24,9.798
2021-01-25,9.798
2021-01-26,9.798
2021-01-27,9.798
2021-01-28,9.798
2021-01-29,9.798
2021-01-30,9.798
2021-01-31,9.798
2021-02-01,9.798
2021-02-02,9.798
2021-02-03,9.798
2021-02-04,9.798
2021-02-05,9.798
2021-02-06,9.798
2021-02-07,9.798
2021-02-08,9.798
2021-02-09,9.798
2021-02-10,9.798
2021-02-11,9.798
2021-02-12,9.798
2021-02-13,9.798
2021-02-14,9.798
2021-02-15,9.798
2021-02-16,9.798
2021-02-17,9.798
2021-02-18,9.798
2021-02-19,9.798
2021-02-20,9.798
2021-02-21,9.798
2021-02-22,9.798
2021-02-23,9.798
2021-02-24,9.798
2021-02-25,9.798
2021-02-26,9.798
2021-02-27,9.798
2021-02-28,9.798
2021-03-01,9.798
2021-03-02,9.798
2021-03-03,9.798
2021-03-04,9.798
2021-03-05,9.798
2021-03-06,9.798
2021-03-07,9.798
2021-03-08,9.798
2021-03-09,9.798
2021-03-10,9.798
2021-03-11,9.798
2021-03-12,9.798
2021-03-13,9.798
2021-03-14,9.798
2021-03-15,9.798
2021-03-16,9.798
2021-03-17,9.798
2021-03-18,9.798
2021-03-19,9.798
2021-03-20,9.798
2021-03-21,9.798
2021-03-22,9.798
2021-03-23,9.798
2021-03-24,9.798
2021-03-25,9.798
2021-03-26,9.798
2021-03-27,9.798
2021-03-28,9.798
2021-03-29,9.798
2021-03-30,9.798
2021-03-31,25.3744
2021-04-01,25.3744
2021-04-02,25.3744
2021-04-03,25.3744
2021-04-04,25.3744
2021-04-05,25.3744
2021-04-06,25.3744
2021-04-07,25.3744
2021-04-08,25.3744
2021-04-09,25.3744
2021-04-10,25.3744
2021-04-11,25.3744
2021-04-12,25.3744
2021-04-13,25.3744
2021-04-14,25.3744
2021-04-15,25.3744
2021-04-16,25.3744
2021-04-17,25.3744
2021-04-18,25.3744
2021-04-19,25.3744
2021-04-20,25.3744
2021-04-21,25.3744
2021-04-22,25.3744
2021-04-23,25.3744
2021-04-24,25.3744
2021-04-25,25.3744
2021-04-26,25.3744
2021-04-27,25.3744
2021-04-28,25.3744
2021-04-29,25.3744
2021-04-30,25.3744
2021-05-01,25.3744
2021-05-02,25.3744
2021-05-03,25.3744
2021-05-04,25.3744
2021-05-05,25.3744
2021-05-06,25.3744
2021-05-07,25.3744
2021-05-08,25.3744
2021-05-09,25.3744
2021-05-10,25.3744
2021-05-11,25.3744
2021-05-12,25.3744
2021-05-13,25.3744
2021-05-14,25.3744
2021-05-15,25.3744
2021-05-16,25.3744
2021-05-17,25.3744
2021-05-18,25.3744
2021-05-19,25.3744
2021-05-20,25.3744
2021-05-21,25.3744
2021-05-22,25.3744
2021-05-23,25.3744
2021-05-24,25.3744
2021-05-25,25.3744
2021-05-26,25.3744
2021-05-27,25.3744
2021-05-28,25.3744
2021-05-29,25.3744
2021-05-30,25.3744
2021-05-31,25.3744
2021-06-01,25.3744
2021-06-02,25.3744
2021-06-03,25.3744
2021-06-04,25.3744
2021-06-05,25.3744
2021-06-06,25.3744
2021-06-07,25.3744
2021-06-08,25.3744
2021-06-09,25.3744
2021-06-10,25.3744
2021-06-11,25.3744
2021-06-12,25.3744
2021-06-13,25.3744
2021-06-14,25.3744
2021-06-15,25.3744
2021-06-16,25.3744
2021-06-17,25.3744
2021-06-18,25.3744
2021-06-19,25.3744
2021-06-20,25.3744
2021-06-21,25.3744
2021-06-22,25.3744
2021-06-23,25.3744
2021-06-24,25.3744
2021-06-25,25.3744
2021-06-26,25.3744
2021-06-27,25.3744
2021-06-28,25.3744
2021-06-29,25.3744
2021-06-30,24.4881
2021-07-01,24.4881
2021-07-02,24.4881
2021-07-03,24.4881
2021-07-04,24.4881
2021-07-05,24.4881
2021-07-06,24.4881
2021-07-07,24.4881
2021-07-08,24.4881
2021-07-09,24.4881
2021-07-10,24.4881
2021-07-11,24.4881
2021-07-12,24.4881
2021-07-13,24.4881
2021-07-14,24.4881
2021-07-15,24.4881
2021-07-16,24.4881
2021-07-17,24.4881
2021-07-18,24.4881
2021-07-19,24.4881
2021-07-20,24.4881
2021-07-21,24.4881
2021-07-22,24.4881
2021-07-23,24.4881
2021-07-24,24.4881
2021-07-25,24.4881
2021-07-26,24.4881
2021-07-27,24.4881
2021-07-28,24.4881
2021-07-29,24.4881
2021-07-30,24.4881
2021-07-31,24.4881
2021-08-01,24.4881
2021-08-02,24.4881
2021-08-03,24.4881
2021-08-04,24.4881
2021-08-05,24.4881
2021-08-06,24.4881
2021-08-07,24.4881
2021-08-08,24.4881
2021-08-09,24.4881
2021-08-10,24.4881
2021-08-11,24.4881
2021-08-12,24.4881
2021-08-13,24.4881
2021-08-14,24.4881
2021-08-15,24.4881
2021-08-16,24.4881
2021-08-17,24.4881
2021-08-18,24.4881
2021-08-19,24.4881
2021-08-20,24.4881
2021-08-21,24.4881
2021-08-22,24.4881
2021-08-23,24.4881
2021-08-24,24.4881
2021-08-25,24.4881
2021-08-26,24.4881
2021-08-27,24.4881
2021-08-28,24.4881
2021-08-29,24.4881
2021-08-30,24.4881
2021-08-31,24.4881
2021-09-01,24.4881
2021-09-02,24.4881
2021-09-03,24.4881
2021-09-04,24.4881
2021-09-05,24.4881
2021-09-06,24.4881
2021-09-07,24.4881
2021-09-08,24.4881
2021-09-09,24.4881
2021-09-10,24.4881
2021-09-11,24.4881
2021-09-12,24.4881
2021-09-13,24.4881
2021-09-14,24.4881
2021-09-15,24.4881
2021-09-16,24.4881
2021-09-17,24.4881
2021-09-18,24.4881
2021-09-19,24.4881
2021-09-20,24.4881
2021-09-21,24.4881
2021-09-22,24.4881
2021-09-23,24.4881
2021-09-24,24.4881
2021-09-25,24.4881
2021-09-26,24.4881
2021-09-27,24.4881
2021-09-28,24.4881
2021-09-29,24.4881
2021-09-30,19.3737
2021-10-01,19.3737
2021-10-02,19.3737
2021-10-03,19.3737
2021-10-04,19.3737
2021-10-05,19.3737
2021-10-06,19.3737
2021-10-07,19.3737
2021-10-08,19.3737
2021-10-09,19.3737
2021-10-10,19.3737
2021-10-11,19.3737
2021-10-12,19.3737
2021-10-13,19.3737
2021-10-14,19.3737
2021-10-15,19.3737
2021-10-16,19.3737
2021-10-17,19.3737
2021-10-18,19.3737
2021-10-19,19.3737
2021-10-20,19.3737
2021-10-21,19.3737
2021-10-22,19.3737
2021-10-23,19.3737
2021-10-24,19.3737
2021-10-25,19.3737
2021-10-26,19.3737
2021-10-27,19.3737
2021-10-28,19.3737
2021-10-29,19.3737
2021-10-30,19.3737
2021-10-31,19.3737
2021-11-01,19.3737
2021-11-02,19.3737
2021-11-03,19.3737
2021-11-04,19.3737
2021-11-05,19.3737
2021-11-06,19.3737
2021-11-07,19.3737
2021-11-08,19.3737
2021-11-09,19.3737
2021-11-10,19.3737
2021-11-11,19.3737
2021-11-12,19.3737
2021-11-13,19.3737
2021-11-14,19.3737
2021-11-15,19.3737
2021-11-16,19.3737
2021-11-17,19.3737
2021-11-18,19.3737
2021-11-19,19.3737
2021-11-20,19.3737
2021-11-21,19.3737
2021-11-22,19.3737
2021-11-23,19.3737
2021-11-24,19.3737
2021-11-25,19.3737
2021-11-26,19.3737
2021-11-27,19.3737
2021-11-28,19.3737
2021-11-29,19.3737
2021-11-30,19.3737
2021-12-01,19.3737
2021-12-02,19.3737
2021-12-03,19.3737
2021-12-04,19.3737
2021-12-05,19.3737
2021-12-06,19.3737
2021-12-07,19.3737
2021-12-08,19.3737
2021-12-09,19.3737
2021-12-10,19.3737
2021-12-11,19.3737
2021-12-12,19.3737
2021-12-13,19.3737
2021-12-14,19.3737
2021-12-15,19.3737
2021-12-16,19.3737
2021-12-17,19.3737
2021-12-18,19.3737
2021-12-19,19.3737
2021-12-20,19.3737
2021-12-21,19.3737
2021-12-22,19.3737
2021-12-23,19.3737
2021-12-24,19.3737
2021-12-25,19.3737
2021-12-26,19.3737
2021-12-27,19.3737
2021-12-28,19.3737
2021-12-29,19.3737
2021-12-30,19.3737
2021-12-31,18.9169
2022-01-01,18.9169
2022-01-02,18.9169
2022-01-03,18.9169
2022-01-04,18.9169
2022-01-05,18.9169
2022-01-06,18.9169
2022-01-07,18.9169
2022-01-08,18.9169
2022-01-09,18.9169
2022-01-10,18.9169
2022-01-11,18.9169
2022-01-12,18.9169
2022-01-13,18.9169
2022-01-14,18.9169
2022-01-15,18.9169
2022-01-16,18.9169
2022-01-17,18.9169
2022-01-18,18.9169
2022-01-19,18.9169
2022-01-20,18.9169
2022-01-21,18.9169
2022-01-22,18.9169
2022-01-23,18.9169
2022-01-24,18.9169
2022-01-25,18.9169
2022-01-26,18.9169
2022-01-27,18.9169
2022-01-28,18.9169
2022-01-29,18.9169
2022-01-30,18.9169
2022-01-31,18.9169
2022-02-01,18.9169
2022-02-02,18.9169
2022-02-03,18.9169
2022-02-04,18.9169
2022-02-05,18.9169
2022-02-06,18.9169
2022-02-07,18.9169
2022-02-08,18.9169
2022-02-09,18.9169
2022-02-10,18.9169
2022-02-11,18.9169
2022-02-12,18.9169
2022-02-13,18.9169
2022-02-14,18.9169
2022-02-15,18.9169
2022-02-16,18.9169
2022-02-17,18.9169
2022-02-18,18.9169
2022-02-19,18.9169
2022-02-20,18.9169
2022-02-21,18.9169
2022-02-22,18.9169
2022-02-23,18.9169
2022-02-24,18.9169
2022-02-25,18.9169
2022-02-26,18.9169
2022-02-27,18.9169
2022-02-28,18.9169
2022-03-01,18.9169
2022-03-02,18.9169
2022-03-03,18.9169
2022-03-04,18.9169
2022-03-05,18.9169
2022-03-06,18.9169
2022-03-07,18.9169
2022-03-08,18.9169
2022-03-09,18.9169
2022-03-10,18.9169
2022-03-11,18.9169
2022-03-12,18.9169
2022-03-13,18.9169
2022-03-14,18.9169
2022-03-15,18.9169
2022-03-16,18.9169
2022-03-17,18.9169
2022-03-18,18.9169
2022-03-19,18.9169
2022-03-20,18.9169
2022-03-21,18.9169
2022-03-22,18.9169
2022-03-23,18.9169
2022-03-24,18.9169
2022-03-25,18.9169
2022-03-26,18.9169
2022-03-27,18.9169
2022-03-28,18.9169
2022-03-29,18.9169
2022-03-30,18.9169
2022-03-31,17.5006
2022-04-01,17.5006
2022-04-02,17.5006
2022-04-03,17.5006
2022-04-04,17.5006
2022-04-05,17.5006
2022-04-06,17.5006
2022-04-07,17.5006
2022-04-08,17.5006
2022-04-09,17.5006
2022-04-10,17.5006
2022-04-11,17.5006
2022-04-12,17.5006
2022-04-13,17.5006
2022-04-14,17.5006
2022-04-15,17.5006
2022-04-16,17.5006
2022-04-17,17.5006
2022-04-18,17.5006
2022-04-19,17.5006
2022-04-20,17.5006
2022-04-21,17.5006
2022-04-22,17.5006
2022-04-23,17.5006
2022-04-24,17.5006
2022-04-25,17.5006
2022-04-26,17.5006
2022-04-27,17.5006
2022-04-28,17.5006
2022-04-29,17.5006
2022-04-30,17.5006
2022-05-01,17.5006
2022-05-02,17.5006
2022-05-03,17.5006
2022-05-04,17.5006
2022-05-05,17.5006
2022-05-06,17.5006
2022-05-07,17.5006
2022-05-08,17.5006
2022-05-09,17.5006
2022-05-10,17.5006
2022-05-11,17.5006
2022-05-12,17.5006
2022-05-13,17.5006
2022-05-14,17.5006
2022-05-15,17.5006
2022-05-16,17.5006
2022-05-17,17.5006
2022-05-18,17.5006
2022-05-19,17.5006
2022-05-20,17.5006
2022-05-21,17.5006
2022-05-22,17.5006
2022-05-23,17.5006
2022-05-24,17.5006
2022-05-25,17.5006
2022-05-26,17.5006
2022-05-27,17.5006
2022-05-28,17.5006
2022-05-29,17.5006
2022-05-30,17.5006
2022-05-31,17.5006
2022-06-01,17.5006
2022-06-02,17.5006
2022-06-03,17.5006
2022-06-04,17.5006
2022-06-05,17.5006
2022-06-06,17.5006
2022-06-07,17.5006
2022-06-08,17.5006
2022-06-09,17.5006
2022-06-10,17.5006
2022-06-11,17.5006
2022-06-12,17.5006
2022-06-13,17.5006
2022-06-14,17.5006
2022-06-15,17.5006
2022-06-16,17.5006
2022-06-17,17.5006
2022-06-18,17.5006
2022-06-19,17.5006
2022-06-20,17.5006
2022-06-21,17.5006
2022-06-22,17.5006
2022-06-23,17.5006
2022-06-24,17.5006
2022-06-25,17.5006
2022-06-26,17.5006
2022-06-27,17.5006
2022-06-28,17.5006
2022-06-29,17.5006
2022-06-30,2.5652
2022-07-01,2.5652
2022-07-02,2.5652
2022-07-03,2.5652
2022-07-04,2.5652
2022-07-05,2.5652
2022-07-06,2.5652
2022-07-07,2.5652
2022-07-08,2.5652
2022-07-09,2.5652
2022-07-10,2.5652
2022-07-11,2.5652
2022-07-12,2.5652
2022-07-13,2.5652
2022-07-14,2.5652
2022-07-15,2.5652
2022-07-16,2.5652
2022-07-17,2.5652
2022-07-18,2.5652
2022-07-19,2.5652
2022-07-20,2.5652
2022-07-21,2.5652
2022-07-22,2.5652
2022-07-23,2.5652
2022-07-24,2.5652
2022-07-25,2.5652
2022-07-26,2.5652
2022-07-27,2.5652
2022-07-28,2.5652
2022-07-29,2.5652
2022-07-30,2.5652
2022-07-31,2.5652
2022-08-01,2.5652
2022-08-02,2.5652
2022-08-03,2.5652
2022-08-04,2.5652
2022-08-05,2.5652
2022-08-06,2.5652
2022-08-07,2.5652
2022-08-08,2.5652
2022-08-09,2.5652
2022-08-10,2.5652
2022-08-11,2.5652
2022-08-12,2.5652
2022-08-13,2.5652
2022-08-14,2.5652
2022-08-15,2.5652
2022-08-16,2.5652
2022-08-17,2.5652
2022-08-18,2.5652
2022-08-19,2.5652
2022-08-20,2.5652
2022-08-21,2.5652
2022-08-22,2.5652
2022-08-23,2.5652
2022-08-24,2.5652
2022-08-25,2.5652
2022-08-26,2.5652
2022-08-27,2.5652
2022-08-28,2.5652
2022-08-29,2.5652
2022-08-30,2.5652
2022-08-31,2.5652
2022-09-01,2.5652
2022-09-02,2.5652
2022-09-03,2.5652
2022-09-04,2.5652
2022-09-05,2.5652
2022-09-06,2.5652
2022-09-07,2.5652
2022-09-08,2.5652
2022-09-09,2.5652
2022-09-10,2.5652
2022-09-11,2.5652
2022-09-12,2.5652
2022-09-13,2.5652
2022-09-14,2.5652
2022-09-15,2.5652
2022-09-16,2.5652
2022-09-17,2.5652
2022-09-18,2.5652
2022-09-19,2.5652
2022-09-20,2.5652
2022-09-21,2.5652
2022-09-22,2.5652
2022-09-23,2.5652
2022-09-24,2.5652
2022-09-25,2.5652
2022-09-26,2.5652
2022-09-27,2.5652
2022-09-28,2.5652
2022-09-29,2.5652
2022-09-30,-0.2571
2022-10-01,-0.2571
2022-10-02,-0.2571
2022-10-03,-0.2571
2022-10-04,-0.2571
2022-10-05,-0.2571
2022-10-06,-0.2571
2022-10-07,-0.2571
2022-10-08,-0.2571
2022-10-09,-0.2571
2022-10-10,-0.2571
2022-10-11,-0.2571
2022-10-12,-0.2571
2022-10-13,-0.2571
2022-10-14,-0.2571
2022-10-15,-0.2571
2022-10-16,-0.2571
2022-10-17,-0.2571
2022-10-18,-0.2571
2022-10-19,-0.2571
2022-10-20,-0.2571
2022-10-21,-0.2571
2022-10-22,-0.2571
2022-10-23,-0.2571
2022-10-24,-0.2571
2022-10-25,-0.2571
2022-10-26,-0.2571
2022-10-27,-0.2571
2022-10-28,-0.2571
2022-10-29,-0.2571
2022-10-30,-0.2571
2022-10-31,-0.2571
2022-11-01,-0.2571
2022-11-02,-0.2571
2022-11-03,-0.2571
2022-11-04,-0.2571
2022-11-05,-0.2571
2022-11-06,-0.2571
2022-11-07,-0.2571
2022-11-08,-0.2571
2022-11-09,-0.2571
2022-11-10,-0.2571
2022-11-11,-0.2571
2022-11-12,-0.2571
2022-11-13,-0.2571
2022-11-14,-0.2571
2022-11-15,-0.2571
2022-11-16,-0.2571
2022-11-17,-0.2571
2022-11-18,-0.2571
2022-11-19,-0.2571
2022-11-20,-0.2571
2022-11-21,-0.2571
2022-11-22,-0.2571
2022-11-23,-0.2571
2022-11-24,-0.2571
2022-11-25,-0.2571
2022-11-26,-0.2571
2022-11-27,-0.2571
2022-11-28,-0.2571
2022-11-29,-0.2571
2022-11-30,-0.2571
2022-12-01,-0.2571
2022-12-02,-0.2571
2022-12-03,-0.2571
2022-12-04,-0.2571
2022-12-05,-0.2571
2022-12-06,-0.2571
2022-12-07,-0.2571
2022-12-08,-0.2571
2022-12-09,-0.2571
2022-12-10,-0.2571
2022-12-11,-0.2571
2022-12-12,-0.2571
2022-12-13,-0.2571
2022-12-14,-0.2571
2022-12-15,-0.2571
2022-12-16,-0.2571
2022-12-17,-0.2571
2022-12-18,-0.2571
2022-12-19,-0.2571
2022-12-20,-0.2571
2022-12-21,-0.2571
2022-12-22,-0.2571
2022-12-23,-0.2571
2022-12-24,-0.2571
2022-12-25,-0.2571
2022-12-26,-0.2571
2022-12-27,-0.2571
2022-12-28,-0.2571
2022-12-29,-0.2571
2022-12-30,-0.2571
2022-12-31,-4.6465
2023-01-01,-4.6465
2023-01-02,-4.6465
2023-01-03,-4.6465
2023-01-04,-4.6465
2023-01-05,-4.6465
2023-01-06,-4.6465
2023-01-07,-4.6465
2023-01-08,-4.6465
2023-01-09,-4.6465
2023-01-10,-4.6465
2023-01-11,-4.6465
2023-01-12,-4.6465
2023-01-13,-4.6465
2023-01-14,-4.6465
2023-01-15,-4.6465
2023-01-16,-4.6465
2023-01-17,-4.6465
2023-01-18,-4.6465
2023-01-19,-4.6465
2023-01-20,-4.6465
2023-01-21,-4.6465
2023-01-22,-4.6465
2023-01-23,-4.6465
2023-01-24,-4.6465
2023-01-25,-4.6465
2023-01-26,-4.6465
2023-01-27,-4.6465
2023-01-28,-4.6465
2023-01-29,-4.6465
2023-01-30,-4.6465
2023-01-31,-4.6465
2023-02-01,-4.6465
2023-02-02,-4.6465
2023-02-03,-4.6465
2023-02-04,-4.6465
2023-02-05,-4.6465
2023-02-06,-4.6465
2023-02-07,-4.6465
2023-02-08,-4.6465
2023-02-09,-4.6465
2023-02-10,-4.6465
2023-02-11,-4.6465
2023-02-12,-4.6465
2023-02-13,-4.6465
2023-02-14,-4.6465
2023-02-15,-4.6465
2023-02-16,-4.6465
2023-02-17,-4.6465
2023-02-18,-4.6465
2023-02-19,-4.6465
2023-02-20,-4.6465
2023-02-21,-4.6465
2023-02-22,-4.6465
2023-02-23,-4.6465
2023-02-24,-4.6465
2023-02-25,-4.6465
2023-02-26,-4.6465
2023-02-27,-4.6465
2023-02-28,-4.6465
2023-03-01,-4.6465
2023-03-02,-4.6465
2023-03-03,-4.6465
