,PPL US Equity
,RETURN_COM_EQY
2020-05-25,14.4257
2020-05-26,14.4257
2020-05-27,14.4257
2020-05-28,14.4257
2020-05-29,14.4257
2020-05-30,14.4257
2020-05-31,14.4257
2020-06-01,14.4257
2020-06-02,14.4257
2020-06-03,14.4257
2020-06-04,14.4257
2020-06-05,14.4257
2020-06-06,14.4257
2020-06-07,14.4257
2020-06-08,14.4257
2020-06-09,14.4257
2020-06-10,14.4257
2020-06-11,14.4257
2020-06-12,14.4257
2020-06-13,14.4257
2020-06-14,14.4257
2020-06-15,14.4257
2020-06-16,14.4257
2020-06-17,14.4257
2020-06-18,14.4257
2020-06-19,14.4257
2020-06-20,14.4257
2020-06-21,14.4257
2020-06-22,14.4257
2020-06-23,14.4257
2020-06-24,14.4257
2020-06-25,14.4257
2020-06-26,14.4257
2020-06-27,14.4257
2020-06-28,14.4257
2020-06-29,14.4257
2020-06-30,13.881
2020-07-01,13.881
2020-07-02,13.881
2020-07-03,13.881
2020-07-04,13.881
2020-07-05,13.881
2020-07-06,13.881
2020-07-07,13.881
2020-07-08,13.881
2020-07-09,13.881
2020-07-10,13.881
2020-07-11,13.881
2020-07-12,13.881
2020-07-13,13.881
2020-07-14,13.881
2020-07-15,13.881
2020-07-16,13.881
2020-07-17,13.881
2020-07-18,13.881
2020-07-19,13.881
2020-07-20,13.881
2020-07-21,13.881
2020-07-22,13.881
2020-07-23,13.881
2020-07-24,13.881
2020-07-25,13.881
2020-07-26,13.881
2020-07-27,13.881
2020-07-28,13.881
2020-07-29,13.881
2020-07-30,13.881
2020-07-31,13.881
2020-08-01,13.881
2020-08-02,13.881
2020-08-03,13.881
2020-08-04,13.881
2020-08-05,13.881
2020-08-06,13.881
2020-08-07,13.881
2020-08-08,13.881
2020-08-09,13.881
2020-08-10,13.881
2020-08-11,13.881
2020-08-12,13.881
2020-08-13,13.881
2020-08-14,13.881
2020-08-15,13.881
2020-08-16,13.881
2020-08-17,13.881
2020-08-18,13.881
2020-08-19,13.881
2020-08-20,13.881
2020-08-21,13.881
2020-08-22,13.881
2020-08-23,13.881
2020-08-24,13.881
2020-08-25,13.881
2020-08-26,13.881
2020-08-27,13.881
2020-08-28,13.881
2020-08-29,13.881
2020-08-30,13.881
2020-08-31,13.881
2020-09-01,13.881
2020-09-02,13.881
2020-09-03,13.881
2020-09-04,13.881
2020-09-05,13.881
2020-09-06,13.881
2020-09-07,13.881
2020-09-08,13.881
2020-09-09,13.881
2020-09-10,13.881
2020-09-11,13.881
2020-09-12,13.881
2020-09-13,13.881
2020-09-14,13.881
2020-09-15,13.881
2020-09-16,13.881
2020-09-17,13.881
2020-09-18,13.881
2020-09-19,13.881
2020-09-20,13.881
2020-09-21,13.881
2020-09-22,13.881
2020-09-23,13.881
2020-09-24,13.881
2020-09-25,13.881
2020-09-26,13.881
2020-09-27,13.881
2020-09-28,13.881
2020-09-29,13.881
2020-09-30,12.0603
2020-10-01,12.0603
2020-10-02,12.0603
2020-10-03,12.0603
2020-10-04,12.0603
2020-10-05,12.0603
2020-10-06,12.0603
2020-10-07,12.0603
2020-10-08,12.0603
2020-10-09,12.0603
2020-10-10,12.0603
2020-10-11,12.0603
2020-10-12,12.0603
2020-10-13,12.0603
2020-10-14,12.0603
2020-10-15,12.0603
2020-10-16,12.0603
2020-10-17,12.0603
2020-10-18,12.0603
2020-10-19,12.0603
2020-10-20,12.0603
2020-10-21,12.0603
2020-10-22,12.0603
2020-10-23,12.0603
2020-10-24,12.0603
2020-10-25,12.0603
2020-10-26,12.0603
2020-10-27,12.0603
2020-10-28,12.0603
2020-10-29,12.0603
2020-10-30,12.0603
2020-10-31,12.0603
2020-11-01,12.0603
2020-11-02,12.0603
2020-11-03,12.0603
2020-11-04,12.0603
2020-11-05,12.0603
2020-11-06,12.0603
2020-11-07,12.0603
2020-11-08,12.0603
2020-11-09,12.0603
2020-11-10,12.0603
2020-11-11,12.0603
2020-11-12,12.0603
2020-11-13,12.0603
2020-11-14,12.0603
2020-11-15,12.0603
2020-11-16,12.0603
2020-11-17,12.0603
2020-11-18,12.0603
2020-11-19,12.0603
2020-11-20,12.0603
2020-11-21,12.0603
2020-11-22,12.0603
2020-11-23,12.0603
2020-11-24,12.0603
2020-11-25,12.0603
2020-11-26,12.0603
2020-11-27,12.0603
2020-11-28,12.0603
2020-11-29,12.0603
2020-11-30,12.0603
2020-12-01,12.0603
2020-12-02,12.0603
2020-12-03,12.0603
2020-12-04,12.0603
2020-12-05,12.0603
2020-12-06,12.0603
2020-12-07,12.0603
2020-12-08,12.0603
2020-12-09,12.0603
2020-12-10,12.0603
2020-12-11,12.0603
2020-12-12,12.0603
2020-12-13,12.0603
2020-12-14,12.0603
2020-12-15,12.0603
2020-12-16,12.0603
2020-12-17,12.0603
2020-12-18,12.0603
2020-12-19,12.0603
2020-12-20,12.0603
2020-12-21,12.0603
2020-12-22,12.0603
2020-12-23,12.0603
2020-12-24,12.0603
2020-12-25,12.0603
2020-12-26,12.0603
2020-12-27,12.0603
2020-12-28,12.0603
2020-12-29,12.0603
2020-12-30,12.0603
2020-12-31,11.144
2021-01-01,11.144
2021-01-02,11.144
2021-01-03,11.144
2021-01-04,11.144
2021-01-05,11.144
2021-01-06,11.144
2021-01-07,11.144
2021-01-08,11.144
2021-01-09,11.144
2021-01-10,11.144
2021-01-11,11.144
2021-01-12,11.144
2021-01-13,11.144
2021-01-14,11.144
2021-01-15,11.144
2021-01-16,11.144
2021-01-17,11.144
2021-01-18,11.144
2021-01-19,11.144
2021-01-20,11.144
2021-01-21,11.144
2021-01-22,11.144
2021-01-23,11.144
2021-01-24,11.144
2021-01-25,11.144
2021-01-26,11.144
2021-01-27,11.144
2021-01-28,11.144
2021-01-29,11.144
2021-01-30,11.144
2021-01-31,11.144
2021-02-01,11.144
2021-02-02,11.144
2021-02-03,11.144
2021-02-04,11.144
2021-02-05,11.144
2021-02-06,11.144
2021-02-07,11.144
2021-02-08,11.144
2021-02-09,11.144
2021-02-10,11.144
2021-02-11,11.144
2021-02-12,11.144
2021-02-13,11.144
2021-02-14,11.144
2021-02-15,11.144
2021-02-16,11.144
2021-02-17,11.144
2021-02-18,11.144
2021-02-19,11.144
2021-02-20,11.144
2021-02-21,11.144
2021-02-22,11.144
2021-02-23,11.144
2021-02-24,11.144
2021-02-25,11.144
2021-02-26,11.144
2021-02-27,11.144
2021-02-28,11.144
2021-03-01,11.144
2021-03-02,11.144
2021-03-03,11.144
2021-03-04,11.144
2021-03-05,11.144
2021-03-06,11.144
2021-03-07,11.144
2021-03-08,11.144
2021-03-09,11.144
2021-03-10,11.144
2021-03-11,11.144
2021-03-12,11.144
2021-03-13,11.144
2021-03-14,11.144
2021-03-15,11.144
2021-03-16,11.144
2021-03-17,11.144
2021-03-18,11.144
2021-03-19,11.144
2021-03-20,11.144
2021-03-21,11.144
2021-03-22,11.144
2021-03-23,11.144
2021-03-24,11.144
2021-03-25,11.144
2021-03-26,11.144
2021-03-27,11.144
2021-03-28,11.144
2021-03-29,11.144
2021-03-30,11.144
2021-03-31,-7.4612
2021-04-01,-7.4612
2021-04-02,-7.4612
2021-04-03,-7.4612
2021-04-04,-7.4612
2021-04-05,-7.4612
2021-04-06,-7.4612
2021-04-07,-7.4612
2021-04-08,-7.4612
2021-04-09,-7.4612
2021-04-10,-7.4612
2021-04-11,-7.4612
2021-04-12,-7.4612
2021-04-13,-7.4612
2021-04-14,-7.4612
2021-04-15,-7.4612
2021-04-16,-7.4612
2021-04-17,-7.4612
2021-04-18,-7.4612
2021-04-19,-7.4612
2021-04-20,-7.4612
2021-04-21,-7.4612
2021-04-22,-7.4612
2021-04-23,-7.4612
2021-04-24,-7.4612
2021-04-25,-7.4612
2021-04-26,-7.4612
2021-04-27,-7.4612
2021-04-28,-7.4612
2021-04-29,-7.4612
2021-04-30,-7.4612
2021-05-01,-7.4612
2021-05-02,-7.4612
2021-05-03,-7.4612
2021-05-04,-7.4612
2021-05-05,-7.4612
2021-05-06,-7.4612
2021-05-07,-7.4612
2021-05-08,-7.4612
2021-05-09,-7.4612
2021-05-10,-7.4612
2021-05-11,-7.4612
2021-05-12,-7.4612
2021-05-13,-7.4612
2021-05-14,-7.4612
2021-05-15,-7.4612
2021-05-16,-7.4612
2021-05-17,-7.4612
2021-05-18,-7.4612
2021-05-19,-7.4612
2021-05-20,-7.4612
2021-05-21,-7.4612
2021-05-22,-7.4612
2021-05-23,-7.4612
2021-05-24,-7.4612
2021-05-25,-7.4612
2021-05-26,-7.4612
2021-05-27,-7.4612
2021-05-28,-7.4612
2021-05-29,-7.4612
2021-05-30,-7.4612
2021-05-31,-7.4612
2021-06-01,-7.4612
2021-06-02,-7.4612
2021-06-03,-7.4612
2021-06-04,-7.4612
2021-06-05,-7.4612
2021-06-06,-7.4612
2021-06-07,-7.4612
2021-06-08,-7.4612
2021-06-09,-7.4612
2021-06-10,-7.4612
2021-06-11,-7.4612
2021-06-12,-7.4612
2021-06-13,-7.4612
2021-06-14,-7.4612
2021-06-15,-7.4612
2021-06-16,-7.4612
2021-06-17,-7.4612
2021-06-18,-7.4612
2021-06-19,-7.4612
2021-06-20,-7.4612
2021-06-21,-7.4612
2021-06-22,-7.4612
2021-06-23,-7.4612
2021-06-24,-7.4612
2021-06-25,-7.4612
2021-06-26,-7.4612
2021-06-27,-7.4612
2021-06-28,-7.4612
2021-06-29,-7.4612
2021-06-30,-8.9298
2021-07-01,-8.9298
2021-07-02,-8.9298
2021-07-03,-8.9298
2021-07-04,-8.9298
2021-07-05,-8.9298
2021-07-06,-8.9298
2021-07-07,-8.9298
2021-07-08,-8.9298
2021-07-09,-8.9298
2021-07-10,-8.9298
2021-07-11,-8.9298
2021-07-12,-8.9298
2021-07-13,-8.9298
2021-07-14,-8.9298
2021-07-15,-8.9298
2021-07-16,-8.9298
2021-07-17,-8.9298
2021-07-18,-8.9298
2021-07-19,-8.9298
2021-07-20,-8.9298
2021-07-21,-8.9298
2021-07-22,-8.9298
2021-07-23,-8.9298
2021-07-24,-8.9298
2021-07-25,-8.9298
2021-07-26,-8.9298
2021-07-27,-8.9298
2021-07-28,-8.9298
2021-07-29,-8.9298
2021-07-30,-8.9298
2021-07-31,-8.9298
2021-08-01,-8.9298
2021-08-02,-8.9298
2021-08-03,-8.9298
2021-08-04,-8.9298
2021-08-05,-8.9298
2021-08-06,-8.9298
2021-08-07,-8.9298
2021-08-08,-8.9298
2021-08-09,-8.9298
2021-08-10,-8.9298
2021-08-11,-8.9298
2021-08-12,-8.9298
2021-08-13,-8.9298
2021-08-14,-8.9298
2021-08-15,-8.9298
2021-08-16,-8.9298
2021-08-17,-8.9298
2021-08-18,-8.9298
2021-08-19,-8.9298
2021-08-20,-8.9298
2021-08-21,-8.9298
2021-08-22,-8.9298
2021-08-23,-8.9298
2021-08-24,-8.9298
2021-08-25,-8.9298
2021-08-26,-8.9298
2021-08-27,-8.9298
2021-08-28,-8.9298
2021-08-29,-8.9298
2021-08-30,-8.9298
2021-08-31,-8.9298
2021-09-01,-8.9298
2021-09-02,-8.9298
2021-09-03,-8.9298
2021-09-04,-8.9298
2021-09-05,-8.9298
2021-09-06,-8.9298
2021-09-07,-8.9298
2021-09-08,-8.9298
2021-09-09,-8.9298
2021-09-10,-8.9298
2021-09-11,-8.9298
2021-09-12,-8.9298
2021-09-13,-8.9298
2021-09-14,-8.9298
2021-09-15,-8.9298
2021-09-16,-8.9298
2021-09-17,-8.9298
2021-09-18,-8.9298
2021-09-19,-8.9298
2021-09-20,-8.9298
2021-09-21,-8.9298
2021-09-22,-8.9298
2021-09-23,-8.9298
2021-09-24,-8.9298
2021-09-25,-8.9298
2021-09-26,-8.9298
2021-09-27,-8.9298
2021-09-28,-8.9298
2021-09-29,-8.9298
2021-09-30,-9.3695
2021-10-01,-9.3695
2021-10-02,-9.3695
2021-10-03,-9.3695
2021-10-04,-9.3695
2021-10-05,-9.3695
2021-10-06,-9.3695
2021-10-07,-9.3695
2021-10-08,-9.3695
2021-10-09,-9.3695
2021-10-10,-9.3695
2021-10-11,-9.3695
2021-10-12,-9.3695
2021-10-13,-9.3695
2021-10-14,-9.3695
2021-10-15,-9.3695
2021-10-16,-9.3695
2021-10-17,-9.3695
2021-10-18,-9.3695
2021-10-19,-9.3695
2021-10-20,-9.3695
2021-10-21,-9.3695
2021-10-22,-9.3695
2021-10-23,-9.3695
2021-10-24,-9.3695
2021-10-25,-9.3695
2021-10-26,-9.3695
2021-10-27,-9.3695
2021-10-28,-9.3695
2021-10-29,-9.3695
2021-10-30,-9.3695
2021-10-31,-9.3695
2021-11-01,-9.3695
2021-11-02,-9.3695
2021-11-03,-9.3695
2021-11-04,-9.3695
2021-11-05,-9.3695
2021-11-06,-9.3695
2021-11-07,-9.3695
2021-11-08,-9.3695
2021-11-09,-9.3695
2021-11-10,-9.3695
2021-11-11,-9.3695
2021-11-12,-9.3695
2021-11-13,-9.3695
2021-11-14,-9.3695
2021-11-15,-9.3695
2021-11-16,-9.3695
2021-11-17,-9.3695
2021-11-18,-9.3695
2021-11-19,-9.3695
2021-11-20,-9.3695
2021-11-21,-9.3695
2021-11-22,-9.3695
2021-11-23,-9.3695
2021-11-24,-9.3695
2021-11-25,-9.3695
2021-11-26,-9.3695
2021-11-27,-9.3695
2021-11-28,-9.3695
2021-11-29,-9.3695
2021-11-30,-9.3695
2021-12-01,-9.3695
2021-12-02,-9.3695
2021-12-03,-9.3695
2021-12-04,-9.3695
2021-12-05,-9.3695
2021-12-06,-9.3695
2021-12-07,-9.3695
2021-12-08,-9.3695
2021-12-09,-9.3695
2021-12-10,-9.3695
2021-12-11,-9.3695
2021-12-12,-9.3695
2021-12-13,-9.3695
2021-12-14,-9.3695
2021-12-15,-9.3695
2021-12-16,-9.3695
2021-12-17,-9.3695
2021-12-18,-9.3695
2021-12-19,-9.3695
2021-12-20,-9.3695
2021-12-21,-9.3695
2021-12-22,-9.3695
2021-12-23,-9.3695
2021-12-24,-9.3695
2021-12-25,-9.3695
2021-12-26,-9.3695
2021-12-27,-9.3695
2021-12-28,-9.3695
2021-12-29,-9.3695
2021-12-30,-9.3695
2021-12-31,-10.9241
2022-01-01,-10.9241
2022-01-02,-10.9241
2022-01-03,-10.9241
2022-01-04,-10.9241
2022-01-05,-10.9241
2022-01-06,-10.9241
2022-01-07,-10.9241
2022-01-08,-10.9241
2022-01-09,-10.9241
2022-01-10,-10.9241
2022-01-11,-10.9241
2022-01-12,-10.9241
2022-01-13,-10.9241
2022-01-14,-10.9241
2022-01-15,-10.9241
2022-01-16,-10.9241
2022-01-17,-10.9241
2022-01-18,-10.9241
2022-01-19,-10.9241
2022-01-20,-10.9241
2022-01-21,-10.9241
2022-01-22,-10.9241
2022-01-23,-10.9241
2022-01-24,-10.9241
2022-01-25,-10.9241
2022-01-26,-10.9241
2022-01-27,-10.9241
2022-01-28,-10.9241
2022-01-29,-10.9241
2022-01-30,-10.9241
2022-01-31,-10.9241
2022-02-01,-10.9241
2022-02-02,-10.9241
2022-02-03,-10.9241
2022-02-04,-10.9241
2022-02-05,-10.9241
2022-02-06,-10.9241
2022-02-07,-10.9241
2022-02-08,-10.9241
2022-02-09,-10.9241
2022-02-10,-10.9241
2022-02-11,-10.9241
2022-02-12,-10.9241
2022-02-13,-10.9241
2022-02-14,-10.9241
2022-02-15,-10.9241
2022-02-16,-10.9241
2022-02-17,-10.9241
2022-02-18,-10.9241
2022-02-19,-10.9241
2022-02-20,-10.9241
2022-02-21,-10.9241
2022-02-22,-10.9241
2022-02-23,-10.9241
2022-02-24,-10.9241
2022-02-25,-10.9241
2022-02-26,-10.9241
2022-02-27,-10.9241
2022-02-28,-10.9241
2022-03-01,-10.9241
2022-03-02,-10.9241
2022-03-03,-10.9241
2022-03-04,-10.9241
2022-03-05,-10.9241
2022-03-06,-10.9241
2022-03-07,-10.9241
2022-03-08,-10.9241
2022-03-09,-10.9241
2022-03-10,-10.9241
2022-03-11,-10.9241
2022-03-12,-10.9241
2022-03-13,-10.9241
2022-03-14,-10.9241
2022-03-15,-10.9241
2022-03-16,-10.9241
2022-03-17,-10.9241
2022-03-18,-10.9241
2022-03-19,-10.9241
2022-03-20,-10.9241
2022-03-21,-10.9241
2022-03-22,-10.9241
2022-03-23,-10.9241
2022-03-24,-10.9241
2022-03-25,-10.9241
2022-03-26,-10.9241
2022-03-27,-10.9241
2022-03-28,-10.9241
2022-03-29,-10.9241
2022-03-30,-10.9241
2022-03-31,4.9805
2022-04-01,4.9805
2022-04-02,4.9805
2022-04-03,4.9805
2022-04-04,4.9805
2022-04-05,4.9805
2022-04-06,4.9805
2022-04-07,4.9805
2022-04-08,4.9805
2022-04-09,4.9805
2022-04-10,4.9805
2022-04-11,4.9805
2022-04-12,4.9805
2022-04-13,4.9805
2022-04-14,4.9805
2022-04-15,4.9805
2022-04-16,4.9805
2022-04-17,4.9805
2022-04-18,4.9805
2022-04-19,4.9805
2022-04-20,4.9805
2022-04-21,4.9805
2022-04-22,4.9805
2022-04-23,4.9805
2022-04-24,4.9805
2022-04-25,4.9805
2022-04-26,4.9805
2022-04-27,4.9805
2022-04-28,4.9805
2022-04-29,4.9805
2022-04-30,4.9805
2022-05-01,4.9805
2022-05-02,4.9805
2022-05-03,4.9805
2022-05-04,4.9805
2022-05-05,4.9805
2022-05-06,4.9805
2022-05-07,4.9805
2022-05-08,4.9805
2022-05-09,4.9805
2022-05-10,4.9805
2022-05-11,4.9805
2022-05-12,4.9805
2022-05-13,4.9805
2022-05-14,4.9805
2022-05-15,4.9805
2022-05-16,4.9805
2022-05-17,4.9805
2022-05-18,4.9805
2022-05-19,4.9805
2022-05-20,4.9805
2022-05-21,4.9805
2022-05-22,4.9805
2022-05-23,4.9805
2022-05-24,4.9805
2022-05-25,4.9805
2022-05-26,4.9805
2022-05-27,4.9805
2022-05-28,4.9805
2022-05-29,4.9805
2022-05-30,4.9805
2022-05-31,4.9805
2022-06-01,4.9805
2022-06-02,4.9805
2022-06-03,4.9805
2022-06-04,4.9805
2022-06-05,4.9805
2022-06-06,4.9805
2022-06-07,4.9805
2022-06-08,4.9805
2022-06-09,4.9805
2022-06-10,4.9805
2022-06-11,4.9805
2022-06-12,4.9805
2022-06-13,4.9805
2022-06-14,4.9805
2022-06-15,4.9805
2022-06-16,4.9805
2022-06-17,4.9805
2022-06-18,4.9805
2022-06-19,4.9805
2022-06-20,4.9805
2022-06-21,4.9805
2022-06-22,4.9805
2022-06-23,4.9805
2022-06-24,4.9805
2022-06-25,4.9805
2022-06-26,4.9805
2022-06-27,4.9805
2022-06-28,4.9805
2022-06-29,4.9805
2022-06-30,5.0864
2022-07-01,5.0864
2022-07-02,5.0864
2022-07-03,5.0864
2022-07-04,5.0864
2022-07-05,5.0864
2022-07-06,5.0864
2022-07-07,5.0864
2022-07-08,5.0864
2022-07-09,5.0864
2022-07-10,5.0864
2022-07-11,5.0864
2022-07-12,5.0864
2022-07-13,5.0864
2022-07-14,5.0864
2022-07-15,5.0864
2022-07-16,5.0864
2022-07-17,5.0864
2022-07-18,5.0864
2022-07-19,5.0864
2022-07-20,5.0864
2022-07-21,5.0864
2022-07-22,5.0864
2022-07-23,5.0864
2022-07-24,5.0864
2022-07-25,5.0864
2022-07-26,5.0864
2022-07-27,5.0864
2022-07-28,5.0864
2022-07-29,5.0864
2022-07-30,5.0864
2022-07-31,5.0864
2022-08-01,5.0864
2022-08-02,5.0864
2022-08-03,5.0864
2022-08-04,5.0864
2022-08-05,5.0864
2022-08-06,5.0864
2022-08-07,5.0864
2022-08-08,5.0864
2022-08-09,5.0864
2022-08-10,5.0864
2022-08-11,5.0864
2022-08-12,5.0864
2022-08-13,5.0864
2022-08-14,5.0864
2022-08-15,5.0864
2022-08-16,5.0864
2022-08-17,5.0864
2022-08-18,5.0864
2022-08-19,5.0864
2022-08-20,5.0864
2022-08-21,5.0864
2022-08-22,5.0864
2022-08-23,5.0864
2022-08-24,5.0864
2022-08-25,5.0864
2022-08-26,5.0864
2022-08-27,5.0864
2022-08-28,5.0864
2022-08-29,5.0864
2022-08-30,5.0864
2022-08-31,5.0864
2022-09-01,5.0864
2022-09-02,5.0864
2022-09-03,5.0864
2022-09-04,5.0864
2022-09-05,5.0864
2022-09-06,5.0864
2022-09-07,5.0864
2022-09-08,5.0864
2022-09-09,5.0864
2022-09-10,5.0864
2022-09-11,5.0864
2022-09-12,5.0864
2022-09-13,5.0864
2022-09-14,5.0864
2022-09-15,5.0864
2022-09-16,5.0864
2022-09-17,5.0864
2022-09-18,5.0864
2022-09-19,5.0864
2022-09-20,5.0864
2022-09-21,5.0864
2022-09-22,5.0864
2022-09-23,5.0864
2022-09-24,5.0864
2022-09-25,5.0864
2022-09-26,5.0864
2022-09-27,5.0864
2022-09-28,5.0864
2022-09-29,5.0864
2022-09-30,4.9197
2022-10-01,4.9197
2022-10-02,4.9197
2022-10-03,4.9197
2022-10-04,4.9197
2022-10-05,4.9197
2022-10-06,4.9197
2022-10-07,4.9197
2022-10-08,4.9197
2022-10-09,4.9197
2022-10-10,4.9197
2022-10-11,4.9197
2022-10-12,4.9197
2022-10-13,4.9197
2022-10-14,4.9197
2022-10-15,4.9197
2022-10-16,4.9197
2022-10-17,4.9197
2022-10-18,4.9197
2022-10-19,4.9197
2022-10-20,4.9197
2022-10-21,4.9197
2022-10-22,4.9197
2022-10-23,4.9197
2022-10-24,4.9197
2022-10-25,4.9197
2022-10-26,4.9197
2022-10-27,4.9197
2022-10-28,4.9197
2022-10-29,4.9197
2022-10-30,4.9197
2022-10-31,4.9197
2022-11-01,4.9197
2022-11-02,4.9197
2022-11-03,4.9197
2022-11-04,4.9197
2022-11-05,4.9197
2022-11-06,4.9197
2022-11-07,4.9197
2022-11-08,4.9197
2022-11-09,4.9197
2022-11-10,4.9197
2022-11-11,4.9197
2022-11-12,4.9197
2022-11-13,4.9197
2022-11-14,4.9197
2022-11-15,4.9197
2022-11-16,4.9197
2022-11-17,4.9197
2022-11-18,4.9197
2022-11-19,4.9197
2022-11-20,4.9197
2022-11-21,4.9197
2022-11-22,4.9197
2022-11-23,4.9197
2022-11-24,4.9197
2022-11-25,4.9197
2022-11-26,4.9197
2022-11-27,4.9197
2022-11-28,4.9197
2022-11-29,4.9197
2022-11-30,4.9197
2022-12-01,4.9197
2022-12-02,4.9197
2022-12-03,4.9197
2022-12-04,4.9197
2022-12-05,4.9197
2022-12-06,4.9197
2022-12-07,4.9197
2022-12-08,4.9197
2022-12-09,4.9197
2022-12-10,4.9197
2022-12-11,4.9197
2022-12-12,4.9197
2022-12-13,4.9197
2022-12-14,4.9197
2022-12-15,4.9197
2022-12-16,4.9197
2022-12-17,4.9197
2022-12-18,4.9197
2022-12-19,4.9197
2022-12-20,4.9197
2022-12-21,4.9197
2022-12-22,4.9197
2022-12-23,4.9197
2022-12-24,4.9197
2022-12-25,4.9197
2022-12-26,4.9197
2022-12-27,4.9197
2022-12-28,4.9197
2022-12-29,4.9197
2022-12-30,4.9197
2022-12-31,5.4707
2023-01-01,5.4707
2023-01-02,5.4707
2023-01-03,5.4707
2023-01-04,5.4707
2023-01-05,5.4707
2023-01-06,5.4707
2023-01-07,5.4707
2023-01-08,5.4707
2023-01-09,5.4707
2023-01-10,5.4707
2023-01-11,5.4707
2023-01-12,5.4707
2023-01-13,5.4707
2023-01-14,5.4707
2023-01-15,5.4707
2023-01-16,5.4707
2023-01-17,5.4707
2023-01-18,5.4707
2023-01-19,5.4707
2023-01-20,5.4707
2023-01-21,5.4707
2023-01-22,5.4707
2023-01-23,5.4707
2023-01-24,5.4707
2023-01-25,5.4707
2023-01-26,5.4707
2023-01-27,5.4707
2023-01-28,5.4707
2023-01-29,5.4707
2023-01-30,5.4707
2023-01-31,5.4707
2023-02-01,5.4707
2023-02-02,5.4707
2023-02-03,5.4707
2023-02-04,5.4707
2023-02-05,5.4707
2023-02-06,5.4707
2023-02-07,5.4707
2023-02-08,5.4707
2023-02-09,5.4707
2023-02-10,5.4707
2023-02-11,5.4707
2023-02-12,5.4707
2023-02-13,5.4707
2023-02-14,5.4707
2023-02-15,5.4707
2023-02-16,5.4707
2023-02-17,5.4707
2023-02-18,5.4707
2023-02-19,5.4707
2023-02-20,5.4707
