,BJRI US Equity
2020-05-19,9.3507
2020-05-20,9.3507
2020-05-21,9.3507
2020-05-22,9.3507
2020-05-23,9.3507
2020-05-24,9.3507
2020-05-25,9.3507
2020-05-26,9.3507
2020-05-27,9.3507
2020-05-28,9.3507
2020-05-29,9.3507
2020-05-30,9.3507
2020-05-31,9.3507
2020-06-01,9.3507
2020-06-02,9.3507
2020-06-03,9.3507
2020-06-04,9.3507
2020-06-05,9.3507
2020-06-06,9.3507
2020-06-07,9.3507
2020-06-08,9.3507
2020-06-09,9.3507
2020-06-10,9.3507
2020-06-11,9.3507
2020-06-12,9.3507
2020-06-13,9.3507
2020-06-14,9.3507
2020-06-15,9.3507
2020-06-16,9.3507
2020-06-17,9.3507
2020-06-18,9.3507
2020-06-19,9.3507
2020-06-20,9.3507
2020-06-21,9.3507
2020-06-22,9.3507
2020-06-23,9.3507
2020-06-24,9.3507
2020-06-25,9.3507
2020-06-26,9.3507
2020-06-27,9.3507
2020-06-28,9.3507
2020-06-29,9.3507
2020-06-30,-4.7218
2020-07-01,-4.7218
2020-07-02,-4.7218
2020-07-03,-4.7218
2020-07-04,-4.7218
2020-07-05,-4.7218
2020-07-06,-4.7218
2020-07-07,-4.7218
2020-07-08,-4.7218
2020-07-09,-4.7218
2020-07-10,-4.7218
2020-07-11,-4.7218
2020-07-12,-4.7218
2020-07-13,-4.7218
2020-07-14,-4.7218
2020-07-15,-4.7218
2020-07-16,-4.7218
2020-07-17,-4.7218
2020-07-18,-4.7218
2020-07-19,-4.7218
2020-07-20,-4.7218
2020-07-21,-4.7218
2020-07-22,-4.7218
2020-07-23,-4.7218
2020-07-24,-4.7218
2020-07-25,-4.7218
2020-07-26,-4.7218
2020-07-27,-4.7218
2020-07-28,-4.7218
2020-07-29,-4.7218
2020-07-30,-4.7218
2020-07-31,-4.7218
2020-08-01,-4.7218
2020-08-02,-4.7218
2020-08-03,-4.7218
2020-08-04,-4.7218
2020-08-05,-4.7218
2020-08-06,-4.7218
2020-08-07,-4.7218
2020-08-08,-4.7218
2020-08-09,-4.7218
2020-08-10,-4.7218
2020-08-11,-4.7218
2020-08-12,-4.7218
2020-08-13,-4.7218
2020-08-14,-4.7218
2020-08-15,-4.7218
2020-08-16,-4.7218
2020-08-17,-4.7218
2020-08-18,-4.7218
2020-08-19,-4.7218
2020-08-20,-4.7218
2020-08-21,-4.7218
2020-08-22,-4.7218
2020-08-23,-4.7218
2020-08-24,-4.7218
2020-08-25,-4.7218
2020-08-26,-4.7218
2020-08-27,-4.7218
2020-08-28,-4.7218
2020-08-29,-4.7218
2020-08-30,-4.7218
2020-08-31,-4.7218
2020-09-01,-4.7218
2020-09-02,-4.7218
2020-09-03,-4.7218
2020-09-04,-4.7218
2020-09-05,-4.7218
2020-09-06,-4.7218
2020-09-07,-4.7218
2020-09-08,-4.7218
2020-09-09,-4.7218
2020-09-10,-4.7218
2020-09-11,-4.7218
2020-09-12,-4.7218
2020-09-13,-4.7218
2020-09-14,-4.7218
2020-09-15,-4.7218
2020-09-16,-4.7218
2020-09-17,-4.7218
2020-09-18,-4.7218
2020-09-19,-4.7218
2020-09-20,-4.7218
2020-09-21,-4.7218
2020-09-22,-4.7218
2020-09-23,-4.7218
2020-09-24,-4.7218
2020-09-25,-4.7218
2020-09-26,-4.7218
2020-09-27,-4.7218
2020-09-28,-4.7218
2020-09-29,-8.494
2020-09-30,-8.494
2020-10-01,-8.494
2020-10-02,-8.494
2020-10-03,-8.494
2020-10-04,-8.494
2020-10-05,-8.494
2020-10-06,-8.494
2020-10-07,-8.494
2020-10-08,-8.494
2020-10-09,-8.494
2020-10-10,-8.494
2020-10-11,-8.494
2020-10-12,-8.494
2020-10-13,-8.494
2020-10-14,-8.494
2020-10-15,-8.494
2020-10-16,-8.494
2020-10-17,-8.494
2020-10-18,-8.494
2020-10-19,-8.494
2020-10-20,-8.494
2020-10-21,-8.494
2020-10-22,-8.494
2020-10-23,-8.494
2020-10-24,-8.494
2020-10-25,-8.494
2020-10-26,-8.494
2020-10-27,-8.494
2020-10-28,-8.494
2020-10-29,-8.494
2020-10-30,-8.494
2020-10-31,-8.494
2020-11-01,-8.494
2020-11-02,-8.494
2020-11-03,-8.494
2020-11-04,-8.494
2020-11-05,-8.494
2020-11-06,-8.494
2020-11-07,-8.494
2020-11-08,-8.494
2020-11-09,-8.494
2020-11-10,-8.494
2020-11-11,-8.494
2020-11-12,-8.494
2020-11-13,-8.494
2020-11-14,-8.494
2020-11-15,-8.494
2020-11-16,-8.494
2020-11-17,-8.494
2020-11-18,-8.494
2020-11-19,-8.494
2020-11-20,-8.494
2020-11-21,-8.494
2020-11-22,-8.494
2020-11-23,-8.494
2020-11-24,-8.494
2020-11-25,-8.494
2020-11-26,-8.494
2020-11-27,-8.494
2020-11-28,-8.494
2020-11-29,-8.494
2020-11-30,-8.494
2020-12-01,-8.494
2020-12-02,-8.494
2020-12-03,-8.494
2020-12-04,-8.494
2020-12-05,-8.494
2020-12-06,-8.494
2020-12-07,-8.494
2020-12-08,-8.494
2020-12-09,-8.494
2020-12-10,-8.494
2020-12-11,-8.494
2020-12-12,-8.494
2020-12-13,-8.494
2020-12-14,-8.494
2020-12-15,-8.494
2020-12-16,-8.494
2020-12-17,-8.494
2020-12-18,-8.494
2020-12-19,-8.494
2020-12-20,-8.494
2020-12-21,-8.494
2020-12-22,-8.494
2020-12-23,-8.494
2020-12-24,-8.494
2020-12-25,-8.494
2020-12-26,-8.494
2020-12-27,-8.494
2020-12-28,-8.494
2020-12-29,-19.8211
2020-12-30,-19.8211
2020-12-31,-19.8211
2021-01-01,-19.8211
2021-01-02,-19.8211
2021-01-03,-19.8211
2021-01-04,-19.8211
2021-01-05,-19.8211
2021-01-06,-19.8211
2021-01-07,-19.8211
2021-01-08,-19.8211
2021-01-09,-19.8211
2021-01-10,-19.8211
2021-01-11,-19.8211
2021-01-12,-19.8211
2021-01-13,-19.8211
2021-01-14,-19.8211
2021-01-15,-19.8211
2021-01-16,-19.8211
2021-01-17,-19.8211
2021-01-18,-19.8211
2021-01-19,-19.8211
2021-01-20,-19.8211
2021-01-21,-19.8211
2021-01-22,-19.8211
2021-01-23,-19.8211
2021-01-24,-19.8211
2021-01-25,-19.8211
2021-01-26,-19.8211
2021-01-27,-19.8211
2021-01-28,-19.8211
2021-01-29,-19.8211
2021-01-30,-19.8211
2021-01-31,-19.8211
2021-02-01,-19.8211
2021-02-02,-19.8211
2021-02-03,-19.8211
2021-02-04,-19.8211
2021-02-05,-19.8211
2021-02-06,-19.8211
2021-02-07,-19.8211
2021-02-08,-19.8211
2021-02-09,-19.8211
2021-02-10,-19.8211
2021-02-11,-19.8211
2021-02-12,-19.8211
2021-02-13,-19.8211
2021-02-14,-19.8211
2021-02-15,-19.8211
2021-02-16,-19.8211
2021-02-17,-19.8211
2021-02-18,-19.8211
2021-02-19,-19.8211
2021-02-20,-19.8211
2021-02-21,-19.8211
2021-02-22,-19.8211
2021-02-23,-19.8211
2021-02-24,-19.8211
2021-02-25,-19.8211
2021-02-26,-19.8211
2021-02-27,-19.8211
2021-02-28,-19.8211
2021-03-01,-19.8211
2021-03-02,-19.8211
2021-03-03,-19.8211
2021-03-04,-19.8211
2021-03-05,-19.8211
2021-03-06,-19.8211
2021-03-07,-19.8211
2021-03-08,-19.8211
2021-03-09,-19.8211
2021-03-10,-19.8211
2021-03-11,-19.8211
2021-03-12,-19.8211
2021-03-13,-19.8211
2021-03-14,-19.8211
2021-03-15,-19.8211
2021-03-16,-19.8211
2021-03-17,-19.8211
2021-03-18,-19.8211
2021-03-19,-19.8211
2021-03-20,-19.8211
2021-03-21,-19.8211
2021-03-22,-19.8211
2021-03-23,-19.8211
2021-03-24,-19.8211
2021-03-25,-19.8211
2021-03-26,-19.8211
2021-03-27,-19.8211
2021-03-28,-19.8211
2021-03-29,-19.8211
2021-03-30,-19.0088
2021-03-31,-19.0088
2021-04-01,-19.0088
2021-04-02,-19.0088
2021-04-03,-19.0088
2021-04-04,-19.0088
2021-04-05,-19.0088
2021-04-06,-19.0088
2021-04-07,-19.0088
2021-04-08,-19.0088
2021-04-09,-19.0088
2021-04-10,-19.0088
2021-04-11,-19.0088
2021-04-12,-19.0088
2021-04-13,-19.0088
2021-04-14,-19.0088
2021-04-15,-19.0088
2021-04-16,-19.0088
2021-04-17,-19.0088
2021-04-18,-19.0088
2021-04-19,-19.0088
2021-04-20,-19.0088
2021-04-21,-19.0088
2021-04-22,-19.0088
2021-04-23,-19.0088
2021-04-24,-19.0088
2021-04-25,-19.0088
2021-04-26,-19.0088
2021-04-27,-19.0088
2021-04-28,-19.0088
2021-04-29,-19.0088
2021-04-30,-19.0088
2021-05-01,-19.0088
2021-05-02,-19.0088
2021-05-03,-19.0088
2021-05-04,-19.0088
2021-05-05,-19.0088
2021-05-06,-19.0088
2021-05-07,-19.0088
2021-05-08,-19.0088
2021-05-09,-19.0088
2021-05-10,-19.0088
2021-05-11,-19.0088
2021-05-12,-19.0088
2021-05-13,-19.0088
2021-05-14,-19.0088
2021-05-15,-19.0088
2021-05-16,-19.0088
2021-05-17,-19.0088
2021-05-18,-19.0088
2021-05-19,-19.0088
2021-05-20,-19.0088
2021-05-21,-19.0088
2021-05-22,-19.0088
2021-05-23,-19.0088
2021-05-24,-19.0088
2021-05-25,-19.0088
2021-05-26,-19.0088
2021-05-27,-19.0088
2021-05-28,-19.0088
2021-05-29,-19.0088
2021-05-30,-19.0088
2021-05-31,-19.0088
2021-06-01,-19.0088
2021-06-02,-19.0088
2021-06-03,-19.0088
2021-06-04,-19.0088
2021-06-05,-19.0088
2021-06-06,-19.0088
2021-06-07,-19.0088
2021-06-08,-19.0088
2021-06-09,-19.0088
2021-06-10,-19.0088
2021-06-11,-19.0088
2021-06-12,-19.0088
2021-06-13,-19.0088
2021-06-14,-19.0088
2021-06-15,-19.0088
2021-06-16,-19.0088
2021-06-17,-19.0088
2021-06-18,-19.0088
2021-06-19,-19.0088
2021-06-20,-19.0088
2021-06-21,-19.0088
2021-06-22,-19.0088
2021-06-23,-19.0088
2021-06-24,-19.0088
2021-06-25,-19.0088
2021-06-26,-19.0088
2021-06-27,-19.0088
2021-06-28,-19.0088
2021-06-29,-6.6201
2021-06-30,-6.6201
2021-07-01,-6.6201
2021-07-02,-6.6201
2021-07-03,-6.6201
2021-07-04,-6.6201
2021-07-05,-6.6201
2021-07-06,-6.6201
2021-07-07,-6.6201
2021-07-08,-6.6201
2021-07-09,-6.6201
2021-07-10,-6.6201
2021-07-11,-6.6201
2021-07-12,-6.6201
2021-07-13,-6.6201
2021-07-14,-6.6201
2021-07-15,-6.6201
2021-07-16,-6.6201
2021-07-17,-6.6201
2021-07-18,-6.6201
2021-07-19,-6.6201
2021-07-20,-6.6201
2021-07-21,-6.6201
2021-07-22,-6.6201
2021-07-23,-6.6201
2021-07-24,-6.6201
2021-07-25,-6.6201
2021-07-26,-6.6201
2021-07-27,-6.6201
2021-07-28,-6.6201
2021-07-29,-6.6201
2021-07-30,-6.6201
2021-07-31,-6.6201
2021-08-01,-6.6201
2021-08-02,-6.6201
2021-08-03,-6.6201
2021-08-04,-6.6201
2021-08-05,-6.6201
2021-08-06,-6.6201
2021-08-07,-6.6201
2021-08-08,-6.6201
2021-08-09,-6.6201
2021-08-10,-6.6201
2021-08-11,-6.6201
2021-08-12,-6.6201
2021-08-13,-6.6201
2021-08-14,-6.6201
2021-08-15,-6.6201
2021-08-16,-6.6201
2021-08-17,-6.6201
2021-08-18,-6.6201
2021-08-19,-6.6201
2021-08-20,-6.6201
2021-08-21,-6.6201
2021-08-22,-6.6201
2021-08-23,-6.6201
2021-08-24,-6.6201
2021-08-25,-6.6201
2021-08-26,-6.6201
2021-08-27,-6.6201
2021-08-28,-6.6201
2021-08-29,-6.6201
2021-08-30,-6.6201
2021-08-31,-6.6201
2021-09-01,-6.6201
2021-09-02,-6.6201
2021-09-03,-6.6201
2021-09-04,-6.6201
2021-09-05,-6.6201
2021-09-06,-6.6201
2021-09-07,-6.6201
2021-09-08,-6.6201
2021-09-09,-6.6201
2021-09-10,-6.6201
2021-09-11,-6.6201
2021-09-12,-6.6201
2021-09-13,-6.6201
2021-09-14,-6.6201
2021-09-15,-6.6201
2021-09-16,-6.6201
2021-09-17,-6.6201
2021-09-18,-6.6201
2021-09-19,-6.6201
2021-09-20,-6.6201
2021-09-21,-6.6201
2021-09-22,-6.6201
2021-09-23,-6.6201
2021-09-24,-6.6201
2021-09-25,-6.6201
2021-09-26,-6.6201
2021-09-27,-6.6201
2021-09-28,-5.2864
2021-09-29,-5.2864
2021-09-30,-5.2864
2021-10-01,-5.2864
2021-10-02,-5.2864
2021-10-03,-5.2864
2021-10-04,-5.2864
2021-10-05,-5.2864
2021-10-06,-5.2864
2021-10-07,-5.2864
2021-10-08,-5.2864
2021-10-09,-5.2864
2021-10-10,-5.2864
2021-10-11,-5.2864
2021-10-12,-5.2864
2021-10-13,-5.2864
2021-10-14,-5.2864
2021-10-15,-5.2864
2021-10-16,-5.2864
2021-10-17,-5.2864
2021-10-18,-5.2864
2021-10-19,-5.2864
2021-10-20,-5.2864
2021-10-21,-5.2864
2021-10-22,-5.2864
2021-10-23,-5.2864
2021-10-24,-5.2864
2021-10-25,-5.2864
2021-10-26,-5.2864
2021-10-27,-5.2864
2021-10-28,-5.2864
2021-10-29,-5.2864
2021-10-30,-5.2864
2021-10-31,-5.2864
2021-11-01,-5.2864
2021-11-02,-5.2864
2021-11-03,-5.2864
2021-11-04,-5.2864
2021-11-05,-5.2864
2021-11-06,-5.2864
2021-11-07,-5.2864
2021-11-08,-5.2864
2021-11-09,-5.2864
2021-11-10,-5.2864
2021-11-11,-5.2864
2021-11-12,-5.2864
2021-11-13,-5.2864
2021-11-14,-5.2864
2021-11-15,-5.2864
2021-11-16,-5.2864
2021-11-17,-5.2864
2021-11-18,-5.2864
2021-11-19,-5.2864
2021-11-20,-5.2864
2021-11-21,-5.2864
2021-11-22,-5.2864
2021-11-23,-5.2864
2021-11-24,-5.2864
2021-11-25,-5.2864
2021-11-26,-5.2864
2021-11-27,-5.2864
2021-11-28,-5.2864
2021-11-29,-5.2864
2021-11-30,-5.2864
2021-12-01,-5.2864
2021-12-02,-5.2864
2021-12-03,-5.2864
2021-12-04,-5.2864
2021-12-05,-5.2864
2021-12-06,-5.2864
2021-12-07,-5.2864
2021-12-08,-5.2864
2021-12-09,-5.2864
2021-12-10,-5.2864
2021-12-11,-5.2864
2021-12-12,-5.2864
2021-12-13,-5.2864
2021-12-14,-5.2864
2021-12-15,-5.2864
2021-12-16,-5.2864
2021-12-17,-5.2864
2021-12-18,-5.2864
2021-12-19,-5.2864
2021-12-20,-5.2864
2021-12-21,-5.2864
2021-12-22,-5.2864
2021-12-23,-5.2864
2021-12-24,-5.2864
2021-12-25,-5.2864
2021-12-26,-5.2864
2021-12-27,-5.2864
2021-12-28,-1.1492
2021-12-29,-1.1492
2021-12-30,-1.1492
2021-12-31,-1.1492
2022-01-01,-1.1492
2022-01-02,-1.1492
2022-01-03,-1.1492
2022-01-04,-1.1492
2022-01-05,-1.1492
2022-01-06,-1.1492
2022-01-07,-1.1492
2022-01-08,-1.1492
2022-01-09,-1.1492
2022-01-10,-1.1492
2022-01-11,-1.1492
2022-01-12,-1.1492
2022-01-13,-1.1492
2022-01-14,-1.1492
2022-01-15,-1.1492
2022-01-16,-1.1492
2022-01-17,-1.1492
2022-01-18,-1.1492
2022-01-19,-1.1492
2022-01-20,-1.1492
2022-01-21,-1.1492
2022-01-22,-1.1492
2022-01-23,-1.1492
2022-01-24,-1.1492
2022-01-25,-1.1492
2022-01-26,-1.1492
2022-01-27,-1.1492
2022-01-28,-1.1492
2022-01-29,-1.1492
2022-01-30,-1.1492
2022-01-31,-1.1492
2022-02-01,-1.1492
2022-02-02,-1.1492
2022-02-03,-1.1492
2022-02-04,-1.1492
2022-02-05,-1.1492
2022-02-06,-1.1492
2022-02-07,-1.1492
2022-02-08,-1.1492
2022-02-09,-1.1492
2022-02-10,-1.1492
2022-02-11,-1.1492
2022-02-12,-1.1492
2022-02-13,-1.1492
2022-02-14,-1.1492
2022-02-15,-1.1492
2022-02-16,-1.1492
2022-02-17,-1.1492
2022-02-18,-1.1492
2022-02-19,-1.1492
2022-02-20,-1.1492
2022-02-21,-1.1492
2022-02-22,-1.1492
2022-02-23,-1.1492
2022-02-24,-1.1492
2022-02-25,-1.1492
2022-02-26,-1.1492
2022-02-27,-1.1492
2022-02-28,-1.1492
2022-03-01,-1.1492
2022-03-02,-1.1492
2022-03-03,-1.1492
2022-03-04,-1.1492
2022-03-05,-1.1492
2022-03-06,-1.1492
2022-03-07,-1.1492
2022-03-08,-1.1492
2022-03-09,-1.1492
2022-03-10,-1.1492
2022-03-11,-1.1492
2022-03-12,-1.1492
2022-03-13,-1.1492
2022-03-14,-1.1492
2022-03-15,-1.1492
2022-03-16,-1.1492
2022-03-17,-1.1492
2022-03-18,-1.1492
2022-03-19,-1.1492
2022-03-20,-1.1492
2022-03-21,-1.1492
2022-03-22,-1.1492
2022-03-23,-1.1492
2022-03-24,-1.1492
2022-03-25,-1.1492
2022-03-26,-1.1492
2022-03-27,-1.1492
2022-03-28,-1.1492
2022-03-29,0.3002
2022-03-30,0.3002
2022-03-31,0.3002
2022-04-01,0.3002
2022-04-02,0.3002
2022-04-03,0.3002
2022-04-04,0.3002
2022-04-05,0.3002
2022-04-06,0.3002
2022-04-07,0.3002
2022-04-08,0.3002
2022-04-09,0.3002
2022-04-10,0.3002
2022-04-11,0.3002
2022-04-12,0.3002
2022-04-13,0.3002
2022-04-14,0.3002
2022-04-15,0.3002
2022-04-16,0.3002
2022-04-17,0.3002
2022-04-18,0.3002
2022-04-19,0.3002
2022-04-20,0.3002
2022-04-21,0.3002
2022-04-22,0.3002
2022-04-23,0.3002
2022-04-24,0.3002
2022-04-25,0.3002
2022-04-26,0.3002
2022-04-27,0.3002
2022-04-28,0.3002
2022-04-29,0.3002
2022-04-30,0.3002
2022-05-01,0.3002
2022-05-02,0.3002
2022-05-03,0.3002
2022-05-04,0.3002
2022-05-05,0.3002
2022-05-06,0.3002
2022-05-07,0.3002
2022-05-08,0.3002
2022-05-09,0.3002
2022-05-10,0.3002
2022-05-11,0.3002
2022-05-12,0.3002
2022-05-13,0.3002
2022-05-14,0.3002
2022-05-15,0.3002
2022-05-16,0.3002
2022-05-17,0.3002
2022-05-18,0.3002
2022-05-19,0.3002
2022-05-20,0.3002
2022-05-21,0.3002
2022-05-22,0.3002
2022-05-23,0.3002
2022-05-24,0.3002
2022-05-25,0.3002
2022-05-26,0.3002
2022-05-27,0.3002
2022-05-28,0.3002
2022-05-29,0.3002
2022-05-30,0.3002
2022-05-31,0.3002
2022-06-01,0.3002
2022-06-02,0.3002
2022-06-03,0.3002
2022-06-04,0.3002
2022-06-05,0.3002
2022-06-06,0.3002
2022-06-07,0.3002
2022-06-08,0.3002
2022-06-09,0.3002
2022-06-10,0.3002
2022-06-11,0.3002
2022-06-12,0.3002
2022-06-13,0.3002
2022-06-14,0.3002
2022-06-15,0.3002
2022-06-16,0.3002
2022-06-17,0.3002
2022-06-18,0.3002
2022-06-19,0.3002
2022-06-20,0.3002
2022-06-21,0.3002
2022-06-22,0.3002
2022-06-23,0.3002
2022-06-24,0.3002
2022-06-25,0.3002
2022-06-26,0.3002
2022-06-27,0.3002
2022-06-28,-1.5032
2022-06-29,-1.5032
2022-06-30,-1.5032
2022-07-01,-1.5032
2022-07-02,-1.5032
2022-07-03,-1.5032
2022-07-04,-1.5032
2022-07-05,-1.5032
2022-07-06,-1.5032
2022-07-07,-1.5032
2022-07-08,-1.5032
2022-07-09,-1.5032
2022-07-10,-1.5032
2022-07-11,-1.5032
2022-07-12,-1.5032
2022-07-13,-1.5032
2022-07-14,-1.5032
2022-07-15,-1.5032
2022-07-16,-1.5032
2022-07-17,-1.5032
2022-07-18,-1.5032
2022-07-19,-1.5032
2022-07-20,-1.5032
2022-07-21,-1.5032
2022-07-22,-1.5032
2022-07-23,-1.5032
2022-07-24,-1.5032
2022-07-25,-1.5032
2022-07-26,-1.5032
2022-07-27,-1.5032
2022-07-28,-1.5032
2022-07-29,-1.5032
2022-07-30,-1.5032
2022-07-31,-1.5032
2022-08-01,-1.5032
2022-08-02,-1.5032
2022-08-03,-1.5032
2022-08-04,-1.5032
2022-08-05,-1.5032
2022-08-06,-1.5032
2022-08-07,-1.5032
2022-08-08,-1.5032
2022-08-09,-1.5032
2022-08-10,-1.5032
2022-08-11,-1.5032
2022-08-12,-1.5032
2022-08-13,-1.5032
2022-08-14,-1.5032
2022-08-15,-1.5032
2022-08-16,-1.5032
2022-08-17,-1.5032
2022-08-18,-1.5032
2022-08-19,-1.5032
2022-08-20,-1.5032
2022-08-21,-1.5032
2022-08-22,-1.5032
2022-08-23,-1.5032
2022-08-24,-1.5032
2022-08-25,-1.5032
2022-08-26,-1.5032
2022-08-27,-1.5032
2022-08-28,-1.5032
2022-08-29,-1.5032
2022-08-30,-1.5032
2022-08-31,-1.5032
2022-09-01,-1.5032
2022-09-02,-1.5032
2022-09-03,-1.5032
2022-09-04,-1.5032
2022-09-05,-1.5032
2022-09-06,-1.5032
2022-09-07,-1.5032
2022-09-08,-1.5032
2022-09-09,-1.5032
2022-09-10,-1.5032
2022-09-11,-1.5032
2022-09-12,-1.5032
2022-09-13,-1.5032
2022-09-14,-1.5032
2022-09-15,-1.5032
2022-09-16,-1.5032
2022-09-17,-1.5032
2022-09-18,-1.5032
2022-09-19,-1.5032
2022-09-20,-1.5032
2022-09-21,-1.5032
2022-09-22,-1.5032
2022-09-23,-1.5032
2022-09-24,-1.5032
2022-09-25,-1.5032
2022-09-26,-1.5032
2022-09-27,-1.3471
2022-09-28,-1.3471
2022-09-29,-1.3471
2022-09-30,-1.3471
2022-10-01,-1.3471
2022-10-02,-1.3471
2022-10-03,-1.3471
2022-10-04,-1.3471
2022-10-05,-1.3471
2022-10-06,-1.3471
2022-10-07,-1.3471
2022-10-08,-1.3471
2022-10-09,-1.3471
2022-10-10,-1.3471
2022-10-11,-1.3471
2022-10-12,-1.3471
2022-10-13,-1.3471
2022-10-14,-1.3471
2022-10-15,-1.3471
2022-10-16,-1.3471
2022-10-17,-1.3471
2022-10-18,-1.3471
2022-10-19,-1.3471
2022-10-20,-1.3471
2022-10-21,-1.3471
2022-10-22,-1.3471
2022-10-23,-1.3471
2022-10-24,-1.3471
2022-10-25,-1.3471
2022-10-26,-1.3471
2022-10-27,-1.3471
2022-10-28,-1.3471
2022-10-29,-1.3471
2022-10-30,-1.3471
2022-10-31,-1.3471
2022-11-01,-1.3471
2022-11-02,-1.3471
2022-11-03,-1.3471
2022-11-04,-1.3471
2022-11-05,-1.3471
2022-11-06,-1.3471
2022-11-07,-1.3471
2022-11-08,-1.3471
2022-11-09,-1.3471
2022-11-10,-1.3471
2022-11-11,-1.3471
2022-11-12,-1.3471
2022-11-13,-1.3471
2022-11-14,-1.3471
2022-11-15,-1.3471
2022-11-16,-1.3471
2022-11-17,-1.3471
2022-11-18,-1.3471
2022-11-19,-1.3471
2022-11-20,-1.3471
2022-11-21,-1.3471
2022-11-22,-1.3471
2022-11-23,-1.3471
2022-11-24,-1.3471
2022-11-25,-1.3471
2022-11-26,-1.3471
2022-11-27,-1.3471
2022-11-28,-1.3471
2022-11-29,-1.3471
2022-11-30,-1.3471
2022-12-01,-1.3471
2022-12-02,-1.3471
2022-12-03,-1.3471
2022-12-04,-1.3471
2022-12-05,-1.3471
2022-12-06,-1.3471
2022-12-07,-1.3471
2022-12-08,-1.3471
2022-12-09,-1.3471
2022-12-10,-1.3471
2022-12-11,-1.3471
2022-12-12,-1.3471
2022-12-13,-1.3471
2022-12-14,-1.3471
2022-12-15,-1.3471
2022-12-16,-1.3471
2022-12-17,-1.3471
2022-12-18,-1.3471
2022-12-19,-1.3471
2022-12-20,-1.3471
2022-12-21,-1.3471
2022-12-22,-1.3471
2022-12-23,-1.3471
2022-12-24,-1.3471
2022-12-25,-1.3471
2022-12-26,-1.3471
2022-12-27,-1.3471
2022-12-28,-1.3471
2022-12-29,-1.3471
2022-12-30,-1.3471
2022-12-31,-1.3471
2023-01-01,-1.3471
2023-01-02,-1.3471
2023-01-03,1.2001
2023-01-04,1.2001
2023-01-05,1.2001
2023-01-06,1.2001
