,GM US Equity
2020-05-16,11.6447
2020-05-17,11.6447
2020-05-18,11.6447
2020-05-19,11.6447
2020-05-20,11.6447
2020-05-21,11.6447
2020-05-22,11.6447
2020-05-23,11.6447
2020-05-24,11.6447
2020-05-25,11.6447
2020-05-26,11.6447
2020-05-27,11.6447
2020-05-28,11.6447
2020-05-29,11.6447
2020-05-30,11.6447
2020-05-31,11.6447
2020-06-01,11.6447
2020-06-02,11.6447
2020-06-03,11.6447
2020-06-04,11.6447
2020-06-05,11.6447
2020-06-06,11.6447
2020-06-07,11.6447
2020-06-08,11.6447
2020-06-09,11.6447
2020-06-10,11.6447
2020-06-11,11.6447
2020-06-12,11.6447
2020-06-13,11.6447
2020-06-14,11.6447
2020-06-15,11.6447
2020-06-16,11.6447
2020-06-17,11.6447
2020-06-18,11.6447
2020-06-19,11.6447
2020-06-20,11.6447
2020-06-21,11.6447
2020-06-22,11.6447
2020-06-23,11.6447
2020-06-24,11.6447
2020-06-25,11.6447
2020-06-26,11.6447
2020-06-27,11.6447
2020-06-28,11.6447
2020-06-29,11.6447
2020-06-30,3.7068
2020-07-01,3.7068
2020-07-02,3.7068
2020-07-03,3.7068
2020-07-04,3.7068
2020-07-05,3.7068
2020-07-06,3.7068
2020-07-07,3.7068
2020-07-08,3.7068
2020-07-09,3.7068
2020-07-10,3.7068
2020-07-11,3.7068
2020-07-12,3.7068
2020-07-13,3.7068
2020-07-14,3.7068
2020-07-15,3.7068
2020-07-16,3.7068
2020-07-17,3.7068
2020-07-18,3.7068
2020-07-19,3.7068
2020-07-20,3.7068
2020-07-21,3.7068
2020-07-22,3.7068
2020-07-23,3.7068
2020-07-24,3.7068
2020-07-25,3.7068
2020-07-26,3.7068
2020-07-27,3.7068
2020-07-28,3.7068
2020-07-29,3.7068
2020-07-30,3.7068
2020-07-31,3.7068
2020-08-01,3.7068
2020-08-02,3.7068
2020-08-03,3.7068
2020-08-04,3.7068
2020-08-05,3.7068
2020-08-06,3.7068
2020-08-07,3.7068
2020-08-08,3.7068
2020-08-09,3.7068
2020-08-10,3.7068
2020-08-11,3.7068
2020-08-12,3.7068
2020-08-13,3.7068
2020-08-14,3.7068
2020-08-15,3.7068
2020-08-16,3.7068
2020-08-17,3.7068
2020-08-18,3.7068
2020-08-19,3.7068
2020-08-20,3.7068
2020-08-21,3.7068
2020-08-22,3.7068
2020-08-23,3.7068
2020-08-24,3.7068
2020-08-25,3.7068
2020-08-26,3.7068
2020-08-27,3.7068
2020-08-28,3.7068
2020-08-29,3.7068
2020-08-30,3.7068
2020-08-31,3.7068
2020-09-01,3.7068
2020-09-02,3.7068
2020-09-03,3.7068
2020-09-04,3.7068
2020-09-05,3.7068
2020-09-06,3.7068
2020-09-07,3.7068
2020-09-08,3.7068
2020-09-09,3.7068
2020-09-10,3.7068
2020-09-11,3.7068
2020-09-12,3.7068
2020-09-13,3.7068
2020-09-14,3.7068
2020-09-15,3.7068
2020-09-16,3.7068
2020-09-17,3.7068
2020-09-18,3.7068
2020-09-19,3.7068
2020-09-20,3.7068
2020-09-21,3.7068
2020-09-22,3.7068
2020-09-23,3.7068
2020-09-24,3.7068
2020-09-25,3.7068
2020-09-26,3.7068
2020-09-27,3.7068
2020-09-28,3.7068
2020-09-29,3.7068
2020-09-30,7.3133
2020-10-01,7.3133
2020-10-02,7.3133
2020-10-03,7.3133
2020-10-04,7.3133
2020-10-05,7.3133
2020-10-06,7.3133
2020-10-07,7.3133
2020-10-08,7.3133
2020-10-09,7.3133
2020-10-10,7.3133
2020-10-11,7.3133
2020-10-12,7.3133
2020-10-13,7.3133
2020-10-14,7.3133
2020-10-15,7.3133
2020-10-16,7.3133
2020-10-17,7.3133
2020-10-18,7.3133
2020-10-19,7.3133
2020-10-20,7.3133
2020-10-21,7.3133
2020-10-22,7.3133
2020-10-23,7.3133
2020-10-24,7.3133
2020-10-25,7.3133
2020-10-26,7.3133
2020-10-27,7.3133
2020-10-28,7.3133
2020-10-29,7.3133
2020-10-30,7.3133
2020-10-31,7.3133
2020-11-01,7.3133
2020-11-02,7.3133
2020-11-03,7.3133
2020-11-04,7.3133
2020-11-05,7.3133
2020-11-06,7.3133
2020-11-07,7.3133
2020-11-08,7.3133
2020-11-09,7.3133
2020-11-10,7.3133
2020-11-11,7.3133
2020-11-12,7.3133
2020-11-13,7.3133
2020-11-14,7.3133
2020-11-15,7.3133
2020-11-16,7.3133
2020-11-17,7.3133
2020-11-18,7.3133
2020-11-19,7.3133
2020-11-20,7.3133
2020-11-21,7.3133
2020-11-22,7.3133
2020-11-23,7.3133
2020-11-24,7.3133
2020-11-25,7.3133
2020-11-26,7.3133
2020-11-27,7.3133
2020-11-28,7.3133
2020-11-29,7.3133
2020-11-30,7.3133
2020-12-01,7.3133
2020-12-02,7.3133
2020-12-03,7.3133
2020-12-04,7.3133
2020-12-05,7.3133
2020-12-06,7.3133
2020-12-07,7.3133
2020-12-08,7.3133
2020-12-09,7.3133
2020-12-10,7.3133
2020-12-11,7.3133
2020-12-12,7.3133
2020-12-13,7.3133
2020-12-14,7.3133
2020-12-15,7.3133
2020-12-16,7.3133
2020-12-17,7.3133
2020-12-18,7.3133
2020-12-19,7.3133
2020-12-20,7.3133
2020-12-21,7.3133
2020-12-22,7.3133
2020-12-23,7.3133
2020-12-24,7.3133
2020-12-25,7.3133
2020-12-26,7.3133
2020-12-27,7.3133
2020-12-28,7.3133
2020-12-29,7.3133
2020-12-30,7.3133
2020-12-31,14.3904
2021-01-01,14.3904
2021-01-02,14.3904
2021-01-03,14.3904
2021-01-04,14.3904
2021-01-05,14.3904
2021-01-06,14.3904
2021-01-07,14.3904
2021-01-08,14.3904
2021-01-09,14.3904
2021-01-10,14.3904
2021-01-11,14.3904
2021-01-12,14.3904
2021-01-13,14.3904
2021-01-14,14.3904
2021-01-15,14.3904
2021-01-16,14.3904
2021-01-17,14.3904
2021-01-18,14.3904
2021-01-19,14.3904
2021-01-20,14.3904
2021-01-21,14.3904
2021-01-22,14.3904
2021-01-23,14.3904
2021-01-24,14.3904
2021-01-25,14.3904
2021-01-26,14.3904
2021-01-27,14.3904
2021-01-28,14.3904
2021-01-29,14.3904
2021-01-30,14.3904
2021-01-31,14.3904
2021-02-01,14.3904
2021-02-02,14.3904
2021-02-03,14.3904
2021-02-04,14.3904
2021-02-05,14.3904
2021-02-06,14.3904
2021-02-07,14.3904
2021-02-08,14.3904
2021-02-09,14.3904
2021-02-10,14.3904
2021-02-11,14.3904
2021-02-12,14.3904
2021-02-13,14.3904
2021-02-14,14.3904
2021-02-15,14.3904
2021-02-16,14.3904
2021-02-17,14.3904
2021-02-18,14.3904
2021-02-19,14.3904
2021-02-20,14.3904
2021-02-21,14.3904
2021-02-22,14.3904
2021-02-23,14.3904
2021-02-24,14.3904
2021-02-25,14.3904
2021-02-26,14.3904
2021-02-27,14.3904
2021-02-28,14.3904
2021-03-01,14.3904
2021-03-02,14.3904
2021-03-03,14.3904
2021-03-04,14.3904
2021-03-05,14.3904
2021-03-06,14.3904
2021-03-07,14.3904
2021-03-08,14.3904
2021-03-09,14.3904
2021-03-10,14.3904
2021-03-11,14.3904
2021-03-12,14.3904
2021-03-13,14.3904
2021-03-14,14.3904
2021-03-15,14.3904
2021-03-16,14.3904
2021-03-17,14.3904
2021-03-18,14.3904
2021-03-19,14.3904
2021-03-20,14.3904
2021-03-21,14.3904
2021-03-22,14.3904
2021-03-23,14.3904
2021-03-24,14.3904
2021-03-25,14.3904
2021-03-26,14.3904
2021-03-27,14.3904
2021-03-28,14.3904
2021-03-29,14.3904
2021-03-30,14.3904
2021-03-31,20.2948
2021-04-01,20.2948
2021-04-02,20.2948
2021-04-03,20.2948
2021-04-04,20.2948
2021-04-05,20.2948
2021-04-06,20.2948
2021-04-07,20.2948
2021-04-08,20.2948
2021-04-09,20.2948
2021-04-10,20.2948
2021-04-11,20.2948
2021-04-12,20.2948
2021-04-13,20.2948
2021-04-14,20.2948
2021-04-15,20.2948
2021-04-16,20.2948
2021-04-17,20.2948
2021-04-18,20.2948
2021-04-19,20.2948
2021-04-20,20.2948
2021-04-21,20.2948
2021-04-22,20.2948
2021-04-23,20.2948
2021-04-24,20.2948
2021-04-25,20.2948
2021-04-26,20.2948
2021-04-27,20.2948
2021-04-28,20.2948
2021-04-29,20.2948
2021-04-30,20.2948
2021-05-01,20.2948
2021-05-02,20.2948
2021-05-03,20.2948
2021-05-04,20.2948
2021-05-05,20.2948
2021-05-06,20.2948
2021-05-07,20.2948
2021-05-08,20.2948
2021-05-09,20.2948
2021-05-10,20.2948
2021-05-11,20.2948
2021-05-12,20.2948
2021-05-13,20.2948
2021-05-14,20.2948
2021-05-15,20.2948
2021-05-16,20.2948
2021-05-17,20.2948
2021-05-18,20.2948
2021-05-19,20.2948
2021-05-20,20.2948
2021-05-21,20.2948
2021-05-22,20.2948
2021-05-23,20.2948
2021-05-24,20.2948
2021-05-25,20.2948
2021-05-26,20.2948
2021-05-27,20.2948
2021-05-28,20.2948
2021-05-29,20.2948
2021-05-30,20.2948
2021-05-31,20.2948
2021-06-01,20.2948
2021-06-02,20.2948
2021-06-03,20.2948
2021-06-04,20.2948
2021-06-05,20.2948
2021-06-06,20.2948
2021-06-07,20.2948
2021-06-08,20.2948
2021-06-09,20.2948
2021-06-10,20.2948
2021-06-11,20.2948
2021-06-12,20.2948
2021-06-13,20.2948
2021-06-14,20.2948
2021-06-15,20.2948
2021-06-16,20.2948
2021-06-17,20.2948
2021-06-18,20.2948
2021-06-19,20.2948
2021-06-20,20.2948
2021-06-21,20.2948
2021-06-22,20.2948
2021-06-23,20.2948
2021-06-24,20.2948
2021-06-25,20.2948
2021-06-26,20.2948
2021-06-27,20.2948
2021-06-28,20.2948
2021-06-29,20.2948
2021-06-30,27.639
2021-07-01,27.639
2021-07-02,27.639
2021-07-03,27.639
2021-07-04,27.639
2021-07-05,27.639
2021-07-06,27.639
2021-07-07,27.639
2021-07-08,27.639
2021-07-09,27.639
2021-07-10,27.639
2021-07-11,27.639
2021-07-12,27.639
2021-07-13,27.639
2021-07-14,27.639
2021-07-15,27.639
2021-07-16,27.639
2021-07-17,27.639
2021-07-18,27.639
2021-07-19,27.639
2021-07-20,27.639
2021-07-21,27.639
2021-07-22,27.639
2021-07-23,27.639
2021-07-24,27.639
2021-07-25,27.639
2021-07-26,27.639
2021-07-27,27.639
2021-07-28,27.639
2021-07-29,27.639
2021-07-30,27.639
2021-07-31,27.639
2021-08-01,27.639
2021-08-02,27.639
2021-08-03,27.639
2021-08-04,27.639
2021-08-05,27.639
2021-08-06,27.639
2021-08-07,27.639
2021-08-08,27.639
2021-08-09,27.639
2021-08-10,27.639
2021-08-11,27.639
2021-08-12,27.639
2021-08-13,27.639
2021-08-14,27.639
2021-08-15,27.639
2021-08-16,27.639
2021-08-17,27.639
2021-08-18,27.639
2021-08-19,27.639
2021-08-20,27.639
2021-08-21,27.639
2021-08-22,27.639
2021-08-23,27.639
2021-08-24,27.639
2021-08-25,27.639
2021-08-26,27.639
2021-08-27,27.639
2021-08-28,27.639
2021-08-29,27.639
2021-08-30,27.639
2021-08-31,27.639
2021-09-01,27.639
2021-09-02,27.639
2021-09-03,27.639
2021-09-04,27.639
2021-09-05,27.639
2021-09-06,27.639
2021-09-07,27.639
2021-09-08,27.639
2021-09-09,27.639
2021-09-10,27.639
2021-09-11,27.639
2021-09-12,27.639
2021-09-13,27.639
2021-09-14,27.639
2021-09-15,27.639
2021-09-16,27.639
2021-09-17,27.639
2021-09-18,27.639
2021-09-19,27.639
2021-09-20,27.639
2021-09-21,27.639
2021-09-22,27.639
2021-09-23,27.639
2021-09-24,27.639
2021-09-25,27.639
2021-09-26,27.639
2021-09-27,27.639
2021-09-28,27.639
2021-09-29,27.639
2021-09-30,22.4472
2021-10-01,22.4472
2021-10-02,22.4472
2021-10-03,22.4472
2021-10-04,22.4472
2021-10-05,22.4472
2021-10-06,22.4472
2021-10-07,22.4472
2021-10-08,22.4472
2021-10-09,22.4472
2021-10-10,22.4472
2021-10-11,22.4472
2021-10-12,22.4472
2021-10-13,22.4472
2021-10-14,22.4472
2021-10-15,22.4472
2021-10-16,22.4472
2021-10-17,22.4472
2021-10-18,22.4472
2021-10-19,22.4472
2021-10-20,22.4472
2021-10-21,22.4472
2021-10-22,22.4472
2021-10-23,22.4472
2021-10-24,22.4472
2021-10-25,22.4472
2021-10-26,22.4472
2021-10-27,22.4472
2021-10-28,22.4472
2021-10-29,22.4472
2021-10-30,22.4472
2021-10-31,22.4472
2021-11-01,22.4472
2021-11-02,22.4472
2021-11-03,22.4472
2021-11-04,22.4472
2021-11-05,22.4472
2021-11-06,22.4472
2021-11-07,22.4472
2021-11-08,22.4472
2021-11-09,22.4472
2021-11-10,22.4472
2021-11-11,22.4472
2021-11-12,22.4472
2021-11-13,22.4472
2021-11-14,22.4472
2021-11-15,22.4472
2021-11-16,22.4472
2021-11-17,22.4472
2021-11-18,22.4472
2021-11-19,22.4472
2021-11-20,22.4472
2021-11-21,22.4472
2021-11-22,22.4472
2021-11-23,22.4472
2021-11-24,22.4472
2021-11-25,22.4472
2021-11-26,22.4472
2021-11-27,22.4472
2021-11-28,22.4472
2021-11-29,22.4472
2021-11-30,22.4472
2021-12-01,22.4472
2021-12-02,22.4472
2021-12-03,22.4472
2021-12-04,22.4472
2021-12-05,22.4472
2021-12-06,22.4472
2021-12-07,22.4472
2021-12-08,22.4472
2021-12-09,22.4472
2021-12-10,22.4472
2021-12-11,22.4472
2021-12-12,22.4472
2021-12-13,22.4472
2021-12-14,22.4472
2021-12-15,22.4472
2021-12-16,22.4472
2021-12-17,22.4472
2021-12-18,22.4472
2021-12-19,22.4472
2021-12-20,22.4472
2021-12-21,22.4472
2021-12-22,22.4472
2021-12-23,22.4472
2021-12-24,22.4472
2021-12-25,22.4472
2021-12-26,22.4472
2021-12-27,22.4472
2021-12-28,22.4472
2021-12-29,22.4472
2021-12-30,22.4472
2021-12-31,18.7776
2022-01-01,18.7776
2022-01-02,18.7776
2022-01-03,18.7776
2022-01-04,18.7776
2022-01-05,18.7776
2022-01-06,18.7776
2022-01-07,18.7776
2022-01-08,18.7776
2022-01-09,18.7776
2022-01-10,18.7776
2022-01-11,18.7776
2022-01-12,18.7776
2022-01-13,18.7776
2022-01-14,18.7776
2022-01-15,18.7776
2022-01-16,18.7776
2022-01-17,18.7776
2022-01-18,18.7776
2022-01-19,18.7776
2022-01-20,18.7776
2022-01-21,18.7776
2022-01-22,18.7776
2022-01-23,18.7776
2022-01-24,18.7776
2022-01-25,18.7776
2022-01-26,18.7776
2022-01-27,18.7776
2022-01-28,18.7776
2022-01-29,18.7776
2022-01-30,18.7776
2022-01-31,18.7776
2022-02-01,18.7776
2022-02-02,18.7776
2022-02-03,18.7776
2022-02-04,18.7776
2022-02-05,18.7776
2022-02-06,18.7776
2022-02-07,18.7776
2022-02-08,18.7776
2022-02-09,18.7776
2022-02-10,18.7776
2022-02-11,18.7776
2022-02-12,18.7776
2022-02-13,18.7776
2022-02-14,18.7776
2022-02-15,18.7776
2022-02-16,18.7776
2022-02-17,18.7776
2022-02-18,18.7776
2022-02-19,18.7776
2022-02-20,18.7776
2022-02-21,18.7776
2022-02-22,18.7776
2022-02-23,18.7776
2022-02-24,18.7776
2022-02-25,18.7776
2022-02-26,18.7776
2022-02-27,18.7776
2022-02-28,18.7776
2022-03-01,18.7776
2022-03-02,18.7776
2022-03-03,18.7776
2022-03-04,18.7776
2022-03-05,18.7776
2022-03-06,18.7776
2022-03-07,18.7776
2022-03-08,18.7776
2022-03-09,18.7776
2022-03-10,18.7776
2022-03-11,18.7776
2022-03-12,18.7776
2022-03-13,18.7776
2022-03-14,18.7776
2022-03-15,18.7776
2022-03-16,18.7776
2022-03-17,18.7776
2022-03-18,18.7776
2022-03-19,18.7776
2022-03-20,18.7776
2022-03-21,18.7776
2022-03-22,18.7776
2022-03-23,18.7776
2022-03-24,18.7776
2022-03-25,18.7776
2022-03-26,18.7776
2022-03-27,18.7776
2022-03-28,18.7776
2022-03-29,18.7776
2022-03-30,18.7776
2022-03-31,16.0235
2022-04-01,16.0235
2022-04-02,16.0235
2022-04-03,16.0235
2022-04-04,16.0235
2022-04-05,16.0235
2022-04-06,16.0235
2022-04-07,16.0235
2022-04-08,16.0235
2022-04-09,16.0235
2022-04-10,16.0235
2022-04-11,16.0235
2022-04-12,16.0235
2022-04-13,16.0235
2022-04-14,16.0235
2022-04-15,16.0235
2022-04-16,16.0235
2022-04-17,16.0235
2022-04-18,16.0235
2022-04-19,16.0235
2022-04-20,16.0235
2022-04-21,16.0235
2022-04-22,16.0235
2022-04-23,16.0235
2022-04-24,16.0235
2022-04-25,16.0235
2022-04-26,16.0235
2022-04-27,16.0235
2022-04-28,16.0235
2022-04-29,16.0235
2022-04-30,16.0235
2022-05-01,16.0235
2022-05-02,16.0235
2022-05-03,16.0235
2022-05-04,16.0235
2022-05-05,16.0235
2022-05-06,16.0235
2022-05-07,16.0235
2022-05-08,16.0235
2022-05-09,16.0235
2022-05-10,16.0235
2022-05-11,16.0235
2022-05-12,16.0235
2022-05-13,16.0235
2022-05-14,16.0235
2022-05-15,16.0235
2022-05-16,16.0235
2022-05-17,16.0235
2022-05-18,16.0235
2022-05-19,16.0235
2022-05-20,16.0235
2022-05-21,16.0235
2022-05-22,16.0235
2022-05-23,16.0235
2022-05-24,16.0235
2022-05-25,16.0235
2022-05-26,16.0235
2022-05-27,16.0235
2022-05-28,16.0235
2022-05-29,16.0235
2022-05-30,16.0235
2022-05-31,16.0235
2022-06-01,16.0235
2022-06-02,16.0235
2022-06-03,16.0235
2022-06-04,16.0235
2022-06-05,16.0235
2022-06-06,16.0235
2022-06-07,16.0235
2022-06-08,16.0235
2022-06-09,16.0235
2022-06-10,16.0235
2022-06-11,16.0235
2022-06-12,16.0235
2022-06-13,16.0235
2022-06-14,16.0235
2022-06-15,16.0235
2022-06-16,16.0235
2022-06-17,16.0235
2022-06-18,16.0235
2022-06-19,16.0235
2022-06-20,16.0235
2022-06-21,16.0235
2022-06-22,16.0235
2022-06-23,16.0235
2022-06-24,16.0235
2022-06-25,16.0235
2022-06-26,16.0235
2022-06-27,16.0235
2022-06-28,16.0235
2022-06-29,16.0235
2022-06-30,13.3607
2022-07-01,13.3607
2022-07-02,13.3607
2022-07-03,13.3607
2022-07-04,13.3607
2022-07-05,13.3607
2022-07-06,13.3607
2022-07-07,13.3607
2022-07-08,13.3607
2022-07-09,13.3607
2022-07-10,13.3607
2022-07-11,13.3607
2022-07-12,13.3607
2022-07-13,13.3607
2022-07-14,13.3607
2022-07-15,13.3607
2022-07-16,13.3607
2022-07-17,13.3607
2022-07-18,13.3607
2022-07-19,13.3607
2022-07-20,13.3607
2022-07-21,13.3607
2022-07-22,13.3607
2022-07-23,13.3607
2022-07-24,13.3607
2022-07-25,13.3607
2022-07-26,13.3607
2022-07-27,13.3607
2022-07-28,13.3607
2022-07-29,13.3607
2022-07-30,13.3607
2022-07-31,13.3607
2022-08-01,13.3607
2022-08-02,13.3607
2022-08-03,13.3607
2022-08-04,13.3607
2022-08-05,13.3607
2022-08-06,13.3607
2022-08-07,13.3607
2022-08-08,13.3607
2022-08-09,13.3607
2022-08-10,13.3607
2022-08-11,13.3607
2022-08-12,13.3607
2022-08-13,13.3607
2022-08-14,13.3607
2022-08-15,13.3607
2022-08-16,13.3607
2022-08-17,13.3607
2022-08-18,13.3607
2022-08-19,13.3607
2022-08-20,13.3607
2022-08-21,13.3607
2022-08-22,13.3607
2022-08-23,13.3607
2022-08-24,13.3607
2022-08-25,13.3607
2022-08-26,13.3607
2022-08-27,13.3607
2022-08-28,13.3607
2022-08-29,13.3607
2022-08-30,13.3607
2022-08-31,13.3607
2022-09-01,13.3607
2022-09-02,13.3607
2022-09-03,13.3607
2022-09-04,13.3607
2022-09-05,13.3607
2022-09-06,13.3607
2022-09-07,13.3607
2022-09-08,13.3607
2022-09-09,13.3607
2022-09-10,13.3607
2022-09-11,13.3607
2022-09-12,13.3607
2022-09-13,13.3607
2022-09-14,13.3607
2022-09-15,13.3607
2022-09-16,13.3607
2022-09-17,13.3607
2022-09-18,13.3607
2022-09-19,13.3607
2022-09-20,13.3607
2022-09-21,13.3607
2022-09-22,13.3607
2022-09-23,13.3607
2022-09-24,13.3607
2022-09-25,13.3607
2022-09-26,13.3607
2022-09-27,13.3607
2022-09-28,13.3607
2022-09-29,13.3607
2022-09-30,14.4483
2022-10-01,14.4483
2022-10-02,14.4483
2022-10-03,14.4483
2022-10-04,14.4483
2022-10-05,14.4483
2022-10-06,14.4483
2022-10-07,14.4483
2022-10-08,14.4483
2022-10-09,14.4483
2022-10-10,14.4483
2022-10-11,14.4483
2022-10-12,14.4483
2022-10-13,14.4483
2022-10-14,14.4483
2022-10-15,14.4483
2022-10-16,14.4483
2022-10-17,14.4483
2022-10-18,14.4483
2022-10-19,14.4483
2022-10-20,14.4483
2022-10-21,14.4483
2022-10-22,14.4483
2022-10-23,14.4483
2022-10-24,14.4483
2022-10-25,14.4483
2022-10-26,14.4483
2022-10-27,14.4483
2022-10-28,14.4483
2022-10-29,14.4483
2022-10-30,14.4483
2022-10-31,14.4483
2022-11-01,14.4483
2022-11-02,14.4483
2022-11-03,14.4483
2022-11-04,14.4483
2022-11-05,14.4483
2022-11-06,14.4483
2022-11-07,14.4483
2022-11-08,14.4483
2022-11-09,14.4483
2022-11-10,14.4483
2022-11-11,14.4483
2022-11-12,14.4483
2022-11-13,14.4483
2022-11-14,14.4483
2022-11-15,14.4483
2022-11-16,14.4483
2022-11-17,14.4483
2022-11-18,14.4483
2022-11-19,14.4483
2022-11-20,14.4483
2022-11-21,14.4483
2022-11-22,14.4483
2022-11-23,14.4483
2022-11-24,14.4483
2022-11-25,14.4483
2022-11-26,14.4483
2022-11-27,14.4483
2022-11-28,14.4483
2022-11-29,14.4483
2022-11-30,14.4483
2022-12-01,14.4483
2022-12-02,14.4483
2022-12-03,14.4483
2022-12-04,14.4483
2022-12-05,14.4483
2022-12-06,14.4483
2022-12-07,14.4483
2022-12-08,14.4483
2022-12-09,14.4483
2022-12-10,14.4483
2022-12-11,14.4483
2022-12-12,14.4483
2022-12-13,14.4483
2022-12-14,14.4483
2022-12-15,14.4483
2022-12-16,14.4483
2022-12-17,14.4483
2022-12-18,14.4483
2022-12-19,14.4483
2022-12-20,14.4483
2022-12-21,14.4483
2022-12-22,14.4483
2022-12-23,14.4483
2022-12-24,14.4483
2022-12-25,14.4483
2022-12-26,14.4483
2022-12-27,14.4483
2022-12-28,14.4483
2022-12-29,14.4483
2022-12-30,14.4483
2022-12-31,13.9804
2023-01-01,13.9804
2023-01-02,13.9804
2023-01-03,13.9804
2023-01-04,13.9804
2023-01-05,13.9804
2023-01-06,13.9804
2023-01-07,13.9804
2023-01-08,13.9804
2023-01-09,13.9804
2023-01-10,13.9804
2023-01-11,13.9804
2023-01-12,13.9804
2023-01-13,13.9804
2023-01-14,13.9804
2023-01-15,13.9804
2023-01-16,13.9804
2023-01-17,13.9804
2023-01-18,13.9804
2023-01-19,13.9804
2023-01-20,13.9804
2023-01-21,13.9804
2023-01-22,13.9804
2023-01-23,13.9804
2023-01-24,13.9804
2023-01-25,13.9804
2023-01-26,13.9804
2023-01-27,13.9804
2023-01-28,13.9804
2023-01-29,13.9804
2023-01-30,13.9804
2023-01-31,13.9804
2023-02-01,13.9804
2023-02-02,13.9804
2023-02-03,13.9804
2023-02-04,13.9804
2023-02-05,13.9804
2023-02-06,13.9804
2023-02-07,13.9804
2023-02-08,13.9804
2023-02-09,13.9804
2023-02-10,13.9804
2023-02-11,13.9804
2023-02-12,13.9804
2023-02-13,13.9804
2023-02-14,13.9804
2023-02-15,13.9804
2023-02-16,13.9804
2023-02-17,13.9804
2023-02-18,13.9804
2023-02-19,13.9804
2023-02-20,13.9804
2023-02-21,13.9804
2023-02-22,13.9804
2023-02-23,13.9804
2023-02-24,13.9804
2023-02-25,13.9804
2023-02-26,13.9804
2023-02-27,13.9804
2023-02-28,13.9804
2023-03-01,13.9804
2023-03-02,13.9804
2023-03-03,13.9804
2023-03-04,13.9804
2023-03-05,13.9804
2023-03-06,13.9804
2023-03-07,13.9804
2023-03-08,13.9804
2023-03-09,13.9804
2023-03-10,13.9804
2023-03-11,13.9804
2023-03-12,13.9804
2023-03-13,13.9804
2023-03-14,13.9804
2023-03-15,13.9804
2023-03-16,13.9804
