,GSK LN Equity
2011-11-04,38.4767
2011-11-05,38.4767
2011-11-06,38.4767
2011-11-07,38.4767
2011-11-08,38.4767
2011-11-09,38.4767
2011-11-10,38.4767
2011-11-11,38.4767
2011-11-12,38.4767
2011-11-13,38.4767
2011-11-14,38.4767
2011-11-15,38.4767
2011-11-16,38.4767
2011-11-17,38.4767
2011-11-18,38.4767
2011-11-19,38.4767
2011-11-20,38.4767
2011-11-21,38.4767
2011-11-22,38.4767
2011-11-23,38.4767
2011-11-24,38.4767
2011-11-25,38.4767
2011-11-26,38.4767
2011-11-27,38.4767
2011-11-28,38.4767
2011-11-29,38.4767
2011-11-30,38.4767
2011-12-01,38.4767
2011-12-02,38.4767
2011-12-03,38.4767
2011-12-04,38.4767
2011-12-05,38.4767
2011-12-06,38.4767
2011-12-07,38.4767
2011-12-08,38.4767
2011-12-09,38.4767
2011-12-10,38.4767
2011-12-11,38.4767
2011-12-12,38.4767
2011-12-13,38.4767
2011-12-14,38.4767
2011-12-15,38.4767
2011-12-16,38.4767
2011-12-17,38.4767
2011-12-18,38.4767
2011-12-19,38.4767
2011-12-20,38.4767
2011-12-21,38.4767
2011-12-22,38.4767
2011-12-23,38.4767
2011-12-24,38.4767
2011-12-25,38.4767
2011-12-26,38.4767
2011-12-27,38.4767
2011-12-28,38.4767
2011-12-29,38.4767
2011-12-30,38.4767
2011-12-31,62.1904
2012-01-01,62.1904
2012-01-02,62.1904
2012-01-03,62.1904
2012-01-04,62.1904
2012-01-05,62.1904
2012-01-06,62.1904
2012-01-07,62.1904
2012-01-08,62.1904
2012-01-09,62.1904
2012-01-10,62.1904
2012-01-11,62.1904
2012-01-12,62.1904
2012-01-13,62.1904
2012-01-14,62.1904
2012-01-15,62.1904
2012-01-16,62.1904
2012-01-17,62.1904
2012-01-18,62.1904
2012-01-19,62.1904
2012-01-20,62.1904
2012-01-21,62.1904
2012-01-22,62.1904
2012-01-23,62.1904
2012-01-24,62.1904
2012-01-25,62.1904
2012-01-26,62.1904
2012-01-27,62.1904
2012-01-28,62.1904
2012-01-29,62.1904
2012-01-30,62.1904
2012-01-31,62.1904
2012-02-01,62.1904
2012-02-02,62.1904
2012-02-03,62.1904
2012-02-04,62.1904
2012-02-05,62.1904
2012-02-06,62.1904
2012-02-07,62.1904
2012-02-08,62.1904
2012-02-09,62.1904
2012-02-10,62.1904
2012-02-11,62.1904
2012-02-12,62.1904
2012-02-13,62.1904
2012-02-14,62.1904
2012-02-15,62.1904
2012-02-16,62.1904
2012-02-17,62.1904
2012-02-18,62.1904
2012-02-19,62.1904
2012-02-20,62.1904
2012-02-21,62.1904
2012-02-22,62.1904
2012-02-23,62.1904
2012-02-24,62.1904
2012-02-25,62.1904
2012-02-26,62.1904
2012-02-27,62.1904
2012-02-28,62.1904
2012-02-29,62.1904
2012-03-01,62.1904
2012-03-02,62.1904
2012-03-03,62.1904
2012-03-04,62.1904
2012-03-05,62.1904
2012-03-06,62.1904
2012-03-07,62.1904
2012-03-08,62.1904
2012-03-09,62.1904
2012-03-10,62.1904
2012-03-11,62.1904
2012-03-12,62.1904
2012-03-13,62.1904
2012-03-14,62.1904
2012-03-15,62.1904
2012-03-16,62.1904
2012-03-17,62.1904
2012-03-18,62.1904
2012-03-19,62.1904
2012-03-20,62.1904
2012-03-21,62.1904
2012-03-22,62.1904
2012-03-23,62.1904
2012-03-24,62.1904
2012-03-25,62.1904
2012-03-26,62.1904
2012-03-27,62.1904
2012-03-28,62.1904
2012-03-29,62.1904
2012-03-30,62.1904
2012-03-31,56.5629
2012-04-01,56.5629
2012-04-02,56.5629
2012-04-03,56.5629
2012-04-04,56.5629
2012-04-05,56.5629
2012-04-06,56.5629
2012-04-07,56.5629
2012-04-08,56.5629
2012-04-09,56.5629
2012-04-10,56.5629
2012-04-11,56.5629
2012-04-12,56.5629
2012-04-13,56.5629
2012-04-14,56.5629
2012-04-15,56.5629
2012-04-16,56.5629
2012-04-17,56.5629
2012-04-18,56.5629
2012-04-19,56.5629
2012-04-20,56.5629
2012-04-21,56.5629
2012-04-22,56.5629
2012-04-23,56.5629
2012-04-24,56.5629
2012-04-25,56.5629
2012-04-26,56.5629
2012-04-27,56.5629
2012-04-28,56.5629
2012-04-29,56.5629
2012-04-30,56.5629
2012-05-01,56.5629
2012-05-02,56.5629
2012-05-03,56.5629
2012-05-04,56.5629
2012-05-05,56.5629
2012-05-06,56.5629
2012-05-07,56.5629
2012-05-08,56.5629
2012-05-09,56.5629
2012-05-10,56.5629
2012-05-11,56.5629
2012-05-12,56.5629
2012-05-13,56.5629
2012-05-14,56.5629
2012-05-15,56.5629
2012-05-16,56.5629
2012-05-17,56.5629
2012-05-18,56.5629
2012-05-19,56.5629
2012-05-20,56.5629
2012-05-21,56.5629
2012-05-22,56.5629
2012-05-23,56.5629
2012-05-24,56.5629
2012-05-25,56.5629
2012-05-26,56.5629
2012-05-27,56.5629
2012-05-28,56.5629
2012-05-29,56.5629
2012-05-30,56.5629
2012-05-31,56.5629
2012-06-01,56.5629
2012-06-02,56.5629
2012-06-03,56.5629
2012-06-04,56.5629
2012-06-05,56.5629
2012-06-06,56.5629
2012-06-07,56.5629
2012-06-08,56.5629
2012-06-09,56.5629
2012-06-10,56.5629
2012-06-11,56.5629
2012-06-12,56.5629
2012-06-13,56.5629
2012-06-14,56.5629
2012-06-15,56.5629
2012-06-16,56.5629
2012-06-17,56.5629
2012-06-18,56.5629
2012-06-19,56.5629
2012-06-20,56.5629
2012-06-21,56.5629
2012-06-22,56.5629
2012-06-23,56.5629
2012-06-24,56.5629
2012-06-25,56.5629
2012-06-26,56.5629
2012-06-27,56.5629
2012-06-28,56.5629
2012-06-29,56.5629
2012-06-30,65.844
2012-07-01,65.844
2012-07-02,65.844
2012-07-03,65.844
2012-07-04,65.844
2012-07-05,65.844
2012-07-06,65.844
2012-07-07,65.844
2012-07-08,65.844
2012-07-09,65.844
2012-07-10,65.844
2012-07-11,65.844
2012-07-12,65.844
2012-07-13,65.844
2012-07-14,65.844
2012-07-15,65.844
2012-07-16,65.844
2012-07-17,65.844
2012-07-18,65.844
2012-07-19,65.844
2012-07-20,65.844
2012-07-21,65.844
2012-07-22,65.844
2012-07-23,65.844
2012-07-24,65.844
2012-07-25,65.844
2012-07-26,65.844
2012-07-27,65.844
2012-07-28,65.844
2012-07-29,65.844
2012-07-30,65.844
2012-07-31,65.844
2012-08-01,65.844
2012-08-02,65.844
2012-08-03,65.844
2012-08-04,65.844
2012-08-05,65.844
2012-08-06,65.844
2012-08-07,65.844
2012-08-08,65.844
2012-08-09,65.844
2012-08-10,65.844
2012-08-11,65.844
2012-08-12,65.844
2012-08-13,65.844
2012-08-14,65.844
2012-08-15,65.844
2012-08-16,65.844
2012-08-17,65.844
2012-08-18,65.844
2012-08-19,65.844
2012-08-20,65.844
2012-08-21,65.844
2012-08-22,65.844
2012-08-23,65.844
2012-08-24,65.844
2012-08-25,65.844
2012-08-26,65.844
2012-08-27,65.844
2012-08-28,65.844
2012-08-29,65.844
2012-08-30,65.844
2012-08-31,65.844
2012-09-01,65.844
2012-09-02,65.844
2012-09-03,65.844
2012-09-04,65.844
2012-09-05,65.844
2012-09-06,65.844
2012-09-07,65.844
2012-09-08,65.844
2012-09-09,65.844
2012-09-10,65.844
2012-09-11,65.844
2012-09-12,65.844
2012-09-13,65.844
2012-09-14,65.844
2012-09-15,65.844
2012-09-16,65.844
2012-09-17,65.844
2012-09-18,65.844
2012-09-19,65.844
2012-09-20,65.844
2012-09-21,65.844
2012-09-22,65.844
2012-09-23,65.844
2012-09-24,65.844
2012-09-25,65.844
2012-09-26,65.844
2012-09-27,65.844
2012-09-28,65.844
2012-09-29,65.844
2012-09-30,71.8125
2012-10-01,71.8125
2012-10-02,71.8125
2012-10-03,71.8125
2012-10-04,71.8125
2012-10-05,71.8125
2012-10-06,71.8125
2012-10-07,71.8125
2012-10-08,71.8125
2012-10-09,71.8125
2012-10-10,71.8125
2012-10-11,71.8125
2012-10-12,71.8125
2012-10-13,71.8125
2012-10-14,71.8125
2012-10-15,71.8125
2012-10-16,71.8125
2012-10-17,71.8125
2012-10-18,71.8125
2012-10-19,71.8125
2012-10-20,71.8125
2012-10-21,71.8125
2012-10-22,71.8125
2012-10-23,71.8125
2012-10-24,71.8125
2012-10-25,71.8125
2012-10-26,71.8125
2012-10-27,71.8125
2012-10-28,71.8125
2012-10-29,71.8125
2012-10-30,71.8125
2012-10-31,71.8125
2012-11-01,71.8125
2012-11-02,71.8125
2012-11-03,71.8125
2012-11-04,71.8125
2012-11-05,71.8125
2012-11-06,71.8125
2012-11-07,71.8125
2012-11-08,71.8125
2012-11-09,71.8125
2012-11-10,71.8125
2012-11-11,71.8125
2012-11-12,71.8125
2012-11-13,71.8125
2012-11-14,71.8125
2012-11-15,71.8125
2012-11-16,71.8125
2012-11-17,71.8125
2012-11-18,71.8125
2012-11-19,71.8125
2012-11-20,71.8125
2012-11-21,71.8125
2012-11-22,71.8125
2012-11-23,71.8125
2012-11-24,71.8125
2012-11-25,71.8125
2012-11-26,71.8125
2012-11-27,71.8125
2012-11-28,71.8125
2012-11-29,71.8125
2012-11-30,71.8125
2012-12-01,71.8125
2012-12-02,71.8125
2012-12-03,71.8125
2012-12-04,71.8125
2012-12-05,71.8125
2012-12-06,71.8125
2012-12-07,71.8125
2012-12-08,71.8125
2012-12-09,71.8125
2012-12-10,71.8125
2012-12-11,71.8125
2012-12-12,71.8125
2012-12-13,71.8125
2012-12-14,71.8125
2012-12-15,71.8125
2012-12-16,71.8125
2012-12-17,71.8125
2012-12-18,71.8125
2012-12-19,71.8125
2012-12-20,71.8125
2012-12-21,71.8125
2012-12-22,71.8125
2012-12-23,71.8125
2012-12-24,71.8125
2012-12-25,71.8125
2012-12-26,71.8125
2012-12-27,71.8125
2012-12-28,71.8125
2012-12-29,71.8125
2012-12-30,71.8125
2012-12-31,78.1377
2013-01-01,78.1377
2013-01-02,78.1377
2013-01-03,78.1377
2013-01-04,78.1377
2013-01-05,78.1377
2013-01-06,78.1377
2013-01-07,78.1377
2013-01-08,78.1377
2013-01-09,78.1377
2013-01-10,78.1377
2013-01-11,78.1377
2013-01-12,78.1377
2013-01-13,78.1377
2013-01-14,78.1377
2013-01-15,78.1377
2013-01-16,78.1377
2013-01-17,78.1377
2013-01-18,78.1377
2013-01-19,78.1377
2013-01-20,78.1377
2013-01-21,78.1377
2013-01-22,78.1377
2013-01-23,78.1377
2013-01-24,78.1377
2013-01-25,78.1377
2013-01-26,78.1377
2013-01-27,78.1377
2013-01-28,78.1377
2013-01-29,78.1377
2013-01-30,78.1377
2013-01-31,78.1377
2013-02-01,78.1377
2013-02-02,78.1377
2013-02-03,78.1377
2013-02-04,78.1377
2013-02-05,78.1377
2013-02-06,78.1377
2013-02-07,78.1377
2013-02-08,78.1377
2013-02-09,78.1377
2013-02-10,78.1377
2013-02-11,78.1377
2013-02-12,78.1377
2013-02-13,78.1377
2013-02-14,78.1377
2013-02-15,78.1377
2013-02-16,78.1377
2013-02-17,78.1377
2013-02-18,78.1377
2013-02-19,78.1377
2013-02-20,78.1377
2013-02-21,78.1377
2013-02-22,78.1377
2013-02-23,78.1377
2013-02-24,78.1377
2013-02-25,78.1377
2013-02-26,78.1377
2013-02-27,78.1377
2013-02-28,78.1377
2013-03-01,78.1377
2013-03-02,78.1377
2013-03-03,78.1377
2013-03-04,78.1377
2013-03-05,78.1377
2013-03-06,78.1377
2013-03-07,78.1377
2013-03-08,78.1377
2013-03-09,78.1377
2013-03-10,78.1377
2013-03-11,78.1377
2013-03-12,78.1377
2013-03-13,78.1377
2013-03-14,78.1377
2013-03-15,78.1377
2013-03-16,78.1377
2013-03-17,78.1377
2013-03-18,78.1377
2013-03-19,78.1377
2013-03-20,78.1377
2013-03-21,78.1377
2013-03-22,78.1377
2013-03-23,78.1377
2013-03-24,78.1377
