,AMP US Equity
2020-09-28,3.504
2020-09-29,3.53
2020-09-30,3.444
2020-10-01,3.418
2020-10-02,3.342
2020-10-03,3.342
2020-10-04,3.342
2020-10-05,3.263
2020-10-06,3.322
2020-10-07,3.219
2020-10-08,3.135
2020-10-09,3.116
2020-10-10,3.116
2020-10-11,3.116
2020-10-12,3.085
2020-10-13,3.184
2020-10-14,3.177
2020-10-15,3.105
2020-10-16,3.123
2020-10-17,3.123
2020-10-18,3.123
2020-10-19,3.14
2020-10-20,3.16
2020-10-21,3.183
2020-10-22,3.117
2020-10-23,3.115
2020-10-24,3.115
2020-10-25,3.115
2020-10-26,3.205
2020-10-27,3.269
2020-10-28,3.354
2020-10-29,3.295
2020-10-30,3.3
2020-10-31,3.3
2020-11-01,3.3
2020-11-02,3.228
2020-11-03,3.17
2020-11-04,3.152
2020-11-05,3.074
2020-11-06,3.108
2020-11-07,3.108
2020-11-08,3.108
2020-11-09,2.884
2020-11-10,2.88
2020-11-11,2.91
2020-11-12,2.976
2020-11-13,2.854
2020-11-14,2.854
2020-11-15,2.854
2020-11-16,2.837
2020-11-17,2.864
2020-11-18,2.878
2020-11-19,2.873
2020-11-20,2.934
2020-11-21,2.934
2020-11-22,2.934
2020-11-23,2.871
2020-11-24,2.738
2020-11-25,2.774
2020-11-26,2.774
2020-11-27,2.766
2020-11-28,2.766
2020-11-29,2.766
2020-11-30,2.848
2020-12-01,2.773
2020-12-02,2.728
2020-12-03,2.71
2020-12-04,2.688
2020-12-05,2.688
2020-12-06,2.688
2020-12-07,2.714
2020-12-08,2.741
2020-12-09,2.73
2020-12-10,2.736
2020-12-11,2.752
2020-12-12,2.752
2020-12-13,2.752
2020-12-14,2.763
2020-12-15,2.766
2020-12-16,2.781
2020-12-17,2.776
2020-12-18,2.822
2020-12-19,2.822
2020-12-20,2.822
2020-12-21,2.825
2020-12-22,2.851
2020-12-23,2.798
2020-12-24,2.781
2020-12-25,2.781
2020-12-26,2.781
2020-12-27,2.781
2020-12-28,2.777
2020-12-29,2.791
2020-12-30,2.757
2020-12-31,2.715
2021-01-01,2.715
2021-01-02,2.715
2021-01-03,2.715
2021-01-04,2.805
2021-01-05,2.821
2021-01-06,2.668
2021-01-07,2.636
2021-01-08,2.618
2021-01-09,2.618
2021-01-10,2.618
2021-01-11,2.617
2021-01-12,2.579
2021-01-13,2.598
2021-01-14,2.549
2021-01-15,2.533
2021-01-16,2.533
2021-01-17,2.533
2021-01-18,2.533
2021-01-19,2.477
2021-01-20,2.475
2021-01-21,2.489
2021-01-22,2.491
2021-01-23,2.491
2021-01-24,2.491
2021-01-25,2.493
2021-01-26,2.497
2021-01-27,2.619
2021-01-28,2.553
2021-01-29,2.666
2021-01-30,2.666
2021-01-31,2.666
2021-02-01,2.627
2021-02-02,2.573
2021-02-03,2.614
2021-02-04,2.521
2021-02-05,2.5
2021-02-06,2.5
2021-02-07,2.5
2021-02-08,2.473
2021-02-09,2.458
2021-02-10,2.453
2021-02-11,2.446
2021-02-12,2.408
2021-02-13,2.408
2021-02-14,2.408
2021-02-15,2.408
2021-02-16,2.385
2021-02-17,2.404
2021-02-18,2.451
2021-02-19,2.339
2021-02-20,2.339
2021-02-21,2.339
2021-02-22,2.325
2021-02-23,2.318
2021-02-24,2.262
2021-02-25,2.345
2021-02-26,2.373
2021-02-27,2.373
2021-02-28,2.373
2021-03-01,2.292
2021-03-02,2.325
2021-03-03,2.347
2021-03-04,2.417
2021-03-05,2.362
2021-03-06,2.362
2021-03-07,2.362
2021-03-08,2.343
2021-03-09,2.349
2021-03-10,2.327
2021-03-11,2.318
2021-03-12,2.329
2021-03-13,2.329
2021-03-14,2.329
2021-03-15,2.302
2021-03-16,2.375
2021-03-17,2.329
2021-03-18,2.314
2021-03-19,2.299
2021-03-20,2.299
2021-03-21,2.299
2021-03-22,2.291
2021-03-23,2.37
2021-03-24,2.36
2021-03-25,2.306
2021-03-26,2.258
2021-03-27,2.258
2021-03-28,2.258
2021-03-29,2.29
2021-03-30,2.255
2021-03-31,2.259
2021-04-01,2.23
2021-04-02,2.23
2021-04-03,2.23
2021-04-04,2.23
2021-04-05,2.204
2021-04-06,2.221
2021-04-07,2.205
2021-04-08,2.215
2021-04-09,2.181
2021-04-10,2.181
2021-04-11,2.181
2021-04-12,2.137
2021-04-13,2.158
2021-04-14,2.126
2021-04-15,2.121
2021-04-16,2.111
2021-04-17,2.111
2021-04-18,2.111
2021-04-19,2.128
2021-04-20,2.166
2021-04-21,2.123
2021-04-22,2.162
2021-04-23,2.108
2021-04-24,2.108
2021-04-25,2.108
2021-04-26,2.121
2021-04-27,2.047
2021-04-28,2.046
2021-04-29,2.013
2021-04-30,2.032
2021-05-01,2.032
2021-05-02,2.032
2021-05-03,2.036
2021-05-04,2.039
2021-05-05,2.01
2021-05-06,1.992
2021-05-07,1.968
2021-05-08,1.968
2021-05-09,1.968
2021-05-10,1.98
2021-05-11,2.025
2021-05-12,2.084
2021-05-13,2.059
2021-05-14,2.024
2021-05-15,2.024
2021-05-16,2.024
2021-05-17,2.033
2021-05-18,2.068
2021-05-19,2.073
2021-05-20,2.069
2021-05-21,2.056
2021-05-22,2.056
2021-05-23,2.056
2021-05-24,2.053
2021-05-25,2.062
2021-05-26,2.044
2021-05-27,2.009
2021-05-28,2.012
2021-05-29,2.012
2021-05-30,2.012
2021-05-31,2.012
2021-06-01,1.993
2021-06-02,1.99
2021-06-03,1.982
2021-06-04,1.97
2021-06-05,1.97
2021-06-06,1.97
2021-06-07,1.974
2021-06-08,1.981
2021-06-09,2.005
2021-06-10,2.032
2021-06-11,2.022
2021-06-12,2.022
2021-06-13,2.022
2021-06-14,2.053
2021-06-15,2.051
2021-06-16,2.061
2021-06-17,2.134
2021-06-18,2.209
2021-06-19,2.209
2021-06-20,2.209
2021-06-21,2.166
2021-06-22,2.152
2021-06-23,2.151
2021-06-24,2.13
2021-06-25,2.103
2021-06-26,2.103
2021-06-27,2.103
2021-06-28,2.12
2021-06-29,2.107
2021-06-30,2.101
2021-07-01,2.083
2021-07-02,2.084
2021-07-03,2.084
2021-07-04,2.084
2021-07-05,2.084
2021-07-06,2.115
2021-07-07,2.1
2021-07-08,2.166
2021-07-09,2.1
2021-07-10,2.1
2021-07-11,2.1
2021-07-12,2.078
2021-07-13,2.095
2021-07-14,2.118
2021-07-15,2.101
2021-07-16,2.119
2021-07-17,2.119
2021-07-18,2.119
2021-07-19,2.196
2021-07-20,2.127
2021-07-21,2.082
2021-07-22,2.118
2021-07-23,2.101
2021-07-24,2.101
2021-07-25,2.101
2021-07-26,2.082
2021-07-27,2.095
2021-07-28,2.074
2021-07-29,2.017
2021-07-30,2.03
2021-07-31,2.03
2021-08-01,2.03
2021-08-02,2.023
2021-08-03,2.012
2021-08-04,2.046
2021-08-05,1.998
2021-08-06,1.96
2021-08-07,1.96
2021-08-08,1.96
2021-08-09,1.96
2021-08-10,1.939
2021-08-11,1.919
2021-08-12,1.908
2021-08-13,1.913
2021-08-14,1.913
2021-08-15,1.913
2021-08-16,1.919
2021-08-17,1.937
2021-08-18,1.972
2021-08-19,1.999
2021-08-20,1.99
2021-08-21,1.99
2021-08-22,1.99
2021-08-23,1.964
2021-08-24,1.941
2021-08-25,1.909
2021-08-26,1.928
2021-08-27,1.883
2021-08-28,1.883
2021-08-29,1.883
2021-08-30,1.908
2021-08-31,1.907
2021-09-01,1.912
2021-09-02,1.9
2021-09-03,1.911
2021-09-04,1.911
2021-09-05,1.911
2021-09-06,1.911
2021-09-07,1.929
2021-09-08,1.934
2021-09-09,1.931
2021-09-10,1.952
2021-09-11,1.952
2021-09-12,1.952
2021-09-13,1.931
2021-09-14,1.953
2021-09-15,1.919
2021-09-16,1.919
2021-09-17,1.931
2021-09-18,1.931
2021-09-19,1.931
2021-09-20,2.031
2021-09-21,2.053
2021-09-22,2.009
2021-09-23,1.944
2021-09-24,1.918
2021-09-25,1.918
2021-09-26,1.918
2021-09-27,1.875
2021-09-28,1.92
2021-09-29,1.923
2021-09-30,1.971
2021-10-01,1.939
2021-10-02,1.939
2021-10-03,1.939
2021-10-04,1.965
2021-10-05,1.907
2021-10-06,1.905
2021-10-07,1.884
2021-10-08,1.865
2021-10-09,1.865
2021-10-10,1.865
2021-10-11,1.878
2021-10-12,1.863
2021-10-13,1.87
2021-10-14,1.821
2021-10-15,1.796
2021-10-16,1.796
2021-10-17,1.796
2021-10-18,1.801
2021-10-19,1.776
2021-10-20,1.754
2021-10-21,1.758
2021-10-22,1.746
2021-10-23,1.746
2021-10-24,1.746
2021-10-25,1.747
2021-10-26,1.751
2021-10-27,1.757
2021-10-28,1.715
2021-10-29,1.723
2021-10-30,1.723
2021-10-31,1.723
2021-11-01,1.702
2021-11-02,1.691
2021-11-03,1.678
2021-11-04,1.697
2021-11-05,1.699
2021-11-06,1.699
2021-11-07,1.699
2021-11-08,1.69
2021-11-09,1.699
2021-11-10,1.701
2021-11-11,1.694
2021-11-12,1.681
2021-11-13,1.681
2021-11-14,1.681
2021-11-15,1.686
2021-11-16,1.68
2021-11-17,1.715
2021-11-18,1.711
2021-11-19,1.731
2021-11-20,1.731
2021-11-21,1.731
2021-11-22,1.721
2021-11-23,1.706
2021-11-24,1.715
2021-11-25,1.715
2021-11-26,1.778
2021-11-27,1.778
2021-11-28,1.778
2021-11-29,1.766
2021-11-30,1.791
2021-12-01,1.82
2021-12-02,1.753
2021-12-03,1.787
2021-12-04,1.787
2021-12-05,1.787
2021-12-06,1.766
2021-12-07,1.72
2021-12-08,1.725
2021-12-09,1.744
2021-12-10,1.742
2021-12-11,1.742
2021-12-12,1.742
2021-12-13,1.771
2021-12-14,1.775
2021-12-15,1.739
2021-12-16,1.727
2021-12-17,1.76
2021-12-18,1.76
2021-12-19,1.76
2021-12-20,1.827
2021-12-21,1.761
2021-12-22,1.736
2021-12-23,1.716
2021-12-24,1.716
2021-12-25,1.716
2021-12-26,1.716
2021-12-27,1.687
2021-12-28,1.697
2021-12-29,1.698
2021-12-30,1.718
2021-12-31,1.719
2022-01-01,1.719
2022-01-02,1.719
2022-01-03,1.705
2022-01-04,1.777
2022-01-05,1.851
2022-01-06,1.826
2022-01-07,1.826
2022-01-08,1.826
2022-01-09,1.826
2022-01-10,1.829
2022-01-11,1.788
2022-01-12,1.776
2022-01-13,1.781
2022-01-14,1.774
2022-01-15,1.774
2022-01-16,1.774
2022-01-17,1.774
2022-01-18,1.826
2022-01-19,1.869
2022-01-20,1.884
2022-01-21,1.947
2022-01-22,1.947
2022-01-23,1.947
2022-01-24,1.937
2022-01-25,2.123
2022-01-26,2.121
2022-01-27,2.03
2022-01-28,2.065
2022-01-29,2.065
2022-01-30,2.065
2022-01-31,2.022
2022-02-01,1.997
2022-02-02,1.965
2022-02-03,2.023
2022-02-04,1.997
2022-02-05,1.997
2022-02-06,1.997
2022-02-07,1.973
2022-02-08,1.952
2022-02-09,1.928
2022-02-10,1.941
2022-02-11,2.017
2022-02-12,2.017
2022-02-13,2.017
2022-02-14,2.038
2022-02-15,1.988
2022-02-16,1.965
2022-02-17,2.048
2022-02-18,2.04
2022-02-19,2.04
2022-02-20,2.04
2022-02-21,2.04
2022-02-22,2.062
2022-02-23,2.103
2022-02-24,2.119
2022-02-25,2.025
2022-02-26,2.025
2022-02-27,2.025
2022-02-28,2.046
2022-03-01,2.197
2022-03-02,2.115
2022-03-03,2.112
2022-03-04,2.179
2022-03-05,2.179
2022-03-06,2.179
2022-03-07,2.315
2022-03-08,2.346
2022-03-09,2.234
2022-03-10,2.25
2022-03-11,2.256
2022-03-12,2.256
2022-03-13,2.256
2022-03-14,2.241
2022-03-15,2.193
2022-03-16,2.083
2022-03-17,2.045
2022-03-18,2.039
2022-03-19,2.039
2022-03-20,2.039
2022-03-21,2.052
2022-03-22,1.994
2022-03-23,2.023
2022-03-24,1.967
2022-03-25,1.949
2022-03-26,1.949
2022-03-27,1.949
2022-03-28,1.971
2022-03-29,1.964
2022-03-30,1.974
2022-03-31,2.042
2022-04-01,2.062
2022-04-02,2.062
2022-04-03,2.062
2022-04-04,2.061
2022-04-05,2.054
2022-04-06,2.098
2022-04-07,2.12
2022-04-08,2.092
2022-04-09,2.092
2022-04-10,2.092
2022-04-11,2.108
2022-04-12,2.129
2022-04-13,2.094
2022-04-14,2.108
2022-04-15,2.108
2022-04-16,2.108
2022-04-17,2.108
2022-04-18,2.111
2022-04-19,2.059
2022-04-20,2.037
2022-04-21,2.101
2022-04-22,2.188
2022-04-23,2.188
2022-04-24,2.188
2022-04-25,2.175
2022-04-26,2.329
2022-04-27,2.267
2022-04-28,2.212
2022-04-29,2.272
2022-04-30,2.272
2022-05-01,2.272
2022-05-02,2.252
2022-05-03,2.225
2022-05-04,2.136
2022-05-05,2.237
2022-05-06,2.261
2022-05-07,2.261
2022-05-08,2.261
2022-05-09,2.321
2022-05-10,2.323
2022-05-11,2.35
2022-05-12,2.401
2022-05-13,2.304
2022-05-14,2.304
2022-05-15,2.304
2022-05-16,2.313
2022-05-17,2.24
2022-05-18,2.319
2022-05-19,2.374
2022-05-20,2.354
2022-05-21,2.354
2022-05-22,2.354
2022-05-23,2.291
2022-05-24,2.312
2022-05-25,2.272
2022-05-26,2.197
2022-05-27,2.164
2022-05-28,2.164
2022-05-29,2.164
2022-05-30,2.164
2022-05-31,2.182
2022-06-01,2.229
2022-06-02,2.187
2022-06-03,2.19
2022-06-04,2.19
2022-06-05,2.19
2022-06-06,2.167
2022-06-07,2.145
2022-06-08,2.183
2022-06-09,2.237
2022-06-10,2.362
2022-06-11,2.362
2022-06-12,2.362
2022-06-13,2.472
2022-06-14,2.445
2022-06-15,2.411
2022-06-16,2.522
2022-06-17,2.528
2022-06-18,2.528
2022-06-19,2.528
2022-06-20,2.528
2022-06-21,2.45
2022-06-22,2.465
2022-06-23,2.481
2022-06-24,2.384
2022-06-25,2.384
2022-06-26,2.384
2022-06-27,2.404
2022-06-28,2.438
2022-06-29,2.476
2022-06-30,2.458
2022-07-01,2.455
2022-07-02,2.455
2022-07-03,2.455
2022-07-04,2.455
2022-07-05,2.483
2022-07-06,2.484
2022-07-07,2.435
2022-07-08,2.453
2022-07-09,2.453
2022-07-10,2.453
2022-07-11,2.507
2022-07-12,2.504
2022-07-13,2.544
2022-07-14,2.6
2022-07-15,2.519
2022-07-16,2.519
2022-07-17,2.519
2022-07-18,2.52
2022-07-19,2.437
2022-07-20,2.397
2022-07-21,2.365
2022-07-22,2.367
2022-07-23,2.367
2022-07-24,2.367
2022-07-25,2.358
2022-07-26,2.402
2022-07-27,2.266
2022-07-28,2.214
2022-07-29,2.154
2022-07-30,2.154
2022-07-31,2.154
2022-08-01,2.164
2022-08-02,2.185
2022-08-03,2.136
2022-08-04,2.133
2022-08-05,2.134
2022-08-06,2.134
2022-08-07,2.134
2022-08-08,2.126
2022-08-09,2.116
2022-08-10,2.045
2022-08-11,2.027
2022-08-12,1.986
2022-08-13,1.986
2022-08-14,1.986
2022-08-15,2.006
2022-08-16,1.987
2022-08-17,1.993
2022-08-18,1.968
2022-08-19,2.017
2022-08-20,2.017
2022-08-21,2.017
2022-08-22,2.073
2022-08-23,2.071
2022-08-24,2.068
2022-08-25,2.025
2022-08-26,2.09
2022-08-27,2.09
2022-08-28,2.09
2022-08-29,2.118
2022-08-30,2.14
2022-08-31,2.143
2022-09-01,2.134
2022-09-02,2.14
2022-09-03,2.14
2022-09-04,2.14
2022-09-05,2.14
2022-09-06,2.139
2022-09-07,2.074
2022-09-08,2.034
2022-09-09,2.004
2022-09-10,2.004
2022-09-11,2.004
2022-09-12,1.986
2022-09-13,2.068
2022-09-14,2.066
2022-09-15,2.071
2022-09-16,2.109
2022-09-17,2.109
2022-09-18,2.109
2022-09-19,2.065
2022-09-20,2.087
2022-09-21,2.128
2022-09-22,2.171
2022-09-23,2.232
2022-09-24,2.232
2022-09-25,2.232
2022-09-26,2.269
2022-09-27,2.274
2022-09-28,2.214
2022-09-29,2.262
2022-09-30,2.279
2022-10-01,2.279
2022-10-02,2.279
2022-10-03,2.189
2022-10-04,2.068
2022-10-05,2.079
2022-10-06,2.088
2022-10-07,2.112
2022-10-08,2.112
2022-10-09,2.112
2022-10-10,2.104
2022-10-11,2.157
2022-10-12,2.169
2022-10-13,2.079
2022-10-14,2.22
2022-10-15,2.22
2022-10-16,2.22
2022-10-17,2.144
2022-10-18,2.116
2022-10-19,2.15
2022-10-20,2.204
2022-10-21,2.128
2022-10-22,2.128
2022-10-23,2.128
2022-10-24,2.092
2022-10-25,2.042
2022-10-26,1.942
2022-10-27,1.905
2022-10-28,1.831
2022-10-29,1.831
2022-10-30,1.831
2022-10-31,1.849
2022-11-01,1.819
2022-11-02,1.851
2022-11-03,1.856
2022-11-04,1.814
2022-11-05,1.814
2022-11-06,1.814
2022-11-07,1.79
2022-11-08,1.759
2022-11-09,1.789
2022-11-10,1.699
2022-11-11,1.701
2022-11-12,1.701
2022-11-13,1.701
2022-11-14,1.758
2022-11-15,1.742
2022-11-16,1.757
2022-11-17,1.752
2022-11-18,1.714
2022-11-19,1.714
2022-11-20,1.714
2022-11-21,1.748
2022-11-22,1.723
2022-11-23,1.711
2022-11-24,1.711
2022-11-25,1.712
2022-11-26,1.712
2022-11-27,1.712
2022-11-28,1.747
2022-11-29,1.754
2022-11-30,1.715
2022-12-01,1.72
2022-12-02,1.724
2022-12-03,1.724
2022-12-04,1.724
2022-12-05,1.772
2022-12-06,1.769
2022-12-07,1.768
2022-12-08,1.762
2022-12-09,1.773
2022-12-10,1.773
2022-12-11,1.773
2022-12-12,1.746
2022-12-13,1.753
2022-12-14,1.768
2022-12-15,1.81
2022-12-16,1.823
2022-12-17,1.823
2022-12-18,1.823
2022-12-19,1.857
2022-12-20,1.848
2022-12-21,1.818
2022-12-22,1.849
2022-12-23,1.846
2022-12-24,1.846
2022-12-25,1.846
2022-12-26,1.846
2022-12-27,1.846
2022-12-28,1.869
2022-12-29,1.823
2022-12-30,1.828
2022-12-31,1.828
2023-01-01,1.828
2023-01-02,1.828
2023-01-03,1.832
2023-01-04,1.819
2023-01-05,1.844
2023-01-06,1.772
2023-01-07,1.772
2023-01-08,1.772
2023-01-09,1.772
2023-01-10,1.78
2023-01-11,1.725
2023-01-12,1.719
2023-01-13,1.708
2023-01-14,1.708
2023-01-15,1.708
2023-01-16,1.708
2023-01-17,1.693
2023-01-18,1.734
2023-01-19,1.761
2023-01-20,1.708
2023-01-21,1.708
2023-01-22,1.708
2023-01-23,1.681
2023-01-24,1.669
2023-01-25,1.659
2023-01-26,1.632
2023-01-27,1.646
2023-01-28,1.646
2023-01-29,1.646
2023-01-30,1.666
2023-01-31,1.634
2023-02-01,1.611
2023-02-02,1.643
2023-02-03,1.613
2023-02-04,1.613
2023-02-05,1.613
2023-02-06,1.627
2023-02-07,1.617
2023-02-08,1.604
2023-02-09,1.618
2023-02-10,1.612
2023-02-11,1.612
2023-02-12,1.612
2023-02-13,1.586
2023-02-14,1.598
2023-02-15,1.609
2023-02-16,1.613
2023-02-17,1.604
2023-02-18,1.604
2023-02-19,1.604
2023-02-20,1.604
2023-02-21,1.655
2023-02-22,1.661
2023-02-23,1.662
2023-02-24,1.659
2023-02-25,1.659
2023-02-26,1.659
2023-02-27,1.659
2023-02-28,1.644
2023-03-01,1.642
2023-03-02,1.653
2023-03-03,1.634
2023-03-04,1.634
2023-03-05,1.634
2023-03-06,1.64
2023-03-07,1.671
2023-03-08,1.673
2023-03-09,1.786
2023-03-10,1.868
2023-03-11,1.868
2023-03-12,1.868
2023-03-13,1.965
2023-03-14,1.893
2023-03-15,1.988
2023-03-16,1.957
2023-03-17,2.003
2023-03-18,2.003
2023-03-19,2.003
2023-03-20,1.958
2023-03-21,1.867
2023-03-22,1.903
2023-03-23,1.897
2023-03-24,1.934
2023-03-25,1.934
2023-03-26,1.934
2023-03-27,1.89
2023-03-28,1.883
2023-03-29,1.869
2023-03-30,1.875
2023-03-31,1.839
2023-04-01,1.839
2023-04-02,1.839
2023-04-03,1.84
2023-04-04,1.877
2023-04-05,1.888
2023-04-06,1.896
2023-04-07,1.896
2023-04-08,1.896
2023-04-09,1.896
2023-04-10,1.866
2023-04-11,1.843
2023-04-12,1.852
2023-04-13,1.832
2023-04-14,1.825
2023-04-15,1.825
2023-04-16,1.825
2023-04-17,1.813
2023-04-18,1.79
2023-04-19,1.788
2023-04-20,1.789
2023-04-21,1.798
2023-04-22,1.798
2023-04-23,1.798
2023-04-24,1.805
2023-04-25,1.972
2023-04-26,1.953
2023-04-27,1.889
2023-04-28,1.872
2023-04-29,1.872
2023-04-30,1.872
2023-05-01,1.888
2023-05-02,1.941
2023-05-03,1.978
2023-05-04,2.025
2023-05-05,1.952
2023-05-06,1.952
2023-05-07,1.952
2023-05-08,1.947
2023-05-09,1.948
2023-05-10,1.966
2023-05-11,1.968
2023-05-12,1.949
2023-05-13,1.949
2023-05-14,1.949
2023-05-15,1.913
2023-05-16,1.942
2023-05-17,1.899
2023-05-18,1.883
2023-05-19,1.882
2023-05-20,1.882
2023-05-21,1.882
2023-05-22,1.881
2023-05-23,1.903
2023-05-24,1.951
2023-05-25,1.87
2023-05-26,1.85
2023-05-27,1.85
2023-05-28,1.85
2023-05-29,1.85
2023-05-30,1.848
2023-05-31,1.913
2023-06-01,1.879
2023-06-02,1.823
2023-06-03,1.823
2023-06-04,1.823
2023-06-05,1.832
2023-06-06,1.824
2023-06-07,1.8
2023-06-08,1.817
2023-06-09,1.818
2023-06-10,1.818
2023-06-11,1.818
2023-06-12,1.828
2023-06-13,1.799
2023-06-14,1.792
2023-06-15,1.755
2023-06-16,1.758
2023-06-17,1.758
2023-06-18,1.758
2023-06-19,1.758
2023-06-20,1.774
2023-06-21,1.779
2023-06-22,1.782
2023-06-23,1.803
2023-06-24,1.803
2023-06-25,1.803
2023-06-26,1.786
2023-06-27,1.752
2023-06-28,1.756
2023-06-29,1.723
2023-06-30,1.72
2023-07-01,1.72
2023-07-02,1.72
2023-07-03,1.705
2023-07-04,1.705
2023-07-05,1.721
2023-07-06,1.739
2023-07-07,1.718
2023-07-08,1.718
2023-07-09,1.718
2023-07-10,1.709
2023-07-11,1.694
2023-07-12,1.69
2023-07-13,1.671
2023-07-14,1.684
2023-07-15,1.684
2023-07-16,1.684
2023-07-17,1.666
2023-07-18,1.621
2023-07-19,1.621
2023-07-20,1.601
2023-07-21,1.615
2023-07-22,1.615
2023-07-23,1.615
2023-07-24,1.61
2023-07-25,1.611
2023-07-26,1.612
2023-07-27,1.639
2023-07-28,1.627
2023-07-29,1.627
2023-07-30,1.627
2023-07-31,1.612
2023-08-01,1.614
2023-08-02,1.62
2023-08-03,1.598
2023-08-04,1.627
2023-08-05,1.627
2023-08-06,1.627
2023-08-07,1.605
2023-08-08,1.617
2023-08-09,1.631
