,XEL US Equity
2020-09-24,3.523
2020-09-25,3.449
2020-09-26,3.449
2020-09-27,3.449
2020-09-28,3.432
2020-09-29,3.442
2020-09-30,3.424
2020-10-01,3.357
2020-10-02,3.352
2020-10-03,3.352
2020-10-04,3.352
2020-10-05,3.306
2020-10-06,3.261
2020-10-07,3.278
2020-10-08,3.259
2020-10-09,3.25
2020-10-10,3.25
2020-10-11,3.25
2020-10-12,3.209
2020-10-13,3.237
2020-10-14,3.266
2020-10-15,3.273
2020-10-16,3.284
2020-10-17,3.284
2020-10-18,3.284
2020-10-19,3.35
2020-10-20,3.358
2020-10-21,3.358
2020-10-22,3.363
2020-10-23,3.36
2020-10-24,3.36
2020-10-25,3.36
2020-10-26,3.35
2020-10-27,3.321
2020-10-28,3.418
2020-10-29,3.395
2020-10-30,3.43
2020-10-31,3.43
2020-11-01,3.43
2020-11-02,3.346
2020-11-03,3.291
2020-11-04,3.303
2020-11-05,3.257
2020-11-06,3.276
2020-11-07,3.276
2020-11-08,3.276
2020-11-09,3.271
2020-11-10,3.257
2020-11-11,3.216
2020-11-12,3.256
2020-11-13,3.242
2020-11-14,3.242
2020-11-15,3.242
2020-11-16,3.215
2020-11-17,3.307
2020-11-18,3.407
2020-11-19,3.463
2020-11-20,3.465
2020-11-21,3.465
2020-11-22,3.465
2020-11-23,3.513
2020-11-24,3.525
2020-11-25,3.526
2020-11-26,3.526
2020-11-27,3.552
2020-11-28,3.552
2020-11-29,3.552
2020-11-30,3.566
2020-12-01,3.511
2020-12-02,3.497
2020-12-03,3.568
2020-12-04,3.653
2020-12-05,3.653
2020-12-06,3.653
2020-12-07,3.606
2020-12-08,3.637
2020-12-09,3.663
2020-12-10,3.625
2020-12-11,3.635
2020-12-12,3.635
2020-12-13,3.635
2020-12-14,3.633
2020-12-15,3.579
2020-12-16,3.602
2020-12-17,3.526
2020-12-18,3.575
2020-12-19,3.575
2020-12-20,3.575
2020-12-21,3.613
2020-12-22,3.621
2020-12-23,3.65
2020-12-24,3.632
2020-12-25,3.632
2020-12-26,3.632
2020-12-27,3.632
2020-12-28,3.594
2020-12-29,3.588
2020-12-30,3.575
2020-12-31,3.521
2021-01-01,3.521
2021-01-02,3.521
2021-01-03,3.521
2021-01-04,3.575
2021-01-05,3.61
2021-01-06,3.532
2021-01-07,3.602
2021-01-08,3.569
2021-01-09,3.569
2021-01-10,3.569
2021-01-11,3.645
2021-01-12,3.763
2021-01-13,3.67
2021-01-14,3.754
2021-01-15,3.673
2021-01-16,3.673
2021-01-17,3.673
2021-01-18,3.673
2021-01-19,3.687
2021-01-20,3.647
2021-01-21,3.664
2021-01-22,3.684
2021-01-23,3.684
2021-01-24,3.684
2021-01-25,3.588
2021-01-26,3.626
2021-01-27,3.739
2021-01-28,3.758
2021-01-29,3.737
2021-01-30,3.737
2021-01-31,3.737
2021-02-01,3.74
2021-02-02,3.725
2021-02-03,3.785
2021-02-04,3.761
2021-02-05,3.77
2021-02-06,3.77
2021-02-07,3.77
2021-02-08,3.842
2021-02-09,3.85
2021-02-10,3.84
2021-02-11,3.884
2021-02-12,3.886
2021-02-13,3.886
2021-02-14,3.886
2021-02-15,3.886
2021-02-16,3.952
2021-02-17,3.927
2021-02-18,3.839
2021-02-19,3.853
2021-02-20,3.853
2021-02-21,3.853
2021-02-22,3.958
2021-02-23,3.862
2021-02-24,3.972
2021-02-25,3.996
2021-02-26,4.082
2021-02-27,4.082
2021-02-28,4.082
2021-03-01,4.043
2021-03-02,4.055
2021-03-03,4.121
2021-03-04,4.059
2021-03-05,3.898
2021-03-06,3.898
2021-03-07,3.898
2021-03-08,3.86
2021-03-09,3.848
2021-03-10,3.85
2021-03-11,3.87
2021-03-12,3.827
2021-03-13,3.827
2021-03-14,3.827
2021-03-15,3.767
2021-03-16,3.747
2021-03-17,3.79
2021-03-18,3.808
2021-03-19,3.772
2021-03-20,3.772
2021-03-21,3.772
2021-03-22,3.727
2021-03-23,3.641
2021-03-24,3.633
2021-03-25,3.61
2021-03-26,3.593
2021-03-27,3.593
2021-03-28,3.593
2021-03-29,3.556
2021-03-30,3.609
2021-03-31,3.582
2021-04-01,3.538
2021-04-02,3.538
2021-04-03,3.538
2021-04-04,3.538
2021-04-05,3.469
2021-04-06,3.467
2021-04-07,3.472
2021-04-08,3.489
2021-04-09,3.504
2021-04-10,3.504
2021-04-11,3.504
2021-04-12,3.479
2021-04-13,3.45
2021-04-14,3.44
2021-04-15,3.377
2021-04-16,3.358
2021-04-17,3.358
2021-04-18,3.358
2021-04-19,3.352
2021-04-20,3.302
2021-04-21,3.321
2021-04-22,3.33
2021-04-23,3.332
2021-04-24,3.332
2021-04-25,3.332
2021-04-26,3.355
2021-04-27,3.383
2021-04-28,3.392
2021-04-29,3.36
2021-04-30,3.325
2021-05-01,3.325
2021-05-02,3.325
2021-05-03,3.31
2021-05-04,3.3
2021-05-05,3.351
2021-05-06,3.313
2021-05-07,3.324
2021-05-08,3.324
2021-05-09,3.324
2021-05-10,3.266
2021-05-11,3.337
2021-05-12,3.378
2021-05-13,3.333
2021-05-14,3.305
2021-05-15,3.305
2021-05-16,3.305
2021-05-17,3.348
2021-05-18,3.348
2021-05-19,3.359
2021-05-20,3.312
2021-05-21,3.291
2021-05-22,3.291
2021-05-23,3.291
2021-05-24,3.308
2021-05-25,3.324
2021-05-26,3.336
2021-05-27,3.37
2021-05-28,3.341
2021-05-29,3.341
2021-05-30,3.341
2021-05-31,3.341
2021-06-01,3.383
2021-06-02,3.372
2021-06-03,3.36
2021-06-04,3.379
2021-06-05,3.379
2021-06-06,3.379
2021-06-07,3.377
2021-06-08,3.442
2021-06-09,3.415
2021-06-10,3.401
2021-06-11,3.406
2021-06-12,3.406
2021-06-13,3.406
2021-06-14,3.406
2021-06-15,3.4
2021-06-16,3.472
2021-06-17,3.442
2021-06-18,3.533
2021-06-19,3.533
2021-06-20,3.533
2021-06-21,3.504
2021-06-22,3.525
2021-06-23,3.552
2021-06-24,3.551
2021-06-25,3.506
2021-06-26,3.506
2021-06-27,3.506
2021-06-28,3.508
2021-06-29,3.58
2021-06-30,3.571
2021-07-01,3.51
2021-07-02,3.521
2021-07-03,3.521
2021-07-04,3.521
2021-07-05,3.521
2021-07-06,3.508
2021-07-07,3.476
2021-07-08,3.486
2021-07-09,3.477
2021-07-10,3.477
2021-07-11,3.477
2021-07-12,3.468
2021-07-13,3.481
2021-07-14,3.455
2021-07-15,3.424
2021-07-16,3.403
2021-07-17,3.403
2021-07-18,3.403
2021-07-19,3.446
2021-07-20,3.452
2021-07-21,3.508
2021-07-22,3.499
2021-07-23,3.446
2021-07-24,3.446
2021-07-25,3.446
2021-07-26,3.444
2021-07-27,3.376
2021-07-28,3.414
2021-07-29,3.409
2021-07-30,3.436
2021-07-31,3.436
2021-08-01,3.436
2021-08-02,3.421
2021-08-03,3.414
2021-08-04,3.401
2021-08-05,3.387
2021-08-06,3.395
2021-08-07,3.395
2021-08-08,3.395
2021-08-09,3.393
2021-08-10,3.413
2021-08-11,3.395
2021-08-12,3.409
2021-08-13,3.397
2021-08-14,3.397
2021-08-15,3.397
2021-08-16,3.361
2021-08-17,3.353
2021-08-18,3.383
2021-08-19,3.344
2021-08-20,3.355
2021-08-21,3.355
2021-08-22,3.355
2021-08-23,3.434
2021-08-24,3.469
2021-08-25,3.468
2021-08-26,3.469
2021-08-27,3.448
2021-08-28,3.448
2021-08-29,3.448
2021-08-30,3.432
2021-08-31,3.446
2021-09-01,3.396
2021-09-02,3.369
2021-09-03,3.394
2021-09-04,3.394
2021-09-05,3.394
2021-09-06,3.394
2021-09-07,3.489
2021-09-08,3.418
2021-09-09,3.42
2021-09-10,3.496
2021-09-11,3.496
2021-09-12,3.496
2021-09-13,3.532
2021-09-14,3.559
2021-09-15,3.595
2021-09-16,3.62
2021-09-17,3.676
2021-09-18,3.676
2021-09-19,3.676
2021-09-20,3.709
2021-09-21,3.718
2021-09-22,3.724
2021-09-23,3.741
2021-09-24,3.716
2021-09-25,3.716
2021-09-26,3.716
2021-09-27,3.78
2021-09-28,3.831
2021-09-29,3.754
2021-09-30,3.765
2021-10-01,3.765
2021-10-02,3.765
2021-10-03,3.765
2021-10-04,3.68
2021-10-05,3.715
2021-10-06,3.656
2021-10-07,3.676
2021-10-08,3.721
2021-10-09,3.721
2021-10-10,3.721
2021-10-11,3.767
2021-10-12,3.743
2021-10-13,3.663
2021-10-14,3.604
2021-10-15,3.577
2021-10-16,3.577
2021-10-17,3.577
2021-10-18,3.646
2021-10-19,3.612
2021-10-20,3.577
2021-10-21,3.575
2021-10-22,3.578
2021-10-23,3.578
2021-10-24,3.578
2021-10-25,3.627
2021-10-26,3.637
2021-10-27,3.7
2021-10-28,3.649
2021-10-29,3.638
2021-10-30,3.638
2021-10-31,3.638
2021-11-01,3.643
2021-11-02,3.631
2021-11-03,3.7
2021-11-04,3.725
2021-11-05,3.683
2021-11-06,3.683
2021-11-07,3.683
2021-11-08,3.745
2021-11-09,3.694
2021-11-10,3.649
2021-11-11,3.7
2021-11-12,3.722
2021-11-13,3.722
2021-11-14,3.722
2021-11-15,3.654
2021-11-16,3.665
2021-11-17,3.617
2021-11-18,3.653
2021-11-19,3.609
2021-11-20,3.609
2021-11-21,3.609
2021-11-22,3.543
2021-11-23,3.569
2021-11-24,3.7
2021-11-25,3.7
2021-11-26,3.745
2021-11-27,3.745
2021-11-28,3.745
2021-11-29,3.698
2021-11-30,3.794
2021-12-01,3.765
2021-12-02,3.74
2021-12-03,3.71
2021-12-04,3.71
2021-12-05,3.71
2021-12-06,3.709
2021-12-07,3.661
2021-12-08,3.604
2021-12-09,3.621
2021-12-10,3.637
2021-12-11,3.637
2021-12-12,3.637
2021-12-13,3.586
2021-12-14,3.589
2021-12-15,3.515
2021-12-16,3.508
2021-12-17,3.61
2021-12-18,3.61
2021-12-19,3.61
2021-12-20,3.604
2021-12-21,3.621
2021-12-22,3.6
2021-12-23,3.607
2021-12-24,3.607
2021-12-25,3.607
2021-12-26,3.607
2021-12-27,3.595
2021-12-28,3.553
2021-12-29,3.535
2021-12-30,3.521
2021-12-31,3.549
2022-01-01,3.549
2022-01-02,3.549
2022-01-03,3.536
2022-01-04,3.514
2022-01-05,3.48
2022-01-06,3.507
2022-01-07,3.477
2022-01-08,3.477
2022-01-09,3.477
2022-01-10,3.439
2022-01-11,3.502
2022-01-12,3.503
2022-01-13,3.481
2022-01-14,3.483
2022-01-15,3.483
2022-01-16,3.483
2022-01-17,3.483
2022-01-18,3.513
2022-01-19,3.527
2022-01-20,3.524
2022-01-21,3.522
2022-01-22,3.522
2022-01-23,3.522
2022-01-24,3.552
2022-01-25,3.528
2022-01-26,3.542
2022-01-27,3.469
2022-01-28,3.417
2022-01-29,3.417
2022-01-30,3.417
2022-01-31,3.426
2022-02-01,3.476
2022-02-02,3.421
2022-02-03,3.427
2022-02-04,3.462
2022-02-05,3.462
2022-02-06,3.462
2022-02-07,3.463
2022-02-08,3.459
2022-02-09,3.441
2022-02-10,3.549
2022-02-11,3.556
2022-02-12,3.556
2022-02-13,3.556
2022-02-14,3.586
2022-02-15,3.601
2022-02-16,3.611
2022-02-17,3.602
2022-02-18,3.607
2022-02-19,3.607
2022-02-20,3.607
2022-02-21,3.607
2022-02-22,3.611
2022-02-23,3.667
2022-02-24,3.673
2022-02-25,3.541
2022-02-26,3.541
2022-02-27,3.541
2022-02-28,3.536
2022-03-01,3.58
2022-03-02,3.524
2022-03-03,3.444
2022-03-04,3.341
2022-03-05,3.341
2022-03-06,3.341
2022-03-07,3.274
2022-03-08,3.337
2022-03-09,3.354
2022-03-10,3.338
2022-03-11,3.328
2022-03-12,3.328
2022-03-13,3.328
2022-03-14,3.405
2022-03-15,3.37
2022-03-16,3.417
2022-03-17,3.395
2022-03-18,3.44
2022-03-19,3.44
2022-03-20,3.44
2022-03-21,3.415
2022-03-22,3.421
2022-03-23,3.416
2022-03-24,3.388
2022-03-25,3.349
2022-03-26,3.349
2022-03-27,3.349
2022-03-28,3.326
2022-03-29,3.299
2022-03-30,3.277
2022-03-31,3.284
2022-04-01,3.257
2022-04-02,3.257
2022-04-03,3.257
2022-04-04,3.26
2022-04-05,3.243
2022-04-06,3.16
2022-04-07,3.178
2022-04-08,3.167
2022-04-09,3.167
2022-04-10,3.167
2022-04-11,3.187
2022-04-12,3.171
2022-04-13,3.186
2022-04-14,3.188
2022-04-15,3.188
2022-04-16,3.188
2022-04-17,3.188
2022-04-18,3.194
2022-04-19,3.166
2022-04-20,3.139
2022-04-21,3.141
2022-04-22,3.184
2022-04-23,3.184
2022-04-24,3.184
2022-04-25,3.205
2022-04-26,3.216
2022-04-27,3.234
2022-04-28,3.21
2022-04-29,3.283
2022-04-30,3.283
2022-05-01,3.283
2022-05-02,3.309
2022-05-03,3.334
2022-05-04,3.277
2022-05-05,3.304
2022-05-06,3.291
2022-05-07,3.291
2022-05-08,3.291
2022-05-09,3.265
2022-05-10,3.273
2022-05-11,3.251
2022-05-12,3.27
2022-05-13,3.217
2022-05-14,3.217
2022-05-15,3.217
2022-05-16,3.202
2022-05-17,3.183
2022-05-18,3.2
2022-05-19,3.195
2022-05-20,3.229
2022-05-21,3.229
2022-05-22,3.229
2022-05-23,3.201
2022-05-24,3.142
2022-05-25,3.166
2022-05-26,3.197
2022-05-27,3.139
2022-05-28,3.139
2022-05-29,3.139
2022-05-30,3.139
2022-05-31,3.181
2022-06-01,3.19
2022-06-02,3.175
2022-06-03,3.2
2022-06-04,3.2
2022-06-05,3.2
2022-06-06,3.233
2022-06-07,3.196
2022-06-08,3.301
2022-06-09,3.389
2022-06-10,3.402
2022-06-11,3.402
2022-06-12,3.402
2022-06-13,3.532
2022-06-14,3.641
2022-06-15,3.642
2022-06-16,3.693
2022-06-17,3.753
2022-06-18,3.753
2022-06-19,3.753
2022-06-20,3.753
2022-06-21,3.704
2022-06-22,3.646
2022-06-23,3.554
2022-06-24,3.487
2022-06-25,3.487
2022-06-26,3.487
2022-06-27,3.449
2022-06-28,3.416
2022-06-29,3.405
2022-06-30,3.379
2022-07-01,3.292
2022-07-02,3.292
2022-07-03,3.292
2022-07-04,3.292
2022-07-05,3.421
2022-07-06,3.367
2022-07-07,3.436
2022-07-08,3.435
2022-07-09,3.435
2022-07-10,3.435
2022-07-11,3.421
2022-07-12,3.44
2022-07-13,3.455
2022-07-14,3.45
2022-07-15,3.418
2022-07-16,3.418
2022-07-17,3.418
2022-07-18,3.477
2022-07-19,3.461
2022-07-20,3.526
2022-07-21,3.522
2022-07-22,3.473
2022-07-23,3.473
2022-07-24,3.473
2022-07-25,3.433
2022-07-26,3.396
2022-07-27,3.395
2022-07-28,3.214
2022-07-29,3.172
2022-07-30,3.172
2022-07-31,3.172
2022-08-01,3.171
2022-08-02,3.16
2022-08-03,3.124
2022-08-04,3.113
2022-08-05,3.145
2022-08-06,3.145
2022-08-07,3.145
2022-08-08,3.141
2022-08-09,3.102
2022-08-10,3.09
2022-08-11,3.111
2022-08-12,3.056
2022-08-13,3.056
2022-08-14,3.056
2022-08-15,3.027
2022-08-16,3.014
2022-08-17,3.017
2022-08-18,3.015
2022-08-19,3.017
2022-08-20,3.017
2022-08-21,3.017
2022-08-22,3.046
2022-08-23,3.08
2022-08-24,3.078
2022-08-25,3.051
2022-08-26,3.098
2022-08-27,3.098
2022-08-28,3.098
2022-08-29,3.069
2022-08-30,3.108
2022-08-31,3.126
2022-09-01,3.078
2022-09-02,3.119
2022-09-03,3.119
2022-09-04,3.119
2022-09-05,3.119
2022-09-06,3.121
2022-09-07,3.018
2022-09-08,3.033
2022-09-09,3.018
2022-09-10,3.018
2022-09-11,3.018
2022-09-12,3.001
2022-09-13,3.094
2022-09-14,3.065
2022-09-15,3.145
2022-09-16,3.123
2022-09-17,3.123
2022-09-18,3.123
2022-09-19,3.097
2022-09-20,3.141
2022-09-21,3.184
2022-09-22,3.186
2022-09-23,3.225
2022-09-24,3.225
2022-09-25,3.225
2022-09-26,3.3
2022-09-27,3.376
2022-09-28,3.349
2022-09-29,3.531
2022-09-30,3.606
2022-10-01,3.606
2022-10-02,3.606
2022-10-03,3.522
2022-10-04,3.472
2022-10-05,3.588
2022-10-06,3.734
2022-10-07,3.856
2022-10-08,3.856
2022-10-09,3.856
2022-10-10,3.833
2022-10-11,3.858
2022-10-12,3.984
2022-10-13,3.864
2022-10-14,3.921
2022-10-15,3.921
2022-10-16,3.921
2022-10-17,3.809
2022-10-18,3.746
2022-10-19,3.778
2022-10-20,3.865
2022-10-21,3.788
2022-10-22,3.788
2022-10-23,3.788
2022-10-24,3.746
2022-10-25,3.697
2022-10-26,3.687
2022-10-27,3.649
2022-10-28,3.531
2022-10-29,3.531
2022-10-30,3.531
2022-10-31,3.545
2022-11-01,3.477
2022-11-02,3.508
2022-11-03,3.517
2022-11-04,3.495
2022-11-05,3.495
2022-11-06,3.495
2022-11-07,3.512
2022-11-08,3.467
2022-11-09,3.492
2022-11-10,3.315
2022-11-11,3.395
2022-11-12,3.395
2022-11-13,3.395
2022-11-14,3.429
2022-11-15,3.4
2022-11-16,3.354
2022-11-17,3.413
2022-11-18,3.351
2022-11-19,3.351
2022-11-20,3.351
2022-11-21,3.336
2022-11-22,3.328
2022-11-23,3.311
2022-11-24,3.311
2022-11-25,3.291
2022-11-26,3.291
2022-11-27,3.291
2022-11-28,3.302
2022-11-29,3.328
2022-11-30,3.256
2022-12-01,3.257
2022-12-02,3.306
2022-12-03,3.306
2022-12-04,3.306
2022-12-05,3.33
2022-12-06,3.299
2022-12-07,3.321
2022-12-08,3.276
2022-12-09,3.275
2022-12-10,3.275
2022-12-11,3.275
2022-12-12,3.195
2022-12-13,3.188
2022-12-14,3.204
2022-12-15,3.233
2022-12-16,3.268
2022-12-17,3.268
2022-12-18,3.268
2022-12-19,3.292
2022-12-20,3.288
2022-12-21,3.245
2022-12-22,3.263
2022-12-23,3.221
2022-12-24,3.221
2022-12-25,3.221
2022-12-26,3.221
2022-12-27,3.2
2022-12-28,3.223
2022-12-29,3.201
2022-12-30,3.244
2022-12-31,3.244
2023-01-01,3.244
2023-01-02,3.244
2023-01-03,3.246
2023-01-04,3.219
2023-01-05,3.285
2023-01-06,3.191
2023-01-07,3.191
2023-01-08,3.191
2023-01-09,3.16
2023-01-10,3.154
2023-01-11,3.125
2023-01-12,3.161
2023-01-13,3.196
2023-01-14,3.196
2023-01-15,3.196
2023-01-16,3.196
2023-01-17,3.203
2023-01-18,3.311
2023-01-19,3.348
2023-01-20,3.321
2023-01-21,3.321
2023-01-22,3.321
2023-01-23,3.348
2023-01-24,3.325
2023-01-25,3.315
2023-01-26,3.303
2023-01-27,3.321
2023-01-28,3.321
2023-01-29,3.321
2023-01-30,3.343
2023-01-31,3.311
2023-02-01,3.271
2023-02-02,3.273
2023-02-03,3.349
2023-02-04,3.349
2023-02-05,3.349
2023-02-06,3.309
2023-02-07,3.305
2023-02-08,3.356
2023-02-09,3.382
2023-02-10,3.325
2023-02-11,3.325
2023-02-12,3.325
2023-02-13,3.314
2023-02-14,3.349
2023-02-15,3.353
2023-02-16,3.385
2023-02-17,3.348
2023-02-18,3.348
2023-02-19,3.348
2023-02-20,3.348
2023-02-21,3.388
2023-02-22,3.414
2023-02-23,3.432
2023-02-24,3.46
2023-02-25,3.46
2023-02-26,3.46
2023-02-27,3.481
2023-02-28,3.526
2023-03-01,3.598
2023-03-02,3.539
2023-03-03,3.497
2023-03-04,3.497
2023-03-05,3.497
2023-03-06,3.5
2023-03-07,3.579
2023-03-08,3.535
2023-03-09,3.544
2023-03-10,3.601
2023-03-11,3.601
2023-03-12,3.601
2023-03-13,3.487
2023-03-14,3.483
2023-03-15,3.386
2023-03-16,3.391
2023-03-17,3.41
2023-03-18,3.41
2023-03-19,3.41
2023-03-20,3.384
2023-03-21,3.481
2023-03-22,3.55
2023-03-23,3.597
2023-03-24,3.476
2023-03-25,3.476
2023-03-26,3.476
2023-03-27,3.489
2023-03-28,3.484
2023-03-29,3.424
2023-03-30,3.405
2023-03-31,3.378
2023-04-01,3.378
2023-04-02,3.378
2023-04-03,3.374
2023-04-04,3.328
2023-04-05,3.203
2023-04-06,3.197
2023-04-07,3.197
2023-04-08,3.197
2023-04-09,3.197
2023-04-10,3.22
2023-04-11,3.206
2023-04-12,3.206
2023-04-13,3.206
2023-04-14,3.247
2023-04-15,3.247
2023-04-16,3.247
2023-04-17,3.238
2023-04-18,3.264
2023-04-19,3.226
2023-04-20,3.221
2023-04-21,3.233
2023-04-22,3.233
2023-04-23,3.233
2023-04-24,3.206
2023-04-25,3.199
2023-04-26,3.268
2023-04-27,3.243
2023-04-28,3.259
2023-04-29,3.259
2023-04-30,3.259
2023-05-01,3.247
2023-05-02,3.297
2023-05-03,3.326
2023-05-04,3.297
2023-05-05,3.275
2023-05-06,3.275
2023-05-07,3.275
2023-05-08,3.288
2023-05-09,3.303
2023-05-10,3.294
2023-05-11,3.326
2023-05-12,3.313
2023-05-13,3.313
2023-05-14,3.313
2023-05-15,3.361
2023-05-16,3.428
2023-05-17,3.456
2023-05-18,3.465
2023-05-19,3.462
2023-05-20,3.462
2023-05-21,3.462
2023-05-22,3.465
2023-05-23,3.48
2023-05-24,3.504
2023-05-25,3.55
2023-05-26,3.541
2023-05-27,3.541
2023-05-28,3.541
2023-05-29,3.541
2023-05-30,3.55
2023-05-31,3.488
2023-06-01,3.583
2023-06-02,3.574
2023-06-03,3.574
2023-06-04,3.574
2023-06-05,3.537
2023-06-06,3.558
2023-06-07,3.522
2023-06-08,3.531
2023-06-09,3.569
2023-06-10,3.569
2023-06-11,3.569
2023-06-12,3.563
2023-06-13,3.588
2023-06-14,3.594
2023-06-15,3.492
2023-06-16,3.514
2023-06-17,3.514
2023-06-18,3.514
2023-06-19,3.514
2023-06-20,3.561
2023-06-21,3.576
2023-06-22,3.579
2023-06-23,3.617
2023-06-24,3.617
2023-06-25,3.617
2023-06-26,3.573
2023-06-27,3.597
2023-06-28,3.668
2023-06-29,3.665
2023-06-30,3.613
2023-07-01,3.613
2023-07-02,3.613
2023-07-03,3.566
2023-07-04,3.566
2023-07-05,3.521
2023-07-06,3.523
2023-07-07,3.569
2023-07-08,3.569
2023-07-09,3.569
2023-07-10,3.585
2023-07-11,3.559
2023-07-12,3.521
2023-07-13,3.492
2023-07-14,3.495
2023-07-15,3.495
2023-07-16,3.495
2023-07-17,3.553
2023-07-18,3.565
2023-07-19,3.543
2023-07-20,3.479
2023-07-21,3.446
2023-07-22,3.446
2023-07-23,3.446
2023-07-24,3.453
2023-07-25,3.459
2023-07-26,3.455
2023-07-27,3.574
2023-07-28,3.573
2023-07-29,3.573
2023-07-30,3.573
2023-07-31,3.582
2023-08-01,3.575
2023-08-02,3.574
2023-08-03,3.665
2023-08-04,3.721
2023-08-05,3.721
2023-08-06,3.721
