,MLKN US Equity
2020-06-26,2.13
2020-06-27,2.13
2020-06-28,2.13
2020-06-29,2.13
2020-06-30,2.13
2020-07-01,2.13
2020-07-02,2.13
2020-07-03,2.13
2020-07-04,2.13
2020-07-05,2.13
2020-07-06,2.13
2020-07-07,2.13
2020-07-08,2.13
2020-07-09,2.13
2020-07-10,2.13
2020-07-11,2.13
2020-07-12,2.13
2020-07-13,2.13
2020-07-14,2.13
2020-07-15,2.13
2020-07-16,2.13
2020-07-17,2.13
2020-07-18,2.13
2020-07-19,2.13
2020-07-20,2.13
2020-07-21,2.13
2020-07-22,2.13
2020-07-23,2.13
2020-07-24,2.13
2020-07-25,2.13
2020-07-26,2.13
2020-07-27,2.13
2020-07-28,2.13
2020-07-29,2.13
2020-07-30,2.13
2020-07-31,2.13
2020-08-01,2.13
2020-08-02,2.13
2020-08-03,2.13
2020-08-04,2.13
2020-08-05,2.13
2020-08-06,2.13
2020-08-07,2.13
2020-08-08,2.13
2020-08-09,2.13
2020-08-10,2.13
2020-08-11,2.13
2020-08-12,2.13
2020-08-13,2.13
2020-08-14,2.13
2020-08-15,2.13
2020-08-16,2.13
2020-08-17,2.13
2020-08-18,2.13
2020-08-19,2.13
2020-08-20,2.13
2020-08-21,2.13
2020-08-22,2.13
2020-08-23,2.13
2020-08-24,2.13
2020-08-25,2.13
2020-08-26,2.13
2020-08-27,2.13
2020-08-28,2.13
2020-08-29,2.13
2020-08-30,2.13
2020-08-31,2.13
2020-09-01,2.13
2020-09-02,2.13
2020-09-03,2.13
2020-09-04,2.13
2020-09-05,2.13
2020-09-06,2.13
2020-09-07,2.13
2020-09-08,2.13
2020-09-09,2.13
2020-09-10,2.13
2020-09-11,2.13
2020-09-12,2.13
2020-09-13,2.13
2020-09-14,2.13
2020-09-15,2.13
2020-09-16,2.13
2020-09-17,2.13
2020-09-18,2.13
2020-09-19,2.13
2020-09-20,2.13
2020-09-21,2.13
2020-09-22,2.13
2020-09-23,2.13
2020-09-24,2.13
2020-09-25,2.13
2020-09-26,2.13
2020-09-27,2.13
2020-09-28,2.13
2020-09-29,2.13
2020-09-30,2.13
2020-10-01,2.13
2020-10-02,2.13
2020-10-03,2.13
2020-10-04,2.13
2020-10-05,2.13
2020-10-06,2.13
2020-10-07,2.13
2020-10-08,2.13
2020-10-09,2.13
2020-10-10,2.13
2020-10-11,2.13
2020-10-12,2.13
2020-10-13,2.13
2020-10-14,2.13
2020-10-15,2.13
2020-10-16,2.13
2020-10-17,2.13
2020-10-18,2.13
2020-10-19,2.13
2020-10-20,2.13
2020-10-21,2.13
2020-10-22,2.13
2020-10-23,2.13
2020-10-24,2.13
2020-10-25,2.13
2020-10-26,2.13
2020-10-27,2.13
2020-10-28,2.13
2020-10-29,2.13
2020-10-30,2.13
2020-10-31,2.13
2020-11-01,2.13
2020-11-02,2.13
2020-11-03,2.13
2020-11-04,2.13
2020-11-05,2.13
2020-11-06,2.13
2020-11-07,2.13
2020-11-08,2.13
2020-11-09,2.13
2020-11-10,2.13
2020-11-11,2.13
2020-11-12,2.13
2020-11-13,2.13
2020-11-14,2.13
2020-11-15,2.13
2020-11-16,2.13
2020-11-17,2.13
2020-11-18,2.13
2020-11-19,2.13
2020-11-20,2.13
2020-11-21,2.13
2020-11-22,2.13
2020-11-23,2.13
2020-11-24,2.13
2020-11-25,2.13
2020-11-26,2.13
2020-11-27,2.13
2020-11-28,2.13
2020-11-29,2.13
2020-11-30,2.13
2020-12-01,2.13
2020-12-02,2.13
2020-12-03,2.13
2020-12-04,2.13
2020-12-05,2.13
2020-12-06,2.13
2020-12-07,2.13
2020-12-08,2.13
2020-12-09,2.13
2020-12-10,2.13
2020-12-11,2.13
2020-12-12,2.13
2020-12-13,2.13
2020-12-14,2.13
2020-12-15,2.13
2020-12-16,2.13
2020-12-17,2.13
2020-12-18,2.13
2020-12-19,2.13
2020-12-20,2.13
2020-12-21,2.13
2020-12-22,2.13
2020-12-23,2.13
2020-12-24,2.13
2020-12-25,2.13
2020-12-26,2.13
2020-12-27,2.13
2020-12-28,2.13
2020-12-29,2.13
2020-12-30,2.13
2020-12-31,2.13
2021-01-01,2.13
2021-01-02,2.13
2021-01-03,2.13
2021-01-04,2.13
2021-01-05,2.13
2021-01-06,2.13
2021-01-07,2.13
2021-01-08,2.13
2021-01-09,2.13
2021-01-10,2.13
2021-01-11,2.13
2021-01-12,2.13
2021-01-13,2.13
2021-01-14,2.13
2021-01-15,2.13
2021-01-16,2.13
2021-01-17,2.13
2021-01-18,2.13
2021-01-19,2.13
2021-01-20,2.13
2021-01-21,2.13
2021-01-22,2.13
2021-01-23,2.13
2021-01-24,2.13
2021-01-25,2.13
2021-01-26,2.13
2021-01-27,2.13
2021-01-28,2.13
2021-01-29,2.13
2021-01-30,2.13
2021-01-31,2.13
2021-02-01,2.13
2021-02-02,2.13
2021-02-03,2.13
2021-02-04,2.13
2021-02-05,2.13
2021-02-06,2.13
2021-02-07,2.13
2021-02-08,2.13
2021-02-09,2.13
2021-02-10,2.13
2021-02-11,2.13
2021-02-12,2.13
2021-02-13,2.13
2021-02-14,2.13
2021-02-15,2.13
2021-02-16,2.13
2021-02-17,2.13
2021-02-18,2.13
2021-02-19,2.13
2021-02-20,2.13
2021-02-21,2.13
2021-02-22,2.13
2021-02-23,2.13
2021-02-24,2.13
2021-02-25,2.13
2021-02-26,2.13
2021-02-27,2.13
2021-02-28,2.13
2021-03-01,2.13
2021-03-02,2.13
2021-03-03,2.13
2021-03-04,2.13
2021-03-05,2.13
2021-03-06,2.13
2021-03-07,2.13
2021-03-08,2.13
2021-03-09,2.13
2021-03-10,2.13
2021-03-11,2.13
2021-03-12,2.13
2021-03-13,2.13
2021-03-14,2.13
2021-03-15,2.13
2021-03-16,2.13
2021-03-17,2.13
2021-03-18,2.13
2021-03-19,2.13
2021-03-20,2.13
2021-03-21,2.13
2021-03-22,2.13
2021-03-23,2.13
2021-03-24,2.13
2021-03-25,2.13
2021-03-26,2.13
2021-03-27,2.13
2021-03-28,2.13
2021-03-29,2.13
2021-03-30,2.13
2021-03-31,2.13
2021-04-01,2.13
2021-04-02,2.13
2021-04-03,2.13
2021-04-04,2.13
2021-04-05,2.13
2021-04-06,2.13
2021-04-07,2.13
2021-04-08,2.13
2021-04-09,2.13
2021-04-10,2.13
2021-04-11,2.13
2021-04-12,2.13
2021-04-13,2.13
2021-04-14,2.13
2021-04-15,2.13
2021-04-16,2.13
2021-04-17,2.13
2021-04-18,2.13
2021-04-19,2.13
2021-04-20,2.13
2021-04-21,2.13
2021-04-22,2.13
2021-04-23,2.13
2021-04-24,2.13
2021-04-25,2.13
2021-04-26,2.13
2021-04-27,2.13
2021-04-28,2.13
2021-04-29,2.13
2021-04-30,2.13
2021-05-01,2.13
2021-05-02,2.13
2021-05-03,2.13
2021-05-04,2.13
2021-05-05,2.13
2021-05-06,2.13
2021-05-07,2.13
2021-05-08,2.13
2021-05-09,2.13
2021-05-10,2.13
2021-05-11,2.239
2021-05-12,2.278
2021-05-13,2.29
2021-05-14,2.216
2021-05-15,2.216
2021-05-16,2.216
2021-05-17,2.197
2021-05-18,2.216
2021-05-19,2.244
2021-05-20,2.226
2021-05-21,2.242
2021-05-22,2.242
2021-05-23,2.242
2021-05-24,2.195
2021-05-25,2.21
2021-05-26,2.155
2021-05-27,2.093
2021-05-28,2.11
2021-05-29,2.11
2021-05-30,2.11
2021-05-31,2.11
2021-06-01,2.002
2021-06-02,2.018
2021-06-03,2.05
2021-06-04,2.029
2021-06-05,2.029
2021-06-06,2.029
2021-06-07,1.99
2021-06-08,2.029
2021-06-09,1.998
2021-06-10,2.019
2021-06-11,2.022
2021-06-12,2.022
2021-06-13,2.022
2021-06-14,2.097
2021-06-15,2.079
2021-06-16,2.141
2021-06-17,2.181
2021-06-18,2.265
2021-06-19,2.265
2021-06-20,2.265
2021-06-21,2.155
2021-06-22,2.164
2021-06-23,2.155
2021-06-24,2.091
2021-06-25,2.089
2021-06-26,2.089
2021-06-27,2.089
2021-06-28,2.104
2021-06-29,2.26
2021-06-30,2.14
2021-07-01,2.077
2021-07-02,2.149
2021-07-03,2.149
2021-07-04,2.149
2021-07-05,2.149
2021-07-06,2.145
2021-07-07,2.129
2021-07-08,2.225
2021-07-09,2.209
2021-07-10,2.209
2021-07-11,2.209
2021-07-12,2.158
2021-07-13,2.205
2021-07-14,2.259
2021-07-15,2.262
2021-07-16,2.344
2021-07-17,2.344
2021-07-18,2.344
2021-07-19,2.322
2021-07-20,2.282
2021-07-21,2.243
2021-07-22,2.28
2021-07-23,2.254
2021-07-24,2.254
2021-07-25,2.254
2021-07-26,2.249
2021-07-27,2.241
2021-07-28,2.276
2021-07-29,2.267
2021-07-30,2.338
2021-07-31,2.338
2021-08-01,2.338
2021-08-02,2.274
2021-08-03,2.276
2021-08-04,2.396
2021-08-05,2.329
2021-08-06,2.34
2021-08-07,2.34
2021-08-08,2.34
2021-08-09,2.372
2021-08-10,2.338
2021-08-11,2.328
2021-08-12,2.317
2021-08-13,2.327
2021-08-14,2.327
2021-08-15,2.327
2021-08-16,2.375
2021-08-17,2.382
2021-08-18,2.432
2021-08-19,2.456
2021-08-20,2.412
2021-08-21,2.412
2021-08-22,2.412
2021-08-23,2.374
2021-08-24,2.326
2021-08-25,2.297
2021-08-26,2.355
2021-08-27,2.31
2021-08-28,2.31
2021-08-29,2.31
2021-08-30,2.362
2021-08-31,2.39
2021-09-01,2.383
2021-09-02,2.372
2021-09-03,2.36
2021-09-04,2.36
2021-09-05,2.36
2021-09-06,2.36
2021-09-07,2.399
2021-09-08,2.474
2021-09-09,2.513
2021-09-10,2.509
2021-09-11,2.509
2021-09-12,2.509
2021-09-13,2.466
2021-09-14,2.48
2021-09-15,2.412
2021-09-16,2.38
2021-09-17,2.424
2021-09-18,2.424
2021-09-19,2.424
2021-09-20,2.506
2021-09-21,2.553
2021-09-22,2.485
2021-09-23,2.47
2021-09-24,2.446
2021-09-25,2.446
2021-09-26,2.446
2021-09-27,2.483
2021-09-28,2.55
2021-09-29,2.504
2021-09-30,2.667
2021-10-01,2.54
2021-10-02,2.54
2021-10-03,2.54
2021-10-04,2.58
2021-10-05,2.655
2021-10-06,2.705
2021-10-07,2.67
2021-10-08,2.689
2021-10-09,2.689
2021-10-10,2.689
2021-10-11,2.714
2021-10-12,2.706
2021-10-13,2.718
2021-10-14,2.381
2021-10-15,2.357
2021-10-16,2.357
2021-10-17,2.357
2021-10-18,2.347
2021-10-19,2.323
2021-10-20,2.299
2021-10-21,2.308
2021-10-22,2.292
2021-10-23,2.292
2021-10-24,2.292
2021-10-25,2.302
2021-10-26,2.299
2021-10-27,2.377
2021-10-28,2.321
2021-10-29,2.303
2021-10-30,2.303
2021-10-31,2.303
2021-11-01,2.296
2021-11-02,2.323
2021-11-03,2.208
2021-11-04,2.251
2021-11-05,2.161
2021-11-06,2.161
2021-11-07,2.161
2021-11-08,2.215
2021-11-09,2.25
2021-11-10,2.264
2021-11-11,2.26
2021-11-12,2.217
2021-11-13,2.217
2021-11-14,2.217
2021-11-15,2.202
2021-11-16,2.204
2021-11-17,2.183
2021-11-18,2.17
2021-11-19,2.134
2021-11-20,2.134
2021-11-21,2.134
2021-11-22,2.134
2021-11-23,2.137
2021-11-24,2.169
2021-11-25,2.169
2021-11-26,2.297
2021-11-27,2.297
2021-11-28,2.297
2021-11-29,2.312
2021-11-30,2.352
2021-12-01,2.4
2021-12-02,2.328
2021-12-03,2.33
2021-12-04,2.33
2021-12-05,2.33
2021-12-06,2.284
2021-12-07,2.241
2021-12-08,2.209
2021-12-09,2.216
2021-12-10,2.226
2021-12-11,2.226
2021-12-12,2.226
2021-12-13,2.268
2021-12-14,2.342
2021-12-15,2.312
2021-12-16,2.379
2021-12-17,2.436
2021-12-18,2.436
2021-12-19,2.436
2021-12-20,2.608
2021-12-21,2.467
2021-12-22,2.406
2021-12-23,2.376
2021-12-24,2.376
2021-12-25,2.376
2021-12-26,2.376
2021-12-27,2.333
2021-12-28,2.312
2021-12-29,2.316
2021-12-30,2.29
2021-12-31,2.277
2022-01-01,2.277
2022-01-02,2.277
2022-01-03,2.241
2022-01-04,2.277
2022-01-05,2.366
2022-01-06,2.419
2022-01-07,2.498
2022-01-08,2.498
2022-01-09,2.498
2022-01-10,2.499
2022-01-11,2.446
2022-01-12,2.463
2022-01-13,2.421
2022-01-14,2.39
2022-01-15,2.39
2022-01-16,2.39
2022-01-17,2.39
2022-01-18,2.417
2022-01-19,2.417
2022-01-20,2.419
2022-01-21,2.438
2022-01-22,2.438
2022-01-23,2.438
2022-01-24,2.331
2022-01-25,2.382
2022-01-26,2.382
2022-01-27,2.432
2022-01-28,2.337
2022-01-29,2.337
2022-01-30,2.337
2022-01-31,2.311
2022-02-01,2.303
2022-02-02,2.341
2022-02-03,2.389
2022-02-04,2.406
2022-02-05,2.406
2022-02-06,2.406
2022-02-07,2.382
2022-02-08,2.303
2022-02-09,2.27
2022-02-10,2.335
2022-02-11,2.343
2022-02-12,2.343
2022-02-13,2.343
2022-02-14,2.298
2022-02-15,2.201
2022-02-16,2.159
2022-02-17,2.195
2022-02-18,2.199
2022-02-19,2.199
2022-02-20,2.199
2022-02-21,2.199
2022-02-22,2.28
2022-02-23,2.328
2022-02-24,2.314
2022-02-25,2.285
2022-02-26,2.285
2022-02-27,2.285
2022-02-28,2.284
2022-03-01,2.38
2022-03-02,2.27
2022-03-03,2.272
2022-03-04,2.338
2022-03-05,2.338
2022-03-06,2.338
2022-03-07,2.447
2022-03-08,2.548
2022-03-09,2.493
2022-03-10,2.523
2022-03-11,2.601
2022-03-12,2.601
2022-03-13,2.601
2022-03-14,2.601
2022-03-15,2.666
2022-03-16,2.531
2022-03-17,2.519
2022-03-18,2.531
2022-03-19,2.531
2022-03-20,2.531
2022-03-21,2.614
2022-03-22,2.636
2022-03-23,2.726
2022-03-24,2.771
2022-03-25,2.762
2022-03-26,2.762
2022-03-27,2.762
2022-03-28,2.835
2022-03-29,2.692
2022-03-30,2.438
2022-03-31,2.446
2022-04-01,2.457
2022-04-02,2.457
2022-04-03,2.457
2022-04-04,2.487
2022-04-05,2.589
2022-04-06,2.613
2022-04-07,2.616
2022-04-08,2.615
2022-04-09,2.615
2022-04-10,2.615
2022-04-11,2.614
2022-04-12,2.626
2022-04-13,2.551
2022-04-14,2.595
2022-04-15,2.595
2022-04-16,2.595
2022-04-17,2.595
2022-04-18,2.626
2022-04-19,2.523
2022-04-20,2.534
2022-04-21,2.577
2022-04-22,2.592
2022-04-23,2.592
2022-04-24,2.592
2022-04-25,2.573
2022-04-26,2.698
2022-04-27,2.695
2022-04-28,2.565
2022-04-29,2.664
2022-04-30,2.664
2022-05-01,2.664
2022-05-02,2.703
2022-05-03,2.713
2022-05-04,2.556
2022-05-05,2.691
2022-05-06,2.819
2022-05-07,2.819
2022-05-08,2.819
2022-05-09,2.89
2022-05-10,2.893
2022-05-11,3.014
2022-05-12,2.944
2022-05-13,2.875
2022-05-14,2.875
2022-05-15,2.875
2022-05-16,2.963
2022-05-17,2.87
2022-05-18,3.025
2022-05-19,2.962
2022-05-20,2.946
2022-05-21,2.946
2022-05-22,2.946
2022-05-23,3.019
2022-05-24,3.054
2022-05-25,2.96
2022-05-26,2.837
2022-05-27,2.74
2022-05-28,2.74
2022-05-29,2.74
2022-05-30,2.74
2022-05-31,2.781
2022-06-01,2.741
2022-06-02,2.676
2022-06-03,2.704
2022-06-04,2.704
2022-06-05,2.704
2022-06-06,2.61
2022-06-07,2.64
2022-06-08,2.677
2022-06-09,2.692
2022-06-10,2.849
2022-06-11,2.849
2022-06-12,2.849
2022-06-13,3.028
2022-06-14,3.072
2022-06-15,3.042
2022-06-16,3.247
2022-06-17,3.171
2022-06-18,3.171
2022-06-19,3.171
2022-06-20,3.171
2022-06-21,3.136
2022-06-22,3.126
2022-06-23,3.012
2022-06-24,2.93
2022-06-25,2.93
2022-06-26,2.93
2022-06-27,2.892
2022-06-28,2.956
2022-06-29,2.999
2022-06-30,3.197
2022-07-01,3.18
2022-07-02,3.18
2022-07-03,3.18
2022-07-04,3.18
2022-07-05,3.085
2022-07-06,3.094
2022-07-07,3.055
2022-07-08,3.043
2022-07-09,3.043
2022-07-10,3.043
2022-07-11,3.078
2022-07-12,3.026
2022-07-13,3.055
2022-07-14,3.114
2022-07-15,3.074
2022-07-16,3.074
2022-07-17,3.074
2022-07-18,3.094
2022-07-19,2.946
2022-07-20,2.787
2022-07-21,2.754
2022-07-22,2.809
2022-07-23,2.809
2022-07-24,2.809
2022-07-25,2.82
2022-07-26,2.817
2022-07-27,2.754
2022-07-28,2.686
2022-07-29,2.648
2022-07-30,2.648
2022-07-31,2.648
2022-08-01,2.603
2022-08-02,2.611
2022-08-03,2.56
2022-08-04,2.555
2022-08-05,2.58
2022-08-06,2.58
2022-08-07,2.58
2022-08-08,2.543
2022-08-09,2.605
2022-08-10,2.549
2022-08-11,2.503
2022-08-12,2.452
2022-08-13,2.452
2022-08-14,2.452
2022-08-15,2.438
2022-08-16,2.398
2022-08-17,2.444
2022-08-18,2.468
2022-08-19,2.567
2022-08-20,2.567
2022-08-21,2.567
2022-08-22,2.583
2022-08-23,2.591
2022-08-24,2.58
2022-08-25,2.531
2022-08-26,2.75
2022-08-27,2.75
2022-08-28,2.75
2022-08-29,2.732
2022-08-30,2.766
2022-08-31,2.88
2022-09-01,3.004
2022-09-02,3.014
2022-09-03,3.014
2022-09-04,3.014
2022-09-05,3.014
2022-09-06,3.005
2022-09-07,2.964
2022-09-08,2.967
2022-09-09,2.898
2022-09-10,2.898
2022-09-11,2.898
2022-09-12,2.955
2022-09-13,3.053
2022-09-14,3.111
2022-09-15,3.275
2022-09-16,3.323
2022-09-17,3.323
2022-09-18,3.323
2022-09-19,3.303
2022-09-20,3.508
2022-09-21,3.583
2022-09-22,3.697
2022-09-23,3.979
2022-09-24,3.979
2022-09-25,3.979
2022-09-26,4.124
2022-09-27,4.144
2022-09-28,3.985
2022-09-29,4.669
2022-09-30,5.076
2022-10-01,5.076
2022-10-02,5.076
2022-10-03,4.666
2022-10-04,4.266
2022-10-05,4.32
2022-10-06,4.434
2022-10-07,4.561
2022-10-08,4.561
2022-10-09,4.561
2022-10-10,4.553
2022-10-11,4.577
2022-10-12,4.58
2022-10-13,4.658
2022-10-14,4.474
2022-10-15,4.474
2022-10-16,4.474
2022-10-17,4.434
2022-10-18,4.351
2022-10-19,4.392
2022-10-20,4.527
2022-10-21,4.424
2022-10-22,4.424
2022-10-23,4.424
2022-10-24,4.356
2022-10-25,4.126
2022-10-26,4.044
2022-10-27,3.967
2022-10-28,3.803
2022-10-29,3.803
2022-10-30,3.803
2022-10-31,3.739
2022-11-01,3.733
2022-11-02,3.905
2022-11-03,3.907
2022-11-04,3.801
2022-11-05,3.801
2022-11-06,3.801
2022-11-07,3.673
2022-11-08,3.686
2022-11-09,3.861
2022-11-10,3.437
2022-11-11,3.298
2022-11-12,3.298
2022-11-13,3.298
2022-11-14,3.391
2022-11-15,3.352
2022-11-16,3.478
2022-11-17,3.476
2022-11-18,3.498
2022-11-19,3.498
2022-11-20,3.498
2022-11-21,3.473
2022-11-22,3.485
2022-11-23,3.432
2022-11-24,3.432
2022-11-25,3.459
2022-11-26,3.459
2022-11-27,3.459
2022-11-28,3.588
2022-11-29,3.54
2022-11-30,3.884
2022-12-01,3.861
2022-12-02,3.871
2022-12-03,3.871
2022-12-04,3.871
2022-12-05,4.044
2022-12-06,4.042
2022-12-07,4.164
2022-12-08,4.127
2022-12-09,4.147
2022-12-10,4.147
2022-12-11,4.147
2022-12-12,4.007
2022-12-13,3.97
2022-12-14,4.044
2022-12-15,4.16
2022-12-16,4.232
2022-12-17,4.232
2022-12-18,4.232
2022-12-19,4.488
2022-12-20,4.32
2022-12-21,4.294
2022-12-22,3.763
2022-12-23,3.713
2022-12-24,3.713
2022-12-25,3.713
2022-12-26,3.713
2022-12-27,3.69
2022-12-28,3.829
2022-12-29,3.722
2022-12-30,3.734
2022-12-31,3.734
2023-01-01,3.734
2023-01-02,3.734
2023-01-03,3.69
2023-01-04,3.701
2023-01-05,3.621
2023-01-06,3.616
2023-01-07,3.616
2023-01-08,3.616
2023-01-09,3.539
2023-01-10,3.532
2023-01-11,3.496
2023-01-12,3.405
2023-01-13,3.452
2023-01-14,3.452
2023-01-15,3.452
2023-01-16,3.452
2023-01-17,3.329
2023-01-18,3.473
2023-01-19,3.576
2023-01-20,3.482
2023-01-21,3.482
2023-01-22,3.482
2023-01-23,3.437
2023-01-24,3.449
2023-01-25,3.456
2023-01-26,3.446
2023-01-27,3.388
2023-01-28,3.388
2023-01-29,3.388
2023-01-30,3.435
2023-01-31,3.285
2023-02-01,3.273
2023-02-02,3.249
2023-02-03,3.253
2023-02-04,3.253
2023-02-05,3.253
2023-02-06,3.382
2023-02-07,3.317
2023-02-08,3.398
2023-02-09,3.468
2023-02-10,3.423
2023-02-11,3.423
2023-02-12,3.423
2023-02-13,3.347
2023-02-14,3.347
2023-02-15,3.306
2023-02-16,3.306
2023-02-17,3.257
2023-02-18,3.257
2023-02-19,3.257
2023-02-20,3.257
2023-02-21,3.356
2023-02-22,3.322
2023-02-23,3.28
2023-02-24,3.322
2023-02-25,3.322
2023-02-26,3.322
2023-02-27,3.303
2023-02-28,3.287
2023-03-01,3.251
2023-03-02,3.219
2023-03-03,3.094
2023-03-04,3.094
2023-03-05,3.094
2023-03-06,3.416
2023-03-07,3.345
2023-03-08,3.347
2023-03-09,3.398
2023-03-10,3.469
2023-03-11,3.469
2023-03-12,3.469
2023-03-13,3.675
2023-03-14,3.66
2023-03-15,3.693
2023-03-16,3.681
2023-03-17,3.741
2023-03-18,3.741
2023-03-19,3.741
2023-03-20,3.741
2023-03-21,3.741
2023-03-22,3.741
2023-03-23,3.946
2023-03-24,3.904
2023-03-25,3.904
2023-03-26,3.904
2023-03-27,3.816
2023-03-28,3.861
2023-03-29,3.896
2023-03-30,3.896
2023-03-31,3.807
2023-04-01,3.807
2023-04-02,3.807
2023-04-03,3.842
2023-04-04,4.095
2023-04-05,4.21
2023-04-06,4.24
2023-04-07,4.24
2023-04-08,4.24
2023-04-09,4.24
2023-04-10,4.284
2023-04-11,4.194
2023-04-12,4.245
2023-04-13,4.213
2023-04-14,4.327
2023-04-15,4.327
2023-04-16,4.327
2023-04-17,4.21
2023-04-18,4.339
2023-04-19,4.381
2023-04-20,4.542
2023-04-21,4.487
2023-04-22,4.487
2023-04-23,4.487
2023-04-24,4.461
2023-04-25,4.631
2023-04-26,4.755
2023-04-27,4.642
2023-04-28,4.577
2023-04-29,4.577
2023-04-30,4.577
2023-05-01,4.617
2023-05-02,4.738
2023-05-03,4.811
2023-05-04,5.091
2023-05-05,4.899
2023-05-06,4.899
2023-05-07,4.899
2023-05-08,4.642
2023-05-09,4.664
2023-05-10,4.695
2023-05-11,4.67
2023-05-12,4.773
2023-05-13,4.773
2023-05-14,4.773
2023-05-15,4.785
2023-05-16,5.039
2023-05-17,4.865
2023-05-18,4.712
2023-05-19,4.943
2023-05-20,4.943
2023-05-21,4.943
2023-05-22,4.987
2023-05-23,5.035
2023-05-24,5.26
2023-05-25,5.365
2023-05-26,5.299
2023-05-27,5.299
2023-05-28,5.299
2023-05-29,5.299
2023-05-30,5.459
2023-05-31,5.745
2023-06-01,5.674
2023-06-02,5.391
2023-06-03,5.391
2023-06-04,5.391
2023-06-05,5.559
2023-06-06,5.23
2023-06-07,5.027
2023-06-08,5.258
2023-06-09,5.331
2023-06-10,5.331
2023-06-11,5.331
2023-06-12,5.324
2023-06-13,5.258
2023-06-14,5.342
2023-06-15,5.273
2023-06-16,5.251
2023-06-17,5.251
2023-06-18,5.251
2023-06-19,5.251
2023-06-20,5.372
2023-06-21,5.41
2023-06-22,5.255
