,UNAT NA Equity
2010-05-06,30.6183
2010-05-07,30.6183
2010-05-08,30.6183
2010-05-09,30.6183
2010-05-10,30.6183
2010-05-11,30.6183
2010-05-12,30.6183
2010-05-13,30.6183
2010-05-14,30.6183
2010-05-15,30.6183
2010-05-16,30.6183
2010-05-17,30.6183
2010-05-18,30.6183
2010-05-19,30.6183
2010-05-20,30.6183
2010-05-21,30.6183
2010-05-22,30.6183
2010-05-23,30.6183
2010-05-24,30.6183
2010-05-25,30.6183
2010-05-26,30.6183
2010-05-27,30.6183
2010-05-28,30.6183
2010-05-29,30.6183
2010-05-30,30.6183
2010-05-31,30.6183
2010-06-01,30.6183
2010-06-02,30.6183
2010-06-03,30.6183
2010-06-04,30.6183
2010-06-05,30.6183
2010-06-06,30.6183
2010-06-07,30.6183
2010-06-08,30.6183
2010-06-09,30.6183
2010-06-10,30.6183
2010-06-11,30.6183
2010-06-12,30.6183
2010-06-13,30.6183
2010-06-14,30.6183
2010-06-15,30.6183
2010-06-16,30.6183
2010-06-17,30.6183
2010-06-18,30.6183
2010-06-19,30.6183
2010-06-20,30.6183
2010-06-21,30.6183
2010-06-22,30.6183
2010-06-23,30.6183
2010-06-24,30.6183
2010-06-25,30.6183
2010-06-26,30.6183
2010-06-27,30.6183
2010-06-28,30.6183
2010-06-29,30.6183
2010-06-30,34.7888
2010-07-01,34.7888
2010-07-02,34.7888
2010-07-03,34.7888
2010-07-04,34.7888
2010-07-05,34.7888
2010-07-06,34.7888
2010-07-07,34.7888
2010-07-08,34.7888
2010-07-09,34.7888
2010-07-10,34.7888
2010-07-11,34.7888
2010-07-12,34.7888
2010-07-13,34.7888
2010-07-14,34.7888
2010-07-15,34.7888
2010-07-16,34.7888
2010-07-17,34.7888
2010-07-18,34.7888
2010-07-19,34.7888
2010-07-20,34.7888
2010-07-21,34.7888
2010-07-22,34.7888
2010-07-23,34.7888
2010-07-24,34.7888
2010-07-25,34.7888
2010-07-26,34.7888
2010-07-27,34.7888
2010-07-28,34.7888
2010-07-29,34.7888
2010-07-30,34.7888
2010-07-31,34.7888
2010-08-01,34.7888
2010-08-02,34.7888
2010-08-03,34.7888
2010-08-04,34.7888
2010-08-05,34.7888
2010-08-06,34.7888
2010-08-07,34.7888
2010-08-08,34.7888
2010-08-09,34.7888
2010-08-10,34.7888
2010-08-11,34.7888
2010-08-12,34.7888
2010-08-13,34.7888
2010-08-14,34.7888
2010-08-15,34.7888
2010-08-16,34.7888
2010-08-17,34.7888
2010-08-18,34.7888
2010-08-19,34.7888
2010-08-20,34.7888
2010-08-21,34.7888
2010-08-22,34.7888
2010-08-23,34.7888
2010-08-24,34.7888
2010-08-25,34.7888
2010-08-26,34.7888
2010-08-27,34.7888
2010-08-28,34.7888
2010-08-29,34.7888
2010-08-30,34.7888
2010-08-31,34.7888
2010-09-01,34.7888
2010-09-02,34.7888
2010-09-03,34.7888
2010-09-04,34.7888
2010-09-05,34.7888
2010-09-06,34.7888
2010-09-07,34.7888
2010-09-08,34.7888
2010-09-09,34.7888
2010-09-10,34.7888
2010-09-11,34.7888
2010-09-12,34.7888
2010-09-13,34.7888
2010-09-14,34.7888
2010-09-15,34.7888
2010-09-16,34.7888
2010-09-17,34.7888
2010-09-18,34.7888
2010-09-19,34.7888
2010-09-20,34.7888
2010-09-21,34.7888
2010-09-22,34.7888
2010-09-23,34.7888
2010-09-24,34.7888
2010-09-25,34.7888
2010-09-26,34.7888
2010-09-27,34.7888
2010-09-28,34.7888
2010-09-29,34.7888
2010-09-30,34.7888
2010-10-01,34.7888
2010-10-02,34.7888
2010-10-03,34.7888
2010-10-04,34.7888
2010-10-05,34.7888
2010-10-06,34.7888
2010-10-07,34.7888
2010-10-08,34.7888
2010-10-09,34.7888
2010-10-10,34.7888
2010-10-11,34.7888
2010-10-12,34.7888
2010-10-13,34.7888
2010-10-14,34.7888
2010-10-15,34.7888
2010-10-16,34.7888
2010-10-17,34.7888
2010-10-18,34.7888
2010-10-19,34.7888
2010-10-20,34.7888
2010-10-21,34.7888
2010-10-22,34.7888
2010-10-23,34.7888
2010-10-24,34.7888
2010-10-25,34.7888
2010-10-26,34.7888
2010-10-27,34.7888
2010-10-28,34.7888
2010-10-29,34.7888
2010-10-30,34.7888
2010-10-31,34.7888
2010-11-01,34.7888
2010-11-02,34.7888
2010-11-03,34.7888
2010-11-04,34.7888
2010-11-05,34.7888
2010-11-06,34.7888
2010-11-07,34.7888
2010-11-08,34.7888
2010-11-09,34.7888
2010-11-10,34.7888
2010-11-11,34.7888
2010-11-12,34.7888
2010-11-13,34.7888
2010-11-14,34.7888
2010-11-15,34.7888
2010-11-16,34.7888
2010-11-17,34.7888
2010-11-18,34.7888
2010-11-19,34.7888
2010-11-20,34.7888
2010-11-21,34.7888
2010-11-22,34.7888
2010-11-23,34.7888
2010-11-24,34.7888
2010-11-25,34.7888
2010-11-26,34.7888
2010-11-27,34.7888
2010-11-28,34.7888
2010-11-29,34.7888
2010-11-30,34.7888
2010-12-01,34.7888
2010-12-02,34.7888
2010-12-03,34.7888
2010-12-04,34.7888
2010-12-05,34.7888
2010-12-06,34.7888
2010-12-07,34.7888
2010-12-08,34.7888
2010-12-09,34.7888
2010-12-10,34.7888
2010-12-11,34.7888
2010-12-12,34.7888
2010-12-13,34.7888
2010-12-14,34.7888
2010-12-15,34.7888
2010-12-16,34.7888
2010-12-17,34.7888
2010-12-18,34.7888
2010-12-19,34.7888
2010-12-20,34.7888
2010-12-21,34.7888
2010-12-22,34.7888
2010-12-23,34.7888
2010-12-24,34.7888
2010-12-25,34.7888
2010-12-26,34.7888
2010-12-27,34.7888
2010-12-28,34.7888
2010-12-29,34.7888
2010-12-30,34.7888
2010-12-31,31.9699
2011-01-01,31.9699
2011-01-02,31.9699
2011-01-03,31.9699
2011-01-04,31.9699
2011-01-05,31.9699
2011-01-06,31.9699
2011-01-07,31.9699
2011-01-08,31.9699
2011-01-09,31.9699
2011-01-10,31.9699
2011-01-11,31.9699
2011-01-12,31.9699
2011-01-13,31.9699
2011-01-14,31.9699
2011-01-15,31.9699
2011-01-16,31.9699
2011-01-17,31.9699
2011-01-18,31.9699
2011-01-19,31.9699
2011-01-20,31.9699
2011-01-21,31.9699
2011-01-22,31.9699
2011-01-23,31.9699
2011-01-24,31.9699
2011-01-25,31.9699
2011-01-26,31.9699
2011-01-27,31.9699
2011-01-28,31.9699
2011-01-29,31.9699
2011-01-30,31.9699
2011-01-31,31.9699
2011-02-01,31.9699
2011-02-02,31.9699
2011-02-03,31.9699
2011-02-04,31.9699
2011-02-05,31.9699
2011-02-06,31.9699
2011-02-07,31.9699
2011-02-08,31.9699
2011-02-09,31.9699
2011-02-10,31.9699
2011-02-11,31.9699
2011-02-12,31.9699
2011-02-13,31.9699
2011-02-14,31.9699
2011-02-15,31.9699
2011-02-16,31.9699
2011-02-17,31.9699
2011-02-18,31.9699
2011-02-19,31.9699
2011-02-20,31.9699
2011-02-21,31.9699
2011-02-22,31.9699
2011-02-23,31.9699
2011-02-24,31.9699
2011-02-25,31.9699
2011-02-26,31.9699
2011-02-27,31.9699
2011-02-28,31.9699
2011-03-01,31.9699
2011-03-02,31.9699
2011-03-03,31.9699
2011-03-04,31.9699
2011-03-05,31.9699
2011-03-06,31.9699
2011-03-07,31.9699
2011-03-08,31.9699
2011-03-09,31.9699
2011-03-10,31.9699
2011-03-11,31.9699
2011-03-12,31.9699
2011-03-13,31.9699
2011-03-14,31.9699
2011-03-15,31.9699
2011-03-16,31.9699
2011-03-17,31.9699
2011-03-18,31.9699
2011-03-19,31.9699
2011-03-20,31.9699
2011-03-21,31.9699
2011-03-22,31.9699
2011-03-23,31.9699
2011-03-24,31.9699
2011-03-25,31.9699
2011-03-26,31.9699
2011-03-27,31.9699
2011-03-28,31.9699
2011-03-29,31.9699
2011-03-30,31.9699
2011-03-31,31.9699
2011-04-01,31.9699
2011-04-02,31.9699
2011-04-03,31.9699
2011-04-04,31.9699
2011-04-05,31.9699
2011-04-06,31.9699
2011-04-07,31.9699
2011-04-08,31.9699
2011-04-09,31.9699
2011-04-10,31.9699
2011-04-11,31.9699
2011-04-12,31.9699
2011-04-13,31.9699
2011-04-14,31.9699
2011-04-15,31.9699
2011-04-16,31.9699
2011-04-17,31.9699
2011-04-18,31.9699
2011-04-19,31.9699
2011-04-20,31.9699
2011-04-21,31.9699
2011-04-22,31.9699
2011-04-23,31.9699
2011-04-24,31.9699
2011-04-25,31.9699
2011-04-26,31.9699
2011-04-27,31.9699
2011-04-28,31.9699
2011-04-29,31.9699
2011-04-30,31.9699
2011-05-01,31.9699
2011-05-02,31.9699
2011-05-03,31.9699
2011-05-04,31.9699
2011-05-05,31.9699
2011-05-06,31.9699
2011-05-07,31.9699
2011-05-08,31.9699
2011-05-09,31.9699
2011-05-10,31.9699
2011-05-11,31.9699
2011-05-12,31.9699
2011-05-13,31.9699
2011-05-14,31.9699
2011-05-15,31.9699
2011-05-16,31.9699
2011-05-17,31.9699
2011-05-18,31.9699
2011-05-19,31.9699
2011-05-20,31.9699
2011-05-21,31.9699
2011-05-22,31.9699
2011-05-23,31.9699
2011-05-24,31.9699
2011-05-25,31.9699
2011-05-26,31.9699
2011-05-27,31.9699
2011-05-28,31.9699
2011-05-29,31.9699
2011-05-30,31.9699
2011-05-31,31.9699
2011-06-01,31.9699
2011-06-02,31.9699
2011-06-03,31.9699
2011-06-04,31.9699
2011-06-05,31.9699
2011-06-06,31.9699
2011-06-07,31.9699
2011-06-08,31.9699
2011-06-09,31.9699
2011-06-10,31.9699
2011-06-11,31.9699
2011-06-12,31.9699
2011-06-13,31.9699
2011-06-14,31.9699
2011-06-15,31.9699
2011-06-16,31.9699
2011-06-17,31.9699
2011-06-18,31.9699
2011-06-19,31.9699
2011-06-20,31.9699
2011-06-21,31.9699
2011-06-22,31.9699
2011-06-23,31.9699
2011-06-24,31.9699
2011-06-25,31.9699
2011-06-26,31.9699
2011-06-27,31.9699
2011-06-28,31.9699
2011-06-29,31.9699
2011-06-30,32.0832
2011-07-01,32.0832
2011-07-02,32.0832
2011-07-03,32.0832
2011-07-04,32.0832
2011-07-05,32.0832
2011-07-06,32.0832
2011-07-07,32.0832
2011-07-08,32.0832
2011-07-09,32.0832
2011-07-10,32.0832
2011-07-11,32.0832
2011-07-12,32.0832
2011-07-13,32.0832
2011-07-14,32.0832
2011-07-15,32.0832
2011-07-16,32.0832
2011-07-17,32.0832
2011-07-18,32.0832
2011-07-19,32.0832
2011-07-20,32.0832
2011-07-21,32.0832
2011-07-22,32.0832
2011-07-23,32.0832
2011-07-24,32.0832
2011-07-25,32.0832
2011-07-26,32.0832
2011-07-27,32.0832
2011-07-28,32.0832
2011-07-29,32.0832
2011-07-30,32.0832
2011-07-31,32.0832
2011-08-01,32.0832
2011-08-02,32.0832
2011-08-03,32.0832
2011-08-04,32.0832
2011-08-05,32.0832
2011-08-06,32.0832
2011-08-07,32.0832
2011-08-08,32.0832
2011-08-09,32.0832
2011-08-10,32.0832
2011-08-11,32.0832
2011-08-12,32.0832
2011-08-13,32.0832
2011-08-14,32.0832
2011-08-15,32.0832
2011-08-16,32.0832
2011-08-17,32.0832
2011-08-18,32.0832
2011-08-19,32.0832
2011-08-20,32.0832
2011-08-21,32.0832
2011-08-22,32.0832
2011-08-23,32.0832
2011-08-24,32.0832
2011-08-25,32.0832
2011-08-26,32.0832
2011-08-27,32.0832
2011-08-28,32.0832
2011-08-29,32.0832
2011-08-30,32.0832
2011-08-31,32.0832
2011-09-01,32.0832
2011-09-02,32.0832
2011-09-03,32.0832
2011-09-04,32.0832
2011-09-05,32.0832
2011-09-06,32.0832
2011-09-07,32.0832
2011-09-08,32.0832
2011-09-09,32.0832
2011-09-10,32.0832
2011-09-11,32.0832
2011-09-12,32.0832
2011-09-13,32.0832
2011-09-14,32.0832
2011-09-15,32.0832
2011-09-16,32.0832
2011-09-17,32.0832
2011-09-18,32.0832
2011-09-19,32.0832
2011-09-20,32.0832
2011-09-21,32.0832
2011-09-22,32.0832
2011-09-23,32.0832
2011-09-24,32.0832
2011-09-25,32.0832
2011-09-26,32.0832
2011-09-27,32.0832
2011-09-28,32.0832
2011-09-29,32.0832
2011-09-30,32.0832
2011-10-01,32.0832
2011-10-02,32.0832
2011-10-03,32.0832
2011-10-04,32.0832
2011-10-05,32.0832
2011-10-06,32.0832
2011-10-07,32.0832
2011-10-08,32.0832
2011-10-09,32.0832
2011-10-10,32.0832
2011-10-11,32.0832
2011-10-12,32.0832
2011-10-13,32.0832
2011-10-14,32.0832
2011-10-15,32.0832
2011-10-16,32.0832
2011-10-17,32.0832
2011-10-18,32.0832
2011-10-19,32.0832
2011-10-20,32.0832
2011-10-21,32.0832
2011-10-22,32.0832
2011-10-23,32.0832
2011-10-24,32.0832
2011-10-25,32.0832
2011-10-26,32.0832
2011-10-27,32.0832
2011-10-28,32.0832
2011-10-29,32.0832
2011-10-30,32.0832
2011-10-31,32.0832
2011-11-01,32.0832
2011-11-02,32.0832
2011-11-03,32.0832
2011-11-04,32.0832
2011-11-05,32.0832
2011-11-06,32.0832
2011-11-07,32.0832
2011-11-08,32.0832
2011-11-09,32.0832
2011-11-10,32.0832
2011-11-11,32.0832
2011-11-12,32.0832
2011-11-13,32.0832
2011-11-14,32.0832
2011-11-15,32.0832
2011-11-16,32.0832
2011-11-17,32.0832
2011-11-18,32.0832
2011-11-19,32.0832
2011-11-20,32.0832
2011-11-21,32.0832
2011-11-22,32.0832
2011-11-23,32.0832
2011-11-24,32.0832
2011-11-25,32.0832
2011-11-26,32.0832
2011-11-27,32.0832
2011-11-28,32.0832
2011-11-29,32.0832
2011-11-30,32.0832
2011-12-01,32.0832
2011-12-02,32.0832
2011-12-03,32.0832
2011-12-04,32.0832
2011-12-05,32.0832
2011-12-06,32.0832
2011-12-07,32.0832
2011-12-08,32.0832
2011-12-09,32.0832
2011-12-10,32.0832
2011-12-11,32.0832
2011-12-12,32.0832
2011-12-13,32.0832
2011-12-14,32.0832
2011-12-15,32.0832
2011-12-16,32.0832
2011-12-17,32.0832
2011-12-18,32.0832
2011-12-19,32.0832
2011-12-20,32.0832
2011-12-21,32.0832
2011-12-22,32.0832
2011-12-23,32.0832
2011-12-24,32.0832
2011-12-25,32.0832
2011-12-26,32.0832
2011-12-27,32.0832
2011-12-28,32.0832
2011-12-29,32.0832
2011-12-30,32.0832
2011-12-31,28.633
2012-01-01,28.633
2012-01-02,28.633
2012-01-03,28.633
2012-01-04,28.633
2012-01-05,28.633
2012-01-06,28.633
2012-01-07,28.633
2012-01-08,28.633
2012-01-09,28.633
2012-01-10,28.633
2012-01-11,28.633
2012-01-12,28.633
2012-01-13,28.633
2012-01-14,28.633
2012-01-15,28.633
2012-01-16,28.633
2012-01-17,28.633
2012-01-18,28.633
2012-01-19,28.633
2012-01-20,28.633
2012-01-21,28.633
2012-01-22,28.633
2012-01-23,28.633
2012-01-24,28.633
2012-01-25,28.633
2012-01-26,28.633
2012-01-27,28.633
2012-01-28,28.633
2012-01-29,28.633
2012-01-30,28.633
2012-01-31,28.633
2012-02-01,28.633
2012-02-02,28.633
2012-02-03,28.633
2012-02-04,28.633
2012-02-05,28.633
2012-02-06,28.633
2012-02-07,28.633
2012-02-08,28.633
2012-02-09,28.633
2012-02-10,28.633
2012-02-11,28.633
2012-02-12,28.633
2012-02-13,28.633
2012-02-14,28.633
2012-02-15,28.633
2012-02-16,28.633
2012-02-17,28.633
2012-02-18,28.633
2012-02-19,28.633
2012-02-20,28.633
2012-02-21,28.633
2012-02-22,28.633
2012-02-23,28.633
2012-02-24,28.633
2012-02-25,28.633
2012-02-26,28.633
2012-02-27,28.633
2012-02-28,28.633
2012-02-29,28.633
2012-03-01,28.633
2012-03-02,28.633
2012-03-03,28.633
2012-03-04,28.633
2012-03-05,28.633
2012-03-06,28.633
2012-03-07,28.633
2012-03-08,28.633
2012-03-09,28.633
2012-03-10,28.633
2012-03-11,28.633
2012-03-12,28.633
2012-03-13,28.633
2012-03-14,28.633
2012-03-15,28.633
2012-03-16,28.633
2012-03-17,28.633
2012-03-18,28.633
2012-03-19,28.633
2012-03-20,28.633
2012-03-21,28.633
2012-03-22,28.633
2012-03-23,28.633
2012-03-24,28.633
2012-03-25,28.633
2012-03-26,28.633
2012-03-27,28.633
2012-03-28,28.633
2012-03-29,28.633
2012-03-30,28.633
2012-03-31,28.633
2012-04-01,28.633
2012-04-02,28.633
2012-04-03,28.633
2012-04-04,28.633
2012-04-05,28.633
2012-04-06,28.633
2012-04-07,28.633
2012-04-08,28.633
2012-04-09,28.633
2012-04-10,28.633
2012-04-11,28.633
2012-04-12,28.633
2012-04-13,28.633
2012-04-14,28.633
2012-04-15,28.633
2012-04-16,28.633
2012-04-17,28.633
2012-04-18,28.633
2012-04-19,28.633
2012-04-20,28.633
2012-04-21,28.633
2012-04-22,28.633
2012-04-23,28.633
2012-04-24,28.633
2012-04-25,28.633
2012-04-26,28.633
2012-04-27,28.633
2012-04-28,28.633
2012-04-29,28.633
2012-04-30,28.633
2012-05-01,28.633
2012-05-02,28.633
2012-05-03,28.633
2012-05-04,28.633
2012-05-05,28.633
2012-05-06,28.633
2012-05-07,28.633
2012-05-08,28.633
2012-05-09,28.633
2012-05-10,28.633
2012-05-11,28.633
2012-05-12,28.633
2012-05-13,28.633
2012-05-14,28.633
2012-05-15,28.633
2012-05-16,28.633
2012-05-17,28.633
2012-05-18,28.633
2012-05-19,28.633
2012-05-20,28.633
2012-05-21,28.633
2012-05-22,28.633
2012-05-23,28.633
2012-05-24,28.633
2012-05-25,28.633
2012-05-26,28.633
2012-05-27,28.633
2012-05-28,28.633
2012-05-29,28.633
2012-05-30,28.633
2012-05-31,28.633
2012-06-01,28.633
2012-06-02,28.633
2012-06-03,28.633
2012-06-04,28.633
2012-06-05,28.633
2012-06-06,28.633
2012-06-07,28.633
2012-06-08,28.633
2012-06-09,28.633
2012-06-10,28.633
2012-06-11,28.633
2012-06-12,28.633
2012-06-13,28.633
2012-06-14,28.633
2012-06-15,28.633
2012-06-16,28.633
2012-06-17,28.633
2012-06-18,28.633
2012-06-19,28.633
2012-06-20,28.633
2012-06-21,28.633
2012-06-22,28.633
2012-06-23,28.633
2012-06-24,28.633
2012-06-25,28.633
2012-06-26,28.633
2012-06-27,28.633
2012-06-28,28.633
2012-06-29,28.633
2012-06-30,26.9925
2012-07-01,26.9925
2012-07-02,26.9925
2012-07-03,26.9925
2012-07-04,26.9925
2012-07-05,26.9925
2012-07-06,26.9925
2012-07-07,26.9925
2012-07-08,26.9925
2012-07-09,26.9925
2012-07-10,26.9925
2012-07-11,26.9925
2012-07-12,26.9925
2012-07-13,26.9925
2012-07-14,26.9925
2012-07-15,26.9925
2012-07-16,26.9925
2012-07-17,26.9925
2012-07-18,26.9925
2012-07-19,26.9925
2012-07-20,26.9925
2012-07-21,26.9925
2012-07-22,26.9925
2012-07-23,26.9925
2012-07-24,26.9925
2012-07-25,26.9925
2012-07-26,26.9925
2012-07-27,26.9925
2012-07-28,26.9925
2012-07-29,26.9925
2012-07-30,26.9925
2012-07-31,26.9925
2012-08-01,26.9925
2012-08-02,26.9925
2012-08-03,26.9925
2012-08-04,26.9925
2012-08-05,26.9925
2012-08-06,26.9925
2012-08-07,26.9925
2012-08-08,26.9925
2012-08-09,26.9925
2012-08-10,26.9925
2012-08-11,26.9925
2012-08-12,26.9925
2012-08-13,26.9925
2012-08-14,26.9925
2012-08-15,26.9925
2012-08-16,26.9925
2012-08-17,26.9925
2012-08-18,26.9925
2012-08-19,26.9925
2012-08-20,26.9925
2012-08-21,26.9925
2012-08-22,26.9925
2012-08-23,26.9925
2012-08-24,26.9925
2012-08-25,26.9925
2012-08-26,26.9925
2012-08-27,26.9925
2012-08-28,26.9925
2012-08-29,26.9925
2012-08-30,26.9925
2012-08-31,26.9925
2012-09-01,26.9925
2012-09-02,26.9925
2012-09-03,26.9925
2012-09-04,26.9925
2012-09-05,26.9925
2012-09-06,26.9925
2012-09-07,26.9925
2012-09-08,26.9925
2012-09-09,26.9925
2012-09-10,26.9925
2012-09-11,26.9925
2012-09-12,26.9925
2012-09-13,26.9925
2012-09-14,26.9925
2012-09-15,26.9925
2012-09-16,26.9925
2012-09-17,26.9925
2012-09-18,26.9925
2012-09-19,26.9925
2012-09-20,26.9925
2012-09-21,26.9925
2012-09-22,26.9925
2012-09-23,26.9925
2012-09-24,26.9925
2012-09-25,26.9925
2012-09-26,26.9925
2012-09-27,26.9925
2012-09-28,26.9925
2012-09-29,26.9925
2012-09-30,26.9925
2012-10-01,26.9925
2012-10-02,26.9925
2012-10-03,26.9925
2012-10-04,26.9925
2012-10-05,26.9925
2012-10-06,26.9925
2012-10-07,26.9925
2012-10-08,26.9925
2012-10-09,26.9925
2012-10-10,26.9925
2012-10-11,26.9925
2012-10-12,26.9925
2012-10-13,26.9925
2012-10-14,26.9925
2012-10-15,26.9925
2012-10-16,26.9925
2012-10-17,26.9925
2012-10-18,26.9925
2012-10-19,26.9925
2012-10-20,26.9925
2012-10-21,26.9925
2012-10-22,26.9925
2012-10-23,26.9925
2012-10-24,26.9925
2012-10-25,26.9925
2012-10-26,26.9925
2012-10-27,26.9925
2012-10-28,26.9925
2012-10-29,26.9925
2012-10-30,26.9925
2012-10-31,26.9925
2012-11-01,26.9925
2012-11-02,26.9925
2012-11-03,26.9925
2012-11-04,26.9925
2012-11-05,26.9925
2012-11-06,26.9925
2012-11-07,26.9925
2012-11-08,26.9925
2012-11-09,26.9925
2012-11-10,26.9925
2012-11-11,26.9925
2012-11-12,26.9925
2012-11-13,26.9925
2012-11-14,26.9925
2012-11-15,26.9925
2012-11-16,26.9925
2012-11-17,26.9925
2012-11-18,26.9925
2012-11-19,26.9925
2012-11-20,26.9925
2012-11-21,26.9925
2012-11-22,26.9925
2012-11-23,26.9925
2012-11-24,26.9925
2012-11-25,26.9925
2012-11-26,26.9925
2012-11-27,26.9925
2012-11-28,26.9925
2012-11-29,26.9925
2012-11-30,26.9925
2012-12-01,26.9925
2012-12-02,26.9925
2012-12-03,26.9925
2012-12-04,26.9925
2012-12-05,26.9925
2012-12-06,26.9925
2012-12-07,26.9925
2012-12-08,26.9925
2012-12-09,26.9925
2012-12-10,26.9925
2012-12-11,26.9925
2012-12-12,26.9925
2012-12-13,26.9925
2012-12-14,26.9925
2012-12-15,26.9925
2012-12-16,26.9925
2012-12-17,26.9925
2012-12-18,26.9925
2012-12-19,26.9925
2012-12-20,26.9925
2012-12-21,26.9925
2012-12-22,26.9925
2012-12-23,26.9925
2012-12-24,26.9925
2012-12-25,26.9925
2012-12-26,26.9925
2012-12-27,26.9925
2012-12-28,26.9925
2012-12-29,26.9925
2012-12-30,26.9925
2012-12-31,29.429
2013-01-01,29.429
2013-01-02,29.429
2013-01-03,29.429
2013-01-04,29.429
2013-01-05,29.429
2013-01-06,29.429
2013-01-07,29.429
2013-01-08,29.429
2013-01-09,29.429
2013-01-10,29.429
2013-01-11,29.429
2013-01-12,29.429
2013-01-13,29.429
2013-01-14,29.429
2013-01-15,29.429
2013-01-16,29.429
2013-01-17,29.429
2013-01-18,29.429
2013-01-19,29.429
2013-01-20,29.429
2013-01-21,29.429
2013-01-22,29.429
2013-01-23,29.429
2013-01-24,29.429
2013-01-25,29.429
2013-01-26,29.429
2013-01-27,29.429
2013-01-28,29.429
2013-01-29,29.429
2013-01-30,29.429
2013-01-31,29.429
2013-02-01,29.429
2013-02-02,29.429
2013-02-03,29.429
2013-02-04,29.429
2013-02-05,29.429
2013-02-06,29.429
2013-02-07,29.429
2013-02-08,29.429
2013-02-09,29.429
2013-02-10,29.429
2013-02-11,29.429
2013-02-12,29.429
2013-02-13,29.429
2013-02-14,29.429
2013-02-15,29.429
2013-02-16,29.429
2013-02-17,29.429
2013-02-18,29.429
2013-02-19,29.429
2013-02-20,29.429
2013-02-21,29.429
2013-02-22,29.429
2013-02-23,29.429
2013-02-24,29.429
2013-02-25,29.429
2013-02-26,29.429
2013-02-27,29.429
2013-02-28,29.429
2013-03-01,29.429
2013-03-02,29.429
2013-03-03,29.429
2013-03-04,29.429
2013-03-05,29.429
2013-03-06,29.429
2013-03-07,29.429
2013-03-08,29.429
2013-03-09,29.429
2013-03-10,29.429
2013-03-11,29.429
2013-03-12,29.429
2013-03-13,29.429
2013-03-14,29.429
2013-03-15,29.429
2013-03-16,29.429
2013-03-17,29.429
2013-03-18,29.429
2013-03-19,29.429
2013-03-20,29.429
2013-03-21,29.429
2013-03-22,29.429
2013-03-23,29.429
2013-03-24,29.429
2013-03-25,29.429
2013-03-26,29.429
2013-03-27,29.429
2013-03-28,29.429
2013-03-29,29.429
2013-03-30,29.429
2013-03-31,29.429
